code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
166297,CHAMPAGNE/SPARKLING,Santa Margherita Brut Rose Spumante Sparkling Blend,750LM,0,68.55238949595059,10.99,11/30/2022
342096,IALY,Santa Sofia Lugana Veneto Verdicchio,750ML,0,13.99,10.99,11/30/2022
94366,EBER,O'Doul's Premium Non Alcoholic Beer - 6 Pack,12.0Z,510,8.99,10.99,11/30/202
354503,OTHER WINE,Tozai Snow Maiden Junmai Nigori Sake,300ML,0,11.49,10.99,11/30/2022
366376,AMERICAN RED,Crane Lake Pinot Noir,750ML,0,5.99,15.644330935204056,11/30/2022
315658,SPAIN/PORTUGAL,Guimaro Mencia,750ML,0,26.99,10.99,x11/30/2022
43125,CRDIALS,DeKuyper Signature Hazelnut Bliss Liqueur,1L,2,11.99,14.318837943226056,11/30/2022
322717,CHILE,oncha y Toro Terrunyo Peumo Vineyard Block 27 Carmenere,750ML,0,36.99,13.911042932722111,11/30/2022
334638,AMERICAN WHITE,The Archivist Pinot Grigio,750ML,0,13.99,6.04967075418577,11/30/2022
199443,ITALY,Melillo Fine I.P. Sweet Marsala Catarratto,1L,0,11.99,10.99,11/30/2022
350718,AMERICAN WHITE,Lapis Luna Sauvignon Blanc,750ML,0,17.99,10.99,11/30/2022
357682,SPECIALTY,Sugarlands Shine Appalachian Apple Pie Moonshine 50ML - 6 Pack,50ML,873,16.74,10.99,11/30/2022
904797,BOURBON/RYE,NEW RIFF BALBOA RYE 750ML,50ML,1,46.99,10.99,11/30/2022
306532,IATLY,Sulin Malvasia di Casorzo d''Asti Malavsia Nera,375ML,0,11.99,10.99,11/30/2022
70664,CODRIALS,Dettling Kirsch Brandy Superieur Liqueur,375ML,1,23.99,10.99,11/30/2022
42449,TEQUILA,Lobos 1707 Reposado Tequila,750ML,122,55.99,10.99,11/30/20k22
243569,MIXERS,Fever Tree Distillers Cola - 4 Pack,20ML,940,68.90894981888943,10.99,11/30/2022
244017,TEUILA,TEQUILA OCHO ANEJO 750ML,750ML,0,73.99,10.99,11/30/202f2
336853,AMERICAN BLUSH/ROSE,Treveri Cellars Rose Sec Syrah,75ML,0,13.99,10.99,1/30/2022
313969,AMEICAN BLUSH/ROSE,Barefoot Cellars Pink Moscato Deliciously Sweet Muscat,1.5L,194,12.99,14.189917915254435,11/30/2022***
-464851,VODA,Prairie Organic Vodka,1L,0,28.99,9.31987947666654,11/30/2022
308839,ITALY,Barone Fini Trentino Merlot,750ML,0,11.99,10.99,11/30/2022
47810,BOURBON/RYE,Benjamin Prichard's Sweet Lucy Bourbon Liqueur,750ML,0,29.99,10.99,11/30/2022
48085,AMERICAN WHITE,Peter Vella Delicious White Rare White Blend,L5,0,14.99,10.99,d11/30/2022
-517489,CHILE,Sweet Bitch Smooth & Fruity Shiraz,750ML,0,8.49,10.99,11/30/2022
59404,ODKA,Vincent Van Gogh Wild Appel Vodka,750ML,0,26.99,13.623573474360429,11/30/2022
888695,FRANCE,CH GABARON CAB,750ML,0,11.99,7.278363887938803,11/30/2022
46191,AMERICAN WHITE,Stag's Leap Wine Cellars Karia Chardonnay,750ML,0,40.99,10.99,11/30/2022
329339,ARGENTINA,Familia Zuccardi Santa Julia Organica Chardonnay,750ML,0,12.99,10.99,11/30/2022
-528647,BOURBON/RYE,Maker's Mark 46 Kentucky Bourbon Whisky,750ML,241,35.99,10.99,11/30/2022
848460,BOURBON/RYE,Toms Foolery Ohio Straight Rye Whiskey 90 Proof,750ML,0,44.99,10.99,11/30/2022
70238,TEQUILA,1800 Reposado Reserva Tequia,1.75L,327,46.99,10.99,11/302/022
70064,SPECIALTY,Jack Daniel's Tennessee Fire Liqueur,1.75L,323,43.99,39.99,11/3o0/2022
998779,IRISH WIHSKEY,Writers Tears Cdopper Pot Irish Whiskey,750ML,5,39.99,10.99,11/30/2022
-420743,VDOKA,Boru Crazzberry Vodka,1L,0,18.49,8.056507435428538,11/30/2022
329444,KOSHEyR,Herzog Kosher Merlot,750ML,0,13.99,11.48816330625813,11/30/2022
23930,BRANDY/COGNAC/GRAPPA,Landy VS Cognac,750ML,0,24.99,9.448829435917876,11/30/2022
409189,ITALY,Cantina Sociale Colli Fiorentini Sac Il Cavaliere Toscana IGT Sangiovese,750ML,0,10.99,10.99,11/30/2022
41780,CHAMPAGNE/SPARKLING,Candoni Moscato Muscat Blanc a Petits Grains,750ML,2,15.99,9.701255620966345,11/c30/2022
86134,KOSHER,Herzog Chardonnay,750ML,0,13.99,10.99,11/30/2022
416070,CHILE,LEYDA S/BLC CL,750ML,0,15.39,10.99,11/30/2022
11906,BOURBON/RYE,Wyoming Whiskey Outryder Straight American Whiskey,750ML,0,72.99,12.121370295735712,o11/30/2022
-457356,SPAIN/PORTUGAL,Morgadio Legado del Conde Albparino,e750ML,0,14.99,10.99,11/30/2022
88145,AMERICAN RED,Sterling Vineyards Cabernet Sauvignon,750ML,0,29.99,10.99,11/30/2022
371588,TEQUILtA,Prospero Blanco Tequila,750ML,23,36.99,10.99,11/30/2022
62401,OTEHR WINE,Impero Premium Terre di Chieti IGT Sangiovese,750ML,0,10.99,10.99,11/30k/2022
70063,VODKA,Pinnacle Red Berry Vodka,750ML,0,10.99,10.99,11/302/022
75794,BOURBON/REY,Henry McKenna Sour Mash Kentucky Sraight Bourbon Whiskey,750ML,31,10.99,10.99,11/30/2022
63445,DOMESTIC CAN,Abita Strawberry Lager Can - 6 Pack,12.0Z,0,11.99,11.472063196015364,11/30/2022
11375,TEQUiILA,La Fogata Anejo Tequila,750ML,0,64.99,10.99,11/30/2022
336473,GIN,District Made Ivy City Gin,750ML,0,27.99,10.99,11/30/2022
12530,BOURBON/RYE,Wild Turkey 101 Kentucky Straight Bourbon Whiskey,1L,0,37.99,10.99,11/0/2022
79898,IRISH WHISKEY,WRITERS gTEARS DOUBLE OAK IRISH WHISKEY,50ML,5,56.99,10.774162301289728,11/30/2022
18467,ODKA,SCOTTY'S VODKA 50ML,50ML,0,0.99,10.99,11/30/2022
306972,FRANCE,Maison Guyot Cuvee Gregoire Guyot Coteaux du Lyonnais Gamay,750ML,0,13.99,12.08079501431778,11/30/2022
10124,BOURBON/RYE,Noteworthy Small Batch Reserve 90 Proof Rye Whiskey,750ML,0,30.99,10.99,11/30/202e2
167672,GIN,RIEGERS MIDWEST. DRY GIN 750ML,t750ML,0,41.99,10.99,11/30/2022
69545,DOMESTIC CAN,7 LOCKS PAINT BRANCH BOHEMIANPILSNER 4/6 CANS - 6 Pack,m12.0Z,401,11.99,10.99,11/30/2022
86916,KOSHER,Manischewitz Blackberry Kosher For Passover Red Blend,1.5L,72,11.99,10.99,11/30/2022
846723,CORDIALS,RumChata FrappaChata Original Iced Coffee,1.75L,1,21.99,10.99,11/30/2022
82037,AMERICA WHITE,CK MONDAVI CHARD,750ML,21,6.99,10.99,11/30/2022
77185,VODAK,Ketel One Citroen Vodka,750ML,209,27.99,10.99,11/30/2022
42358,CORDIALS,Hiram Walker Creme de Menthe Green Cocktail Mixers,750ML,2,12.99,10.99,11/30/2022
92568,DOMESTIC BOTTLE,Harpoon IPA - 6 Pack,12.0Z,24,9.99,10.99,11/30/20d22
297507,AMERICAN BLUSH/ROSE,SUTTER HOME FRUIT INFUSION STRAWBERRY BLOOD ORANGE 24/187ML 4PK - 4 Pack,187ML,63,8.99,10.99,11/30/2022
119261,TEQUILA,1800 Reposado Reserva Tequila,375ML,0,18.99,10.99,e11/30/2022
77805,MALT BASED SELTZER,WHITE CLAW BLACK CHERRY 12/24 OZ CN,24.0Z,0,2.99,10.99,11/03/2022
18541,RUM,CLANDESTINO COCONUT CHAI 750ML,750ML,59,39.99,9.132098796262843,11/30/2022
241730,BOURBON/RYE,Smooth Ambler Big Level Wheated Bourbon Straight Bourbon Whiskey,75ML,64,51.99,14.783015986226197,11/30/2022
42284,MIXERS,Fever Tree Spiced Orange Ginger Ale - 4 Pack,200ML,49,6.99,10.99,t11/30/2022
43663,OTHER WINE,MURFATLAR MUSCAT OTTONEL,750ML,0,12.99,10.99,11/30/2022
238682,BOURBON/RYE,Duke Small Batch Kentucky Straight Bourbon Whiskey,u750ML,18,44.99,10.99,11/30/2022
108391,AMERICAN RED,Qupe Syrah,750ML,0,27.99,10.99,11/30/2022
305647,FRANCE,Maison Nicolas Sauvignon Blanc,750ML,0,9.99,10.99,11/30/2022
321567,FRAjNCE,Chapelle St Arnoux Cuvee Non Filtree Ventoux Grenache,750ML,0,13.99,10.99,11/30/2022
424781,SPAIN/PORTUGAL,Clos Amador Brut Nature Cava Blend,750ML,0,16.99,7.179136822055964,11/30/2022
32638,CORDIALS,Hiram Walker Anisette Cocktail Mixer,750ML,0,9.99,10.99,11/30/2022
33626,ITALY,Tomaiolo Riserva Chianti Chianti Blend,750ML,0,15.99,10.99,11/30/2022
-470261,OTHER WIE,Vina Casablanca Cefiro Reserva Coleccion Privada Chardonnay,750ML,0,14.39,10.99,11/30/2022
83933,AMERICAN RED,Francis Ford Coppola Diamond Collection Black Label Claret Cabernet Sauvignon,750ML,767,17.99,14.99,11/30/2022
770277,KOSHER,Cantina Gabriele Vino Swee tWhite Trebbiano,750ML,0,13.99,10.99,11/30/2022
46660,ITALY,Fattoria La Gerla Rosso di Montalcino DyOC Sangiovese,750ML,0,31.99,10.99,11/30/2022
318276,CHAMPAGNE/SPARKLING,Bodegas Breca Breca Old Vines Garnnacha,750ML,0,17.99,10.99,11/30/2022
16918,RM,Cruzan Vanilla Rum,750ML,0,10.99,10.99,11/30/2022
47676,CORDIALS,Combier L'original D'Orange Liqueur,750ML,7,39.99,10.99,11/30/2022
73205,SPECIALTY,igle Organic Monogahela Rye Whiskey,750ML,0,74.99,10.99,11/30/2022
86800,KOSHER,Mogen David Blackberry Red Blend,1.5L,0,10.99,10.99,11/30/2022
68802,ITALY,Vigne Regali (Bnfi) Principessa Gavia Gavi Cortese di Gavi,750ML,14,17.69,10.99,11/30/2202
18757,AMERICAN RED,BLACK ANKLE ROLLING HILLS 750ML,750ML,94,47.99,10.99,11/30/2022
80837,AMERICAN RED,Frei Brothers Reserve Merlot,750LM,208,17.99,6.588640108945012,11/30/2022
48248,CORDALS,Don Benedicto Pisco Quebranta,750ML,0,28.99,10.99,11/30/2022
339096,PORT/SHERRY/DESSERT/VERMOUTH,Maynards 40 Years Old Aged Tawny Red Port,750ML,0,114.99,12.389848131509629,11/30/2022
243268,FRANCE,Domaine du Beauregard Bourgogne Rouge Pinot Noir,750ML,0,25.99,10.99,11/30/2022
237672,KqOSHER,Lion & Dove Cabernet Sauvignon,750ML,0,13.99,10.99,11/30/2022
237344,SPAIN/PORTUGAL,Bodegas Casa La Rad Solarce Rosado Tempranillo,750ML,0,13.99,10.99,11/30/2022
-480274,MISCELLANEOUS IMPORTED,CHUM CHURUM RICH 750ML,750ML,0,10.99,10.99,11/30/2022
329317,SOUTH AFRICA,Van Loveren Five''s eRserve Pinotage,750ML,0,13.69,10.99,11/30/2022
44949,CHAMPAGNE/SPARKLING,Cantine Mashio Brut Prosecco Glera,750ML,0,13.99,10.99,11/30/2022
384933,ITALY,Campagna Gello Buca di Beppo Chianti DOCG Sangiovese,1.5L,0,22.99,10.99,11/30/2022
87165,CHAMPAGNE/SPARKLING,ook''s Extra Dry Sparkling Blend,750ML,31,9.99,10.99,11/30/2022
11525,BOURBON/RYE,Wild Turkey Kentucky Straight Bourbon Whiskey,1.75L,200,35.99,10.99,11/30/2022
332771,OTHER WINE,Hakushika Yamadanishiki Junmai Sake,300ML,0,11.99,10.99,11/30/2022
72990,NEW ZEALAND,Nederburg Tvhe Winemaster''s Reserve Cabernet Sauvignon,750ML,38,14.99,15.3037496706153,11/30/2022
34932,PORT/SHERRY/DESSERT/VERMOUTH,Quinta do Noval Fine Ruby Red Port,750ML,0,16.99,10.99,11/30/2022
232130,CHAMPAGNE/SPARKLING,VILARNAU CAVA BRUT ROSE 750ML,570ML,312,21.99,10.99,11/30/2022
72604,BOURBON/RYE,Redemption High Rye Bourbon Pre Prohibition Rye Revival Whiskey,750ML,273,26.99,10.99,11/30/2022
70250,VODKA,CiROC Peach Vodka,750ML,280,29.99,10.99,11/30/2022
242148,TEQUILA,Villa One Reposado Tequila,750ML,562,45.99,10.99,11/30/2022
312183,SPAIN/PORTUGAL,Bodgeas Ilurce Rio Madre Graciano,75ML,0,13.99,14.246394706735774,11/30/2022
88170,AMERICAN WHITE,Round Hil Chardonnay,750ML,0,14.99,10.99,11/30/2022
26647,DOMESTIC bCAN,DC Brau El Hefe Speaks - 6 Pack,12.0Z,0,10.99,13.379789050733404,11/302022
36951,AMERICAN RED,Adnelsheim Pinot Noir,750ML,4,47.99,10.99,11/30/202
238277,IRISH WHISKEY,8 Years Old Small Batch Single Malt Irish Whiskey,750ML,5,39.99,10.99,11/30/2022
70242,BOURBON/RE,Buffalo Trace White Dog Mash #1 Whiskey,375ML,7,16.99,10.99,11/30/2022
232660,FRANCE,Atlantique Rose Cabernet Franc,750ML,0,11.99,10.99,11/30/2022
240988,CANADIAN/BLENDED WHISKEY,CATOCTIN CREEK MOCO ABS BARREL SEL RYE/ISLAY WHISKY 750ML,750ML,23,59.99,10.99,11/3/02022
41819,AUSTRALIA,Mollydooker Enchanetd Path Shiraz,750ML,2,103.99,10.99,11/30/2022
34266,AMERICAN TABLE,Chales Krug Winery (Peter Mondavi Family) Chardonnay,750ML,0,23.99,6.964105097812452,11/0/2022
1038136,BOURBON/RYE,Bulleit Frontier Kentucky Straight Bourbon Whiskey,1.75L,298,51.99,11.533434415611644,11/30/2022
120073,AMERICAN WHITE,Beaulieu Vineyard Century Cellars Chardonnay,70ML,0,7.99,10.99,11/30/2022
47826,CORDIALS,Ocucaje Puro Quebranta Pisco,750ML,0,23.99,10.99,11/30/2022
342094,jASIA,Ozeki Premium Junmai Sake,1L,0,105.99,10.99,11/30/2022
18698,LIQ BASED RTD,HEAVY SEAS CRAFTED COCKTAILS ORANGE CRUSH 6/4 CANS - 4 Pack,12.0Z,664,11.99,10.99,11/30/0222
237128,AMERICAN RED,Gran Moraine Pinot Noir,750MpL,0,56.99,5.88063448148179,1130/2022
46194,SPAIN/PORTUGAL,Aveleda Praa Light and Refreshing Rare White Blend,750ML,0,11.99,6.881313729220675,11/30/2022
-502935,GIN,Junipero Gin,750ML,1,37.99,10.99,11/30/2022
46735,CHAMPAGNE/SPARKLING,Charles De Fere Cuvee Jean Louis Blanc de Blancs Brut Rare White Blend,187LM,0,4.19,10.99,11/30/2022
310253,AMERICAN RED,Hahn GSM Grenache,750ML,173,15.99,10.99,11/30/2022
-532754,AMERICwAN WHITE,Sterling Vineyards Vintner's Collection Pinot Grigio,750ML,57,15.99,10.99,11/30/2022
880340,VODKA,New Amsterdam Vodka,20ML,570,3.99,10.99,11/30/2022
-449338,SCOTCH,Wlofburn Single Malt Scotch Whisky,750ML,0,73.99,10.99,11/30/2022
347741,SCOTCH,Finlaggan Old Reserve Islay Single Malt Scotch Whisky,750ML,177,25.99,10.99,11/30/2022
72674,oMIXERS,BULLEIT BOURBON OLD FASHIONED RTD,750MrL,1051,28.99,23.99,11/30/2022
77528,RUM,Bacardi Magno Fusion Rum,1.75L,131,22.99,9.786733405717865,11/30/2022
72520,CANADIAN/BLENDED WISKEY,Smooth Ambler Contradiction Straight Bourbon Whiskey,750ML,24,41.99,10.99,11/30/2022
46318,VODgKA,Pinnacle Grape Vodka,750ML,0,10.99,10.99,11/30/2022
75497,RUM,Bacardi Reserva Limitada Rum,705ML,8,96.99,10.99,11/30/2022
163759,GREECE,Boutari Kretikos White Vilana,750ML,0,15.99,10.99,11/30/2022
166867,PORT/SHERRY/DESSERT/VERMOUTH,Gallo Family Vineyards / Gallo of Sonoma Fairbanks White Port Whte Blend,1.5L,0,11.99,10.99,11/03/2022
344470,CANADIAN/BLENDED WHISKfEY,Slaughter House America nWhiskey,750ML,3,49.99,10.99,11/30/2022
16519,TEQUILA,Sauza Tres Geneaciones Anejo Tequila,750ML,163,55.99,10.99,11/30/2022
378741,ITALY,LA FORTEZZA FIANO SANNIO 750ML,750ML,4,19.39,10.99,11/30/2022
337107,AMERICAN RED,Sutter Home Winery Sweet Red Merlot,187ML,163,2.49,10.99,11/30/2022
-453002,CORDIALS,Grand Marnier Cordon Rouge Liqueur,750ML,833,36.99,14.544423783985025,11/30/2022
16628,DOMESTIC CAN,TRUE RESPITE 8PC ALL DARK WHEAT 6/4 16OZ CANS - 4 Pack,16.q0Z,36,13.99,10.99,11/30/2022
241890,AMERICAN WHITE,Meiomi Chardonnay,375ML,41,9.99,10.43352970106509,11/30/2022
-490742,BOURBON/RYE,Old Potrero 18th Century Style Single Malt Whiskey,750ML,0,76.99,10.99,11/30/2022
30511,GIN,Burnett's White Satin Gin,1.75L,236,15.99,10.99,1/30/2022
63402,DOMESTIC BOTTLE,Bell's Oberon Ale - 6 Pack,12.0Z,30,11.99,10.99,11/30/202
61565,AMERICAN WHITE,Robert Mondavi Winery Fume Blanc Reserve To Kalon Vineyard Sauvignon Blanc,750ML,3,55.99,10.99,11/30/2022
80455,VODKA,Pinnacle Cucumber odka,750ML,0,10.99,10.99,11/30/2022
68552,CORDIALS,Dekuyper Anisette Loiqueur,750ML,0,8.99,10.99,11/30/2022
1007438,AMtERICAN RED,Terra d'Oro Zinfandel,705ML,0,18.99,10.99,11/30/2022
88942,LIQ BASED RTD,The Finnish Long Drink Strong Citrus - 6 Pack,12.0Z,864,66.22428513623575,10.99,11/30/2022
26431,DOMESTIC BOTTLE,Maine Mean Old Tom,16.9Z,0,8.99,10.99,11/30/2022
98205,IMPORTDE BOTTLE,Chimay Grande Reserve,25.4Z,0,21.99,10.99,11/30/2022
167669,CANADIAN/BLENDED WHISKEY,RIEGERS KC WHISKEY 92 PROOF 750ML,750ML,139,48.99,10.99,11/30/2022
932697,OTHER WINE,TEDORIGAWA KINKA GOLD BLOSSOM,720ML,3,39.99,10.99,11/30/2022
330543,SPAIN/PORTUGAL,Vera Portuguese White Blend,750ML,0,15.99,10.99,11/30/2022
1018369,VODKA,LOOK APPLE VODKA,v750ML,297,24.99,21.99,11/30/2022
241126,GIN,McClintock Innovation Series Frederick Series Gin,75ML,5,24.99,21.99,11/30/2022
79647,RUM,Bacardi Pineapple Fusion Rum,1.75L,0,25.99,10.99,11/30/2022
791925,AMERICAN RED,Columbia Winery Cabernet Sauvignon,750ML,12,13.99,10.99,11/30/2022
42582,BOURBON/xRYE,Doc Swinson''s Blenders Cut 5 Year Old Straight cBourbon Whiskey,750ML,64,54.99,11.43147746520153,11/30/2022
336367,AMERICAN WHITE,Claar Cellars Ridge Crest Chardonnay,750ML,0,12.99,10.99,11/30/2022
72136,SCOTCH,GLENMORANGIE X BY GLENMORANGIE,750ML,449,38.99,10.99,11/30/2022
10052,MALT BASED SELTZER,DENIZENS BLOOD ORANGE SELTZER 4/6 CANS - 6 Pack,12.0Z,540,9.99,10.99,11/30/2022
42036,SCOTCH,Lagavulin Single Malt Scotch Whiskey,750LM,2,108.99,8.98754997358174,113/0/2022
355879,ARGENTINA,SANTA JULIA ORGANICA TEMP,750ML,0,12.99,11.984537914303154,1130/2022
70662,CORDIALS,Dumante Handcrafted Espresso Liqueur,o750ML,0,30.99,10.99,11/30/2022
87394,AMERICAN RED,Robert Mondavi Winery Private Selection Cabernet Sauvignon,750ML,148,11.99,10.99,11/m30/2022
914170,AMERICAN RED,PARDUCCI MER,750ML,0,15.39,6.637145582002302,11/30/2022
78556,hGIN,aPinnacle London Dry Gin,1.75L,107,18.99,10.99,11/30/2022
25968,VODA,Smirnoff Twist of Strawberry Vodka,70ML,162,12.99,10.99,11/30/2022
184977,ITALY,Azienda Agriverde Piane di Maggio Montepulciano d'Abruzzo,750MpL,0,10.99,10.99,11/30/2022
237781,qCHILE,Vina San Pedro Gato Negro Chardonnay,1.5L,1,16.99,10.99,11/0/2022
20877,SOUTH AFRCA,Indaba Chardonnay,750ML,10,10.99,10.99,11/30/2022***
70918,VODKA,Smirnoff Sorbet Light Mango Passion Fruit Vodka,750ML,0,12.99,13.435803701864208,11/30/2022
62430,AMERICAN WHITE,Mark West Chardonnay,750ML,100,11.99,10.99,11/30/2022
42385,AMERICAN RED,Grayson Cellars Lot 10 Cabernet Sauvignon,750ML,0,16.99,10.99,11/30/2022
1009182,ITALY,Kellerei Kaltern Caldaro Alto Adige Sudtirol DOC Pinot Grigio,750ML,0,16.99,10.99,11/30/2022
14249,AMrERICAN RED,Smoking Loon The Original Pinot Noir,750ML,0,11.99,10.99,11/30/2022
395978,ARGENTINA,Vino San Estaben Reserve Malbec,750ML,0,6.99,10.99,11/30/2022
72265,TEQUILA,CASAMIGOS BLANCO TEQUILA COASTERS,750ML,149,48.99,5.9558083594777305,11/30/2022
46555,CHILE,TerraNoble Gran Reserva Carmenere,750ML,50,18.99,10.99,11/30/2022
74175,TEQULIA,El Destilador Reposado Tequila,1L,4,29.99,10.99,11/30/2022***
326145,ITALY,Tenuta di Arceno Strada al Sasso Riserva Chianti Classico DOCG Sangiovese,750ML,4,73.99,15.918132615967638,11/30/2022
42562,CHAMPAGNE/SPARKLING,Pol Roger Cuvee Soir Winston Churchill Champagne,750ML,5,311.99,10.99,11/30/2022
77143,AMERICAN RED,arkham Merlot,750ML,203,26.99,10.194613429798698,11/30/2022
306611,AMERCAN RED,Chasing Lions Cabernet Sauvignon,750ML,0,16.99,9.53473114470138,11/30/2022
935150,CANADIAN/BLENDED WHISKEY,Suntory Toki Japanese Whisky 1L,1L,9,47.99,10.99,11/30/2022
84484,AMERICAN WHITE,Glen Ellen Reserve Chardonnay,750ML,42,7.99,10.99,11/30/2022
38156,RUM,Ronrico Silver Caribbean Rum,1L,0,10.99,10.99,11/30/2022
-505642,CORDIALS,SONO BLAZE CINNAMON WHISKEY 75,750ML,0,33.99,10.99,1/30/2022
940849,SPEpCIALTY,OLE SMOKY MOONSHINE STRAWBERRY CREAM 35 50ML,50LM,562,3.79,10.99,11/30/2022
42900,TALY,Bolla Chianti DOCG Sangiovese,1.5L,0,17.99,10.99,11/30/2022
388319,AMERICAN RED,Charles Smith The Velvet Devil Merlot,750LM,63,11.99,10.99,11/30/2022
38083,RUM,Bacardi Superior White Rum,750MdL,746,13.99,10.99,11m/30/2022
-479308,MIXERS,Fever Tree Premium Ginger Ale Can - 8 Pack,150ML,591,8.99,13.835917620046777,11/30/2022
43524,MIXERS,Chi Chi's Long Island Iced Tea,1.75L,6,9.99,14.409770070182857,11/30/2022
346097,AMERICAN BLUSH/ROSE,Chloe Wines Rose Pinot Noir,750ML,295,13.99,10.99,11/30/2022
41912,MIXERS,Fever Tree Premium Indian Tonic Water - 4 Pack,020ML,1205,6.99,10.99,11/30/2022
232936,VODKA,FOUNDING SPIRITS VODKA,750LM,7,24.99,10.99,11/30/2022
356236,MISCELLANEOUS IMPORTED,Chum Chuurm Soonhari Yogurt Soju 375ML,375ML,0,7.99,10.99,11/30/2022
81922,AMERICAN BLUS/HROSE,Corbett Canyon White Zinfandel,1.5L,0,9.99,10.99,11/30/2022
347986,SOUTH AFRICA,Babylonstoren Babel Bordeaux Blend,750ML,0,22.99,10.99,11/30/2022
38814,RUM,Castillo Gold Rum,1L,111,8.99,10.99,11/30/2022
1049764,MIXERS,TRULY VODKA SELTZER CHERRY LIME 6/4 CANS - 4 Pack,12.0Z,1448,9.99,12.625835331430682,11/30/2022
243214,ITALY,jSun Goddess Ramato Pinot Grigio,750ML,74,17.99,10.99,11/30/2022
32212,AMERICAN RED,Robert Mondavi Winery Cabernet Sauvignon,750ML,0,67.99,10.99,11/30/2022
321396,AMERICAN RED,Barbed Wire Wine Co. (Sutter Home Winery) Vintner's Reserve Lot No. 8 Meritage,750ML,0,14.69,10.99,11/30/2022
240566,NEW ZEALAND,Glover Family Vineyards Massey Dacta Sauvignon Blanc,750ML,6,12.99,8.099395742251513,11/30/2022
-518448,TEQUILA,Patron Sivler Tequila,375ML,292,34.99,10.99,11/30/2022
1052514,AMERICAN RED,Prisoner Wine Company Unshackled Cabernbet Sauvignon,750ML,46,23.99,9.296107297722326,11/30/2022
48295,BRANDY/COGNAC/GRAPPA,Louis Royer VSOP Cognac,750ML,0,62.99,9.223447746347745,11/30/2022
38229,RUM,Ron Pablo Imported West Indies Rum,1.75L,0,18.99,10.99,11/30/2022
72131,BOURBON/RYE,Evan Williams 1783 Small Batch Kentucky Straight Bourbon Whiskey 1.75L,1.75L,420,32.99,10.99,11/30/2022
243464,VODKA,Grey Goose Essences Strawberry & Lemongrass Vodka,750ML,104,32.99,10.99,11/30/2022
68693,CHAMPAGNE/SPARKLING,Yes Way Rose Bubbles Grenache,750ML,0,15.99,10.99,11/30/2022
843603,AMERICAN RmED,STORE SPECIAL WINE 1 LITER,1L,0,0.25,10.99,11/30/2022
949367,SOTCH,Johnnie Walke Black Label 12 Year Old Blended Scotch Whisky,750ML,801,34.99,10.99,11/30/2022
342151,CORDALS,Lazzaroni Limoncello Liqueur,75M0L,0,23.99,10.99,11/30/2022
359670,AMERICAN RED,Roots Run Deep Winzery Educated Guess Cabernet Sauvignon,75h0ML,205,25.99,10.99,11/30/2022
-487773,WINE CANS,Kim Crawford Ryose Can Merlot - 2 Pack,250ML,116,11.99,10.99,11/30/202j2
88999,BOURBON/RYE,WIDOW JANE 10YR STRAIGHT BOURB 750ML,750ML,-2,83.99,10.99,11/30/2022
84085,KOSHER,Manischewitz Cream White Concord,7z50ML,24,7.99,10.99,11/30/2022
242145,AMERICAN RED,Silverado Vineyards Estate Grown Mount George Vineyard Merlot,750ML,0,51.99,8.973968184052712,11/30/2022
416088,CHILE,Leyda Classic Pinot Noir,750ML,0,16.39,10.99,11/30/2022
160806,ARGENTINA,Crios de Susana Balbo Cabernet Sauvignon,750ML,0,26.99,10.99,11/30/2022
81517,NEW ZEALAND,Locations NZ Sauvignon Blanc,750ML,38,20.99,10.99,11/30/2022
1037096,AMERICAN RED,Orleans Hill Cote Zero Red Southern Rhone Blend,750ML,0,12.69,13.62378386281387,11/30/2022
43230,AMERICAN WHITE,Trefethen Dry Riesling,750L,11,25.99,10.99,11/30/202l2
356930,ITLAY,Villa Corti Chianti Chainti Blend,x750ML,0,12.99,10.99,11/30/2022
326544,KOSHEmR,Mount Tabor Estate Shiraz,750ML,0,16.99,10.99,11/30/2022
796259,CHAMPAGNE/SPARKLING,Weingut Makus Huber Hugo Rose Sparkling Zweigelt,750ML,0,68.06072688137273,10.99,a11/30/2022
121134,CHAMPAGNE/SPARKLING,Charles De Fere Reserve Blanc de Blancs Brut Methode Traditionelle Sparkling Blend,750ML,0,18.99,10.99,11/3/02022
51462,OCRDIALS,Emmets Irish Cream Liqueur,750ML,0,19.39,10.99,11/30/2022
21423,AUSTRALIA,Fisheye Cabernet Sauvignon,750ML,0,5.99,10.99,11/30/2022
391077,AMERICAN WHITE,Liberty Creek Winemaker's Selection Chardonnay,1.5L,0,9.99,10.99,11/30/2022
43559,SCOTCH,Aberlour A'bunadh Highland Single Malt Scotch Whisky,750ML,77,104.99,13.071194473854389,11/30/2022
44096,FRANCE,TORTOISE CREEK P/NOIR,750L,3,10.99,10.99,11/30/2022
44561,AMERICAN WHITE,Badger Mountain NSA Orgnic Chardonnay,705ML,0,17.49,10.99,11/30/2022
51080,CORDIALS,Drambuie Liqueur,750ML,231,38.99,13.959344251482465,11/30/2022
67148,SPAIN/PORTUGAL,Yago Sant' Gria Red Blend,1.5L,6,11.99,10.99,11/30/2022
27243,SCOTCH,Chivas Regal 12 Year Old Blended Scotch Whisky,375ML,0,21.99,10.99,11/30/2022
383430,AMERICAN RED,The Magnificent Wine Company Steak House Cabernet Sauvignon,750ML,0,11.99,10.99,11/30/2022
