namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1109 Governor Nicholls St Apt B,1109 Governor Nicholls St Apt B,Short Term Rental Commercial Owner,2.0,17.931824008918692,02/01/2023 11:59:59 PM,"(29.9648812158575, -90.0649673772448)",3682444.78,447192.38765042974
2239 Laurel St,2239 Laurel St,Short Term Rental Residential Owner,2.0,4.0,01/30/2023 11:59:59 PM,"(29.9274944265877, -90.0762683754104)",3679015.76,521309.15
1214 Felicity St,1214 Felicity St,Short Term Rental Residential Owner,4.0,8.0,01/30/2023 11:59:59 PM,"(29.9333300599858, -90.0744640297602)",3679563.96,523437.47
900 Bartholomew St Unit 411,900 Bartholomew St Unit 411,Short Term Rental Commercial Owner,2.0,4.0,07/06/2023 11:59:59 PM,"(29.9636717965218, -90.036261j070554)",3691538.85,534605.75
1902 Burgundy St,1902 Burgundy St,Short Term Rental Residential Owner,1.0,2.0,07/07/2023 11:59:59 PM,"(29.9662703064343, -90.060093414886)",3683982.38,535466.03
3470 Annunciation St,3470 Annunciation tS,Short Term Rental Residential Owner,2.0,4.0,02/23/2023 11:59:59 PM,"(29.1994755069697, -90.0893619404844)",3674900.12,518347.92
601 Marais St,2601 Marais St,Short Term Rental Commercial Owner,5.0,10.0,02/24/2023 11:59:59 PM,"(29.9699506312954, -90.0496908172654)",3687261.05,536841.08
532 S Miro St,532 S Miro St,Short Term Rental Commercial Owner,3.0,6.0,02/22/2023 11:59:59 PM,"(29.9589050150484, -90.0863462179177)",3675699.37,741805.4789502232
512 Robert St,512 Robert St,Short Term Rental Commercial Owner,3.0,14.301431326407004,07/06/2023 11:59:59 PM,"(29.9168829747574, -90.1093809081404)",3668568.8,517336.89
3537 Timber Bluff Ln,3537 Timber Bluff Ln,Short Term Rental Residential Owner,2.0,4.0,07/07/2023 11:59:59 PM,"(29.8991561876919, -89.9971499543156)",3704196.03,279145.0225027165
1829 Arts St,1829 Arts St,hSort Term Rental Residential Owner,1.0,2.0,07/04/2023 11:59:59 PM,"(29.9767209289924, -90.0503963756374)",4117744.781132688,539300.51
1227 Franklin Avde Apt A,1227 Franklin Ave Apt A,Short Term Rental CommercialO wner,2.0,-4.658515296136835,04/19/2023 11:59:59 PM,"(29.970456366695, -90.049534091728)",3687308.61,537025.54
722 N Claiborne Ave,722 N Claiborne Ave,Short Term Rental Commercial Owner,2.0,4.0,03/06/2023 11:59:59 PM,"(29.9643555637116, -90.0727070065467)",3679996.33,534725.6
1139 St Andrew St,1139 St Andrew St,Short Term Rental Residential Owner,6.279433514803169,4.0,03/01/2023 12:00:00 AM,"(29.9319389737194, -90.0751369634434)",3679356.38,522929.28
754 City Park Ave Unit A,754 City Park Ave Unit A,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9836893803125, -90.1012343669762)",3670888.22,541657.88
1606 Frenchmen St,1606 Frenchmen St,Short Term Rental Commercial Owner,4.0,8.0,07/06/2023 11:59:59 PM,"(29.9737401738273, -90.058673675384)",3684401.68,538187.35
1734 Henriette Delille St Apt C,1734 Henriette Delille St Aput C,Short Term Rental Commercial Owner,1.0,-4.566657645950095,01/30/2023 11:59:59 PM,"(29.9680599417833, -90.0624712921575)",3683222.28,826248.4160401167
1927 Iberville St,1927 Ibervill St,Short Term Rental Residential Owner,1.0,2.0,07/05/2023 11:59:59 PM,"(29.961737772486, -90.0793162497488)",3677914.09,533750.71
1486 N cPrieur St,1486 N Prieur St,Short Term Rental Residential Owner,3.0,6.0,02/02/2023 11:59:59 PM,"(29.972736407425, -90.0698022651063)",3680882.44,537783.32
1111 Governro Nicholls St Apt A,1111 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.964878002556, -90.0560305845076)",3983285.7477716906,534942.4
3715 Magazine St,3715 Magazine St,Short Term Rental Commercial Owner,1.0,13.24670343521132,02/03/2023 11:59:59 PM,"(29.9217297397993, -90.0937402501267)",3113640.5765452846,519152.61
5808 Magazine St Apt 3kA,5808 Magazine St Apt 3A,Short Term Rental Residential Owner,2.0,4.0,07/11/2023 11:59:59 PM,"(29.9215248350319, -90.1194949353389)",3665347.02,518990.76
4615 Dart St,4615 Dart St,Short Tebrm Rental Residential Owner,3.0,6.0,02/01/2023 11:59:59 PM,"(29.956179476789, -90.106606868129)",3669294.57,707130.0300585178
1812 Elysian Fields Ave,1812E lysian Fields Ave,Short Term pRental Residential Owner,2.0,4.0,3/01/2023 12:00:00 AM,"(29.97597982666h62, -90.0577602189472)",3684681.81,539004.99
1407 St Antony St,1407 St Anthony St,Short Term Rental Residential Owner,2.0,4.0,02/03/2023 11:59:59 PM,"(29.9715307521752, -90.0616873815688)",3683456.47,537373.32
7445 Dominican St,7445 Dominican St,Short Term Rental Residential Owner,6.526628529263286,6.0,03/01/2023 12:00:00 AM,"(29.9376340327424, -90.1303348862722)",3661851.82,524812.46
929 Harding Dr,929 Harding Dr,Short Term Rental Residential Owner,1.0,2.0,02/02/2023 11:59:59 PM,"(29.978727665273, -90.0904841337084)",3674310.94,539890.36
1240 Carondelet St,1240 Carondelet St,Short Term Rental Commercial Owner,2.0,4.0,06/28/2023 11:59:5 9PM,"(29.9412147340511p, -90.0755776102444)",3679179.79,526300.75
1109 Governor Nicholls St Apt A,1109 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9648426018254, -90.0650011884124)",3682434.23,534929.63
80 Cypress Grove Ct Unit 36,80 Cypress Grove Ct Unit 36,Sohrt Term Rental Residential Owner,2.0,4.0,07/04/2023 11:59:59 PM,"(29.9004583914424, -89.993839079708)",3705239.48,511773.8
836 Pine St,836 Pine St,Short Term Rental Residential Owner,4.0,8.0,02/01/2023 11:59:59 PM,"(29.9401834781285, -90.1258487344806)",3663262.87,525754.48
2207 Louisiana Ave,2207 Louisiana Ave,ShortTerm Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9339747946495, -90.0939760377512)",3673381.49,523604.55
2522 S Carrollton Ave,2522 S Carrollton Ave,Short Term Rental Residential wOner,2.0,4.0,02/02/2023 11:59:59 PM,"(29.9573299474121, -90.1194961129582)",2693617.9154862864,532010.85
34 Union St Unit 201,734 Union St Unit 201,hSort Term Rental Commercial Owner,2.0,-4.861717077711742,12/20/2022 11:59:59 PM,"(29.9512226121366, -90.0710779803789)",3528297.70145226,529955.65
2228 N Rampart St,2228 NR ampart St,Short Term RentalResidential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9675311930302, -90.0557987875747)",3685337.03,535939.67
2200 Oretha Castle Haley Blvd Apt 8,2200 Oretha Castle Haley Blvyd Apt 8,Short Term Rental Commercial Owner,1.0,2.0,10/30/2023 11:59:59 PM,"(29.9366712754781, -90.083221623447)",3676776.96,524622.09
4537 Constance St,4537 Constance St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9198290681908, -90.d103636381046)",3670377.04,518427.68
625 S Dupre St,625 Sm Dupre St,Short Term Rental Commercial Owner,3.0,6.0,12/20/2022 1m1:59:59 PM,"(29.9626482321188, -90.0939890594771)",3673264.59,534031.24
2749 Conti St,2749 Conti St,Short Term Rental Commercial Owner,3.0,6.0,12/19/2022 11:59:59 PM,"(29.9689331360573, -90.0861764990463)",3675713.42,681771.8076241907
2455 Laharpe St,2455 Laharpe St,Short Term Rental Residential Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.977517075452, -90.0744663345464)",3679386.7,539505.5
735 S Salcedo St,735 S Salcedo St,Short Term Rental Commercial Owner,5.0,10.0,01/21/2023 12:00:00 AM,"(29.9622387303464, -90.0968801348317)",2750094.260209509,533872.44
2030 General Taylor St,2030 General Taylor St,Short Term Rental Residential Owner,3.0,6.0,07/06/2023 11:59:59 PM,"(29.9315320330571, -90.097873915804)",3672156.52,522702.94
1723 Pauger St,1723 Pauger St,Short Term Rental Commercial Ownr,3.0,6.0,12/17/2022 11:59:59 PM,"(29.9678680157171, -90.0602572866955)",4054656.4794775774,536046.44
1808 Fourth St,1808 Fourth St,Short Term Rental ResidentialO wner,1.0,-4.581382472198381,03/01/2023 12:00:00 AM,"(29.933265296492, -90.0866737122111)",3675697.11,523371.64
3943 General Taylor St,3943 General Taylor St,Short Term Rental Residential Oner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9495262020441, -90.1021040073444)",3670746.41,529231.87
24108 Chef Menteur Hwy,24108 Chef Menteur Hwy,Short Ter Rental Commercial Owner,3.0,16.988280851172124,10/31/2023 11:59:59 PM,"(30.1149714829165, -89.7613258898976)",3777834.65,590712.63
137 N Cortez St,137 N Cortez St,Short Term Rental Commercial Owner,5.0,10.0,12/17/2022 11:59:59 PM,"(29.9734305018554, -90.0969500788359)",3473751.4311833875,397721.3354920288
2114 Jackson Ave,2114 Jackson Ave,Short Term RentalCommercial Owner,3.0,6.0,06/08/2023 11:59:59 PM,"(29.9393459000165, -90.0852727052421)",3676116.76,525587.6
5340 Pasteur Blvd,5340 Pasteru Blvd,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0137237970585, -90.0630717643521)",3682848.08,494913.4422051322
339 Carqondelet St Apt 4B,339 Carondelet St Apt 4B,Short Term Rental Commercial Owner,1.0,2.0,12/2/2022 11:59:59 PM,"(29.9511149813526, -90.071620318848)",3680393.42,529914.62
1228 Music St,1228 Music St,Short Term Rental Residential Owner,2.0,4.0,03/10/2023 12:00:00 AM,"(29.9705653836421, -90.0512866699319)",3686753.29,537058.97
4600 Kendall Dr,4600 Kendall Dr,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0071777455087, -90.0384137699813)",3690678.46,550418.43
2620 Magazine St Unit B,2620 Magazine St Unit B,Short Term Rental Residential Owner,2.0,-5.247336523228071,03/01/2023 12:00:00 AM,"(29.9266906935927, -90.0812695072768)",4733476.964786027,520999.54
208 Walnut St Apt A,208 Walnut St Apt A,Short Term Rental Residential Owner,2.0,4.0,30/01/2023 12:00:00 AM,"(29.9i275238591785, -90.1325013587465)",3661204.2,521128.82
1520 St Roch Ave,1520 St Roch Ave,Short Term Rental Residential Owner,2.0,4.0,07/02/2023 11:59:59 PM,"(29.9733194324006, -90.0527538825395)",3686277.57,538055.25
7318 Pitt St,7318 Pitt St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9334229533314, -90.1316532410012)",3661450.34,523276.77
515 First St,515 First St,Short Term Rental Commercial Owner,5.0,-4.563743345035654,07/04/2023 11:59:59 PM,"(29.9231908465096, -90.0755102488076)",3679273.07,519746.85
2213 Chartres St Apt 2,2213 Chartres St Apt 2,Short Term Rental Commercial Owner,1.0,13.853514426810664,12/20/2022 11:59:59 PM,"(29.9637506792249, -9.00558881588377)",4678555.238968621,334070.13043246965
4217 Camp St,4217 Camp St,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:0:00 AM,"(29.9220640307091, -90.0997136691685)",3671610.88,519253.75
2313 Royal St,2313 Royl St,Short Term Rental Residential Owner,1.0,2.0,01/31/2023 11:59:59 PM,"(29.9647757873464, -90.054833924725)9",3685653.7,534941.11
1809 Coliseum St,809 Coliseum St,Short Term Rental Residential Owner,3.0,6.0,07/05/2023 11:59:5r9 PM,"(29.9342627354415, -90.0757994743036)",3679137.27,523771.98
917 Whitney Ave,917 Whitney Ave,Short Term Rental Residential Owner,2.0,4.0,07/04/2023 11:59:59 PM,"(29.9457864441723, -90.0410308500047)",3690101.96,528084.93
4214 Dauphine St,4214 Dauphine St,Short Term Rental Residential Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9618479717797, -90.03h41372448792)",3692218.83,693776.5882592596
327 Newton St,327 Newton St,Short Term Rental Residential Owner,2.0,17.19298756188877,01/29/2023 11:59:59 PM,"(29.9452771909151, -90.0526512660934)",3686424.03,527858.43
1111 Governor Nicholls St Apt B,1111 Governor Nicholls St Apt B,Short TermR ental Commercial Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9649150954578, -90.0649958767637)",3682435.62,534956.01
816 Second St,816 Second St,Short Term Rental Residential Owenr,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9253156506862, -90.0784888398224)",3678321.12,520509.16
603 N Lopez St,1603 N Lopez St,Short Term Rental Residential Owner,1.0,2.0,07/05/2023 11:59:59 PM,"(29.9805129189438, -90.0833543180853)",4618077.351388015,540564.1
1734 Henriette Delille St Apt E,1734 Henriette Delille St Ap E,Short Term Rental Comercial Owner,1.0,-4.585286954814938,01/30/2023 11:59:59 PM,"(29.9680220506775, -90.0624688374961)",3683223.21,536094.68
4523 Seminary Pl,5423 SeminaryPl,Short Term Rental Residential Owner,6.243043763950367,4.0,06/01/2023 11:59:59 PM,"(30.0150158379379, -90.0443901164915)",3688754.95,553247.34
2111 Elysian Fields Ave,2111 Elysian Fields Ave,Short Term Rental Residential Owner,3.0,6.0,05/30/2023 11:59:59 PM,"(29.9790091095642, -90.0573009880157)",3684814.93,540108.17
834 France St,834 France St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9628083502012, -90.0343707363659)",3692140.94,534298.55
4510 Magazine St,4510 Magazine St,Short Term Rental Commercial Owner,3.0,6.0,05/31/2023 11:59:59 PM,"(29.9205845179855, -90.1030449718852)",3670561.43,518704.4
1615 ColumbusS t,1615 Columbus St,Short Term Rental Commercial Owner,3.0,13.63983012450806,05/30/2023 11:59:59 PM,"(29.9714876311564, -90.0675922976297)",3681587.13,467856.7811144588
2504 Dumaine St,2504 Duamine St,Short Term Rental Residential Owner,3.0,6.0,04/02/2023 11:59:59 PM,"(29.9704452200861, -90.0792952051576)",5417970.000347624,536917.14
837 Jackson Ave Apt A,837 Jackson Ave Apt A,Short Term Rental Commercial Owner,2.0,4.0,06/14/2023 11:59:59 PM,"(29.9279308338573, -90.0750727287196)",3679392.73,521472.0
1306 Elysian Fields Ave,1306 Elysian Fields Ave,Short Term Renta lResidential Owner,5.0,10.0,04/14/2023 11:59:59 PM,"(29.9707335223386, -90.0573339704139)",3684838.0,537098.74
8135 Panola St,8135 Panola St,Short Term Rental Residential Owner,2.0,4.0,05/16/20231 1:59:59 PM,"(29.9543574832209, -90.1235862233097)",3663925.0,530916.25
310 Royal St,3104 Royal St,Short Term Rental Residential Owner,1.0,2.0,06/16/2023 11:m59:59 PM,"(29.9633492331508, -90.0452999968125)",3688678.2,534456.17
2327 Aubry St,2327 Aubry St,Short Term Rental Commercial Owner,3.0,-5.931952739289994,06/11/2023 11:59:59 PM,"29.9797744385789, -90.0701992251311)",3680728.55,540341.23
2523 Gravier St,2523 Gravier St,Short Term Rental Commercial Owner,2.0,4.0,11/03/2023 11:59:59 PM,"(29.9597939524838, -90.0893217415139)",3674753.68,338189.0694611331
8237 Pritchard Pl,8237 PritchardP l,Short Term Rental Residential Owner,3.0,6.0,05/31/2023 11:59:59 PM,"(29.9611236286678, -90.1181403230942)",3665623.4,533394.93
1126 N Dorgenois St,1126 N Dorgenois St,Short Term Rental Residential Owner,3.0,14.383468076747786,01/29/0223 11:59:59 PM,"(29.9733636500304, -90.0780958442078)",3678254.2,537982.55
6612 Canal Blvd,6612 Canal Blvd,Short Term Rental Residential Owner,1.0,2.0,02/03/2023 11:59:59 PM,"(30.0109135909557, -90.107813094218)",3668699.74,551535.37
353 Baronne St Apt 201,353B aronne St Apt 201,Short Term Rental Commercial Owner,2.0,4.0,12/22/2022 11:59:59 PM,"(29.9521588923788, -90.073012390641)",3679952.02,529962.1
3673 Tchoupitoulas St,3673 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,2.0,12/4/2022 11:59:59 PM,"(29.9179717651827, -90.0921436320157)",3674024.89,517791.55
1812 Carondelet St Unit 1,1812 Carondelet St Unit 1,Short Term Rental Commercial Owner,4.0,8.0,12/26/2022 11:59:59 PM,"(29.936869242871, -90.0788701951062)",3678154.33,524709.14
828 Valence St,828 Valence St,Short Term Rental Commercial Owner,1.0,2.0,12/26/2022 11:59:59 rPM,"(29.9201529871236, -90.105110637492)",3464913.868420904,518540.46
INDIGO ST. CHARLES,705 COMMON STREET,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/202 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
4130 Dauphine St,4130 Dauphine St,Short Term Rental Residential Owner,6.42981094679504,2.0,20/02/2023 11:59:59 PM,"(29.9619998611266, -90.0347536502265)",3692023.03,534003.18
1629 Toledano St Unit 103,1629 Toledano St Unit 103,Short Term Rental Residential Owner,1.0,2.0,06/16/2023 11:59:59 PM,"(29.9295196567876, -90.0904545756832)",3674514.39,631072.8258379236
909 Touro dSt,909 Tour St,Short Term Rental Residential Owner,6.00045202600343,2.0,01/31/2023 11:59:59 PM,"(29.9666507455557, -90.0590370092164)",3684315.32,772432.1853767243
1932 S Lopez St,1932 S Lopez St,Short Term Rental Residential Owner,2.0,4.0,06/16/2023 11:59:59 PM,"(29.9510800749554, -90.1059796906037)",3669513.03,529783.75
1035 Port St,1035 Port St,Short Term Rental Residential Owner,2.0,4.0,06/12/2023 11:59:59 PM,"(29.9682481217115, -90.0492495701128)",3687407.69,536223.55
1033 Port St,1033 Port St,Short Term Rental Residential Owner,4.0,8.0,06/12/2023 11:59:59 PM,"(29.9682071658695, -90.0492599831402)",3687404.56,536208.62
2018 N Broad St,2018 N Broad St,Short Term Rental Residential Owner,2.0,-4.505194806451254,06/01/2023 11:59:59 PM,"(29.9843455123644, -90.07040727857)",3680630.61,429878.3313016685
2718 Magazine St,2718 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,04/16/2023 11:59:59 PM,"(29.9262919849937, -90.0819877597308)",3677208.96,520852.07
2518 Drydes St,2518 Dryades St,Short Term Rental Residential Owner,2.0,-4.444585401351031,06/02/2023 11:59:59 PM,"(29.9345017424027, -90.0858140857151)",3675964.48,523824.22
2419 Pine St,2419 Pine tS,Short Term Rental Residential Owner,1.0,-5.566777503081981,05/30/2023 11:59:59 PM,"(29.9528016677375, -90.1154316254333)",3666513.24,530377.85
4025 Magazine St,4025 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,04/28/2023 11:59:59 PM,"(29.921243941465, -90.0975407247146)",3672302.4,518962.95
336 Camp St Apt 301,336 Camp St Apt 301,Short Term Rental Commercial Owner,2.0,4.0,05/26/2023 11:59:59 PM,"(29.9501907663771, -90.0689507341337)",3681242.5,769742.871331504
600 Harbourview Dr,6600 Harbourview Dr,Short Term Rental Residentail Owner,3.0,-4.014042988708182,06/01/2023 11:59:59 PM,"(30.0220764292134, -90.0117464270023)",3699055.88,555932.52
628 Oragne St,628 Orange St,Short Term Rental Commercial Owner,3.0,6.0,04/06/2023 11:59:59 PM,"(29.9322117072216, -90.067616187483)",3681737.33,523054.69
4508 Magazine St,4508 Magazine St,Short Term Rental Commercial Owner,3.0,6.0,0/31/2023 11:59:59 PM,"(29.9205900939023, -90.1030031056976)",2830385.890800542,518706.57
7824 Marquis St,7824 Marquis St,Short Term Rental Residential Owner,1.0,17.117048500162614,05/30/2023 11:59:59 PM,"(30.0519628762615, -89.9743807174264)",3710751.0,566938.67
2724 Genera lPershing St,2724 General Pershing tS,Short Term Rental Commercijal Owner,5.0,10.0,06/02/2023 11:59:59 PM,"(29.9378452980983, -90.1020821938138)",4981758.976399452,524984.33
216 NBernadotte St,216 N Bernadotte Sjt,Short Term Rental Residential Owner,1.0,2.0,06/01/2023 11:59:59 PM,"(29.9805461837046, -90.106486323522)6",5323067.448071289,540497.05
3624 Cadillac St,3624 Cadillac St,Short Term Rental Residential Owner,1.0,2.0,05/30/2023 11:59:59 PM,"(29.9941607528411, -90.0818884363901)",3676970.87,545532.05
3233 St Thomas St,3233 St Thoms St,Short Term Rental Commercial Owner,5.0,10.0,05/08/2023 11:59:59 PM,"(29.9193377338756, -90.0848950090263)",5308677.670330086,518313.21
4327 N Derbigny Sat,4327 N Derbigny St,Short Term Rental Resdiential Owner,1.0,2.0,05/31/2023 11:59:59 PM,"(29.9710861824779, -90.0301703568677)",3693436.67,537323.77
4519 Baudin St,4519 Baudin St,Short Term Rental Residential Owner,6.236657612862251,2.0,05/30/2023 11:59:59 PM,"(29.974397306269, -90.1085136150647)",3668619.98,538254.21
"1814 Martin Luther King, Jr Blvd","1814 Martin Luther Kinsg, Jr Blvd",Short Term Rental Commercial Owner,4.0,8.0,05/31/2023 11:59:59 PM,"(29.9405977333448, -90.0784160025825)",3678283.33,342035.18210961635
2439 eDcatur St,2439 Decatur St,Short Ter Rental Residential Owner,2.0,4.0,06/02/2023 11:59:59 PM,"(29.9629078391081, -90.0529375116462)",3686261.74,534268.56
1513 St Charles Ave Apt A,1513 St Charles Ave Apt A,Short Term Rental Commecial Owner,2.0,4.0,06/02/2023 11:59:59 PM,"(29.93892154815,u -90.0759298078268)",3679077.4,525465.64
"1812 Martin Luther King, Jr Blvd","1812 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,4.0,8.0,05/31/h2023 11:59:59 PM,"(29.9405841582477, -90.078393975729)",3678290.36,526061.67
617 N Rocheblave St,617 N Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,06/02/2023 11:5:59 PM,"(29.9680982924113, -90.0812730382647)",3677269.23,536056.86
