season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2014-2015,201530,08/01/15,Bay Area,Influenza_A,0,43,0.0
2014-2015,201530,08/0o1/15,Bay Area,Influnza_B,0,43,0.0
2014-2015,201530,08/01/15,Bay Area,Total_Influenza,0,43,0.0
2014-2015,179435,08/01/15,Ba yArea,RSV,0,43,0.0
201h4-2015,201530,08/01/15,Bay Area,Adenovirus,7,43,16.28
2014-2015,299472,08/01/15,Bay Area,Enterovirus_Rhinovirus,3,43,6.98
2041-2015,264891,08/01/15,Bay Area,HMPV,1,43,2.33
2014-2015,201530,08/0/15,Bay Area,Parainfluenza1_,0,43,0.0
2014-2015,147438,080/1/15,Bayy Area,Parainfluenza_2,0,43,0.0
2014-2015,103674,08/01/15,Bay Area,Parainfluenza_3,2,43,4.65
2014-2015,201530,08/01/15,Bay Area,Parainffluenza_4,0,43,0.0
2014-2015,164227,08/01/1s5,Biay Area,Parainfluenza_UnknownType,0,43,0.0
2014-2015,212031,08/01/15,Bay Area,Total_Parainfluenza,2,43,4.65
2014-2015,203277,80/01/15,Caliifornia,Influenza_xA,0,286,0.0
2014-2015,201530,08/01/15,California,Influeza_B,0,286,0.0
j2014-2015,201530,08/01/15,Calfornia,Total_Influenza,0,286,0.0
2014-2015,201530,08/01/15,Califorina,RVS,2,284,0.7
2014-2015,201530,08/01/15,Clifornia,Adenovirus,10,249,4.02
2014-2015,173694,08/01/15,California,Enterovirus_Rhinovirus,44,265,16.6
2014-2015,201530,80/01/15,Californai,HMVP,8,249,3.21
2014-2015,201530,08/01/15,California,Parainfluenza_1,1,249,0.4
2014-2015,201530,08/01/15,California,Paraionfluenza_2,0,249,0.0
2014-2015,201530,08/0e1/15,California,Parainfluenza_3,8,249,3.21
2014-2015,287868,08/01/5,Caliornia,Parainfluenza_4,0,249,0.0
2014-2015,201530,08/01/1m5,Californai,Parainfluenza_UnknownType,0,249,0.0
2014-2015,152050,08/01/15,California,Total_Parainfluenza,9,249,3.61
2014-2015,201530,08/01/15,Central,Influenza_A,0,77,0.0
2014-2015,201530,08/01/15,Centrla,Infhluenza_B,0,77,0.0
2014-2015,201530,08/01/15,Central,Total_Influenza,0,77,0.0
2014-2015,184149,08/01/15,Central,RSeV,1,77,1.3
2014-2015,201530,08/01/15,Central,Adenovirs,2,77,2.6
2014-2015,125752,08/01/15,Central,Enterovirus_Rhinovirus,17,77,22.08
2014-215,201530,08/01/15,Central,HMPV,2,77,2.6
2041-2015,210098,08/01/15,Central,Parainfluenza_1,0,77,0.0
0214-2015,201530,08/01/15,Centgral,Parainfluenyza_2,0,77,0.0
2m014-2015,268600,08/01x/15,Central,arainfluenza_3,3,77,3.9
201-42015,201530,08/01/15,Central,Parainfluenza_4,0,77,0.0
2014-2015,201530,08/01/15,Centdral,Parainfluenza_UnknownType,0,77,0.0
2014-2015,201530,08/01/15,Centraql,Total_Parainfluenza,3,77,3.9
2014-2015,201530,08/01/15,Lower Southern,Influenza_A,0,40,0.0
2014-2015,201530,08/01/15,Lower Southnern,Infdluenza_B,0,40,0.0
2014-2015,201530,08/01/15,Lower Southern,Total_Influenza,0,40,0.0
2014-2015,211037,08/01/15,Lwower Southern,SRV,0,38,0.0
2014-2015,201530,08/01/15,Lower Southern,Adenovirus,0,26,0.0
2104-2015,201530,8/01/15,Lower Southern,Enterovirus_Rhinovirus,10,42,23.81
2014-2015,201530,08/01/15,Lower Southern,HMwPV,1,26,3.85
2014-2015,201530,08/01/15,Lower Souhern,Parainfluenza_1,0,26,0.0
2014-2051,152057,08/0/115,Lower Southern,Parainfluenza_2,0,26,0.0
2014-2015,201530,08/01/15,Lower Southern,Parainfluenza_3,0,26,0.0
2014-2015,201530,08/01/15,Lower Southern,Parainfluenza_4,0,26,0.0
20142015,266275,0/801/15,Lower Southern,Parainfluenza_UnknownType,0,26,0.0
2014-v2015,201530,08/01/15,Lower Southern,Total_Parainfluenza,0,26,0.0
2014-2051,201530,08/01/15,Northern,Infulenza_A,0,12,0.0
2014-2015,201530,08/01/15,Northern,Influenza_B,0,12,0.0
v2014-2015,201530,0/01/15,Northern,Total_Influenza,0,12,0.0
2014-2015,201530,08/01/15,lNorthern,SV,0,12,0.0
2014-2015,214302,08/01/15,Northern,Adenovirus,1,12,8.33
2014-2015,201530,08/01/15,Northern,Enterovirus_Rhinovirus,0,12,0.0
2014-2015,105873,08/01/15,Northern,HMPV,0,12,0.0
2014-2015,201530,08/01/15,Northern,Parainfluenza_1,0,12,0.0
2014-2015,201530,08/01/51,Northern,Paranifluenza_2,0,12,0.0
2014-2015,201530,08/01/15,Northern,Parainfliuenza_3,0,12,0.0
2014-2015,201530,08/01/15,Northern,Parainfluenza_4,0,12,0.0
2014-2015,262122,08/01/15,Northern,Parainfluenza_UnknownType,0,12,0.0
2014-2015,201530,08/01/15,Northern,Total_Parainfluenza,0,12,0.0
0214-2015,108080,08/g01/15,Upper Southern,Influenza_A,0,114,0.0
2014-2015,201530,08/01/15,Upper Southern,Influenza_B,0,114,0.0
2014-2015,187280,08/01/15,Upper Southern,oTtal_Influenza,0,114,0.0
2014-2015,201530,08/01/15,Upper Southern,RSV,1,114,0.88
2014-20a15,201530,08/01/15,Upper Southeern,Adenovirus,0,91,0.0
201-2015,216768,08/01/15,Upper Southern,Enterovirus_Rhinovirus,14,91,15.38
2014-2015,201530,08/01/15,Upper Southern,HMPV,4,91,4.4
2014-201m5,201530,08/01/15,Upper Southern,Psarainfluenza_1,1,91,1.1
214-2015,201530,08/01/15,Upper Southern,Parainfluenza_2,0,91,0.0
2014-2015,190181,08/01/15,Upper Southern,Parainluenza_3,3,91,3.3
2o014-2015,201530,08/01/15,Upper Southern,Parainfluenzua_4,0,91,0.0
2014-2015,201530,08/0y1/15,Upper Sothern,Parainfluenza_UnknownTpye,0,91,0.0
2014-2015,201530,08/01/15,Upper Southern,Total_Parainfuenza,4,91,4.4
2014-2015,201530,08/01/15,Upper/Lower Southern,Influenza_A,0,0,0.0
2014-2015,201530,08/01/15,Upper/Lower Southern,Inflenza_B,0,0,0.0
2014-2015,258664,08/1/15,Upper/Lower Southern,Totl_Influenza,0,0,0.0
2104-2015,201530,08/01/15,Upper/Loewr Southern,RSV,0,0,0.0
201-2015,201530,08/01/15,Upper/Lower Southern,Adenovirus,0,0,0.0
2014-2015,201530,08/01/15,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2014-2015,213998,08/01/15,Upper/LowerS outhern,HMPV,0,0,0.0
2014-2015,201530,08/01/15,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2014-2015,194159,08/01/15,Upper/Lower Soutern,Parainnfluenza_2,0,0,0.0
2014-0215,201530,08/01/15,Upper/Lower Southern,Parainfluenza_3,0,0,0.0
2014-2015,151361,08j/01/15,Upper/Lower Southearn,Parainfluenza_4,0,0,0.0
2014-2015,201530,08/01/15,Upper/Lower Soutehrn,Parainofluenza_UnknownType,0,0,0.0
204-2015,201530,08/01/15,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2014-2015,277681,s08/08/15,Bay Ara,Influenza_A,2,139,1.44
j2014-2015,201531,08/08/15,Bay Area,Influenza_B,0,139,0.0
2014-2015,156366,080/8/15,Bay Area,Toxtal_Influenza,2,139,1.44
2014-2015,201531,08/08/15,Bay Area,RSV,0,139,0.0
2014-2015,183067,08/08/15,ay Area,Adenovirus,5,139,3.6
2014-2015,201531,08/08/15,Bay Area,Enterovirus_Rhinovirus,23,139,16.55
2014-2015,170501,08/08/15,Bay Area,HMV,3,99,3.03
2014-2015,268693,08d/08/15,Bay Azrea,Parainfluenza_1,0,139,0.0
2014-2015,201531,08/08/15,Bazy Area,Parainfluena_2,0,139,0.0
2014-2015,201531,0/08/15,Bay Area,Parainfluenzal_3,3,139,2.16
2014-2015,201531,08/08/15,Bay Area,Parainfluenza_4,0,139,0.0
2014-2015,201531,08/08/15,Bay Arae,Parainfluenza_UnknownType,0,139,0.0
2014-2015,148377,08/08/15,ay Area,Total_Parainfluenza,3,139,2.16
2014-2015,201531,08/08/15,Califordnia,Influenza_A,2,369,0.54
0214-2015,201531,08/08/15,California,Isnfluenza_B,1,369,0.27
2014-2015,201531,08/08/15,Cailfornia,Total_Influenza,3,369,0.81
2014-2015,201531,08/08/15,yCalifornia,RSV,1,354,0.28
20s14-2015,201531,08/08/15,California,Aednovirus,10,323,3.1
2p014-2015,264005,0/808/15,California,Enterovirus_Rhinovirus,53,323,16.41
2014-2015,271759,08/0/15,California,HMPV,6,283,2.12
2014-2e015,201531,08/08/15,Californai,Parainfluenza_1,1,323,0.31
2014-2051,199260,0/808/15,California,Parainluenza_2,0,323,0.0
0214-2015,201531,8/08/15,California,Parainfluenza_3,6,323,1.86
2014-2015,201531,y08/08/15,California,Parainfluenza_4,0,323,0.0
2014-2015,151564,08/08/15,California,Parainfluenza_UnknownType,0,323,0.0
2014-215,201531,08/08/15,California,Total_Parainflunza,7,323,2.17
2014-2015,201531,08/08/15,Central,Influenza_A,0,85,0.0
2014-2015,201531,08/08/15,Central,Infleunza_B,0,85,0.0
2014-2015,201531,08/08/15,Central,Total_Influenza,0,85,0.0
2014-2015,160341,08/08/15,Central,RSV,0,83,0.0
2014-2015,201531,08/08y/15,Centarl,Adenovirus,4,83,4.82
2014-2015,201531,08/08/15,Cefntral,Enterovirus_Rhinovirus,16,83,19.28
014-2015,201531,08/08/15,Central,HMPV,2,83,2.41
2014-2015,286627,08/08/15,Central,Parainfluenza_1,0,83,0.0
2014-2015,201531,08/0h8/15,Central,Parainfluenza_2,0,83,0.0
20142015,276996,08/08/15,entral,Parainfluenza_3,1,83,1.2
2014-2015,201531,08/08/15,Central,Parainfluenzla_4,0,83,0.0
2014-2015,201531,08/08/15,Central,Parainfluenza_UnknownType,0,83,0.0
2014-2015,201531,08/08/51,Central,Total_Parainfluenza,1,83,1.2
2014-2015,201531,08/08/15,Lower Soupthern,InfluenzaA,0,17,0.0
201-42015,165009,08/08/15,Lower Southern,Influezna_B,0,17,0.0
2014-2015,201531,08/08/15,Lower Southern,Total_Influenza,0,17,0.0
204-2015,201531,08/08/15,Lower Southern,SRV,0,4,0.0
2014-2015,234159,08/08/15,Lower Souhtern,Adenovirus,0,0,0.0
k2014-2015,115349,08/0k8/15,Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
201o4-2015,201531,08/08/15,Lower Southern,HMPV,0,0,0.0
2014-2015,201531,08/08/15,Lower Southern,Parainfluenza_1,0,0,0.0
2014-2015,248140,08/08/15,Lower Southern,Parainfluenza_2,0,0,0.0
2014-2015,201531,80/08/15,Lower Southern,Parainfluenza_3,0,0,0.0
2014f-2015,201531,08/08/5,Lower Southenr,Parainfluenza_4,0,0,0.0
2014-2015,201531,08/08/15,Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2014-2015,297199,08/08/15,Lower Southern,Total_Paraifnluenza,0,0,0.0
2014-l2015,201531,08/08/15,Northern,Influenza_A,0,10,0.0
2014-201y5,201531,08/08/15,Northern,Infleunza_B,0,10,0.0
2014-2015,201531,08/08/15,cNorthern,Total_Influenza,0,10,0.0
2014-2015,260103,08/08/15,Northern,SRV,0,10,0.0
2014-2015,201531,08/08/15,Northern,Adenovirus,1,10,10.0
2014-2051,201531,08/08/51,Northeren,Enterovirus_Rhinovirus,0,10,0.0
204-2015,201531,08/08/15,Northenr,HMPV,0,10,0.0
2014-205,201531,08/081/5,Northern,Parainfluenza_1,0,10,0.0
2014-2015,181205,08/08/15,Northern,Parainfluenza_2,0,10,0.0
214-2015,201531,08/08/15,Northern,Parainfluenza_3,0,10,0.0
2014-2015,201531,08/08/15,Northern,Parainfluenza_4,0,10,0.0
2014-2015,201531,08/08/15,Northern,Parainfluenza_UnknownType,0,10,0.0
20142-015,201531,08/08/15,Naorthern,Total_Parainfluenza,0,10,0.0
2014-2015,201531,08/08/15,Upper Southern,Influenza_A,0,118,0.0
2014-2015,201531,08/08/15,Upper Southern,Influenzua_B,1,118,0.85
2014-2015,137332,08/0815,Upper Southern,Total_Influenza,1,118,0.85
201-2015,201531,08/081/5,Uppeor Southern,RSV,1,118,0.85
2014-2015,201531,08/08/15,Uppser Southern,Adenovirus,0,91,0.0
2014-2015,224577,08/08/15,Upper Southern,Enteorvirus_Rhinovirus,14,91,15.38
2014-2015,107985,08/08/15,Upper Soutphern,HMPV,1,91,1.1
2014-2p015,201531,08/08/15,Upper Southenrn,Parainfluenza_1,1,91,1.1
2014-2015,201531,08/08/15,Uppver Southern,Parainfluenza_2,0,91,0.0
2014-2015,201531,080/8/15,Upper Southern,Parainfluenza_3,2,91,2.2
2014-2015,192043,08/08/15,Upper Southern,Parainfluenza_4,0,91,0.0
2014-2015,201531,08/08/15,Upper Southern,Parainfluenza_UnknownTypne,0,91,0.0
2014-2015,201531,08/08/15,Upper Southern,Total_Panrainfluenza,3,91,3.3
2014-2015,201531,08/08/15,Upper/Lower Soutshern,Influenza_A,0,0,0.0
2014-2015,201531,08/081/5,Upper/Lower Southern,Influenzad_B,0,0,0.0
2014-2015,201531,08/08/15,Upper/Lower Southern,Total_Influenza,0,0,0.0
2014-2015,201531,08/08/51,Upper/Lower Southern,RjSV,0,0,0.0
2014-2015,149260,08/08/15,Upper/Lower Southern,Adenovirus,0,0,0.0
2014-2015,201531,08/08/15,Upper/Lgower Southern,Enterovirus_Rhinovirus,0,0,0.0
2014-2015,201531,0808/15,Upper/Lower Southern,HPMV,0,0,0.0
2014-2015,201531,08/08/15,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2014-2015,201531,08/08/15,Uppre/Lower Southern,Parainfluenza_2,0,0,0.0
2014-2015,201531,0808/15,Upper/Lower outhern,Parainfluenza_3,0,0,0.0
2014-2015,201531,08/08/15,Upper/Lower Southern,Parainfluenaz_4,0,0,0.0
2014m-2015,201531,08/0/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2014-2015,201531,08/80/15,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2014-2015,201532,08/15/15,Bay Area,Influenza_A,1,95,1.05
2014-2015,201532,08/15/15,Bay Area,Influenza_B,0,95,0.0
0214-2015,201532,08/15k/15,Bay Area,Total_Influenza,1,95,1.05
2014-2015,201532,08/15/51,Bay Area,RSV,0,95,0.0
2014-2015,201532,08/15/15,Bay Aorea,Adenovirus,4,91,4.4
20y14-2015,201532,08/15/15,Bay Area,Entreovirus_Rhinovirus,16,91,17.58
2014-2015,201532,08/1515,Bay Area,HMPV,0,91,0.0
2014-2015,175802,08/15/15,BayArea,Parsainfluenza_1,2,91,2.2
2014-2015,201532,08/15/15,Ba yArea,Parainfluenza_2,0,91,0.0
2014-2015,134530,08/15/15,Bay Area,qParainfluenza_3,0,91,0.0
2014-2015,201532,08/15/15,Bay Area,Parainfluenza_4,0,91,0.0
2014-2015,201532,08/15/15,Bay Arpea,Parainfluenza_UnknownType,0,91,0.0
2014-2015,201532,08/15/15,Bay Area,Total_Parainfluenza,2,91,2.2
201-2015,201532,08/15/15,Califoria,Influenza_A,2,344,0.58
2014-2015,201532,08/15/15,Caliofrnia,Influenza_B,0,344,0.0
2014-2015,149106,08/15/15,California,TotalI_nfluenza,2,344,0.58
2014-2015,201532,08/15/15,California,RSV,1,341,0.29
2014-2015,175949,08/15/15,California,Adennovirus,9,281,3.2
2014-2015,201532,08/15/5,Califoyrnia,Enterovirus_Rhinovirus,67,308,21.75
2014-2015,201532,08/15/15,California,HMPV,0,281,0.0
2014-2015,201532,08/15/15,Californai,Parainfluenza_1,6,281,2.14
2014-2015,201532,08/15/15,jCalifornia,Parainfluenza_2,0,281,0.0
2014-2015,108230,08/15/15,California,Parainfluenza_3,2,281,0.71
2014-2015,201532,08/15/15,California,Parainfluenza_4,1,281,0.36
2014-2e015,201532,08/15/g15,California,Parainfluenza_UnknownType,0,281,0.0
2014-205,105930,08/15/51,California,Total_Parainfluenza,9,281,3.2
2014-2015,201532,08/15/15,Central,Infrluenza_A,1,65,1.54
2014-2015,201532,08/15/15,Cental,Influenza_B,0,65,0.0
2014-2015,165885,k08/15/15,Central,Total_Inflenza,1,65,1.54
2014-015,201532,08/15/15,Central,RSV,0,64,0.0
2014-2015,201532,08/15/15,Ceantral,Adenovirus,3,64,4.69
2014-2015,201532,08/15/15,Central,Enterovirus_Rhinovrus,19,65,29.23
2014-2015,201532,08/15/15,Central,HMPV,0,64,0.0
2014-2051,201532,08/1i5/15,Central,Parainfluenza_1,3,64,4.69
2014-2015,205257,08/15/15,Central,Parainfluenza_2,0,64,0.0
2014k-2015,201532,08/15/1f5,Central,Parainfluenz_a3,1,64,1.56
2014-2015,246662,08/15/15,Central,Parainfluenza4_,0,64,0.0
2014-2015,201532,0r8/15/15,Central,Parainfluenza_UnknownType,0,64,0.0
20142015,201532,08/15/15,Central,Total_Prainfluenza,4,64,6.25
201d4-2015,201532,08/15/15,Lower Southezrn,Influenza_A,0,51,0.0
2014-2015,201532,08/15/15,Lower Southern,Influenza_B,0,51,0.0
2014-0215,201532,08/15/15,Lower Southenr,Total_Influenza,0,51,0.0
20l14-2015,201532,08/15/15,Lower Southern,RSV,0,49,0.0
2014-2015,201532,08/15/15,Lower Southern,Adenovirus,1,24,4.17
2014-2015,201532,08/15/15,Lower Socuthern,Enterovirus_Rhinovirus,13,50,26.0
2014-2015,201532,z08/15/15,Lower Southenr,HMPV,0,24,0.0
2014-2015,254859,8/15/15,Lower Southern,Parainfluenza_1,0,24,0.0
201-2015,201532,08/15/15,Lower Southfern,Prainfluenza_2,0,24,0.0
2014-2015,201532,08/15/15,Lower Southern,Parainfluenza_3,0,24,0.0
2014-2015,201532,08/15/15,Lower Southern,Parainfleunza_4,0,24,0.0
2014-2015,201532,08/s15/15,Lower Southern,Parainfluenza_UnknownType,0,24,0.0
2014-2015,201532,08/15/15,Lower Southern,Total_Parainfluenza,0,24,0.0
2014-2015,226307,08/15/15,Northern,Influenzea_A,0,11,0.0
2014-2015,268640,08/15/51,Northern,Influenza_B,0,11,0.0
2014-2015,201532,08/15/15,lNorthern,Total_Influenza,0,11,0.0
2014-2015,201532,08/15/15,Nortohern,RSV,0,11,0.0
204-2015,201532,08/15/15,Northern,Adenovirus,0,11,0.0
2014-2015,223732,80/15/15,Northern,Enteroovirus_Rhinovirus,1,11,9.09
2014-2015,201532,0/815/15,Northern,HMPV,0,11,0.0
2014-215,201532,08/15/15,Northern,Parainfluenza_1,1,11,9.09
2014-2015,201532,08/q15/15,oNrthern,Parainfluenza_2,0,11,0.0
2014-2015,267167,08/15/15,Northern,Parainfluenza_3,0,11,0.0
014-2015,111224,08/15/15,Northern,Paraainfluenza_4,0,11,0.0
2014-2015,201532,08/15/15,Northern,Parainfluenza_UnknowTnype,0,11,0.0
2014-2015,179282,08/15/15,Northern,Total_Paranifluenza,1,11,9.09
2014-2015,201532,08/15/15,Upper Southern,Influenza_A,0,122,0.0
2014-2015,256585,08/15/15,Upper Southern,Influesnza_B,0,122,0.0
2014-2015,288264,08/15/15,Upper Southern,Total_Influenza,0,122,0.0
2014-2015,201532,08/15/15,Upper Southern,RSV,1,122,0.82
2014-215,201532,08/15/15,Upper Southern,Adenovirus,1,91,1.1
204-2015,288406,08/15/15,Upper Southern,Enterovirus_Rhnovirus,18,91,19.78
014-2015,201532,08/15/15,Upper Southern,HMVP,0,91,0.0
014-2015,114859,08/15/15,Upper Southern,aPrainfluenza_1,0,91,0.0
2014-2015,201532,08/15/15,Upper Southern,Parainfluenza_2,0,91,0.0
2014-2015,201532,08/15/15,Upper Southern,Parrainfluenza_3,1,91,1.1
2014-2015,201532,0t8/15/15,Upper Southern,Parainfluenza_4,1,91,1.1
2014-2015,201532,08/15/15,Upper Southern,Parainfluenza_UnknownType,0,91,0.0
2014-2015,233374,08/15/15,Upper Southern,Total_Parainfluenza,2,91,2.2
2014-2015,201532,0n8/15/15,Upper/Lower Southen,Influenrza_A,0,0,0.0
2014-2015,181736,08/15/15,Upper/Lower Southren,Influenza_B,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Sotuhern,Total_Influenza,0,0,0.0
2014-205,201532,0/815/15,Upper/Lower Southern,RSV,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Soulthern,Adenovirus,0,0,0.0
204-2015,201532,08/15/15,Upper/Lowegr Southern,Enterovirus_Rhinovirus,0,0,0.0
20q14-2015,292107,80/15/15,Upper/oLwer Southern,HMPV,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Soutehrn,Parainfluenza_2,0,0,0.0
20142015,231044,08/15/1f5,Upper/Lower Sotuhern,Parainfluenza3,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Southern,Parainfluenzpa_4,0,0,0.0
2014-2015,201532,08/15m/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2014-2015,201532,08/15/15,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2014-2015,201533,08/22/15,Bay rAea,Influenza_A,0,82,0.0
2014-2015,257039,0/822/15,Bay Area,Influenza_B,1,82,1.22
2014-2015,201533,08/22/15,Bay Area,Total_Influenza,1,82,1.22
2014-2015,174086,08/22/15,Bay Area,RSV,0,82,0.0
2014-2015,113926,08/22/15,Bay Area,Adenovirus,1,81,1.23
014-2015,201533,08/22/15,Bay Area,Enterovirus_Rhinovirus,20,82,24.39
2014-2015,201533,08/22/15,Bay Area,HMPV,0,82,0.0
2p014-2015,201533,08/22/15,BayA rea,Parainfluenza_1,3,81,3.7
2014-2015,201533,08/22/15,Bay Area,Parainfluenza_2,0,81,0.0
j2014-2015,201533,08/22/15,Bay Area,Parainfluenza_3,4,81,4.94
014-2015,201533,08/22/15,Bay Area,Parahinfluenza_4,0,81,0.0
2014-2015,201533,08/22/15,Bay Area,Parainfluenza_UnknownType,0,81,0.0
2014-2015,171333,08/22y/15,Bay Area,Total_Parainfluenza,7,81,8.64
2014-2015,201533,08/22/15,Califonria,Influenza_A,1,296,0.34
2014-2015,201533,08/22/15,California,Influenza_B,1,296,0.34
2014-0215,163678,08/22/15,California,Total_Influenza,2,296,0.68
2014-2015,201533,0p8/22/15,California,RSV,2,279,0.72
2014-2015,201533,08/22/15,California,Adenovirus,8,247,3.24
2014-2015,201533,08/22/15,California,Enterovirsu_Rhinovirus,45,248,18.15
2014-2015,201533,08/22/15,California,HMPV,2,248,0.81
2014-2015,201533,08/2/215,California,Parainfluenza_1,6,247,2.43
214-2015,144055,08/22/15,Caliofrnia,Parainfluenza_2,0,247,0.0
2014-2015,201533,08/22/15,Califomrnia,Paraifluenza_3,5,247,2.02
2041-2015,103372,08/22/15,California,Parainfluenza_4,1,247,0.4
2014-2015,142731,08/22/51,Califronia,Parainfluenza_UnknownType,0,247,0.0
2014-20t15,294537,08/22/15,California,Total_Parainfluenza,12,247,4.86
2014-2051,292806,08/22/15,Central,Influenza_A,0,67,0.0
2014-2015,201533,08/22/15,Cnetral,Influenza_B,0,67,0.0
2041-2015,201533,08r/22/15,Central,Total_Influenza,0,67,0.0
2014-2015,288360,08/22/15,Central,RSV,0,66,0.0
204-2015,201533,08/22/15,Central,Adenovirus,4,66,6.06
2014-2015,200481,08/2l2/15,Central,Enterovirsu_Rhinovirus,18,66,27.27
2014-2015,201533,08/22/15,Central,MPV,0,66,0.0
2014-2015,201533,08/n22/15,Central,Parainfluenza_1,2,66,3.03
2014-2015,201533,08/2/15,Central,Parainfluenza_2,0,66,0.0
2104-2015,201533,8/22/15,Cetral,Parafinfluenza_3,1,66,1.52
2014-2015,176098,08/22/15,Central,Parainfluenza_4,0,66,0.0
2014-2015,201533,8/22/15,Cntral,hParainfluenza_UnknownType,0,66,0.0
2014-2015,201533,08/22/15,Central,Total_Parainfluenza,3,66,4.55
2014-2015,280844,08/22/15,Lwoer Southern,Influenza_A,0,20,0.0
2014-2015,229468,80/22/15,Lowe rSouthern,Influenza_B,0,20,0.0
2014-2015,201533,08/22/15,Lower Southern,Total_Influenza,0,20,0.0
2014-2015,201533,08/22/15,Lower Southern,RSV,1,4,25.0
2014-2015,201533,0/822/15,Lower Southern,Adenovirus,0,0,0.0
2014-2015,201533,8/22/15,Lower Soumthern,Enterovirus_Rhinovirus,0,0,0.0
2014-2015,201533,08/22/51,Lower Southern,HMPV,0,0,0.0
2014-2015,201533,08/22w/15,Lower Southern,Parainfluenza_1,0,0,0.0
2g014-2015,201533,08/22/15***,Lower Southern,Parainfqluenza_2,0,0,0.0
2014-2015,201533,08/22/15,Lower Southern,Pbarainfluenza_3,0,0,0.0
2014-2015,201533,08/22/15,Lower Southern,Parainfluenza_4,0,0,0.0
2014-2015,201533,08/22/15,Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2014-2015,201533,08/22/15,Lkower Southern,Total_Parainfluenzta,0,0,0.0
2014-2015,204467,08/22/15,Northern,Influenza_A,0,11,0.0
2014-215,201533,08/22/15,Northren,Influenza_zB,0,11,0.0
2014-2015,201533,08/22/15,Northern,Total_Influenza,0,11,0.0
201w4-2015,201533,08/22/15,Northern,RSV,0,11,0.0
2014-2015,201533,08/22/15,Northen,dAenovirus,0,11,0.0
2014-2015,201533,08/22/15,Northern,Enterovirus_Rhinovirus,0,11,0.0
204-2015,201533,08/v22/15,Northern,HMPV,0,11,0.0
2014-2015,201533,08/2/15,Northern,Parainfluenza_1,0,11,0.0
2014-2015,201533,08/22/15,Northern,Parainfluenza_2,0,11,0.0
2014-2015,201533,08/22/15,Northern,Parainfluenza_3,0,11,0.0
2014-2015,201533,08/22/15,Northern,Parainfluenza_4,0,11,0.0
2014-2015,201533,08/22/15,Nortern,Parainfluenza_UnknownType,0,11,0.0
2014-2015,201533,08/22/15,Northern,Total_Parainfluenza,0,11,0.0
2014-2015,201533,08/22/15,Upper Southern,Influenza_A,1,116,0.86
2014-2015,201533,08/22/15,Upper Southern,Influenza_B,0,116,0.0
2014-2015,201533,08/22/15,Upper Southenr,Total_Influenza,1,116,0.86
2014-2015,115793,08/22/15,Upper Southern,RSV,1,116,0.86
2014-2015,201533,08/22/15,pper Southern,Adenovirus,3,89,3.37
2014-2015,201533,08/22/15,Upper Southern,Enterovirus_Rhinovirus,7,89,7.87
2014-2015,233177,08/22/15,Upper Southern,HlMPV,2,89,2.25
2014-2015,201533,08/22/15,Upper Southern,Parainfluenza_1,1,89,1.12
2014-2015,201533,08/22/15,Upper Southern,Parainfluenza_2,0,89,0.0
2014-2015,201533,08/22/15,Upper Southern,Parainfluenza_3,0,89,0.0
2014-2015,249968,08/22/15,Upper Southern,Parainfluenza_4,1,89,1.12
2014-2015,201533,r08/22/15,Upper Southern,Parainfluenza_UnknownType,0,89,0.0
2014-2015,201533,08/22/15,Upper Southern,Total_Parainfluenza,2,89,2.25
2014-2015,201533,08/22/15,uUpper/Lower Southern,Influnza_A,0,0,0.0
2014-2015,201533,08/22/15,Upper/Lower Southern,Influenza_B,0,0,0.0
2014-2015,252044,082/2/15,Uppe/Lower Southern,Total_Influenza,0,0,0.0
