obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
123,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,4,Bacteria - non-waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",2,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,Fecal coliform,306.3099975585938,count/100 mL,0,306.3099975585938,counts per 100mL,Quantitative,5,0,,,,,,NA,,,,Interaction between Fecal coliform (count/100 mL) and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,-.0003190000134055,.0003395419917069,.9394999742507935,,semi-elasticity of pH within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0977128893136978,-.0003190000134055,-.0977581068873405,.1040787771344185,-.0003191480063833,.0003397820109967,,,
124,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,5,pH - waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",1,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,pH,7.53000020980835,pH units,0,7.53000020980835,pH units,Quantitative,5,0,,,,,,NA,,,,Interaction between pH and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,.070200003683567,.1836254298686981,.3822999894618988,,semi-elasticity of temperature within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.5286059975624084,.070200003683567,.5225003361701965,1.383594036102295,.0693891569972038,.1837442368268967,,,
125,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,6,pH - non-waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",2,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,pH,7.53000020980835,pH units,0,7.53000020980835,pH units,Quantitative,5,0,,,,,,NA,,,,Interaction between pH and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,.070200003683567,.1836254298686981,.3822999894618988,,semi-elasticity of temperature within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.5286059975624084,.070200003683567,.5221643447875977,1.386601567268372,.0693445354700089,.1841436326503754,,,
126,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,7,Temperature - waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",1,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,Temperature,15.40999984741211,degrees C,0,15.40999984741211,degrees C,Quantitative,5,0,,,,,,NA,,,,Interaction between Temperature © and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,-.0421000011265278,.0334126986563206,-1.259999990463257,,semi-elasticity of total suspended solids within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.648760974407196,-.0421000011265278,-.6495426297187805,.5138717889785767,-.0421507209539413,.0333466455340385,,,
127,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,8,Temperature - non-waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",2,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,Temperature,15.40999984741211,degrees C,0,15.40999984741211,degrees C,Quantitative,5,0,,,,,,NA,,,,Interaction between Temperature © and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,-.0421000011265278,.0334126986563206,-1.259999990463257,,semi-elasticity of total suspended solids within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.648760974407196,-.0421000011265278,-.6491986513137817,.5129767656326294,-.0421284027397633,.0332885645329952,,,
128,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,9,TSS - waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",1,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,Total Suspended Solids,4.559999942779541,mg/L,0,4.559999942779541,mg/L,Quantitative,5,0,,,,,,NA,,,,Interaction between TSS (mg/L) and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,-.0065999999642372,.005861456040293,-1.126000046730042,,semi-elasticity of bacteria (E-coli) within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0300960000604391,-.0065999999642372,-.0300804972648621,.0267207100987434,-.0065966001711786,.0058598048053682,,,
129,9,Netusil et al 2014,Netusil et al 2014,6,SAR 8NN Dry - Burnt Bridge Creek,10,TSS - non-waterfront,2014,Journal,Table 6,Property sale price,0,log-lin,e,NA,"discrete buffers (0-1/4 mile, 1/4-1/2 mile,1/2-1 mile, >1 mile)",2,1,Neighborhood and watershed fixed effects,1,1,5093,2005,2008,"Clark County, WA",WA,waterfront and non-waterfront homes within 2 miles,Single-family residential properties,238878,2007,2010,county,"Clark County, WA",53011,58262,425363,69099,8426,32166,158099,1629.112670898438,0,0,0,1,Burnt Bridge Creek,,,NR,Single,River,Total Suspended Solids,4.559999942779541,mg/L,0,4.559999942779541,mg/L,Quantitative,5,0,,,,,,NA,,,,Interaction between TSS (mg/L) and indicator of property within 1/4 mile of Burnt Bridge Creek,distance buffer 1,-.0065999999642372,.005861456040293,-1.126000046730042,,semi-elasticity of bacteria (E-coli) within 1/4 mile of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0300960000604391,-.0065999999642372,-.0299725383520126,.026772927492857,-.0065729250200093,.0058712558820844,,,
130,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,1,Model 3 - All Parcels,1,pH poor - waterfront,2014,Journal,Table 3,Property sale price,0,log-lin,e,NA,None,1,1,Census block fixed effects and year and month fixed effects,0,1,12001,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,waterfront and non-waterfront homes,Arms-length transactions,179190,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,27449852,6783,acres,Multiple,LakeRes,pH poor,.0120000001043081,NA,0,.0120000001043081,NR,Dummy,1,0,,,,,,NA,,,,pH poor (<6.5),NA,-.2020000070333481,.1227978020906448,1.644980669021606,.0500000007450581," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1829050779342651,,,-.1765081733465195,.1016086488962173,WQ variable is a dummy. ,,
131,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,1,Model 3 - All Parcels,2,pH poor - non-waterfront,2014,Journal,Table 3,Property sale price,0,log-lin,e,NA,None,2,1,Census block fixed effects and year and month fixed effects,0,1,12001,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,waterfront and non-waterfront homes,Arms-length transactions,179190,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,27449852,6783,acres,Multiple,LakeRes,pH poor,.0120000001043081,NA,0,.0120000001043081,NR,Dummy,1,0,,,,,,NA,,,,pH poor (<6.5),NA,-.2020000070333481,.1227978020906448,1.644980669021606,.0500000007450581," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1829050779342651,,,-.176935613155365,.1016097813844681,WQ variable is a dummy. ,,
132,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,2,Model 5 - All Parcels,1,pH poor - waterfront,2014,Journal,Table 3,Property sale price,0,log-lin,e,NA,None,1,1,Census block fixed effects and year and month fixed effects,0,1,12001,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,waterfront and non-waterfront homes,Arms-length transactions,179190,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,27449852,6783,acres,Multiple,LakeRes,pH poor,.0120000001043081,NA,0,.0120000001043081,NR,Dummy,1,1,,,,,,NA,,,,pH poor (<6.5),NA,-.2259999960660934,.0971350073814392,2.326658725738525,.0099999997764826," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.2022818922996521,,,-.1979982256889343,.0777901113033295,WQ variable is a dummy. ,,
133,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,2,Model 5 - All Parcels,2,pH poor - non-waterfront,2014,Journal,Table 3,Property sale price,0,log-lin,e,NA,None,2,1,Census block fixed effects and year and month fixed effects,0,1,12001,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,waterfront and non-waterfront homes,Arms-length transactions,179190,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,27449852,6783,acres,Multiple,LakeRes,pH poor,.0120000001043081,NA,0,.0120000001043081,NR,Dummy,1,1,,,,,,NA,,,,pH poor (<6.5),NA,-.2259999960660934,.0971350073814392,2.326658725738525,.0099999997764826," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.2022818922996521,,,-.1985941827297211,.0780868977308273,WQ variable is a dummy. ,,
134,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,3,Model 3 - Parcels within 0.05 mi of waterfront,1,pH poor,2014,Journal,Table 4,Property sale price,0,log-lin,e,NA,"None, only waterfront homes",1,1,Census block fixed effects and year and month fixed effects,0,1,2624,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,homes within 0.05 miles,Arms-length transactions,362557,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,37320144,9222,acres,Multiple,LakeRes,pH poor,.0260000005364418,NA,0,.0260000005364418,NR,Dummy,1,0,,,,,,NA,,,,pH poor (<6.5),NA,-.261000007390976,.2036080956459045,1.281874418258667,.1000000014901161," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.2297190874814987,,,-.2136107087135315,.1619371473789215,WQ variable is a dummy. ,,
135,10,Tuttle & Heintzelman 2015,Tuttle & Heintzelman 2015,4,Model 5 - Parcels within 0.05 mi of waterfront,1,pH poor,2014,Journal,Table 4,Property sale price,0,log-lin,e,NA,"None, only waterfront homes",1,1,Census block fixed effects and year and month fixed effects,0,1,2624,2001,2009,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY",NY,homes within 0.05 miles,Arms-length transactions,362557,NR,2010,county,"Clinton County, Essex County, Franklin County, Fulton County, Hamilton County, Herkimer County, Lewis County, Oneida County, Saratoga County, St. Lawrence County, Warren County, Washington County, NY","36019, 36031, 36033, 36035, 36041, 36043, 36049, 36065, 36091, 36089, 36113, 36115",49931.1953125,1015422,161733,32248,28132,403613,40821.1015625,1,0,0,0,Lakes in the Adirondack Park,37320144,9222,acres,Multiple,LakeRes,pH poor,.0260000005364418,NA,0,.0260000005364418,NR,Dummy,1,1,,,,,,NA,,,,pH poor (<6.5),NA,-.2709999978542328,.2114091664552689,1.281874418258667,.1000000014901161," ""semi-elasticity"" of poor pH dummy",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.2373834997415543,,,-.2203393429517746,.1665896475315094,WQ variable is a dummy. ,,
136,11,Hsu 2000,Boyle et al. VT Group,1,Northeast Kingdom,1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.1,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,63,1990,1995,"Essex, Orleans and Caledonia County, VT",VT,just waterfront homes,Lakefront properties,65363.49,1990-1995,1990,county,"Essex County, Orleans County, Caledonia County, VT","50009, 50019, 50005",24108.1875,58304,6003,122,239,30849,5214.8955078125,1,0,0,0,Lakes near Northeast Kingdom,3504580.75,866,acres,Multiple,LakeRes,Water Clarity (Secchi depth),6.449999809265137,meters,0,6.449999809265137,meters,Quantitative,1,0,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,8.75,3.450000047683716,1.669804215431213,.0500000007450581,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1159286350011826,.017973430454731,.1159756109118462,.0457726307213306,.0179807152599096,.0070965318009257,,,
137,11,Hsu 2000,Boyle et al. VT Group,2,Lake Champlain,1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.1,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,101,1990,1995,"Addison, Chittenden, Franklin County, VT",VT,just waterfront homes,Lakefront properties,120063.58,1990-1995,1990,county,"Addison County, Chittenden County, Franklin County, VT","50001, 50007, 50011",34960.34375,204694,38419,1210,1665,83367,5040.87841796875,1,0,0,0,Lake Champlain,8178704,2021,acres,Multiple,LakeRes,Water Clarity (Secchi depth),4.170000076293945,meters,0,4.170000076293945,meters,Quantitative,1,0,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,12.84000015258789,5.179999828338623,1.660234332084656,.0500000007450581,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.2161324918270111,.0518303327262402,.2160997986793518,.0873825624585152,.0518224947154522,.0209550503641367,,,
138,11,Hsu 2000,Boyle et al. VT Group,3,Rutland County,1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.1,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,72,1990,1995,"Rutland County, Vermont",VT,just waterfront homes,Lakefront properties,104471.03,1990-1995,1990,county,"Rutland County, VT",50021,27772,62142,8694,120,281,31181,2415.236572265625,1,0,0,0,Lakes in Rutland County,6280726.5,1552,acres,Multiple,LakeRes,Water Clarity (Secchi depth),6.190000057220459,meters,0,6.190000057220459,meters,Quantitative,1,0,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,10.48999977111816,3.660000085830688,2.380023717880249,.0099999997764826,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1558372676372528,.0251756496727467,.1559447348117828,.0546401105821133,.0251930095255375,.0088271582499146,,,
139,11,Hsu 2000,Boyle et al. VT Group,4,Milfoil,1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.2,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,68,1990,1995,"Rutland County, Vermont",VT,just waterfront homes,Lakefront properties,105410.9,1990-1995,1990,county,"Rutland County, VT",50021,27772,62142,8694,120,281,31181,2415.236572265625,1,0,0,0,Lakes in Rutland County,6398085.5,1581,acres,Multiple,LakeRes,Water Clarity (Secchi depth),6.190000057220459,meters,0,6.190000057220459,meters,Quantitative,1,1,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,10.60999965667725,8.979999542236328,,,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1591335386037827,.0257081650197506,.1588391661643982,.1351804733276367,.0256606079638004,.0218385253101587,,,
140,11,Hsu 2000,Boyle et al. VT Group,5,exp(milfoil),1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.2,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,68,1990,1995,"Rutland County, Vermont",VT,just waterfront homes,Lakefront properties,105410.9,1990-1995,1990,county,"Rutland County, VT",50021,27772,62142,8694,120,281,31181,2415.236572265625,1,0,0,0,Lakes in Rutland County,6398085.5,1581,acres,Multiple,LakeRes,Water Clarity (Secchi depth),6.190000057220459,meters,0,6.190000057220459,meters,Quantitative,1,1,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,13.32999992370605,5.019999980926514,2.383302450180054,.0099999997764826,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1999293267726898,.0322987586259842,.1998797506093979,.0751429051160812,.0322907529771328,.0121394032612443,,,
141,11,Hsu 2000,Boyle et al. VT Group,6,Total Weed,1,ln(water clarity) * surface area of lake,2000,Master's thesis,Table 5.2,Property sale price,0,lin-log,e,water surface area,"None, only waterfront homes",1,0,None,0,0,68,1990,1995,"Rutland County, Vermont",VT,just waterfront homes,Lakefront properties,105410.9,1990-1995,1990,county,"Rutland County, VT",50021,27772,62142,8694,120,281,31181,2415.236572265625,1,0,0,0,Lakes in Rutland County,6398085.5,1581,acres,Multiple,LakeRes,Water Clarity (Secchi depth),6.190000057220459,meters,0,6.190000057220459,meters,Quantitative,1,1,,,,,,NA,,,,ln(water clarity) * surface area of lake,surface area,44.31000137329102,17.28000068664551,1.667916059494019,.0500000007450581,implicit price of percent change in water clarity per acre,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.664581298828125,.1073636934161186,.6651911735534668,.2592897713184357,.1074622273445129,.041888490319252,,,
