region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Tennessee,TN,2010-01,3691,2392,1148,,,,,,,,,0.78
Tennessee,TN,2010-02,3861,2553,1154,,,,,,,,,0.79
Tennessee,TN,2010-03,4031,2714,1160,,,,,,,,,0.79
Tennessee,TN,2010-04,4201,2875,1166,,,,,,,,,0.79
Tennessee,TN,2010-05,4371,3036,1172,,,,,,,,,0.8
Tennessee,TN,2010-06,4542,3201,1183,2070,2417,897,155,,401866,354673,0.83,0.8
Tennessee,TN,2010-07,4725,3348,1220,,,,,,,,,0.8
Tennessee,TN,2010-08,4908,3495,1257,,,,,,,,,0.81
Tennessee,TN,2010-09,5091,3642,1294,,,,,,,,,0.81
Tennessee,TN,2010-10,5274,3789,1331,,,,,,,,,0.81
Tennessee,TN,2010-11,5457,3936,1368,,,,,,,,,0.82
Tennessee,TN,2010-12,5641,4087,1406,2443,3128,1150,207,,611266,516619,0.84,0.82
Tennessee,TN,2011-01,5900,4268,1474,2266,3152,1133,226,,567565,474264,0.85,0.83
Tennessee,TN,2011-02,6090,4419,1512,2604,3405,1288,217,,667838,458199,0.86,0.83
Tennessee,TN,2011-03,6321,4553,1612,2672,3562,1295,231,,677921,518741,0.86,0.83
Tennessee,TN,2011-04,6731,4794,1792,2753,3876,1364,257,,593653,490591,0.89,0.87
Tennessee,TN,2011-05,7310,5163,2001,2922,4272,1468,279,,639157,541134,0.89,0.87
Tennessee,TN,2011-06,8237,5697,2391,3211,4884,1629,345,,747081,621074,0.9,0.89
Tennessee,TN,2011-07,8018,5711,2157,3142,4677,1617,327,,706261,606544,0.91,0.89
Tennessee,TN,2011-08,8335,6090,2097,3100,4682,1588,313,,840224,714306,0.91,0.9
Tennessee,TN,2011-09,8535,6339,2042,3286,5004,1711,343,,819120,694112,0.91,0.9
Tennessee,TN,2011-10,8738,6517,2063,3366,5105,1760,354,,776235,658208,0.91,0.9
Tennessee,TN,2011-11,8981,6777,2052,3445,5256,1804,356,,876965,749095,0.92,0.91
Tennessee,TN,2011-12,9088,6883,2055,3490,5306,1845,367,,903673,788166,0.92,0.91
Tennessee,TN,2012-01,9240,7132,1956,3548,5374,1890,375,,972207,844419,0.92,0.91
Tennessee,TN,2012-02,9329,7286,1899,3613,5402,1905,381,,1184439,1064227,0.92,0.92
Tennessee,TN,2012-03,9516,7470,1899,3651,5539,1962,403,,950393,837022,0.92,0.91
Tennessee,TN,2012-04,9765,7671,1944,3724,5696,2005,417,,964797,852817,0.92,0.92
Tennessee,TN,2012-05,9936,7866,1916,3764,5822,2019,416,,894654,808755,0.92,0.92
Tennessee,TN,2012-06,10169,8070,1950,3831,5981,2074,428,,880075,800857,0.93,0.92
Tennessee,TN,2012-07,9995,8168,1679,3756,5795,2034,419,,876490,782176,0.94,0.93
Tennessee,TN,2012-08,10328,8397,1776,3854,5990,2097,434,,1064442,945373,0.94,0.93
Tennessee,TN,2012-09,10438,8519,1752,3915,6002,2130,445,,1118253,1031231,0.94,0.93
Tennessee,TN,2012-10,10553,8710,1680,3909,6097,2153,443,,1359385,1200615,0.94,0.94
Tennessee,TN,2012-11,10656,8793,1691,3939,6159,2167,452,,1264064,1140106,0.94,0.93
Tennessee,TN,2012-12,10794,8923,1710,3993,6250,2179,476,,1247785,1112019,0.94,0.93
Tennessee,TN,2013-01,10836,9004,1682,4007,6262,2198,486,,1379397,1224522,0.94,0.93
Tennessee,TN,2013-02,10902,9075,1684,4010,6308,2211,480,,1449404,1272386,0.94,0.93
Tennessee,TN,2013-03,10962,9161,1661,4050,6329,2236,487,,1277325,1141757,0.94,0.93
Tennessee,TN,2013-04,11145,9322,1684,4088,6422,2270,502,,1344474,1188784,0.95,0.93
Tennessee,TN,2013-05,11214,9384,1685,4146,6422,2308,511,,1275641,1214756,0.95,0.93
Tennessee,TN,2013-06,11368,9612,1607,4212,6486,2359,526,,1146239,1078259,0.95,0.93
Tennessee,TN,2013-07,11499,9903,1447,4207,6448,2377,539,,1144986,1078824,0.94,0.93
Tennessee,TN,2013-08,11729,10193,1385,4714,6987,2556,585,,1180950,1109505,0.94,0.93
Tennessee,TN,2013-09,11868,10371,1345,4777,7073,2603,592,,1100029,1032792,0.94,0.93
Tennessee,TN,2013-10,11984,10494,1337,4801,7148,2619,594,,1139658,1074574,0.94,0.94
Tennessee,TN,2013-11,12017,10532,1328,4790,7178,2635,601,,934129,884926,0.95,0.94
Tennessee,TN,2013-12,12050,10601,1290,4812,7170,2668,603,,1114388,1064235,0.94,0.94
Tennessee,TN,2014-01,12116,10682,1284,4811,7212,2653,608,,996090,944408,0.95,0.94
Tennessee,TN,2014-02,12114,10679,1281,4927,7172,2704,627,,1089667,1013373,0.95,0.94
Tennessee,TN,2014-03,12421,10990,1245,4985,7398,2751,649,,1198642,1061298,0.95,0.94
Tennessee,TN,2014-04,12715,11294,1253,5028,7620,2813,667,,1305466,1138688,0.95,0.94
Texas,TX,2008,,,,,,,,0.03,,,,
Texas,TX,2009,,,,,,,,0.1,,,,
Texas,TX,2010,,,,,,,,0.17,,,,
Texas,TX,2011,,,,,,,,0.29,,,,
Texas,TX,2012,,,,,,,,0.44,,,,
Texas,TX,2013,,,,,,,,0.53,,,,
Texas,TX,2008-12,3934,2993,765,1818,1703,239,158,,,,0.74,0.71
Texas,TX,2009-01,4339,3302,863,,,,,,,,,0.72
Texas,TX,2009-02,4744,3611,961,,,,,,,,,0.73
Texas,TX,2009-03,5149,3920,1059,,,,,,,,,0.73
Texas,TX,2009-04,5554,4229,1157,,,,,,,,,0.74
Texas,TX,2009-05,5959,4538,1255,,,,,,,,,0.75
Texas,TX,2009-06,6364,4847,1353,,,,,,,,,0.76
Texas,TX,2009-07,6769,5156,1451,,,,,,,,,0.77
Texas,TX,2009-08,7174,5465,1549,,,,,,,,,0.77
Texas,TX,2009-09,7579,5774,1647,,,,,,,,,0.78
Texas,TX,2009-10,7984,6083,1745,,,,,,,,,0.79
Texas,TX,2009-11,8389,6392,1843,,,,,,,,,0.8
Texas,TX,2009-12,8797,6701,1951,4038,4504,572,435,,,,0.83,0.81
Texas,TX,2010-01,9078,6928,2003,,,,,,,,,0.81
Texas,TX,2010-02,9359,7155,2055,,,,,,,,,0.82
Texas,TX,2010-03,9640,7382,2107,,,,,,,,,0.82
Texas,TX,2010-04,9921,7609,2159,,,,,,,,,0.82
Texas,TX,2010-05,10202,7836,2211,,,,,,,,,0.83
Texas,TX,2010-06,10484,8064,2267,4921,5486,799,590,,934303,844219,0.86,0.83
Texas,TX,2010-07,10941,8465,2324,,,,,,,,,0.84
Texas,TX,2010-08,11398,8866,2381,,,,,,,,,0.84
Texas,TX,2010-09,11855,9267,2438,,,,,,,,,0.85
Texas,TX,2010-10,12312,9668,2495,,,,,,,,,0.85
Texas,TX,2010-11,12769,10069,2552,,,,,,,,,0.86
Texas,TX,2010-12,13230,10474,2611,6257,6859,1102,734,,1258528,1094762,0.88,0.86
Texas,TX,2011-01,13720,10860,2715,5924,6938,1159,818,,1234835,1062502,0.89,0.87
Texas,TX,2011-02,14533,11602,2790,6769,7620,1253,838,,1299559,1063576,0.89,0.87
Texas,TX,2011-03,15701,12635,2929,7052,8503,1306,878,,1502460,1278108,0.9,0.87
Texas,TX,2011-04,16870,13593,3144,7351,9372,1463,959,,1343489,1174782,0.9,0.88
Texas,TX,2011-05,18982,15145,3710,7809,11004,1559,1047,,1466969,1292142,0.91,0.89
Texas,TX,2011-06,21750,16815,4805,8528,13013,1714,1216,,1673106,1422571,0.91,0.89
Texas,TX,2011-07,21308,16808,4360,8522,12426,1718,1214,,1506290,1355847,0.91,0.89
Texas,TX,2011-08,22100,17767,4190,8433,12404,1684,1180,,1784203,1557388,0.92,0.89
Texas,TX,2011-09,22646,18402,4098,8933,13212,1803,1335,,1843850,1561709,0.92,0.9
Texas,TX,2011-10,23422,19061,4213,9192,13687,1848,1378,,1895091,1629690,0.92,0.9
Texas,TX,2011-11,24190,19831,4202,9467,14159,1965,1439,,1876645,1611220,0.92,0.9
Texas,TX,2011-12,24738,20330,4254,9640,14485,1986,1475,,2166871,1912121,0.93,0.91
Texas,TX,2012-01,25136,20737,4248,9826,14638,2044,1508,,2518856,2226657,0.93,0.91
Texas,TX,2012-02,25612,21272,4188,10057,14829,2112,1551,,2460179,2188208,0.93,0.91
Texas,TX,2012-03,26021,21700,4180,10183,15086,2187,1577,,2548349,2281295,0.93,0.91
Texas,TX,2012-04,26497,22132,4215,10334,15364,2232,1620,,2656734,2387302,0.93,0.91
Texas,TX,2012-05,27351,23016,4178,10608,15889,2308,1663,,2771614,2549122,0.93,0.91
Texas,TX,2012-06,28198,23668,4376,10829,16435,2407,1697,,2517589,2314697,0.93,0.91
Texas,TX,2012-07,28428,24168,4100,10830,16352,2437,1731,,2705306,2437788,0.93,0.92
Texas,TX,2012-08,29254,24858,4240,11102,16708,2556,1789,,3553386,3190359,0.94,0.92
Texas,TX,2012-09,30034,25602,4273,11405,17086,2632,1858,,3239775,2905938,0.94,0.92
Texas,TX,2012-10,30964,26337,4464,11670,17616,2719,1944,,4262141,3728813,0.94,0.92
Texas,TX,2012-11,31306,26583,4540,11788,17788,2796,1963,,3697959,3273267,0.94,0.92
Texas,TX,2012-12,31644,26982,4481,11938,17968,2825,2004,,3564136,3144508,0.94,0.92
Texas,TX,2013-01,32085,27555,4357,12090,18174,2899,2031,,4217444,3646977,0.94,0.92
Texas,TX,2013-02,32498,27985,4330,12264,18324,2931,2084,,4357094,3727801,0.94,0.92
Texas,TX,2013-03,32680,28208,4287,12358,18389,2973,2112,,3709272,3218421,0.94,0.92
Texas,TX,2013-04,33041,28515,4325,12434,18599,3034,2163,,4208254,3652771,0.95,0.92
Texas,TX,2013-05,33294,28705,4304,12583,18675,3057,2199,,3838644,3491324,0.95,0.93
Texas,TX,2013-06,33676,29129,4191,12654,18957,3085,2206,,3727950,3411494,0.94,0.93
Texas,TX,2013-07,34125,29726,3954,12688,18977,3177,2262,,3814123,3509513,0.94,0.92
Texas,TX,2013-08,34460,30101,3854,14106,20263,3487,2457,,3741392,3444588,0.94,0.92
Texas,TX,2013-09,35548,31581,3762,14483,20990,3614,2534,,3490925,3226552,0.94,0.93
Texas,TX,2013-10,36109,32115,3764,14635,21351,3686,2580,,3536708,3288251,0.94,0.93
Texas,TX,2013-11,36131,32233,3653,14641,21332,3749,2568,,3185326,2986200,0.95,0.93
Texas,TX,2013-12,36455,32527,3671,14772,21489,3782,2634,,3737942,3531388,0.94,0.93
Texas,TX,2014-01,36710,32809,3658,14907,21568,3827,2668,,3310358,3076375,0.95,0.93
Texas,TX,2014-02,37224,33244,3570,15299,21877,3961,2742,,2770901,2502947,0.95,0.93
Texas,TX,2014-03,37309,33186,3557,15353,21878,3997,2772,,2953178,2481855,0.94,0.92
Texas,TX,2014-04,37484,33486,3498,15366,22013,4020,2792,,3359821,2770743,0.95,0.93
Utah,UT,2008,,,,,,,,0.01,,,,
Utah,UT,2009,,,,,,,,0.04,,,,
Utah,UT,2010,,,,,,,,0.08,,,,
Utah,UT,2011,,,,,,,,0.21,,,,
Utah,UT,2012,,,,,,,,0.41,,,,
Utah,UT,2013,,,,,,,,0.57,,,,
Utah,UT,2008-12,253,231,22,114,117,32,20,,,,0.8,0.65
Utah,UT,2009-01,281,252,28,,,,,,,,,0.66
Utah,UT,2009-02,309,273,34,,,,,,,,,0.67
Utah,UT,2009-03,337,294,40,,,,,,,,,0.68
Utah,UT,2009-04,365,315,46,,,,,,,,,0.69
Utah,UT,2009-05,393,336,52,,,,,,,,,0.7
Utah,UT,2009-06,421,357,58,,,,,,,,,0.71
Utah,UT,2009-07,449,378,64,,,,,,,,,0.72
Utah,UT,2009-08,477,399,70,,,,,,,,,0.73
Utah,UT,2009-09,505,420,76,,,,,,,,,0.74
Utah,UT,2009-10,533,441,82,,,,,,,,,0.75
Utah,UT,2009-11,561,462,88,,,,,,,,,0.76
Utah,UT,2009-12,589,489,99,295,281,80,53,,,,0.89,0.78
Utah,UT,2010-01,628,518,109,,,,,,,,,0.79
Utah,UT,2010-02,667,547,119,,,,,,,,,0.8
Utah,UT,2010-03,706,576,129,,,,,,,,,0.81
Utah,UT,2010-04,745,605,139,,,,,,,,,0.82
Utah,UT,2010-05,784,634,149,,,,,,,,,0.83
Utah,UT,2010-06,826,664,161,422,402,104,95,,82203,57322,0.91,0.84
Utah,UT,2010-07,877,706,169,,,,,,,,,0.84
Utah,UT,2010-08,928,748,177,,,,,,,,,0.84
Utah,UT,2010-09,979,790,185,,,,,,,,,0.84
Utah,UT,2010-10,1030,832,193,,,,,,,,,0.84
Utah,UT,2010-11,1081,874,201,,,,,,,,,0.84
Utah,UT,2010-12,1133,921,212,603,522,129,130,,144068,113634,0.92,0.84
Utah,UT,2011-01,1203,967,236,602,536,150,133,,131336,101808,0.93,0.88
Utah,UT,2011-02,1283,1037,245,702,573,157,151,,104753,88453,0.93,0.87
Utah,UT,2011-03,1330,1086,244,741,581,164,154,,93072,85558,0.93,0.86
Utah,UT,2011-04,1451,1170,280,781,662,186,177,,77838,71355,0.93,0.87
Utah,UT,2011-05,1589,1264,325,814,766,190,190,,116374,109085,0.93,0.88
Utah,UT,2011-06,1810,1425,385,895,904,215,221,,145220,124579,0.93,0.87
Utah,UT,2011-07,1800,1434,366,901,886,213,223,,103281,95787,0.93,0.87
Utah,UT,2011-08,1855,1487,368,896,872,208,217,,191495,159236,0.93,0.89
Utah,UT,2011-09,2009,1616,393,993,995,229,233,,225659,185525,0.93,0.88
Utah,UT,2011-10,2146,1734,412,1062,1062,244,245,,213933,176419,0.94,0.88
Utah,UT,2011-11,2290,1864,426,1138,1121,254,260,,277540,238825,0.94,0.91
Utah,UT,2011-12,2412,1959,453,1192,1188,276,270,,326786,289864,0.91,0.89
Utah,UT,2012-01,2555,2099,456,1264,1250,296,273,,411446,368783,0.91,0.89
Utah,UT,2012-02,2640,2169,470,1291,1309,312,279,,317152,276858,0.93,0.92
Utah,UT,2012-03,2673,2182,491,1294,1342,320,282,,352664,307644,0.93,0.92
Utah,UT,2012-04,2746,2240,506,1324,1383,331,289,,399227,359315,0.93,0.92
Utah,UT,2012-05,2782,2270,512,1334,1410,326,299,,421304,387419,0.93,0.92
Utah,UT,2012-06,2892,2361,531,1381,1469,347,322,,407399,373351,0.93,0.92
Utah,UT,2012-07,2973,2468,505,1397,1529,357,317,,411936,373803,0.93,0.92
Utah,UT,2012-08,3061,2559,502,1420,1586,368,330,,500364,451247,0.94,0.93
Utah,UT,2012-09,3321,2820,501,1522,1723,402,349,,467727,427017,0.94,0.93
Utah,UT,2012-10,3554,3053,500,1580,1894,433,369,,630403,549392,0.94,0.93
Utah,UT,2012-11,3640,3128,510,1607,1952,439,391,,593539,530443,0.94,0.92
Utah,UT,2012-12,3734,3203,526,1635,2008,442,396,,584085,520920,0.94,0.93
Utah,UT,2013-01,3823,3324,499,1681,2039,454,404,,664657,587133,0.94,0.93
Utah,UT,2013-02,3889,3415,474,1692,2086,457,424,,667258,574061,0.94,0.93
Utah,UT,2013-03,3942,3482,460,1698,2130,459,432,,643551,567871,0.97,0.96
Utah,UT,2013-04,4003,3552,451,1728,2164,477,441,,635676,545064,0.97,0.96
Utah,UT,2013-05,4024,3576,448,1720,2173,473,443,,570979,531741,0.97,0.96
Utah,UT,2013-06,4101,3693,407,1715,2236,485,444,,527843,498951,0.97,0.96
Utah,UT,2013-07,4132,3770,360,1722,2234,488,461,,538010,507365,0.97,0.96
Utah,UT,2013-08,4231,3861,369,1859,2358,529,480,,545811,514899,0.97,0.95
Utah,UT,2013-09,4267,3897,369,1855,2399,527,485,,365609,340089,0.97,0.96
Utah,UT,2013-10,4309,3942,366,1874,2416,533,495,,206557,183606,0.97,0.96
Utah,UT,2013-11,4361,3975,381,1893,2439,549,490,,179182,159325,0.97,0.96
Utah,UT,2013-12,4365,4004,358,1913,2421,558,503,,189831,169206,0.97,0.97
Utah,UT,2014-01,4428,4076,350,1892,2496,562,506,,204389,182057,0.97,0.97
Utah,UT,2014-02,4424,4068,353,1948,2471,565,537,,128082,107611,0.97,0.96
Utah,UT,2014-03,4442,4099,328,1945,2493,578,538,,149328,113172,0.97,0.96
Utah,UT,2014-04,4489,4155,318,1957,2526,589,540,,165167,122009,0.97,0.96
Virginia,VA,2008,,,,,,,,0.03,,,,
Virginia,VA,2009,,,,,,,,0.11,,,,
Virginia,VA,2010,,,,,,,,0.19,,,,
Virginia,VA,2011,,,,,,,,0.32,,,,
Virginia,VA,2012,,,,,,,,0.46,,,,
Virginia,VA,2013,,,,,,,,0.6,,,,
Virginia,VA,2008-12,1676,1265,311,786,649,201,58,,,,0.85,0.83
Virginia,VA,2009-01,1864,1419,348,,,,,,,,,0.84
Virginia,VA,2009-02,2052,1573,385,,,,,,,,,0.84
Virginia,VA,2009-03,2240,1727,422,,,,,,,,,0.85
Virginia,VA,2009-04,2428,1881,459,,,,,,,,,0.85
Virginia,VA,2009-05,2616,2035,496,,,,,,,,,0.86
Virginia,VA,2009-06,2804,2189,533,,,,,,,,,0.86
Virginia,VA,2009-07,2992,2343,570,,,,,,,,,0.87
Virginia,VA,2009-08,3180,2497,607,,,,,,,,,0.87
Virginia,VA,2009-09,3368,2651,644,,,,,,,,,0.88
Virginia,VA,2009-10,3556,2805,681,,,,,,,,,0.88
Virginia,VA,2009-11,3744,2959,718,,,,,,,,,0.89
Virginia,VA,2009-12,3941,3116,759,1781,2056,497,184,,,,0.91,0.9
Virginia,VA,2010-01,4059,3219,772,,,,,,,,,0.9
Virginia,VA,2010-02,4177,3322,785,,,,,,,,,0.9
Virginia,VA,2010-03,4295,3425,798,,,,,,,,,0.9
Virginia,VA,2010-04,4413,3528,811,,,,,,,,,0.9
Virginia,VA,2010-05,4531,3631,824,,,,,,,,,0.9
Virginia,VA,2010-06,4650,3738,839,2163,2456,590,241,,393640,364887,0.91,0.9
Virginia,VA,2010-07,5007,4061,873,,,,,,,,,0.9
Virginia,VA,2010-08,5364,4384,907,,,,,,,,,0.91
Virginia,VA,2010-09,5721,4707,941,,,,,,,,,0.91
Virginia,VA,2010-10,6078,5030,975,,,,,,,,,0.91
Virginia,VA,2010-11,6435,5353,1009,,,,,,,,,0.92
Virginia,VA,2010-12,6794,5679,1043,2743,3988,834,324,,598800,548221,0.93,0.92
Virginia,VA,2011-01,7070,5924,1077,2604,3778,870,361,,547766,503837,0.93,0.92
Virginia,VA,2011-02,7241,6064,1107,2922,4250,901,347,,548396,492960,0.93,0.93
Virginia,VA,2011-03,7567,6297,1200,3001,4487,923,356,,657482,600624,0.93,0.92
Virginia,VA,2011-04,7887,6582,1230,3100,4708,966,396,,598053,549155,0.94,0.93
Virginia,VA,2011-05,8570,6945,1551,3263,5223,1040,409,,692402,642184,0.94,0.94
Virginia,VA,2011-06,9484,7562,1845,3505,5852,1118,476,,840980,754000,0.94,0.93
Virginia,VA,2011-07,9368,7627,1663,3483,5626,1158,467,,788252,731695,0.94,0.93
Virginia,VA,2011-08,9631,7961,1593,3444,5529,1130,464,,1072188,989559,0.94,0.93
Virginia,VA,2011-09,9908,8235,1597,3674,5894,1224,505,,959707,871907,0.93,0.93
Virginia,VA,2011-10,10137,8410,1651,3715,6061,1235,527,,952099,866050,0.94,0.94
Virginia,VA,2011-11,10438,8733,1626,3839,6224,1277,559,,954426,863340,0.94,0.93
Virginia,VA,2011-12,10545,8864,1602,3883,6283,1279,561,,1056414,974562,0.94,0.94
Virginia,VA,2012-01,10648,9041,1532,3881,6373,1298,572,,1110532,1019284,0.94,0.94
Virginia,VA,2012-02,10779,9196,1509,3956,6424,1330,571,,1064265,977136,0.94,0.94
Virginia,VA,2012-03,10990,9366,1556,4018,6551,1371,576,,1100072,1010179,0.94,0.94
Virginia,VA,2012-04,11233,9610,1556,4112,6684,1386,604,,1116572,1025076,0.94,0.94
Virginia,VA,2012-05,11445,9829,1534,4173,6821,1399,604,,1200153,1122487,0.94,0.94
Virginia,VA,2012-06,11715,10088,1541,4212,6995,1404,640,,1135701,1061299,0.95,0.94
Virginia,VA,2012-07,11826,10369,1383,4191,6928,1409,655,,1474259,1383413,0.95,0.94
Virginia,VA,2012-08,12051,10636,1340,4225,7056,1438,667,,1752257,1639372,0.95,0.95
Virginia,VA,2012-09,12350,10942,1326,4340,7189,1456,683,,1767978,1653313,0.95,0.95
Virginia,VA,2012-10,12686,11251,1337,4437,7404,1499,701,,2133741,1956733,0.96,0.95
Virginia,VA,2012-11,12822,11385,1336,4493,7469,1536,710,,2036848,1898571,0.96,0.95
Virginia,VA,2012-12,12911,11460,1350,4562,7505,1573,728,,1981523,1827911,0.96,0.95
Virginia,VA,2013-01,13067,11631,1345,4580,7579,1596,735,,2147319,1878479,0.96,0.95
Virginia,VA,2013-02,13261,11822,1366,4637,7693,1630,758,,2281297,2068049,0.96,0.95
Virginia,VA,2013-03,13381,11954,1351,4662,7783,1650,766,,1974665,1809682,0.96,0.95
Virginia,VA,2013-04,13526,12111,1337,4704,7849,1670,769,,2057799,1873518,0.97,0.96
Virginia,VA,2013-05,13646,12229,1337,4767,7905,1675,787,,1887549,1798323,0.97,0.96
Virginia,VA,2013-06,13724,12343,1301,4781,7921,1696,786,,2111287,2022948,0.97,0.96
Virginia,VA,2013-07,13938,12590,1264,4805,7872,1755,809,,1720287,1636306,0.97,0.96
Virginia,VA,2013-08,14140,12795,1266,5382,8714,1927,867,,2259819,2136301,0.97,0.96
Virginia,VA,2013-09,14336,13070,1185,5444,8849,1956,894,,1860856,1732653,0.97,0.96
Virginia,VA,2013-10,14467,13230,1146,5491,8914,1985,901,,1846043,1717425,0.97,0.97
Virginia,VA,2013-11,14584,13356,1125,5531,8976,1996,960,,1767069,1660962,0.97,0.96
Virginia,VA,2013-12,14649,13449,1094,5582,8980,2017,977,,1741422,1632055,0.96,0.97
Virginia,VA,2014-01,14718,13572,1046,5590,9021,2040,992,,1772095,1663839,0.97,0.96
Virginia,VA,2014-02,14715,13612,1004,5729,8972,2108,1014,,1105213,1037488,0.97,0.96
Virginia,VA,2014-03,14778,13680,937,5745,9007,2135,1011,,1227294,1120651,0.96,0.96
Virginia,VA,2014-04,14889,13828,920,5791,9049,2139,1038,,1311381,1193138,0.96,0.96
Virgin Islands,VI,2013,,,,,,,,,,,,
Virgin Islands,VI,2008-12,5,4,1,1,2,0,0,,,,0,0
Virgin Islands,VI,2009-01,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-02,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-03,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-04,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-05,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-06,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-07,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-08,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-09,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-10,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-11,5,4,1,,,,,,,,,
Virgin Islands,VI,2009-12,5,3,2,0,5,0,0,,,,0,0
Virgin Islands,VI,2010-01,6,4,3,,,,,,,,,
Virgin Islands,VI,2010-02,7,5,4,,,,,,,,,
Virgin Islands,VI,2010-03,8,6,5,,,,,,,,,
Virgin Islands,VI,2010-04,9,7,6,,,,,,,,,
Virgin Islands,VI,2010-05,10,7,7,,,,,,,,,
Virgin Islands,VI,2010-06,16,7,9,6,9,0,0,,757,555,0,0
Virgin Islands,VI,2010-07,18,9,9,,,,,,,,,
Virgin Islands,VI,2010-08,20,11,9,,,,,,,,,
Virgin Islands,VI,2010-09,22,13,9,,,,,,,,,
Virgin Islands,VI,2010-10,24,15,9,,,,,,,,,
Virgin Islands,VI,2010-11,26,17,9,,,,,,,,,
Virgin Islands,VI,2010-12,28,18,10,11,15,4,0,,1071,594,0,0
Virgin Islands,VI,2011-01,29,19,10,4,6,1,0,,784,397,0,0
Virgin Islands,VI,2011-02,29,21,8,11,16,5,0,,572,261,0,0
Virgin Islands,VI,2011-03,31,23,8,13,16,5,0,,720,386,0,0
Virgin Islands,VI,2011-04,31,23,8,13,15,6,0,,990,635,0,0
Virgin Islands,VI,2011-05,33,27,6,13,18,7,0,,1245,959,0,0
Virgin Islands,VI,2011-06,44,37,7,11,29,6,0,,1453,1145,0,0
Virgin Islands,VI,2011-07,44,34,10,14,26,6,0,,1551,1266,0,0
Virgin Islands,VI,2011-08,46,41,5,14,27,7,0,,2154,1534,0,0
Virgin Islands,VI,2011-09,46,42,4,14,28,8,0,,1930,1378,0,0
Virgin Islands,VI,2011-10,47,40,7,13,28,8,0,,2097,1559,0,0
Virgin Islands,VI,2011-11,52,51,1,15,32,7,0,,2079,1476,0,0
Virgin Islands,VI,2011-12,53,51,2,15,33,7,0,,2351,1772,0,0
Virgin Islands,VI,2012-01,67,60,7,21,41,9,1,,2581,1946,0,0
Virgin Islands,VI,2012-02,69,65,4,23,40,8,1,,2677,2044,0,0
Virgin Islands,VI,2012-03,66,59,7,20,41,8,1,,2453,1971,0,0
Virgin Islands,VI,2012-04,63,59,4,20,37,8,1,,2757,2207,0,0
Virgin Islands,VI,2012-05,72,64,8,20,45,8,1,,2638,2210,0,0
Virgin Islands,VI,2012-06,71,65,6,20,45,9,1,,2385,1955,0.92,0.92
Virgin Islands,VI,2012-07,72,64,8,20,45,9,1,,2679,2123,0.96,0.96
Virgin Islands,VI,2012-08,79,73,6,23,49,9,1,,3088,2492,0.96,0.96
Virgin Islands,VI,2012-09,76,71,5,21,47,9,1,,2101,1794,0.96,0.96
Virgin Islands,VI,2012-10,80,73,7,22,50,9,1,,3312,2515,0.96,1
Virgin Islands,VI,2012-11,77,70,7,22,46,8,1,,2448,2021,0.96,0.96
Virgin Islands,VI,2012-12,81,73,8,22,50,7,1,,2723,2184,0.96,0.96
Virgin Islands,VI,2013-01,82,74,8,21,51,7,1,,2986,2333,0.96,0.96
Virgin Islands,VI,2013-02,82,75,7,20,54,7,1,,3501,2677,0.96,0.96
Virgin Islands,VI,2013-03,83,74,9,23,53,6,1,,2914,2200,0.96,0.96
Virgin Islands,VI,2013-04,80,74,6,23,50,6,1,,3066,1975,1,1
Virgin Islands,VI,2013-05,78,70,8,20,52,6,1,,2218,2131,1,1
Virgin Islands,VI,2013-06,87,79,8,26,55,7,1,,2216,2043,1,1
Virgin Islands,VI,2013-07,90,81,9,27,56,6,1,,2359,2227,1,1
Virgin Islands,VI,2013-08,89,80,9,30,55,7,2,,2704,2554,1,1
Virgin Islands,VI,2013-09,89,82,7,31,56,7,1,,2386,2208,1,1
Virgin Islands,VI,2013-10,93,86,6,31,61,6,1,,2428,2222,1,1
Virgin Islands,VI,2013-11,88,82,6,31,56,5,1,,1772,1698,1,1
Virgin Islands,VI,2013-12,90,82,8,32,57,6,2,,1843,1782,1,1
Virgin Islands,VI,2014-01,92,83,9,30,62,7,2,,2201,2118,1,1
Virgin Islands,VI,2014-02,89,81,8,31,58,7,2,,1726,1651,1,1
Virgin Islands,VI,2014-03,95,83,10,33,62,6,3,,2316,2137,1,1
Virgin Islands,VI,2014-04,96,86,9,32,64,8,2,,3919,3326,1,1
Vermont,VT,2008,,,,,,,,0.04,,,,
Vermont,VT,2009,,,,,,,,0.11,,,,
Vermont,VT,2010,,,,,,,,0.28,,,,
Vermont,VT,2011,,,,,,,,0.46,,,,
Vermont,VT,2012,,,,,,,,0.61,,,,
