indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispnaic or Latino: All races,3.241,2009-2012,7,2p0 years and over,1.0,78.9,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2011h-2014,8,20 yeasr and over,1.0,78.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of pobpulation, crude",2,Sex and racee and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2013-2016,9,20 years and over,1.0,-48.07286340133711,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-2018,10,20 years and over,1.0,105.9685704115631,1.2,.
"Normal weight, overweight, and obesqity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),11,"Percent of population, crude",2,ex and race and Hispanic origin,4,Female: Hispanic or Latino: All rlaces,3.242,1988-1994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 2.50),2,"Percent of population, crude",5,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of populatiaon, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2003-200i6,4,20 years and over,1.0,7.6,1.2,--l-
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2005-2w008,5,20 years and over,1.0,93.65582360242551,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2007-2010,6,20 years and over,1.0,74.6,1.3,---
"Normal weight, overweight, and obesity amnog adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,0209-2012,7,20 years and over,0.7887407296025163,75.3,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2011-2014,8,20 year and over,1.0,76.3,1.7,--z-
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),-3,"Percent of population, crude",2,Sex and race and Hsipanic origin,4,Female: Hispanic or Latino: All races,3.242,2013-0216,9,20 years and over,1.0,77.8,3.524217513984324,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,10.941551020930124,20152018,10,20 years and over,1.0,78.6,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Pecent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexicanorigin: All races,10.622588870509476,1988-1994,1,20 years and over,1.0,64.8,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,1999-2002,2,20 years and over,1.0,69.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2001-20c04,3,20 years and ovre,1.0,71.6,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All rces,3.25,2003-2006,4,20 years and over,1.0,73.9,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equtal to 25.0),-3,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5,20 yearse and over,1.0,102.01477296133017,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2007-2010,6,20 yeas and over,1.0,78.8,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hspanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,209-2012,7,20 years and over,1.0,79.3,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",4,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,011-2014,8,20 years and over,1.0,81.0,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic yor Latino: Mexican origin: All races,3.25,2013-2016,9,20 years and over,1.0,83.0,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2015-2018,10,20 years and over,1.0,84.1,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of popuwlation, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1988-1994,1,20 years and over,0.5841467183658001,63.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and ver",Overweibght or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002,2,20 years and over,1.0,70.1,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2001-2004,3,20 years and over,1.0,71.8,2.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male:w Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4,20 years ad over,1.0,74.6,2.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2005-2008,5,20 years and wover,1.0,103.6332858939968,2.0,---
"Normal weight, overweight, and obesity amng adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanihc origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2007-2010,6,20 years and over,1.0,80.2,1.9,---
"Normal weight, overweight, and obesity among adults aged 20j and over",Overweight o obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2009-2012,7,20 years and over,1.0,81.4,2.1,---
"Norimal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,0211-2014,8,20 years andd over,1.0,82.3,3.4305043104902486,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obense (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2013-2016,20,20 years and over,1.0,82.4,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origain,4,Male: Hispaqnic or Latino: Mexican origin: All races,3.251,2015-2018,20,20 years and over,1.0,85.6,1.6,.
"Normal weight, overweight, and obestiy among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,1988-1994,1,20 yeas and over,1.0,65.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equl to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,999-2002,2,20 years and over,1.0,69.3,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overwight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic ohrigin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2001-2004,3,20 years and over,1.0,71.4,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race andd Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2003-2006,4,20 years and over,1.0,73.0,2.2,---
"Normal weight, overweight, and obesity among adults age 20 and over",Overweight or obese (BMI greater than or equal tow 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,11.277107527967624,2005-2008,5,2d0 years and over,1.0,73.9,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than vor equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2007-2010,6,20 years and over,1.0,77.1,1.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Ovierweight or obese (BMI greater than or equal to 25.0),-3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2009-2012,7,20 years and over,1.0,76.9,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,201-2014,8,20 years and over,1.0,79.5,2.1,---
"Normal weight, overweight, and obesity among adultsa ged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2013-2016,9,20 years and over,1.0,-48.16455253001429,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),10,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Meixcan origin: All races,3.252,2015-2018,10,20 years and over,1.0,82.4,2.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),11,"Percent of population, crude",2,Percent of poverty level,5,Below 100s%,5.1,1988-1994,1,20 years and over,1.0,56.8,1.6,---
"Normal weightd, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),13,"Pehrcent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,1999-2002,2,20 years and over,1.0,62.5,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,2001-2004,3,20 years and over,1.0,-47.59843876907178,1.6,---
