OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
252,CT5200-00_03,2010,Quinnipiac River-03,"From Hanover Pond inlet (at Oregon Road crossing, DS enr of Quinnipiac Gorge), Meriden, US (through Gorge) to Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)).",1.29,01100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,6829.24606618401
253,CT5200-00_04,2010,Quinnipiac River-04,"From Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)), US to confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF).",4.78,01100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,25224.0194443386
254,CT5200-00_05,2010,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32,01100004,Not Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,43945.1178106421
255,CT5200-00_06,2010,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",3,01100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,15816.1134259207
256,CT5200-00_07,2010,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.5,01100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18471.8322641152
257,CT5200-02_01,2010,Patton Brook-01,"From mouth at confluence with Quinnipiac River (just DS of River Road crossing), US to headwaters at unnamed pond (US of confluence with Mill Pond tributary, just US of Malcein Drive crossing), Southington.",2.84,01100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14984.1791724679
258,CT5200-07_01,2010,Honeypot Brook-01,"Mouth at confluence with Quinnipiac River, (US of Blacks Road crossing), US to headwaters, US of Wiese Road crossing (near Route 70), Cheshire.",4.95,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,26134.9524643858
259,CT5200-23_01,2010,Hemingway Creek-01,"From saltwater limit (200m DS of Quinipiac Avenue crossing, just DS of RailRoad crossing), New Haven, US to Golf Pond outlet dam, East Haven.",0.74,01100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3890.78930994741
260,CT5201-00_01,2010,Eightmile River (Southington)-01,"From mouth at confluence with Quinnipiac River (DS of West Main Street crossing and just DS of RailRoad crossing), US to Grannis Pond outlet dam (just US of Churchhill Street crossing), Southington.",3.39,01100004,Fully Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,17899.9726728294
261,CT6904-00_01,2010,West Branch Naugatuck River-01,"From mouth at confluence with East Branch Naugatuck River, above Naugatuck River (US of East Albert Street crossing), US to Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, Torrington.",0.97,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5114.84159191892
262,CT4100-00_02,2010,Stony Brook (Suffield)-02,"From confluence with Muddy Brook (at railroad crossing), US (paralell with airport) to DeGrayes Brook confluence, Suffield.",4.9,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,25853.0846755451
263,CT4100-00_03,2010,Stony Brook (Suffield)-03,"From confluence with DeGrayes Brook (just northwest of airport), US to headwaters (the confluence of Rocky Gutter Brook and Rattlesnake Brook), Suffield.",4.27,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22523.7559055174
264,CT4101-00_01,2010,Muddy Brook (Suffield)-01,"From mouth at Stony Brook, Suffield, US to confluence with Philo Brook.",2.23,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,11779.0472985106
265,CT4101-00_02,2010,Muddy Brook (Suffield)-02,From confluence with Philo Brook US to headwaters (confluence of Still Brook and Spears Brook).,7.45,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,39349.3949170599
266,CT4200-00_01,2010,Scantic River-01,"From mouth at Connecticut River, US to confluence with Broad Brook, East  Windsor.",9.38,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,49507.6823549018
267,CT4200-00_02,2010,Scantic River-02,"From confluence with Broad Brook, East Windsor, US to Somersville Pond outlet, Somers (passes Somers WPCF at upper end below lake).",13.56,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,71575.9101604966
268,CT4200-00_03,2010,Scantic River-03,"From Somersville Pond inlet, Somers, US to MA border.",6.05,01080205,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,31943.3713145814
269,CT5201-00_02,2010,Eightmile River (Southington)-02,"From Grannis Pond inlet (just DS of Welch Road crossing), Southington, US to headwaters at Bristol Fish & Game Club Pond outlet dam, Wolcott.",2.37,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12514.6454378742
270,CT7200-26_01,2010,Poplar Plains Brook (Westport)-01,"From mouth at confluence with Saugatuck River (Lee Pond section, just DS of Route 15 crossing), US to confluence with unnamed tributary US of Route 33 (Wilton Road) crossing (outlet for Keenes Pond), Westport.",0.5,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2647.03655494348
271,CT7203-00-trib_01,2010,"Unnamed tributary, West Branch Saugatuck River (Weston)-01","From mouth at confluence with West Branch Saugatuck River (DS Route 53 (Newtown Turnpike) crossing), US to unnamed pond outlet (US Birch Hill Road crossing), Weston.",0.39,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2042.00964679595
272,CT4319-00_01b,2010,"Salmon Brook, West Branch (Granby)-01b","From confluence with Bissell Brook (US of Route 10/202 crossing), US to headwaters (just US of Route 179 (South Road) crossing), Hartland.",11.29,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,59607.8825604352
273,CT6902-00_01,2010,Hart Brook-01,"From mouth at confluence with Hall Meadow Brook, above West Branch Naugatuck River (just US of Norfolk Road (Route 272) crossing), US to Reuben Hart Reservoir outlet dam, Torrington.",0.64,01100005,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,3397.75627762431
274,CT6903-02_01,2010,Lovers Lane Brook-01,"From mouth at confluence with Nickel Mine Brook (just DS of Goshen Road (Route 4) crossing), US to headwaters (marsh US of Weed Road crossing), Torrington.",2.89,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,15236.4857643043
275,CT4602-00_01,2010,Willow Brook (New Britain)-01,"From mouth at Mattabasset River, US to outlet of conduit under Buell Street, near intersection with Route 71A (Kensington Ave, east of Hart Park), New Britain.",3.43,01080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18125.5332190203
276,CT4602-00_02,2010,Willow Brook (New Britain)-02,"From outlet of conduit under Buell Street, near intersection with Route 71A (Kensington Ave) (east of Hart Park), New Britain, US to Shuttle Meadow Reservoir (flows through 2 conduits).",2.6,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13735.6911101145
277,CT5203-00_01,2010,Misery Brook-01,"From mouth at Quinnipiac River (just DS of Meriden Waterbury Turnpike (Route 322) crossing), Cheshire/Southington border, US to Slopers Pond outlet dam( just US of East Street crossing), Southington.",4.23,01100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22326.893468374
278,CT5203-00_02,2010,Misery Brook-02,"From inlet to Slopers Pond (just DS of Kensington Road (Route 364) crossing, US to Smith Pond outlet dam (just US of Andrews Street crossing), Southington.",0.79,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4179.38065725227
279,CT5205-00_01,2010,Sodom Brook-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river), US to headwaters (just US of second Hicks Avenue crossing, due to river changing direction), Meriden.",4.16,01100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,21970.0195778139
280,CT5206-00_01,2010,Harbor Brook (Meriden)-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river, DS of Bradley Avenue crossing), US to exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), Meriden.",2.02,01100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10666.6744961504
281,CT5206-00_02,2010,Harbor Brook (Meriden)-02,"From exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), US to culvert entrance (just US of Fire Station, and US of Mill Street crossing), Meriden.",0.4,01100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2125.94851639144
282,CT5208-00_01,2010,Muddy River (North Haven)-01,"From mouth at confluence with Quinnipiac River (saltwater limit, just DS of RailRoad crossing on west side of I91, south of Sackett Point Road), US to Muddy River Pond outlet dam, North Haven.",0.68,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3577.84130713079
283,CT5208-00_02a,2010,Muddy River (North Haven)-02a,"From Muddy River Pond inlet (east side of I91), North Haven, US to confluence with unnnamed tributary (outlet for Tamarac Swamp),  just DS of Tyler Mill Road crossing, Wallingford.",8.1,01100004,Insufficient Information,Not Assessed,Fully Supporting,Not Assessed,42749.9873035504
284,CT5208-00_02b,2010,Muddy River (Wallingford)-02b,"From confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford, US to  MacKenzie Reservoir outlet dam (US of Northford Road crossing), Wallingford.",1.81,01100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9558.20237312987
285,CT5208-00_03,2010,Muddy River (Wallingford)-03,"From MacKenzie Reservoir inlet (northeastern portion, just DS of Scard Road crossing), US to Spring Lake outlet dam (US of Durham Road crossing, east of I91), Wallingford.",1.98,01100004,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,10451.5859698913
286,CT5208-00_04,2010,Muddy Brook (Wallingford)-04,"From Spring Lake outlet dam (US of Durham Road crossing, east of I91), US to Church Street (Route 68) crossing (just US of Killam Pond, and east of exit 15, I91), Wallingford. Segment includes Spring Lake.",0.86,01100004,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,4525.9321763087
287,CT5302-00_02,2010,Mill River (Hamden/Cheshire)-02,"From inlet to Lake Whitney (east side of Route 15, just DS of Connolly Parkway crossing), Hamden, US to Cook Hill Road crossing, Cheshire.",9.06,01100004,Insufficient Information,Not Supporting,Fully Supporting,Not Assessed,47822.2860236885
288,CT5302-00_03,2010,Mill River (Cheshire)-03,"From Cook Hill Road crossing, Cheshire, US to headwaters (US of Williamsburg Drive crossing).",3.09,01100004,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,16338.0180067492
289,CT4703-00_01,2010,Meadow Brook (Colchester)-01,"From mouth at confluence with jeremy River (parallel to Route 2, US of Prospect Hill Road crossing), US to Lincoln Lake outlet dam on Levy Pond (just US of Levy Road crossing), Colchester.",3.07,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,16210.889281664
290,CT4703-00_02,2010,Meadow Brook (Colchester)-02,"From INLET to Levy Pond (just DS of Middletown Road (Route 16) crossing), US to HW at confluence of Cabin Brook and Nelkin Brook (adjacent  to Lakeview Court), Colchester.",0.81,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4299.56970305997
291,CT4707-02_01,2010,French Brook (Bolton)-01,"From mouth at confluence with Blackledge River (segment-01) DS of French Road crossing, US to Tinker Pond outlet Dam (US of Tinker Pond Road crossing), Bolton.",1,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5257.65574239536
292,CT4801-00_01,2010,Harris Brook (Salem)-01,"From mouth at East Branch Eightmile River (just DS of Old Farm Road crossing), US to Salter Farm Pond outlet dam on Byron Clark Pond (just US of Salter Road crossing), Salem.",1.19,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6270.34882254913
293,CT4308-18_01,2010,Ratlum Brook (New Hartford)-01,"From mouth at confluence with East Branch Farmington River (just DS of Farmington River Turnpike crossing), US to Sholom Pond outlet dam (parallel to Ratlum Road), New Hartford.",0.28,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1501.14592526992
294,CT4309-00_01,2010,Cherry Brook (Canton)-01,"From mouth at confluence with Farmington River (just DS of Albany Turnpike (Route 44) crossing), US to Barbourtown Road crossing, Canton.",2.05,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10833.4701437227
295,CT4312-00_01,2010,Roaring Brook (Farmington)-01,"From mouth at confluence with Farmington River (just DS of Farmington Avenue (Route 4) crossing), Farmington, US to Paparrazzo Dam outlet (just US of Mallard Drive crossing), Avon.",1.17,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6192.95858842989
296,CT4312-00_02,2010,Roaring Brook (Avon)-02,"From Bellosquardo Pond INLET (US of Hollister Drive crossing at dam), US to Secret Lake outlet dam (US of Parkview Drive crossing), Avon.",2.69,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14220.9056077201
297,CT4312-00_03,2010,Roaring Brook (Canton)-03,"From Secret Lake INLET (at Avon/Canton town line), US to HW (US of Dry Bridge Road crossing, and parallel to Gracey Road), Canton.",2.26,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11956.2985747297
