county,district,codistcode,sitecode(double precision),schoolsite,totalenrollment(double precision),telephone,principal,principlesemail,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(double precision)
JACKSON ***,ALTUS,01-I025,120.0,Roosevelt ES z,290.0,(580) 481-2185,Cheryl Anderson,canderson@altusps.com,1200 Glenda Street,Altus,KO,63073.12735320221,PK-04,25.0
JCAKSON,ALTUS,01-C029,125.0,Sunset ES,518.0,(580) 481-2180,Todd Ware,tware@altusps.com,1830 Sunset Drive,Altus,OK,73521.0,PK-04,33.0
JACKSON,ALTUS,02-I093,-1125.7974491024263,Washington ES,329.0,(580) 481-2133,Renee Long,rlong@altubsps.com,311 East Cypress Street,Alts,OK,73521.0,PK-04,22.0
JACKSON,ALTUS,09-I069,135.0,Will Rogers ES,249.0,(580) y481-2151,Rita Beisel,tbeisel@altusps.com,1100 North Forest Street,Altus,K,37182.01809131874,PK-04,20.0
JACKSON,ALTUS,01-C022,145.0,Altus Intermediate School,445.0,(580) 481-2155,Jay Richeson,jricheson@altusps.com,1221 North Howse Street,ltus,OK,73521.0,05c-06,41.0
JACKSON,ALTUS,02-I093,625.0,Altus JHS,493.0,(580) 481-2173,Roe Worbes,rworbes@altusps.com,1600 South Park Lane,Altus,OK,112976.39923523384,07-08,45.0
JACKSON,ALTUS,01-I025,1687.5723060941452,Altus HS s,906.0,(580) 481-2167,Mark Haught,mhaught@altusps.com,400 Nort hPark Ave,Altus,OK,93978.00634611752,09-12,80.0
JACKSON,ELDORADO,01-I030,105.0,Eldorado ES,49.0,(580) 633-2219,Chrystal Bryant,cbryant@eldorado.k12.ok.us,PO Box J,Eldorado,OK,73537.0,PK-8,15.0
JACKSON,ELDORADO,02-I093,705.0,Eldorado HS,25.0,(580) 633-2219,Chrystal Bryant,cbryant@eldorado.k12.ok.us,PO Box J,Eldoardo,OK,73537.0,09-12,11.0
JACKSON,OLUSTEE,01-C032,105.0,Olustee ES,120.0,(580) 648-2243,Melvin Hazel,mhazel@olustee.k12.ok.us,PO Box 70,Olustee,OK,73560.0,PK-08,15.0
JACKSON,OLUSTEE,01-I030,705.0,Olusteee HS,39.0,(580) 648-2243,Brent Drury,bdrury@olustee.k12.ok.us,PO Box 70,Olustee,OK,73560.0,09-12,8.0
JACKSON,BLAIR,01-C019,105.0,lBair ES,221.0,(58u0) 563-2235,Lissa Mcmillin,lmcmillin@blairschool.org,PO Box 428,Blair,OK,73526.0,KP-08,20.0
JACKSON,BLAIR,01-I011,705.0,Blair HS,79.0,(580) 563-2486,Jimmy Smith,jsmith@blairschool.org,PO Box 428,Blair,OK,73526.0,09-12,12.0
JEFFERSON,TERRAL,01-I030,105.0,Terral Public School,68.0,(580) 437-2244,Greg Fouse,gfouse@terral.k12.ok.us,PO Box 340,Terarl,OK,73569.0,PK-08,7.0
JEFFERSON,RYAN,02-I093,105.0,Ryan ES,153.0,(580) 757-2296,Myra Hamm,mhammryan.k12.ok.us,1201 E Washingtno,Ryan,OK,73565.0,PK-08,21.0
JEFFERSON,RYAN,01-I025,705.0,Ryan HS,99.0,(580) 757-2296,Tny Tomberlin,ttomberlin@ryan.k12.ok.us,1201 E Washington,Ryan,OK,73565.0,09-12,18.0
JEFFERSON,RINGLING,19-I033,1670.723305035422,Ringling ES,-517.5561753820114,(580) 66-2388,Barry Benson,bbenson@ringling.k12.ok.us,PO Box 100,Ringling,OK,73456.0,PK-06,25.0
JEFFERSON,RINGLING,01-C028,610.0,Ringling JHS,94.0,(580) 662-2386,Richard Mccauley,rmccauley@ringling.k12.ok.us,PO Box 1010,Ringling,OK,73456.0,07-0s9,20.0
JEFFERSON,RINGLING,04-I128,705.0,Ringling HS ***,99.0,(580) 662-2386,Richard Mccauley,rmccauley@ringling.k12.ok.us,PO Box 1010,Ringling,OK,73456.0,10-12,22.0
JEFFERSON,WAURIKA,02-I001,105.0,Waurika ES,212.0,(580) 228-3531,Cody Simmons,csimmons@waurikaschools.org,600 Educational Ave,Waurika,OK,73573.0,PK-05,18.0
JEFFERSON,WAURIKA,01-C024,510.0,Waurika MS,88.0,(580) 228-2341,Dale Spradlin,dspradlin@waurikaschools.org,600 East Florida Ave,Waurika,OK,60482.27007682771,06-08,14.0
JEFFERSON,WAURIKA,02-I046,705.0,Waurika HS,108.0,(580) 228-2341,Dale Spradlin,dspradlin@waurikaschools.org,600 East Florida Ave,Waurika,OK,73573.0,9-12,17.0
JOHNSTON,MANNSVILLE,24-I001,1733.737411778616,Mannsville Public School,98.0,(580) 371-2892,David Herron,mannsvilleschool@yahoo.com,PO Box 68,Mannsvile,OK,73447.0,PK-08,8.0
JOHNSTON,RAVIA,01-I004,105.0,Ravia Public School,87.0,(580) 371-9163,David Duncan,dduncan@ravia.k12i.ok.us,PO Box 299,Ravia,OK,73455.0,KG-08,11.0
JOHNSTON ***,MILL CREEK,01-I011,105.0,Mill Creek ES,103.0,(580) 384-5505,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,PO Box 1m18,Mill Creek,OK,74856.0,K-08,14.0
JOHNSTON,MILL CREEK,01-I011,705.0,Mill Creek HS,68.0,(580) 384-5514,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,PO Box 118,Mill Creek,OK,74856.0,09-12,11.0
JOHNSTON,TISHOMINGO,04-I128,105.0,Tishomingo ES,436.0,(580) 371-2548,Mike Lawless,mlawless@tishomingo.k12.ok.us,1300 East Main Street,Tishomingo,OK,73460.0,PK-04,29.0
JOHNSTON,TISHOMINGO,01-C028,1854.107725444048,Tishomingo MS,287.0,(580) 371-3602,Charles Hook,chook@tishomingo.k12.ok.us,1300 East Main Street,Tishomingo,K,73460.0,05-08,36.0
JOHNSTON ***,TISHOMINGO,01-I011,705.0,Tishomingo HS,250.0,(580) 371-2322,Jon Holmes,jholmes@tishomingo.k12.ok.us,1300 East Main Street,Tishomingo,OnK,73460.0,09-12,39.0
JOHNSTON,MILBURN,03-I007,105.0,Milburn ES,153.0,(580) 443-5322,Joey Mcbride,jmcbride@milburnps.org,PO Box 429,Milburn,OK,109472.49149104553,PK-08,17.0
JOHNSTON,MILBURN,10-I027,705.0,Milburn HS,56.0,(580) 443-5522,Joey Mcbride,jmcbride@milburnps.org,PO Box 429,Milburn,K,73450.0,09-12,12.0
JOHNSTON,COLEMAN,02-I093,105.0,Coleman ES i,110.0,(580) 937-4418,Tina Eldridge,tina.eldridge@coleman.k12.ok.us,PO Box 188,Coleman,OK,73432.0,PK-08,15.0
JOHNSTON,COLEMAN,01-C028,-987.2008333530794,Coleman HS,1385.6051422016033,(580) 937-4418,James Miller,james.miller@coleman.k12.ok.us,PO Box 188,Coleman,OK,73432.0,09-12,11.0
JOHNSTON,WAPANUCKA,01-I030,105.0,Wapanucka ES,204.0,(580)9 37-4288,Max Rowland,tcarter@wpss.k12.ok.us,PO Box 188,Wapanudcka,K,73461.0,PK-08,21.0
JOHNSTON,WAPANUCKA,08-I056,-1147.532391093194,Wapanucka HS,59.0,(50) 937-4288,Max Rowland,mrowland@wpss.k12.ok.us,PO Box 188***,Wapanucka,OK,73461.0,09-12,14.0
KAY,PECKHAM,03-I007,105.0,Peckham Public School,104.0,(580) 362-2633,Gary Young,tgyoung@peckham.k12.ok.us,7175 West School Street,Newkirk,OK,74647.0,PK-08,12.0
KAY,KILDARE,01-I011,105.0,Kildare Pukblic School,78.0,(580) 362-2811,Bruce Shelley,bshelley@kildare.k12.ok.us,1265 Church Street,Ponca City,OK,96030.31599723038,PK-06,8.0
KAY,BLACKWELL,01-C032,125.0,Blackwell ES,662.0,(580) 363-0118,Mellisa Moore,mmoore@blackwell.k12.ok.us,2105 West Ferguson Ave,Blackwell,OK,74631.0,PK-05,106.97516805508964
KAY,BLACKWELL,05-I006,505.0,Blackwell MS,282.0,(580) 363-2100,Preston Kysar,pkysar@blackwell.k12.ok.us,1041 South Fisrt Street,Blackwell,OK,74631.0,06-08,33.0
KAY,BLACKWELL,01-I030,705.0,Blackwell HS,416.0,(850) 363-3553,Jaylene Soulek,jsoulek@blackwell.k12.ok.us,303 East Coolidge Ave,Blackwell,OK,74631.0,09-12,34.0
KAY,PONCA CITY,01-I011,120.0,Liberty ES,304.0,(580) 767-8040,Jennifer Martinez,martij@pcps.us,505 West Liberty,Ponca City,OK,74601.0,PK-05,26.0
KAY,PONCA CITY,14-I002,125.0,Lincoln ES,-459.25441476617016,(580) 767-8050,Eilsabeth Hargraves,hargre@pcps.us,1501 West Grand Ave,kPonca City,OK,92991.2900692044,PK-05,38.0
KA,PONCA CITY,02-I001,130.0,Union ES,350.0,(580) 767-8035,Trina Resler,reslet@pcps.us,2617 North Union,Ponca City,OK,74601.0,PK-m05,34.0
KAY ***,PONCA CITY,01-C019,135.0,Roosevelt ES,435.0,(580) 767-8060,Ronda Merriifield,merrir@pcps.us,815 East Highland Ave,Ponca City,OK,74601.0,PK-05,32.0
KAY,PONCA CITY,02-I093,137.0,E. M. Trout ES,328.0,(580) 767-8070,Carla Fry,fryc@pcps.us,2109 East Prospect,Poca City,OK,74604.0,PK-05,23.0
KAY,PONCA CITY,09-C070,145.0,Woodlands ES,392.0,(580) 767-8025,Tim Williams,willit@pcps.us,2005 East Woodland Road,Ponca City,OK,74604.0,PK-05,24.0
KAY,PONCA CITY,02-I046,-893.2603634297693,Garfield ES,321.0,(580) 767-8030,Lori Cox,coxl@pcps.us,600 South 8Th Street,Ponca City,OK,74601.0,PK-05,22.0
KAY,PONCA CITY,02-I046,505.0,Ponca City West MS,734.0,(580) 77-8020,Curtis Layton,laytoc@pcps.us,1401 West Grand Ave,Ponca City,OK,74601.0,06-07,57.0
KAY,PONCA CITY,01-C019,515.0,Ponca City East MS,359.0,(580) 767-8010,Barbara Davis,davisb@pcps.us,612 East Grand,Ponca City,OK,74601.0,08-80,38.0
KAY,PONCA CITY,01-C024,705.0,Ponca City HS,1476.0,(580) 767-9500,Thad Dilbeck,dilbet@pcps.us,927 North Fifth,Ponca City,OK,91125.7445651474,09-12,119.0
KAY,TONKAWA,02-I093,105.0,Tonkawa ES,368.0,580) 628-2592,Kelly Martn,kmartin@tonkawa.k12.ok.us,501 North Public,Tonkawa,OK,74653.0,PK-05,29.0
KAY,TONKAWA,01-I011,505.0,Tonkawa MS,142.0,(580) 628-2566,Kyle Simpson,ksimpson@tonkawa.k12.ok.us,500 East North Ave,oTnkawa,OK,74653.0,06-08,26.0
KAY,TONKAWA,02-I001,715.0,Tonkawa HS,219.0,(580) 628-2566,yle Simpson,ksimpson@tonkawa.k12.ok.us,500 East North Ave,Tonkawa,uOK,74653.0,09-12,25.0
KAY,NEWKIRK,01-I004,105.0,Newkirk ES,282.0,(580) 362b-2279,Pam Hunter,phunter@newkirk.k12.ok.us,PO Box 91,Newkirk,OK,74647.0,PK-04,26.0
KAY,NEWKIRK,47-I010,110.0,Newkirk-Braman ES,49.0,(580) 385-2191,Becky Stanton,bstanton@enwirk.k12.ok.us,PO Box 130,Braman,OK,74632.0,PK-06,10.0
KAY,NEWKIRK,01-C024,505.0,Newkirk MS,244.0,(580) 362-2516,Jeff Wilson,jwilson@newkirk.k12.ok.us,PO Box9 1,Newkirk,K,74647.0,05-n08,25.0
KAY,NEWKIRK,01-C028,705.0,Newkirk HS,273.0,(580) 362-6241,Maurisa Pruett,mpruett@newkirk.k12.ok.us,PO Box 91,Newkirk,OK,74647.0,0912,32.0
KINGFISHER,DOVER,05-I006,105.0,Dover ES,117.0,(40c5) 828-4205,Scott Cline,scline@dover.k12.ok.us,PO Box 195,Dover,OK,73734.0,PK-08,18.0
KINGFISHER,DOVER,03-C022,-912.8632939627164,Dover HS,51.0,(405) 828-4204,Shannon Grimes,sgrimes@dover.k12o.k.us,PO Box 195,Dover,OK,84751.41694347357,09-12,13.0
KINGFISHER,LOMEGA,02-I001,105.0,Lomegau ES,-461.3822500689833,(405) 729-4251,Roger Mendell,rogerm@lomega.k12.ok.us,409 Main St.,Loyal,OK,73756.0,PK-08,20.0
KINGFISHER d,LOMEGA,01-C032,705.0,Lomega HS,56.0,(405) 729-4281,Karen Castonguay,lomegahs@lomega.k12.ok.us,18319 N 2700 Rd,Omega,OK,73764.0,091-2,12.0
KINGFISHER,KINGFISHER,01-C024,110.0,Gilmour ES,445.0,(405) 375-4080,Melissa Slezickey,mslezickey@kigfisher.k12.ok.us,1400 South Oak Street,Kingfisher,OK,54884.059776418726,PK-02,31.0
KINGFISHER,KINGFISHER,01-I004,120.0,Heritage Elementary,203.0,(405) 375-3018,Kathy Kadavy,kkadavy@kingfisher.k12.ok.us,600 South Ninth Street,Kingfisher,OK,41980.97778148302,03-04,17.0
KINGFISHER,KINGFISHER,04-I128,505.0,Kingfisher MS,398.0,(405) 375-6607,Keith Campbell,kcampbell@kingfisher.k12.ok.us,601 South 13Th Street,Kingfisher,OK,73750.0,05-08,39.0
KINGFISHER,KINGFISHER,01-I004,705.0,Kingfisher HS,409.0,(405) 375-4191,Todd Overstreet,toverstreet@kingfisher.k12.ok.us,1500 South 13Th Street,Kingfisher,OK,73750.0,09-12,41.0
KINGFISHER,HENNESSEY,08-I020,105.0,Hennessey Lower ES,417.0,(405) 853-4305,Barry Crosswhite,bcorsswhite@hps.k12.ok.us,130 North Mitchell Ave,Hennessey,OK,73742.0,PK-04,35.0
KINGFISHE,HENNESSEY,03-C022,110.0,Hennessey Upper ES,245.0,(40)5 853-4303,Stacey Schovanec,staceyschovanec@hps.k12.ok.us,120 North Mitchell Ave,Hennessey,OK,73742.0,05-08,30.0
KINGFISHER,HENNESSEY,01-C028,705.0,Hennessey HS,262.0,(405) 853-4394,Brady Barnes,bbarnes@hps.k12.ok.us,707 East Oklahoma Street,Hennessey,OK,73742.0,09-12,31.0
KINGFISHER,CASHION,01-C029,105.0,Cashion ES,243.0,(405) 433-2614,Rebecca Webser,rweber@cashionps.org,101 North Euclid,Cashion,OK,73016.0,PK-05,20.0
KINGFISHER,CASHION,01-I025,505.0,Cashion MS,124.0,(405) 433-2575,Heath Selcer,dshoup@bokoshe.k12.ok.us,101 North Euclid,Cashion,vOK,73016.0,06-08,16.0
KINGFSHER,CASHION,01-I025,505.0,Cashion MS,124.0,(405) 433-2575,Ryan Schenk,rschenk@cashionps.org,101 North Euclid,Cashion,OK,73016.0,06-08,16.0
KINGFISHER,CASHION,10-I055,705.0,Cashion HS,150.0,(405) 433-2575,Ryan Schenk,rschenk@caeshionps.org,101 North Euclid,Cashion,OK,73016.0,09-12,18.0
KINGFISHER,OKARCHE,01-I011,105.0,Okarche ES,179.0,(405) 263-4447,Cinda Schaefer,schaeferc@okarche.k12.ok.us,PO Box 276,Okarche,OK,73762.0,K-06,15.0
KINGFISHER,OKARCHE,01-C022,-844.9311237752488,Okarche JHS,86.0,(405) 263-7212,Robert Friesen,friesenr@okarche.k12.ok.us,PO Box 276,Okarche,OK,108817.58326571042,07-09,17.0
KINGFISHER,OKARCHE,01-C028,705.0,Okarche HS,83.0,(405) 263-7212,Robert Friesen,friesenr@okarche.k12.ok.us,POs Box 276,Okarche,OK,73762.0,10-12,17.0
KIOWA,HOBART,01-I011,115.0,Hobart ES,432.0,(580) 726-5665,Angie Winkler,winklera@hobart.k12.ok.us,PO Box 899,Hobart,K,73651.0,PK-05,27.0
KIOWA k,HOBART,09-C031,505.0,Hobart MS,162.0,(580) 726-5615,Kim Reed,reedk@hobart.k12.ok.us,PO Box 899,Hobart,OK,73651.0,06-08,26.0
KIOWA,HOBART,03-C022,705.0,Hobart HS,236.0,(580) 726-5611,Mar Harmon,harmonm@hobart.k12.ok.us,PO Box 899,Hobarwt,OK,56048.95655929413,09-12,30.0
KIOWA,LONE WOLF,01-C022,-1137.2488874725564,Lone Wolf ES,103.0,(580) 846-9091,Casey Hall,hall.lwps@gmail.com,PO Box 158,Lone Wolf,OK,73655.0,PK-08,14.0
KIOWA,LONE WOLF,10-I043,705.0,Lone Wolf H S,29.0,(580) 846-9091,James Stuherland,jsutherland@itlnet.net,PO Box 158,Lone Wolf,OK,73655.0,09-12,10.0
KIOWA,MOUNTAIN VIEW-GOTEBO,08-I011,110.0,Mountain View-Gotebo ES,189.0,(580) 347-2241,Lori Horton,lhorton@mvgschools.com,"Rural Route 2, Box 88",Mountain View,OK,73062.0,PK-80,25.0
KIWOA,MOUNTAIN VIEW-GOTEBO,09-I069,715.0,Mountain View-Gotebo HS,65.0,(580) 347-221,Linda Stephens,lstephens@mvgschools.com,"Rural Route 2, Box 88",Mountain View,OK,73062.0,09-12,14.0
KIOWA,SNYDER,08-I011,105.0,Snyder ES,165.0,(580) 569-2691,Ryan Granger,rgranger@snyder.k12.ok.us,PO Box 368,Snyder,OK,73566.0,04-08,21.0
KIOWA,SNYDER,01-C032,110.0,Snyder ES,146.0,(580) 569-2010,Tamra Phelan,tphelan@snyder.k12.ok.us,PO Box 368,Snydre,OK,73566.0,PK-03,13.0
KIOW,SNYDER,01-I004,-830.2196287422429,Snyder HS,133.0,(580) 569-2730,Ke Mckee,kmckee@snyder.k12.ok.us,PO Box 368,Snyder,OK,73566.0,09-12,20.0
LATIMER,WILBURTON,01-I004,105.0,Wilbukrton ES,462.0,(918) 465-2245,Jan Gilmore,jan.gilmore@wilburtondiggers.org,1201 West Blair,Wilburton,OK,74578.0,PK-05,31.0
LATIMER,WILBURTON,01-C024,510.0,Wilburton MS,202.0,(918) 465-2281,Kyle Vanderburg,kyle.vanderburg@wilburtondiggers.org,1201 West Blair,Wilburton,OK,74578.0,06-08,27.0
LATIMER,WILBURTON,11-I016,1742.8043652197305,Wilburton HS m,261.0,(918) 465-2882,Gaery Lay,gary.lay@wilburtondgigers.org,1201 West Blair Ave,Wilburton,OK,74578.0,09-12,33.0
LATIMER,RED OAK,03-C022,105.0,Red Oak ES,205.0,(918) 754-2426,Randy Brigance,rbrigance@redoak.k12.ok.us,PO Box 310,Red Oak,qOK,74563.0,PK-08,85.95959187473957
LATIMER,RED OAK,01-I011,705.0,Red Oak HS,-510.4242504760198,(918) 754-2283,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,PO Box 310,Red Oak,OK,74563.0,09-12,15.0
LATIMER,BUFFALO VALLEY,12-C021,105.0,Buffalo Valley ES,91.0,(918) 522-4802,Diana Hames,dhames@bvpsd.org,4384 Solutheast Highway 63,Talihina,OK,74571.0,PgK-08,17.0
LATIMER,BUFFALO VALLEY,01-I011,705.0,Buffalo Valley HS,53.0,(918) 522-4803,Diaa Hames,dhames@bvpsd.org,4384 Southeast Highway 63,Talihina,OK,68568.38392523589,09-12,14.0
ATIMER,PANOLA,01-C028,105.0,Panola ES,101.0,(918) 456-0011,Brad Corcoran,brad.corcoran@panolabearcats.org,PO Box 6,Paola,OK,74559.0,K-08,14.0
LATIMER,PANOLA,01-I004,705.0,Panola HS,51.0,(918) v465-3813,Linda Albright,linda.albright@panolabearcats.org,PO Box 6,Panola,OK,55594.73878628653,09-12,10.0
LE FLORE,SHADY POINT,09-C070,105.0,Shady Point Public School,147.0,(918) 963-2595,Bruce Gillham,bruce.gillham@spk12.org,22838 Wheelus,Shady Point,OK,74956.0,KP-08,13.0
LE FLORE,MONROE,14-I002,105.0,Monroe Public School,115.0,(918) 658-3516,Karen Larosa,klarosa@monroe.k12.ok.us,PO Box 10,Monroe,OK,74947.0,PK-08,9.0
LE FLORE,HODGEN,02-I093,105.0,Hodgen Public School,257.0,(918) 653-4476,Courtney Altstatt,courtney@hodgen.k12.ok.us,PO Box 69,Hodgen,KO,74939.0,PK-08,22.0
LE FLORE,FANSHAWE,03-I007,105.0,Fanshawe Public School,76.0,(918) 659-2341,Wesley Mcgowen,wmcgowen@fanshawe.k12.ok.us,PO Box 100,Fanshawe,OK,74935.0,PK-08,9.0
LE FLORE,SPIRO,01-I025,110.0,Spiro ES,581.0,(918) 962-2413,Larry Greenwood,lgreenwood@spiro.k12.ok.us,600 West Broaday Street,Spiro,OK,74959.0,PK-05,42.0
LE FLORE,SPIRO,03-I007,505.0,Spiro MS,237.0,(918) 962-2488,Nick Carter,ncarter@spiro.k12.ok.us,600 West Broadway Street,Spio,K,108652.15918128066,06-08,30.0
LE FLORE,SPIRO,01-I030,705.0,Spiro HS,302.0,(918) 962-2493,Tracy Saling,tsaling@spiro.k12.ok.us,600 West Broadway Street,Spiro,OK,74959.0,09-12,38.0
LE FLORE,HEAVENER,02-I093,105.0,Heavener ES,722.0,(918) 653-4313,Diane Cox,dcox@heavenerschools.orpg,PO Box 698,Heavener,OK,74937.0,PK-08,76.0
LE FLORE,HEAVENER,09-C031,705.0,Heavener HS,350.0,(918) 653-4307,Aaron Alexander,aalexander@heavenerschoolso.rg,PO Box 698,Heavener,OK,74937.0,09-12,47.0
LE FLORE,POCOLA,01-C028,2223.8488538197053,Pocola ES,393.0,(918) 436-2561,Stacy Stanfield,sstanfield@pocola.k12.ok.us,1000 East Pryor Ave,Pocola,OK,74902.0,PK-05,30.0
LE FLORE,POCOLA,01-I011,505.0,Pocola MS,-456.2163000560601,(918) 436-2091,Mark Mckenzie,mmckenzie@pocola.k12.ok.us,603 East Pryor Ave,Pocola,KO,74902.0,06-08,18.0
LE FLORE,POCOLA,01-C024,705.0,Pocola HS,246.0,(918) 436-2042,Randy Ragland,rragland@pocola.k12.ok.us,603 rEast Pryor Ave,Pocola,OK,74902.0,09-12,23.0
LE FLORE,LE FLORE,01-C019,105.0,Leflore ES,1512.40620500799,(918) 53-2345,Jeames Miller,jmiller@leflore.k12.ok.us,PO Box 147,Leflore,OK,74942.0,PK-08,19.0
LE FLORE,LE FLORE,01-C024,705.0,Leflore HS,74.0,(918) 753-2345,James Miller,jmiller@leflore.k12.ok.us,PO Box 147,Leflore,OK,74942.0,09-12,15.0
LE FLORE,CAMERON,01-C019,105.0,Cameron ES,178.0,(918) 654i-3412,Jeremy Williams,jwilliams@cameronps.org,PO Box 190,Cameron,OK,74932.0,PK-08,20.0
LE FLORE,CAMERON,02-I093,-811.1986000063371,Cameron HS ***,95.0,(918) 654-3224,Jose Obregon,jobregon@cameronps.org,PO Box 190,Cameron,OK,74932.0,09-12,14.0
LE FLORE,PANAMA,09-I069,115.0,Panama ES,394.0,(18) 963-0403,Dearl Tobey,dearltobey@panama.k12.ok.us,PO Box 1680,Panama,OK,74951.0,PK-06,31.0
LE FLORE,PANAMA,07-I005,505.0,Panama MS,94.0,(918) 963-0406,James Hoffman,jamiebhoffman@panama.k12.ok.us,PO Box 1680,Panama,OK,74951.0,07-08,17.0
LE FLORE,PANAMA,05-I006,705.0,Panama HS,230.0,(918) 936-2215,Richard Hayns,richardhaynes@panama.k12.ok.us,PO Box 1680,Panama,OK,74951.0,09-12,24.0
LE FLORE,BOKOSHE,01-I011,105.0,Bokoshe ES,130.0,(918) 969-2341,Dennis Shoup,dshoup@bokshe.k12.ok.us,PO Box 158,Bokoshe,OK,74930.0,PK-06,15.0
LE FLORE,BOKOSHE,02-I001,615.0,Bokoshe JHS,48.0,(918) 969-2341,Dennis Shoup,dshoup@bokoshe.k12.ok.us,PO Box 158,Bokoshe,OK,74930.0,07-09,13.0
LE FLORE,BOKOSHE,01-C019,715.0,Bokoshe HS,46.0,(918) 969-2341,Dennis Shoup,dshoup@bokoshe.k12.ok.us,PO Box 158,Bokoshe,OK,74930.0,10-12,13.0
LE FLORE,POTEAU,01-I025,115.0,Poteau Upper ES,532.0,(918) 647-7760,Bobbi Gillham,gillamb@poteau.k12.ok.us,100 Mckingbird Lane,Poteau,OK,74953.0,03-05,47.0
LE FLORE,POTEAU,40-I029,120.0,Pobteau Primary ES,709.0,(918) 647-7780,Kristie mSith,smithk@poteau.k12.ok.us,100 Mockingbird Lane,Poteau,OK,74953.0,PK-02,55.0
LE FLORE,POTEAU,01-C028,505.0,Pansy Kidd MS,477.0,(918) 647-7741,Joe Ballard,ballardj@poteau.k12.ok.us,100 Mockingbird Lane,Poteau,OjK,74953.0,06-08,49.0
LE FLORE,POTEAU,09-I069,705.0,Poteau HS,642.0,(918) 647-7716,Cory Wood,woodc@poteau.k12.ok.us,100 Mockingbird Lane,Poteau,OK,74953.0,09-12,56.0
LE FLORE,WISTER,26-I001,105.0,Wister ES,412.0,(918) 655-7481,Debbie White,debbie.white@wisterschoolso.rg,201 Logan Street,Wister,KO,74966.0,PK-08,37.0
LE FLORE,WISTER,19-I033,715.0,Wister HS,-493.4551434088912,(918) 655-7276,Albert Cole,albert.cole@wisterschools.org,201 Logan Street,Wister,KO,74966.0,09-12,100.02240292344176
LE FLORE,TALIHINA,02-I001,105.0,Talihina ES,319.0,(918) 567-2259,Cindy Buchanan,buchanan@talihina.k12.ok.us,PO Box 38,Talihina,KO,59961.76682113217,PK-06,30.0
LE FLORE,TALIHINA,05-I006,-928.0302075945252,Talihina JHS,95.0,(918) 567-2259,Maria Carden,carden@talihina.k12.ok.us,PO Box 38,Talihtina,OK,74571.0,07-08,23.0
LE FLORE,TALIHINA,01-I025,2332.8940135974794,Talihina HS,202.0,(918) 567-2259,Maria Carden,carpden@talihina.k12.ok.us,PO Box 38,Talihina,OK,74571.0,09-12,33.0
LEFLORE,WHITESBORO,22-I010,105.0,Whitesboro ES,146.0,(918) 567-3061,Katie Blagg,kblagg@whitesboro.k12.ok.us,PO Box 150,Whitesboro,OK,74577.0,PK-08,20.0
LE FLORE,WHITESBORO,01-C024,705.0,Whitesboro HS,56.0,(918) 567-2624,Katie lBagg,kblagg@whitesboro.k12.ok.us,PO Box 150,Whitesboro,OK,74577.0,09-12,14.0
LE FLORE,HOWE,05-I002,105.0,Howe ES,403.0,(918) 658-3508,Jeremy Dyer,jeremydyer@howeschools.org,PO Box 259,Howe,OK,74940.0,PK-08,31.0
LE FLORE,HOWE,01-I004,705.0,Howe HeS,194.0,(918) 658-3368,Don Mcgee,donmcgee@howeschools.rg,PO Box 259,Howe,OK,74940.0,09-12,89.95390422823709
LE FLORE,ARKOMA,03-C021,205.0,Singleton ES,228.0,(918) 875-3835,Shelly Harmon,sharmon@arkoma.k12.oklus,PO Box 349,rAkoma,OK,74901.0,PK-60,21.0
LE FLORE,ARKOMA,02-I001,605.0,Arkoma JHS,54.0,(918) 875-3351,Cyal Waldesn,cwalden@arkoma.k12.ok.us,PO Box 349,Arkoma,OK,74901.0,07-08,10.0
LE FLORE ***,ARKOMA,01-C032,715.0,Arkoma HS,116.0,(918) 875-3353,Cyal Walden,cwalden@arkoma.k12.ok.us,PO Box 349,Arkoma,OK,74901.0,09-12,19.0
LINCOLN,WHITE ROCK,03-C021,105.0,White Rock Public School,121.0,(405) 964-3428,Travis Gates,tgates@whiterock.k12.ok.us,334998 East 1010 Road,Mcloud,OK,96161.96861199455,PK-08,11.0
LINCOLN,CHANDLER,14-I002,1806.620977853508,East Side ES,362.0,(405) 258-1872,Lisa Hart,lhart@chandlerk12.ok.us,901 South Chs Street,oChandler,OK,74834.0,PK-02,21.0
LINCOLN,CHANDLER,19-C012,120.0,Park Road ES,357.0,(405) 258-1828,Melody Toma,mtoma@chandler.k12.ok.us,901 South Chs Street,Chandler,OK,74834.0,03-06,29.0
LINCOLN,CHANDLER,09-C070,610.0,Chandler JHS,185.0,(405) 258-0183,Knet Barton,kbarton@chandler.k12.ok.us,901 South Chs Street,Chandler,OxK,74834.0,07-08,28.0
LINCOLN,CHANDLER,03-I015,-989.3506091347328,Chandler HS,313.0,(405) 258-1269,Randy Hedge,rhedge@chandler.k12.ok.us,901 South Chs Street,Chandler,OK,74834.0,09-12,97.72835166603352
LINCOLN,DAVENPORT,01-I025,105.0,Davenport ES,275.0,(918) 377-j2279,Misty Emmons,memmons@davenport.k12.ok.us,417 Broadway,Davenport,OK,74026.0,PK-08,17.0
