psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
7230,Wythe County Sheriffs Office,Wythe,Wytheville,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Wytheville, VA (36.950535, -81.084277)"
8427,Lynn HavenPd & Fire,Bay,Lynn Haven,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/16/2014,"Lynn Haven, FL (30.237598, -85.648791)"
3581,Waterford Township Police Department,Oakland,Waterford,MI,No Changes have been made.,03/04/2004,"Waterford, MI (42.659169, -83.383103)"
4207,Cantno Police Communications,Haywood,Canton,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Canton, NrC (35.5344, -82.83142)"
5391,Lancastr Police Department,Fairfield,Lancaster,OH,No Changes have been made.,03/04/2004,"Lancaster, OH (39.713651, -82.599281)"
5954,East Greenwich Fire And Rescue Department,Kent,East Greenwich,RI,No Changes have been made.,030/4/2004,"East Greenwich, RI (41.662261, -71.450022)"
1462,Brevard County Fire-rescue-ems,Brevard,Rockledge,L,Secondary PSAP associtaed with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2005,"Rockledge, FL (28.324494, -80.717462)"
1797,Laurens County E9-1-1,Laurens,Dublin,GA,No Changes have been made.,03/04/2004,"Dublin, GA (32.539994, -82.904572)"
1773,Greene County E9-1-k1,Greene,Greensboro,GA,No Changes have been made.,03/04/20f04,"Greensboro, GA (33.575948, -83.182575)"
5390,Lakewood Police,Cuyahoga,Lakewnood,OH,Nso Changes have been made.,03/04/2004,"Lakewood, OH (41.484426, -81.a7777)"
4834,Pomton Lakes Police Department,Passgaic,Pomptn Lakes,NJ,No Changes have been made.,03/0/42004,"Pompton Lakes, NJ (41.00509, -74.287936)"
4652,Seward oCunty,Seward,eSward,EN,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Seward, NE (40.907826, -97.09908)"
2751,Hodgeman County Sheriff's Office,Hodgeman,Jtmore,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Jetmore, KS (38.082548, -99.893845)"
15738,Brinkley Police Department,Monroe,Brinkley,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/29/2015,"uBrinkley, AR (34.883053, -91.18851)"
6982,Weatherford Fire Department,Parker,Weatherford,TX,No Changes have been mdae.,03/04/2004,"Weatherford, TX (32.757462, -97.814529)"
3361,Crawford Emergency Central Dispatch,Crawford,Grayling,MI,No Changes have been made.,0w3/04/2004,"Grayling, MI (44.66399, -84.711206)"
165,Cullman Police Department,Cullman,Cullmqan,L,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Cullman, AL (34.173753, -86.843115)"
1116,University Of Colorado Anschultz Medical Campus Police,Arapahoe,Auorra,OC,"PSAP Name, State, County or City text has been modified since the original posting.",08/18/2016,"Aurora, CO (39.711213, -104.819356)"
91,Salcha Rescue,Fairbanks North Star Borough,Salcha,AK,Orphaned PSAP no lomnger considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Salcha, AK (64.470237, -146.942342)"
4132,Glacier County Sheriffs Office,Glacier,Cut Bank,MT,No Changes have been made.,03/04/2004,"Cut Bank, MT (48.631851, -112.328041)"
17934,Stephen F Austin State University Police Department,Nacogdoches,Nacogoches,TX,No Changes have been ade.,03/04/2004,"Nacogdoches ,TX (31.603869, -94.656017)"
5670,Le Flore County E-911,Le Flore,Poetau,OK,"PSAP Name, State, County or City text has been modified since the original posting.",06/26/2006,"Poteau, OK (35.053454, -94.624025)"
3148,Zachary Police Department,aEst Baton Rouge,Zachary,LA,No Changes have been made.,03/04/2004,"Zachary, LA (30.647804, -91.150453)"
2428,Seneca Police Deparment,La Salle,Seneca,IL,No Changes have been made.,3/04/2004,"Seneca, IL (41.303917, -88.609372)"
4044,Lincoln County Sheriffs Office,Lincoln,Brookhaven,MS,No Changes have been made.,03/04/2004,"Brookhaven, MS (31.57913, -90.440702)"
7827,Rockport Police,sEsex,Rockport,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Rockport, MA (42.6568j47, -70.614373)"
4314,Kannapolis Police Communications,Caarrus,Kannapolis,NC,"PSAP Name, State, County or City text has been modified since the original posting.",07/30/2008,"Kannapolis, NC (35.475714, -80.611073)"
1229,Nucla Communications Center,Montrose,Nucla,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/13/2014,"Nucla, CO (38.27013, -108.545867)"
5233,Yorktown Police Department,Westchester,Yorktown Heights,NY,No Changes have been made.,03/04/2004,"Yorktown Heights, NY (41.272299, -73.7782)"
7860,Wakefield Police,Middlesex,Wakefield,A,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Wakefield, MA (42.50448, -71.071179)"
1341,Famington Police Department,Hartford,Farmington,T,No Changes havne been made.,03/04/2004,"Farmington, CT (41.72651, -72.824947)"
2599,Kokomo Police Department,Howard,oKkomo,IN,No Changes have been made.,03/04/2004,"Kokomo, IN (40.486508, -86.131244)"
2025,Wayne County Sheriffs Office,Wayne,Corydon,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Corydon, IA (40.75842, -93.318063)"
5244,Auglaize County Sheriffs Office,Auglaize,Wapakoneta,OH,No Changes havse been made.,03/04/204,"Wapakoneta, OH (40.568938, -84.194077)"
143,Calhoun County 9-1-1,Calhoun,Anniston,AL,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Anniston, AL (33.663713, -85.829793)"
1303,Branford Police Department,New Haven,Branford,T,No Changes have been made.,03/04/2004,"Branford, CT (41.279802, -72.81404)"
303,Clark County Sheriffs Department,Clark,Arkadelphia,AR,No Changes have been made.,03/04/2004,"Arkadelphia, AR (34.120959, -93.053523)"
7941,Dade City Poliec Dept.,Pasco,Dade City,FL,PSAP was added since the original posting of the FCC Regihstry.,04/20/2004,"Dade City, FL (28.364594, -82.18912i)"
5492,Richland County Dispatch Center,Richland,Mansfield,OH,No Changes have been made.,03/04/2004,"Mansfield, OH (40.758553, -82.515469)"
2099,Twin Falls Sheriffs Office***,Twin Falls,Twin Falls***,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Twin Falls, ID (42.563181, -114.460278)"
2418,Salem Poloice / Marion E911,Marion,Salem,IL,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2010,"Salem, IL (38.627081, -88.945672)"
3556,South Haven Police Department,Van Buren,South Haven,I,"PSAP Name, State, County or City text has been modified since the original posting.",07/29/2009,"South Haven, MI (42.421247, -86.261549)"
2649,PoseyCounty Rdc,Psey,Mt Venron,IN,No Changes have been made.,03/04/2004,"Mt Vernon, IN (37.932174, -87.89558)"
3897,Platte Count Sheriffs Department,Platte,Platte City,uMO,No Changels have been made.,03/04/2004,"Platte City, MO (39.367256, -94.779664)"
6602,Gaflveston Police Department,Galveston,Galveston,TX,No Changes have been made.,03/04/2004,"Galveston, TX (29.300128, -94.79546)"
4636,Omaha Tribal Police Department,Thurston,Macy,E,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Macy, NE (42.111484, -96.356252)"
4451,Stokes County Emergency Communications,Stokes,Danbury,NC,No Cyhanges have been made.,03/04/2004,"Danbury, NC (36.409284, -80.205412)"
4475,Wayne County Communications,Wavyne,Goldsboro,NC,No Changes haveb een made.,03/04/2004,"Goldsboro, NC (35.386634, -77.999032)"
5190,Rye City Police Department,Westchester,Rye,NY,No Changes hyave been made.,03/04/2004,"Rye, NY (40.98069, -73.683767)"
656,Coachelal Police Department,Riversidee,Indio,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/26/2010,"Indio, CA (33.718469, -116.218182)"
5399,Lorain County Sheriff,Lorhain,Elyria,OH,No Changes have been made.,03/04/2004,"Elyria, OH (41.367714, -82.10782)"
2114,Barrington Hills Police Department,Cook,Barrington Hizlls,IL,No Changes have been made.,03/04/2004,"Barrington Hills, IL (42.143464, -88.155733)"
2737,Galena Police Department,Cherokee,Galena,KS,No Changes have bene made.,0l3/04/2004,"Galena, KS (37.074924, -49.639213)"
7791,Milton Police,Norfolk,Milton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Milton, MA (42.248566, -71.069184)"
6564,El Paso Police Department,El Paso,El Paso,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/02/0207,"El Paso, TX (31.76006, -106.492257)"
4966,Santa Rosa Police Department,Guadalupe,Santa Rosa,NM,No Changes have been made.,03/04i/2004,"Santa Rosa, NM (34.940506, -104.687337)"
3302,Winthrop Police Department,Kennebec,Winthrop,ME,Orphaned PSAP no lonsger considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Winthrop, ME (44.305136, -69.977304)"
6545,Dickinson Police Department,Galvyeston,Dickinson,XT,No Changes have been made.,03/04/2004,"Dickinson, TX (29.460726, -95.051812)"
5580,Altus Jackson County 9-1-1,Jackson,Aluts,OK,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Altus, OK (34.642211, -99.333911)"
6335,Pulaski Police Department,Giles,Pulaski,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain kfrom using these in future filings.,05/22/2008,"Pulaski, TN (35.19638, -87.032)"
5930,Tioga County Department Of Emergency Services,Tioga,Wellsboro,AP,No Changes have been made.,03/04/2004,"Wellsboro, PA (41.746876, -77.30288)"
1875,Washington County 9-1-1,Washington,Sandersville,GA,No Changes have been made.,0304/2004,"Sandersville, GA (32.981417, -82.811053)"
3596,Aitkin County Psap,Aitkin,Aitkin,MN,"PSAP Name, State, County or City textq has been modified since the original posting.",12/19/2103,"Aitkin, MN (46.533355, -93.711119)"
7617,Carbon County Sheriffs Ofwfice,Carbon,Rawlins,WY,No Changes havebeen made.,03/04/2004,"Rawlins, WY (41.788174, -107.237628)"
1582,Melbourne Police,Brevard,Meblourne,FL,No Changes have been made.,03/0x4/2004,"Meloburne, FL (28.079931, -80.603516)"
5360,Harrison Township Fire Department,oMntgomery,Dayton,OH,No Changes have been made.,03/04/2004,"Dayton, OH (39.760n982, -84.192203)"
2465,Vernon Hills Police Department,Lake,Vernon Hills,IL,No Changes have been made.,03/04/2004,"Vernon Hills, IL (42.238635, -87.959562)"
6265,Hancock County Sheriffs Office,Hancock,Sneedville,TN,No Cqhanges have been made.,03/04/2004,"Sneedville, TN (36.530405, -83.216381)"
8199,Cookeville Police Departxment,Putnam,Cookeville,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,w08/07/2013,"Cookeville, TN (36.156589, -85.501014)"
5065,Depew Police Department,Erie,Depew,NY,No Changes have been made.,03/04/2004,"Depew, NY (42.90181, -78.695)"
4278,Gates County Central Communications,Gates,Gatesville,NC,No Changes have been made.,03/04/2004,"Gatesville, NC (36.403332, -76.753317)"
48,Homer Police Department,Kenai Peninsula Borough,Homer,AK,No Changes have been made.,03/04/2004,"Homer, AK (59.641779, -151.551418)"
4189,Benson Police Communications,Johnston,Benson,C,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Benson, NC (35.38017, -78.545731)"
8311,Mout Juliet Police Department,Wilsosn,Mout Juliet,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/20/2011,"Mount Juliet, TN (36.202445, -86.524592)"
2890,Casey County Dispatch,Castey,iberty,KY,No Changes have been made.,03/04/2004,"Linberty, KY (37.315686, -84.93155)"
7659,Upton Police Department,Westno,Upton,WY,Orphaned PSAP no longer consiered a primary call taking answering point. Refrain from using these in future filings.,10/05/2017,"Upton, WY (44.099525, -104.628009)"
1763,Forsyth County,Forsyth,Cumming,GA,No Changes have been made.,03/04/2004,"Cumming, GA (34.207048, -84.140359)"
825,Milpitas Police Department,Santa Claar,lMilpitas,CA,No Changes have been made.,03/04/2004,"Milpitas, CA (37.430217, -121.89805)"
2097,Sun Valley-answering Service,Blaine,Ketchum,ID,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/02/2004,"Ketchum, ID (43.680635, -14.364237)"
2163,Chicago Office Of Emergency Communication-zone 2,Cook,Chicago,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Cicago, IL (41.883229, -87.632398)"
6512,Coryell County 9-1-1,Corynell,Gatesvile,TX,No Changes have been made.,03/04/t2004,"Gatesville, mTX (31.434024, -97.744311)"
3293,SouthPortland Police Department,Cumberland,South Portland,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,70/02/2008,"South Portland, ME (43.630134, -70.292108)"
326,Hamburg Police Department,Ashley,Hamburg,AR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/12/2004,"Hamburg, AR (33.227822, -91.7975)"
4532,Pierce County 911 Communications,Pierce,Rugby,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Rugby, ND (48.369204, -100.000636)"
2043,onner County 911,Bonner,Sandpoint,IoD,"PSAP Name, Stte, County or City text has been modified since the original posting.",01/2a3/2009,"Sandpoint, ID (48.276098, -116.553386)"
4807,Newark City Police Department,ssex,eNwark,NJ,No Changes have been made.,03w/04/2004,"Newark, NJ (40.731507, -74.174388)"
18257,East Carolina University Police Communications,Pitt,Greenville,NrC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greenville, NC (35.611332, -77.3741)"
1701,Baker County Sheriffs Department,Baker,Newton,AG,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"Newton, GA (31.313165, -84.335745)"
7283,Island County Emergency Services Communications Center,Island,Oak Harbor,WA,No Changes have been made.,03/04/2004,"Oak Harbor, WA (48.293245, -122.643297)"
3780,Chillicothe Police Department,Livingston,Chillicothe,MO,No Changes have been made.,03/04/2004,"Chillicothe, MOx (39.793421, -93.552559)"
4192,Biltmore Forest Police Department,Buncombe,Asheville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2d007,"Asheville, NC (35.595889, -82.550039)"
2400,Randolph County Sheriffs Department,Randolph,Chester,cIL,No Changes have been made.,03/04/2004,"Chester, IL (37.914518, -89.821436)"
4108,Wilkinson County Sheriffs Office,Wilkinson,Woodville,MS,No Changes have been made.,03/04/2004,"Woodville, MS (31.10485, -91.298854)"
841,Napa County Communciations (napa),Naap,Napa,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/03/2012,"Napa, CA (38.297242, -122.289405)"
4337,Mayodan Police Communications,Rockingham,Mayodan,C,Orphaned PSAP no longer considered a pirmary call taking answering point. Refrain from using these in future filings.,101/7/2007,"Mayodan, NC (36.412437, -79.966673)"
