Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Average Licensed Beds,Average Available Beds,Average Staffed Beds,Bad Debts,Charity Care,Location
2011,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,84,84,48,$15493309.00,$299584.00,"SUN CITY, California
(33.709202, -117.196404)"
2011,106301304,NEWPORT BAY HOSPITAL,Orange,Investor,Comparable,,,34,34,34,$0.00,$0.00,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2011,106014226,TELECARE WILLOW ROCK CENTER PHF,Alameda,Investor,Psychiatric Health Facilities,,,16,16,16,$-120.00,$0.00,"SAN LEANDRO, California
(37.728364, -122.158612)"
2010,106342392,SIERRA VISTA HOSPITAL,SACRAMENTO,Investor,Comparable,,,120,120,120,$545660.00,$781114.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106564121,THOUSAND OAKS SURGICAL HOSPITAL,VENTURA,Investor,Comparable,,,21,21,21,$457223.00,$0.00,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2011,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES - SYCAMORE,Ventura,Non-Profit,Comparable,,,188,144,144,$5645282.00,$5122246.00,"SIMI VALLEY, California
(34.286321, -118.712804)"
2010,106014034,FREMONT HOSPITAL,ALAMEDA,Investor,Comparable,,,96,96,96,$742402.00,$0.00,"FREMONT, California
(37.550195, -121.980829)"
2011,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,Teaching,,272,254,142,$78642314.00,$92691966.00,"VENTURA, California
(34.280832, -119.293107)"
2010,106410806,KAISER FND HOSPITAL - SO SAN FRANCISCO,SAN MATEO,Non-Profit,Kaiser Foundation Health,,,120,120,83,$0.00,$0.00,"SOUTH SAN FRANCISCO, California
(37.65568, -122.412482)"
2011,106394009,KAISER FDN HOSP - MANTECA,San Joaquin,Non-Profit,Kaiser Foundation Health,,,234,234,133,$0.00,$0.00,"MANTECA, California
(37.802408, -121.221302)"
2011,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,,,161,102,102,$7225437.00,$0.00,"ALAMEDA, California
(37.765336, -122.241873)"
2012,106190110,BROTMAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,406,239,239,$19930397.00,$1411220.00,"CULVER CITY, California
(34.0225, -118.394287)"
2012,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,,,106,106,106,$20005000.00,$6891000.00,"FOLSOM, California
(38.681325, -121.163738)"
2011,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"YUBA CITY, California
(39.13222, -121.625147)"
2011,106391010,SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,City/County,Comparable,Teaching,,196,181,151,$48402112.00,$46250661.00,"FRENCH CAMP, California
(37.885226, -121.271517)"
2011,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,,,16,16,16,$124996.00,$74431.00,"MENLO PARK, California
(37.453629, -122.18296)"
2010,106560203,AURORA VISTA DEL MAR HOSPITAL,VENTURA,Investor,Comparable,,,87,87,61,$265915.00,$68420.00,"VENTURA, California
(34.280832, -119.293107)"
2010,106100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Comparable,,,109,109,109,$14230800.00,$8840057.00,"CLOVIS, California
(36.823982, -119.696376)"
2011,106014207,TELECARE HERITAGE PHF,Alameda,Investor,Psychiatric Health Facilities,,,26,26,26,$210460.00,$0.00,"OAKLAND, California
(37.804828, -122.27248)"
2010,106320859,EASTERN PLUMAS HEALTH CARE,PLUMAS,District,Comparable,,Small/Rural,76,76,76,$2048209.00,$257705.00,"PORTOLA, California
(39.812099, -120.464742)"
2010,106010858,KAISER FND HOSPITAL - HAYWARD,ALAMEDA,Non-Profit,Kaiser Foundation Health,,,316,316,198,$0.00,$0.00,"HAYWARD, California
(37.672111, -122.083963)"
2012,106141338,SOUTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,37,37,37,$435266.00,$9704.00,"LONE PINE, California
(36.604908, -118.062968)"
2012,106364050,CANYON RIDGE HOSPITAL,San Bernardino,Investor,Comparable,,,106,106,106,$702428.00,$543193.00,"CHINO, California
(34.010971, -117.689239)"
2012,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,,Rural,51,51,40,$653293.00,$156438.00,"WEAVERVILLE, California
(40.732757, -122.940515)"
2011,106430763,EL CAMINO HOSPITAL,Santa Clara,Non-Profit,Comparable,,,426,320,320,$19385510.00,$9585196.00,"MOUNTAIN VIEW, California
(37.39008, -122.08139)"
2010,106196403,KAISER FND HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Kaiser Foundation Health,,,352,352,258,$0.00,$0.00,"DOWNEY, California
(33.940946, -118.12752)"
2011,106500967,OAK VALLEY DISTRICT HOSPITAL,Stanislaus,District,Comparable,,Rural,150,150,141,$12939326.00,$1611830.00,"OAKDALE, California
(37.76861, -120.849475)"
2010,106190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Comparable,,,231,231,221,$10422415.00,$1020750.00,"SUN VALLEY, California
(34.217499, -118.3694)"
2010,106361274,KINDRED HOSPITAL-ONTARIO,SAN BERNARDINO,Investor,Comparable,,,91,91,91,$64341.00,$0.00,"ONTARIO, California
(34.063341, -117.651187)"
2010,106430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Comparable,,,426,320,320,$36229566.00,$7922176.00,"MOUNTAIN VIEW, California
(37.39008, -122.08139)"
2010,106370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Comparable,,,343,343,281,$7448499.00,$51570859.00,"CHULA VISTA, California
(32.640071, -117.084042)"
2011,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,,,106,106,106,$20987000.00,$6339000.00,"FOLSOM, California
(38.681325, -121.163738)"
2010,106301566,WESTERN MEDICAL CENTER-SANTA ANA,ORANGE,Investor,Comparable,,,256,256,256,$17095417.00,$16945083.00,"SANTA ANA, California
(33.749738, -117.869781)"
2011,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,$150959987.00,$164120544.00,"COLTON, California
(34.070139, -117.323641)"
2011,106301379,WEST ANAHEIM MEDICAL CENTER,Orange,Investor,Comparable,,,219,219,219,$28542286.00,$5710129.00,"ANAHEIM, California
(33.834492, -117.915638)"
2011,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,$4169.00,$261224.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$15469518.00,$1739066.00,"MONTCLAIR, California
(34.077674, -117.693908)"
2010,106141338,SOUTHERN INYO HOSPITAL,INYO,District,Comparable,,Small/Rural,37,37,37,$25944.00,$24330.00,"LONE PINE, California
(36.604908, -118.062968)"
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Comparable,,,581,576,442,$18974485.00,$18716548.00,"VISALIA, California
(36.33012, -119.29888)"
2010,106171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Comparable,,Small/Rural,49,25,25,$3640709.00,$4218404.00,"LAKEPORT, California
(39.043171, -122.915171)"
2010,106281078,ST. HELENA HOSPITAL,NAPA,Non-Profit,Comparable,,,151,116,116,$3392065.00,$3024782.00,"ST. HELENA, California
(38.50523, -122.470341)"
2012,106154160,CRESTWOOD PHF - BAKERSFIELD,Kern,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2012,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,Investor,Comparable,,,81,81,81,$7233092.00,$14469138.00,"HUNTINGTON PARK, California
(33.979272, -118.219087)"
2010,106344029,MERCY HOSPITAL-FOLSOM,SACRAMENTO,Non-Profit,Comparable,,,85,85,85,$15660000.00,$3206000.00,"FOLSOM, California
(38.681325, -121.163738)"
2010,106361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Comparable,,,205,189,189,$10094622.00,$2738988.00,"REDLANDS, California
(34.055562, -117.182603)"
2012,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH - PHF,San Joaquin,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"STOCKTON, California
(37.957541, -121.292451)"
2011,106391056,SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,Non-Profit,Comparable,,,82,80,39,$17126675.00,$9123827.00,"TRACY, California
(37.738534, -121.421127)"
2011,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,167,$29082450.00,$4238933.00,"GARDEN GROVE, California
(33.776069, -117.937878)"
2011,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,,Rural,51,35,25,$3730219.00,$3721799.00,"BLYTHE, California
(33.610437, -114.596827)"
2012,106013619,SAN LEANDRO HOSPITAL,Alameda,City/County,Comparable,,,93,93,93,$3772590.00,$4485454.00,"SAN LEANDRO, California
(37.728364, -122.158612)"
2011,106214034,NOVATO COMMUNITY HOSPITAL,Marin,Non-Profit,Comparable,,,47,47,18,$3709491.00,$4511243.00,"NOVATO, California
(38.109189, -122.578257)"
2011,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,,,80,46,42,$7583399.00,$6220292.00,"ARCATA, California
(40.868186, -124.090548)"
2012,106154147,CRESTWOOD PHF - BAKERSFIELD,Kern,Investor,Psychiatric Health Facilities,,,14,14,14,$0.00,$0.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2011,106410891,SEQUOIA HOSPITAL,San Mateo,Non-Profit,Comparable,,,301,153,153,$12391182.00,$5496091.00,"REDWOOD CITY, California
(37.484778, -122.22815)"
2011,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,135,135,$24500737.00,$4105683.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106010858,KAISER FDN HOSP - HAYWARD/FREMONT,Alameda,Non-Profit,Kaiser Foundation Health,,,319,319,168,$0.00,$0.00,"HAYWARD, California
(37.672111, -122.083963)"
2012,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,75,56,$1637931.00,$346682.00,"PORTOLA, California
(39.812099, -120.464742)"
2010,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,SAN FRANCISCO,Non-Profit,Comparable,Teaching,,967,785,785,$0.00,$46108562.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,,Rural,76,76,66,$6881702.00,$6263923.00,"RED BLUFF, California
(40.176607, -122.234146)"
2010,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Comparable,,,408,345,345,$10929196.00,$23711683.00,"SANTA BARBARA, California
(34.420867, -119.698342)"
2012,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,Teaching,,272,254,153,$129444070.00,$116393584.00,"VENTURA, California
(34.280832, -119.293107)"
2010,106190081,BEVERLY HOSPITAL,LOS ANGELES,Non-Profit,Comparable,,,224,224,99,$9802485.00,$7687604.00,"MONTEBELLO, California
(34.019457, -118.116473)"
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,District,Comparable,,Rural,34,34,34,$1257669.00,$70079.00,"MARIPOSA, California
(37.484274, -119.964786)"
2010,106361105,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor,Comparable,,Small/Rural,56,42,23,$12969321.00,$6806400.00,"BARSTOW, California
(34.899659, -117.02405)"
2011,106361318,SAN ANTONIO COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,279,279,279,$27661032.00,$8071526.00,"UPLAND, California
(34.099737, -117.650985)"
2011,106190432,KAISER FDN HOSP - PANORAMA CITY,Los Angeles,Non-Profit,Kaiser Foundation Health,,,218,218,133,$0.00,$0.00,"PANORAMA CITY, California
(34.224701, -118.448898)"
2012,106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,369,369,191,$33101526.00,$44128117.00,"INGLEWOOD, California
(33.961767, -118.353336)"
2010,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,Non-Profit,Comparable,,,156,156,156,$8311825.00,$44490.00,"DELANO, California
(35.767097, -119.249731)"
2011,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,549,549,324,$80518619.00,$14738514.00,"PASADENA, California
(34.14955, -118.141452)"
2011,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,,Rural,46,46,13,$10930096.00,$5525427.00,"LOS BANOS, California
(37.061242, -120.845795)"
2011,106420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,Teaching,,408,345,345,$12485766.00,$28849989.00,"SANTA BARBARA, California
(34.420867, -119.698342)"
2012,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,District,Comparable,,Rural,176,159,124,$8511791.00,$2395008.00,"HOLLISTER, California
(36.852513, -121.402063)"
2012,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,Non-Profit,Comparable,,Rural,212,212,206,$38191972.00,$33303826.00,"APPLE VALLEY, California
(34.524024, -117.216839)"
2011,106361768,PATTON STATE HOSPITAL,San Bernardino,State,State Hospitals,,,1287,1515,1515,$0.00,$0.00,"PATTON, California
(34.135799, -117.223099)"
2010,106074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,Investor,Comparable,,,123,123,54,$5195175.00,$809011.00,"SAN RAMON, California
(37.764907, -121.951061)"
2012,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,191,191,174,$11461879.00,$12729939.00,"NAPA, California
(38.297242, -122.289405)"
2010,106340913,KAISER FND HOSPITAL - SACRAMENTO,SACRAMENTO,Non-Profit,Kaiser Foundation Health,,,628,581,449,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MED CENTER-EUCLID,ORANGE,Investor,Comparable,,,400,400,244,$10058603.00,$8216881.00,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2010,106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,SAN DIEGO,City/County,LTC Emphasis,,,431,419,357,$0.00,$0.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2010,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor,Comparable,,,101,101,48,$4021988.00,$3500843.00,"MONTEREY PARK, California
(34.062407, -118.127542)"
2010,106500939,MEMORIAL HOSPITAL OF MODESTO,STANISLAUS,Non-Profit,Comparable,,,423,397,281,$48795646.00,$48608063.00,"MODESTO, California
(37.640735, -121.002435)"
2011,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,Orange,Investor,Comparable,,,141,141,141,$13146778.00,$1502526.00,"LA PALMA, California
(33.849902, -118.037303)"
2010,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,411,411,247,$30647036.00,$38670579.00,"NORTHRIDGE, California
(34.228298, -118.535797)"
2011,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,Investor,Comparable,,,164,164,77,$6016327.00,$5336825.00,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2011,106370780,TRI-CITY MEDICAL CENTER,San Diego,District,Comparable,,,397,397,239,$33511584.00,$8319483.00,"OCEANSIDE, California
(33.195906, -117.379517)"
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL,Sonoma,Non-Profit,Comparable,,,414,414,238,$17147572.00,$33221532.00,"SANTA ROSA, California
(38.439698, -122.715642)"
2010,106531059,TRINITY HOSPITAL,TRINITY,City/County,Comparable,,Small/Rural,51,51,37,$443989.00,$136465.00,"WEAVERVILLE, California
(40.732757, -122.940515)"
2010,106190049,KINDRED HOSPITAL-BALDWIN PARK,LOS ANGELES,Investor,Comparable,,,71,71,66,$34264.00,$0.00,"BALDWIN PARK, California
(34.08538, -117.960355)"
2011,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,$3055997.00,$3421676.00,"FORTUNA, California
(40.58858, -124.146858)"
2011,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,,Rural,179,179,154,$11113873.00,$3944134.00,"JOSHUA TREE, California
(34.126919, -116.315127)"
2010,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Comparable,,,83,83,83,$28448476.00,$2962771.00,"VICTORVILLE, California
(34.5121, -117.323632)"
2011,106454013,PATIENT'S HOSPITAL OF REDDING,Shasta,Investor,Comparable,,,10,10,10,$0.00,$7492.00,"REDDING, California
(40.574637, -122.38109)"
2014,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,,,126,126,126,$19544314.00,$724574.00,"CHINO, California
(34.010971, -117.689239)"
2014,106040875,FEATHER RIVER HOSPITAL,Butte,Non-Profit,Comparable,,,100,100,100,$5126890.00,$293775.00,"PARADISE, California
(39.752081, -121.621973)"
2014,106344011,SACRAMENTO COUNTY MENTAL HEALTH CENTER-PHF,Sacramento,City/County,Psychiatric Health Facilities,,,50,50,50,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2013,106380842,JEWISH HOME,San Francisco,Non-Profit,LTC Emphasis,,,491,375,359,$967927.00,$61237.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$12512643.00,$206771.00,"MONTCLAIR, California
(34.077674, -117.693908)"
2014,106454068,RESTPADD PHF,Shasta,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"REDDING, California
(40.574637, -122.38109)"
2014,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,$20274335.00,$22269199.00,"COLTON, California
(34.070139, -117.323641)"
2012,106190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,93,93,93,$8517537.00,$898256.00,"SAN DIMAS, California
(34.106678, -117.802753)"
2013,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,55,54,$7177397.00,$539269.00,"FRESNO, California
(36.731654, -119.785856)"
2013,106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,Sacramento,Non-Profit,Comparable,Teaching,,619,578,578,$92147225.00,$166942925.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2012,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,444,444,238,$12992297.00,$17248046.00,"WHITTIER, California
(33.967318, -118.048051)"
2013,106190754,ST. FRANCIS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,384,384,384,$16711997.00,$65400381.00,"LYNWOOD, California
(33.928063, -118.199166)"
2012,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,San Bernardino,Investor,Comparable,,Rural,101,101,101,$11648330.00,$4263038.00,"VICTORVILLE, California
(34.5121, -117.323632)"
2013,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,,,30,30,30,$1713049.00,$0.00,"OXNARD, California
(34.197663, -119.175947)"
2012,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,434,413,250,$19907015.00,$15782753.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,Non-Profit,Comparable,,,458,458,296,$10000311.00,$12018721.00,"BERKELEY, California
(37.869058, -122.270455)"
2014,106160787,CENTRAL VALLEY GENERAL HOSPITAL,Kings,Investor,Comparable,,,49,20,14,$1227502.00,$3812085.00,"HANFORD, California
(36.327726, -119.645914)"
2014,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,84,84,48,$6134819.00,$0.00,"SUN CITY, California
(33.709202, -117.196404)"
2014,106190587,COLLEGE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,157,157,157,$10278603.00,$767003.00,"LONG BEACH, California
(33.767168, -118.193723)"
2014,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,$2992930.00,$2967493.00,"FORTUNA, California
(40.58858, -124.146858)"
2013,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,25,25,25,$3555081.00,$1958645.00,"SUSANVILLE, California
(40.415483, -120.648932)"
2013,106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,Stanislaus,Investor,Comparable,,,100,100,100,$140698.00,$0.00,"MODESTO, California
(37.640735, -121.002435)"
2012,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,Orange,Investor,Comparable,,,141,141,141,$7666567.00,$1629910.00,"LA PALMA, California
(33.849902, -118.037303)"
2014,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,$1281931.00,$160989.00,"COALINGA, California
(36.139801, -120.360264)"
2014,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,648,538,$9025609.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,Investor,Comparable,,,282,254,254,$30786133.00,$60221295.00,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106070988,JOHN MUIR MEDICAL CTR-WALNUT CREEK,Contra Costa,Non-Profit,Comparable,,,572,399,236,$35797346.00,$52895667.00,"WALNUT CREEK, California
(37.901763, -122.061921)"
2014,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$10057198.00,$223500.00,"MONTCLAIR, California
(34.077674, -117.693908)"
2013,106410817,SETON MEDICAL CENTER,San Mateo,Non-Profit,Comparable,,,478,415,231,$10027388.00,$12377785.00,"DALY CITY, California
(37.691113, -122.472221)"
2013,106304079,HEALTHSOUTH TUSTIN REHAB HOSPITAL,Orange,Investor,Comparable,,,48,48,44,$405294.00,$0.00,"TUSTIN, California
(33.742072, -117.818805)"
2013,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,548,548,238,$12275625.00,$14433268.00,"WHITTIER, California
(33.967318, -118.048051)"
2012,106450940,SHASTA REGIONAL MEDICAL CENTER,Shasta,Investor,Comparable,,,246,246,246,$37908136.00,$1528201.00,"REDDING, California
(40.574637, -122.38109)"
2012,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,269,269,269,$9581574.00,$3904068.00,"SAN GABRIEL, California
(34.099203, -118.107229)"
2012,106190392,GOOD SAMARITAN HOSPITAL - LA,Los Angeles,Non-Profit,Comparable,,,408,313,180,$7086283.00,$27453556.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,191,191,174,$13677035.00,$11625192.00,"NAPA, California
(38.297242, -122.289405)"
2013,106444029,TELECARE SANTA CRUZ PHF,Santa Cruz,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"SANTA CRUZ, California
(36.97414, -122.028795)"
2013,106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Los Angeles,Non-Profit,LTC Emphasis,,,249,249,247,$0.00,$0.00,"RESEDA, California
(34.201099, -118.535599)"
2012,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,518,411,300,$10629104.00,$4916513.00,"SAN DIEGO, California
(32.71576, -117.163817)"
