OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,LIC_or_DAC,Shape__Area,Shape__Length
4108,06,037,650300,06037650300,6503,Census Tract 6503,G5020,S,1872026,0,LIC,2722124.16796875,7752.20006882835
4109,06,037,650602,06037650602,6506.02,Census Tract 6506.02,G5020,S,1239070,0,LIC,1800744.88671875,6845.31726923857
4110,06,071,002107,06071002107,21.07,Census Tract 21.07,G5020,S,1447623,0,Both,2116534.75,6776.91357498138
4111,06,071,003509,06071003509,35.09,Census Tract 35.09,G5020,S,1949168,0,Both,2850000.1171875,8777.6722305656
4112,06,071,003404,06071003404,34.04,Census Tract 34.04,G5020,S,1013154,0,LIC,1481571.7109375,5345.65056695517
4113,06,067,009639,06067009639,96.39,Census Tract 96.39,G5020,S,2849240,0,LIC,4650119.07421875,8523.46343729441
4114,06,067,004501,06067004501,45.01,Census Tract 45.01,G5020,S,1802495,0,Both,2948916.53515625,7100.33464131383
4115,06,067,004502,06067004502,45.02,Census Tract 45.02,G5020,S,2702032,0,Both,4418685.125,9126.53717368236
4116,06,067,004701,06067004701,47.01,Census Tract 47.01,G5020,S,1401594,0,Both,2291909.5390625,7236.31970957308
4117,06,067,004702,06067004702,47.02,Census Tract 47.02,G5020,S,1539648,0,Both,2518120.02734375,7534.16152175578
4118,06,067,005510,06067005510,55.10,Census Tract 55.10,G5020,S,647408,0,LIC,1061134.625,4114.41590008471
4119,06,029,004702,06029004702,47.02,Census Tract 47.02,G5020,S,6380404,0,Both,9689815.80078125,12897.8298144859
4120,06,071,004101,06071004101,41.01,Census Tract 41.01,G5020,S,3960234,0,Both,5799008.953125,10101.0524308958
4121,06,071,004104,06071004104,41.04,Census Tract 41.04,G5020,S,5634926,732474,Both,9320551.703125,18845.1726891467
4122,06,071,002704,06071002704,27.04,Census Tract 27.04,G5020,S,16537612,0,DAC,24208919.625,24276.4155572356
4123,06,071,002207,06071002207,22.07,Census Tract 22.07,G5020,S,7977003,0,Both,11660959.8984375,15022.8380649483
4124,06,071,003609,06071003609,36.09,Census Tract 36.09,G5020,S,2186019,0,Both,3194347.21484375,7306.67454288589
4125,06,071,003611,06071003611,36.11,Census Tract 36.11,G5020,S,643986,0,LIC,941133.3515625,3888.30361153012
4126,06,071,004301,06071004301,43.01,Census Tract 43.01,G5020,S,1421690,0,Both,2079150.765625,6011.11150084507
4127,06,071,004505,06071004505,45.05,Census Tract 45.05,G5020,S,1680829,0,LIC,2461612.6328125,6792.89002971545
4128,06,001,428700,06001428700,4287,Census Tract 4287,G5020,S,7752560,4534587,Both,19704307.1875,21858.1863848781
4129,06,001,403701,06001403701,4037.01,Census Tract 4037.01,G5020,S,173947,0,LIC,279158.30859375,2375.71362953528
4130,06,001,404102,06001404102,4041.02,Census Tract 4041.02,G5020,S,230172,0,LIC,369543.234375,3162.70864130637
4131,06,071,007305,06071007305,73.05,Census Tract 73.05,G5020,S,1610434,0,Both,2352249.6171875,7245.57214100604
4132,06,029,001000,06029001000,10,Census Tract 10,G5020,S,46640072,0,DAC,70280086.6757813,33980.8495212429
4133,06,029,006304,06029006304,63.04,Census Tract 63.04,G5020,S,3964935,0,Both,5951697.03515625,9967.756100629
4134,06,029,004604,06029004604,46.04,Census Tract 46.04,G5020,S,541302707,1821724,Both,824931040.285156,182154.570331267
4135,06,029,005004,06029005004,50.04,Census Tract 50.04,G5020,S,2805230,0,Both,4270347.5234375,9458.01016555177
4136,06,029,004701,06029004701,47.01,Census Tract 47.01,G5020,S,9348877,0,Both,14197463.6210938,15228.2470303272
4137,06,029,006404,06029006404,64.04,Census Tract 64.04,G5020,S,10516285,11548,LIC,15817071.3007813,15913.5782201414
4138,06,029,006403,06029006403,64.03,Census Tract 64.03,G5020,S,2606682,0,LIC,3918374.11328125,7918.11012261907
4139,06,029,005003,06029005003,50.03,Census Tract 50.03,G5020,S,8582300,0,Both,13055965.1289063,16989.2485561287
4140,06,037,542401,06037542401,5424.01,Census Tract 5424.01,G5020,S,1293383,0,Both,1881860.37109375,5783.77714782279
4141,06,037,542402,06037542402,5424.02,Census Tract 5424.02,G5020,S,1567564,0,Both,2280246.39453125,6965.69350857326
4142,06,037,542502,06037542502,5425.02,Census Tract 5425.02,G5020,S,985368,9566,Both,1447621.7734375,5218.6541539829
4143,06,071,002606,06071002606,26.06,Census Tract 26.06,G5020,S,2776214,0,DAC,4053498.765625,9954.94066833397
4144,06,071,003503,06071003503,35.03,Census Tract 35.03,G5020,S,3911281,0,DAC,5721854.50390625,9868.04346044127
4145,06,071,009114,06071009114,91.14,Census Tract 91.14,G5020,S,13808444,0,LIC,20399306.4921875,18911.6615864643
4146,06,071,005701,06071005701,57.01,Census Tract 57.01,G5020,S,3483777,0,Both,5093548.0703125,10559.6512507468
4147,06,097,150203,06097150203,1502.03,Census Tract 1502.03,G5020,S,4511496,0,LIC,7332336.875,13478.6887256967
4148,06,097,150306,06097150306,1503.06,Census Tract 1503.06,G5020,S,12745360,0,LIC,20749429.6445313,29285.8476107107
4149,06,001,437702,06001437702,4377.02,Census Tract 4377.02,G5020,S,371488,0,LIC,593436.1171875,3641.19266088159
4150,06,029,005507,06029005507,55.07,Census Tract 55.07,G5020,S,15614678,104459,LIC,23552262.4726563,22762.8984106171
4151,06,071,003507,06071003507,35.07,Census Tract 35.07,G5020,S,1630743,0,DAC,2384821.4921875,6824.1315838737
4152,06,071,003510,06071003510,35.10,Census Tract 35.10,G5020,S,2587037,0,Both,3782347.66015625,7774.18476880237
4153,06,071,003405,06071003405,34.05,Census Tract 34.05,G5020,S,934272,0,Both,1365880.1640625,5125.31098514913
4154,06,071,003102,06071003102,31.02,Census Tract 31.02,G5020,S,1298052,0,Both,1897152.6171875,5853.60495911338
4155,06,071,002803,06071002803,28.03,Census Tract 28.03,G5020,S,1000100,0,Both,1462302.12109375,4950.8710941376
4156,06,037,574800,06037574800,5748,Census Tract 5748,G5020,S,1108069,0,LIC,1608171.37109375,5620.46425675167
4157,06,037,574902,06037574902,5749.02,Census Tract 5749.02,G5020,S,803318,0,LIC,1166086.42578125,4828.40025926259
4158,06,037,575002,06037575002,5750.02,Census Tract 5750.02,G5020,S,965016,0,LIC,1400625.0390625,5477.2146965656
4159,06,071,003301,06071003301,33.01,Census Tract 33.01,G5020,S,1938149,0,Both,2831848.34765625,6809.18931249466
4160,06,071,003101,06071003101,31.01,Census Tract 31.01,G5020,S,1378998,0,DAC,2015454.6640625,5970.16686583831
4161,06,097,153808,06097153808,1538.08,Census Tract 1538.08,G5020,S,3016033,0,LIC,4937639.05859375,14200.5274206047
4162,06,097,154304,06097154304,1543.04,Census Tract 1543.04,G5020,S,888646096,16874324,LIC,1486130316.97656,311225.354185906
4163,06,097,154201,06097154201,1542.01,Census Tract 1542.01,G5020,S,26617638,77756,LIC,44033480.2226563,46631.2735794754
4164,06,037,602600,06037602600,6026,Census Tract 6026,G5020,S,1899614,47515,Both,2834246.52734375,7780.62782716446
4165,06,037,602700,06037602700,6027,Census Tract 6027,G5020,S,2470070,11599,DAC,3613414.51953125,7934.49118618559
4166,06,037,602900,06037602900,6029,Census Tract 6029,G5020,S,2796887,1146,Both,4072688.9453125,10022.8170922452
4167,06,037,603001,06037603001,6030.01,Census Tract 6030.01,G5020,S,1138424,0,Both,1656742.20703125,5971.2656845346
4168,06,037,603004,06037603004,6030.04,Census Tract 6030.04,G5020,S,225573,0,Both,328214.60546875,3020.32837673574
4169,06,071,003302,06071003302,33.02,Census Tract 33.02,G5020,S,2697454,0,Both,3941300.58203125,8510.71971199596
4170,06,071,003606,06071003606,36.06,Census Tract 36.06,G5020,S,2515413,0,Both,3675350.22265625,8407.2311239685
4171,06,071,003612,06071003612,36.12,Census Tract 36.12,G5020,S,2930720,0,Both,4282475.52734375,11117.0695172893
4172,06,071,004003,06071004003,40.03,Census Tract 40.03,G5020,S,7566943,0,Both,11048736.203125,15383.1868681104
4173,06,071,004001,06071004001,40.01,Census Tract 40.01,G5020,S,3258715,0,Both,4759495.7890625,10169.9601760374
4174,06,037,503302,06037503302,5033.02,Census Tract 5033.02,G5020,S,1545870,0,LIC,2251802.15234375,6541.89984131373
4175,06,097,153103,06097153103,1531.03,Census Tract 1531.03,G5020,S,1586976,0,LIC,2589316.01171875,6923.07781882408
4176,06,067,005205,06067005205,52.05,Census Tract 52.05,G5020,S,8885994,0,Both,14545405.78125,19773.7216483646
4177,06,071,004103,06071004103,41.03,Census Tract 41.03,G5020,S,2940499,0,Both,4303307.0625,9643.65941562839
4178,06,071,003607,06071003607,36.07,Census Tract 36.07,G5020,S,1827430,0,Both,2671101.66796875,7812.03035915579
4179,06,071,003804,06071003804,38.04,Census Tract 38.04,G5020,S,3239845,323975,Both,5213471.3046875,12654.5678995891
4180,06,071,004302,06071004302,43.02,Census Tract 43.02,G5020,S,2980750,35200,Both,4410938.671875,10982.0652688359
4181,06,071,003803,06071003803,38.03,Census Tract 38.03,G5020,S,1651030,0,Both,2414626.9921875,7827.51949770759
4182,06,071,006604,06071006604,66.04,Census Tract 66.04,G5020,S,976514,0,Both,1427380.56640625,7664.66675256386
4183,06,071,006603,06071006603,66.03,Census Tract 66.03,G5020,S,1829527,0,DAC,2673747.796875,7663.27556229026
4184,06,071,004403,06071004403,44.03,Census Tract 44.03,G5020,S,1347379,0,Both,1969610.046875,7382.37586764738
4185,06,071,004404,06071004404,44.04,Census Tract 44.04,G5020,S,1563092,0,LIC,2285400.578125,7284.99223516244
4186,06,067,005301,06067005301,53.01,Census Tract 53.01,G5020,S,5952173,491882,Both,10564045.59375,17641.0409560815
4187,06,067,005903,06067005903,59.03,Census Tract 59.03,G5020,S,653850,0,LIC,1072537.6640625,4148.303577185
4188,06,067,007019,06067007019,70.19,Census Tract 70.19,G5020,S,5642657,222592,LIC,9629570.40625,16301.6925105739
4189,06,037,503902,06037503902,5039.02,Census Tract 5039.02,G5020,S,5251504,17325,DAC,7665112.07421875,12907.7073977916
4190,06,037,542601,06037542601,5426.01,Census Tract 5426.01,G5020,S,551960,0,Both,803346.62109375,3902.59602506722
4191,06,037,542602,06037542602,5426.02,Census Tract 5426.02,G5020,S,872253,0,Both,1269330.44921875,4561.40577866805
4192,06,037,542700,06037542700,5427,Census Tract 5427,G5020,S,977121,17821,Both,1447911.98046875,5001.50591627608
4193,06,037,542800,06037542800,5428,Census Tract 5428,G5020,S,776448,0,Both,1129913.87890625,4296.14190332112
4194,06,065,044605,06065044605,446.05,Census Tract 446.05,G5020,S,4937415,0,LIC,7179048.5546875,13352.9706836
4195,06,065,048800,06065048800,488,Census Tract 488,G5020,S,4298716,129659,Both,6439887.796875,14649.7283280887
4196,06,065,031602,06065031602,316.02,Census Tract 316.02,G5020,S,1748887,0,Both,2546660.46484375,6989.16983324669
4197,06,037,542900,06037542900,5429,Census Tract 5429,G5020,S,807163,0,Both,1174400.41015625,5246.57979552808
4198,06,037,543000,06037543000,5430,Census Tract 5430,G5020,S,1314897,0,Both,1913090.84375,5595.45973882353
4199,06,059,087901,06059087901,879.01,Census Tract 879.01,G5020,S,1110740,0,Both,1612628.37109375,5279.05668756453
4200,06,059,087404,06059087404,874.04,Census Tract 874.04,G5020,S,517079,0,Both,751177.03515625,4024.49315551906
4201,06,037,575201,06037575201,5752.01,Census Tract 5752.01,G5020,S,566596,0,Both,822369.546875,3876.43066981582
4202,06,037,575401,06037575401,5754.01,Census Tract 5754.01,G5020,S,821449,68477,Both,1291649.78515625,4620.9428308209
4203,06,037,575402,06037575402,5754.02,Census Tract 5754.02,G5020,S,323805,0,Both,469980.03125,2914.94652322184
4204,06,037,575500,06037575500,5755,Census Tract 5755,G5020,S,1316269,59885,Both,1997386.31640625,6518.97163805732
4205,06,037,575802,06037575802,5758.02,Census Tract 5758.02,G5020,S,320941,0,Both,465737.0234375,2903.49895125896
4206,06,037,575901,06037575901,5759.01,Census Tract 5759.01,G5020,S,417612,68001,Both,704603.046875,3560.81992489221
4207,06,037,575902,06037575902,5759.02,Census Tract 5759.02,G5020,S,350516,0,Both,508582.125,2876.00832127795
4208,06,037,576200,06037576200,5762,Census Tract 5762,G5020,S,696660,0,Both,1010833.078125,4115.91264085414
4209,06,037,603101,06037603101,6031.01,Census Tract 6031.01,G5020,S,881550,0,Both,1282486.734375,4653.76836867424
4210,06,037,603200,06037603200,6032,Census Tract 6032,G5020,S,1105764,33318,Both,1656466.8828125,8059.63583466044
4211,06,037,603301,06037603301,6033.01,Census Tract 6033.01,G5020,S,974749,0,Both,1417981.6484375,5203.98440408695
4212,06,037,603302,06037603302,6033.02,Census Tract 6033.02,G5020,S,1124528,10554,Both,1650937.13671875,5613.47225938572
4213,06,037,603400,06037603400,6034,Census Tract 6034,G5020,S,1134323,0,Both,1650478.33203125,5739.45472089907
4214,06,037,603500,06037603500,6035,Census Tract 6035,G5020,S,794497,1096,Both,1157749.91796875,4808.96466202756
4215,06,037,603600,06037603600,6036,Census Tract 6036,G5020,S,937511,0,LIC,1363974.44140625,4817.83917874639
4216,06,085,512603,06085512603,5126.03,Census Tract 5126.03,G5020,S,2088703,0,Both,3281017.83984375,9458.65628241601
4217,06,085,512042,06085512042,5120.42,Census Tract 5120.42,G5020,S,663331,0,LIC,1049229.55859375,4731.72732906701
4218,06,037,603702,06037603702,6037.02,Census Tract 6037.02,G5020,S,2539340,73274,Both,3800884.18359375,8057.63232461283
4219,06,037,503501,06037503501,5035.01,Census Tract 5035.01,G5020,S,1545997,0,LIC,2251540.90625,8213.44100245494
4220,06,037,503502,06037503502,5035.02,Census Tract 5035.02,G5020,S,1244436,0,LIC,1812309.16796875,6577.10073619286
4221,06,037,503701,06037503701,5037.01,Census Tract 5037.01,G5020,S,1157805,0,LIC,1685969.2421875,5730.18770664459
4222,06,037,503702,06037503702,5037.02,Census Tract 5037.02,G5020,S,1723784,0,LIC,2509828.2578125,7120.2033402764
4223,06,065,045212,06065045212,452.12,Census Tract 452.12,G5020,S,2682825,0,LIC,3888904.4609375,8465.81051949813
4224,06,081,611900,06081611900,6119,Census Tract 6119,G5020,S,3309248,273939,Both,5697569.390625,11396.4604703659
4225,06,037,534403,06037534403,5344.03,Census Tract 5344.03,G5020,S,318230,0,Both,463839.75390625,3110.66697820853
4226,06,065,041906,06065041906,419.06,Census Tract 419.06,G5020,S,1427790,23643,LIC,2110718.2890625,8011.3314357767
4227,06,065,042010,06065042010,420.10,Census Tract 420.10,G5020,S,10912191,0,Both,15861884.6367188,16271.9167742783
4228,06,065,042505,06065042505,425.05,Census Tract 425.05,G5020,S,3605259,0,Both,5250124.3359375,12097.597809784
4229,06,065,042506,06065042506,425.06,Census Tract 425.06,G5020,S,3061797,0,Both,4459088.6484375,8618.19436785334
4230,06,103,000100,06103000100,1,Census Tract 1,G5020,S,2992359095,9139802,LIC,5152985167.96094,388751.562351195
4231,06,103,000300,06103000300,3,Census Tract 3,G5020,S,3325626506,9631725,LIC,5700680517.1875,425995.69541164
4232,06,103,000800,06103000800,8,Census Tract 8,G5020,S,130901192,1880380,LIC,227030845.199219,85775.7447587448
4233,06,081,602300,06081602300,6023,Census Tract 6023,G5020,S,10130501,3294288,Both,21452763.5859375,24137.0202530164
4234,06,081,604500,06081604500,6045,Census Tract 6045,G5020,S,1616506,0,LIC,2580063.96484375,9279.07409878722
4235,06,081,607600,06081607600,6076,Census Tract 6076,G5020,S,1304925,0,LIC,2080093.78125,6212.2638825203
4236,06,081,604900,06081604900,6049,Census Tract 6049,G5020,S,1533203,0,LIC,2446001.6171875,7901.65067698202
4237,06,081,610302,06081610302,6103.02,Census Tract 6103.02,G5020,S,24003630,9471206,LIC,53298947.4648438,40303.7061819122
4238,06,081,602800,06081602800,6028,Census Tract 6028,G5020,S,1221009,0,LIC,1951589.7578125,7353.88168758159
4239,06,081,603200,06081603200,6032,Census Tract 6032,G5020,S,4515435,1796604,LIC,10070487.6523438,22222.5505117888
4240,06,065,042507,06065042507,425.07,Census Tract 425.07,G5020,S,5178099,41515,DAC,7592654.2265625,13643.6138215612
4241,06,065,042508,06065042508,425.08,Census Tract 425.08,G5020,S,1276700,0,Both,1857728.06640625,5804.59039894133
4242,06,065,042510,06065042510,425.10,Census Tract 425.10,G5020,S,1277147,0,Both,1859002.15234375,5815.34823780752
4243,06,065,043405,06065043405,434.05,Census Tract 434.05,G5020,S,1723621,0,Both,2499610.70703125,8164.8704388679
4244,06,065,043503,06065043503,435.03,Census Tract 435.03,G5020,S,2703216,0,LIC,3919852.078125,9553.38833786618
4245,06,065,043504,06065043504,435.04,Census Tract 435.04,G5020,S,13457353,0,LIC,19517614.4375,19780.9019846491
4246,06,065,043506,06065043506,435.06,Census Tract 435.06,G5020,S,4874505,0,LIC,7072224.23828125,13605.5334502478
4247,06,037,531602,06037531602,5316.02,Census Tract 5316.02,G5020,S,448318,0,Both,654216.80859375,3758.09187342194
4248,06,037,219700,06037219700,2197,Census Tract 2197,G5020,S,1092488,0,Both,1594583.3203125,6112.91113691476
4249,06,037,221820,06037221820,2218.20,Census Tract 2218.20,G5020,S,204263,0,Both,298158.828125,2150.82182391373
4250,06,037,242000,06037242000,2420,Census Tract 2420,G5020,S,646734,0,Both,942017.65234375,3873.65531980565
4251,06,065,043507,06065043507,435.07,Census Tract 435.07,G5020,S,4871911,0,Both,7068209.3515625,11661.7437404519
4252,06,053,000200,06053000200,2,Census Tract 2,G5020,S,1642035,0,LIC,2559424.19921875,6601.86395553195
4253,06,053,000300,06053000300,3,Census Tract 3,G5020,S,1227263,0,LIC,1912952.7421875,5524.47801315679
4254,06,053,000400,06053000400,4,Census Tract 4,G5020,S,2509095,0,LIC,3909943.9609375,8471.61726791877
4255,06,103,000600,06103000600,6,Census Tract 6,G5020,S,13098003,1060192,LIC,24290901.453125,25101.201614991
4256,06,103,001100,06103001100,11,Census Tract 11,G5020,S,171725439,356399,LIC,292611934.414063,77296.5566544189
4257,06,103,000700,06103000700,7,Census Tract 7,G5020,S,13370155,0,LIC,22912401.2382813,29882.6905598108
4258,06,077,004308,06077004308,43.08,Census Tract 43.08,G5020,S,760132,0,Both,1229737.2578125,5305.33067755066
4259,06,077,004403,06077004403,44.03,Census Tract 44.03,G5020,S,1017539,0,Both,1646818.82421875,5773.65442332493
4260,06,083,000900,06083000900,9,Census Tract 9,G5020,S,1750325,0,LIC,2578572.91796875,7914.57909267839
4261,06,083,001000,06083001000,10,Census Tract 10,G5020,S,1257980,0,LIC,1853070.6875,6242.4302313547
4262,06,083,001101,06083001101,11.01,Census Tract 11.01,G5020,S,825968,0,LIC,1216764.8203125,4970.20098112548
4263,06,083,001102,06083001102,11.02,Census Tract 11.02,G5020,S,552755,0,LIC,814199.1484375,4642.76227600939
4264,06,077,005130,06077005130,51.30,Census Tract 51.30,G5020,S,1345574,0,DAC,2159927.734375,6254.51080557455
4265,06,077,005206,06077005206,52.06,Census Tract 52.06,G5020,S,66727201,1558487,DAC,109476958.992188,63279.8769139319
4266,06,113,010608,06113010608,106.08,Census Tract 106.08,G5020,S,2208553,0,LIC,3615568.640625,9313.335332182
4267,06,065,045706,06065045706,457.06,Census Tract 457.06,G5020,S,2775967,0,Both,4018966.6484375,9810.72746302358
4268,06,053,000800,06053000800,8,Census Tract 8,G5020,S,1024459,0,LIC,1595676.09375,7056.82674491225
4269,06,083,002403,06083002403,24.03,Census Tract 24.03,G5020,S,1323184,0,LIC,1974070.9609375,5961.78409949951
4270,06,077,002401,06077002401,24.01,Census Tract 24.01,G5020,S,1921332,0,Both,3093259.99609375,8029.45610791892
4271,06,077,004307,06077004307,43.07,Census Tract 43.07,G5020,S,1597857,0,LIC,2584997.29296875,6773.31718909124
4272,06,083,002005,06083002005,20.05,Census Tract 20.05,G5020,S,6347531,0,LIC,9448859.58984375,17314.2365924737
4273,06,083,001800,06083001800,18,Census Tract 18,G5020,S,3003960811,20663794,LIC,4495057824.59375,407346.83141491
4274,06,077,002503,06077002503,25.03,Census Tract 25.03,G5020,S,1763218,95664,Both,2992005.203125,11849.6574343426
4275,06,083,001203,06083001203,12.03,Census Tract 12.03,G5020,S,1757915,8848,LIC,2601835.77734375,6681.69906780658
4276,06,065,044702,06065044702,447.02,Census Tract 447.02,G5020,S,1631410,0,LIC,2369832.921875,6405.33376980651
4277,06,081,603300,06081603300,6033,Census Tract 6033,G5020,S,8009054,0,LIC,12774444.3710938,23133.8556504322
4278,06,065,041201,06065041201,412.01,Census Tract 412.01,G5020,S,2584649,0,Both,3763397.25,8708.11491672986
4279,06,065,041202,06065041202,412.02,Census Tract 412.02,G5020,S,1244763,0,LIC,1812889.52734375,7107.27360307963
4280,06,053,000900,06053000900,9,Census Tract 9,G5020,S,1651947,0,Both,2572654.63671875,7767.16859609788
4281,06,081,602700,06081602700,6027,Census Tract 6027,G5020,S,1807090,0,LIC,2887515.04296875,9749.549611398
4282,06,081,604200,06081604200,6042,Census Tract 6042,G5020,S,1737561,0,Both,2774838.73828125,10960.7683737865
4283,06,065,041203,06065041203,412.03,Census Tract 412.03,G5020,S,859630,0,DAC,1251958.1484375,4650.6685288677
4284,06,065,043702,06065043702,437.02,Census Tract 437.02,G5020,S,2681873,98421,LIC,4032101.2890625,9418.65235037092
4285,06,065,043703,06065043703,437.03,Census Tract 437.03,G5020,S,1227446,94988,LIC,1917962.98828125,7399.06246765013
4286,06,077,005131,06077005131,51.31,Census Tract 51.31,G5020,S,77221987,73677,DAC,124183880.332031,53481.2781557857
4287,06,077,005132,06077005132,51.32,Census Tract 51.32,G5020,S,920247,0,Both,1476160.5859375,4862.95265529664
4288,06,077,005133,06077005133,51.33,Census Tract 51.33,G5020,S,1519859,0,DAC,2437674.41796875,7849.42225341891
4289,06,065,043900,06065043900,439,Census Tract 439,G5020,S,2961860,0,LIC,4314218.8984375,8523.2520485005
4290,06,077,004404,06077004404,44.04,Census Tract 44.04,G5020,S,3898015,0,Both,6309233.015625,13742.5841839635
4291,06,083,002303,06083002303,23.03,Census Tract 23.03,G5020,S,1314501,0,LIC,1961809.63671875,5946.50523083269
4292,06,083,002708,06083002708,27.08,Census Tract 27.08,G5020,S,1456120,0,LIC,2156034.99609375,6887.02968082124
4293,06,081,601400,06081601400,6014,Census Tract 6014,G5020,S,1463065,0,LIC,2339839.29296875,6613.66225687886
4294,06,013,302005,06013302005,3020.05,Census Tract 3020.05,G5020,S,3569410,0,Both,5757504.9765625,13148.247828933
