OBJECTID,SITENAME,DATA_S_YR,CREAT_YR,DATA_METH,DATA_ACCU,COWARDIN,COWAR_S_YR,HGM,HGM_S_YR,POLY_S_ID,FIELD_OBS_LWI,DATA_S_TYP,HYD_BAR,HYD_DRA,HYD_FLO,WET_MGT,COV_TYP,VEG_SPEC,VEG_COND,VEG_S_YR,LSW,GOAL_5_17,SAC,DEVELOP,DSL_WD,DSL_FILE,MOSAIC,Acres,Shape__Area,Shape__Length
820,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,onsite,2,,,,,,,,,Y,,,,,,,0.33841034820698,2786.1953125,303.332967216276
821,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,visual,2,,,,,,,,,Y,,,,,,,0.522950627017151,4305.890625,247.69254908634
822,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,visual,2,,,,,,,,,Y,,,,,,,3.43805983718659,28311.1796875,941.446572863104
823,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,visual,2,,,,,,,,,Y,,,,,,,0.209450109434711,1724.4296875,191.285860575197
824,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,HA4,offsite,2,,,,,,,,,Y,,,,,,,0.685824383333634,5647.25,645.694751555651
825,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,HA4,offsite,2,,,,,,,,,Y,,,,,,,1.81820362417298,14972.1953125,668.572668766947
826,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,HA4,offsite,2,,,,,,,,,Y,,,,,,,0.414737112759792,3415.140625,319.282314691318
827,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,HA4,offsite,2,,,,,,,,,Y,,,,,,,0.325588341996598,2681.09375,338.972109860411
828,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW",,U,,HA5,offsite,2,,,,,,,,,Y,,,,,,,0.573798975995932,4724.65625,496.284651298444
829,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, RSB",,U,,HI1,visual,2,,,,,,,,,Y,,,,,,,0.108112961424593,889.0625,123.477372079504
830,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, RSB",,U,,HI1,visual,2,,,,,,,,,Y,,,,,,,0.08799652501788,723.640625,238.603054736751
831,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,1.17025056363414,9642.6796875,443.643440044608
832,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,0.739793609604515,6095.609375,374.260707902491
833,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,0.33826202941172,2787.3984375,330.672757493131
834,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,0.250893509181808,2067.4140625,228.380909777206
835,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,6.15391863017347,50708.171875,1664.53545616504
836,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,0.290643848460765,2394.734375,441.341520754129
837,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1a,onsite,2,,,,,,,,,Y,,,,,,,3.71438327463638,30611.703125,863.914914083378
838,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO1,offsite,2,,,,,,,,,Y,,,,,,,0.0562216123810973,462.5859375,85.4680643854014
839,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO1,offsite,2,,,,,,,,,Y,,,,,,,0.961473218230113,7910.5703125,702.464736093437
840,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO1,offsite,2,,,,,,,,,No,,,,,,,0.308284909854397,2536.3828125,206.395178344793
841,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO1,offsite,2,,,,,,,,,Y,,,,,,,0.291514043622798,2398.3671875,244.525954230624
842,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2,visual,2,,,,,,,,,Y,,,,,,,0.220412171942713,1813.265625,251.134937969652
843,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2a,visual,2,,,,,,,,,Y,,,,,,,0.766357172254522,6304.8828125,560.219954990969
844,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2a,visual,2,,,,,,,,,Y,,,,,,,0.069955851565296,575.59375,88.2326000925473
845,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2a,visual,2,,,,,,,,,Y,,,,,,,6.57855628101461,54130.9140625,2844.8021643019
846,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2b,visual,2,,,,,,,,,Y,,,,,,,1.40173235933675,11536.8359375,674.584276892381
847,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2b,visual,2,,,,,,,,,Y,,,,,,,0.36220447978927,2980.8125,396.884953139351
848,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2b,visual,2,,,,,,,,,Y,,,,,,,0.28790707487171,2369.3359375,399.584198476031
849,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2b,visual,2,,,,,,,,,Y,,,,,,,0.506915853726721,4171.78125,1003.42816668959
850,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2c,onsite,2,,,,,,,,,Y,,,,,,,2.47594211447459,20379.390625,697.62983154287
851,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2c,visual,2,,,,,,,,,Y,,,,,,,3.42529916552657,28195.9453125,1279.7628309477
852,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2c,visual,2,,,,,,,,,Y,,,,,,,1.54006965808791,12677.96875,510.203587692065
853,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.72320118649979,5948.890625,328.599448932813
854,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,onsite,2,,,,,,,,,Y,,,,,,,0.507777979999727,4176.859375,332.398202265956
855,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.935491620154292,7695.234375,475.393462698798
856,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,1.26012683070094,10365.6875,675.789548792593
857,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.244205298331676,2008.8125,199.397221013636
858,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.207209605149517,1704.5546875,232.458711000203
859,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.181600465662722,1493.84375,193.632779801314
860,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2d,visual,2,,,,,,,,,Y,,,,,,,0.139998704422466,1151.7265625,188.883092577929
861,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,2.51979587594017,20723.5078125,1166.31823951299
862,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,onsite,2,,,,,,,,,Y,,,,,,,0.955228499871021,7856.796875,740.680909913453
863,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.020320279887811,167.15625,51.4735873318403
864,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.340805035055297,2803.359375,293.755989682028
865,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.0964874559784399,793.7578125,106.790155997747
866,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.30788037751233,2532.765625,234.657627872359
867,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.270412907791158,2224.4453125,253.614966070402
868,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2e,visual,2,,,,,,,,,Y,,,,,,,0.0454131210495077,373.5703125,84.4906623924356
869,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2f,visual,2,,,,,,,,,Y,,,,,,,0.073443774183187,604.09375,142.138843975082
870,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2f,visual,2,,,,,,,,,Y,,,,,,,0.00842712507714381,69.3046875,58.2855979991731
871,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2g,visual,2,,,,,,,,,Y,,,,,,,0.159312166596517,1310.7890625,185.296248911898
872,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2g,visual,2,,,,,,,,,Y,,,,,,,0.456971158330535,3759.9765625,434.963991656313
873,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,JO2g,visual,2,,,,,,,,,Y,,,,,,,0.454803940719395,3742.2734375,317.318041743306
874,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,JO3,offsite,2,,,,,,,,,Y,,,,,,,7.23469700182272,59562.8515625,1653.01312612103
875,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,JO3,offsite,2,,,,,,,,,Y,,,,,,,0.022223382111859,182.9453125,57.9980403721626
876,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,JO4,offsite,2,,,,,,,,,Y,,,,,,,2.50312869607309,20605.1328125,1006.58067979886
877,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,JO5,offsite,2,,,,,,,,,Y,,,,,,,0.732504627539486,6025.5078125,346.369094908827
878,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PSS,,U,,JO6,offsite,2,,,,,,,,,Y,,,,,,,0.611421480802728,5030.625,425.919615794261
879,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8,visual,2,,,,,,,,,Y,,,,,,,0.135399251774754,1113.640625,227.028846383199
880,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8a,visual,2,,,,,,,,,Y,,,,,,,0.140336430015965,1153.8359375,127.899922297589
881,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8a,visual,2,,,,,,,,,Y,,,,,,,0.409076547598462,3363.90625,296.064612574918
882,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8a,visual,2,,,,,,,,,Y,,,,,,,0.273353509514374,2247.8359375,215.247547404167
883,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8b,onsite,2,,,,,,,,,Y,,,,,,,4.6084132236114,37898.328125,1513.19941627096
884,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8c,onsite,2,,,,,,,,,Y,,,,,,,8.99858137129217,74008.7421875,2344.7000344993
885,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,onsite,2,,,,,,,,,Y,,,,,,,0.31156372395927,2560.875,891.170976667831
886,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,visual,2,,,,,,,,,Y,,,,,,,0.903120344972298,7423.1640625,1174.48865146669
887,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,visual,2,,,,,,,,,Y,,,,,,,1.08197396449256,8892.8515625,857.668737118014
888,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,visual,2,,,,,,,,,Y,,,,,,,0.578937607885051,4758.1953125,286.541543014471
889,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,visual,2,,,,,,,,,Y,,,,,,,0.641888829046405,5275.5703125,413.289367329954
890,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO, PEM",,U,,SU2,visual,2,,,,,,,,,Y,,,,,,,0.834157410463968,6855.796875,581.328331955282
891,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO",,U,,SU3,offsite,2,,,,,,,,,Y,,,,,,,1.7925546333375,14734.6796875,1082.47704473465
892,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,SU4,offsite,2,,,,,,,,,Y,,,,,,,2.92636673726283,24053.5078125,693.432251507044
893,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,SU5,offsite,2,,,,,,,,,Y,,,,,,,1.04750433324414,8609.9921875,630.479412295733
894,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.478652471921249,3933.8046875,499.391103339694
895,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.333970902399121,2744.5546875,240.110397296931
896,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.200613756893887,1648.5859375,154.35766714597
897,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.0949523621892995,780.359375,178.559179105375
898,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.0618318446186277,508.140625,155.685188469426
899,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,8.8869016774758,73042.2578125,2343.60616515327
900,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,0.435262689463737,3577.5625,246.869182627726
901,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PSS",,U,,SU6,offsite,2,,,,,,,,,Y,,,,,,,10.5537803304518,86731.9140625,3462.41693805115
902,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,SU7,onsite,2,,,,,,,,,Y,,,,,,,2.58264722463482,21220.140625,850.923800759433
903,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,SU7,visual,2,,,,,,,,,Y,,,,,,,0.519766869314909,4270.890625,306.413227472807
904,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,SU8,offsite,2,,,,,,,,,Y,,,,,,,0.0188053188589033,154.4921875,72.1131440897757
905,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,SU8,offsite,2,,,,,,,,,Y,,,,,,,0.207496540045304,1704.921875,222.823453698884
906,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,SU8,offsite,2,,,,,,,,,Y,,,,,,,0.0697684296080115,573.28125,99.3853788659585
907,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,SU8,offsite,2,,,,,,,,,Y,,,,,,,0.189306449605475,1555.359375,209.85391654968
908,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,SY1,onsite,2,,,,,,,,,Y,,,,,,,0.75591626043776,6225.796875,899.7220285111
909,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,SY2,onsite,2,,,,,,,,,Y,,,,,,,5.36256947152699,44154.484375,1596.11705401861
910,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WO2,onsite,2,,,,,,,,,Y,,,,,,,9.06575485528162,74597.734375,2091.88777517212
911,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2a,visual,2,,,,,,,,,Y,,,,,,,0.6934098875097,5715.703125,364.604082518562
912,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2a,visual,2,,,,,,,,,Y,,,,,,,3.30257446526393,27222.7734375,751.216961730177
913,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2a,onsite,2,,,,,,,,,Y,,,,,,,2.26183467015984,18644.859375,1088.38777063351
914,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2b,visual,2,,,,,,,,,Y,,,,,,,1.19129432791884,9819.7890625,462.106709323225
915,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2b,visual,2,,,,,,,,,Y,,,,,,,0.20107846106391,1657.5,262.236138707256
916,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2c,onsite,2,,,,,,,,,Y,,,,,,,0.506523435933148,4175.3671875,341.443527959104
917,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2d,visual,2,,,,,,,,,Y,,,,,,,0.0711863430692383,586.625,185.620077192871
918,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2d,onsite,2,,,,,,,,,Y,,,,,,,1.18917178998078,9800.3203125,1087.36664759956
919,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2d,visual,2,,,,,,,,,Y,,,,,,,0.416180720048988,3430.0234375,255.431870795223
920,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2e,visual,2,,,,,,,,,Y,,,,,,,1.17908361354753,9718.25,517.310289809406
921,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PFO, PSS",,U,,WA3b,onsite,2,,,,,,,,,Y,,,,,,,0.422932537269826,3485.3984375,277.473419490208
922,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PFO, PSS",,U,,WA3d,visual,2,,,,,,,,,Y,,,,,,,1.05588026513896,8702.3515625,754.443871785977
923,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PFO, PSS",,U,,WA3e,visual,2,,,,,,,,,Y,,,,,,,0.223797878939817,1844.2421875,185.051515361651
924,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PFO, PSS",,U,,WA3e,visual,2,,,,,,,,,Y,,,,,,,1.52299689606293,12550.71875,469.56207824651
925,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,WA4a,offsite,2,,,,,,,,,Y,,,,,,,0.651482951882169,5369.875,638.954680770644
926,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,WA4a,offsite,2,,,,,,,,,Y,,,,,,,0.121305715531225,999.8671875,171.685646771143
927,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,WA4a,offsite,2,,,,,,,,,Y,,,,,,,0.0975406594572845,803.96875,133.50723101922
928,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PFO",,U,,WA5a,offsite,2,,,,,,,,,Y,,,,,,,0.976500722179486,8050.5234375,703.123729013113
929,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS",,U,,WE1,offsite,2,,,,,,,,,Y,,,,,,,4.56737537368305,37556.9140625,1223.92837313205
930,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PFO",,U,,WE5,visual,2,,,,,,,,,Y,,,,,,,3.00692922573873,24719.0234375,1153.84257002394
931,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,WE6,offsite,2,,,,,,,,,Y,,,,,,,0.384719312342388,3162.390625,322.579610099635
932,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PSS, PFO",,U,,WE8,visual,2,,,,,,,,,No,,,,,,,3.9576164582407,32538.34375,987.9451257065
933,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2a,onsite,2,,,,,,,,,Y,,,,,,,3.20232939417949,26400.5,1628.47612952353
934,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2a,onsite,2,,,,,,,,,Y,,,,,,,11.5669293820411,95364.1953125,3441.21386206174
935,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2b,visual,2,,,,,,,,,No,,,,,,,0.0743059693188436,612.625,101.957500038011
936,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2b,visual,2,,,,,,,,,No,,,,,,,0.0867641425727152,715.34375,105.636266149528
937,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2e,visual,2,,,,,,,,,No,,,,,,,0.119160360689744,982.5625,129.900183059686
938,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,WI2e,visual,2,,,,,,,,,No,,,,,,,0.474582856372294,3913.4140625,438.316265500744
939,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS",,U,,WI3,visual,2,,,,,,,,,Y,,,,,,,7.19305343505888,59290.84375,2102.06446220186
940,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS",,U,,WI3,onsite,2,,,,,,,,,Y,,,,,,,5.12879115814506,42270,1916.84009212884
941,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS",,U,,WI3,visual,2,,,,,,,,,Y,,,,,,,0.681680844677194,5617.78125,314.570104575541
942,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,U,,U,,WI4,unknown,2,,,,,,,,,U,,,,,,,0.350027347979057,2885.5,282.150350552237
943,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,U,,U,,WI4,unknown,2,,,,,,,,,U,,,,,,,0.0644300131263091,531.1875,98.6470732730574
944,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WO1,onsite,2,,,,,,,,,Y,,,,,,,3.63551618329614,29914.34375,1094.73812312795
945,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WO2,visual,2,,,,,,,,,Y,,,,,,,0.438013598677576,3603.828125,417.47837834564
946,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS",,U,,WO3,offsite,2,,,,,,,,,Y,,,,,,,3.0299216056921,24932.1171875,868.087320121167
947,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS",,U,,WO3,offsite,2,,,,,,,,,Y,,,,,,,1.45770477053998,11995.234375,465.69410850545
948,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,WO4,visual,2,,,,,,,,,Y,,,,,,,0.265362152536096,2183.3984375,518.483008368603
949,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,WO4,onsite,2,,,,,,,,,Y,,,,,,,0.428417323997366,3524.859375,738.49330265183
950,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,RUB,,U,,CM1,offsite,2,,,,,,,,,Y,,,,,,,0.079981990318702,659.0078125,926.313613689061
951,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,CM2,offsite,2,,,,,,,,,Y,,,,96-0022,FP10538,,0.0320040761156184,263.6953125,372.638610659729
952,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, POW, RUB",,U,,JN1,visual,2,,,,,,,,,Y,,,,,,,0.0978708727746503,806.4609375,1131.55559587666
953,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,WA2,visual,2,,,,,,,,,Y,,,,,,,0.012730155580346,104.9296875,150.125933516771
954,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS, PEM",,U,,JO8a,visual,2,,,,,,,,,Y,,,,,,,0.0246188953508764,202.40625,286.405504663324
955,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,onsite,2,,,,,,,,,Y,,,,,,,0.00710249775631329,58.421875,84.678632223863
956,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,visual,2,,,,,,,,,Y,,,,,,,0.00113920746551395,9.359375,15.9784821053411
957,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS2a,offsite,2,,,,,,,,,Y,,,,,,,0.0913725501376679,751.546875,1056.10656225995
958,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS2b,offsite,2,,,,,,,,,Y,,,,,,,0.0111238300029234,91.5,131.017626731848
959,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS2b,offsite,2,,,,,,,,,Y,,,,,,,0.0313340325928924,257.6953125,364.003952948068
960,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS5,visual,2,,,,,,,,,Y,,,,,,,0.0145951632198618,120.0234375,171.054372762754
961,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS5,visual,2,,,,,,,,,Y,,,,,,,0.0147860688881314,121.609375,173.174018247197
962,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS5,visual,2,,,,,,,,,Y,,,,,,,0.0266337681077961,219.0390625,309.641547598455
