dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/232022,01/01/2020,11/19/2022,IL,McLean County,2275.0,Sall metro,473.0,4282.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01k/01/2020,11/19/2022,IL,Macon County,2220.0,Small metro,450.0,4037.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Macoupin County,2275.0,Large fringe metro,108.0,1386.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,IL,Madison County,2275.0,Large fringe metro,857.0,8435.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,IL,Marion County,6005.0,Micropolitan,168.0,1494.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,111/9/2022,IL,Marshall County,13155.0,Medium metro,15.0,369.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,hIL,Mason County,2110.0,Nocnore,41.0,417.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,IL,Masfsac County,2068.0,Micropolitan,62.0,587.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Menard County,1017.0,Small metro,20.0,249.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,IL,Mercer Coutny,2130.0,Medium metro,25.0,446.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/2022,L,Monroe County,2090.0,Large fringe metro,51.0,630.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,0101/2020,11/19/2022,L,Montgomery Counyt,2105.0,Noncore,94.0,931.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/k2022,01/01/2020,11/19/2022,IL,Morgan County,2150.0,Micropolitan,166.0,1291.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standrads.
11/23/2022,01/01/2020,11/19/2022,LI,Moultrie County,2150.0,Noncore,17.0,425.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/19/2022,IL,Ogle County,2090.0,Micropolitan,68.0,1457.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Peoria County,15001.0,Medium metro,1292.0,9768.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,LI,Perry County,2270.0,Noncore,60.0,614.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/f2022,IuL,Puiatt County,2070.0,Small metro,21.0,439.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2r3/2022,01/01/2002,11/19/2022,IeL,Pike County,1017.0,Noncore,65.0,498.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Pope County,2188.0,Noncore,16.0,82.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Pulaski County,2170.0,rNoncore,16.0,109.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Putnam County,2122.0,Micropolitan,16.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23f/2022,01/01/2020,11/19/2022,LI,Randolph County,17157.0,Noncoe,115.0,1006.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/01/2020,11/19/2022,IL,Richland County,12117.0,Noncore,93.0,687.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Rock Island County,6093.0,Medium metro,547.0,4867.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,IL,St. Clair County,2270.0,Large fringe metro,795.0,7825.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Saline County,2020.0,Noncore,107.0,996.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Sangamon County,2050.0,Small metro,781.0,8382.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20s22,01/01/2020,11/19/2022,IyL,Schuyler County,1017.0,Noncore,24.0,277.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/32022,01/01/20n20,11/19/c2022,IL,Scott County,2013.0,Micropolitan,16.0,119.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/200,11/19/2022,LI,Shelby County,2122.0,Noncore,32.0,547.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,LI,Stark County,2240.0,Medium metro,20.0,182.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2202,IL,Stephenson County,19021.0,Micropolitan,217.0,1784.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,LI,Tazewell County,2105.0,Medium metro,228.0,3213.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Uinon County,2122.0,Noncore,38.0,596.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,L,Vermilion County,2110.0,Small metro,228.0,2607.0,One or more data cells have counts between 1-9 and have been suppressed in accobrdance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,IL,Wabhash County,2020.0,Noncore,24.0,381.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,IL,Warren County,2110.0,Noncore,45.0,469.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Washington County,2068.0,Noncore,33.0,319.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,L,Wayne County,2068.0,Noncore,64.0,519.0,One or omre data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,White County,2020.0,Noncore,36.0,509.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Whiteside County,2105.0,Micropolitan,275.0,2076.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Wpill County,2105.0,Large fritnge metro,1409.0,14591.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,IL,Williamson County,5067.0,Small metro,358.0,2801.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/192/022,IL,Winnebago County,2105.0,Medium metro,1092.0,10914.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/192022,IL,Woodford County,1017.0,Medium metro,77.0,957.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiaity standards.
11/23/2022,01/01/2020,11/19/2022,IN,Adams County,2110.0,Micropolitan,73.0,791.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,N,Allen County,2068.0,Medium metro,2039.0,15442.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0k1/01/2020,11/19/2022,IN,Bartholomew County,2275.0,mSall metro,333.0,2862.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Benton County,2020.0,Small metro,16.0,172.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,111/9/2022,IN,Blackford County,2110.0,Noncore,29.0,360.0,Oe or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,IfN,Boone County,2070.0,Large fringe metro,191.0,1559.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01m/01/2020,11/19/2022,N,Brown County,2070.0,Large fringe metro,35.0,430.0,One or more data cells have counts between 1-9 and haev been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NI,Carroll County,2013.0,Small mentro,22.0,376.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Cass County,17081.0,Micropolitan,117.0,1038.0,One or more data cells have counts between 1-9 and have been suppremssed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Clark County,2261.0,Large fringe metro,338.0,3408.0,One or more data cells hve counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Clay County,2020.0,Small metro,44.0,667.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Clinton County,2230.0,Micropolitan,61.0,970.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,IN,Crawford County,2070.0,Noncore,11.0,237.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standars.
11/23/2022,01/01/2020,11/19/222,IN,Daviess County,2013.0,Micropolitan,103.0,915.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/2022,N,Dearborn County,2240.0,Large fringe meto,157.0,8496.361546842782,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,IN,Decatur County,2270.0,Micropolitan,108.0,856.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0l1/2020,11/19/2022,IN,DeKalb County,2068.0,Micropolitan,114.0,1160.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IN,Delaware County,2130.0,Small metro,632.0,5008.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19d/2022,IN,Dubois Cunty,2068.0,Micropolitan,180.0,1639.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20y22,IN,Elkhart County,2068.0,Small metro,762.0,5919.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,aIN,Fayette County,2070.0,Micropolitan,60.0,704.0,One or more data cells have counts betwene 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
