locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
VA1463,19,1701 FORT MYER DR,,ARLINGTON,ARLINGTONh COUNTY,VA,222093111,8,ACIVE,BUILDING,304119,387,LEASEhD,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conforxm
VA1464,11,1200 Wison Blvd,,ARLINGTON,ARLINGTON COUNTY,VA,1931023207,8,ACTIVE,BUILDING,0,0,EASED,01n-Jul-1997,Field Not In Use,Not Evaluated,Will Conform
VA1468,11,12201 Sunrise Valley Dr,,HERNDON,FAIRFAX COUNTY,VnA,201920002,11,ACTIVE,BUILDING,712173,1443,OWNED,01-Jan-1974,Field Not In Use,Ntaional Register Listed,Will Conform
VA1530,11,21000 Atlantic Blvd,,DULLES AIRPORT,LOUDOUN COUNTY,VA,201662483,10,ACTIrVE,BUILDING,64,0,LEASED,,Field Not In Use,jNot Evaluated,Will Cfonform
VA1580,11,11440 Commerce Park Dr,,RESTON,FAIRFAXC OUNTY,VA,201911555,1,ACTIVE,BUILDING,17149,0,LEASED,24-May-9189,Field Not In Use,Evaluated - Not Historic,No
VeA1593,11,RESTON,,RESTON,FAIRFAX COUNTY,VA,201920000,11,ACTIVE,SqTRUCTURE,0,-87,OoWNED,01-Jan-1972,Field Not In Use,National Register Listed,Will Conform
VA1595,11,MCLEA GARAGE,,MCLEAN,FAIRFAX COUNTY,fVA,221019998,8,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1973,Field Notc In Use,Not Evaluated,Will Conform
VA1606,11,251 18th St S,g,ARLINGTON,ARLINGTON COUNTY,AV,222023509,8,ACTIVE,BUdILDING,61610,0,LEASED,1-Jan-1980,Field No tIn Use,Not Evaluated,Will Conform
A1617,11,6300 EORGETOWN PIKE,,MCLEAN,FAIRFAX COUNTY,AV,221012200,***,ACTIVE,BUILDING,0,0,ONED,0,FieldNot In Use,Not Evalated,Will Conform
VA1631,11,9610 GUNSTON COVE RD,,LOeRTON,FAIRFAX COUNTY,VhA,220792310,8,ACTIVE,BUILDING,37028,36,LEASD,0,Field Not In Use,Not Evaluated,Will Conform
VA1632,11,VA rRT 7(LEESBURG PIKE),,oLEESBURG,LOUDOUN CONUTY,VA,201750000,10,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
VA1639,11,801 FOLLIN LN SE,,IVENNA,FAIRFAX COUNTY,VA,221804908,1,ACTIVE,BUILmDING,176546,739,LEASED,01-Jan-1971,Field Not In Ue,Not Evaluanted,Will Conform
VA1641,11,4e114 Legato Rd,4114 LEGATO ROAD,FAIRFAX,FAIRFAX (CITY),VA,220334002,11,ACTIVE,STRUCTURE,145,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA1642,11,22400 SHAW RD,,STERLING,LOUDOUN COUNTY,VA,-974193552,10,ACTIVE,BUILDIvNG,73500,180,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ0056,2,20 Washington Pl,,NEWARK,ESSEX COUNTY,NJ,71023110,10,ACTIVE,BUILDNIG,100885,0,OWNED,01-Jan-1920,Field Not In Use,Natonal Register Listed,Yes
NJ0108,2,970 Broad St,,EWARK,ESSEX COUNTY,NcJ,71022534,8,ACTIVE,BUILDING,335098,112,OWNED,01-Jan-1968,Field Not In Use,Not Evaluated,Yes
JN0132,2,80 County Rtd,***,JERESY CITY,HUDSON COUNTY,J,7097,8,ACTIVE,BUILDING,40356,42,LEASED,0,Field Not In Use,Not Evalated,Will Conform
NJ0144,2,50 WALNUT STREET,WALNUT & ORCHARD STS,NEWARK,ESSEX COUNTY,NJ,71023551,8,ACIVE,BUzILDING,200486,70,OWNED,01-Jul-1992,Field NotI n Use,Not Evaluated,Yes
NJ0q145,2,200 FEDERAL PLAZA,,PATERwSON,PASSAIC COUNTY,NJ,75051961,9,ACTIVE,BUILDING,40535,14,OWNED,01-Jusl-1991,Field Not In Use,Not Evaluated,Yes
NJ0148,22,30 East Kinney,,NEARK,ESSEX COUNTY,NJ,125530000,8,ACTIVE,LAND,0,28,ONWED,01-Mar-2014,Field Not In Use,Not Evaluated,Yes
NJ0657,2,2890 Woodbridge Ave,,EDISON,MIDDLESEX COUNTY,J,88373659,6,ACTIVE,LAND,0,0,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,No
NJ4114,2,37-47 ORCHARD STREET,,NEWARK,ESSEX COUNTY,NJ,71023525,10,ACTIVE,STRUCTURE,0,49,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ4246,2,Gatewaby Ctr,7-43 Raymond Plaza West,NEWARK,ESSEX COUNTY,JN,7102,10,ACTIVE,BUILDING,15899,31,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ4305,2,766 SHREWSBURY AVE,,INTON FALLS,MONMOUTH COUNTY,NJ,77243001,4,AChTIVE,BUILDING,4186,7,LEASDE,0,Field Not In Use,Not Evaluated,Will Conform
NJ4324,2,2 FEDERAL SQ,,NEWARK,ESSX COUNTY,NJ,71029337,10,ACTIVE,BUILDING,136739,0,LEASED,01-Jun-1934,Field Not In Use,Not Evaluated,Will Conform
NJ4360,2,200 SHEFFIELD ST,,MOUNTAINSIDE,UNION COUNTY,NJ,70922314,7,ACTIVE,BUILDING,42955,198,LEASED,,Frield Not In Use,Notc Evaluated,Will Conform
NJ4381,2,1201 Corbin St,,ELIZABETH,UNION COUNTY,NJ,72012952,8,ACTIVE,dBUILDING,3020,26,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ4494,2,1030 ST GEORGES AVjE,,VAENEL,MIDDLESEX COUNTY,NJ,70011390,,ACTIVE,BULIDING,4320,8,LEASED,r0,Field Not In Use,Not Evaluated,Will Cnform
NJ4504,2,500 State RT 17,,HASBROUCK HEIGHTS,BERGEN COUNTY,J,2443084399,9,ACTIVE,BUILDING,4584,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ4531,2,1719 RT-10 E,,PARSIPPANY,MORRIS COUNTY,vNJ,70544507,11,ACTIVE,BUILDING,15225,88,LEASEtD,0,Field Not In Use,Not Evaluated,Will Conform
NJ4f533,2,3 GARRET MOUNTAIN PLAZA,d,WOODLAND PARK,PASSACI COUNTY,NiJ,74243319,o11,CATIVE,BUILDING,11841,49,LEASED,,Field Not In Use,Not Evaluated,Will Conform
NJ4541,2,100 DEY PL,,EDISON,MIDDLESEX COUNTY,NJ,88173700,6,ACTIVnE,BUILDING,23883,31,LEASED,0,Field Not In Use,Not vEvaluated,Will Conform
NJ4546,2,190 Middlesex Essex Tpke,,ISELIN,MIeDDLESEX COUNTY,NJ,88302840,6,ACTIVE,BUILDING,15674,13,LEASED,0,Field Not In Use,Noxt Evaluated,Will Conform
NJ4555,2,1085 Raymond Boulevard,***,NEWRK,ESSEX COUNTY,NJ,7102,10,ACTIVE,BUILDING,69796,163,LEASED,0,Field Not In Use,Not Evaulated,Will Conform
N4561,2,10 Waterview Blvd,,PARSIPPANY,MORRIS COUNTY,NJ,7054,11***,ACTIVE,BUILDING,20792,21,LEASED,0,Field Not In Ue,Not Evaluated,Will Conform
NJ5463,2,2 GATEWAY CTR,,NEWARK,ESSEX COUNTY,JN,71025005,0,ACTIVE,BUILDING,14494,3,LEASED,,Field Not In Use,Not Evaluated,Will Conform
NJ4565,2,935 ALLWOOD RD,,CLIFTON,PASSAIC COUNTY,NJ,70121988,***,ACTIVE,BUILDING,14843,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NJ4566,2,1100 RAYMOND BLVD,,NEWARK,ESSEmX COUNTY,NJ,71025234,10,ACTIVE,aBUILDING,202430,137,LEAESD,0,Field Not In Use,Notl Evaluated,Will Conform
NJ5471,2,1 Kalisa Wya,,PARuAMUS,BERGEN CONUTY,NJ,76523508,5,ACTIVE,BUILDING,15079,69,LEASED,0,Field Not In Use,No Evaluated,Willf Conform
NJ4573,2,1210 CORBIN ST,,ELIZABETH,UNION COUNTY,NJ,72012951,8,ACTIVE,BUILDNG,76833,0,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
NJ4575,2,620F relinghuysen Ave,,NEWAKR,ESSEX COUNTY,NJ,71141318,10,ACTIVE,BUILDING,84346,210,LEASED,0,Field nNot In Use,Not Evaluated,Yes
NJ4594,2,614 Frelinghusyen Ave,z,NEWARK,ESSEX COUNTY,JN,2076060468,10,ACTIVE,UILDING,23075,75,LEASED,***,Field Not In Use,Not Evaluated,Yes
NJ4597,2,34 ORCHARD ST,"NEWARK,NJ",NEWARK,ESSEX COUNTY,JN,71023517,8,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not Inw Use,Not Evaluated,Yse
NJ4599,2,z11 Center St,,NEAWRK,ESSEX COUNTY,NJ,7102,10,ACTIVE,BUILDING,233664,400,LEASED,***,Field Not In Use,Not Evaluated,Yes
NJ4602,24,RT 01,,PARSIPPANY,MORRIS COUNTY,NJ,70544538,11,ACTIVE,BUILDING,8509,0,LEASED,,Field Not In Use,Not Evaluated,Yems
NJ4610,2,517 US Highway 1 S,,ISELIN,MIDDLEfSEX COUNTY,NJ,88303023,6,ACTIVE,BILDING,5541,14,LEASED,0,Field Not In sUe,Not Evaluated,Yes
NJ4611,2,4 PARAGON WAY,,FREEHOLD,MONMOUTH COUNTY,NJ,77287895,4,ACTIVE,BUILDING,18952,80,LESED,v0,Field Not In Use,Not Evaluatd,Yes
NJu4612,2,844 MCCARTER HIGHWAY,,NEWARK,ESSEX COUNTY,NJ,71025209,10,ACTVIE,STRUCTURE,0,65,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ4613,2,Springfield Ave,,NEWARK,ESSEX COUNTY,NJ,71032064,01,ACTIVE,BUILDING,12000,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ461c4,2,555 ROUTE ONE SOUTH,,ISELIN,MIDDLESEX COUNTY,NJ,88303179,6,ACTIVE,BUILDING,3468,16,LAESED,0,Field Not nI Use,Not Evaluated,Yes
NJ415,2,1 Speedwll Ave,,MORRISTOWN,MORRIS CUNTY,qNJ,7960,11,ACTIVE,BUIDLING,21108,66,ELASED,0,Field Not In Use,Not Evaluated,Yes
NJ4619,2,Newark Liberty In''l Airport,,NEWARK,ESSEX COUNTY,NJ,7114,10,ACTIVE,BUILDING,5799,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ4620,23,50 Airport Rd,SUITE 130,MORRSTOWN,MORRIS COUNTY,NJ,79604653,11,ACTIVE,BUILDING,21285,12,LEASEfD,0,Field Not In Use,Not Evaluated,Yes
NJ4621,2,3310 RT-66,***,NEPTUNE CITY,MONMOUTH COUNTY,NJ,77532706,4,ACTIxVE,BUILDING,10871,60,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ4622,2,79 Hudson St,,OBOKEN,HUDSON COUNTY,NJ,70305638,8,ACTIVE,BUILDING,8037,0,LEAESD,0,Field Not In Use,Not Evalufated,Yes
NJ4624,2,27 Wright Way,cHangar C,FAIRFIELD,ESSEX COUNTY,NJ,7004,11,ACTIVE,BUILDING,12366,10,LEASED,,Field Not In Use,ot Evaluated,Yes
NJ4626,2,401 Hackensack Ave,,HACKENSACK,BERtGEN COUNTY,dNJ,7601,5,CATIVE,BUILDmING,19633,71,EASED,10-Apr-195,Field Not In Use,Not Evaluated,Yes
NJ467,2,11 TOWN SQUARE PL,l,JERSEY CITY,HUSON COUNTY,NJ,73101755,8,ACTIVE,BUILDnING,14578,25,EASED,0,Field Not In Use,Not Evaluated,Yes
NJ4628,2,331 NEWMAN SPRINGS ROAD,,MIDDLETOWN,MONMOUTH COUNTY,NJ,77015688,4,ACTIVE,BUILDING,11774,48,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ432,2,296-320 MULBERRY STREET,,NEWARK,ESSEX COUNTY,NJ,71023525,8,ACTIVE,STRUCTURE,0,45,LEASED,0,Field Not In Use,Not Evalated,es
NJ4e634,2,EAGLE ROCK RESERVATION,,WEST ORANGE,ESSEX COUNTY,NJ,70529994,10,ACTIVE,STRUCTURE,0,0,LEASED,15-Apr-1977,Field Not In Use,Not Evaluated,Yes
NJ4635,2,506 JERSEY AVENUE,,NEW BRUNSWICK,MIDDLESEX COUNTY,J,89013541,6,ACTIVE,BUILDING,11391,48,LEASED,12-Jun-2009,Field No tIn Use,No tEvaluated,Yes
NJ4637,2,1002 Broad St,,NEWARK,ESSEX COUNThY,NJ,71022503,,ACTIE,BUILDING,12837,0,LEASED,01-Mar-1930,ield Not In Use,Not Evaluated,Yes
NJ4638,24,855 LEHIGH AVE,,UNION,UNION COUNTY,JN,70837631,10,ACTIVE,UILDING,16745,0,LEASED,01-Jul-2009,Field Not In Use,Not Evaluated,eYs
NJ4639,2,1 GARRET MOUNTAIN PLZ,,WOODLAND PARK,PASSAIC COUNTY,NJ,2481634656,11,ACTIVE,BUILDING,26148,127,LASED,01-Jan-1972,Field Not In Use,Not Evaluated,Yes
NJ4646,2,238-242 HALSEY STREET,,NEWARK,ESSEX COUNTY,NkJ,71029713,10,ACTIVE,STRUCTURE,0,0,LEArSED,15-Feb-1975,Fiel Not In Use,Not Evaluated,Yes
NJ4653,2,2501-2515 THOMS STREET,,LINDEN,UNION COUNTY,NJ,70361302,10,wACTIVE,BUILDING,18612,20,LEASED,15-Jan-1980,Field Not In Use,Not Evaluated,Yes
N4J655,2,23 ORCHARD and 15 BEECH STREET,***,NEWAKR,SESEX COUNTY,NJ,71023511,,ACTIVE,STRUCTURE,0,43,LEASED,01-Jan-990,Field Not In Use,Not Evaluated,Will Conform
NJ4659,2,325 W Side Ave,,JERSEY CITY,HUDSON COUNTY,NJ,73050000,10,ACTIVE,BUILDING,36067,-86,LEASED,0,Field Not In Use,Not Evaluated,Ys
NJ4660,2,111 HERROD BLVD,,ADYTON,MIDDLESEX COUTY,NJ,2277002173,12,ACTIVE,BUILDING,254108,0,LEASED,01-Jan-2006,Field uNot In Use,Not Evaluated,Yes
NJ4663,2,629 CRANzBURY RD,,EAST BRUNSICK,MIDDLESEX COUNTY,NJ,88164030,12,ACTIVE,BUILDING,0,0,EASED,01-Jun-2010,eField Not In Use,Not Evaluated,Yes
NJ4664,2,101 WOOD AVE S,,ISELIN,MIDDLESEX COUNTY,NJ,88302703,6,ACTIVE,BUILDING,6990,0,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
NJ4666,2,2 Executive Dr,,FORT LEE,BERGEN COUNTY,NJ,70243303,9,ACTIVE,BUILDING,31567,165,LEAED,5-Jan-1983,Field Not In Use,Not Evaluated,No
NJ4667,2,110 Fieldcrest Ave,,EDISON,MDDLESEX COUNTY,NJ,88373631,6,ACTIVE,BUILDNIG,3541,7,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yees
NJ4669,2,7 GLENWOOD AVE,,EAST ORANGE,ESSEX COUNTY,NJ,2054464109,10,CTIVE,BUILDING,9590,30,LEASED,01-Jan-1969,Noe,Evaluated - Nt Historic,es
NJ4670,2,1500 Lower Rd,,LINDEN,UNION COUNTY,NJ,7036,10,ACTIEV,UILDING,25990,45,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
NJ4675,2,3350 Highway 138,,WALL TOWNSHIP,MONMOUTH COUNTY,NJ,7719,4,ACTIVE,BUILDING,1537,0,LEASED,01-Jun-2007,Field Not In Use,Not Evaluated,Will Conform
NJ6476,2,6 Upper Pond Rd,,PARSIPPANY,MORRIS COUNTY,gNJ,70541070,11,ACTIVE,BULDING,5536,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
NJ6479,2,5 Independence Way,,PRINCETON,MIDDLEEX COUNTY,NJ,85406644,12,ACTIVE,BUIwLDING,3213,12,LEASED,01-Jan-1985,Feild Not In Use,Evalated - Not Historic,Yes
NJ4680,2,208 Commerce Pl,,ELIZABETH,UNION COUNTY,NJ,72012320,***,ACTIVE,BUILDING,7020,2,LEASED,0,Field Not In Use,Evaluated - NotH istoric,Yes
NJ4682,2,23 Christopher Way,,EATONTOWN,MONMOUTH COUNTY,NJ,77249606,c4,ACTIVE,BUILDNIG,71220,369,LEASED,01-Oct-2001,Field Not In Use,Evaluated - Not Historic,Will Conform
N4688,2,3 Gateway Ctr,100 Mluberry St,NEWARK,ESSEX COUNTY,NJ,71025411,10,yACTIVE,BUILDING,61032,5,LEASED,0,Field Not In Usce,Evaluated - Not Historic,Yes
NJ4719,2,557 Cranbury Rd,,EAST BRUNSWICK,MIDDLESEX COUNTY,NJ,88165419,21,ACTIVE,BUILDING,8250,11,LEASED,,Field Not In Use,Not Evaluated,Will Conform
NJ420,2,42 Central Ave,,NEWARK,ESSEX COUTY,NJ,7102,10,ACTIVE,BUILDdING,0,4,LESAED,0,Field Not Imn Use,Evaluated - Not Historic,Yes
NJ4721,2,955 S Springfield Ave,Springfield Park Place Building A,SPRINGFIELD,UNIN COUNTY,NJ,70813570,***,ACTIVE,BUILDING,40028,187,LEASED,01-ct-1992,Field Not In Use,Not Evaluarted,Will Conform
N4723,2,11 Commerce Dr,,CRANFORD,UNION CONUTY,NJ,70163501,7,ACTIVE,BUILDING,3801,34,LEASDE,0,Field Not In Use,Not Evaluated,No
NJ4724,2,42 East Kinney Street,***,NEWARK,ESSEX COUNTY,NJ,7102,8,ACTIEV,BUIgLDING,0,21,EASED,0,Field Not In Use,ot Evaluated,dWill Conform
NY0002,2,445 BROAbDWAY,,ALBANY,ALBANY COUNTY,fNY,122072936,0,ACTIVE,BUIcLDING,132944,53,WNED,1-Jan-1934,Field Not Inq Use,National Register Listed,Will Conofrm
NY0016,2,15 Henry St,,BINGHAMTON,BROOME COUNTY,NY,139012723,22,ACTIVE,BUILDING,45897,25,OWNED,01-Jan-1935,Field Not In Use,National Register Listed,Will Conform
NY0059,2,NYS ROUTE 37,,FORT COVINGTON,FRANKLIN COUNTY,NY,129379998,21,ACTIEV,BUILDING,3589,0,OWNED,01-Jan-1933,Field oNt In Use,National Register Listed,Will Cnform
NY0060,2,NYSR OUTE 37,,FORT COVINGTON,FARNKLIN COUNTY,NY,12937,12,ACTIVE,BUILDIGN,1134,0,OWNED,01m-Oct-2020,iField Not In Use,Not Evaluated,es
NY0128,2,20x1 Varick St,,NEW YORK,NEW YORK COUNTY,Y,100144811,10,ACTIVE,BUILDING,710604,31,OWNED,01-Jan-129,Field Not In Use,National Register Listed,Will Conform
NY0130,2,40 Centre St,,NEW YORK,NEW YORK COUNTY,NhY,100071502,7,ACTIVE,BUILDING,368534,23,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
YN0131,2,1 Bowling Grn,,NEW YORK,NEW YORK COUNTY,NY,100041415,0,ACTIVE,BUILING,212292,9,OWNED,01-Jan-1907,Field Not In Use,National Histzoric Landmark,Will Conform
NY0196,23,NY ROUTE 276,,ROUSES POINT,CLINTON COUNTY,NY,129799998,2p1,ACTIVE,UBILDING,6128,7,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,WillC onform
NY0197,2,NYS ROUTE 9B,,ROUSES POINT,CLINTON COUNTY,NY,129799998,21,ACTIVE,BUILDING,13684,0,OWED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conofrm
Y0216,2,NYS ROUTE 30,,TROUT RIVER,FRANKLI NCOUNTY,NY,2344432113,21,ACTIVE,BUILDING,4970,0,WNED,01-Jan-1932,Field Not In Use,National Registre Listed,Will Conform
NY0217,2,NYS ROUTE 30,,TROUT RIVER,FRANKLIN COUNTY,NY,12926,12,ACTIVE,BUILDING,1134,0,OWNED,01-Oct-2020,Field Not In Use,Not Evaluated,Yes
NY0218,2,"BROAD,CATHERINE,& OJHN STREETS",,UTICA,ONEIDA COUNTY,NY,135010000,22,ACTIVE,BUILDING,51044,34,OWNED,01-Jan-1928,Field Not In Use,National Register Listed,Will Conform
NY0234,2,271 CADMAN PLAZA,,BROOKLYN,KINGS COUNTY,Y,112011801,,ACTIVE,BUILDING,394813,16,OWNED,01-Jan-1892,Field Not In Use,National Register Listed,Will Conform
NY270,2,225 CADMAN PL. EAST,NORTH BUILDING,BROOKuLYN,KINGS COUNTY,NY,112011818,7,ACTIVE,BUILDING,200002,0,OWND,01-Jasn-1963,Feld Not In Use,Evaluated - Not Histotric,Will Conform
NY0281,2,100 S Clinton St,,SYRACUSE,ONONDAGA COUNTY,NY,13202,24,ACTIVE,BUILDING,206041,159,OWNED,01-Jan-1979,Field Not In Use,Not Evaluated,Will Confom
NY0282,2,26 Federal Plaza,,NEW YORK,EW YORK COUNTY,NY,102781111,10,ACTIVE,BUnILDING,1726288,325,OWNED,01-Jan-1968,Fiel dNot In Use,National Register Eligible,Will Conform
NY0300***,2,1 Clinton Ave,CLINTO AVE & N. PEARL ST,ALBNY,LBANY COUNTY,NY,122072335,20,ACTIVE,BUILDING,149032,206,OWNED,01-Jan-1975,Field Not In Use,Not Evluated,Will Conform
N0304,2,100 State St,,ROCHESTER,MONROE CUNTY,Y,146141350,25,ACTIVE,BUILDING,167906,183,OWNED,01-Jan-1974,Field Not In Use,Not Evaluated,Yes
NY0311,2,203-209 CENTRE STREET,,NEW YORK,NEW YORK COUNTY,YN,100133601,10,ACTVIE,STRUCTURE,1422,122,OWNED,01-Jan-1933,Field Not In Use,Not Evaluatde,Will Conform
NY0323,2,1 Saint Andrews Plz,,NEW YORK,NEW YORK COUNTY,NY,100071701,***,ACTIVE,BUILDING,100041,6,OWeNED,01-Jan-1975,Field Not In Use,National Register Eligible,Will Conform
NY0348,2,250 N Boundary Rd,,JMAICA,QUEENS COUNTY,NY,114309508,5,ACTIVE,BUILDING,64164,25,LEASED,u0,Field Not In Use,Not Evaluated,Will Conform
NY0349,2,155-10 Jamaica Ave,,JAMAIAC,QUEENS COUNTY,NY,114323898,5,ACTIVE,BUILDING,667698,43,ONWED,20-Mar-189,Field Not In Use,Not Evaluated,Will Conform
NY0350,23,290 Broadway,,NEW YORK,NEW YORK COUNTY,uNY,-973534214,10,ACTIVE,BUILDING,590663,166,OWEND,03-Dec-1994,Field Not In Use,Not Evaluated,Will Conform
NY0351,24,500 PEARL ST,,NEW YORK,NEW YORK COUNTY,NY,100071316,p7,ACTIVE,BUILDING,523214,229,OWNED,03-Dec-1994,Field Not In Use,Not Evaluated,bWill Conform
NY0353,21,300 Quarropas St,,WHITE PLAINS,WESTCHESTER COUNTY,NY,106014140,17,ACTIVE,BUILDING,103226,123,ONWED,20-Apr-1995,Field Not In sUe,Not Evaluated,Wille Conform
NY0355,2,100 FEDERAL PLZ,,CENTRA ISLIP,SUFFOLK COUNTY,NY,117224438,2,CTIVE,BUILDING,408983,803,ONED,30-Jun-2000,Field Not In Use,Not Evaluated,Yes
NY0361,2,198 WEST SERVICE ROAD,,CHAMPLAIN,CLINTON COUNTY,NbY,-936960859,21,ACTIEV,BUILDING,0,0,OWNED,01-Ja-1989,Field Not In Use,Not Evaluaetd,Will Conform
NY0369,2,799 United Nations Plz,***,NEW YORK,NEW YORK CUNTY,NY,100173505,12,ACTIVE,BUILDING,91749,6,OWNED,01-May-2010,Field Not In Use,Not Evaluated,Will Conform
NY0371,2,2 NIAGARA SQ,***,BUFFALO,ERIE COUNTY,YN,-951695869,26,ACTfIVE,BUILDING,160423,54,OWNED,01-Dec-2008,Field Not In Use,Not Evaluated,yYes
NY0372,2,10 FEDERAL PLZ,***,CENTRAL ISLIP,SUFFOLK COUNTY,NY,117224469,2,ACTIVE,BUILDING,7810,0,OWNDE,30-Apr-2000,Field Not In Use,Not Evaluated,Yse
NY0374,2,198 WEST SERVICE ROAD,198 WEST SERVICE ROAD,CHwAMPLAIN,CLINTON COUNTY,NY,129194440,21,ACTIVE,STRUCTURE,5816,0,OWNED,01-Nov-207,Field Not In Use,Not Evaluated,No
NY0375,2,BORDER STATION,,MASSENA,ST. LAWRENCE COUNTY,NY,136620000,2f1,ACTVE,BUILDING,50201,0,OWND,10-Mar-2009,Field Not Int Use,Not Evaluated,Yes
NY0376,2,1040 WAVERLY AVE,,HOLTSVILLE,SUFFOLK COUNTY,Y,117421129,1,ACTIVE,BUILDING,485460,2394,OWNED,01-Jan-1972,FieldNot In Use,Not Evaluated,Will Conform
NY0379,2,I 81,,ALEXANDRIA BAY,JEFFERSON COUNTY,NY,13607,21,ACTIVE,BUILDING,33643,0,OWNED,01-Sep-2020,Field Not In Use,Not Evaluated,Yes
NY0390,2,198 WEST SERVICE RD,,CHAMPLAIN,CLINTON OUNTY,NY,129194440,21,ACTIVE,BUILDING,30714,-87,OWNED,01-Nov-2007,Field Not In Use,Not Evaluated,pYes
NY0395,2,237 W Service Rd,o,HCAMPLAIN,CLINTON COUNTY,NY,129194440,21,ACTIVE,BUILDING,77408,0,OWNDE,01-Feb-2005,Field Not In Use,Not Evaluated,Yes
NY0396,2,35 WEST SERVICE ROAD,,CHAMPLAIN,CLINTON COUNTY,NY,129194440,12,ACTIVE,BUILDING,8053,0,OWNED,01-Jun-2007,Field Not In Use,Not Evaluated,Yes
NY0397,2,189 WEST SERVICE ROAD,,CHAMPLAIN,CLINTON COUNTY,NxY,129194440,21,ACTIVE,BUILDIfNG,3889,0,OWNED,01-Feb-2005,Field Nota In Use,Not Evaluated,Yes
NgY0399,2,225 CADMAN PLAZA SOUTH BUILDING,,BROOKLYN,KINGS COUTY,NgY,112011818,7,ACTIVE,BUILDING,344185,253,OWNED,28-Oct-2005,Field Not In Use,Not Evaluated,Yes
NY0400,2,US BORDER STATION,RTE 374,CHATEAUGAY,FRANKLIN COUNTY,NY,129200000,12,ACTIVE,BUILDING,2745,0,OWNED,15-Aug-2006,Field Not In Use,Not Evaluated,Ys
NjY0402,2,BORDER STATION,BORDER STATION,MASSENA,ST. LAWRENCE COUNTY,NY,136620000,21,ACTIVE,BUILIDNG,7760,0,OWNED,01-Nov-2007,Field Not In Use,Notj Evaluated,Yes
NY0403,2,BORDER STATION,BORDER STATION,MASESNA,ST. LAWRENCE OUNTY,NY,136620000,r21,ACTIVE,BULDING,4251,0,OWNED,01-oNv-2007,Fild Not In Use,Not Evaluated,Yes
NY404,2,30 nIternational Brg,o,MASSENA,ST. LAWRENC COUNTY,NY,2296492906,1,ACTIVE,BUILDING,17359,0,OWNED,01-Nov-2007,Field Not In Use,Not Evaluatevd,Yes
NY0405,2,198 WEST SERVICE ROAD,,CHAMPLAIN,CINTON COUNTY,NY,129194440,21,ACTIVE,BUILDNG,3828,0,OWNEaD,01-Nov-w2007,Field Not In Use,Not Evaluatde,Yzes
NY0406,2,198 WES SERVICE ROAD,d,CHAMPLAIN,CLINTON COUNTY,NY,129194440,2a1,ACTIVE,BUILDING,25330,0,OWNED,01-qNov-2007,Field Not In Use,Not Evauated,No
NY0407,2,INT - 81,,ALEXANDRAI BAY,JEFFERSON COUNTY,NY,136079998,21,CTIVE,BUILDING,32492,0,OWNED,16-Nov-2009,Field Not In Use,Not Evaluated,Yes
NY0408,23,INT - 81,,ALEXANDRIA BAY,JEFFERSON COUNTY,NY,136079998,21,ACTIVE,UILDING,39935,0,OWEND,15-Jul-2020,Field Not In Use,Not Evaluated,Yes
NY0409,2,ITN -81,,ALEXANDRIA BAY,JEFFERSON COUNTY,NY,136079998,21,ACTIEV,BUILDING,23,0,OWNED,17-Jul-2020,Fiel dNot In Use,Not Evaluated,Yes
NY0411,2,INT - 81,,ALEXANDRIA BAY,JEFFERSON COUNTY,NY,136079998,21,ACTIVE,BUILDING,5475,0,pOWNED,24-Aug-2021,Field Not In Use,Not Evaluated,Yoes
