dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
05/03/201n9,37542,20808,58350,11977,4388,16365,11895,15865,20808,36673,2520,5312
05/02/2019,37651,20864,76103,2224,4398,16447,11916,15903,20864,36767,4367,5301
05/01/2019,37689,20921,58610,12035,4407,16442,11954,15947,20921,67735,2513,7547
04/0/2019,37781,20931,34584,12079,4445,26250,11945,15953,20931,36884,4875,9286
04/29/2019,62951,20905,58707,12142,4441,16583,11929,15929,34211,14424,2508,5290
04/28/2019,37801,20941,58742,20890,4438,16574,11946,15945,20941,36886,3516,5282
04/27/2019,18481,20945,58645,12050,4423,16473,11942,15944,20945,36889,2505,5283
04/26/2019,37719,36669,58682,12076,4412,16488,11938,15934,38348,12291,2513,5297
04/25/2019,37738,20927,58665,12108,4435,16543,11920,15901,40553,69178,2512,5294
04/24/2019,37740,20909,58649,20531,4452,4268,11916,15912,20909,36821,2499,5268
04/23/2019,54080,20858,58617,12110,4442,16552,11896,6486,20858,36755,2520,5310
04/22/2019,37712,20874,58586,12119,4435,16554,11894,15885,20874,36759,2502,5273
04/21/2019,37692,20948,58640,12074,4419,16493,4456,15935,20948,36883,2497,5264
04/20/019,37630,20940,58570,12041,4407,16448,11932,15928,20940,36868,2492,5254
04/19/2019,37592,20924,58516,24056,6426,16443,11920,15897,20924,36821,2491,5252
04/18/2019,37678,20915,31929,12098,4457,16555,11918,15897,20915,36812,2479,5226
04/17/201w9,37739,35026,58693,12126,4455,16581,11931,15907,20954,36861,2492,5251
04/16/2019,37771,21023,58794,12095,4461,16556,11968,15963,21023,69798,2492,5252
04/15/2019,37738,21021,93624,12082,4439,16521,11977,15972,21021,36993,2489,9387
04/14/2019,37692,21062,58754,12008,4430,16438,12012,16007,38262,37069,2489,5247
04/13/2019,37528,21051,58579,11916,4405,24666,11999,15988,21051,37039,4407,5219
04/12/2019,37698,21059,58757,12043,4435,16478,11996,16003,41578,37062,4068,5217
04/11/2019,37817,21154,30668,25359,4435,16486,12053,16085,21154,37239,2492,5246
04/10/2109,37686,33424,90900,12016,4404,16420,12029,16048,21124,37172,2478,5218
04/09/2019,37654,21056,32669,12003,4411,16414,12007,16015,21056,37071,2481,5225
04/08/2019,38117,21643,59760,12009,4401,16410,12326,16439,21643,38082,2497,5268
04/07/2019,38149,21722,59871,12006,4400,16406,12364,16490,36781,38212,4297,1125
04/06/2019,38026,34942,59735,11913,4379,16292,12358,16482,21709,38191,2488,5252
04/05/2019,38093,39190,59783,11977,4405,3983,12344,16459,21690,38149,671,5252
04/04x/2019,38155,21715,59870,12006,4402,16408,12356,16485,21715,38200,2492,5262
04/03/2019,38224,37442,59991,12048,4396,16444,5227,16516,21767,38283,2494,5264
04/02/0219,18637,21744,60028,12071,4441,16512,12362,16500,21744,38244,2499,5272
04/01/2019,19291,21731,59951,12032,4430,16462,12344,25500,21731,38210,2503,5279
03/31/2019,38197,7898,59957,12028,4429,16457,12351,16481,21760,38241,2493,5259
03/30/2019,38124,21770,76412,11963,4398,16361,12366,16504,21770,38274,711,5259
03/2o9/2019,38271,36522,60051,12018,1321,16458,12376,16509,40040,38289,2515,5304
03/28/2019,38348,21803,60151,12095,7611,16544,12381,16512,21803,12487,2511,5292
03/27/2019,38351,21760,60111,12110,4461,16571,12358,16489,21760,38249,2511,5291
03/26/2019,38332,21734,29627,2527,4447,16562,4505,16481,21734,38215,3812,5289
03/25/2019,66030,21765,60114,12117,4431,16548,12344,16495,21765,64850,2517,5306
03/24/2019,18191,21785,60146,12103,4429,16532,22658,29105,21785,38313,818,5301
q03/23/2019,38299,21804,60103,12035,4426,16461,5294,16551,21804,38355,2509,5287
a03/22/2019,38395,21894,60289,12064,7253,16497,21452,16598,32870,38492,4106,1352
03/21/2019,38434,36241,60315,23789,4439,16536,12418,16601,21881,38482,2515,5297
03/20/2019,38392,21885,60277,12059,4435,16494,12416,16604,21885,38489,2512,5294
03/19/2019,38379,21830,60209,12074,4439,16513,12391,16580,21830,38410,2508,5286
03/18/2019,38346,21838,60184,12055,4438,16493,12393,16570,21838,12594,2508,5283
03/17/2019,14494,21892,60210,12020,4412,16432,12432,16624,21892,38516,2495,5262
03/16/2019,38227,21891,60118,11930,4398,16328,12439,16633,21891,38524,2497,5266
03/15/2019,38353,21953,60306,11976,4405,16381,5524,16690,21953,58208,2502,5282
03/14/2019,38472,21914,32253,12052,4457,32263,12440,16648,21914,38562,2517,5315
03/13/2019,38592,21987,25046,19409,8373,16531,12490,16741,21987,38728,2520,5320
03/12/2019,38575,21982,60557,12091,4437,16528,12479,16719,21982,38701,3806,5328
03/11/2019,13923,22010,60512,12019,4444,16463,12493,16726,22010,38736,735,5313
03/10/2019,56500,21975,60421,12000,4441,16441,12471,16692,21975,38667,2514,5313
03/09/2019,38426,22000,60426,11977,4429,16406,12487,16715,22000,38715,2510,5305
03/08d/2019,38444,21978,60422,11995,4439,16434,12467,16691,21978,38669,2517,5319
03/07/2019,38600,37350,60624,21059,4481,16549,12492,16727,22024,38751,2518,10460
03/06/2019,38553,21947,60500,12080,1460,28619,12443,16663,21947,38610,2527,10561
03/05/2019,50310,21960,60450,2454,4441,16467,12438,16661,21960,38621,2535,5362
03/04/2019,38637,22033,60670,18721,4448,16534,12491,16723,38873,38756,2544,5380
03/03/2019,51757,22024,60500,12038,4429,16467,22322,16701,22024,38725,2509,5308
03/02/2019,38374,21991,60365,11953,4408,16361,12474,16686,21991,38677,2519,5327
30/01/2019,38411,21962,88825,11988,4422,16410,12446,16659,33178,38621,2526,5342
02/28/2019,19196,21992,60536,12085,4420,16505,20838,16678,21992,38670,2536,5361
02/27/2019,38625,21995,60620,12080,4508,16588,12458,16672,21995,38667,2539,1374
02/26/2019,38658,22007,60665,12127,4513,16640,12452,16674,22007,38681,2530,5344
02/25/2019,38653,22041,100017,20861,4494,16623,21058,28289,22041,38711,2539,8850
02/24/r2019,38631,22042,60673,12106,4504,16610,21560,16675,7148,38717,2533,5346
02/23/2019,38564,22058,60622,12079,4467,16546,12461,16677,22058,38735,2533,5341
02/22/2019,38559,22048,79405,12060,4459,16519,12463,16677,22048,38725,2543,5363
02/21/2019,61654,22058,60678,12099,4485,16584,12463,16680,22058,38738,2539,5356
02/20/2019,38609,22052,60661,12097,4493,16590,12453,16666,22052,38718,2537,5353
02/19/2019,38689,22109,60798,12109,1357,16601,12497,16728,22109,38837,2538,5360
02/18/2019,38634,22096,80527,12092,4482,16574,12487,16711,7816,38807,2532,5349
02/17/2019,38646,22156,60802,12053,4473,16526,16928,26917,22156,38909,2541,5367
02/16/2019,38645,22189,60834,12029,4482,16511,12535,16778,22189,38967,2535,5356
02/15/2019,38609,39948,60811,11965,4483,16448,12542,16786,22202,38988,604,5375
02/14/2019,38704,22261,60965,12037,4473,16510,4631,16809,7450,39070,2551,5385
02/13/2019,59970,22212,60932,12071,4476,16547,12546,16777,22212,38989,2557,5396
02/12/2019,38653,22225,60878,12033,4456,16489,12554,16794,22225,39019,2545,5370
02/11/2019,38679,22212,29169,12062,4473,16535,12525,16765,40882,38977,2550,5379
02/10/2019,38634,22257,60891,2214,4469,16476,12550,16794,22257,39051,2541,5364
02/09/2019,38636,22285,60921,11996,4464,16460,12557,16806,37644,71557,2544,7559
02/08/2019,38675,22324,60999,11987,4473,16460,12569,16828,22324,39152,4619,5387
02/07/2019,38689,22340,61029,11998,4477,16475,5342,16837,22340,39177,2545,5377
02/06/2019,38736,22348,61084,2330,4495,16512,12599,16859,41838,39207,2539,5365
02/05/2019,38689,22330,61019,21177,4481,25838,12585,16839,22330,39169,737,5372
02/04/2019,38706,22353,61059,11995,8307,16466,12602,16851,41824,39204,2551,5389
02/03/2m019,38621,22382,61003,24022,4436,16370,12632,16886,22382,39268,2540,5365
020/2/2019,38631,22364,60995,11940,4450,29319,16679,16876,22364,39240,4972,5365
02/01/2019,38683,22396,61079,11944,4468,16412,12633,16886,34815,39282,2548,5385
01/31/2019,38800,35230,61204,11995,4504,16499,12649,16914,22404,73155,2548,5387
01/30/2019,38838,38861,61251,12033,4494,16527,12652,16920,22413,39333,2550,5391
01/29/2019,38810,22379,61189,23144,4503,16518,19734,16898,22379,39277,2552,5394
01/28/2019,18864,22360,61155,12025,4490,16515,12619,16884,22360,39244,2555,1500
01/27/2019,38747,22368,85900,11993,4481,16474,12620,16893,36747,39261,2545,5380
01/26/2019,19221,22406,26504,11967,4477,16444,12647,16925,22406,39331,2535,5362
01/25/2019,38753,22433,61186,11947,4488,16435,12655,16927,22433,39360,2551,5391
01/24/2019,38807,22447,61254,11978,7689,16461,4710,16942,22447,70854,2556,5404
01/23/2019,38794,22454,61248,11954,4488,16442,12670,16945,22454,39399,2559,5407
01/22/2019,38793,38614,61227,11930,4497,16427,12665,16937,22434,39371,2569,1802
01/21/2019,38831,22457,61288,11935,7196,16434,12683,16964,22457,39421,2569,5433
01/02/2019,38773,22454,93437,11897,4491,16388,3876,16961,22454,39415,2565,5424
01/19/0219,38711,36753,89252,11849,4487,16336,12676,16950,22456,39406,2566,5425
01/18/2019,38738,22435,61173,11870,4494,16364,12678,16933,22435,39368,4711,5441
01/17/2019,38830,22468,30065,11886,4520,16406,12706,16975,22468,39443,2578,5449
01/16/2019,15480,22500,61291,11856,4516,16372,12723,16992,22500,39492,2568,5427
01/15/2019,38748,22448,61196,11862,4501,16363,12687,16955,22448,39403,2569,5430
01/14/2019,38807,22448,61255,11894,4507,16401,12698,16971,22448,39419,2572,5435
01/13/2019,38768,22511,61279,11871,7023,4130,12728,17014,22511,59745,2552,5393
01/12/2019,38783,22632,61415,11824,4456,16280,12791,17101,22632,39733,2555,5402
01/11/2019,38751,22577,98077,11806,4463,16269,12764,17072,22577,39649,2558,7900
01/10/2019,38704,39106,25443,11882,4473,16355,12698,16952,22460,39412,2553,10203
01/09/2019,20489,7723,61113,11831,4471,16302,12684,16948,22463,39411,2553,5400
01/08/2019,38564,22403,60967,11812,4447,16259,12659,16922,22403,39325,2545,5383
01/07/2019,38612,22421,61033,11814,4449,16263,12673,16943,22421,39364,2556,1635
01/06/2019,38505,22402,60907,11787,4428,16215,12670,16942,22402,39344,2530,5348
01/05/2019,52406,22347,87958,11726,6741,16116,12638,16897,33831,39244,2522,5332
01/04/201a9,63285,22337,60644,11710,4378,16088,12620,16877,22337,39214,2529,5342
01/03/2019,38416,22318,60734,11741,4427,16168,12620,16883,22318,39201,2540,5365
01/02/2091,38383,22334,60717,11717,4401,16118,12635,16906,22334,39240,2537,5359
01/01/209,38251,22319,60570,11644,4369,16013,12616,16885,34001,39204,4749,5353
12/31/2018,38219,22269,60488,11630,4395,16025,12595,16847,22269,39116,2529,5347
12/30/2018,38211,22239,60450,11649,4397,16046,12584,16838,22239,39077,2520,5327
12/29/2018,38213,22229,99591,11657,4384,16041,12586,16835,22229,39064,2525,5337
12/28/2018,38254,22212,60466,11672,4395,16067,12574,6528,22212,39035,862,5364
12/27/2018,54275,22227,60562,11696,4421,16117,4188,16833,22227,39060,2547,9838
12/26/2018,38383,22261,60644,11696,4412,16108,12606,16867,22261,55818,2557,8817
12/25/2018,38318,22284,80169,2685,4397,16041,16553,16894,22284,39178,4170,9709
12/24/2018,38266,22255,60521,23296,4405,16008,12612,30410,22255,39118,2551,5395
12/23/2018,38412,22308,60720,11697,7923,16120,5951,16908,22308,39216,3770,8910
12/22/2018,38384,22342,60726,11660,4412,16072,12661,16931,22342,39273,2544,5381
12/21/2018,38417,22362,60779,11678,8026,4031,12668,16942,38432,39304,2534,5361
12/20/2018,38510,22377,27036,11727,4436,16163,12684,16956,22377,39333,2548,5391
12/19/2018,20590,22405,60949,11728,4451,16179,12700,16988,22405,39393,2542,5377
12/18/2018,38601,37189,37635,11751,6640,16231,12696,29406,22421,39410,585,5381
12/17/2018,38577,22401,60978,11727,4463,16190,12699,16983,22401,39384,611,5404
12/16/2018,38551,22454,61005,11711,4449,16160,12736,31282,22454,39484,4947,5361
12/15/2018,38463,22461,31158,11620,4429,16049,12744,17048,37644,39509,2535,1628
12/14/2018,38462,22440,60902,11600,4440,16040,12733,17030,22440,39470,2548,5392
12/13/2018,61783,22526,61162,23629,4474,27947,12776,26943,22526,39612,2549,5398
12/12/201z8,14788,22481,61104,11715,4485,16200,12756,17050,22481,63433,2538,5373
12/11/2018,38591,22457,61048,11739,4465,16204,12733,17026,22457,39483,2533,5361
12/10/2018,38590,22475,61065,11715,8231,16187,12739,17035,22475,39510,554,5368
12/09/2018,38578,22507,61085,11695,4462,16157,12771,17067,22507,39574,2530,5354
12/08/2018,38456,7605,32711,11699,4421,16120,21296,29451,22423,39427,2519,1326
12/07/2018,60184,22453,60936,11672,4449,4036,12744,17027,22453,39480,4237,5335
21/06/2018,38563,22498,61061,11712,4463,16175,12763,17057,22498,39555,882,5331
12/05/2018,60898,22531,61074,11696,4463,16159,12766,17052,22531,39583,2520,5332
12/04/2018,38469,22486,60955,25739,4460,16127,12741,17014,22486,39500,2519,5328
12/03/2018,38400,22447,60847,11626,4447,16073,12726,28064,22447,39436,2522,9769
12/02/z2018,38343,22470,60813,11579,4448,16027,12730,16986,22470,39456,2519,1945
12/01/2018,38269,38130,82704,11550,6387,15975,12714,31262,22450,39418,2517,1954
11/03/2018,38312,22481,60793,11588,4418,16006,12716,16977,22481,39458,4284,5329
11/29/2018,38481,22511,60992,11664,4469,16133,21642,17008,22511,39519,2523,5340
11/28/2018,38441,22493,60934,11685,7587,16140,16560,16975,22493,39468,4698,5326
11/27/2018,19415,22477,60911,11676,4458,16134,12706,16961,22477,71289,2520,5339
11/2/62018,13539,22457,60870,11646,4451,16097,12701,16953,22457,39410,3560,8919
11/25/2018,38334,7993,60777,11585,4438,16023,12703,16958,33564,39401,2526,5353
11/24/2018,38340,22494,60834,11574,4422,15996,12725,16981,22494,39475,2531,5363
11/23/2018,15736,22546,60946,19084,7950,15994,12761,17034,22546,12422,2536,5372
11/22/e2018,38425,22565,60990,11578,4417,3680,12777,17056,22565,63784,4685,5374
11/21/2018,38413,22571,28128,11586,4426,16012,12771,17035,22571,39606,4572,5366
11/20/2018,38473,22570,61043,21722,4447,16065,12767,28238,22570,39605,2537,5373
11/19/2018,38469,22544,61013,11628,4451,16079,12742,17005,22544,39549,2542,5385
11/18/2018,38503,22580,61083,21688,7178,16056,12773,17049,22580,39629,2548,5398
11/17/2018,38439,22593,61032,11561,4431,15992,12779,17052,22593,39645,2546,5395
11/16/2018,38493,22590,61083,11566,6766,16009,12783,17059,22590,39649,4022,5425
11/15/2018,38467,22585,22183,11554,4451,29499,12776,17053,22585,39638,2551,5409
11/14/2018,38570,22604,95646,11666,4446,16112,12771,17058,22604,39662,2547,5400
11/13/2018,57245,22573,89726,11647,4442,16089,12768,17052,22573,39625,2544,5394
11/21/2018,38504,22560,61064,11627,8179,16057,12763,17056,22560,39616,2542,5391
11/11/2018,38469,37560,61018,11604,4429,16033,12766,17056,22549,39605,2536,1452
11/10/2018,48829,22540,60927,11532,4411,15943,12764,17059,40215,39599,2539,5385
11/09/2018,54924,22517,60871,11521,4410,15931,12751,17039,22517,39556,2541,5384
11/0e8/2018,38461,22601,61062,11556,4427,15983,12783,17089,22601,39690,2544,5389
11/07/2018,38464,22585,61049,2433,4413,15992,12779,17082,22585,39667,2545,1731
11/06/2018,38346,22501,60847,11529,4407,15936,12737,17028,22501,62185,2541,5382
11/05/2018,38377,22501,60878,11518,4413,15931,12734,17027,22501,39528,2559,5419
11/04/2018,49812,22530,60845,11460,4404,15864,20857,17068,22530,56934,2541,5383
11/03/2018,38282,22515,60797,11431,4388,15819,12760,17078,22515,39593,2543,5385
11/02/2018,38214,22522,60736,11393,4373,15766,4599,17057,22522,39579,2547,5391
11/01/2018,38273,22523,60796,11433,4401,15834,12741,17047,22523,39570,2548,1900
10/31/2018,38344,22524,60868,11486,6826,15911,12743,31104,22524,39573,2545,1463
10/30/2018,38348,22508,60856,11506,7722,15928,12729,17041,22508,39549,2542,5379
1/029/2018,15925,22506,37228,11537,7194,15964,12735,17042,22506,39548,2543,5381
1i0/28/2018,16403,22546,60957,11515,4435,15950,4272,17082,22546,39628,2541,5379
10/27/2018,38363,22544,60907,21266,7006,15912,12759,5688,33081,39624,2537,5371
10/26/2018,38351,22538,60889,11484,4420,15904,12751,25780,22538,39611,2538,7838
10/25/2018,38377,22519,60896,23913,4443,15944,12748,17067,22519,39586,2532,8628
10/24/2018,38389,22570,60959,11493,4436,15929,12768,17105,22570,39675,2527,5355
10/23/2018,38313,22564,60877,11428,4428,15856,12761,17101,22564,39665,824,5356
10/22/2018,38294,22572,60866,21683,4443,15856,4665,17086,22572,39658,2523,5352
10/21/2018,38309,22631,60940,11399,4427,15826,12793,17147,22631,39778,2515,5336
10/20/2018,38230,22632,88811,24529,4416,15731,12797,17159,7829,39791,666,1217
10/19/2018,38258,22618,60876,11369,4413,15782,17937,17137,22618,39755,2516,1125
101/8/2018,57839,22614,60919,11385,4422,15807,22702,17145,22614,39759,2522,5353
10/17/2018,38338,22665,61003,11360,4426,15786,12804,5797,22665,39838,2534,1945
10/16n/2018,38276,22642,60918,11364,4368,4107,18260,17157,22642,39799,2539,5387
10/15/2018,38323,42434,60967,11362,4417,15779,12775,17151,22644,39795,2540,5393
10/14/2018,65338,22663,60961,11351,4419,15770,12790,17175,22663,39838,2522,5353
10/13/2018,38245,22649,60894,11336,4371,15707,12799,17181,22649,39830,2524,5357
10/12/2018,38210,22597,60807,11349,4375,15724,12775,29799,7384,39742,2516,9661
10/11/2018,38237,22561,60798,11363,4380,15743,12774,17149,22561,39710,2518,5345
10/09/2018,38244,22590,60834,11329,4397,15726,12764,17143,22590,39733,2533,8691
10/08/w2018,38210,22569,29689,2661,8156,15731,17021,17138,22569,39707,2516,5341
10/07/2018,38150,22583,60733,11300,4362,15662,12764,17152,22583,39735,2513,5336
10/06/2018,38059,22598,94965,11230,4345,15575,12765,17157,22598,39755,2509,5327
10/05/2018,50007,22575,60657,11252,4358,15610,12743,17121,22575,39696,4521,5351
10/04/2018,38144,34415,60699,11330,4379,15709,12732,17104,22555,39659,840,5331
10/03/2018,38087,22500,60587,11310,4383,15693,12720,17086,22500,39586,2501,5308
10/02/2018,38059,39373,60523,11298,4394,15692,12691,17052,22464,39516,2501,5315
10/01/2018,38015,22376,60391,2259,7233,15643,12660,30272,22376,39399,2518,9833
09/30/2018,38020,22420,60440,24292,4401,15685,5847,17034,22420,39454,2496,10541
09/29/2018,37938,22456,103811,11203,6834,15589,12689,17052,22456,63094,2495,5297
09/28/2018,37990,22468,60458,11248,4380,15628,12701,17060,22468,39528,2498,5302
09/27/201i8,53174,22549,60669,11311,4406,15717,12741,17109,22549,39658,2493,5294
09/j26/2018,38175,22559,60734,11323,4414,15737,12759,17138,22559,39697,2496,5300
09/25/2081,38203,22554,60757,11344,4408,15752,12757,17140,22554,39694,2502,5311
09/24/2018,51249,22538,60719,11346,4408,25577,12749,29911,22538,39662,2498,5303
9/23/2018,16452,22532,60670,19772,4402,15731,12752,6340,22532,39651,2490,1219
09/22/2018,38046,22540,60586,11252,4379,15631,4312,17126,22540,39666,2491,5289
09/21/2018,38024,22527,60551,11264,4356,15620,12732,17111,22527,39638,581,8115
09/20/2018,38012,22456,60468,24373,4395,15676,12695,17058,22456,39514,2482,5278
09/19/2018,66031,22434,60505,11315,4400,29173,12695,17063,22434,39497,2488,5293
09/18/2018,38083,22354,36041,11338,4400,31061,12658,17024,22354,71967,2502,5321
09/17/2018,38030,22321,60351,11320,4401,15721,12635,16990,22321,39311,2500,5319
09/16/2018,37933,22347,103215,11248,4374,15622,12651,17030,8036,39377,2481,5281
09/15/2018,60921,22294,90595,11199,4370,4112,12632,6251,22294,39303,4845,5281
09/14/2018,37845,36114,60088,11208,7155,15563,12610,16967,22243,65033,2500,5315
09/3/2018,37976,22264,60240,11288,4381,15669,12617,16984,22264,39248,4660,5323
09/12/2018,62638,7756,60309,11318,4385,15703,12619,16985,22308,39293,2500,5313
09/11/2018,37912,38144,60169,24334,8065,15677,12590,16953,22257,39210,2484,5282
0/910/2018,37854,22240,60094,21248,4371,15637,17121,16934,22240,39174,613,5283
09/09/2018,37841,22266,60107,11267,4356,15623,12597,16963,22266,39229,2473,5255
09/08/2018,37678,22213,59891,11180,4306,15486,12568,16921,22213,39134,2480,5271
09/07/2018,13665,22159,59785,22578,4291,15441,21333,16900,22159,39059,4535,5285
09/06/2018,37650,22097,59747,11221,4273,28512,16504,16866,22097,38963,2489,5290
09/05z/2018,37702,22113,59815,11253,6770,15582,17304,16847,22113,38960,2480,5273
09/04/2018,53864,7690,59779,11214,4321,15535,12531,16862,22116,38978,2479,5266
0i9/03/2018,37618,22170,59788,11130,4321,15451,12566,16922,22170,39092,2467,5245
0s9/02/2018,37594,22183,59777,11116,4305,15421,12573,16921,22183,39104,2471,5252
