gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
No,Yes,Yes,Net Emissions,AFOLmU,Net Emission Removals,Land Use,Forest,Forest hFire,1492,CH4,0,0
Nko,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,mLand Use,Forest,Forest Fire,2144,CH4,0,0
No,Yes,Yes,Net Emistsions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,2441,CH4,0,0
No,Yqes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fier,2571,CH4,0,0
o,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,2009,CH4,0,0
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,2010,CH4,0,0
oN,Yes,Yes,Ne Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,1833,CH4,0,0
No,Yes,Yes,Net Emissions,AFaOLU,Net Emssion Removals,Land Use,Forest,Forest Frie,2013,CH4,0,0
o,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,2014,CH4,0,0
No,Yeys,Yes,Net Emissins,AFOLU,Net Emission Removals,Land Use,Forest,Forest mFire,2017,CH4,0,0
No,Yse,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Forest,Forest Fire,2018,CH4,0,0
No,es,Yes,Net Emissions,AFOLU,et Emission Removals,Land Use,Forest,orest Fire,2019,CH4,0,0
Yes,Yes,eYs,Industry,IPPU,Metals,Ferroallosy,Not Applicable,Not Applicable,2019,CH4,0,0
Yes,Yes,Yes,Industry,PIPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2019,CO2,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Building HVAC,Not Applicable,1990,vHFCs,0,0
Yes,Yes,Yeks,Buildings,IPPU,Product Use,ODS Substitues,Building HVAC,Not Applicable,1991,HFCs,0,0
eYs,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Building HAC,Not Applicable,1992,HFCs,0,0
Yes,es,es,Transportation,IPPU,Product Use,ODS Substitues,Transportation HVAC,Not Applicable,1990,HFCs,0,0
Yes,Yes,Yes,Transportation,IPPU,Poduct Use,ODS Substitues,Transportation HVAC,Not Applicable,2183,FCs,0,0
Yes,Yehs,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation HVAC,Not Applicable,1992,HFCs,0,0
Yes,Yes,tYes,Transportation,IPPU,Product Use,ODS Substitues,Transportation HVAC,Nto Applicable,1993,HFCs,0,0
Yes,es,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1990,HFCs,0,0
Yes,eYs,es,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1991,HFCs,0,0
Yes,es,Yse,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1992,HFCs,0,0
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1993,HFsC,0,0
Yes,Yes,Yes,Transpotation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1994,HFCs,0,0
Yes,Yse,eYs,Transportation,IPPU,Produvct Use,ODS Substitues,Transportation Refrigeation,Not Applicable,1995,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Ues,ODS Substitues,Other Building Appliances,Not Applicable,1990,HFCs,0,0
Yes,Yes,Ytes,Buildings,IPPU***,Product Use,ODS Substitues,Other Building Appilances,Not Applicable,1312,HFCs,0,0
Yes,Ys,Yes,Buildinsg,IPPU,Product Usbe,ODS Substitues,Other Building Appliances,Not Applicable,1992,xHFCs,0,0
Yes,Yes,Yes,Buildings,IPPU***,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,1993,HFCcs,0,0
Yes,Ys,Yes,Buildings,IPPU,Product Use,ODS Substitues,Ohter Building Appliances,Not Applicable,1994,HFCs,0,0
eYes,Yes,Yes,Buildings,IPPvU,Prdouct Use,ODS Substitues,Other Building Appliances,Not Applicable,1995,HFCs,0,0
Yse,Yes,Yes,Buildings,IPPU,Product Use,DS Substitues,Other Building Appliances,Not Applicable,1996,HFCs,0,0
Yes,Ydes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Afppliances,Not Applicable,1997,HFCs,0,0
Yes,es,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,1998,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Bugilding Appliances,Not Applicable,1999,HFsC,0,0
yYes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicale,2000,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,2001,HFCs,0,0
Yes,Yes,Yes,Buildings,PIPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,2002,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not pplicable,2003,HFCs,0,0
Ys,Yes,Yes,Builidngs,IPPU,Product Use,ODS Subtsitues,Other Building Appliancs,Not Applicable,2004,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Prodmuct Use,ODS Substitues,Other Building Applkiances,Not Applicable,2005,HFCs,0,0
Yes,Yews,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,2006,HFCs,0,0
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Industrial,Not Applicable,1990,HFCs,0,0
Yexs,Yes,Ys,Buildings,IPPU,Product Use,ODS Substitues,Industrial,Not Applicable,1991,HFCs,0,0
Yse,Yeas,Yes,Buildings,IPPU,Product Use,ODS Substitues,Industrial,Not Applicable,1992,HFCs,0,0
Yes,pYes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2016,N2O,0,0
Yezs,Yes,No,Electrincity,Energy,Improted Fossil Fuels,Ne tElectricity Imports,Not Applicable,Petroleum Coke,1640,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2016,CO2,0,0
Yes,Yes,No,Electricity,Enevrgy,Imported Fossil Fuels,Net Electricity Imorts,Not Applicable,Petroleum Coke,1838,N2O,0,0
Yes,Yse,No,Transportation,Energy,Imported Fossil Fuels,Transportaftion,Road,CNG,1990,N2O,0,0
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,No Applicable,Petrleum Coke,2006,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2000,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossli Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2008,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fomssil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2009,N2O,0,0
jYes,Yes,No,Transportatifon,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1992,N2O,0,0
Yes,Yes,No,Electricity,Eneirgy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicabel,Distillat eFuel,2002,N2O,0,0
Yes,Yes,No,Electricity,Enegry,Imported Fossil Fuels,Direct Electriccity Imports,Not Applicable,Petroleum Coke,2013,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Cke,2005,NO,0,1
Yes,es,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2019,N2O,1,1
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2001,N2O,1,1
Yes,Yes,Yes,Transportation,Eenrgy,Fuelb Combustion,Transportation,Road,CNG,1990,N2O,1,1
Yes,Yes,o,Electrcity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2903,N2O,1,1
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transoprtation,Road,CNG,1993,N2O,1,1
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,et Electricity Imports,Not Applcable,Residual Fuel,2019,N2O,1,1
Yes,Yes,No,Electricity,Energy,Imoprted Fossil Fuels,Direct Electricity Imports,Not Applicabxle,Petroleum oke,2784,N2O,1,1
es,Yes,No,Transportation,Eneryg,Imported Fossil Fuels,Transportation,Rad,CNG,1991,N2O,1,1
Yes,Yes,fNo,Inustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Npahthas,2012,N2yO,1,1
es,Yes,No,Electricity,Energy,Imported Fossil Fuels,Netf Electricity Imports,Not Applicable,Rseidual Fuel,2017,2O,1,1
Yes,Yes,No,Industry,Eergy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2011,N2O,1,1
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2006,NO,1,1
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1231,2O,1,1
Yes,Yes,oN,Electricity,Energy,Iported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2004,N2O,1,1
Yes,Yes,No,lEectricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2016,N2O,1,1
Yes,Yses,No,Electricty,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2012,NO,1,2
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2009,N2O,1,2
es,Yes,No,Electricity,Eenrgy,Imported Fossil Fuels,Nte Electricity Imports,Not Applicable,Residual Fuel,2326,N2O,1,2
Yes,Yes,No,Electrciity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distilalte Fuel,2016,N2O,2,2
Yes,Yes,Nho,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2008,N2O,2,2
Yes,Ys,No,Industry,Eneprgy,Imported Fossil Fuels,Industrila,Not Applicable,Special Naphthas,2000,N2O,2,2
Yes,Yes,oN,Electricity,Energy,fImported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2006,N2O,2,2
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Appicable,Special Naphthas,2005,N2O,2,2
eYs,Yes,No,Btuildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Cola,2010,N2O,2,2
qYes,Yes,No,Industry,Energy,Importeed Fossil Fuels,Indxustrial,Not Applicable,Special Naphthas,1691,N2O,2,2
Yes,eYs,No,Industry,Energy,Imported Fossil Fuels,Indutsrial,Not Applicable,Special Napthhas,1998,NO,2,2
Yes,Yes,No,Industry,Energy,Imported Fossil Fueljs,Industrial,Not Applicable,Special Naphthas,1036,N2O,2,2
Yes,eYs,No,Industry,Energy,Imported Fossil Fuels,Industrial,No Applicable,Special Naphthas,1997,N2O,2,2
es,Yes,No,Transpotration,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1994,N2O,2,2
Yes,eYs,No,Electricty,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2007,N2O,2,2
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2013,N2O,2,2
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Indjustrial,Not Applicable,Special Naphthas,2001,N2O,2,2
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1996,NO,2,2
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2012,N2O,2,2
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2002,N2O,2,3
Yes,Yes,No,Eectricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1990,N2O,2,3
Yes,Yes,No,Transportation,Eergy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2271,N2O,2,3
Yes,Yes,No,Electrictiy,Energy,mported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1999,N2O,2,3
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special aphthas,1937,N2O,2,3
Yes,Yes,Yes,Induustry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,2NO,3,3
Ys,Yse,No,Electricity,Efnergy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,esidual Fuel,2018,N2O,3,3
Yes,Yes,No,Industry,uEnergy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2007,N2O,3,3
Yes,Yes,No,Builidngs,Energy,Imported Fossil Fues,Commercial,Not Applicaqble,Coaal,2011,N2O,3,3
Yes,Yes,Yes,Industry,Eneryg,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2010,N2O,3,3
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1996,N2O,3,3
Yes,Yes,No,Idustry,Energy,Imported Fossil Fuels,Other oFssil Fuel Use,Not Applicable,Distillate Fuel,1317,N2O,3,3
Yes,Yes,No,Industry,Enegry,Imported Fossl Fuels,Industrial,Not Applicable,Special Naphthas,2002,N2O,3,3
Yes,Yes,No,Indpustry,Energy,Imported Fossil Fuels,Industrial,Nt Applicable,Special Naphthas,1995,NO,3,3
Yse,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,NotApplicable,Distillate Fuel,2014,N2O,3,3
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Rehsidential,Not Applicable,Coal,2002,N2O,3,4
Yes,Yes,No,Industry,Enegy,Imported Fossil Fuuels,Industrial,Not Applicable,Special Naphthas,1889,N2O,3,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2010,N2O,3,4
Yes,Yes,No,Industry,Energy,Imported FossilFuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2019,N2O,3,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1384,N2O,3,4
Yes,Yse,Yes,Industry,Enregy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2001,CH4,3,1
Yes,Yes,No,Electricity,Energy,Imported FossilFuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2003,N2O,3,4
Ys,Yes,No,Industry,Enrgy,Imported Fosil Fuels,Other Fossil Fuel Use,Not Applicable,Ditsillate Fuel,2013,N2O,3,4
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct lEectricity Imports,Not Applicable,Distillate Fuel,2011,N2O,3,4
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2016,2O,3,4
hYes,Yes,oN,Industry,Etnergy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1996,N2O,3,4
Yes,es,Yes,Industry,Energy,Fuel Combustion,Industiral,Not Applicbale,Special Naphlthas,2012,CH4,4,1
Yes,Yes,No,Indusptry,Energy,Imported Fossil Fuels,Ohter Fossil Fuel Use,Not Applicable,Distillate Fuel,2017,NO2,4,4
Yes,Yes,No,Industry,Energy,mported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2015,N2O,4,4
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1995,NO2,4,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distdillate Fuel,2012,N2lO,4,4
Yes,Yes,Yes,Industry,Energdy,Fuel Combustion,Induastrial,Not Applicable,Special Naphthkas,1815,N2O,4,4
Yes,Yes,oN,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2018,N2O,4,4
Yes,Yevs,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Ngot Applicable,Distillate Fuel,2011,N2O,4,4
Yes,eYs,o,Transportation,Energy,Imported Fossil Fuels,Traynsportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2019,N2O,4,4
Yes,Yes,Nlo,Transporation,Energy,Imported Fssil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2133,NO,4,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2004,NO2,4,4
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naprhthas,1994,N2O,4,4
Yes,Yes,Noo,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1995,N2O,4,5
Yes,Yes,Yes,gIndustry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,CH4,4,1
Yes,oYes,No,Transportation,Enrgy,mported Fossil Fuels,Transportation,Military,Distillate Fuel,1998,N2O,4,5
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2015,N2O,4,5
Yse,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,2019,N2O,4,5
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2010,CH4,4,1
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1994,2O,5,5
es,Yes,oN,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1991,NO,5,5
Yeqs,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1992,N2O,5,5
Yse,eYs,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable***,Distillate Fuel,2003,2O,5,5
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1993,N2O,5,5
bYes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2003,N2O,5,5
Yse,Yes,No,Transporattion,Energy,Imported Fossil Fuesl,Transportation,Road,CNG,1995,N2O,5,5
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1996,N2O,5,6
Yes,Yes,iNo,Industry,Enery,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1991,N2O,5,6
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2533,N2O,5,6
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1994,N2O,5,6
Yes,Yes,No,Transportation,Enegy,Imported Fossil Fuels,Transportation,Miltary,Residual Fuel,1996,N2O,5,6
Yes,Yes,o,Industry,Energy,Imported Fossil Fuels,Other Fossli Fuel Use,Not Applicable,Distillate Fuel,1990,N2O,5,6
Yes,Yes,No,Industry,sEnergy,Imported Fossil Fuels,nIdustrial,Not Applicable,Special Nahthas,1992,N2O,6,6
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1991,N2O,6,6
Yes,Yes,Yse,Industry,Energy,Fuel Comustion,Inustrial,Not Applicable,Special Naphthas,2008,NO2,6,6
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2017,N2O,6,6
Yes,Yes,Yes,Ivndustry,Eergy,Fuel Combustion,Industrial,Not Ajpplicable,LPG,2009,N2O,6,7
es,Yes,Yes,xIndustry,Enekrgy,Fuel Combustion,Indstrial,Not Applicable,Special Naphthas,2005,N2O,6,7
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use***,Not Applicable,Distillate Fuel,2001,N2O,6,7
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1998,N2O,6,7
Yes,Yes,Ys,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2000,N2O,6,7
Yes,Yes,Yeps,Industry,Energy,Fule Combustion,Industiral,Not Applicable,Special Naphthas,2348,CH4,6,2
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distilate Fuel,2008,N2O,6,7
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Direct Elhectricity Imports,Not Applicable,Distillate Fuel,2013,N2O,6,7
Yes,Yes,No,Indutsry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillakte Fuel,1993,N2O,6,7
Yes,Yes,Yes,Indsutry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2009,N2O,6,7
Yes,es,No,Indsutry,Energfy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2000,N2O,6,7
Yes,Yes,No,Electricity,Energy,Imported Fossl Fuels,Direct Elctricity Imports,Not Applicable,Petroleum Coke,1997,N2O,6,7
Ys,Yes,No,Inudstry,Enregy,Imported Fossil Fuels,Industrial,Not Appliacble,Special Naphthas,1993,N2O,7,7
eYs,Yegs,Yes,Industry,Energy,Fuelg Combustion,Industrila,Not Applicable,Sepcial Naphthas,1939,Nb2O,7,8
Yes,Yes,Yes,Industry,Eneryg,Fuel Combustion,Industrila,Not Applicable,Special Naphthas,2394,N2O,7,8
Yes,Yes,No,Industry,Enersgy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2002,N2O,7,8
Yes,es,No,Industry,Energy,Imported Fossil Fuels,Indsutrial,Not Aplicable,Special Naphthas,2013,2O,7,8
fYes,Yse,iYes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2010,N2O,7,8
es,Yes,No,Industrmy,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2003,N2O,7,8
Yes,Yes,No,Buildings,Energy,mported Fossil Fuels,Residential,Not Applicable,Coal,2003,N2O,7,8
Yes,oYes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not pplicable,Coal,1990,dN2O,7,8
Ys,Yes,sNo,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Aplpicable,Dsitillate Fuel,2000,N2O,7,8
nYes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1997,bN2O,7,8
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Idnustrial,Not Applicable,Special Naphthas,2014,N2O,7,8
Yes,Yes,oN,Electricity,Energy,Ipmorted Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2006,N2O,7,8
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Directl Electricity Imports,Not Applicable,Petroleum Coke,1998,N2nO,7,8
Yes,Yes,o,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1999,N2O,7,8
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Industrial,Not Applicable,1993,HFCs,7,3
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,dCoal,1992,N2O,8,9
Yes,Yes,Yes,Industry,Enegy,Fuel Combustion,Industrial,Not Applicable,LPG,1126,N2O,8,9
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1956,N2O,8,9
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2019,NO2,8,9
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2004,N2O,8,9
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2015,NO2,8,9
Yes,Yes,No,Buildnigs,Energy,ImportedFossil Fuels,Residential,Not Appilcable,Coal,2005,N2O,8,9
Yes,Yes,o,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2005,N2O,8,9
eYes,Yes,No,Industry,Energy,Imported Fossil Fuels,Indusrial,Not Applicable,Kerosene,1169,N2O,8,9
Yes,Yes,oN,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,2006,N2O,8,9
Yes,Yes,cNo,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kersene,2013,N2O,8,9
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Usie,Not Applicable,Col,1991,N2O,8,9
Yes,Yes,oN,Buildings,Energy,Imported Fossil Fuels,Residential,Naot Applicable,Coal,2007,N2O,8,9
Yes,Yes,oN,Buildings,Energy,Imported Fossil Fuels,eRsidential,Not Applicable,Coal,2001,N2O,8,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2011,N2O,8,10
Yse,Yes,Yes,Industry,jEnergy,Fuel Combustlion,Industrial,Not Applicable,LPG,2019,Nb2O,8,10
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicavble,Kerosene,2017,2NO,8,10
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1996,CjH4,8,3
Ys,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2001,CH4,9,3
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fel,1999,N2O,9,10
Ys,Yes,o,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicalbe,Distillate Fuel,2004,N2O,9,10
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2001,N2O,9,10
Yes,Yes,Yes,Industry,Energy,Fuel Combustino,Industrial,Not Applicable,LPG,2347,N2O,9,10
Yes,Yes,Yes,Inedustry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1999,N2O,9,10
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2007,N2O,9,10
