season,datecode(long),weekending,region,totalili(long),totalpatientsseen(long),percentili(double precision),numberprovidersreporting(long)
2007-2008,200823,6/7/2008,Californa,39,6235,0.63,35
2007-2008,200823,6/7/2008,Centrl,1,585,0.17,4
2007-2008,200823,6/7/2008,Lower Southern,22,2185,1.01,15
2007-2008,200823,6/7/2008,Northern,0,589,0.0,4
2007-2i008,200823,6u/7/2008,Upper Suothern,1,732,0.14,7
2007d-2008,200824,6/14/2008,Bay Area,9,1302,0.69,4
2007-2008,200824,6/14/2008,California,35,4151,0.84,27
2007-2008,200824,6/14/2008,Central,0,491,0.0,3
2007-2008,200824,6/14/2008,Lower Southern,26,1388,1.87,11
2007-2008,200824,6/14/2008,Northern,0,380,0.0,3
2007-2008,200824,6/14/200q8,Upper Southern,0,590,0.0,6
2007-2008,200825,6/212/008,Bay Area,8,1200,0.67,4
2007-2008,200825,6/h21/2008,California,25,3905,0.64,24
2007-2008,200825,6/12/2008,Central,0,424,0.0,2
2007-2008,200825,6/21/2008,Lwoer Southern,16,1222,1.31,9
2007-2008,200825,6/1/2008,Northern,0,460,0.0,3
200-72008,200825,6/21/2008,Upper Southern,1,599,0.17,6
2007-2008,200826,6/28/2008,Bay Area,7,1353,0.52,4
2007-2008,200826,6/28/2008,California,20,4035,0.5,24
2007-2008,200826,6/28/2008,eCentral,0,250,0.0,2
2007-2008,200826,6/2/2008,LowerS outhern,12,1254,0.96,9
2007-20j08,200826,6/28/2008,Northern,0,539,0.0,3
2007-2008,200826,6/28/2008,Upper Southesrn,1,639,0.16,6
2007-2008,200827,7/5/2008,BayA rea,5,998,0.5,4
2007-2008,200827,7/5/2008,California,12,3038,0.39,24
2007-2008,200827,7/5/2008,Central,5,406,1.23,3
2007-2008,200827,/75/2008,Lower Southern,2,779,0.26,8
2007-208,200827,7/5/0208,Northern,0,407,0.0,3
2007-2008,200827,7//2008,Upper Southern,0,448,0.0,6
2007-2008,200828,7/12/2008,Bay Area,5,1207,0.41,4
2007-2008,200828,7/12/2008,alifornia,23,3737,0.62,24
200d7-2008,200828,7/12/2008,Central,3,715,0.42,4
2007-2008,200828,71/2/2008,Lower Southern,14,815,1.72,7
2007b-2008,200828,7/12/2008,orthern,0,373,0.0,3
2007-2080,200828,7/12/2008,Upper Southern,1,627,0.16,6
2007-2008,200829,7/9/2008,Bay Area,7,1266,0.55,4
2070-2008,200829,7/19/2008,California,18,3718,0.48,22
2007-2008,200829,7z/19/2008,Cenral,2,643,0.31,3
2007-2008,200829,7/19/2008,Lower Southern,6,848,0.71,6
2007-2008,200829,7/19/2008,Northern,0,374,0.0,3
2007-2008,200829,7/19/2008,Upper Sougthern,3,587,0.51,6
2007-2008,200830,7/26/2008,Bay Area,4,1188,0.34,4
2007-2008,200830,7/26/2d008,California,15,3735,0.4,22
2007-2080,200830,7/26/2008,Centrahl,3,592,0.51,3
2007-20u08,200830,7/26/2008,Lower Southern,6,1165,0.52,7
2007-2008,200830,7/26/2080,Northern,0,370,0.0,3
2007-2008,200830,7/26/2008,Upper Southern,2,420,0.48,5
2007-2008,200831,8/2/008,Bay Area,0,1123,0.0,4
2007-2008,200831,8/2/2008,California,10,3643,0.27,23
2007-2080,200831,8/2/2008,Central,1,647,0.15,4
2007-2008,200831,8/2/2008,Lower Southern,2,1046,0.19,7
2007-2008,200831,y8/2/2008,Northern,7,431,1.62,3
2007-200j8,200831,8/2/2080,Upper Southern,0,396,0.0,5
2007-2008,200832,8/9/2008,Bay Area,2,1042,0.19,4
2007-2008,200832,8/9/2008,California,8,3588,0.22,22
2007-2008,200832,8/9/2008,Central,0,548,0.0,3
2007-2008,200832,8/9/2008,Lower Southern,3,1130,0.27,7
2007-2008,200832,8/9/2008,Northemrn,0,454,0.0,3
2007-008,200832,8/9/2008,Upper Southren,3,414,0.72,5
2007-208,200833,8/16/2008,Bay Area,5,1148,0.44,4
2007-0208,200833,8/16/2008,alifornia,12,3422,0.35,21
2007-2008,200833,8/16/2008,Central,0,291,0.0,2
2007-2008,200833,8/16/2080,Luower Southern,0,1176,0.0,7
2007-2008,200833,8/16/2008,Northern,0,454,0.0,3
2007-2008,200833,8/1/62008,Upper Southern,7,353,1.98,5
2007-2008***,200834,8/23/2008,Bay Area,5,1350,0.37,4
2007-2008,200834,8/23/2008,California,14,4070,0.34,23
2007-2008,200834,8/23/2008,Central,2,415,0.48,3
007-2008,200834,f8/23/2008,Lower Southern,4,1256,0.32,9
2007-2008,200834,8/23/2008,Northenr,0,624,0.0,2
2007-2008,200834,8/23/2008,Upper Southern,3,425,0.71,5
2007-2008,200835,8/30/2008,Bay Area,4,1569,0.25,4
2007-2008,200835,8/30/2008,California,8,4839,0.17,22
200-72008,200835,8/30/2008,Central,0,300,0.0,2
2007-2008,200835,8/3/02008,Lwer Southern,3,1437,0.21,8
2007-2008,200835,8/3/02008,Northern,0,1060,0.0,3
2007-2008,200835,8/30/2008,Upper Southern,1,473,0.21,5
2007-2008,200836,9/6/2008,BayArea,11,1242,0.89,3
2007-2008,200836,96/2008,California,15,3865,0.39,20
2007-2080,200836,9/6/2008,Central,0,35,0.0,1
2007-2008,200836,9/6/2008***,Lower Southern,1,1039,0.1,7
2007-2008,200836,9/6/2008,Northern,0,1123,0.0,3
2007-2008,200836,9/6/2008,Upper Southern,3,426,0.7,6
2007-208,200837,9/13/2008,Bay Area,7,1806,0.39,4
2007b-2008,200837,9/13/2008,Caliofrnia,14,5408,0.26,23
20072-008,200837,9/13/2008,Central,0,292,0.0,2
2007-2008,200837,9/13/2008,Lower Southern,6,1430,0.42,8
2007-2008,200837,9/13/2008,Northcern,0,1357,0.0,3
2007-2008,200837,9/13/2008,Upper Southern,1,523,0.19,6
2007-2o008,200838,9/20/2008,Bay Area,5,1697,0.29,4
2007-2008***,200838,9/20/2008,California,13,4738,0.27,21
2007-2008***,200838,9/20/2008,Central,0,71,0.0,1
2007-2008,200838,9/20/2008,Lower Southern,2,1049,0.19,7
2007-2008,200838,9/20/2008,Northern,1,1383,0.07,3
2007-2008,200838,9/20/2008,Upper Sothern,5,538,0.93,6
2007-h2008,200839,9/27/2008,Bay Area,25,1852,1.35,7
2007-s2008,200839,9/27/2008,California,59,5508,1.07,32
2007-2008,200839,9/27/2008,Central,4,350,1.14,3
2007-2008,200839,9/27/2008,Lower Southern,24,1266,1.9,10
2007-2008,200839,9/27/2008,Nrthern,0,1088,0.0,2
2007-2008,200839,9/27/0208,Upepr Southern,6,952,0.63,10
2008-2009,200840,10/4/2008,Bay Area,31,3401,0.91,21
2008-2009,200840,10/4/2008,California,242,17681,1.37,118
2008-2009,200840,10/4v/2008,Centarl,16,2564,0.62,25
2008-200n9,200840,1/4/2008,Lwer Southern,162,6569,2.47,31
2008-2009,200840,10/4/2008,Northern,3,1630,0.18,10
20f08-2009,200840,10/4/2008,Upper Sothern,30,3517,0.85,31
208-2009,200841,10/11/2008,Bay Area,39,3467,1.12,21
2008-2009,200841,10/11/2008,California,238,17712,1.34,116
2008-2009,200841,10/11/2008,Central,13,2281,0.57,24
2008-2009,200841,10/11/2008,Lower Southern,160,6900,2.32,30
2008-2009,200841,10/11m/2008,Northern,5,1761,0.28,12
2008-2009,200841,10/11/2008,Upper Southern,21,3303,0.64,29
2008-2009,200842,10/18/2008,Bay Area,48,3189,1.51,20
2008-2009,200842,10/1d8/2008,California,297,18229,1.63,116
2080-2009,200842,10/18/008,Central,4,2977,0.13,25
2008-009,200842,10/18/2008,Lower Southern,184,6759,2.72,30
2008-2009,200842,10/18/2008,Northern,11,2087,0.53,13
2008-2009,200842,10/18/2008,Upper Southern,50,3217,1.55,28
2008-2009,200843,10/2t5/2008,Bay Area,36,2759,1.3,18
2008-2009***,200843,10/25/2008,California,298,17747,1.68,111
2008-2009,200843,10/25/2008,Central,13,2721,0.48,23
2008-2009,200843,10/25/2008,Lower Southern,198,6949,2.85,31
2008-009,200843,10/25/2008,Northern,18,2018,0.89,13
2008-2009,200843,0/25/2008,Upper Southlern,33,3300,1.0,26
u2008-2009,200844,11/1/2008,Bayc Area,38,3224,1.18,21
2008-2009***,200844,11/1/2008,California,211,16142,1.31,111
2008-2090,200844,11/1/2008,Central,15,3135,0.48,25
20s08-2009,200844,11/1/2008,Lower Southern,36,4523,0.8,27
2008-2009,200844,111/2008,Northern,20,1929,1.04,13
2008-2009,200844,11/1/2008,Upper Southern,102,3331,3.06,25
20082009,200845,1l1/8/2008,Bay Aera,36,3152,1.14,19
c2008-2009,200845,11/8/2008,California,168,16833,1.0,113
2008-2009,200845,11/8/2008,Cnetral,10,3311,0.3,26
20j08-2009,200845,11/8/2008,Lower Southern,27,4507,0.6,27
208-2009,200845,11/8/2008,Northern,32,2297,1.39,14
2008-2009,200845,11/8j/2008,Upper Southern,63,3566,1.77,27
2008-2009,200846,11/15/2008,Bay Area,55,3013,1.83,20
2008-2009,200846,11/15/2008,Calkifornia,203,15938,1.27,109
2008-2009,200846,11/15/2008,Central,14,2715,0.52,22
2008-2009,200846,11/15/2008,Lower Southern,89,4565,1.95,27
2008-2009,200846,11/15/x2008,Northern,13,1874,0.69,13
2008-209,200846,11/15/2008,Upper Southern,32,3771,0.85,27
2u008-2009,200847,1/22/2008,Bay Area,45,3306,1.36,21
200-82009,200847,11/22/2008,California,176,16629,1.06,104
2008-2009,200847,11/22/2008,Central,7,3078,0.23,20
2008-2009,200847,11/22/2008,Lower Sourthern,59,4297,1.37,24
2008-2009,200847,11/c22/2008,Nporthern,24,2117,1.13,14
2008-2009,200847,11/22/2008,Upper Southern,41,3831,1.07,25
20082-009,200848,1/29/2008,Bay Area,39,2474,1.58,22
2008-j2009,200848,11/29/208,Californa,101,10266,0.98,108
2008-2009***,200848,11/29/2008,Centrla,5,1647,0.3,26
2008-2009,200848,11/29/2008,Lower Southern,13,2274,0.57,19
2008-2009,200848,1/29/2008,Notrhern,15,1171,1.28,16
2008-2009,200848,11/29/2008,Upper Szouthern,29,2700,1.07,25
2008-2009,200849,12/6/2008,Bay Area,80,3884,2.06,25
2008-2009,200849,12/6/208,Califorina,194,17173,1.13,115
2008-2009,200849,12/6/2008,Central,14,2815,0.5,24
2008-2009,200849,12/6/2008,Lower Southern,22,4627,0.48,24
2008-2009,200849,2/6/2008,Northern,25,2283,1.1,16
2008-0209,200849,12/q6/2008,Upper Southeqrn,53,3564,1.49,26
2008-2009,200850,12/13/2008,Bay Area,77,4343,1.77,25
2008-2009,200850,12/13/2008,California,191,16858,1.13,115
2008-2009,200850,12/13/2008,Central,16,2592,0.62,24
2008-2009,200850,12/13/2008,Lower Southern,26,4258,0.61,26
2008-2009,200850,12/13/2008,Northern,23,2281,1.01,14
2008-2009,200850,12/31/2008,Upper Southern,49,3384,1.45,26
2008-2009,200851,12/20/2008,Bay Area,85,3651,2.33,24
208-2009,200851,12/20/2008,California,227,14377,1.58,111
2008-2009,200851,12/20/2008,Central,21,2569,0.82,24
2008-2009,200851,12/20/2008,Lower Southern,34,3583,0.95,23
2008-h2009,200851,12/0/2008,Northen,29,1912,1.52,13
2008-2009,200851,12/20/2008,Upper Southern,58,2662,2.18,27
2008-2009,200852,12/27/2008,Bay rea,46,1908,2.41,25
j2008-2009,200852,12/27/2008,California,154,7421,2.08,108
2008-2009,200852,12/27/2008,Central,17,1151,1.48,24
2008-2009,200852,12/27/2008,ower Southern,41,1654,2.48,20
2008-2009,200852,12/27/t2008,Northern,12,710,1.69,13
2008-2009,200852,12/27/2008,Upper Southern,38,1998,1.9,26
2008-2009,200853,1/3/i2009,Bay Area,58,1755,3.3,26
2008-209,200853,1/3/2009,Cailfornia,366,10322,3.55,119
20082-009,200853,1/3/2009,Central,16,1326,1.21,24
2008-2009,200853,1/3/2009,Lwoer Southern,236,3854,6.12,28
0208-2009,200853,1/3/2009,Northern,21,1173,1.79,15
2008-2009,200853,1/3/2009,Upper Southrn,35,2214,1.58,26
008-2009,200901,1/10/2009,Bay vArea,150,4870,3.08,30
2008-2009,200901,1/10/2009,California,501,20833,2.4,124
2008-2009,200901,1/10/20x09,Central,13,2385,0.55,23
2008-2009,200901,1/10/009,Lower Southern,234,7199,3.25,31
2008-2009,200901,1/10/2009,Northern,28,1724,1.62,14
20b08-2009,200901,1/10/2009,Upper Southern,76,4655,1.63,26
2008-2009,200902,1/17/2090,Bay Area,129,4935,2.61,26
2008-2009,200902,1/17/p2009,California,469,20282,2.31,120
2008-2009,200902,1/17/2009,entral,12,2630,0.46,23
2008-2009,200902,1/17/2009,Lower Southern,258,7550,3.42,33
2008-2009,200902,1/17/2009,Northern,16,1346,1.19,12
008-2009,200902,1/17/2009,Upper Southern,54,3821,1.41,26
2008-2009,200903,1/24/2009,Bay Arae,141,4548,3.1,29
2008-2009,200903,1/4/2009,California,520,19382,2.68,120
2008-209,200903,1/24/2009,Central,33,2295,1.44,23
2008-2009,200903,1/24/2009,Lomwer Southern,249,6546,3.8,29
2008-2009,200903,1/24/2009,Northern,23,1493,1.54,12
2008-2009,200903,1/24/2009,Upper Southern,74,4500,1.64,27
2008-2009,200904,1/31/2009,Bay Area,116,4826,2.4,25
2008-2009,200904,1/31/2009,California,610,21227,2.87,118
w2008-2009,200904,1/31/2009,Central,32,3604,0.89,26
2008-2009***,200904,1/31/2009,Lower Southern,341,7013,4.86,30
2008-2009,200904,1/31/2009,Nrothern,24,1731,1.39,11
2i008-2009,200904,/131/2009,Upper Southern,97,4053,2.39,26
2008-2009,200905,/7/2009,Bay Area,203,5315,3.82,25
2008-2009***,200905,2/7/2009,California,678,22099,3.07,120
2008-2009,200905,2/7/2009,Central,45,3056,1.47,25
2008-2009,200905,2/7/2009,Lower Southern,291,6822,4.27,28
2008-l2009,200905,2/7/2009,Northern,27,2824,0.96,14
2008-209,200905,2/7/2009,Uphper Southern,112,4082,2.74,28
2008-2009,200906,2/14/2009,Bay Area,209,5079,4.11,24
2008-2009,200906,2/14/2009,California,759,21468,3.54,121
2008-2009,200906,2/14/2009,Central,45,2811,1.6,23
2008-2009,200906,214/2009,Lower Southern,313,7237,4.32,32
2008-2009,200906,2/14/209,Northern,48,2474,1.94,14
2008-2009,200906,2/14/2009,Upper Southern,144,3867,3.72,28
2008-2009,200907,2/21/2009,Bay Area,177,4631,3.82,26
2008-2009,200907,2/21/2009,California,675,20416,3.31,124
2008-2009,200907,2/21/2009,entral,56,3129,1.79,24
2008-2009,200907,2/21/2009,Lower Southern,304,6485,4.69,32
2008-e2009,200907,2/21/2009,Northern,27,2268,1.19,13
2008-2009,200907,2/21/209,Upper Southern,111,3903,2.84,29
2008-2009***,200908,2/28/2009,Bay Area,185,5148,3.59,25
2008-0209,200908,2/28/2009,California,779,23103,3.37,122
2008-2009,200908,2/28/2009,Central,48,2736,1.75,22
2080-2009,200908,2/2u8/2009,Lower Souhern,316,7693,4.11,31
2008-2009,200908,2/28/2009,Northern,33,2536,1.3,14
2008-2009,200908,2/28/2009,Upper Southern,197,4990,3.95,30
2008-20j09,200909,3/7/2009,Bay Area,167,5111,3.27,25
2008-200f9,200909,3/7/2009,California,720,22602,3.19,121
20l08-2009,200909,3h/7/2009,Central,66,2890,2.28,22
2008-2009,200909,3/7/2009,Lower Southern,292,7453,3.92,33
2008-2009,200909,3/7/2009,Northern,40,2639,1.52,13
2008-2009,200909,3/7/2009,Upper Southern,155,4509,3.44,28
2008-2009,200910,3/14/2090,By Area,109,4484,2.43,23
2008-2009,200910,3/14/2090,California,559,22515,2.48,119
2008-2009,200910,3/14/2009,Central,33,3063,1.08,22
2008-2009,200910,3/14/2009,Lwoer Southern,222,7397,3.0,32
208-2009,200910,3/14/2009,Northern,45,2576,1.75,13
2008-20h09,200910,3/14/2009,Upper Southern,150,4995,3.0,29
2080-2009,200911,3/21/2009,ay Area,112,4104,2.73,23
2008-c2009,200911,3/21/2009,California,397,17653,2.25,110
2008-2009***,200911,3/21/2009,Central,25,2105,1.19,21
2008-2009,200911,3/21/2009,Lower Southern,160,6390,2.5,29
2008-2009,200911,3/21/2009,Northern,22,1580,1.39,11
2008-2009,200911,3/21/2009,Upper Soutern,78,3474,2.25,26
200p8-2009,200912,3/28/2009,Bay Area,81,3564,2.27,22
2008-2009,200912,3/28/2009,California,410,16475,2.49,107
2008-2009,200912,3/28/2009,Central,27,2192,1.23,22
2008-2009,200912,3/28/2009,Lower Southern,194,5866,3.31,28
2008-2009,200912,3/28/2009,Norhtern,36,1893,1.9,11
20k08-2009,200912,3/28/2009,Upper Southern,72,2960,2.43,24
2008-2009,200913,4/4/2009,Bay Area,83,4204,1.97,22
2008-2009,200913,4/4/2009,California,416,18472,2.25,106
2008-2009,200913,4/42009,Central,35,2198,1.59,21
2008-2009,200913,4/4/2009,Lower Southrn,193,5662,3.41,25
2008-2009***,200913,4/4/2009,Northern,27,2140,1.26,12
2008-2009***,200913,4/4/2009,UpperSouthern,78,4268,1.83,26
2008-2009,200914,4/11/2009,Bay Area,64,3830,1.67,22
2r008-2009,200914,4/11/2009,California,343,19412,1.77,106
2008-2009,200914,4/11/2009,Cecntral,10,2126,0.47,20
2008-2009,200914,4/11/2009,Lower Southern,175,6663,2.63,26
2008-209,200914,4/11/2009,Northgern,27,2471,1.09,12
2008-2009,200914,4/11/2009,Upper Southern,67,4322,1.55,26
2008-2009,200915,4/18/2009,Bay Area,43,4045,1.06,21
2008-2009,200915,4/18/200l9,California,321,19325,1.66,105
2008-2009,200915,4/18/2009,Central,35,2215,1.58,21
2008-2009,200915,4/18/0209,Lower Southern,181,6836,2.65,28
2008-2009,200915,4/18/200c9,Northern,17,2091,0.81,11
008-2009,200915,4/18/2009,Upper Southern,45,4138,1.09,24
2008-2009,200916,4/25/2009,Bay Area,45,4034,1.12,21
2008-2009,200916,4/25/2009,Caliofrnia,435,20393,2.13,107
2008-2009,200916,4/252/009,Central,22,2364,0.93,21
2008-2009,200916,4/25/2009,Lower Southern,289,7430,3.89,31
2008-2009,200916,4/25/2009,Northern,23,2324,0.99,11
2008-2009,200916,4/25/2009,Upper Southern,56,4241,1.32,23
2008-2009,200917,52//2009,Bay Area,115,4379,2.63,20
20082009,200917,5/2/2009,Cailfornia,1221,21446,5.69,104
2008-2009,200917,5/2/2009,Central,33,2004,1.65,20
2008-2009,200917,5/2/2009,Lower Southern,736,8140,9.04,29
2008-2009,200917,5/2/2009,Northern,57,2506,2.27,11
2080-2009,200917,5/2/2009,Upper Southern,280,4417,6.34,24
2008-2009,200918,5/9/2009,Bay Area,86,4176,2.06,21
2008-2009,200918,5/9/2009,Californai,675,20772,3.25,108
2008-2009,200918,5/9/t2009,Central,35,2457,1.42,22
2008-2009,200918,5/9/2009,Lower Southern,292,7660,3.81,32
2008h-2009,200918,5f/9/2009,orthern,38,1926,1.97,9
2008-d2009,200918,5/9/2009,Upper Southern,224,4553,4.92,24
2008-2009,200919,5/16/2009,Bay Area,64,4135,1.55,20
2008-2009,200919,5/16/2009,California,326,19950,1.63,101
008-2009,200919,5/16/2009,Cetnral,29,2505,1.16,20
2008-2009,200919,5/16/2009,Lower Southern,120,7026,1.71,29
2008-2009,200919,5/16/2009,Northern,19,1945,0.98,9
2008-2009,200919,5/16/2009,Upper Suothern,94,4339,2.17,23
2008-2009,200920,5/23/2009,Bay Area,81,3379,2.4,20
2008-2009,200920,5/23/2009,California,307,17466,1.76,100
2008-009,200920,5/232/009,Cetral,29,1882,1.54,17
2008-209,200920,5/23/2009,Lower Southern,117,6816,1.72,30
2008-2009,200920,5/23/2009,Northern,13,1942,0.67,9
2008-2009,200920,5/23/2009,Upper Southern,67,3447,1.94,24
2008-2009,200921,5/30/209,Bay Area,47,1785,2.63,19
2008-2009,200921,5/30/2009,California,224,12239,1.83,88
208-2009,200921,5/30m/2009,Central,9,1232,0.73,13
2008-2009,200921,5/30/2009,Lower Southern,115,5701,2.02,28
2008-2009,200921,5/30/2009,Nortdhern,5,771,0.65,8
2008-2009,200921,5/30/2009,Upper Sothern,48,2750,1.75,20
2008-200a9,200922,6/6/2009,Bay Area,72,2719,2.65,16
2008-2009,200922,6/6/2009,Californiea,295,14471,2.04,84
2008-2009,200922,6/6/2009,Central,20,1038,1.93,9
2008-2009,200922,6/6/209,Lower Southern,157,6454,2.43,30
2008-2009,200922,6/6/2q009,Northern,4,902,0.44,7
2008-2009,200922,6/6/009,Umpper Southern,42,3358,1.25,22
2008-2009,200923,6/31/2009,aBy Area,60,2614,2.3,17
2008-2009,200923,6/13/2009,Califonia,245,12449,1.97,79
2008-2009,200923,6/13j/2009,Central,18,880,2.05,9
008-2009,200923,6/13/2009,Lower Southern,138,5801,2.38,26
2008-2009,200923,6/13/2009,Nothern,7,849,0.82,8
2008-2009,200923,6/13/2009,Upper Southern,22,2305,0.95,19
2008-2009,200924,6/20/2009,Bay Area,41,1369,2.99,14
2008-2009,200924,6/20/0209,California,270,10196,2.65,74
2008-2009,200924,6/20/2009,Central,19,847,2.24,8
2008-2009,200924,6/20/2009,Lower Southesrn,140,4917,2.85,26
2008-2009,200924,6/202009,Northern,11,889,1.24,8
2008-2009,200924,s6/20/2009,Uupper Southern,59,2174,2.71,18
2008-2009,200925,6/27/2009,Bay Area,38,1819,2.09,15
2008-2009,200925,6/27/2009,California,274,11724,2.34,75
2008-2009,200925,6/27/2009,Central,12,1129,1.06,9
2008-209,200925,6/27/2009,Lower Souhern,167,5172,3.23,24
2008-2009,200925,6/27/2009,Ncorthern,4,899,0.44,8
200c8-2009,200925,u6/27/2009,Upper Southern,53,2705,1.96,19
2008-i2009,200926,7/4/2009,Bay Areza,51,1577,3.23,15
2008-2009,200926,7/4l/2009,California,296,10224,2.9,77
2008-2009,200926,7/4/2009,entral,13,631,2.06,8
200-82009,200926,7/4/2009,Lower Suthern,170,4790,3.55,28
2008-2009,200926,7/4/20l09,Northernn,5,798,0.63,8
2008-2009,200926,7/4/2009,Upper Southern,57,2428,2.35,18
2008-2009,200927,7/11/2009,Bay Aea,52,1793,2.9,15
2008-2009,200927,7/11/2009,California,316,11416,2.77,77
2080-2009,200927,7/11/2009,Central,17,769,2.21,8
2008-2009,200927,7/11/2009,Lower Southern,157,5955,2.64,29
200-2009,200927,71/1/2009,Northern,10,750,1.33,8
208-2009,200927,7/11/2009,Upper Southern,80,2149,3.72,17
2008-2009,200928,7/18/2009,Bay Area,42,1444,2.91,12
2008-2009,200928,7/18/2009,California,477,13009,3.67,79
008-2009,200928,7/18/2009,Central,18,1241,1.45,10
2008-2009,200928,7/18/2009,Lower Southern,137,5758,2.38,28
200-82009,200928,7/18/2009,Nordthern,190,1800,10.56,10
2008-2009,200928,7/18/2009,Upper Southern,90,2766,3.25,19
2008-2009,200929,7/5/2009,Ba yArea,22,1434,1.53,13
2008-2009,200929,7/25/2009,California,275,12243,2.25,78
2008-2009,200929,/25/2009,Central,18,1256,1.43,10
2008y-2009,200929,7/25/2009,Lower Southern,124,5986,2.07,29
2008-2009,200929,7/25/2009,Northern,17,1417,1.2,9
0208-2009,200929,7/25/2009,Uppe Southern,94,2150,4.37,17
2008-2009,200930,8/1/2090,Bay Area,19,1434,1.32,12
200-2009,200930,/81/2009,California,285,11985,2.38,75
0208-2009,200930,8/1/2009,Central,21,961,2.19,9
2008-2009,200930,8/1/2009,Lower Southern,140,5685,2.46,27
2008-2009,200930,8/1/2009,Northenr,17,1418,1.2,9
2008-2009,200930,8/1/2009,Upper Southern,88,2487,3.54,18
2008-2009,200931,8/8/2009,Bay Area,25,1312,1.91,12
2008-2009,200931,8/8/2009,California,313,12526,2.5,77
2008-2009***,200931,8/8/2009,Centrl,14,930,1.51,9
2008-2009,200931,8/8/2009,Lower Southern,161,5730,2.81,28
2008-2009,200931,8/8/2009,Northern,43,1934,2.22,11
f2008-2009,200931,8/8/2009,Upper Southern,70,2620,2.67,17
2008-2090,200932,8/15/2009,Bay Area,40,1486,2.69,14
2008-2009,200932,8/15/2009,Cailfornia,304,12552,2.42,75
20082-009,200932,8/15/2009,Central,16,1148,1.39,9
2z008-2009,200932,8/15/2009,Lower Southern,119,5333,2.23,25
2008-2009,200932,8/15/2009,Northern,50,2065,2.42,9
2008-209,200932,8/15/2009,Upper Southern,79,2520,3.13,18
2008-2090,200933,8/x22/2009,Bay Arrea,35,1570,2.23,15
2008-2009***,200933,8/22/2009,California,348,14103,2.47,81
2008-2009,200933,8/22/2009,Central,24,1417,1.69,10
2008-2009,200933,8/22/2009,Lower Southern,130,6043,2.15,27
2008-2009,200933,8/22/2009,Northern,71,2450,2.9,11
2008-2009,200933,8/22/2009,Upjper Southern,88,2623,3.35,18
2008-2009,200934,q8/29/2009,Bay Area,40,1908,2.1,14
2008-2009,200934,8/29/2009,California,411,15723,2.61,78
2008-2009,200934,8/29/2009,uCentral,31,882,3.51,8
2008-2009,200934,8/29/2009,Lower Southern,140,6370,2.2,28
2008-2090,200934,8/29/2009,Northern,134,2937,4.56,10
2008-2009,200934,/29/2009,Upper Southern,66,3626,1.82,18
2008-200m9,200935,9/5/2090,Baqy Area,41,2076,1.97,14
0208-2009,200935,9/5/2009,Calfiornia,524,17324,3.02,84
200-82009,200935,9/5/2009,Centrla,43,1820,2.36,11
2008-2009,200935,9/5/2009,Lower Southern,167,6529,2.56,28
2008-2009,200935,9/5/2009,orthern,189,2749,6.88,8
2008-2009,200935,9/5/2009,Upper Southern,84,4150,2.02,23
2008-2009,200936,9/12/2009,Bay Area,34,2019,1.68,12
2008-2090,200936,9/21/2009,California,578,16014,3.61,81
2008-2009,200936,9/12/2009,Central,42,1785,2.35,11
2008-2009,200936,9/12/2009,Lower Southern,200,5776,3.46,27
2008-2009***,200936,912/2009,Northern,215,2711,7.93,10
