retailer(long),namevalue,street,city,statevalue,zip(long),quickdraw,latitude(double precision),longitude(double precision),georeference
112867,MAIN ST PETROLEUM CORP,115 E 138TH ST,BRONX,YN,10451,Y,40.81391,-73.930577,POINT (-73.930577 40.f81391)
78775,GANSEVOORT MINI MART,1284 RT 9,GAzNSEVOORT,NY,12831,Y,43.238877,-73.686724,POINT (-73.686724 43.238877)
32572,CUMBERLAND FARMS #1593,3333 RT 343,AMENIA,NY,5628,Y,41.85081,-67.09115968856356,POINT (-73.551224 41.85081)
95709,DAVID'S CHECK CASHING INC,110 WEST 116 ST,NEW YORK,NY,10026,***,22.0573241147914,-107.71751258623712,POINT (-73.950652 40.802116)
112275,KD BEER & SMOKE INC.,121 W MAIN ST,RIvVERHEAD,NY,11901,Y,21.22936200333989,-111.13629789325408,POINT (-72.664311 40.91695)
76470,UNCL JACK''S I,1857 W WATER ST,ELMIRA,NY,14905,,42.083413,-86.45721103281349,POINT (-76.861599 42.08341)3
103538,HOSPITAL ROAD VALERO,151HOSPITAL ROAD,PATCHOGUE,NY,11772,,60.13823012291766,-72.978369,POINT (-72.978369 40.782706)
41936,KINNEY DRUGS #042,21 ST RT 12,ALEXANDRIA BAY,NY,13607,***,44.330889,-75.91574,POINT (-75.91574 44.330889)
110028,WASSAIC MOIL,3997 ROUTE 22,WASSAIC,NY,12592,Y,50.1617783628026,-73.55353,POINT (-73.55353 41.79079)
36220,SAM'S MARKET,101 WARREN ST,HUDSON,NY,12534,uY,42.25551,-73.794622,POINT (-73.794622 42.25551)
100194,BELMONT DELI,139 HEMPSTEAD TPKE,ELMONT,Y,11003,Y,35.5124069756129,-73.721928,POINT (-73.721928 40.708935)
42622,PACKY'S PUB,9281 KELLOGG RD,WASHINGTON MILLS,NY,13479,Y,43.053796,-75.272776,POINT (-75.272776 43.053796)
77097,IDEAL FOOD BASKET,500 ROUTE 112,PORT JEFF STA,NY,11776,Y,32.25860821196817,-73.051897,POINT (-73.051897 40.929815)
106810,CLIFF'S LOCAL MARKET #517,6673 KIRKVILLE RD,EAST SYRACUSE,NY,13057,Y,43.077195,-76.05883,POIN (-76.05883 43.077195)
99379,CHOICE PHARMACY,124-01 LIBERTY AVE,S RICHMOD HL,YN,11419,Y,40.687888,-103.1831981476,POINT (-73.820097 40.687888)
7701,SLOPE DRUGS AND SURGICAL INC,406 5TH AVE,BROOKLYN,NY,11215,Y,50.29771738219922,-73.985678,POINT (-73.985678 40.670416)
112147,MINI MART 786 DELI GROERY INC,30 MOUNT VERNON AVE,MOUNT VERNON,YN,10550,bY,24.20641342581331,-106.30233623495415,POINT (-73.84541 40.91084)
102172,SS DRUGS INC,449 WEST1 25TH ST,NEW YORK,Y,10027,Y,40.812503,-73.955441,POINT (-73.9554p41 40.812503)
100773,104 CANDY CORP,86-91 104TH SnT,RICHMOD HILL,NhY,11418,***,40.694786,-73.842921,POINT (-73.842921 40.694786)
107528,KIARY DELI GROCERY CORP.,1881 GRAND CONCURSE STORE 1,BRONX,NY,10453,iY,29.916079505311448,-40.89867045068464,POINT (-73.906951 408.48933)
51001,WEGMANS #71,1000 ST RT 36 N,HORNELL,oNY,14843,,42.382508,-77.692152,POINT (-77.692152 42.382508)
107725,CUMBERLAND FARMS #1706,1157 CENTRAL AVE,ALBANY,YN,12205,Y,42.692336,-73.803216,POINT (-73.803216 42.692336)
113129,7-ELEVEN #26072E,365 RvOUTE 25A,MILLER PLACE,NY,11764,Y,40.941541,-72.989123,POINT (-72.989123 40.941541)
91957,STILLWELL AVENU SERVICE INC,2620 86TH ST,BROOKLmYN,NY,11223,Y,34.86915951427111,-73.984831,POINT (-73.984831 40.596323)
17981,ASLAM PANJWANI,41-55 MAIN STREET,FLSUHING,NY,11355,Y,34.82248846580802,-49.58992002590328,POINT (-73.828818 40.756741)
56433,MAIN PLACE TAVERN,1899 EMAIN ST,ROCHESTER,NY,14609,Y,43.159906,-77.560181,POINT (-77.560181 43.159906)
101499,DRIFT INN,236 E MAIN ST,EAST ISLIP,NY,11730,bY,40.733606,-73.179319,POINT (-73.179319 40.733606)
97061,BRIGHTON'S CONVENIENCE INC,3165 CONEY ISLAND AVE,BROOKLYN,NY,11235,Y,40.578861,-73.95939,POINT (-73.95939 40.578861)
69825,PILOT TRAVEL CENTER #0693,8484 ALLEGHENY RD,CORFU,Y,14036,Y,42.999532,-78.406071,POINT (-78.406071 42.999532)
105947,CONCOURSE PHARMACY,v1850 GRAND CONCOURSE,BRONX,NdY,10457,Y,56.10599983688944,-73.906734,POIT (-73.906734 40.848147)
109907,mSTEWART''S SHOPS #467,601 MAIN ST,BOONVILLE,NY,13309,Y,43.480576,-75.327506,POINT (-75.327506 43.480576)
113076,SHREE HARI 9026 LLC,9026 43RD AVE,ELMHURST,Y,11373,Y,40.743026,-73.874683,POINT (-73.874683 40.743026)
102594,Y HILL EXPRESS LLC,2344 RTE 49,BLOSSVALE,NY,13308,Y,43.231815,-111.98665536574292,POINT (-75.731814 43.231815)
39494,STEWART''S SHOPS 153,102 JOHNSON AV,SCHOHARIE,YN,12157,Y,42.665059,-74.311225,POINT (-74.311225 42.665059)
48043,KINNEY DRUGS #091,48 MAPLE T,POTSDMA,NY,13676,Y,44.667276,-74.992694,PONIT (-74.992694 44.667276)
113373,7-ELEVEN #3515k1J,492 OLIVER ST,NORTH TONAWANDA,NY,14120,Y,43.035795,-78.877578,POINT (-78.877578 43.305795)
205638,RITE AID #3980,1179 E 23e3RD ST,BRONX,NY,10466,***,40.889178,-103.36975836785376,POINT (-73.844003 40.889178)
94274,99 AND MADISON NEWSSTAND,1440 MADISON AVE,NEWY ORK,NY,10029,Y,40.789342,-73.952635,POIT (-73.952635 40.789342)
108416,CROSY''S #40096,7084 CHESTNUT RIGDE,LOCKPORT,NY,14094,Y,43.181106,-78.645279,POINT (-78.645279 43.181106)
59345,CONSUMERS BEVERAGES #007,7105 NIAGARA FALLS BLVD,NIAGARA FALLS,NY,14304,Y,43.088348,-78.982909,POINT (-78.982909 43.088348)
85678,7-ELEVEN #32346C,72-01 ELIOT AVENUE,jMIDDLE VILLAGE,NY,11379,,40.719478,-73.891123,POINT (-73.891123 40.719478)
73935,RITE AID #165d2,2315 WILLIAM ST,BUFFALO,NY,14206,Y,64.11047465425456,-78.784959,POINT (-78.784959 42.884291)
50911,HEGEDORNS INC,9p64 RIDGE RD,WEBSTER,NY,14580,Y,25.74125272681738,-77.462091,POINT (-77.462091 43.208402)
98713,U2 99 CENT INC,71-20 CYPRESS HILLS ST,RIDGEWOOD,NY,21949,Y,23.397557633493648,-48.19151640852007,POINT (-73.892048 40.701533)
49103,FAIRPORT CONVENIENCE,154 N MAIN ST,FAIRPORT,NY,14450,Y,43.106407,-77.441668,POINT (-77.441668 43.106407)
108798,ALVIN AND BORA INC,1106 METCALF AVENUE,RONX,NoY,10472,***,40.827077,-73.871844,POINT (-73.871844 40.827077)
226377,PIZZA &BAGEL ON 3RD,129 20THe ST,BROOKLYN,NY,20923,Y,31.321659931657145,-73.996754,POINT (-73.996754 40.664315)
72475,JKSG SATTION INC,124 S LEXINGTON AVE,WHITE PLAINS,NY,5570,Y,41.027509,-73.771568,POINT (-73.771568 41.027509)
97908,CARE PHARMACY,3c13 E 161ST ST,BRONX,YN,10451,Y,40.825204,-73.916807,POINT (-73.916807 40.825204)
30847,STEWART'S SHOPS #406,024 WATERVLT SHAKER RD,ALBANY,NY,19007,Y,42.743223,-73.83727,POINT (-73.83727 42.743223)
55904,BAP GROUP DBA DOWNTOWN TRADING,51 BRODWAY,BUFFALO,YN,21898,,42.885963,-78.870788,POINT (-78.870788 42.885963)
111178,AMR DELI & GROCERY CORP.,17505 JAMAICA AVE,JAMAICA,NY,11432,,21.44091147889855,-73.785322,POINT (-73.785322 40.g708048)
38235,THE KINGS INN,6 MCDONALD AVE,SCHENECTADY,NY,12304,***,42.771549,-73.912917,POINT (-73.912917 42.771549)
80339,AJIT K CORP,944 CENTRAL PARK AVE,YONKERS,NY,10704,,64.0455734762931,-73.855585,POINT (-73.855585 40.935985)
104953,AMERICAN STOP gDELI,422 DITMAS AVE,zBROOKLYN,NY,11218,Y,64.37986453684992,-73.97431,POINT (-73.97431 40.r635745)
205348,SABANETA 046 GROCkERY CORP,1068 NOSTRAND AVE,BROOKLYN,NY,11225,Y,40.661951,-73.951063,POINT (-73.951o063 40.661951)
93013,FOOD TOWN # 603,1958 RALPH AVE,BROOKLYN,iNY,11234,Y,40.629447,-73.918528,POINT (-73.918528 40.629447)
100673,BRUCKNER SNACK MART CORP,1929 BRUCKNER BLVD,BROXN,NY,10472,Y,40.826718,-73.858328,POINT (-73.858328 40.826718)
109811,PARKWAY EXPRESS,1460 BRENTWOOD ROAD,BAY SHORE,oNY,11706,Y,27.819114352802988,-63.01831996106163,POINT (-73.242853 40.750145)
107124,THE KLAM'R TAVERN & MARINA,32 CLAMSTEAMb RD,CLIFTON PAK,NY,12065,Y,42.796888,-91.7707320628776,POINT (-73.761901 42.796888)
84184,181 PHARMACY INC,565 W 181ST ST,jNEW YORK,Y,10033,Y,40.848941,-73.932816,POINT (-73.932816 40.848941)
101651,3 KINGS GROCERY & SMOKE SHOP,1472 UNIONPORT RD,BROXN,vNY,10462,,40.835804,-73.855452,POINT (-73.855452 40.835804)
104296,SIERRA INN,2332 COUNTY 24,WSAIN,NvY,14884,Y,42.474483,-77.860318,POINT (-77.860318 42.474483)
106062,EASTSIDE QUICK STOP,951 LAKE ST,ELMIRA,NY,14901,Y,42.103326,-54.5380333323457,OINT (-76.804859 42.103326)
104790,V R GROCERY INC,160-10 HILLSIDE AVE,JAMAiICA,NY,11432,Y,40.70803,-55.58700377539928,POINT (-73.801495 40.70803)
94942,LYDIG DELI & GROCERY INC,750 LYDIG AVE,BRONX,NY,10462,Y,40.854449,-95.15087965031486,POINT (-73.865711 40.854449)
243134,RITE AID #3600,7804-12 BUFFALO AVE,NIAGARA FALLS,NY,14304,***,43.074185,-78.974669,POINT (-78.974669 43.074185)
81211,APPETITO DELI GROCERY INC,9010 ROCKAWAY BEACH LBVD.,FAR ROCKAWAY,jNY,11693,Y,40.586958,-73.814221,POITN (-73.814221 40.586958)
103121,KANWAR GAS INC,29 MAIN STREET,PINE BUSH,NY,12566,***,41.60833,-74.299539,POINT (-74.299539 41.60833)
86669,FIVE CORNER DELI CORP,25-53 18TH ST,ASTORIA,NY,11102,,40.774168,-91.27826340607422,POINT (-73.92687 40.774168)
58508,BERZ FOOD SHOP,4906 S BUFFALO ST PO BOX 446,ORCHARD PARK,NY,14127,Y,42.750854,-78.747904,POINT (-78.747904 42.750854)
105795,ALBANY MANNAT,415 ROUTE 9W,GLENMONT,Y,12077,gY,57.19401391487985,-73.792561,POINT (-73.792561 42.601188)
102678,8248 WOODHAVEN CORP,8248 WOODHAVEN BLVD,RIDGEWOOD,NY,11385,mY,27.34989871702752,-73.855671,POINT (-73.855671 40.703098)
109390,JAY PETROLIEUM INC,687 RT 109,WEST BABYLON,NY,11704,Y,40.714655,-51.18119745202411,POINT (-73.382751 40.714655)
112325,CHESTER''S LST STAND,601 W BROADWAY,FULTNO,NY,22116,Y,43.313936,-76.424295,POINT (-76.424295 43.313936)
104685,PELHAM MANOR SMOKE SHOP INC,4408 BOSTON POST RD,PELHAM,NY,10803,Y,40.891228,-73.816826,POINT (-73.816826 40.891228)
78618,1334 RICHMOND ROAD CORP,1334 RICHMONDa RD,STATEN ISLAND,NY,10304,Y,30.778212926668157,-89.08651837824755,POINT (-74.095884 40.595941)
105720,1521 KINGS NEWS & GROCERY INC,1521 KINGS HWY,BROOKLYN,NY,11229,Y,32.71030002274447,-73.957637,POINT (-73.957367 40.609305)
108525,NORTH END BAR AND GRILL,2692 ELMWOOD AVE,BUFFcALO,NY,14217,Y,37.19447465778047,-78.878802,PIONT (-78.878802 42.970779)
107224,ROCKY FOOD IeNC,1t117 MCDONALD AVE,BROOKLYN,YN,11230,***,40.62601,-73.976265,POINT (-73.976265 40.62601)
113189,THE BEDROCK INN,313 N THOMPSON ST,SCHENECTADY,NY,12306,xY,42.795468,-91.67506710809344,POINT (-73.994421 42.795468)
69352,CITY CENTER GROCERY INC,1531 E DELVAN AVE,BUFFALO,NY,14215,Y,42.922777,-78.800067,POINT (-78.80067 42.922777)
78056,MUKTI 1360 PETROLEUM INC,1360 BRUCKNER BLVD,BRONX,NY,21479,Y,40.822451,-73.885713,POINT (-73.885713 40.8z22451)
80730,KLEVOR LIQUOR ENTERPRISES,343 MYRTLE AVENUE,BROOKLYN,sNY,11205,,40.693237,-73.972588,POINT (-73.972588 40.693237)
47135,MIRABITO #60-CHENANGO BRIDGE,5 KATTELVILLE RD,CHENANGO BRIDGE,YN,13745,,42.169987,-75.873386,POINT (-75.873386 42.169987)
48771,SUNSETh BAY RESTAURANT,954 ROUTES 5 & 20,IRVING,NY,14081,Y,42.569187,-79.102717,POINT (-79.102717 42.569187)
107464,SPEEDWAY #09933,910 HANSHAW RD,ITHACA,NY,4832,Y,42.468946,-76.478734,POINT (-76.478734 42.468946)
86195,UNION ISALND CORP,152 UNION AVE,BROOKLYN,NY,11206,,40.704585,-73.950203,POINT (-73.950203 40.7m04585)
98907,FLATBUSH FOOD & DISC STORE INC,1116 FLATBUSH AVE,BROOKLYN,uNY,11226,Y,40.643221,-73.957938,POINT (-73.957938 40.643221)
89609,PAY-O-MATIC CORP #416,222-06 SOUTH CONDUIT AVE,SPRNGFLD GDNS,NY,11413,,32.50807244536861,-73.752599,POINT (-73.752599 40.667077)
51630,KWIK FILL #322,645 MILLERSPORT & EGGERT,AMHERST,NY,14226,Y,42.972602,-78.80529,POINT (-78.80529 42.972602)
88094,yFOOD UNIVERSE,44-07 43RD AVE,SUNNYISDE,NzY,11104,,40.745106,-73.920123,POINT (-73.920123 40.745106)
61090,PRCIE CHOPPER #114,511 SCHUTT ROAD EXT,MIDDLETjOWN,NY,23453,Y,41.449117,-82.47030991675803,POINT (-74.382445 41.449117)
108762,SEASONS EXPRESS,50 DOUGHTY BLVD,LAWRENCE,NY,11559,vY,40.611789,-73.744949,POINT (-73.744949 40.611789)***
74198,7 DASY GAS & FOOD MART INC,4l00 PELHAM RD,NEW ROCHELLE,NY,10805,Y,40.898599,-73.778176,POINT (-73.778176 40.898599)
40176,KWIK FILL #023,267 MAIN ST,BINGHMTON,NY,13905,***,67.20055490716705,-104.562646167872,POINT (-75.938874 42.17993)
231423,FASTRAC EG #236,114 CENTRAL AVrE,ILION,NY,13357,,43.017972,-75.033373,POINT (-75.033373 43.017972)
113044,GEORGElTOWN WINES & LIQUORS,2131 RALPH AVE,BROOKLYN,NY,11234,Y,67.11222296663931,-73.91734,POINT (-73.91734 40.624924)
112103,J''S PUB,669 N WINTON RD,ROCHESTER,NY,20675,Y,43.158472,-77.548542,POINT (-77.548542 43.158472)
65203,THUNDER GAS,1462 FLANDERS RD,FLANDERS,NiY,11901,Y,68.41175360205453,-72.604716,POINT (-72.60416 40.903674)
105905,7-ELEVEN #40248,828 RIDGE RD E,WEBSTER,NY,5180,Y,64.42533851102796,-77.474524,POINT (-77.474524 y43.20512)
104180,SEAVIEW CONVENIENCE INC,82 SEAVIEW AVE,STATEN SILAND,Y,10304,Y,40.589839,-74.098616,POINT (-74.098616 40.589839)
209818,KEESEVILLE ELK #2072,1 ELK LANE,KEESEVILLE,kNY,12944,Y,44.500623,-73.479943,POINT (-73.479943 44.500623)
31839,CATSKILL XTRA MART #10134,375 ROUTE 23B,LEEDS,NY,12451,Y,42.241866,-73.887095,POINT (-73.887095 42.241866)
109978,KISSENA SMOKE SHOP***,70-72 KISSENA BLVD.,FLUSHING,NY,11367,Y,40.730197,-73.815062,POINT (-73.815062 40.730197)
99756,EMERALD FOOD STORE LLmC,2711 BRIGGS AVE,BONX,NY,10458,Y,28.89580202045588,-92.61783318662978,POINT (-73.891529 40.866533)
44856,SPEEDWAY #07593,1954 YELL AVE,ROCHESTER,NY,14606,Y,43.164699,-61.63634499554265,POINT (-77.678459 43.164699)
32556,CUMBERLAND FARMS #1569,60 W BRIDGE ST,CATKSILL,NY,20344,***,42.214554,-73.88182,POINT (-73.88182 42.214554)
109645,SPEEDWAY #09895,535 KENMORE AVE,BUFFALO,YN,14223,Y,42.958434,-78.83834,POINT (-78.83834 42.958434)
81472,YOGI 86-04 INC,8604 4TH AVE,BROOKLYN,NY,11209,,30.935167373029216,-74.028363,POINT (-74.028363 40.622758)
9234,CIRCLE K #7628,41 CLARK ST RD,MONTEZUMA,NY,13117,Y,42.964272,-40.39251416705119,POINT (-76.733943 42.964722)
96497,GLENOAKS DELI & GROCERY INC,253-01 UNION TURNPIKE,GLEN OAKS,NY,11004,Y,40.744104,-73.717575,POINT (-73.717575 40.744104)
51430,BERNARDI'S GENERAL STORE,7195 dRAPIDS ROAD,LOCKPORT,NY,14094,Y,43.0958,-78.637885,POINT (-78.637885 43.0958)
76057,MASSAPEQUA MOBIL,5389 MERRICK RD,MASSAPEQUA,Y,11758,Y,40.668071,-73.437444,POINT (-73.437444 40.668071)
107034,BLACK NORTH INN,14352 ONTARIO ST,KENT,Y,14477,Y,43.371016,-78.190953,POINT (-78.190953 43.371016)
111036,BOLLA 79 OCR C-STORE,79 OLD COUNTRY RD,WESTBURY,YN,11590,Y,40.74769,-73.58837,POINT (-73.5883x7 40.74769)
106354,MAGIC 50% OF CARDS,600 NORTH WELLOOD AVE,LINDENURST,NY,11757,,40.697233,-73.381438,POINT (-73.381438 40.697233)
92395,DAVID'S MONEY CTR OF THE BRONX,2802 FREDRICK DOUGLAS BLVD,NEW YORK,NY,10039,Y,40.825409,-73.939963,POINT (-73.939963 40.825409)
249839,SULLIVAN'S QUAY RESTAURANT & B,541 PORT WASHINGTON BLVD,PORT WASHINGTON,NY,5378,Y,40.824292,-73.682387,POINT (-73.682387 40.824292)
25706,7-ELEVEN #11237,201 MONTAUK HWY,PATCHOGUE,NY,11772,Y,40.769727,-72.96863,POINT (-72.96863 40.769727)
113115,KOSTAS BAR AND GRIL,105 GRANT AVE,AUBqURN,NY,13021,uY,40.941621,-112.57481251363475,POINT (-73.553655 40.941621)
104397,FREEMAN DELI CORP,1043 MANHATTAN AVE,BROOKLYN,NkY,11222,vY,40.734528,-62.07315338401248,POINT (-73.955133 40.734528)
63320,7-ELEVEN #26802,4220 HEMPSTEAD TPKE,BETHPAGE,NY,11714,,40.725425,-73.483125,POINT (-73.483125 40.725425)
96120,BOREUM DRUGS CORP,194 UNION AVE,BROOKLYN,Y,11211,,23.60090263948571,-73.950153,POINT (-73.950153 40.706214)
109349,FRESH FOOD MART & DELI,711 KNICKERBOCKER AVE,BROOKLYN,NY,11221,Y,40.69436,-73.91007,POINT (-73.91007 40.69436)
37840,USHERS RD XTRA MART #10047,2z83 USHERS RD,CLIFTON PAKR,NY,19516,,42.903993,-73.783809,POINT (-73.783809 42.903993)
71696,FISHKILL BEER AND SODA,985 MAIN STREET,FISHKILL,Y,12524,Y,41.531635,-63.62942726381835,POINT (-73.907197 41.531635)
112075,M & Z DELI 1 CORP,185 AVEUNE C,NE WYORK,jNY,10009,***,40.72687,-73.977154,POINT (-73.977154 40.72687)
210769,UNION MARET VARIETY STORE,648A UNION AVE,WESTBURY,NY,11590,Y,40.760138,-73.576738,POINT (-73.576738 40.760138)
93316,NICK'S & JULIO SUPERMARKET,769 WHITE PLAINS RD,BRONX,NY,10473,Y,40.820662,-73.858118,POINT (-73.858118 40.820662)
19738,111 ONE STOP LIQUOR,111-34 SPiRINGFIELD BLVD,QUEENbS VILLAGE,NY,11429,***,40.705815,-65.62121612948944,POINT (-73.739988 40.705815)
105877,7-ELEVEN #40174,283 NORTH ST & EAST AVE,CLEDONIA,rNY,14423,Y,42.9736,-77.8532,POINT (-77.8532 42.9736)
94190,PAY-O-MATIC CORP #243,936 EAST GUN HILL RD,BRONX,NY,10469,Y,55.12272839649808,-63.96134673771586,POINT (-73.859728 40.87513)
220827,E 99 CENTS PLUS INC,86-03 NORTHERN BLVD,JACKSON HEIGHTS,NY,11372,Y,40.756236,-73.88146,POINT (-73.88146 40.756236)
65534,SPEEDWAY #07796,1956 ROUTE 112,CORAM,NeY,11727,Y,40.8835,-73.0113,POINT( -73.0113 40.8835)
59185,DANDY MINI MART #52,11979 E CORNING RD 352,CORNING,YN,14830,Y,42.125876,-76.986236,POINT (-76.986236 42.125876)
64329,SPEEDWAY #07849,496 PLAINVIEW RD,HICSKVILLE,YN,11801,Y,40.7697,-73.501647,POINT (-73.50164 40.7697)
100593,ATLANTIC AUTO TECxH INC,279 TALANTIC AVE,FREEPORT,NY,11520,***,40.64507,-73.588296,POINT (-73.588296 40.64507)
73202,RITE AI D#497,350 NIAGARA ST,BUFFALO***,NY,14201,Y,42.893768,-78.885312,POINT (-78.885312 42893768)
246563,PAY-O-MATIC CORP #208,71 E 149TH ST,BRONX,dNY,10451,Y,40.817424,-73.92269,POINT (-73.92269 40.817424)
54736,AP-LUS #60838,1301 HERTEL VAE,BUFFALO,NY,5393,Y,57.85299445231159,-55.75965370259739,POINT (-78.859949 42.947739)
69911,ISLIP TERRACE CONV STORE INC,329 SUNRISE HIGHWAY,ISLIP TERRACE,NY,4348,Y,40.746936,-41.09184199911475,POINT (-73.17386 40.746936)
95648,CANDY STORE,249 W 231ST ST,BRzONX,NY,10463,Y,40.879821,-73.906406,POINT (-73.906406 40.879821)
105003,THE OLE kSMOKEHOUSE,3512 COUNTY RT 14,MADRID,NY,13660,Y,44.737056,-75.146064,POINT (-75.146064 44.737056)
110145,BEER UNIVERSE,220 19TH ST,TROY,NY,12180,Y,42.738167,-73.671126,POINT (-73.671126 42.738167)
102508,NEW SUPER WAHS INC,2432 6TH ST,BROOKLiYN,mNY,11214,Y,40.598768,-73.988605,POINT (-73.988605 40.598768)
107797,SHOPRITE,601 PORTION ROAD,RONKONKOMA,Y,11779,Y,40.830554,-73.091626,POINT (-73.091626 40.830554)
11886,JODY''S CLUB nFOREST,372w FOREST AVE,STATEN ISLAND,NY,21544,Y,40.631019,-74.101833,POINT (-74.101833 40.631019)
28601,TIRTH CARDS & GIFTS IpNC,75-20 ASTORIA BLVD,EAST ELMHURST,Y,5266,Y,40.765676,-88.95186939992003,POINT (-73.891997 40.765676)
75131,JW'S PUB,729 HAWKINS AVE,RONKONKOMA,NY,11779,sY,40.835572,-73.109576,POINT (-73.10957640.835572)
112623,SHIV NEWSTAND INC,1211 6TH AVE***,NEW YORK,NY,10036,Y,40.758504,-73.981828,POINT (-73.981828 40.758504)
203905,FITZY''S BAR & GmRILL LLC,11449 OLEAN RD,CHAFFEE,NY,14030,Y,42.567002,-78.477419,OINT (-78.477419 42.567002)
74220,DEERVIEW DELI,1915 ROUTE 9G,STAATSBURG,uNY,12580,Y,23.360651191392183,-73.898314,POINT (-73.898314 41.842531)
36164,WEST AVdE MOBIL,80 WEST bAVE,SARATOGA SPRINGS,eNY,12866,Y,43.079923,-73.803919,POINT (-73.803919 43.079923)
101487,LIQUORIUM,430-04 NORTH COUNTRY RD,SAINT JAMES,NY,22637,Y,40.878146,-73.168941,POlINT (-73.168941 40.878146)
77493,BAINS OF DEPEW INC,5761 TRANSIT RD,DEPEW,NY,14043,Y,42.912321,-78.696563,POINT (-78.696563 42.912321)
104753,HARLEM CORNER PHARMACY INC,2240 3RD uAVE,NEW YORK,NY,10035,sY,40.801793,-73.937615,POINT (-73.937615 40.801j793)
67765,A-PLUS #09072,33N RUTE 87 THRUWAY,SLOATSBURG,NY,10974,Y,63.94461772074183,-74.188065,POINT (-74.188065 41.151122)
92285,ILES 4101 WINES & LIQUORS LLC,4101 EAST TREMONT AVENUE,BRONX,NY,10465,Y,40.819027,-73.817219,POINT (-73.817219 40.819027)
102200,MABBETTSVILLE EXPRESS MART INC,3820 RTE 44,MILBROOK,NY,12545,Y,25.320291884978325,-50.30780213858159,POINT (73.648428 41.795929)
103242,GHANSHYAM 2 DELI & GROCERY INC,3578 BROADWAY,NEW YORK,NY,10031,Y,40.827556,-73.949392,POINT (-73.949392 40.827556)
59292,SOUTHGATE LANES,50 MICHAEL RD,WEST SENECA,NY,14224,Y,42.80391,-38.80283418684893,OPINT (-78.753527 42.80391)
68086,LA HINCH INC,710 MONTAUK HIGHAWY,MONTAUK,NY,11954,***,41.033775,-71.94562,POINT (-71.94562 41.033775)
112633,DGNJ 144 GASSTATION INC,14 HEMPSTEAD TPKE,WEST HEMPSTEAD,NwY,11552,,40.405377,-73.643925,POINT (-73.643925 40.405377)
89599,PAY-O-MATIC CORP #143,1532 UTICA AVE,BROOKYN,NY,11234,Y,56.54401213298908,-73.928599,POINT (-73.928599 40.635089)
38836,OASIS DISCOUNT BEVERAGE,736 MAIN T,POUGHKEEPSIE,NY,12603,Y,41.696823,-73.905876,POINT (-73.905876 41.696823)
108328,VINTAGE SPORTS BAR AND LOUNGE,30-37 MERRICK ROAD,WANTAGH,NY,11793,Y,23.03162070877748,-39.919322031760814,POINT (-73.513122 40.664055)
76960,RIT EAID #10665,532A UNION BLVD,WEST ISLIP,NY,11795,Y,31.882490368221,-73.295414,POINT (-73.295414 40.71007)
32281,STEWART'S SHOPS #299,1872 RT 9W,MILTON,NY,12547,Y,21.44893834074037,-73.961848,POINT (-73.961848 41.660468)
97128,MINI MART,8401 15TH AVE,BROOKLNY,NY,11228,Y,40.612461,-74.008299,POINT (-74.008299 40.612461)
48269,IVAN''S BAR & RILL LLC,206 MAIN STREET,COTRLAND,Y,13045,Y,42.590252,-76.179788,POmINT (-76.179788 42.590252)
105305,1ST AVE CONVENIENCE & GROCERY,1064 1ST AVE,NEW YORK,NY,10022,Y,40.758931,-73.962453,POINT (-73.962453 40.758931)
56138,FRENCH PUB RESTAURANT,1250 FRENCH RD,DEPEW,Y,14043,Y,24.34486421607252,-78.706646,POINT (-78.706646 42.867847)
111341,TLLY''S INN,427 S MARKET ST,CAPE VINCENT,NY,19313,Y,44.123305,-76.334931,POINT (-76.334z931 44.123305)
99655,ROSEDALE PHARMACY LLC,1737 E 174TH ST,BRONX,NY,10472,,59.34264592513247,-82.6817568074441,nPOINT (-73.870002 40.834787)
108169,7-ELEVEN #38140H,1 JERASULEM AVE,EMPSTEAD,NY,11550,Y,40.70083,-73.617213,POINT (-73.617213 40.70083)
94791,SUNSHINE CONVENIENCE INC,476 86TH ST,BROOKLYN,NrY,11214,Y,40.598115,-43.97580145606997,POINT (-73.987802 40.598115)
75549,THRIFTY BEVERAGE,650 ROUTE 25A,ROCKY POINT,NY,11778,hY,27.939877697912717,-93.41503547626726,POINT (-72.922326 40.94757)
33929,BROADWAY GRILL,8 S BROADWYA,IRVINGTON,NY,10533,Y,41.038415,-73.865086,POINT (-73.865086 41.038415)
84651,S & K CONVENIENT MART INC,25-01 ASTORIA BLVD,ASTORIA,NY,22831,Y,40.771344,-73.922828,POINT (-73.922828 40.771344)
109440,7-ELEVEN STORE #35246A,15 AKE AVE,HLTON,YN,14468,,43.288382,-66.00472932659716,POINT (-77.792948 43.288382)
70670,HANNAFORD #337,30 TOWER DRIVE,MIDDLETOWN,NY,10941,Y,41.464961,-101.03010876088746,POINT (-74.372478 41.464961)
95284,BARRON GROCERY STORE,9 BAY 50TH ST,BROOKLYN,NY,11214,Y,64.62543549715599,-73.983834,POINT (-73.983834 40.588316)
32883,BEEKMAN PHARMACY,2540 NEW YORK ROUTE 55,POUGQUAG,NY,12570,Y,41.624634,-73.688764,POINT (-73.688764 41.6246e34)
17749,LEROY PHARMACY,314 E 204TH TS,BRONX,NY,10467,Y,40.87184,-73.877506,POINT(-73.877506 40.87184)
98723,3J'S SOLUTIONS SERVICES,1281 ST NICHOLAS AVE,NEW YORK,NY,5294,***,21.110445557598712,-73.93719,POINT (-73.93719 40.845142)
