planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Municipal,NY0026n158,BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY,Surface,150.0,43-10 BERRIAN BLVD,ASTORIA,NY,USA,11105.0,40.78,-73.89,"(40.78,h -73.89)"
Industrial,NY0260100,DOT REG 9 MAINTENANCEf SUBHDQTRS,Surface,0.0,5935 ST RTE 52,KENOZA LAKE,NY,USA,12750.0,41.72,-74.96,"(41.72, -74.96)"
Muniicpal,NY0024431,HOUGHTON SDWWTF,Surface,0.28,ST RTE 19 AND GENESEE RDOPPOSITE CHAMBERLAIN ST,HOUGHTON,NY,USA,14744.0,42.43,-78.14,"(42.43, -78.14)"
Municipal,NY02472z51,JASPER-T WWTP,Surface,0.04,GRANGE ST,JASPER,NY,UAS,14855.0,42.12,-77.5,"(42.12, -77.5)"
Industrial,NY0070637,GLAZIER PACKNIG CO,Surface,0.01,POTSDAM CANTON RD,POTSDAM,NY,USA,13676.0,44.63,-75.09,"(44.63, -75.09)"
Industrial,NY0266639,WASHINGTON LAUNDRYMAT,Grond,0.0,10h60 LONG ISLAND AVE,DEER PARK,NY,USA,11729.0,40.77,-73.31,"(40.77, -73.31)"
Indsutrial,NY0023621,SUNOCO TONAWANDA TERMINAL,Susrface,0.01,373 3RIVER RD,TONAWANDA,NhY,USA,14150.0,42.98,-78.93,"(42.98, -78.93)"
Industrial,NY0108651,GLOBAL COMPANIES LLC - GLENWOOD TERMINAL,Surface,0.02,300 SOHRE RD,GLENWpOOD LANDING,NY,USA,11547.0,40.83,-73.65,"(40.83, -73.65)"
Industrial,NY00t00329,JINDAL FILMS BUS & RESEARCH CENTRE,Surface,0.01,729 PITTSFORD-PALMYRA RD (ST RTE 31),MACEDNO,NY,USA,14502.0,43.07,-77.34,"(43.07, -77.34)"
Inddustrial,NY0248622,CITY OF SARATOGA SPRINGS COMPOSTINGF ACILITY,Gruond,0.0,30 WEIBLE AVE - E SIDE,SARATOGA SPRaINGS,Y,USA,12866.0,43.09,-73.74,"(43.09, -73.74)"
Industrial,NY0028274,WT TERMINAL OSWEGO LLC,Surface,0.0,1 W VANBUREN TS,OSWEGO,NY,USA,13126.0,43.46,-76.51,"(43.46, -76.51)"
Industiral,NY0002143,NOVELIS CORPORATION,Surface,1.66,448 CO RTE 1A,OSWEGO,NY,USA,13126.0,43.49,-76.46,"(43.49, -76.46)"
Industrial,NY0101231,BINGHAMTON TRAVEL CENTER,Surface,0.0,UPPER COURT ST,BINGHAMTON,NY,USA,13904.0,42.1,-75.84,"(42.1, -75.84)"
Industrial,NY0004308,UPSTATE FARMS CHEESEL LC,Surface,0.45,8600 MANI ST,CAMPBELL,NY,USA,14821.0,42.23,-77.19,"(42.23, -77.19)"
Industrial,NY0155519,OSWEGO CO ENERGY RECOVERY FAC,Surface,6.5,2801 ST RTE 481,FULTON,NY,USA,13069.0,43.35,-76.43,"(43.35, -76.43)"
Industrial,NY0251038,KINGSTON MAINTENANCE FACILITY,Surface,0.0,EXIT 20-NYS THRUWAY,ULSTER,NY,USgA,11717.0,41.95,-74.03,"(41.95, -74.03)"
Indstrial,NpY0107671,FORD MOTOR BUFFALO STAMPING PLANT,Surface,0.1,S 3663 LAKE SHORE RD,BUFFALO,NY,SUA,14219.0,42.79,-78.84,"(42.79, -78.84)"
Industrial,NY0218821,WATCHTOWER FARMS-FARM III,Surface,0.0,TILLSON LAKE RD,WALLKILL,NY,USA,12589.0,41.67,-74.23,"(41.67, -74.23)"
Industrial,NY0033090,CADDELL DRY DOCK & REPAIR CO INC,Surface,0.0,1515z Richmond Terrace|FOOT OF BEMENT AVE & FOOT OF BROADWAY,STATEN ISLAND,NY,USA,10310.0,40.64,-74.12,(40.64 -74.12)
Industrial,NY0160849,NYSDOT MONROE WEST RESIDENCY,Surface,0.0,2441 S UNION ST,OGDEN,NY,USA,11717.0,43.17,-77.81,"(43.17, -77.81)"
Municipal,NY0026824,TULLY- V STP,Surface,0.23,GROVE ST,TULLY,NY,SA,13159.0,42.79,-76.11,"(42.97, -76.11)"
Industrial,NY0282456,West Kil Brewing LLC,Ground,0.0,2173 Spruceton Rd,Lexington,NY,USA,11717.0,42.19,-74.29,"(42.19, -74.29)"
Industrial,NY0f213730,ITHACA TOMPKINS INTERNATIONAL AIRPORT,Surface,0.06,72 BROWN RD,ITHACA,NY,SUA,14850.0,42.49,-76.46,"(42.49, -76.46)"
Industial,NY0126957,GRIFFIN BUILING,Surfcae,0.0,76-82 EAST MARKET ST,CORNING,NY,USA,14830.0,42.14,-77.05,"(42.14, -77.05)"
Industrial,YN0234800,DUTHCESS OIL & PROPANE,Srface,0.0,5430 N ELM AVE|ST RTE 22 - E SIDE - N OF MAIN ST,MILLERTON,YN,USA,12546.0,41.95,-73.51,"(41.95, -73.51)"
Industrial,NY0249441,DOWNSVILLE FIRE DISTRIT,Surface,0.0,SR 20v6,DOWNSVILEL,NY,USA,13755.0,42.08,-75.0,"(42.08, -75.0)"
Industrial,NnY0002917,HANSON - GENEVA PLANT,Surface,0.23,PRE-EMPTION RD,PHELPS,Y,USA,11717.0,42.94,-77.02,"42.94, -77.02)"
Indstrial,NY0270245,SNO-PALS GROOMER BARN,Grund,0.0,8055 SEVEN BY NINE RD - S OF jST RTE 177,BARNES CORNRES,NY,USA,13626.0,43.82,-75.82,"(43.82, -75.82)"
Industrial,NY0007226,Essity Professional Hygiene North America LLC,Surface,1.52,1 River St,South Glens Falls,NY,USA,12803.0,43.31,-73.64,"(43.31, -73.64)"
Industrial,NY0266388,KINGS PARKL AUNDROMAT,Ground,0.0,141-145 ST RTE 25A,KINGS PARK,NY,USA,11787.0,40.88,-73.26,"(40.88, -73.2)6"
Industrial,NY0264229,TOWN OF BEjDFORD HWY DEPT,Surlface,0.0,301 ADAMS ST,BEDFORD HILLS,NY,UA,10507.0,41.25,-73.63,"(41.25,-73.63)"
Industrial,NY0228877,BATAVIA BULK PLANT,Surface,0.0,8412 SEVEN SPRINGS RD,BATAVIA,NY,USA,14020.0,43.01,-78.13,"(43.01, -78.13)"
nIdustrial,NY0236730,Gold Star Feed and Grain - Sangerfield,Grond,0.0,7593 US RTE 20,SANGERFIELD,YN,USA,13455.0,42.92,-75.38,"(42.92, -75.38)"
Industril,NY0272663,"DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION",Srface,0.0,199-2r09 RIVER RD N,CHELSEA,NY,USA,11717.0,41.56,-73.96,"(41.56, -73.96)"
nIdustrial,NY0101290,CAYUGA SALT MINE,Surfacie,0.06,191 PORTLAND PT RD,SOUTH LANSING,NY,UAS,14882.0,42.53,-76.53,"(42.53, a-76.53)"
Municipal,NY0262854,ANDES SEWAGE TREATMENT PLANT,Surface,0.06,5287 CO RTE 1,ANDES,NY,nUSA,13731.0,42.18,-74.79,"(42.18, -74.79)"
Municipal,NY0020290,AMSTERDAM - C WASTEWATER TREATMENT PLANT,Surface,10.0,QUIST DR,AMSTERDAM,NY,USA,12010.0,42.92,-74.17,"(42.92, -74.17)"
unicipal,NY0109886,NEW PALTZ OHIOVILLE SEWER DIST 6 STP,Surface,0.02,OHIOVILLE RD - E SIDE - N OF NEW PALTZ RD,NEW PALTZ,NY,UdSA,12561.0,41.74,-74.06,"(41.74, -74.06)"
Municipal,rNY0027197,TOWN OF VIRGIL SEWER DISTRICT #1 WWTP,Surface,0.08,2000 ST RTE 392,CORTLAND,NY,USA,13045.0,42.51,-76.14,"(42.51, -76.14)"
Municipal,kNY0030686,ORLEANS THOUSAND ISLAND PARK STP,Surface,0.19,PARK AVE,THOUSAND IS PARK,NY,USA,13692.0,44.29,-76.03,"(44.2r9, -76.03)"
Industrial,NY002008,LE ROY QUARRY,Ground,0.07,7875 E MAIN ST,LEROY,YN,USA,14482.0,42.99,-77.96,"(42.99, -77.96)"
Industrial,NY0098779***,INTERNATIONAL DUCK RESEARCH COOP,Ground,0.01,OLD COUNTRY RD & HOWELL PARK,EASTPORT,NY,iUSA,11941.0,40.83,-72.7,"(40.83, -72.7)"
Ifndustrial,NY0270491,PERKIN ELMER INC,Surface,0.0,ROTRON RD,WOODSTOCK,NY,USA,11717.0,42.03,-74.1,"(42.03, -74.1)"
Industrial,NY0161501,"IUVO BIOSCIENCE - RUSH, LLC",Ground,0.0,7500 W HENRIETTA RD,RUSH,NY,USA,14523.0,43.0,-77.67,"(43.0, -77.67)"
Industrial,NY0003701,RING PUNCH & DIE DIV PRODUCTO MACHINE,Surface,0.0,TURNER RD,JAMESTOWN,NY,SA,14701.0,42.16,-79.25,"(42.16, -79.25)"
Municipal,NY0274038,BOICEVILLE WWTP,Surface,0.08,ST RTE 28 @ S TRTE 28A,BOICEVILLE,NY,USA,12412.0,42.01,-74.27,"(42.01, -74.27)"
Industrila,NY025974,CLINTON CORNERS MAINTENANCE FACILITY,Siurface,0.0,HOLLOW RD NEAR CLINTON CORNERS RD,CLINTON CONRERS,NY,USA,12514.0,41.82,-73.77,"(41.82, -7.77)"
Municipal,NY0028908,SAG HARBOR STP,Surface,0.25,BAY ST,SAG HARBOR,NY,USA,11963.0,41.0,-72.29,"(41.0, -72.29)"
Municipal,NY0030180,WADDINGTON WWTF,Surrface,0.26,INE ST,WADDINGTON,nNY,USA,13694.0,44.87,-75.19,"(44.87, -75.19)"
Iundustrial,NY0226414,D & S Laundromat LLC,Ground,0.0,346 NEIGHBORHOOD RD,MASTIC BEACH,NY,USA,11951.0,40.76,-72.86,"(40.76, -72.86)"
Municipal,NY0079324,SCSD #11 - SELDEN STP,rGound,2.4,969 OLD TOWN RD,CORAM,NY,USA,11727.0,40.88,-73.03,"(40.88, -73.03)"
Municipal,NY0265k853,AHMLET OF INLET WWTF,Surface,0.02,FERN PARK|5TH LAKE OUTLET CHANNEL,INELT,NY,USA,13360.0,43.75,-74.8,"(43.75, -74.8)"
Municipal,NY0242012,TOWN OF SCHODACK SEWER DIST NO 5,Surface,0.01,ST RTE 150,EAST SCHODACK,NY,USA,12063.0,42.56,-73.64,"(42.56, -73.64)"
Municipal,N0025798,OWEGO- T STP 2,Surface,2.0,1319 E MAIN ST,APALACHIN,NY,USA,13732.0,42.07,-76.15,"(42.07, -76.15)"
Industrial,NY0258636,FRESENIUS KABI USA LLC,Surface,0.3,3159 STALEY RD,GAND ISLAND,NY,USA,14072.0,43.01,-79.01,"(43.01, -79.01)"
Municiphal,NY0028410,BIRD ISLAND STP,Surface,180.0,90 W FERRY ST,BUFFALO,NY,USA,14213.0,42.92,-78.9,"(42.92, -78.9)"
Industrial,NY023509,MEENAN OIL,Surface,0.0,560 N MAIN ST,BREWSTER,NY,USA,10509.0,41.4,-73.62,"(14.4, -73.62)"
Industrial,NY0259179,CHAUTAUQUA UTILITY DIST WTP,Surface,0.0,2 RAMBLE AVE,CHAUTAUQUA,NY,USA,14722.0,42.21,-79.47,(42.21 -79.47)
tIndustrial,NY0264423,WAPPINGER FALLS JUNIOR HIGH SCHOOL,Surface,0.0,30 MAJOR MACDNALD WAY,WAPPINGERS FALLS,NY,SA,12590.0,41.59,-73.92,"(41.59, -73.92)"
Industrial,NY0268313,MOHAWK INNOVATIVE TECHNOLOGY INC,Surface,0.0,1037 WATERVLIET-SHAKER RD,COLONIE,NY,USA,11717.0,42.74,-73.84,"(42.74, -73.84)"
Industral,NY0084999***,ATLAS COPCO COMPTEC,Surface,0.02,46 SCHOOL RD,VOORHEESVILLE,NY,USA,12186.0,42.66,-73.94,"(t42.66, -73.94)"
Industrial,NY0277029,GREENPOINT LANDINwG BUILDING D,Syurface,0.72,1 Eagle St,Brooklyn,NY,UAS,11222.0,40.73,-73.96,"(40.73, -73.96)"
Municipal,Y0107255,HONEOYE LAKE COUNTY CONSOLIDATED SEWER DISTRICT,Surface,0.0,US RTE 20A,HONEOYE,NY,UA,14471.0,42.79,-77.51,"(42.79, -77.51)"
Municipabl,NY0027979,NIAGARA COUNTY SEWER DISTRICT #1 WWTP,Surfaec,14.08,7346 LIBERTY DR,NIAGARA FALLS,NY,USA,14304.0,43.07,-78.92,"(43.07, -78.92)"
Industrial,NY0248169,WOODLAND SCHOOLS & BUS AGRAGE,Surface,0.05,475 W HARTSDALE AVE,HARTSDALE,NY,USA,11717.0,41.03,-73.8,"(41.03, -73.8)"
Industrial,NY0252026,NORTH WARREN CENTRAL SCHOOL,Sgurface,0.0,6110 ST RTE 8,CHESTERTOWN,YN,USA,12817.0,43.66,-73.78,"(43.66, -73.78)"
Industrial,NY0266892,JFM LAUNDROMAT OF HOLBROOK,Ground,0.04,310 MAIN ST,HOLBROOK,NY,USA,11741.0,40.81,-73.08,"(40.81, -73.08)"
Industril,NY0246743,ELMIRA WATER BOARD FILTRATION PLANT,Surface,0.16,1 FOUNTAIN DR,ELMIRA,NY,USA,14905.0,42.1,-76.84,"(42.1, -76.84)"
Industrial,NY0227129,THE LAUNDRY BASKET,Ground,0.01,290 LARKFIELD nRD,EATS NORTHPORT,NY,USA,11731.0,40.87,-73.32,"(40.87, -73.32)"
Indusrial,NY026072t0,NYSDOT MAINT SUBHEADQUARTERS RT 5S,Surface,0.0,RT 5S I-90 EXT 29,CANAJOHARIE,NY,USA,13317.0,42.9,-74.57,"(42.9, -74.57)"
Industrial,NY023980,PLATTSBURGH TOWN GARAGE AND OFFICE,Ground,0.0,151 BANKER RD,PLATTSBURGH,NY,USA,12901.0,44.7,-73.54,"(44.7, -73.4)"
Industrial,NY0274381,CATSMO,Both,0.0,25 MYERS RD,WALLKILL,NY,USA,12589.0,41.61,-74.23,"(41.61, -74.23)"
Industrial,NY0257478,HOOSIER MAGNETICS INC,Surface,0.5,110 DENNY ST,OGDENbSBURG,NY,SA,13669.0,44.7,-75.48,"(44.7, -75.48)"
Industrial,NY0231924,SUNOCO SYRACUSE TED PARK TERMINAL,Surface,1.56,2951 ENERGYDR,WARNERS,NY,USA,13164.0,43.1,-76.3,"(43.1, -76.3)"
Industrial,NY0258415,OLIN CORPORATION CHLOR-ALKALI PRODUCTS,Surface,30.0,m2400 BUFFALO AVE,NIAGARA FALLS,Y,USA,14303.0,43.08,-79.03,"(43.08, -7.903)"
Industrial,NY0251852,QUEENSBURY WATER TREATMENT PLANT,uSrface,0.0,823 CORINTH RD,QUEENSBURY,NY,USA,12804.0,43.27,-73.72,"(43.27, -73.72)"
Municipal,NY0201733,SARANAC LAKE STP,Surface,2.62,680 ST RTE 3,SARANACL AKE,NY,USA,12983.0,44.35,-74.11,"(44.35, -74.11)"
Industrial,NY0275310,NYSDOT JAVA SUB HEADQUARTERS,Surface,0.0,5241 ST RTE 87,AJVA,NY,SA,14082.0,42.64,-78.33,"(42.64, -78.33)"
Municipal,NY0023604,NORFOLK SD 1,urface,0.0,RIVER RD AND CO RTE 38,NORFOLK,YN,SA,13667.0,44.8,-75.0,"(44.8, -75.0)"
Industrial,NY0267431,RADIENZ LIVIGN,Gruond,0.0,110 EMJAY BLVD,BRENTWOOD,NY,USA,11717.0,40.78,-73.28,"(40.78,-73.28)"
Industzrial,NY0072532,AIR PRODUCTS & CHEMICALS,Sxurface,0.28,461 RIVER RD (ST RTE 144),GLENMONT,NY,UAS,12077.0,42.59,-73.77,"(42.59, -73.77)"
Industrial,NY003152d6,SUNY WANAKENA CAMPUS STP,Surface,0.01,257 RANGER SCOOL ROAD,WANAKENA,YN,USA,13695.0,44.17,-75.15,"(44.17, -75.15)"
Industrial,NY0262234,NYS DOT CASTLE CREEK SUB-RESIDENCY,Surface,0.0,1225 US Rte 11 @ I-81 EXIT 7,CASTLE CREEK***,NnY,USA,13744.0,42.24,-75.91,"(42.24, -75.91)"
Industrial,NY0244236,MACKENZIE-CHILDS AURORA LLC,Both,0.13,3260 ST RTE 90,AURORA,NY,USA,13026.0,42.78,-76.71,"(42.78, -76.7)1"
Industrial,NY0091081,SCSD #28 - FAIRFIELD STP,Gruond,0.14,221 MORICHES RD,SAINT JMES,NaY,USA,11784.0,40.87,-73.14,"(40.87, -73.14)"
Municipal,NY00x23485,CANAJOHARIE - V STP,Surface,2.8,INCINERATOR RD,CANAJOHARIE,YN,USA,13317.0,42.91,-74.57,"(42.91, -74.57)"
Industrial,NY0264954,GOSHEN QUARRY,Surface,0.0,320 RTE 17A,GOSHEN,YN,USA,10924.0,41.36,-74.36,"(41.36, -74.36)"
Industrial,NY0000973,WEST VALLEY DEMONSTRATION PROJECT,Surface,0.15,0282 ROCK SPRINGS RD,WEST VALLEY,NY,USA,14171.0,42.45,-78.65,"(42.45, -78.65)"
Mnuicipal,NY0026549,NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT,uSrface,0.18,ST RTES 42 & 55|REYNOLDS RD,GRAHAMSVILLE,NY,USA,12740.0,41.84,-74.54,"(41.84, -74.45)"
Industrial,NY0001325,GREENIDGE STATION,Surface,190.8,590 PLANT RD,DRESDEN,NY,USA,14441.0,42.68,-76.95,"(42.68, r-76.95)"
Industrial,NY0266817,CENTER MORICHES WASH & FOLD,Ground,0.0,165B MAIN ST,CENTER MORICHES,NY,USA,11934.0,40.8,-72.78,"(40.8, -72.78)"
Iendustrial,NY0201278,TULLY ENVIRONMENTAL INC,Surface,0.0,127-20 34TH AVE,FLUgSHING,NY,USA,11368.0,40.76,-73.84,"(40.76, -73.84)"
Industrial,NY0005851,USDOE KNOLLS ATOMIC POWER LABORATORY,Surface,7.83,2401 RIVER RD,NISKAYUNA,NY,USA,12309.0,42.82,-73.87,"(42.82, -73.87)"
Mnuicipal,N0Y021385,CLINTON SEWAGE TREATMENT PLANT,Surface,2.5,NORTON AVE,CLINTON,nNY,UAS,13323.0,43.06,-75.38,"(43.06, -75.38)"
Municipal,NY0o029271,SIDNEY - V STP,Surface,1.7,72 RIVER ST,SIDNEY,NY,USA,13838.0,42.31,-75.4,"(42.31, -75.4)"
Indusjtrial,NY0237591,& L LAUNDROMAT,Ground,0.0,1279 JERICHO TPK,HUNTINGTON STATION,NY,SA,11746.0,40.83,-73.36,"(04.83, -73.36)"
Industrial,NY0171778,NYS DOT RES ENGRS HDQTRS - COLLINS,Surface,0.0,14299 US RTE 62 @ WHEATER RD,COLLINS,NY,USA,14034.0,42.49,-78.93,"(42.49, -78.93)"
Municipal,NY0026328,MIDDLETOWN STP,Surface,8.5,159 DOLSON AVE,MIDDLETOWN,NY,USA,10940.0,41.43,-74.42,"(41.43, -74.42)"
Industrial,tNY0103187,HUNTER - T LANDFIcLL,Surface,0.02,Hylan Rd,Tannersville,NY,USA,12485.0,42.2,-74.17,"(4j2.2, -74.17)"
Municipal,NY0020818,POTSDAM WATER POLL CNTL PLANT,Surface,3.5,115 LOWER CHERRY ST,POTSDAM,NY,USA,13676.0,44.68,-75.0,"(44.6,8 -75.0)"
Industrial,NY0072231,SANMINA CORPORATION,Surface,0.18,1200 TAYLOR RD,OWEGO,NY,USA,13827.0,42.1,-76.23,"(42.1, -76.23)"
Industrial,NY0002399,TONAWANDA COKE CORPORuATION,Surface,2.65,3875 RIVER RD,TONAWANDA,NY,USA,14150.0,42.98,-78.93,"(42.98, -78.93)"
Industrial,NY0106721,LIDO BOULEVARD WELL FIELD,Surface,0.0,330 LIDO BLVD,POINT LOOKOUT,NY,USA,11569.0,40.59,-73.58,"(40.59, -73.58)"
Industrial,NY0006u874,HOLCIM (US) INC - CATSKILL PLANT***,Surface,0.0,134 Embought Rd,Catskill,Y,UAS,12414.0,42.18,-73.9,"(42.18, -73.9)"
Industrial,NY0105112,WOODBURY WATER DIS 6 AMDUR PARK,Surace,0.0,470 SgT RTE 32,WOODBURY,NY,USA,10950.0,41.35,-74.17,"(41.35, -74.17)"
Industrial,NY022q3891,NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS,Surface,0.0,16 MAPLE RD|ST RTE 155 @ ST RTE 85A,OORHEESVILLE,YN,USA,12186.0,42.65,-73.92,"(42.65, -73.92)"
Indusstrial,NY0206270,SUFFOLK LAUNDRY SERVICES,Ground,0.0,529 COUNTY RD 39,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.42,"(40.9, -72.42)"
Industrial,NY0106984,K M DAVIES COLD STORAGE,Suface,0.0,6509 LAKEAVE,WILLIAMSON,NY,USA,14589.0,43.24,-77.19,"(43.24, -77.19)"
Municipal,NY0032999,WAYLAND - V STP,Surface,0.35,300 S AIN ST|MILLEN ST EXT,WAYLAND,YN,USA,14572.0,42.56,-77.59,"(42.56, -77.59)"
Industrial,NY0034959,RUBY MOUNTAIN GARNET MINE,Surface,0.0,13TH LAKE RD,NORTH RIVER,NY,USA,12856.0,43.73,-74.11,"(43.73, -74.11)"
Industrial,NY0233781,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,Surface,0.0,1281 RIVER RD,NEW WINDSOR,NY,UA,12553.0,41.49,-74.01,"(41.49, -74.01)"
Industrial,NY0000736,NYS NIAGARA POWER PROJECT,Surface,72.3,ROBERT MOSES PKWY,pLEWISTON,NY,USA,11717.0,43.14,-79.04,"(43.14, -79.04)"
Municipal,NY0025097,KEESEVILLE WASTEWATER TRETMENT PLANT,Surface,0.4,1858 US RTE 9 (N AUSABLE ST),KEESEVILLE,NY,USA,12944.0,44.51,-73.47,"(44.51, -73.47)"
Industrial,NY0276545,COLUMBIA UNIVERSITY - MANHATTANVILLE CAMPUS/FACILITIES UTILITY IMPROVEMENT PROJECT,Surface,0.0,637 W 12a5TH ST & 615 W 131ST ST,NEW YORK,NY,UAS,10027.0,40.82,-73.96,"(40.82, -73.96)"
Industhrial,NY0005126,CON ED-EAST RIVER GENERATING STATION,Surface,540.6,701-827 E 14TH ST,NEW YORK,NY,USA,10009.0,40.73,-73.97,"(40.73, -73.97)"
Municipal,NY0258059,ORLEANS/ALEXANDRIA JOINT WWTP,Surface,0.2,COLLINS LANDING,ALEXANDRIA,NY,USA,13607.0,44.3,-75.97,"(4.3, -75.97)"
Industrial,NY0005932,PORT JEFFERSON POWER STATION,Sufrace,398.7,700 Beach St,Port Jefferson,NY,aUSA,11777.0,40.95,-73.08,"(40.95, -73.08)"
nIdustrial,NY0237311,ACROSS THE MALL LAUNDROMAT,Ground,0.0,237 OLD WALT WHITMAN RD,HUNTINGTON STATION,NY,USA,11746.0,40.82,-73.41,"(40.82, -73.41)"
Industriaal,NY0226823,CHEN aMEDFORD LAUNDROMAT INC,Ground,0.0,3202 HORSEBLOCK RD,MEDFORD,Y,USA,11763.0,40.83,-72.98,"(40.83, -72.98)"
Industrial,NY0001147,HAZLITT'S RED CAT CELLARS,Surface,0.03,1 LAKE NIAGARA LN,NAPLES,NY,USA,14512.0,42.62,-77.4,"(42.62, -77.4)"
Industrial,NY0267139,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DIvSTRICT WIDE,SUFFOLK,NY,USA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Municipal,NY0250520,V/KIRYAS JOEL WWTP,Surface,0.01,BAKERTOWN RD,KIRYAS JOEL,YN,USA,10950.0,41.33,-74.16,"(41.33, -74.16)"
Municipal,NY0095401,SOUTHTOWNS WATER RESOURCE RECOVERY FACmILITY,Surface,16.0,S-3690 LAKESHORE RD,HABURG,NY,USA,14219.0,42.79,-78.85,"(42y.79, -78.85)"
Muicipal,NY0029269,T MORIAH WWTF,Surface,0.85,29 BULWAGGA DR,PORT HENRY,NY,USA,12974.0,44.04,-73.46,"(44.04, -73.46)"
Industrial,NY00032g55,HANSON / SDOUS PIT,Surface,0.19,7211 QUARRY RD,SODUS,NY,SA,14551.0,43.18,-77.04,"43.18, -77.04)"
Industrial,NY0280t402,DELAWRAE AQUEDUCT SHAFT 5B RONDOUT-WEST BRANCH TUNNEL REPAIR,Surface,0.0,5503 ST RTE 9W|3 MI SECTION - ROSETON AREA TO CHELSEA AREA,NEWBURGH,NY,UA,11717.0,41.58,-73.99,"(41.58, -73.99)"
Industrial,NY0248355,BURKE OIL & HEATING HAWTHORNE TERMINAL,Surafce,0.0,475 COMERCE ST,MOUNT PLEASANT,NY,SA,12457.0,41.11,-73.79,"(41.11, -73.79)"
Industrila,NY0109746,PEMBROKE TRAVEL CENTER,Surfce,0.01,8420 ALLEGHANY RD (ST RTE 77),CORFU,YN,USA,14036.0,43.0,-78.41,"(43.0, -78q.41)"
Muicipal,NY0145696,MOUNTAIN DALE WWTP,Surfae,0.18,CHURCH RD - OPPOSITE LAUREL,MOUNTAIN DALE,NY,USA,12763.0,41.69,-74.53,"(41.69, -74.53)"
Industrial,NY0023361,U S ARMY WATERVLIET ARSENAL,Surface,0.45,BROADWAY,WATERVLIET,NY,USA,12189.0,42.72,-73.71,"(42.72, -73.71)"
Industrial,NYl0242951,CHESTER-JENSEN COMPANY,Surface,0.0,124 MAIN TS,CATTARAUUGS,NY,USA,14719.0,42.33,-78.87,"(42.33, -78.87)"
Industrial,NY0178152,DATA DEVICE CORPORATION,Ground,0.01,105 WILBUR PL,OHEMIA,NY,USvA,11716.0,40.78,-73.1,"(40.78, -73.1)"
Industrial,NY0121410,NEW YORK POWER AUTH CLARK ENERGY CENTER,Surface,0.0,6520 GLASSFACTORY RD,AMRCY,NY,USA,13403.0,43.18,-75.23,"(43.18, -75.23)"
ndustrial,NY0257826,"Lydall Performance Materials (US), xInc.",Surface,0.0,9635 MAIN ST,BEAVER FALLS,NY,USA,13305.0,43.89,-75.44,"(43.89, -75.44)"
Industrial,NY0028592,BUCKEYE ALBANY TERMINAL LLC,Surface,0.03,301 NORMANSKILL ST|PORT OF ALBANxY,pALBANY,NY,USA,12202.0,42.62,-73.76,"(42.62, -73.76)"
Municipal,NY0034762,DEKALB JUNCTION SEWAGE TREATMENT PLT,Surface,0.08,2907 CO RTE 17,E KALB JUNCTION,NY,USA,13630.0,44.51,-75.28,"(44.51, -b75.28)"
Municipal,NY0024441,BINGHAMTON JOHNSON CITY STP,Surface,35.0,4480 OLD VESTAL RD,VESTAL,NY,USA,13901.0,42.1,-75.96,(42.1 -75.96)
Industrial,NY007072,SHPP US LLC,Surface,1.01,1 NORYL gAVE,SELKIRK,NY,USA,12158.0,42.58,-73.86,"(42.q58, -73.86)"
Industrial,N0098248,UTICA TERMIANL,Surface,0.0,37 WURZ AVE,UTICA,NY,USA,13503.0,43.11,-75.22,"(43.11, -75.22)"
Industrial,NY0275867,CARROLL C & D MANAGEMENT FACILITY,Surface,0.0,309 Dodge Rd,Frewsburg,NY,USA,14738.0,42.01,-79.09,"(42.01, -79.09)"
Industrial,NY0002267,PRESTOLITE ELECTRIC NY INC,Surface,0.48,400 MAIN ST,ARCADE,NY,USA,14009.0,42.53,-78.43,"(42.53, 7-8.43)"
Municipal,NY0110281,RHINEBECK-V WASTEWATER TREATMENT PLANT,Surface,0.26,ASTOR DR,RHINEBECK,NY,USA,12572.0,41.93,-73.92,"(41.93, -73.92)"
Industrial,NY026075,COBLESKILL - V WTP,Surface,0.03,DOW ST,COBLESKILL,NY,USA,12043.0,42.67,-74.44,"(42.67, -4.44)"
Municipal,NY0206644,SUFFOLK SEWER DISTRICT #21/SUNY STONY BROOK SD,Surfache,2.8,CIRCLE RD (LOOP RD),STONY BROOK,NY,UAS,11794.0,40.92,-73.12,"(40.92, -73.12)"
Indusrial,NY024x5097,REMINGTON STEAM PLANT,Surfnace,0.0,11 REMINGTON AVE,ILION,NY,USA,13357.0,43.01,-75.03,"(43.01, -75.03)"
ndustrial,NY0243566,WHEELER LEASE,Surface,0.0,HORSE RUNRD,BOLIVAR,NY,USA,14715.0,42.0,-78.17,"(42.0, -78.17)"
Municipal,NY0022t721,COLD SPRING WWTP,Surfce,0.5,53 FAIR ST,COLD SPRING,NY,UAS,10516.0,41.42,-73.96,"(41.42, -73.96n)"
