OBJECTID,DEVELOPEDSITEID,CASENAME,LOCALCASEID,REGION,AREATYPE,AREANAME,FS_STATUS_METHOD,ACTIONDATE,EXPIRATIONDATE,BOUNDARYSTATUS,BLM_SERIALNO_EXT,OFFICIALACRES,GIS_ACRES,COMMENTS,SHAPEAREA,SHAPELEN
1667575,924960010667,PUBLIC LAND ORDER 1825,NONE,02,RECREATION SITE,BIG BEND PICNIC GROUND  PLO 1825,,1959/03/26 00:00:00+00,,,,10,10,,4.2537903653e-06,0.00831291041887289
1667576,283512010667,PUBLIC LAND ORDER 1430,NONE,02,RECREATION SITE,SHERIDAN LAKE RECREATION AREA  PLO 1430,,1957/06/05 00:00:00+00,,,,160,160.215,SHERIDAN LAKE RECREATION AREA  PLO 1430,7.27054889037e-05,0.0473185710411591
1667577,318209010667,TENNESSEE PASS ADMINISTRATIVE SITE  SO 5-2-1908,NONE,02,ADMINISTRATIVE SITE,TENNESSEE PASS ADMINISTRATIVE SITE  SO 5-2-1908,,1908/05/02 00:00:00+00,,,,40,39.884,TENNESSEE PASS ADMINISTRATIVE SITE  SO 5-2-1908,1.68680769345e-05,0.0165710271871938
1667578,858344010667,PLO 1493,NONE,02,RECREATION SITE,DIAMOND ROCK PICNIC GROUND  PLO 1493,,1957/09/09 00:00:00+00,,,,28,27.629,,1.19120547444e-05,0.0159532547914323
1667579,333867010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,SUNLIGHT CAMPGROUND  PLO 2682,,1962/05/23 00:00:00+00,,,,35.41,34.964,LOS CONVERSION WITHDRAWAL CASE,1.608192196215e-05,0.0197746178910107
1667580,858348010667,PLO 1839,NONE,02,RECREATION SITE,KELLY FLATS RECREATION AREA  PLO 1839,,1959/04/28 00:00:00+00,,,,230,227.687,,9.81482873085e-05,0.0740874026629369
1667581,41656010667,TENSLEEP MEADOWS (TYRELL) ADMINISTRATION SITE,NONE,02,ADMINISTRATIVE SITE,TENSLEEP MEADOWS (TYRELL) ADMINISTRATION SITE,,1907/01/14 00:00:00+00,,,,80,79.514,TENSLEEP MEADOWS (TYRELL) ADMINISTRATION SITE,3.62196465973e-05,0.0272432863307564
1667582,384876010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,SWEETWATER ADMINISTRATIVE SITE,,1906/12/04 00:00:00+00,,,,40,39.988,LOS CONVERSION WITHDRAWAL CASE,1.774147047005e-05,0.0170391117758569
1667583,443851010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"WIDTSOE ADMINISTRATIVE SITE, PLO 1775",,1959/01/13 00:00:00+00,,,,130.88,130.466,LOS CONVERSION WITHDRAWAL CASE,5.403069577635e-05,0.0328784210198268
1667584,311131010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"FRYING PAN RECREATION AREA, PLO 2354",,1964/05/18 00:00:00+00,,,,40,39.677,,1.660725363275e-05,0.0164198145884262
1667585,436255010667,RECREATION AND ADMINISTRATIVE SITE WITHDRAWALS,NONE,04,RECREATION SITE,"UPPER SILVER FORK RECREATION AREA, PLO 1579",,1958/01/30 00:00:00+00,,Final,,154.8,111.479,LOS CONVERSION WITHDRAWAL CASE,4.80153402925e-05,0.0383126845252889
1667586,384914010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,FREMONT RANGER STATION ADMINISTRATIVE SITE NO. 50,,1906/12/04 00:00:00+00,,,,28.7,23.713,LOS CONVERSION WITHDRAWAL CASE,1.05766446462e-05,0.0159572992282434
1667587,448063010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"RAINEY CREEK RECREATION AREA, PLO 3396",,1964/05/18 00:00:00+00,,,,102.78,102.738,LOS CONVERSION WITHDRAWAL CASE,4.62627335008e-05,0.0322328538818072
1667588,443837010667,DAVES HOLLOW ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,DAVES HOLLOW ADMINISTRATIVE SITE,,1907/08/29 00:00:00+00,,,,160,160.371,DAVES HOLLOW ADMINISTRATIVE SITE,6.62844317765e-05,0.0327721111506914
1667589,477290010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"LITTLE REDFISH LAKE RECREATION AREA, PLO 3396",,1955/07/14 00:00:00+00,,,,199.83,198.996,LOS CONVERSION WITHDRAWAL CASE,9.060692537135e-05,0.0820168223201137
1667590,477309010667,GRANDJEAN ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,GRANDJEAN ADMINISTRATIVE SITE,,1908/04/06 00:00:00+00,,,,92.56,81.253,GRANDJEAN ADMINISTRATIVE SITE,3.69934669359e-05,0.0264764081751966
1667591,536385010667,TRIPOD LOOKOUT ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,TRIPOD LOOKOUT ADMINISTRATIVE SITE,,1953/07/13 00:00:00+00,,,,1.25,1.684,TRIPOD LOOKOUT ADMINISTRATIVE SITE,7.694477043e-07,0.00356452327356628
1667592,679751010667,"SULFIDE DEL RAY RECREATION WITHDRAWAL, S.O.",NONE,03,RECREATION SITE,"SULFIDE DEL RAY RECREATION WITHDRAWAL, S.O.",,1929/10/18 00:00:00+00,,,,80,78.454,"SULFIDE DEL RAY RECREATION WITHDRAWAL, S.O.",3.073418732315e-05,0.0252035610060636
1667593,477280010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BALSAN RECREATION AREA, PLO 2712",,1959/08/18 00:00:00+00,,,,80,81.666,LOS CONVERSION WITHDRAWAL CASE,3.60049420813e-05,0.0268957277535455
1667594,477293010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"PETIT RECREATION AREA, PLO 2712",,1959/08/18 00:00:00+00,,,,40,40.158,LOS CONVERSION WITHDRAWAL CASE,1.77094079827e-05,0.0170155348781001
1667595,221369010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"UINTA RIVER RECREATION AREA, PLO 3218",,1960/06/22 00:00:00+00,,,,718.21,715.943,LOS CONVERSION WITHDRAWAL CASE,0.00030835638434755,0.159976330629299
1667596,221400010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,INDIAN CANYON ADMINISTRATIVE SITE,,1906/12/21 00:00:00+00,,,,40,37.562,LOS CONVERSION WITHDRAWAL CASE,1.601375050285e-05,0.0160898226849178
1667597,460515010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"FALL CREEK ADMINISTRATIVE SITE, PLO 2726",,1956/08/27 00:00:00+00,,,,185,168.755,LOS CONVERSION WITHDRAWAL CASE,7.57911027921e-05,0.0440294570951152
1667598,311098010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"PLANTATION FLAT RECREATION AREA, PLO 4115",,1964/05/18 00:00:00+00,,,,80,79.946,LOS CONVERSION WITHDRAWAL CASE,3.380962806475e-05,0.0295353324619011
1667599,436123010667,Public Land Order 2400,NONE,04,ADMINISTRATIVE SITE,"BLACKSMITH FORK ADMINISTRATIVE SITE, PLO 2400",,1953/07/03 00:00:00+00,,,,173.2,171.998,LOS CONVERSION WITHDRAWAL CASE,7.53403328141e-05,0.0543899437820651
1667600,311134010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"MAPLE HOLLOW RECREATIOON AREA, PLO 2354",,1953/07/20 00:00:00+00,,,,20,20.074,LOS CONVERSION WITHDRAWAL CASE,8.4546633864e-06,0.0119000537238431
1667601,477266010667,GALENA SUMMIT OVERLOOK,3,04,RECREATION SITE,GALENA SUMMIT OVERLOOK,,1969/11/26 00:00:00+00,,,,20.9,21.687,GALENA SUMMIT OVERLOOK,9.82714139605e-06,0.0153976067188304
1667602,363442010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BUCKHORN BAR RECREATION AREA, PLO 1374",,1953/07/16 00:00:00+00,,,,50,53.585,LOS CONVERSION WITHDRAWAL CASE,2.472109740095e-05,0.0250683803024876
1667603,384847010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"FORKS OF GREYS RIVER RECREATION AREA, PLO 2765",,1956/07/06 00:00:00+00,,,,40,39.328,LOS CONVERSION WITHDRAWAL CASE,1.761069155065e-05,0.0169445351286162
1667604,384894010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"LABARGE SCALER CABIN ADMINISTRATIVE SITE, PLO 2765",,1956/07/06 00:00:00+00,,,,40,39.927,LOS CONVERSION WITHDRAWAL CASE,1.767604251815e-05,0.0170046593536334
1667605,439901010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"SOUTH FORK ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,60,59.972,LOS CONVERSION WITHDRAWAL CASE,2.57981891199e-05,0.0214922416103747
1667606,401879010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SHEWAY LAKE RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,40,40.198,LOS CONVERSION WITHDRAWAL CASE,1.87353187701e-05,0.017573951261079
1667607,401880010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SPRING CREEK RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,40,39.733,LOS CONVERSION WITHDRAWAL CASE,1.84869806373e-05,0.0174805628542744
1667608,401918010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"SHORT CREEK LOOKOUT ADMINISTRATIVE SITE, PLO 1564",,1954/10/19 00:00:00+00,,,,40,40.043,LOS CONVERSION WITHDRAWAL CASE,1.84969674637e-05,0.0174590034329782
1667609,952062010667,MARBLE CREEK ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,MARBLE CREEK ADMINISTRATIVE SITE,,1908/06/18 00:00:00+00,,,,91.2,92.878,MARBLE CREEK ADMINISTRATIVE SITE,4.577066945565e-05,0.0290575783683216
1667610,964872010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,RANGER STATION #14,,1906/11/23 00:00:00+00,,,,0,83.259,LOS CONVERSION WITHDRAWAL CASE,3.796214750485e-05,0.0249867175428504
1667611,1041540010667,WILSON ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,WILSON ADMINISTRATIVE SITE,,1908/10/22 00:00:00+00,,,,160.24,163.424,WILSON ADMINISTRATIVE SITE,7.837221209975e-05,0.0361037835231737
1667612,1041550010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ROCK ISLAND RECREATION AREA,,1964/02/24 00:00:00+00,,,,153.7,152.251,LOS CONVERSION WITHDRAWAL CASE,7.37059077084e-05,0.035180254464332
1667613,972991010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BEAR CAMP LOOKOUT AND CAMPGROUND,,1965/04/15 00:00:00+00,,,,20,40.544,LOS CONVERSION WITHDRAWAL CASE,1.80067077688e-05,0.017153994642882
1667614,951603010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,LAKE CUSHMAN ROCK PIT #2,,1971/01/26 00:00:00+00,,,,4.02,3.155,LOS CONVERSION WITHDRAWAL CASE,1.5242287395e-06,0.00558473401022629
1667615,961283010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,ICE CAVES,,1906/12/13 00:00:00+00,,,,10,10.575,LOS CONVERSION WITHDRAWAL CASE,4.96706056275e-06,0.00902551136892453
1667616,962010010667,DEEP CREEK CAMPGROUND,NONE,06,RECREATION SITE,DEEP CREEK CAMPGROUND,,1970/04/02 00:00:00+00,,,,60,63.552,DEEP CREEK CAMPGROUND,3.027858796305e-05,0.0218684191932161
1667617,1066533010667,HIYO,NONE,06,ADMINISTRATIVE SITE,HIYO,,1965/04/15 00:00:00+00,,,,10,12.388,HIYO,5.76477640955e-06,0.00972934649626601
1667618,951833010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BEAVER LAKE CAMPGROUND,,1964/02/24 00:00:00+00,,,,40.75,39.99,LOS CONVERSION WITHDRAWAL CASE,1.982921317555e-05,0.0182122618441776
1667619,1066596010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LOWER CROSSING,,1965/04/15 00:00:00+00,,,,10,10.23,LOS CONVERSION WITHDRAWAL CASE,4.75879504615e-06,0.00880955338854786
1667620,1066600010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,UNKNOWN,,1965/04/15 00:00:00+00,,,,40,39.987,LOS CONVERSION WITHDRAWAL CASE,1.85911577472e-05,0.0175117736619644
1667621,1066636010667,ZIGZAG RANGER STATION,NONE,06,ADMINISTRATIVE SITE,ZIGZAG RANGER STATION,,1907/03/30 00:00:00+00,,,,20.72,22.418,ZIGZAG RANGER STATION,1.041575638615e-05,0.0152115852238588
1667622,565832010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,ADMINISTRATIVE SITE,COLUMBINE RANGER STATION  SO 11-06-1907,,1907/11/06 00:00:00+00,,,,160,163.214,LOS CONVERSION WITHDRAWAL CASE,6.814366582625e-05,0.0332360454147933
1667623,41631010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"MIDDLE FORK CAMPGROUND, PLO 3250",,1963/10/10 00:00:00+00,,,,10,10.377,LOS CONVERSION WITHDRAWAL CASE,4.7363104065e-06,0.00867788358110086
1667624,41646010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"TENSLEEP CANYON OBSERVATION POINT, PLO 3250",,1963/10/10 00:00:00+00,,,,40,40.074,,1.82257009135e-05,0.0173090463205431
1667625,187747010667,BRISTOL VIEW ADMINISTRATIVE SITE  SO 12/18/1907,NONE,02,ADMINISTRATIVE SITE,BRISTOL VIEW ADMINISTRATIVE SITE SO 12/18/1907,,1907/12/18 00:00:00+00,,,,200,199.682,,8.26493508388e-05,0.0491245244412299
1667626,921219010667,GRIZZLY CREEK PICNIC GROUND  PLO 1605,NONE,02,RECREATION SITE,GRIZZLY CREEK PICNIC GROUND  PLO 1605,,1958/03/02 00:00:00+00,,,,72.04,75.422,GRIZZLY CREEK PICNIC GROUND  PLO 1605,3.199088460345e-05,0.0260891029453706
1667627,921202010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,ASPEN PARK CAMPGROUND  PLO 1605,,1958/03/24 00:00:00+00,,,,27,27.726,LOS CONVERSION WITHDRAWAL CASE,1.16919100146e-05,0.0191897390645221
1667628,329553010667,OLD AGENCY RANGER STATION  SO 1-16-1909,NONE,02,ADMINISTRATIVE SITE,OLD AGENCY RANGER STATION  SO 1-16-1909,,1909/01/16 00:00:00+00,,,,40,39.511,OLD AGENCY RANGER STATION  SO 1-16-1909,1.64452601742e-05,0.0163609530625592
1667629,193350010667,PLO 2796,NONE,02,RECREATION SITE,BATTLE CREEK CAMPGROUND  PLO 2796,,1962/10/19 00:00:00+00,,,,40,39.987,,1.73434644682e-05,0.0216095655665866
1667630,565850010667,PLO 1378,NONE,02,RECREATION SITE,SUNSHINE CAMPGROUND  PLO 1378,,1957/01/03 00:00:00+00,,,,21.91,21.967,The withdrawal for this campground was partially revoked by PLO 7847 dated 12/30/2015 to allow for a land exchange.,9.10513607135e-06,0.0118779955519035
1667631,858401010667,PLO 2302,NONE,02,RECREATION SITE,TWIN LAKE CAMPGROUND  PLO 2302,,1961/03/14 00:00:00+00,,,,80,83.225,,3.58124351381e-05,0.0265748976856174
1667632,313360010667,PLO 7089,NONE,02,RECREATION SITE,PURGATORY SKI AREA  PLO 7089,,1994/09/30 00:00:00+00,,,,2507,2504.826,PURGATORY SKI AREA  PLO 7089,0.00103461090580485,0.158882563178417
1667633,921285010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,DILLON RESERVOIR RECREATION AREA  PLO 3444,,1964/08/21 00:00:00+00,,,,977,978.09,LOS CONVERSION WITHDRAWAL CASE,0.00041499756662635,0.221739215835005
1667634,333787010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,BIG GAME CAMPGROUND  PLO 3841,,1965/10/08 00:00:00+00,,,,18,26.651,LOS CONVERSION WITHDRAWAL CASE,1.21965868085e-05,0.0193433332845697
1667635,333796010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,EAGLE CREEK CAMPGROUND  PLO 3841,,1965/10/08 00:00:00+00,,,,70,69.24,LOS CONVERSION WITHDRAWAL CASE,3.169100725395e-05,0.027308602859502
1667636,193374010667,PLO 3250,NONE,02,RECREATION SITE,VEDAUWOO PICNIC GROUND PLO 3250,,1963/10/10 00:00:00+00,,,,160,158.865,,6.897315168565e-05,0.0419887876137565
1667637,219945010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"MILL HOLLOW, PLO 3480",,1961/06/15 00:00:00+00,,,,20,19.737,LOS CONVERSION WITHDRAWAL CASE,8.48465676225e-06,0.0126114790874953
1667638,652383010667,ADMINSTRATIVE AND RECREATION SITE WITHDRAWALS,NONE,04,RECREATION SITE,"PEAVINE FOREST CAMP RECREATION AREA, PLO 1718",,1958/08/15 00:00:00+00,,,,80,79.718,LOS CONVERSION WITHDRAWAL CASE,3.33709984292e-05,0.0236889041831516
1667639,477204010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"KIRKMAN RECREATION AREA, PLO 2712",,1959/08/18 00:00:00+00,,,,10,9.826,LOS CONVERSION WITHDRAWAL CASE,4.3354900063e-06,0.00843306585729093
1667640,41674010667,PUBLIC LAND ORDER 3282,NONE,02,RECREATION SITE,"PAINTROCK LAKES RECREATION AREA, PLO 3282",,1963/12/03 00:00:00+00,,,,980,984.125,,0.00044989787715505,0.133026555047252
1667641,363328010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"HERSHEY POINT ADMINISTRATIVE SITE, PLO 1374",,1953/07/16 00:00:00+00,,,,45,49.985,LOS CONVERSION WITHDRAWAL CASE,2.321006598245e-05,0.0211214452896143
1667642,384838010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"SWEETWATER ADMINISTRATIVE SITE, PLO 2765",,1956/07/06 00:00:00+00,,,,40,39.925,LOS CONVERSION WITHDRAWAL CASE,1.771332060095e-05,0.0170243747986335
1667643,439887010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"76 CREEK ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,60,59.859,LOS CONVERSION WITHDRAWAL CASE,2.62171687853e-05,0.0217239251388774
1667644,221342010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"CENTER PARK TRAILHEAD, PLO 6550",,1984/07/12 00:00:00+00,,,,60,59.332,LOS CONVERSION WITHDRAWAL CASE,2.554917759585e-05,0.0202594077243352
1667645,401862010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BEAR CAMP RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,20,18.973,LOS CONVERSION WITHDRAWAL CASE,8.8211186021e-06,0.0134477099191215
1667646,460530010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"MUNGER MOUNTAIN ADMINISTRATIVE SITE, PLO 1357",,1955/07/11 00:00:00+00,,,,80,79.387,LOS CONVERSION WITHDRAWAL CASE,3.56609415356e-05,0.0243189211614745
1667647,477278010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"330 SPRING PICNIC RECREATION AREA, PLO 2712",,1970/08/18 00:00:00+00,,,,20,19.897,LOS CONVERSION WITHDRAWAL CASE,8.792663977e-06,0.0120957427014359
1667648,477185010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BAUMGARTNER RECREATION AREA, PLO 3396",,1955/07/14 00:00:00+00,,,,140,140.908,LOS CONVERSION WITHDRAWAL CASE,6.356881284835e-05,0.0394547290439902
1667649,477191010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"CHAPARRAL RECREATION AREA, PLO 3396",,1955/07/14 00:00:00+00,,,,21,21.072,LOS CONVERSION WITHDRAWAL CASE,9.50824167845e-06,0.02037723246013
1667650,386873010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"PARIS SPRINGS ADMINISTRATIVE SITE, PLO 1479",,1953/07/13 00:00:00+00,,,,90,89.674,LOS CONVERSION WITHDRAWAL CASE,3.95625707379e-05,0.0290545803515932
1667651,386918010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"EMIGRATION PICNIC AND CAMP RECREATION AREA, PLO 1479",,1953/07/13 00:00:00+00,,,,160,159.925,LOS CONVERSION WITHDRAWAL CASE,7.07291052121e-05,0.034013242801242
1667652,384859010667,"TABLE CREEK RECREATION AREA, PLO 2576",4,04,RECREATION SITE,"TABLE CREEK RECREATION AREA, PLO 2576",,1958/01/07 00:00:00+00,,,,160,158.467,"TABLE CREEK RECREATION AREA, PLO 2576",7.104027641625e-05,0.0341528164235958
1667653,ecf595c0-c2cf-4b98-803c-17f1d10b33ab,"Caribou Basin Administrative Site, PLO 1228",,04,ADMINISTRATIVE SITE,Caribou Basin Administrative Site,,1955/10/01 00:00:00+00,,,,40,40.041,"20 FR 7335, publication dated 10/1/1955, signature date 9/26/1955",1.79308037491e-05,0.0171457768470621
1667654,320760cd-3ac4-458f-8ab3-915f5465acea,"Dry Canyon Recreation Area, PLO 1228",,04,RECREATION SITE,Dry Canyon Recreation Area,,1955/10/01 00:00:00+00,,,,80,80.025,"20 FR 7335, publication dated 10/1/1955, signature date 9/26/1955",3.52219671292e-05,0.0351629268074085
1667655,f204447c-f85d-4ff4-a0eb-7816ae242672,"Pine Bar Recreation Area, PLO 1228",,04,RECREATION SITE,Pine Bar Recreation Area,,1955/10/01 00:00:00+00,,,,20,19.976,"20 FR 7335, publication dated 10/1/1955, signature date 9/26/1955",8.9201077497e-06,0.0134781558705348
1667656,652331010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BROAD CANYON CAMPGROUND RECREATION AREA, PLO 5073",,1970/04/17 00:00:00+00,,,,344,357.451,LOS CONVERSION WITHDRAWAL CASE,0.00014993012938715,0.0754780435413734
1667657,952039010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,GLACIER ADMINISTRATIVE SITE,,1908/03/16 00:00:00+00,,,,12.5,11.71,LOS CONVERSION WITHDRAWAL CASE,5.81051885225e-06,0.0112399686023771
1667658,961222010667,IRON CREEK ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,IRON CREEK ADMINISTRATIVE SITE,,1964/04/02 00:00:00+00,,,,40,39.721,IRON CREEK ADMINISTRATIVE SITE,1.87842391787e-05,0.0176137671622068
1667659,1093367010667,BOUNDARY CREEK RANGER STATION,NONE,06,ADMINISTRATIVE SITE,BOUNDARY CREEK RANGER STATION,,1906/11/23 00:00:00+00,,,,80,76.03,BOUNDARY CREEK RANGER STATION,3.49891710957e-05,0.0240362839409741
1667660,951786010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,FALLS CREEK CAMPGROUND,,1964/02/24 00:00:00+00,,,,7,8.945,LOS CONVERSION WITHDRAWAL CASE,4.41655010455e-06,0.0133230788035745
1667661,972952010667,LOWER ROGUE RIVER ADDITION,NONE,06,RECREATION SITE,LOWER ROGUE RIVER ADDITION,,1965/12/01 00:00:00+00,,,,240,240.258,LOWER ROGUE RIVER ADDITION,0.0001064590549233,0.0854122567280779
1667662,964499010667,PELICAN ADMINISTRATIVE SITE ADDITION,NONE,06,ADMINISTRATIVE SITE,PELICAN ADMINISTRATIVE SITE ADDITION,,1966/05/20 00:00:00+00,,,,20,19.632,PELICAN ADMINISTRATIVE SITE ADDITION,8.6933449738e-06,0.0120305236498502
1667663,951551010667,SNIDER RANGER STATION,NONE,06,ADMINISTRATIVE SITE,SNIDER RANGER STATION,,1965/10/11 00:00:00+00,,,,62.9,65.336,SNIDER RANGER STATION,3.190701729585e-05,0.0337206751532352
1667664,1066652010667,MUD LAKE,NONE,06,ADMINISTRATIVE SITE,MUD LAKE,,1965/04/15 00:00:00+00,,,,10,10.054,MUD LAKE,4.6917079112e-06,0.0087665785299093
1667665,965380010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BEAVER SULPHUR CAMPGROUND ADDITION,,1964/12/02 00:00:00+00,,,,20,20.038,LOS CONVERSION WITHDRAWAL CASE,8.8270975961e-06,0.0234023391957274
1667666,1091184010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,OLIVE LAKE FOREST CAMP,,1954/08/11 00:00:00+00,,,,159.85,153.111,LOS CONVERSION WITHDRAWAL CASE,7.04471714814e-05,0.0536859195501196
1667667,962003010667,NACHES RANGER STATION ADDITION,NONE,06,ADMINISTRATIVE SITE,NACHES RANGER STATION ADDITION,,1967/04/10 00:00:00+00,,,,60,48.953,NACHES RANGER STATION ADDITION,2.338714966725e-05,0.028647666326619
1667668,1001112010667,ILLAHEE,NONE,06,ADMINISTRATIVE SITE,ILLAHEE,,1965/06/10 00:00:00+00,,,,24,20.169,ILLAHEE,9.05361933515e-06,0.0145050759427954
1667669,921224010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,HORNSILVER CAMPGROUND  PLO 1605,,1958/03/24 00:00:00+00,,,,80,79.935,LOS CONVERSION WITHDRAWAL CASE,3.38693808646e-05,0.0238434275094876
1667670,333780010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,ADMINISTRATIVE SITE,CLAY BUTTE LOOKOUT ADMINISTRATIVE SITE  PLO 3841,,1965/10/08 00:00:00+00,,,,120,121.609,LOS CONVERSION WITHDRAWAL CASE,5.61095235703e-05,0.0350842929674292
1667671,201456010667,"HOG PARK ADMINISTRATIVE SITE, PLO 1492",NONE,02,ADMINISTRATIVE SITE,"HOG PARK ADMINISTRATIVE SITE, PLO 1492",,1944/10/31 00:00:00+00,,,,144,126.334,"HOG PARK ADMINISTRATIVE SITE, PLO 1492",5.47177941758e-05,0.0305687159495458
1667672,283435010667,PUBLIC LAND ORDER 2285,NONE,02,ADMINISTRATIVE SITE,TEEPEE RANGER STATION ADMINISTRATIVE SITE  PLO 2285,,1961/02/28 00:00:00+00,,,,191,191.34,,8.648585083345e-05,0.0383230754098627
1667673,187693010667,PLO 3091,NONE,02,RECREATION SITE,LAKE FORK ROADSIDE REST AREA  PLO 3091,,1963/05/22 00:00:00+00,,,,80,65.793,,2.71509858638e-05,0.0220965161099469
1667674,325850010667,RANGER STATION NO 14  SO 10-26-1906,NONE,02,ADMINISTRATIVE SITE,RANGER STATION NO 14  SO 10-26-1906,,1906/10/26 00:00:00+00,,,,419,418.936,RANGER STATION NO 14  SO 10-26-1906,0.00017620329939965,0.0534170140503958
1667675,565837010667,PLO 2624,NONE,02,RECREATION SITE,AMPHITHEATRE CAMPGROUND  PLO 2624,,1962/03/09 00:00:00+00,,,,302,142.574,,5.92012920673e-05,0.0370128909476635
1667676,283415010667,PUBLIC LAND ORDER 1168,NONE,02,RECREATION SITE,PACTOLA RESERVOIR RECREATION AREA  PLO 1168,,1955/06/15 00:00:00+00,,,,1280,1267.421,,0.00057617143660715,0.289915983501494
