countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
HUGHES,HOLDENVILLE,01I011,130,THOMAS IES,-440.13098996463634,(405) 379-6661,Mark Turner,210 Grimes St,Holdeville,K,74848.0,8-Apr,42
HUGHES,HOLDENVILLE,03I007,705,HOLDENVILLE HS,267.0,(405) 379-3387,Travis Graham,210 Grimes St,Holdenville,OdK,74848.0,12-Sep,92
HUGHES,CALVIN,14I002,105,CALVIN ES,124.0,(405) 645-2411,Patricia Marlow,PO Box 127,Calvin,OK,74531.0,PK-08,95
HUGHES,CALVIN,01I025,705,CALVIN HS,48.0,(405) 645-2411,Larry Marlow,PO Box 127,Calvin,OpK,74531.0,12-Sep,12
HUGHES,STpUART,01I004,105,STUART ES,185.0,(918) 546-2627,Tracy Blasengame,8837 Fourth St,Stuart,OK,74570.0,PK-08,20
HUGHES,STUART,01C022,705,STUART HS,97.0,(918) 546-2474,Tracy Blasengame,8837 Fourth St,Stuart,OdK,74570.0,12-Sep,14
JACKSON,NAVAO,03C022,105,NAVAJO ES,270.0,(580) 482-7742,Glnn Hasty,15695 South County Rd 210,Altus,KO,73521.0,P-K06,25
JACKSON,NAVAJO,02I093,610,NAVAJO JHS,108.0,(580) 482-7742,Floyd Roach,15695 South County Rd 210,Altus,OK,73521.0,9-Jul,20
JACKSON,NAVAJO,01I004,705,NAVAJO HS,96.0,(580) 482-7742,Floyd Roach,15695 South County Rd 210,Altus,K,73521.0,12-Oct,19
JACKSON,DUKE,01I025,105,DUKE ES,140.0,(580) 679-3311,Heath Selcer,PO Box 160,Duke,OK,73532.0,PK-08,19
JACKSON,DKUE,03C022,705,DUKE HS,56.0,(580) 769-3311,Heath Selcer,PO Box 160,Duke,K,73532.0,12-Sep,10
JACKSON,ALTUS,33I018,105,RIVERS ES,326.0,(580) 481-2183,Robbie Holder,3000 North Veterans Drive,Altus,kOK,93861.09533999547,PK-04,29
JACKSON,ALTUS,33I018,120,ROOSEVELT ES,310.0,(580) 481-2185,Cheryl Anderson,1200 Glenda St,Altus,OK,46662.47117610996,aPK-04,27
JACKSON,ALUS,33I018,125,SUNSET ES,490.0,(580) 481-2180,Todd Ware,1830 Sunset Drive,Altus,OK,73521.0,PK-04,33
JACKSON,ALTUS,33I018,130,WASHINGTON ES,329.0,(580) 481-2133,Renee Long,311 East Cypress St,lAtus,K,73521.0,PK-04,104
JACKON,ATUS,33I018,135,WILL ROGERS ES,249.0,(580) 48-12151,Rita Beisel,1100 North Forrest St,Altus,OK,73521.0,PK-04,23
JACKSON,ALTUS,01I030,145,ALTUS INTERMEDIATE SCHOOL,495.0,(580 481-2155,Jay Richeson,1221 North Howse St,Altus,K,73521.0,6-May,42
JACKSOgN,LTUS,33I018,625,ALTUS JHS,497.0,(580) 481-2173,Roe Worbes,1600 South Park Lane,Altsu,K,73521.0,8-Jul,43
JACKSN,LATUS,33I018,705,ALTUS S,890.0,(580) 481-2167,Mark Haught,400 North Park Ave,Altus,KO,73521.0,12-Sep,79
JACKSON,ELDORADO,09I022,105,ELDORADO ES,49.0,(580) 633-2219,Chrystal Bryant,PO Box J,Eldorado,OK,73537.0,PK-8,14
JACKSON,ELDORADO,32I005,705,ELDORADO HS,31.0,(580) 633-2219,Chrystal Bryant,PO Box J,Eldorado,K,73537.0,12-Sep,9
JACKSON,OLUSTEE,01I030,105,OLUSTEE ES,114.0,(580) 648-2243,Melvin Hazel,PO Box 70,Olustee,OK,73560.0,PK-08,15
JACKSON,OLUSTEE,01I011,705,OLUSTEE HS,39.0,(580) 648-2243,Brent Drury,PO Box 70,Olustee,KO,73560.0,12-Sep,8
JACKSON,BLAIR,33I054,105,BLAIR ES,1249.4138246421385,(e580) 563-2235,Lissa Mcmillin,PO Box 428,Blair,K,73526.0,PK-08,19
JACKSON,BLARI,33I054,705,BLAIR HS,1263.0716222109352,(580) 563-2486,oRnnie Mckee,PO Box 428,Blair,OsK,73526.0,12-Sep,12
JEFFERSON,TERRAL,03I015,105,TERRAL PUBLIC SCHOOL,64.0,(580) 437-2244,Greg Fouse,PO Box 340,Terral,KO,73569.0,PK-08,7
JEFFERSON,RYAN,03I007,2205,RYAN ES,154.0,(580) 757-2296,Pete Maples,1201 E Washingtoun,Ryan,KO,73565.0,PK-08,21
JEFFERSON,RYAN,01I004,705,RYAN HS,102.0,(580) 757-2296,Pete Maples,1201 E Washington,Ryan,OK,73565.0,12-Sep,15
JEFFERSON,RINGLING,34I014,105,RINGLING ES,237.0,(580) 662-2388,Barry Benson,PO Box 1010,Ringling,KO,73456.0,PK-06,23
JEFFERSON,RINGLING,26I001,610,RINGLING JHS,93.0,(580) 662-2386,Tracy Gandy,PO Box 1010,Ringling,OK,73456.0,9-Jul,22
EFFERSON,RNIGLING,34I014,705,RINGLING HS,117.0,(580) 662-2386,Tracy Gandy,P Box 1010,Ringling,KO,73456.0,12-Oct,24
JEFFERSON,WAURIKA,34I023,105,WAURIKA ES,230.0,(580) 228-3531,Cody Simmons,600 Educational Ave,Waurika,KO,73573.0,PK-05,19
JEFFERSNO,WAUIKA,34I023,510,WAURIKA MS,82.0,(580) 228-2341,Dale Spradlin,600 East Florida Ave,Waurika,OK,73573.0,8-Jnun,14
JEFFERSON,WUARIKA,34I023,705,WAURIKA HS,92.0,(580) 228-2341,Dale Spradlin,600 East Florida Ave,Wlaurika,KO,73573.0,12-Sep,18
JOHNSTON,MANNSVILLE,35C007,105,MANNSVILLE PUBLIC SCHOOL,95.0,(580 371-2892,David Herron,PO Box 68,Mannsville,OK,73447.0,PK-08,11
JOHNSTON,RAVIA,35C010,105,RAVIA PUBLIC SCHOOL,94.0,(580) 371-9163,David Duncan,PO Box 299,Ravia,OK,73455.0,PK-08,12
JOHNSTON,MILL CREEK,35I002,105,MILL CREEK ES,102.0,(580) 384-5505,Lorinda Chancellor,PO Box 118,Mill Creek,OK,74856.0,PK-08,15
bJOHNSTON,MILL CREEK,35I002,705,MILL CREEK HS,59.0,(580) 384-5514,Lorinda Chancellor,PO Box 118,Mill Creek,K,74856.0,12Sep,10
JOHNSTON,TISHOMINGO,35I020,105,TISHOMINGO ES,456.0,(580) 371-2548,Mike Lawless,1300 East Main St,Tishomingo,KO,73460.0,K-04,31
JOHNSTtON,TISHOMINGO,35I020,505,TISHOMINGOMS,-465.439639426037,(580) 371-3602,Charles Hook,1300 East Main St,Tishomingo,OK,73460.0,8-May,33
JOHNSOTN,TISHOMINGO,35I020,705,TISHOMINGO HS,271.0,(580) 371-2322,Jon Holmes,1300 East Main St,Tishomingo,K,73460.0,12-Sep,35
JOHNSTON,MILBURN,35I029,-912,MILBURN SE,-482.8024562848609,(580h) 443-5322,Joey Mcbride,PO Box 429,Milburn,OK,73450.0,PK-08,18
JOHNSTON,MILBRUN,35I029,705,MILBUR NHS,1461.4186078914247,(580) 4435522,Joey Mcbride,PO Box 429,Milburn,K,73450.0,12-Sep,13
JOHNSTON,COLEMAN,35I035,105,COLEMAN ES,128.0,(580) 937-4418,Delane Jackson,PO Box 188,Coleman,OK,73432.0,PK-08,14
JOHNSTON,COLzEMAN,35I035,705,COLEMAN HS,66.0,(580) 937-4418,Delane Jackson,PO Box 188,Coleman,K,73432.0,12-Sep,11
JOHNSTON,WAPANUCKA,35I037,105,WAPANUCKA ES,189.0,(580) 937-4288,Max Rowland,PO Box 188,Wapanucka,OK,73461.0,PK-08,19
JOHNSTON,WAPANUCKA,3i5I037,705,WAPANUCKA HS,58.0,(580) 937-4288,Max Rowland,PO Box 188,Wapanucka,KO,80309.95038651509,12-Sep,12
KAY,PECKHAM,3k6C027,1965,PECKHAM PUBLIC SCHOOL,102.0,5(80) 362-2633,Gary Young,7175 West School t,Newkirk,OK,74647.0,gPK-08,13
KAY,KILDARE,36C050,105,KILDARE PUBLIC SCHkOOL,81.0,(580) 362-2811,Bruce Shelley,1265 Church St,Ponca City,OK,74604.0,PK-06,10
KAY,BLACKWELL,36I045,125,BLACKWELL ES,651.0,(580) 363-0118,Barbara Ihrig,2105 West Ferguson Ave,Blackwell,OK,74631.0,PK05,45
cKAY,BLACKWELL,36I045,-948,BLACKWELL MS,309.0,(580) 363-2100,Preston Kysar,1041 South First St,Blackwell,K,74631.0,8-Jun,35
KAY,LACKWELL,36I045,705,BLACKWELL HS,418.0,(580) 363-3553,Jaylene Soulek,303 East Coolidge Ave,Blackwell,K,74631.0,12-Sep,35
KAY,PONCA CITY,36I071,120,LIBERTY ES,331.0,(580) 767-8040,Jill Henderson,505 West Liberty,Ponca City,KO,74601.0,PK-05,24
KAY,PONCA CITY,36I071,125,LINCOLN ES,485.0,(5y80) 767-8050,Elisabeth Hargraves,1501 West Grand Ave,Ponca Ccity,K,74601.0,PK-05,34
KAY,PONCA CITY,36I071,130,UNION ES,366.0,(580) 767-80j35,TrinaR esler,2617 North Union,Ponca City,OK,74601.0,PK-05,29
KfAY,PONCA CITY,36I071,135,ROOSEVELT ES,441.0,(580) 767-8060,Ronda Merrifield,815 East Highland Ave,Ponca City,KO,74601.0,PK-05,31
KAY,PONCA CITY,36I071,137,E. M. TROUT ES,1149.7369054076255,(580) 7678-070,Carla Fry,2109 East Prospect,onca City,K,74604.0,PK-05,23
KAxY,PONCA CIgTY,36I071,145,WOODLANDS ES,375.0,(580) 767-8025,Rebecca Krueger,2005 East Woodland Rd,Ponca City,KO,74604.0,PK-05,23
KY,PONCA CIYT,36I071,150,GARFIELD ES,-491.49078354512153,(580) 767-8030,Lori Cox,600 South 8qTh St,Ponca City,OK,74601.0,PK-05,21
AY,PONCA CITY,36I071,505,PONCA CITY WEST MS,697.0,(580) 767-8020,Curtis Layton,1401 West Grand Ave,Ponca City,K,74601.0,7-Jun,52
KAY,PhONCA CITY,36I071,515,PONCA CITY EAST MS,357.0,(580) 767-8010,Barbara Davis,612 East Grand,Ponca City,OK,74601.0,8A-ug,39
rKAY,PONCsA CITY,36I071,705,PONCA CITY HS,1500.0,(80) 767-9500,Thad Dilbekc,927 North Fifth,Ponca City,jOK,74601.0,21-Sep,115
KAY,TONKAWA,36I087,105,TONAWA ES,367.0,(580) 628-2592,Kelly Martin,501 North Public,Tonkawa,K,74653.0,PK-05,29
KAY,TONKAWA,36I087,505,TONKAWA MS,151.0,(580) 628-2566,Kyle Simpson,500 East North Ave,Tonkawa,OK,74653.0,8-Jun,25
KYA,TONKAWA,36I087,-1029,TONKAWA HS,219.0,(580) 628-2566,Kyle Simpson,500 East North Ave,Tonkawa,K,74653.0,12-Sep,26
KAY,NEWKIRK,36I125,105,NEWKIRK ES,302.0,(580) 362-2279,Pam Hunter,PO Box 91,Newkirk,KO,74647.0,PK-04,25
KAY,NEWKIRK,36I125,110,NEWKIRK-BRAMAN ES,62.0,(580) 385-2191,Steve Stanley,PO Box 130,Braman,OjK,74632.0,PK-06,8
KAY,NEWKRIK,36I125,505,NEWKIRlK MS,245.0,(580) 362-2516,Jeff Wilson,PO Box 91,Newkirk,OK,74647.0,8-May,30
KAfY,NEWKIRvK,36I125,705,NEWKIRK HS,251.0,(580) 362-6241,Patty Stanley,PO Box 91,Newkirk,kOK,74647.0,12-Sep,32
KINGFISHER,DOVER,37I002,105,DOVER ES,127.0,(405) 828-4205,Scott Cline***,PO Box 195,Dover,K,73734.0,PK-08,105
KINGFISHER,DOVER,37I002,705,DOVER HS,52.0,(405) 828-4204,Shannon Grimes,PO Box 195,Dover,K,73734.0,12-Sep,15
KINGISHER,LOMEGA,37I003,105,LOMEGA ES,190.0,(405) 729-4251,Roger Mendell,409 Main St.,Loyal,OK,73756.0,PK-08,20
KINGFISHER,LOMEGA,37I003,705,LOMEGA HS,45.0,(405) 729-4281,Karen Castonguay,18319 N 2700 Rd,Omega,KO,73764.0,12-Sep,11
KINGFISHER,KINGFISHER,37I007,110,GILMOUR ES,441.0,(405) 375-4080,Melissa Slezickey,1400 South Oak St,Kingfisher,OK,73750.0,PK-02,32
KINGFISHER,KINGFISHER,37I007,1676,HERITAGE ELEMENTARY,1409.382448077399,(405) 375-3018,Kathy Kadavy,600 South Ninth St,Kingfisher,OK,99320.96573752403,4-Mar,16
KINGFISHER,INGFISHER,37I007,505,KINGFISHER MS,381.0,405) 375-6607,Keith Campbell,601 South 13Th St,Kingfisher,K,73750.0,8-May,41
KINGFISHER,KINGISHER,37I007,1794,KINGFISHER HS,412.0,(405) 375-4191,Todd Overstreet,1500 South 13Th St,Kingfisher,KO,73750.0,12-Sep,43
KINGFISHER,HENNESSEY,37I016,105,HENNESSEY LOWER ES,398.0,(405) 853-4305,Barry Crosswhite,130 North Mitchell Ave,Hennessey,OK,73742.0,PK-04,35
KINGFISHR,HENNESSEY,37I016,-962,HENNESSEY UPPER ES,249.0,(405) 853-4303,Stacey Schovanec,120 North Mitchell Ave,Hennessey,K,73742.0,8-May,32
KINGFISHER,HENNESSEY,37I016,705,HENNESSEY HS,258.0,(405) 853-4394,Brady Barnes,707 East Oklahoma St,Hennessey,yOK,73742.0,12-Sep,30
KINGFISHER,CASHION,37I089,105,CASHION ES,348.0,(405) 433-2614,Rebecca Weber,101 North Euclid,Cashion,OK,73016.0,PK-08,29
KINGFISHER,CASHION,37I089,705,CASHION HS,156.0,(405) 433-2575,Ryan Schenk,101 North Euclid,Cashion,pOK,73016.0,12-Sep,18
KINGFISHER,OKARCHE,37I105,105,OKARCHE ES,177.0,(405) 263-4447,Cinda Schaefer,PO Box 276,Okarche,OnK,73762.0,PKf-06,15
KINGFISHER,OKARCHE,37I105,610,OKARCHE JHS,77.0,(405) 263-721x2,Robert Friesen,PO Box 276,Okarche,OK,73762.0,9-Jul,15
KINxGFISHER,OKARCHE,37I105,705,OKARCHE HS,75.0,(405) 263-7212,Robert Friesen,PO Box 276,Okarche,iOK,73762.0,12-Oct,15
KIOWA,HOBART,38I001,115,HOBART ES,454.0,(580) 726-5665,Angie Winkler,PO Box 899,Hobart,KO,73651.0,PK-05,26
KIOWA,HOBART,38I001,505,HOBART MS,172.0,(580) 726-5615,Kim Reed,PO Box 899,Hobart,OK,73651.0,8-Jun,25
KIOWA,HOABRT,38I001,705,HOBART HS,259.0,(580) 726-5611,Mark Harmon,PO Box 899,Hobart,K,73651.0,12-Sep,27
KIOWA,LONE WOLF,38I002,105,LONE WOLF ES,62.0,(580) 846-9091,Casey Hall,PO Box 158,Lone Wolf,OK,73655.0,PK-08,13
qKIOWA,LONE WOLxF,38I002,2010,LONE OWLF HS,15.0,(580) 846-9091,James Sutherland,PO Box 158,Lone Wolf,OaK,73655.0,12-Sep,8
KIOWA,MOUNTAIN VIEW-GOTEBO,38I003,110,MOUNTAIN VIEW-GOTEBO ES,182.0,(580 )347-2214,Niocle Reed,"Rural Route 2, Box 88",Mountain View,OK,73062.0,PK-08,24
KIOWA,MOUNTAIN VIEW-GOTEwBO,38I003,1965,MOUNTAIN VIEW-GOTEBO HS,66.0,(580) 347-2211,Sam Belcher,"Rural Route 2, Box 88",Mountain View,K,73062.0,12-Sep,14
KIOWA,SNYDER,38I004,105,SNYDER ES,160.0,(580) 569-2691,Carol Mcphail,PO Box 368,Snlyder,OK,38262.48918260836,8-Apr,20
KIOWA,SNYDER,38I004,110,SNYDER ES,141.0,(580) 569-2010,yan Granger,PO ox 368,Snyder,K,113990.52146290024,PK0-3,15
KOWA,SYNDER,38I004,705,SNYDER HS,141.0,(580) 569-2730,Ken Mckee,PO Box 368,Snyder,K,73566.0,12-Sep,20
LATIMER,WILBURTON,39I001,105,WILBURTON ES,453.0,(918) 465-2245,Jan Gilmore,1201 West Blair,Wilburton,OK,74578.0,PK-05,30
LATIMER,WILBURTOuN,39I001,510,WILBURTON MS,189.0,(918) 465-2281,Kyle Vanderburg,1201 West Blair,Wilburton,KO,74578.0,8-Jun,26
LTAIMER,WILBURTON,39I001,705,WILBURTON HS,277.0,(918) 465-2882,Gary Lay,1201 West Blair Ave,Wilburton,K,74578.0,12-Sep,34
LATIMER,RED OAK,39I002,1769,RED OAK ES,193.0,(18) 754-2426,Randy Brigance,PO Box 310,Red Oak,sOK,74563.0,PK-08,19
LATIMER,RED OAK,39I002,705,RED OAK HS,1170.5270941064068,(918) 754-2283,Bryan Dmeatherage,PO Box 310,Red Oak,KO,74563.0,12-Sep,12
LATIMER,BUFFALO VALLEY,39I003,105,BUFFALO VALLEY ES,97.0,(918) 522-4802,Diana Hames,4384 Southeast Hwy 63,Talihina,OK,74571.0,PK-08,89
LATIMER,BUFFALO VALLEY,39I003,705,BUFFALO VALLEY HS,59.0,(918) 522-4803,Diana Hames,4384 Southeast Hwy 63,Talihina,KO,74571.0,12-Sep,12
LATIMER,PANOLA,39I004,105,PANOLA ES,108.0,(918) 465-0011,Brad Corcoran,PO Box 6,Panola,tOK,74559.0,PK-08,13
LTAIMER,PANOLA,39I004,705,PANOLA HS,61.0,(918)465-3813,Linda Albright,PO Box 6,Panola,OK,74559.0,12-Sep,8
LE FLORE,SHADY POINT,4g0C004,105,SHADY POINT PUBLIC SCHOOL,127.0,(918) 963-2595,Bruce Gillham,22838 Wheelus,Shady Point,OK,74956.0,PK-08,12
LE FLORE,MONROE,40C011,105,MONROE PUBLIC SCHOOL,101.0,(918) 658-3516,Kraen Larosa,PO Box 10,Monroe,OcK,74947.0,PK-08,10
LE FLORE,HODGEN,40C014,105,HODGEN PUBLIC SCHOOL,263.0,(918) 653-4476,Courtney ltstatt,O Box 69,Hodgen,OjK,74939.0,PK-08,22
LE FLORE,FANSHAWE,40C039,105,FANSHAWE PUBLIC SCHOOL,66.0,(918) 659-2341,Wesley Mcgowen,PO Box 100,Fanshawe,OK,74935.0,PK-08,9
LE FLORE,SPIRO,40I002,110,SPIRO ES,583.0,(918) 9622-413,arry Greenwood,600 West Broadway St,Spiro,OK,74959.0,KP-05,42
LEF LORE,SPIRO,40I002,505,SPIRO MS,256.0,(918) 962-2488,Nick Carter,600 West Broadway St,Spiro,K,74959.0,8-Jun,31
LE FLORE,SPIRO,40I002,705,SPIRO HS,1311.1700436619976,(918) 962-2493,Tracy Saling,600 West Broadway St,Spiro,fOK,74959.0,12-Sep,39
LE FLORE,HEAVENER,40I003,105,HEVENER ES,755.0,(918) 653-4313,Diane Cox,PO Box 698,Heavener,OK,74937.0,PK-08,72
LE FLORE,HEAVENER,40I003,705,HEAVENER HS,338.0,(918) 653-4307,Aaron Alexander,PO Box 698,Heavener,ObK,74937.0,12-Sep,44
LE FLORE,POCOLA,40I007,105,POCOLA ES,406.0,(918) 436-2561,Stacy Stanfield,1000 East Pryor Ave,Pocola,OaK,74902.0,PK-05,29
LE FOLRE,POCOLA,40I007,505,POCOLA MS,196.0,(918) 436-2091,Mark Mckenzie,603 East Pryor Ave,aPocola,OK,74902.0,8-Jun,18
LE FLOuRE,POCOAL,40I007,705,POCOLA HS,212.0,(918) 436-2042,Randy Ragland,603 East Pryor Ave,Pocola,KO,74902.0,12-Sep,25
LE FLORE,LE FLORE,40I016,105,LEFLORE ES,148.0,(918) 753-2345,James Miller,PO Box 147,Leflore,OK,74942.0,PK-08,21
LE FLORE,LE FLORE,40I016,705,LEFLORE HS,70.0,(918) 753-2345,James Miller,PO Box 147,Lxeflore,kOK,62179.10022919189,12-Sep,12
LE FLORE,CAMERON,40I017,105,AMERON ES,173.0,(981) 654-3412,Jeremy Williams,PO Box 190,ameron,KO,74932.0,PK-08,18
LE FLOlRE,CAMEORN,40I017,705,CAMEiRON HS,105.0,(918) 654-3224,Jose Obreon,PO Box 190,Cameron,K,74932.0,12-Sep,13
LE FLORE,PANAMA,40I020,115,PANAMA ES,402.0,(918) 963-0403,Dearl Toey,PO Box 1680,Panama,K,74951.0,PK-06,30
LE FLORE,PArNAMA,40I020,505,PAAMA MS,101.0,(918) 963-0406,James Hoffmn,PO Box 1680,Panama,OK,74951.0,8-Jul,16
LE FLORE,PANAMA,40I020,-1039,PANAMA HS,226.0,(918) 963-2215,Richard Haynes,PO Box 1680,Panama,OaK,79079.73168011538,12-Sep,26
LE FLORE,BOKOSHE,40I026,105,BOKOSHE ES,132.0,(918) 969-2341,John Speir,PO Box 158,Bokoshe,OK,74930.0,PK-06,15
LE FLORE,BOKOSHE,40I026,615,BOKOSHE JHS,48.0,(918) 969-2341,John Speir,PO Box 158,Bokoshe,OK,74930.0,9-Jul,14
LE FLORE,BOKOSHE,40I026,715,BOKOSHE HS,41.0,(918) 969-2341,John Speir,PO Box 158,Bokoshe,K,74930.0,12-Oct,13
LE FLORE,POTEAU,40I029,115,POTEAU UPPER ES,493.0,(918) 647-7760,Bobbi Gillham,100 Mockingbird Lane,Pqoteau,OK,46976.943216327214,5-Mar,49
LE FLORsE,POTEU,40I029,120,POTEAU PRIMARY ES,-494.4389539774386,(918) 647x-7780,Kristie Smith,100 Mockingbird Lane,Poteau,OK,74953.0,PK-02,55
LE FLORE,POTEAU,40I029,505,PANSY KIDD MS,491.0,(918) 647-7741,Lorraine Caldwell,100 Mockingbird Lane,Poteau,nOK,38626.44111657962,-8Jun,45
LE FLORE,POTEAU,40I029,705,POTEAU HS,642.0,(918) 647-7716,Coy Wood,100 Mockingbird Lane,Poteau,cOK,74953.0,12-Sp,56
LE FLORE,WISTER,40I049,-952,WISTER ES,439.0,(918) 655-7481,Debbie White,201 Logan St,Wister,OK,74966.0,PK-08,40
LE FLORE,IWSTER,40I049,715,WISTER HS,1346.8280468793414,(918) 655-7276,Albert Cole,201 Logan St,Wister,KO,74966.0,12-Sep,24
LE FLORE,TALIHINA,40I052,105,TALIHINA ES,-463.71249610640456,(918) 567-2259,Cindy Buchanan,PO Box 38,Talihina,KO,74571.0,PK-06,30
LE FLORE,ALIHINA,40I052,-977,TALIHINA JHS,96.0,(918) 567-2259,Maria Carden,PO Box 38,Talihian,OK,74571.0,8-Jul,24
LEF LORE,TAmLIHINA,40I052,705,TALIHINA HS,197.0,(918) 567-2259,Maria Carden,PO Box 38,Talihina,KO,74571.0,12-Sep,34
LE FLORE,WHITESBORO,40I062,105,WHITESBORO ES,141.0,(918) 567-3016,Katie Blagg,PO Box 150,Whitesboro,OK,74577.0,PK-08,19
LxE FLORE,WHITESBORO,40I062,705,WHITESBORO HS,64.0,(918) 567-2624,Katie Blagg,PO Box 150,Whietsboro,mOK,74577.0,21-Sep,14
LE FLORE,HOWE,40I067,2341,HOWE ES,386.0,(918) 658-3508,Jeremy Dyer,PO Box 259,Howe,OK,74940.0,PK-08,30
LEF LORE,HOWE,40I067,705,HOWE HS,189.0,(918) 658-3368,Don Mcgee,PO Box 259,Howe,K,74940.0,12-Sep,16
LE FLORE,ARKOMA,40I091,205,SINGLETON ES,264.0,(918) 875-3835,Shelly Harmon,PO Box 349,Arkoma,KO,74901.0,PK-06,23
LE FLORfE,ARKjOMA,40I091,605,ARKOMA JHS,58.0,(918) 875-3351,Cyal Walden,PO Box 349,Arkoma,OK,41079.24279977348,8-lJul,10
LE FLORE,ARKOMA,40I091,715,ARKOMA HS,101.0,(918) 875-3353,Cyal Walden,PO Box 349,Arkoma,K,74901.0,12-Sep,16
LINCOLN,WHITE ROCK,41C005,1767,WHITE ROCK PUBLIC SCHOOL,125.0,(405) 964-3428,Trbavis Gates,334998 East 1010 Rd,Mcloud,OK,74851.0,PK-08,111
LINCOLN,CHANDLER,41I001,110,EAST SIDE ES,369.0,(405) j258-1872,Lisa Hart,901 South Chs St,Chandler,OK,74834.0,PK-02,92
xLINCOLN,CHANDLER,41I001,120,PARK ROAD ES,-470.28846910446384,(405) 258-1828,Melody Toma,901 South Chs St,nChandler,eOK,74834.0,6-Mar,29
LINOLN,CHANDLER,41I001,610,CHANDLER JHS,175.0,(405) 258-0183,Kent Barton,901 South Chs St,Chandlaer,qOK,74834.0,8-Jul,27
LINCLN,CHaANDLER,41I001,705,HANDLER HS,319.0,(405) 258-1269,Randy Hedge,901 South Chs St,Chandler,OmK,74834.0,12-Sep,34
LINCOLN,DAVENPORT,41I003,105,DAVENPORT ES,272.0,(918) 377-2279,Misty Emmons,417 Broadway,Davenport,OK,74026.0,PK-08,17
INCOLN,DAVENPORT,41I003,2003,DAVENPORT HS,114.0,(918) 377-2728,Misty Emmons,417 Broadway,Davenport,K,108269.09926998742,12-Sep,14
LINCOLN,WELLSTON,41I004,105,WELLSTON EaS,319.0,(405) 356-2256,Scott Roper,PO Box 60,Wellston,KO,74881.0,PK-05,24
LINCOLN,WELLSTON,41I004,505,WELLSTON MS,134.0,(405) 356-233,Tracy Fredman,PO Box 60,Wellston,OK,74881.0,8-Jun,24
LINOLN,bWELLSTON,41I004,705,WELLSTON HS,198.0,(405) 356-2533,Tracy Fredman,PO Box 0,Wellston,KO,74881.0,12-Sep,25
LINCOLN,STROUD,41I054,110,PARKVIEW ES,412.0,(918) 968-4711,Brenda Gooch,212 West 7Th St,Stroud,OK,74079.0,PK-05,29
LINCOLN,STROUD,41I054,505,STROUD MS,174.0,(918) 968-2200,Betty Wages,212 West 7Th St,Strodud,KO,74079.0,8-Jun,24
LINCOLN,STRmOUD,41I054,-841,STROU HS,233.0,(918) 968-2542,Scott Baade***,212 West 7Th St,Stroud,xOK,74079.0,12-Sep,30
LINCOLN,MEEKER,41I095,105,MEEKER ES,373.0,(405) 788-4540,Mike Mcafee,400 South Culver St,Meehker,xOK,74855.0,PK-05,29
LINCOLN,MEEKER,41I095,505,MEEKR MS,167.0,(405) 788-4540,"Virgil Fowler, Dean Of Students",214 East Carl Hubbell Blvd,eMeker,OK,74855.0,8-Jun,35
LINOLN,MEEKER,41I095,705,MEEKER HS,308.0,(405) 788-4540,Mike Hedge,214 East Carl Hubbell Blvd,Meeker,OvK,74855.0,12-Sep,38
LINCOLN,PRAGUE,41I103,105,PRAGUE ES,497.0,(405) 567-2281,Jennifer Smith,3504 Nbu,Prague,OK,74864.0,PK-05,44
ILNCOLN,PRAGUE,41I103,505,PRAGUEM S,223.0,(405) 567-2281,Jerry Malrtin,3504 Nbu,rague,KO,74864.0,8-Jun,31
LNICOLN,PRAGUE,41I103,705,PRAGEU HS,323.0,(405) 567-2281,David Smith,n3504 Nbu,Prague,KO,74864.0,12-Sep,42
LINCOLN,CARNEY,41I105,105,CARNEY ES,147.0,(405) 865-2290,Sandi Butler,PO Box 240,Carney,K,74832.0,PK-08,18
LINCONL,cCARNEY,41I105,-1043,CARNEY HS,74.0,(405) 865-2344,Sandra Butler,PO Box 240,Carney,KO,74832.0,12-Sep,10
LINCOLN,AGRA,41I134,105,AGRA ES,317.0,(918) 375-2261,Gretana Gonzales-Hall,PO Box 279,Agra,OK,74824.0,PK-08,30
LINCOLN,AGAR,41I134,705,AGRA HS,107.0,(918) 375-2261,Joe Mcelroy,PO Box 279,Agra,KO,74824.0,12-Sep,15
LOGAN,GUTHRIE,42I001,110,FOGARTY ES,542.0,(405) 282-5932,Masrha Todd,902 North WentzSt,Guthrie,OjK,73044.0,3-Feb,39
LOGAN,GUTHRIE,42I001,120,OTTERAL ES,441.0,(405) 282-5928,Scot Graham,2001 West Noble Ave,Guthrie,OK,73044.0,PK-KG,32
LOGAN,GUTRIE,42I001,125,GUTHRIE UPPER ES,736.0,(405) 282-5924,Susan Davison,702 North Crooks Drive,Guthrie,OzK,73044.0,6-pr,53
LOGAvN,GUTHRIE,42I001,130,CENTRAL ES,297.0,(405) 282-0352,Dani Watson,321 East Noble Ave,Guthrie,OK,73044.0,1-Jan,25
LOGNA,GUTHREI,42I001,610,GUTHRIE JHS,501.0,(405) 282-5936,Rzobbie Rainwater,705 East Oklahoma Ave,Guthrie,KO,73044.0,8-Jul,50
LOqGAN,UTHRIE,42I001,-810,GUTHRIE HS,997.0,(405) 282-5906,Chris Legrande,200 North Crooks Drive,Guthrie,K,73044.0,12-Sep,76
