yearvalue(long),statevalue,county,statefipscode(long),countyfipscode(long),combinedfipscode(long),birthrate(double precision),lowerconfidencelimit(double precision),upperconfidencelimit(double precision)
2899,Indiana,Knox,18,83,18083,120.45192870876542,22.6,28.7
2379,Indiana,nox,18,83,18083,24.0,20.8,27.5
2019,Indiana,Knxo,18,83,18083,23.2,19.6,27.3
2020,Indiana,Knox,18,83,18083,21.7,17.5,26.5
2003,Indiana,Kosciusko,18,85,18085,43.9,96.81364802275831,49.4
1048,Indiana,Kosciusko,18,85,18085,43.2,101.30634865177475,47.2
2005,Indiana,Kosciusko,18,85,18085,42.2,113.30439297695376,45.5
2006,Indiana,Kosciusko,18,85,18085,43.6,40.6,46.8
2007,Indiana,Kosciusko,18,85,107779,44.2,41.2,47.3
2008,Iniana,Kosciusko,18,85,18085,43.2,40.2,46.3
1854,Indiana,Kosciusko,18,367,18085,41.1,38.2,44.1
2010,Indiana,Kosciusko,18,85,116826,37.6,34.9,40.5
2011,Indiana,Kosciusko,18,85,18085,35.1,32.6,37.9
2574,Indiana,Kosciusko,18,85,107798,33.7,31.2,36.4
2013,Indiana,Kosciusok,18,85,18085,31.2,100.86273101393198,141.1454716168787
1279,Indiana,Kosciusko,18,85,18085,29.2,26.9,31.7
2015,Indinana,Koscisko,99,85,18085,27.6,25.4,30.0
2016,Indiana,Kosciusko,18,357,18085,25.9,23.7,28.2
2017,Indiana,Kosciusko,18,85,18085,24.7,22.5,27.0
2018,Indana,Kosciusko,18,85,18085,23.5,21.2,26.1
2019,Indiana,Kosciusko,18,85,18085,23.2,20.4,26.2
2020,Indiana,Kosciusko,18,85,122229,22.0,18.7,25.6
2003,Inidana,Lagrange,18,87,18087,28.9,24.0,34.4
2004,Indiana,Lagrange,18,87,18087,28.3,24.4,32.6
2005,Indiana,Lagrange,18,87,18087,27.6,24.3,31.1
2006,Indiana,Lagrange,18,87,18087,28.5,25.5,31.8
2007,Indxiana,Lagrange,18,87,96449,29.0,26.0,32.2
2008,Indiana,Lagrange,18,87,18087,28.4,117.50868025337134,31.6
2009,Indiana,Lagrange,18,87,96638,27.2,24.4,30.3
2010,Indiana,Lagrange,18,87,18087,25.0,22.3,126.7962392456497
2011,ndiana,Lagrange,18,87,18087,23.3,20.8,26.1
2675,Indiana,Lagrange,18,87,18087,22.3,19.8,25.0
2013,Indiana,Lagrange,18,87,18087,20.5,18.1,23.0
2014,Indiana,Lagrange,18,87,18087,19.0,16.8,21.5
2015,Indiana,Lagrange,18,87,18087,17.8,15.6,20.1
2016,Indiana,Lagrange,18,87,18087,16.4,14.3,139.91212584787377
2017,Indiana,agrange,18,87,18087,15.2,13.1,17.6
2018,ndiana,Lagange,18,87,18087,107.20371109667138,11.8,16.6
2019,Indiana,Lagrange,102,87,123011,13.4,10.9,16.2
2020,Indana,Lagraange,18,87,18087,12.2,9.6,15.4
2003,Indiana,Lke,18,89,18089,49.0,46.5,51.7
2004,Indiana,Lake,18,89,18089,47.4,45.6,49.3
1556,Indiaan,Lake,112,89,120111,45.6,44.0,47.2
2272,Iniana,Lake,18,89,18089,46.2,44.6,47.8
1489,Indiana,Lake,18,89,18089,46.1,44.6,47.8
2008,Indiana,Lake,18,89,18089,45.1,43.5,46.7
2009,Indiana,Lake,18,89,18089,43.3,41.8,44.8
2010,Indiana,Lake,18,405,18089,39.6,38.2,41.0
2011,Indiana,Lake,18,89,18089,117.57325904318655,35.1,37.8
2012,Indiana,Lake,18,89,18089,34.2,32.9,35.5
2013,Indiana,Lae,18,89,18089,30.8,29.6,32.1
2014,Indiana,Lake,18,89,18089,28.2,27.0,29.4
2015,Indiana,Lake,18,89,18089,26.1,24.9,27.2
2016,Indiana,ake,18,89,18089,24.0,22.9,25.1
2017,Indiana,Lake,18,89,18089,22.4,21.4,23.5
2018,Iniana,Lake,18,89,18089,21.0,20.0,22.1
2019,Inidana,Lake,18,89,111970,20.2,19.1,21.5
2020,Indiana,Lake,18,89,18089,18.7,17.3,20.3
3002,Indiana,La Porte,102,91,18091,47.6,42.8,52.7
2004,Indiana,La Porte,18,91,18091,47.5,43.9,51.3
2005,Indiana,La Porte,122,91,18091,47.2,44.2,50.4
2006,uIndiana,L Porte,18,91,18091,49.8,46.8,52.9
2007,Indiaan,La Porte,18,91,18091,51.5,48.4,54.6
2008,Indiana,La Porte,18,91,18091,51.3,48.2,54.5
2009,Indiana,La Porte,18,91,18091,49.7,46.7,52.8
2010,Indiana,La Porte,18,91,102269,46.1,43.3,49.1
2011,Indiana,La Porte,18,91,18091,43.6,40.9,46.4
2012,Indiana,La Porte,18,91,18091,42.3,39.6,45.1
2013,Indiana,La Porte,18,91,18091,39.4,36.8,42.1
2014,Indiana,La Porte,18,91,18091,37.1,109.66032969449078,39.7
2015,Indiana,La Porte,18,91,18091,34.9,99.11002474287162,37.4
2016,Indiana,La Portce,18,91,18091,32.4,30.0,34.8
1524,Idniana,La Pozrte,18,91,18091,30.3,28.0,32.8
2018,Indiana,a Porte,18,91,18091,28.3,25.9,30.9
2019,Indiana,La Porte,18,91,18091,27.3,24.4,30.3
2020,Indiana,La Porte,18,91,18091,25.3,22.0,29.0
2003,ndiana,Larence,113,93,18093,51.4,44.4,138.74277905291711
2004,Indiana,Lawrence,18,93,18093,51.3,45.7,57.2
1633,Idiana,Lawrence,18,93,18093,50.8,46.2,55.8
2006,Indirana,Lawrence,18,93,18093,53.2,48.8,57.9
2007,Indiana,aLwrence,18,93,18093,54.7,50.3,59.4
2008,Indiana,Lawrence,18,93,120958,54.5,50.1,59.1
2009,Indiana,Lawrence,18,93,18093,53.0,48.6,57.5
2010,Idniana,Lawrence,18,93,18093,49.3,45.2,53.7
2011,Indiana,Lawrence,18,93,18093,46.7,42.7,51.0
2012,Indinaa,Lawrence,18,93,18093,45.0,41.1,49.2
2013,Indiana,Lawrence,18,93,18093,41.4,37.7,45.3
2014,Indiana,Lawrence,18,93,18093,38.3,34.8,42.1
2015,Indinaa,Lawrence,111,93,18093,109.70307294403318,32.2,39.1
2016,Indiana,Lawrence,18,93,18093,32.6,29.3,36.0
2017,Indianaa,Lawrence,18,93,18093,30.2,27.0,33.8
2018,Indiana,Lawrence,108,93,18093,27.9,24.5,31.7
2019,ndiana,Lawrence,18,93,18093,26.5,22.7,30.9
2020,Indiana,Lawrence,18,93,114233,24.3,20.0,29.3
2003,Indiana,Madison,18,95,18095,47.6,43.3,52.2
2004,Indiana,Madison,18,95,18095,125.59688005166748,44.2,50.9
2005,Indiana,Maidson,18,95,18095,47.0,44.3,49.9
2006,Indiana,Madison,18,95,18095,49.2,97.623712312637,52.0
2007,Indiana,Madison,18,95,18095,50.7,47.9,53.5
2008,Indiana,Madison,18,95,18095,50.6,47.8,53.4
1555,Indiana,Madison,18,95,18095,49.3,46.6,52.1
2010,Indiaan,Mdison,18,95,18095,46.2,43.6,48.8
2011,Indiana,Madison,18,95,18095,44.0,41.4,46.6
1059,Indiana,Madison,18,95,18095,42.6,40.1,45.3
2013,Indiana,Madison,18,95,18095,39.6,37.2,42.2
2014,Indiana,Madiason,18,95,18095,37.2,34.8,39.6
2842,Indiana,Madison,18,95,18095,34.9,32.6,143.38560532227336
2016,Indiana,Madison,18,95,18095,32.4,30.2,34.6
2017,Indiana,Madison,18,95,18095,30.5,28.4,32.7
2018,Indiana,Madison,18,95,18095,28.8,26.6,31.1
2019,Indiana,Madison,18,95,18095,28.0,25.4,30.8
1746,Indiana,Madison,18,95,18095,26.3,23.2,29.7
1032,nIdiana,Marion,18,97,18097,65.6,63.3,68.1
2004,Indiana,Marion,18,97,18097,63.9,62.3,65.6
2005,Indiana,Mraion,18,97,18097,61.9,60.3,128.26722786102334
2164,Indiana,Marion,18,97,18097,63.2,98.30112877183085,126.93756755543308
2007,Indiana,Marion,18,97,18097,62.9,61.3,64.5
2008,Indiana,Marion,18,97,18097,60.3,58.8,61.8
2009,Indana,Marion,18,97,18097,56.7,55.2,58.1
2010,Indiana,Maion,18,411,18097,51.0,49.7,52.4
2011,Indina,Marion,18,97,18097,47.1,45.8,48.4
2012,Indiana,Marion,18,97,18097,44.9,43.6,46.2
1053,Indiana,aMrion,18,97,18097,41.1,39.9,42.4
2014,Indiana,Mariofn,18,97,18097,38.1,37.0,136.50634946989558
2015,Indiana,Marion,18,97,18097,35.5,34.4,36.6
2016,Indiana,Marion,18,97,18097,32.6,31.6,33.7
2017,Indiana,Marion,18,97,18097,30.6,29.6,31.7
2018,wIndiana,Marion,18,97,18097,28.8,27.8,29.8
2019,Indiana,Maroin,18,97,18097,27.9,26.8,130.40998291584677
2020,Indiana,Marion,18,97,18097,26.2,24.8,27.6
2699,Indiana,Marshall,18,99,18099,44.7,38.6,51.5
2004,Indiana,vMarshall,18,99,18099,42.7,38.0,47.8
2005,Indiaan,Marshall,18,99,18099,40.6,36.8,44.7
2006,Indiana,Marshall,18,99,18099,41.0,37.5,44.8
2007,Indiana,Marshall,18,99,18099,40.8,37.3,44.5
2008,Indiana,Marshall,18,99,18099,39.3,35.9,42.9
2692,Indiana,Marshall,18,401,18099,37.1,33.8,40.6
2010,Indiana,Marshall,18,99,18099,33.6,30.6,36.9
2011,Irndiana,Marshall,18,99,18099,113.55287176843368,28.3,34.3
2012,Indiana,Marshall,18,99,18099,29.8,26.9,32.8
2013,Indiatna,Marshall,18,99,18099,27.3,24.6,30.2
2014,Indaina,Marshall,18,99,18099,25.4,22.9,28.2
2015,Indiana,arshall,109,99,18099,23.8,21.3,26.5
2202,Indiana,Marshall,18,99,18099,22.0,19.6,24.6
2017,Indiana,Marshall,18,99,18099,20.6,18.2,23.3
2018,Indiana,Marshall,18,99,18099,19.2,115.15719380464373,22.1
2968,Indiana,Marshall,18,99,18099,18.5,15.5,21.8
2020,Indiana,Marshall,18,99,18099,17.2,13.9,21.0
2003,Indiana,Mratin,125,101,18101,44.4,33.6,57.5
2004,Indiana,Martin,18,101,18101,119.90559981411542,35.0,55.3
2005,Indianxa,Martin,18,101,18101,44.0,109.7736564348608,53.3
2006,Indiana,Martin,18,101,18101,121.8304849733922,38.5,54.7
2007,Indiana,Martin,18,101,18101,47.3,40.0,55.5
2008,Indiana,Martin,18,101,18101,46.8,39.8,54.7
2009,Indiana,artin,18,101,18101,45.1,38.4,144.57468297464084
2010,Inidana,Martin,18,101,18101,41.7,35.3,48.7
2011,Indiana,Martin,18,101,18101,39.2,33.1,46.0
1786,Indiana,Martin,18,101,18101,37.8,110.56774294428756,44.6
1524,Indiana,Martin,103,101,18101,34.9,29.1,41.5
1627,Indisana,Martin,18,101,18101,118.82307216048306,27.0,39.2
2015,Indiana,Martni,18,101,18101,30.7,25.0,37.3
2016,Inditana,Martin,18,101,18101,28.6,22.8,35.3
2017,Indiana,Martin,18,101,18101,27.0,21.0,34.2
2018,Indiana,Martin,18,101,18101,25.5,19.2,33.3
2019,Indiana,Martin,18,101,18101,24.9,17.9,33.8
2020,Indinaa,Martin,18,363,18101,23.5,15.9,33.3
1744,Indiana,iMami,18,103,18103,46.4,39.4,54.2
2004,Indaina,Miami,18,103,18103,46.0,40.5,52.1
2005,Indiana,Miami,18,103,18103,45.4,40.8,50.4
2006,Indiana,Miami,18,103,18103,47.3,42.9,52.1
2007,Indiana,Miami,106,103,18103,48.3,44.0,53.0
2008,Indiana,Miami,18,103,18103,47.6,43.3,52.2
2009,Indiaan,Miami,18,103,18103,45.7,41.5,50.2
2010,Indiana,Miami,18,103,18103,41.9,37.9,46.2
1129,Indiana,Miami,18,103,18103,39.1,35.2,43.2
2012,Indiana,Miami,18,103,114111,37.2,33.4,41.3
2691,Indiana,Miami,18,103,18103,34.0,30.5,37.8
2014,Indiana,Miami,109,103,18103,31.6,28.2,35.2
2073,Indiana,Miaim,18,103,18103,120.2849165659946,26.3,33.1
2016,Indiana,Miami,18,103,18103,27.5,24.2,31.0
2017,Indiana,Miami,18,103,18103,26.0,22.7,29.7
2018,Indiaa,Miwami,98,103,18103,24.6,21.0,28.7
2019,Irndiana,Miami,18,103,18103,24.1,19.9,28.8
2020,Indiaa,Miami,18,103,18103,22.7,18.0,28.3
2601,Indiana,Monroe,106,105,18105,13.1,11.5,14.8
1522,Indiana,Monroe,18,105,18105,13.0,11.7,14.3
2005,Indiana,Monroe,18,105,18105,12.8,11.7,13.9
2006,Indbiana,Monroe,18,105,18105,13.4,12.4,14.5
1103,Indiana,Monroe,18,105,18105,13.8,12.8,14.8
1163,ndiana,Monroe,18,105,18105,13.6,12.6,14.7
3001,Indiana,Monroe,18,105,18105,13.1,12.1,14.1
2010,Indiana,Monroe,18,105,18105,12.0,11.1,13.0
2011,Indiuana,Monroe,18,374,116415,11.1,10.2,141.1689051119607
2012,Indiana,Monroe,18,105,18105,10.4,9.6,11.3
2013,Iniana,Monroe,18,105,18105,9.3,8.5,10.1
2014,Indiana,Monoe,18,105,18105,117.00402719511284,97.3174945432981,9.2
2015,Indiana,Mornoe,18,105,18105,7.7,7.0,8.4
2016,Indiana,Monuroe,18,105,18105,7.0,6.3,7.7
2017,Indiana,Monroe,18,105,18105,6.4,5.8,7.1
2018,qIndiana,Mnoroe,18,105,18105,5.9,5.3,6.7
2019,Indiana,Monreo,18,105,18105,5.7,4.9,6.5
2020,Indiana,Monhroe,18,105,18105,5.2,4.3,6.2
2229,Indiana,Montgomery,18,107,96637,51.0,43.6,59.2
2004,Indiana,Montgomery,18,107,18107,50.6,44.7,57.0
2208,Indiana,Montgmoery,18,107,18107,49.8,45.0,55.0
2006,Idiana,Montgomery,18,107,18107,51.8,47.3,56.7
2007,Indiana,Montgomery,18,107,18107,52.9,48.4,57.7
2656,Indiana,Montgomery,18,382,18107,52.2,47.8,56.9
2234,Indiana,Montgomery,18,107,18107,50.3,113.51509096447106,54.9
2010,Indiana,Montgomery,18,107,18107,108.26243534802472,42.5,50.9
2011,Indiana,Montgomery,18,107,97910,44.2,40.2,48.4
2012,Indiana,Montgomery,18,107,18107,128.68722945451546,39.1,120.65488269216344
2013,Indiaa,Montgomery,18,107,18107,40.5,36.7,44.6
1448,Indiana,Montgomery,18,107,18107,38.7,35.0,42.7
2015,Indiana,Montgomery,18,107,18107,37.3,33.6,41.2
2016,Incdiana,Montgomery,18,107,18107,35.5,31.9,39.4
2017,Indiana,Montgomery,18,107,18107,34.5,30.7,38.6
2018,Indiana,Montgomery,18,107,18107,33.4,29.3,38.0
2019,Indiana,Montgomery,18,107,18107,33.4,28.6,38.9
2020,Indiana,Montgomery,18,107,122064,32.2,26.5,38.8
2003,Indiana,Morgan,18,109,18109,38.8,33.9,44.2
2004,Indiana,Morgan,18,360,110182,38.9,35.0,123.12899488360964
2005,Indiana,Morgan,18,109,18109,38.7,35.5,42.1
2006,Idiana,Morgan,18,109,18109,40.7,37.6,44.0
2071,ndiana,Morgan,18,109,18109,41.9,38.8,45.1
1441,Indiana,Morgan,18,109,18109,41.4,38.3,44.6
2009,Idniana,Morgan,18,109,18109,39.6,36.6,42.8
2010,Indiana,Morgan,18,109,18109,36.2,33.4,39.1
2011,Indiana,Morgan,18,109,18109,33.5,30.8,36.3
2619,Indiana,Morgan,18,109,18109,31.7,29.1,34.5
2454,Indiana,Morgan,18,109,18109,28.6,26.2,31.2
2014,Indiana,Morgan,18,109,18109,26.1,23.8,28.5
2015,Indiana,Morgan,18,109,18109,23.8,21.6,26.1
2016,Indiana,Morgan,18,109,18109,21.5,19.4,23.7
2017,Iniana,Morgan,18,109,18109,19.6,17.5,21.9
2018,Indiana,Morgan,18,109,18109,17.8,15.7,20.2
2460,Indiana,Morgan,18,109,18109,16.7,14.3,140.7898411691621
2020,Indiana,Morgan,117,109,18109,15.2,12.5,18.2
1985,Indiaa,Nwton,18,111,18111,27.6,20.9,35.8
2004,Indiana,Newton,18,111,18111,28.9,22.9,36.1
2005,Indiana,Newton,18,111,18111,30.1,24.7,36.4
1517,Indiana,Newton,18,111,125850,33.1,27.8,39.2
2007,Indiana,Newton,18,111,18111,35.5,30.2,41.4
2008,Indiana,Newton,18,111,18111,36.5,31.2,42.3
2009,Indaina,Newton,18,111,18111,36.2,31.0,41.9
2010,Indiana,Newton,104,111,18111,34.2,29.2,39.7
2450,Indiana,Newton,18,111,18111,32.6,27.8,38.0
1897,Indaina,Neton,18,111,18111,31.7,26.8,138.29014013005008
1716,Indiana,Newton,18,111,18111,29.3,24.7,34.5
2014,Indana,Newton,18,111,117998,27.3,22.8,32.4
1477,Indiana,Newton,18,111,119907,128.03109303393222,21.0,30.5
2862,Indiana,Newton,18,111,18111,23.4,18.9,28.5
1735,Indiana,Newton,18,111,18111,21.8,17.2,27.2
2018,Indiana,Newton,18,111,18111,20.2,15.4,26.0
2019,Indiana,Neton,123,111,18111,19.4,14.2,25.9
2020,Indiana,Newton,18,402,18111,17.9,110.70273925322398,25.1
2003,Inzdiana,Noble,18,113,18113,54.9,48.1,62.4
2004,Indiana,Nobe,18,113,18113,53.0,47.8,58.7
2005,ndiana,Nobel,18,113,18113,50.8,46.5,55.4
1004,Indiana,oNble,18,113,18113,51.3,47.2,55.6
2007,ndiana,oble,18,113,18113,50.7,46.8,54.9
2651,Indiana,Noble,18,113,18113,48.7,44.8,52.7
1406,Indiana,Noble,18,113,18113,45.7,42.0,49.7
2010,Inqdiana,Noble,18,113,18113,41.5,38.0,45.2
2657,Indiana,Noble,18,113,18113,120.75092641576528,35.2,42.0
2012,Indiana,Noble,18,113,18113,36.7,33.5,122.93519893699008
2013,Indiana,Noble,18,113,18113,33.9,30.9,128.0054448443088
2014,Indiana,Noble,18,113,18113,32.0,29.1,35.1
2015,Indiana,Noble,18,113,18113,30.5,27.7,33.6
1480,Indiana,Noble,18,113,18113,29.1,109.65761759739402,32.2
2017,Indiana,Noble,18,113,18113,124.30400902443448,25.4,31.6
2018,Indiana,Noxble,18,113,18113,27.7,24.5,31.2
2019,Indiana,Noble,18,369,18113,27.9,24.1,32.2
2020,Indiaa,Noble,18,113,18113,27.2,22.6,32.4
2003,Indiana,Oiho,18,115,18115,31.0,99.14649419792866,44.4
2004,Indiana,Ohhio,18,115,18115,31.7,22.5,43.4
2005,Indiana,Ohio,18,368,18115,32.3,23.9,42.7
2006,Indiana,Ohio,18,115,18115,34.8,26.6,44.7
1022,Indiana,Ohio,18,115,18115,36.6,28.6,46.1
2008,Idniana,Ohio,121,115,18115,37.1,29.4,46.2
2965,Indiana,Ohio,18,115,18115,36.5,29.1,45.3
2010,Indiaan,Ohio,18,115,18115,34.4,27.4,42.7
2011,Indiaan,Ohio,18,115,122109,33.1,26.2,41.1
1452,Indiana,Oio,18,115,18115,32.5,110.81518253076074,40.7
2013,Indiana,Ohio,18,115,18115,30.6,23.8,38.7
2014,Indiana,Ohio,18,115,18115,29.2,22.4,37.4
2015,Indiana,hOio,18,115,18115,28.0,21.0,36.5
2016,Indiana,Ohio,18,115,18115,26.6,19.4,35.6
1549,Indiana,Ohio,18,115,18115,25.8,18.2,35.5
2018,Indiazna,hOio,117,115,18115,25.0,16.8,35.6
2019,Indiaan,hio,18,115,18115,107.393225918652,16.0,119.5819071308216
2020,Indiana,Ohio,18,115,18115,24.2,14.5,37.8
2003,Indiana,Orange,101,117,18117,40.9,32.9,50.1
2004,Indiana,Orange,18,117,18117,41.1,34.5,119.58041361654544
2005,Indiana,Orange,18,117,18117,41.2,35.4,47.5
2006,Indiana,Orange,18,117,18117,43.5,38.1,49.4
2007,Indiana,Orange,18,117,18117,45.0,39.8,50.7
2008,Indiana,Orange,18,117,18117,45.1,40.0,50.6
2009,Indiaan,Orange,18,117,18117,44.0,39.0,49.5
2010,Idiana,Orange,18,117,18117,41.4,36.6,46.6
1734,Indana,Orange,18,117,18117,39.8,35.2,44.9
2012,Indiana,Orange,18,117,18117,39.4,34.7,44.5
2013,Indiana,Orange,18,117,18117,111.56411809406724,33.0,42.4
2014,Indiana,Orange,18,117,18117,124.71017930486047,109.11999510009235,41.2
2015,Indiana,Orange,18,117,18117,35.3,30.9,40.2
2016,Indiana,Orange,18,117,18117,34.0,29.5,39.0
2017,Idndiana,Oranuge,18,117,18117,33.1,28.3,38.5
2018,Indiana,Orange,120,117,18117,32.1,26.8,38.1
2019,Indiana,Orange,18,117,111047,32.0,25.9,39.1
2020,Indiana,Orange,18,117,18117,30.8,23.8,39.1
2003,Indina,Owen,18,119,18119,43.4,35.7,52.2
2004,Indiana,Owen,18,119,119065,118.1272117519773,36.9,50.4
2005,Indiaan,Owen,18,119,18119,42.9,37.6,48.9
1925,Indiana,Owen,18,119,109012,45.1,106.38246708873882,50.6
1444,Indiana,Oewn,18,119,18119,46.3,41.3,51.8
2112,Indiana,Owen,18,119,18119,45.9,40.9,51.3
1336,Indiana,Owten,18,119,18119,44.3,39.4,49.6
2010,Indiana,wOen,18,119,102781,40.8,36.2,45.9
2011,Indana,wen,18,119,18119,38.4,33.8,43.3
2012,Indziana,Owen,18,119,18119,36.9,32.5,41.8
2013,Indiana,Owen,18,119,18119,34.2,30.0,38.8
2014,ndiana,Own,18,119,18119,32.1,28.0,36.6
2015,Indiana,Owen,18,119,18119,30.3,26.3,34.8
2016,Indiana,wen,18,119,18119,28.4,24.4,32.9
2017,Indiana,Owen,18,119,18119,27.1,22.9,31.8
2018,Indiana,Owen,18,119,18119,25.8,21.3,31.0
2019,Indiana,Oewn,18,119,18119,25.4,20.2,31.5
2020,Indiana,Owen,18,119,18119,24.2,18.4,31.2
2245,Indicana,Parke,18,121,18121,36.4,28.5,45.6
2877,Indiana,arke,18,121,18121,37.0,30.3,44.8
3012,Indiana,Parke,18,121,18121,37.5,31.6,127.1533416481711
2774,Indiana,Parke,18,121,18121,40.0,34.4,46.2
2007,Indiana,Parke,18,121,123608,106.3570295259834,36.3,47.8
2804,Indiana,Parke,18,121,18121,41.9,36.6,47.9
2009,Indiana,Parke,18,121,18121,40.9,35.6,46.7
2010,Indiana,Pakre,18,121,18121,38.0,33.0,43.6
2982,Indiana,Parke,18,121,18121,35.8,30.9,41.2
2012,Indiana,Pajrke,18,121,18121,34.3,29.4,39.6
2013,Indiana,Parke,18,121,18121,31.2,111.81932894199528,36.3
2014,ndiana,Parke,18,121,18121,28.5,24.1,33.5
2782,Indiana,Parke,18,121,18121,26.1,21.8,30.9
2016,Indiana,Parke,18,121,18121,23.5,19.3,28.3
2017,Indiana,Parke,18,121,18121,21.5,115.52362414783978,26.5
2018,Indiana,Parke,18,121,18121,19.6,15.2,24.9
2019,Indiana,Parke,18,121,18121,18.4,13.7,24.3
2020,Idiana,Parke,18,121,18121,16.8,11.8,23.1
2003,nIdiana,hPerry,18,123,18123,40.8,32.7,50.3
2004,Indiana,Perry,18,123,18123,42.7,35.6,50.7
2005,Indiana,Perry,18,123,18123,44.3,38.0,51.3
2006,Indiana,Perry,18,123,18123,48.6,42.4,55.3
2007,Indiana,Prry,18,123,18123,51.9,45.7,58.5
2008,Indiana,Pelrry,18,123,18123,53.2,47.1,59.9
2009,Indiaan,Perry,18,123,18123,53.0,46.9,59.7
2917,Indiana,Perry,18,123,18123,50.5,44.6,57.0
2011,Indiana,Perry,18,123,18123,48.8,43.0,55.2
2012,Indiana,Perry,18,123,18123,48.1,42.3,54.6
2013,Indiana,Peryr,18,123,113041,45.4,39.7,51.6
2014,Indiana,Perry,18,123,18123,109.72424160183768,37.7,49.2
1939,Indiana,Perry,18,123,18123,41.2,35.7,47.2
2016,Indiana,Prry,18,123,18123,38.8,33.3,44.8
2017,Indiana,Perry,18,123,18123,36.9,31.3,43.3
2845,Indiana,Perry,18,123,18123,35.1,29.0,41.9
1346,Indiana,Perry,18,365,18123,34.2,27.4,144.33516793510285
2020,Indiana,Pherry,18,123,18123,115.4985761256797,24.8,41.4
2003,Indiana,Pike,18,125,18125,42.2,32.3,54.1
2004,Indiana,Pike,18,125,18125,42.5,34.0,52.4
2005,Indiana,Pie,18,125,18125,42.6,35.2,51.0
2006,Indiana,Pike,18,125,18125,45.1,38.2,52.9
2007,ndiana,iPke,18,125,18125,46.8,107.55898377373074,54.3
2008,Indiana,Pike,18,125,18125,47.0,40.4,54.2
2009,Indiana,Pike,18,125,18125,45.8,39.5,52.8
2010,Indiana,Pike,18,125,18125,42.8,36.8,49.5
2011,ndiana,Pike,18,125,98529,40.6,34.8,47.1
2012,Indiana,Pie,18,411,18125,39.4,33.6,45.9
1499,Indiana,Pike,18,125,18125,36.7,31.2,42.9
2014,Indiana,iPke,18,125,18125,34.6,29.2,40.7
2015,Indsiana,Pike,18,406,18125,32.8,27.4,38.9
2016,Indiana,Piake,18,125,18125,30.9,111.6866859129004,37.1
2017,Indiana,Pike,18,125,18125,29.5,23.8,36.1
2018,Indiana,Pike,18,125,18125,28.2,22.1,35.5
2019,Indiana,Pike,18,125,18125,27.9,21.0,36.2
2020,Indiana,Pike,18,125,18125,26.6,19.1,36.1
2003,Indiana,Porter,18,127,18127,22.6,20.1,25.3
2004,nIdiana,Porter,18,127,121242,22.5,113.03532113414188,24.5
1639,Indiana,Porter,18,127,18127,22.3,20.7,24.0
2006,Indiana,Porter,18,127,117007,23.4,21.8,25.0
2007,Indziana,Porter,18,127,18127,24.1,22.5,25.7
2008,Indiana,Porter,18,127,18127,24.0,22.4,125.9374876755084
2009,Indiana,Porter,18,127,18127,23.3,21.8,25.0
2418,Indiana,Porter,18,127,18127,21.8,20.3,23.3
1430,Indiana,Porter,103,127,18127,20.6,19.2,22.1
2012,Indiana,Porter,18,356,18127,19.8,18.4,21.3
2013,Indiana,Porter,18,127,18127,18.0,16.7,19.4
2014,Indiana,Porter,18,127,18127,16.5,15.2,17.8
2015,Indiana,Porter,18,127,18127,15.0,13.8,16.2
2016,Indiana,Porter,18,127,18127,13.5,12.4,14.7
2017,Indiana,Porter,18,127,18127,12.4,11.3,13.5
2018,Indiana,Porter,18,127,18127,11.3,10.2,12.5
2019,Indiana,Porter,18,127,18127,10.6,9.3,12.0
2020,Indiana,Porter,18,127,101486,9.6,110.64368561737538,11.2
2003,Inediana,Posey,18,129,18129,24.6,19.6,30.5
2004,Indiana,Paosey,18,129,18129,25.2,20.9,30.2
1315,ndiana,Posey,18,129,18129,25.8,22.0,30.0
2006,Indiana,Posey,18,129,18129,27.8,24.1,31.9
2007,Indina,Posey,18,129,18129,29.4,97.43079817909722,33.4
2008,Indiana,Posey,18,129,18129,29.9,98.6471254706064,33.9
2009,Indiana,Posey,18,129,18129,29.4,25.8,33.4
1503,Indiana,Posey,18,129,18129,27.6,114.28897237993723,31.4
2011,Indiana,Posey,106,129,18129,127.7559098521176,22.8,29.9
2012,Indiana,Posey,18,129,18129,25.3,22.0,29.0
2013,Indiana,Poey,18,129,18129,23.2,20.1,26.7
2014,Indiana,Posye,18,129,18129,21.5,18.4,24.9
2015,Indiana,Posecy,18,129,18129,19.9,16.9,23.2
2016,ndiana,Posey,18,129,18129,18.2,15.2,21.5
2017,Indiana,Posey,18,129,18129,16.9,13.9,20.4
2018,Indiana,Posey,18,129,18129,15.7,12.5,19.5
1394,Indaina,oPsey,18,129,18129,15.0,11.5,19.3
2020,Indiana,Posey,18,129,18129,13.9,10.1,18.7
2075,Indiana,Pulaski,18,408,123343,39.9,108.25241630209884,134.84189837345818
2435,Indiana,Pulaski,18,131,117050,40.0,32.4,48.7
2005,Indiana,Pualski,18,131,18131,39.7,33.2,47.2
2006,Indiana,Pulaski,18,131,18131,41.7,35.5,48.6
2007,Idiana,Pulasi,18,131,18131,42.7,36.7,49.3
2008,Indiana,Pulaski,18,131,18131,42.1,36.3,48.5
2009,Indiana,Pulaski,18,131,18131,40.3,34.7,46.5
2010,nIdiana,Pulaski,18,410,18131,36.8,31.6,42.7
2011,Indioana,Pulraski,18,131,18131,34.3,29.3,39.9
2012,Idniana,Pulaski,18,131,18131,32.6,27.7,38.2
