Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
RP-50030-10,O,Lynn,,Catanese,Eleutherian Mills - Hagley Foundation,Wilmington,DE,19807-0630,USA,5/1/2010,2010,William Pahlmann Papers Processing Project,Archives- Detailed Processing Projects,Records,"$112,203 ","$112,203 ",10/1/2010,9/30/2012,"To process and make available the papers of interior designer William Pahlmann (1900-1987), a leader in department and specialty store design."
RP-50031-10,O,Robert,W.,Schoeberlein,Maryland State Archives,Annapolis,MD,21401-1685,USA,5/1/2010,2010,Salvaging the Records of Baltimore City,Archives- Detailed Processing Projects,Records,"$121,840 ","$121,840 ",7/1/2010,6/30/2013,"In partnership with the City of Baltimore, to prepare improved descriptive information for the records of Baltimore from 1729 to the present, which total over 30,000 cubic feet, in an online finding aid."
RC-10076-10,O,Robert,W.,Schoeberlein,Maryland State Archives,Annapolis,MD,21401-1685,USA,5/1/2010,2010,State Board SNAP Grant,State Board Programs,Records,"$7,658 ","$7,658 ",7/1/2010,12/31/2011,"To support basic activities, a needs assessment survey of 400 repositories in the state, and a series of emergency preparedness workshops."
RP-50032-10,O,Kevin,Anthony,Grace,University of Cincinnati,Cincinnati,OH,45221-0222,USA,5/1/2010,2010,Theodore M. Berry:  Processing the Papers of a Civil Rights Pioneer,Archives- Detailed Processing Projects,Records,"$61,287 ","$61,287 ",8/1/2010,1/31/2012,"To process and make available the papers of Theodore M. Berry, a civil rights pioneer, activist, and first African American mayor of Cincinnati."
RP-50040-10,O,T. Michael,,Kelly,Amherst College,Amherst,MA,01002-5000,USA,5/1/2010,2010,Kades/Loewenstein/Thorp Papers Processing Project,Archives- Detailed Processing Projects,Records,"$56,744 ","$56,744 ",10/1/2010,12/31/2011,"To process and make available the papers of three notable figures in post-World War II international politics and diplomacy: Charles R. Kades, who helped draft the constitution for Japan; Karl Lowenstein, who developed the post-war constitution and civil administration in Germany; and Willard R. Thorp, Assistant Secretary for Economic Affairs under President Truman, and one of the principal architects of the Marshall Plan."
RB-50088-10,O,Stephanie,Haboush,Plunkett,Norman Rockwell Museum at Stockbridge,Stockbridge,MA,1230,USA,5/1/2010,2010,Norman Rockwell Archives Processing Project,Archives - Basic Projects,Records,"$108,213 ","$108,213 ",10/1/2010,9/30/2012,To process and make available approximately 725 cubic feet of material on American artist Norman Rockwell and other 20th century American artists.
RB-50096-10,O,Deborah,,Carver,University of Oregon,Eugene,OR,97403-5219,USA,5/1/2010,2010,Supporting and Building Emergent Archival Programs in the Northwest,Archives - Basic Projects,Records,"$123,118 ","$123,118 ",7/1/2010,6/30/2012,"On behalf of the Northwest Digital Archives, to assist seven small liberal arts colleges in Oregon and Washington with archival program development and to make their collections known to researchers."
RB-50097-10,O,Russ,,Corley,Goodwill Industries of Central Texas,Austin,TX,78753,USA,5/1/2010,2010,Goodwill Computer Museum (GCM) Archives and Library Project,Archives - Basic Projects,Records,"$50,940 ","$50,940 ",8/1/2010,7/31/2011,"To establish a Library and Archives at the Goodwill Computer Museum, an educational and research institution, for collecting the documentation related to vintage computer equipment."
RB-50099-10,O,Rachel,,Vagts,Luther College,Decorah,IA,52101,USA,5/1/2010,2010,Journeys to America:  Illuminating Hidden Collections,Archives - Basic Projects,Records,"$119,898 ","$119,898 ",9/1/2010,12/31/2012,"In partnership with Vesterheim Norwegian-American Museum, to survey and make accessible significant Norwegian-American records housed at the two institutions."
RB-50102-10,O,Marsha,,Matthews,Oregon Historical Society,Portland,OR,97205,USA,5/1/2010,2010,Manuscript Catalog Retrospective Conversion Project,Archives - Basic Projects,Records,"$84,480 ","$84,480 ",7/1/2010,6/30/2012,"To provide online access to 4,500 manuscript collections on the settlement of the West and the development of the Pacific Northwest."
RB-50106-10,O,Liza,,Posas,Autry National Center of the American West,Los Angeles,CA,90027-1462,USA,5/1/2010,2010,Decreasing the Backlog of Unprocessed Collections,Archives - Basic Projects,Records,"$98,900 ","$98,900 ",10/1/2010,9/30/2013,"To process and catalog 400 collections at the Braun Research Library and 80 collections at the Autry Research Library, documenting the American west, including the papers of Gene Autry and the George Bird Grinnell diaries of life among the Blackfeet, Cheyenne, and Arapaho."
RB-50110-10,O,Christopher,,Harter,"Tulane University, Amistad Research Center",New Orleans,LA,70118-5665,USA,5/1/2010,2010,Appraising and Identifying Audiovisual Materials,Archives - Basic Projects,Records,"$73,840 ","$73,840 ",7/1/2010,3/31/2012,"To inventory audio-visual materials on the history, culture, and life experiences of African Americans and other ethnic minorities within its collections."
RB-50111-10,O,Rebecca,,Simmons,Rochester Institute of Technology,Rochester,NY,14623,USA,5/1/2010,2010,Creating Online Information: Cataloging the Backlog,Archives - Basic Projects,Records,"$52,001 ","$52,001 ",7/1/2010,12/31/2011,"To process and describe 3,041 cubic feet of unprocessed institutional collections and make them available on the Internet."
RB-50112-10,O,Bruce,,Klein,Bishop Paiute Tribe,Bishop,CA,93514,USA,5/1/2010,2010,Establishing a Tribal Archives,Archives - Basic Projects,Records,"$14,372 ","$14,372 ",10/1/2010,9/30/2011,To support an evaluation of the record needs of the tribe and prepare a plan for developing an archives and records management program.
RB-50117-10,O,John,,Tomlinson,Paul Taylor Dance Foundation,New York,NY,10002,USA,5/1/2010,2010,Paul Taylor Dance Archives,Archives - Basic Projects,Records,"$66,127 ","$66,127 ",7/1/2010,6/30/2011,To process and create online finding aids for the backlog of records for this world renowned American dance company and leading choreographer.
RB-50118-10,O,Mallory,,Pierce,Oregon Shakespeare Festival,Ashland,OR,97520,USA,5/1/2010,2010,Oregon Shakespeare Festival Archives,Archives - Basic Projects,Records,"$139,435 ","$139,435 ",7/1/2010,6/30/2012,To modernize its Archives and make archival resources available online for 683 cubic feet from one of the oldest and largest regional theaters in the United States.
RB-50124-10,O,Stephennie,,Freeman,Highland Park Historical Society,Highland Park,IL,60035,USA,5/1/2010,2010,Basic Processing and Preservation Planning Project,Archives - Basic Projects,Records,"$86,414 ","$86,274 ",8/1/2010,10/31/2012,"To institute a formal archives, starting with over 1,000 cubic feet of materials, documenting the history of the city of Highland Park."
DG-10013-10,O,José,,Ortiz,"Sila M. Calderón Foundation, Inc.",Río Piedras,PR,925,USA,5/1/2010,2010,Archivists Needs Assessment: Puerto Rico,Professional Development - General,Professional Development,"$18,916 ","$18,916 ",7/1/2010,6/30/2011,To support an assessment of the educational and training needs of the archival community in Puerto Rico.
DG-10014-10,O,Paul,R.,Bergeron,Municipal Clerks' Education Foundation of I.I.M.C. Inc.,Rancho Cucamonga,CA,91730-7600,USA,5/1/2010,2010,Publication of Online Archives and Records Administration Technical Bulletins (MCEF),Professional Development - General,Professional Development,"$20,163 ","$20,163 ",7/1/2010,3/31/2013,To support free online publication of technical bulletins that will provide municipal and county officials with basic guidelines for caring for historical records.
RC-10087-10,O,Mark,E.,Harvey,Michigan Department of Natural Resources and Environment,Lansing,MI,48933,USA,5/1/2010,2010,State Board SNAP Grant,State Board Programs,Records,"$37,310 ","$37,310 ",9/1/2010,2/29/2012,To support basic activities and to catalog collections at six of the state’s repositories in order to provide greater access to a variety of archival holdings.
PM-50021-11,O,Walter,E.,Fluker,Trustees of Boston University,Boston,MA,02118-2526,USA,5/1/2010,2011,The Howard Thurman Papers Project,Publishing - New Republic through the Modern Era,Publications,"$126,320 ","$126,320 ",1/1/2011,6/30/2013,"To support completion of volumes 2 (1937 - 1943), 3 (1944 - 1953), 4 (1954 -1964), and 5 (1965-1981).  Howard Thurman was a noted theologian with a wide influence."
PS-10035-10,O,Robert,J.,Brugger,Johns Hopkins University,Baltimore,MD,21218-2608,USA,11/1/2009,2010,"Documentary History of the First Federal Congress of the United States of America, vol. 20",Subventions,Publications,"$10,000 ","$10,000 ",1/1/2010,6/30/2012,To support Johns Hopkins University Press publication of volume 20 of The Documentary History of the First Federal Congress.
PS-10039-10,O,Robert,J.,Brugger,Johns Hopkins University,Baltimore,MD,21218-2608,USA,11/1/2009,2010,"Documentary History of the First Federal Congress of the United States of America, vol. 18",Subventions,Publications,"$10,000 ","$10,000 ",1/1/2010,6/30/2012,To support Johns Hopkins University Press publication of volume 18 of The Documentary History of the First Federal Congress.
PS-10040-10,O,Robert,J.,Brugger,Johns Hopkins University,Baltimore,MD,21218-2608,USA,11/1/2009,2010,"Documentary History of the First Federal Congress of the United States of America, vol. 19",Subventions,Publications,"$10,000 ","$10,000 ",1/1/2010,6/30/2012,To support Johns Hopkins University Press publication of volume 19 of The Documentary History of the First Federal Congress.
PC-50013-10,O,Charlene,B.,Bickford,George Washington University,Washington,DC,20052-0001,USA,11/1/2009,2010,"The Documentary History of the First Federal Congress, 1789-1791: Correspondence: Second Session, vol. 18-20 (Year 2 of 3)",Publishing - Colonial and Early National Period,Publications,"$226,048 ","$226,048 ",1/1/2010,12/31/2010,"To support a selective edition of the papers of the first Federal Congress, 1789-1791."
DG-10011-10,O,Jeanette,A.,Bastian,Simmons College,Boston,MA,02115-5898,USA,11/1/2009,2010,Building a Simmons Archives and Preservation Digital Curriculum Laboratory,Professional Development - General,Professional Development,"$138,182 ","$138,182 ",1/1/2010,6/30/2012,"To build a digital curriculum laboratory for electronic records management, in partnership with students at New York University and the University of Wisconsin-Milwaukee."
DG-10010-10,O,Michael,E.,Stevens,Wisconsin Historical Society,Madison,WI,53706-1482,USA,11/1/2009,2010,2010 Institute for the Editing of Historical Documents,Professional Development - General,Professional Development,"$42,140 ","$42,140 ",1/1/2010,12/31/2010,"To support the 39th annual Institute, which provides one-week of intensive training in best practices in documentary editing."
PS-10037-10,O,Lynne,,Withey,University of California Press,Berkeley,CA,94720,USA,11/1/2009,2010,"Papers of Emma Goldman, Volume 3",Subventions,Publications,"$10,000 ","$10,000 ",1/1/2010,5/31/2011,"To support the University of California Press publication of The Selected Papers of Emma Goldman, volume 3."
PC-50016-10,O,Barbara,B.,Oberg,Princeton University,Princeton,NJ,08544-0001,USA,11/1/2009,2010,The Papers of Thomas Jefferson (Year 2 of 2),Publishing - Colonial and Early National Period,Publications,"$173,870 ","$173,870 ",7/1/2010,6/30/2011,To support a comprehensive edition of the papers of the third President of the United States.
PC-50006-10,O,Dale,S.,Brenneman,University of Arizona,Tucson,AZ,85719-4824,USA,11/1/2009,2010,The O'odham-Pee Posh Documentary History Project: A Collaboration between the O'odham-Pee Posh Communities and DRSW,Publishing - Colonial and Early National Period,Publications,"$80,492 ","$80,492 ",7/1/2010,6/30/2011,"To support a volume of the military activities and policies on the northern frontier of Spain's North American colonies, particularly the O'odham and Pee Posh Native American tribal communities."
PC-50005-10,O,,,,"Columbia University in the City of New York, Trustees of",New York,NY,10027-6900,USA,11/1/2009,2010,The Selected Papers of John Jay (Year 1 of 3),Publishing - Colonial and Early National Period,Publications,"$162,276 ","$162,276 ",7/1/2010,6/30/2011,"To support a selective book edition of the first Chief Justice of the Supreme Court, co-author of the Federalist Papers, and statesman."
PC-50017-10,O,Ellen,R.,Cohn,Yale University,New Haven,CT,06511-6614,USA,11/1/2009,2010,"The Papers of Benjamin Franklin, vol. 40-44 (Year 2 of 3)",Publishing - Colonial and Early National Period,Publications,"$215,130 ","$215,130 ",7/1/2010,6/30/2011,"To support a comprehensive edition of the papers of this patriot, inventor, and statesman."
