indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
uDeath rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2017,41,85 years and over,6.0,50.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2018,42,85 years and over,6.0,47.2,...
Death rates for suicide,"Deaths per 100,000 resident popuation, crude",2,Sex and age,3,Female: 10-14 years,3.21,1950,1,10-14 years,1.0,4.3,*
Death rates fork suicide,"Deaths per 100,000 resident population, crude",2,Sex an age,3,Female: 10-14 years,3.21,1960,2,10-14 years,1.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1970,3,10-14 years,1.0,0.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1980,4,10-14 years,1.0,0.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,ex and age,3,Female: 10-14 years,3.21,1981,5,10-14 years,1.0,0.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1982,6,1h0-14 years,1.0,0.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1983,7,10-14 years,1.0,0.6,...
Death rates for uicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1984,8,10-14 years,1.0,0.6,...***
Death rates for suiide,"Deaths per 100,000 resident population, crude",2,Sex ancd age,3,Female: 10-14 years,3.21,1985,9,10-14 years,1.0,0.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1986,10,10-14 years,1.0,0.7,..
Death rates for suicide,"Deaths per 100,000 resident population,c rude",2,Sex and age,3,Female: 10-14 years,3.21,1987,11,10-14 years,1.0,0.7,...
Deazth rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1988,12,10-14 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident popluation, crude",2,Sex and age,3,Female: 10-14 years,3.21,1989,13,10-14 years,1.0,0.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female:w 10-14 years,3.21,1990,14,10-14 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sx and age,3,Femael: 10-14 years,3.21,1991,15,10-14 years,1.0,0.7,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1992,16,10-14 years,1.0,0.9,m...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1993,17,10-14 years,1.0,0.9,...
Death rates for smuicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1994,18,10-14 years,1.0,0.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,bSex and age,3,Female: 10-14 years,3.21,1995,19,10-14 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1996,20,10-14 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1997,21,10-14 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1998,22,10-14 years,1.0,0.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1999,23,10-14 years,1.0,0.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2000,24,10-14 years,1.0,0.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2001,25,10-14 years,1.0,0.6,...
Death rates fo suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Femlae: 10-14 years,3.21,2002,26,10-14 years,1.0,0.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,ex and age,3,Female: 10-14 years,3.21,2003,27,10-14 years,1.0,0.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Feale: 10-14 years,3.21,2004,28,10-14o years,1.0,0.9,..i.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2005,29,10-14 years,1.0,0.7,...
Death rates for suicide,"Deaths per 100,000 resident populaton, crude",2,Sex and age,3,Female: 10-14 years,3.21,2006,30,10-14 years,1.0,0.6,...
Death rates forsuicide,"Deaths per 100,000 resident populatin, crude",2,Secx and age,3,Female: 10-14 years,3.21,2007,31,10-14t years,1.0,0.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2008,32,10-14 years,1.0,0.7,...
Detah rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2009,33,10-14 years,1.0,0.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2010,34,1-014 years,1.0,0.9,...
Daeth rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2011,35,101-4 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2012,36,10-1j4 years,1.0,0.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2013,37,10-14 yeaurs,1.0,1.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2014,38,10-14 years,1.0,1.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2015,39,10-14 years,1.0,1.6,...
Death rates for suicide,"Deaths per 100,000r esident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2016,40,10-14 years,1.0,1.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2017,41,10-14 years,1.0,1.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2,Sex and dage,3,Female: 10-14 years,3.21,2018,42,10-14 years,1.0,2.0,.o..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1950,1,15-24 years,2.0,2.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1960,2,15-24 yeras,2.0,2.2,...
Death rates for suicivde,"eDaths per 100,000 resident population, crude",2,Se and age,3,Female: 15-24 years,3.22,1970,3,15-24 years,2.0,4.2,...
Death zrates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1980,4,15-24 years,2.0,4.3,...***
Death rates for suimcide,"Deaths per 100,0o00 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1981,5,152-4 years,2.0,4.6,...
Death rates for suicbide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1982,6,15-24 years,2.0,4.2,a...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1983,7,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,00i0 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1984,8,15-24z years,2.0,4.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1985,9,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex ad age,3,Female: 15-24 years,3.22,1986,10,15-24 years,2.0,4.3,...
Deth rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1987,11,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,cFemale: 15-24 years,3.22,1988,12,15-24 years,2.0,4.2,...
Death rates for suicide,"Deaths per 100,000 residenyt population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1989,13,15-24 years,2.0,4.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1990,14,51-24 years,2.0,3.9,...
Death rates for suqicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1991,15,15-24 years,2.0,3.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 1-524 years,3.22,1992,16,1524 years,2.0,3.6,...
Death ratnes for suicide,"Deaths per 100,000 resident population, crude",2,Se xand age,3,Female: 15-24 years,3.22,1993,17,15-24 tyears,2.0,4.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1994,18,15-24 years,2.0,3.7,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1995,19,15-24 years,2.0,3.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex adn age,3,Female: 15-24 years,3.22,1996,20,15-24 yyears,2.0,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1997,21,15-24 years,2.0,3.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1998,22,15-24 years,2.0,3.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1999,23,15-24 years,2.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2000,24,51-24 years,2.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2001,25,15-24 years,2.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2002,26,15-24 years,2.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2003,27,15-24 years,2.0,3.0,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2004,28,15-24 years,2.0,3.5,...
Death rates for suicide,"Deaths per 100,000 ersident population, crude",2,Sex and age,3,Female: 15-4 years,3.22,2005,29,15-24 years,2.0,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2006,30,15-24 years,2.0,3.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2007,31,15-24 years,2.0,3.1,...
Death ratles for suicide,"Deaths per 100,000 resident population, crude",2,Sex arnd age,3,Female: 15-24 years,3.22,2008,32,15-24 years,2.0,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2009,33,15-24 years,2.0,3.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2010,34,15-24 years,2.0,3.9,...
Deah rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2011,35,15-24 years,2.0,4.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Fmale: 15-24 years,3.22,2012,36,15-24 years,2.0,4.5,...
Death rates folr suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2013,37,15-24 years,2.0,4.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex ad age,3,Female: 15-24 years,3.22,2014,38,15-24 years,2.0,4.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Fecmale: 15-24 years,3.22,2015,39,15-24 years,2.0,5.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2016,40,15-24 years,2.0,5.4,...
Death rates for suicide,"Deaths per 100,000 resident populaiton, crude",2,Sx and age,3,Female: 15-24 years,3.22,2017,41,15-24 years,2.0,5.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2018,42,15-24 years,2.0,5.8,..
Death rates fora suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1950,1,15-19 years,2.1,1.8,...
Death rates for suicide,"Deaths er 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1960,2,15-19 years,2.1,1.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1970,3,15-19 years,2.1,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 yrears,3.221,1980,4,15-1 9years,2.1,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 1v5-19 years,3.221,1981,5,15-19 years,2.1,3.5,.n..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1982,6,15-19 years,2.1,3.1,...
Death ratesg for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1983,7,15-19 years,2.1,3.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and ae,3,Ftemale: 15-19 years,3.221,1984,8,15-1 years,2.1,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1985,9,15-19 years,2.1,3.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 1-19 years,3.221,1986,10,15-19 years,2.1,3.7,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1987,11,15-19 years,2.1,4.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 1k5-19 years,3.221,1988,12,15-19 years,2.1,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1989,13,15-19 years,2.1,4.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 ears,3.221,1990,14,15-19 years,2.1,3.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1991,15,5-19 years,2.1,3.7,..i.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sx and age,3,Female: 15-19 years,3.221,1992,16,15-19 yars,2.1,3.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1993,17,15-19 years,2.1,3.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1994,18,15-19 years,2.1,3.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1995,19,15z-19 years,2.1,3.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 eyars,3.221,1996,20,15-19 years,2.1,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 151-9 years,3.221,1997,21,15-19 years,2.1,3.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 yeras,3.221,1998,22,15-19 years,2.1,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,1999,23,15-19 years,2.1,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,2000,24,15-19 years,2.1,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-1n9 years,3.221,2001,25,15-19 years,2.1,2.7,...
Death rates for suicide,"Dyeaths per 100,000 resident population, crude",2,Sex and arge,3,Female: 15-19 years,3.221,2002,26,51-19 years,2.1,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-19 years,3.221,2003,27,15-19 years,2.1,2.6,...
