OBJECTID_1,OBJECTID,Perimeter,Area,ACRES,DELINSQMI,TINWSYS_IS,PWS_ID,PWS_Name,PWS_label,TINWSYS_D_,TINWSF_IS,TINWSF_NAM,TINWSF_WAT,Src_label,DWS_ID,OREGON_DWP,CITY,CNTY_NAME,EPA_METHOD,OR_METHOD,Comments,FIPS_CNTY,OR_CNTY_NU,TINWSYS_ST,UTM_ZONE,SDWIS_link,UpStrm_Cd,UpStrmPWSs,DwnStrm_Cd,Assessment,SUBBASIN,SUBBASIN_N,HUC12_NHD,HUC12_WBD,WRD_basin,DATE_DEL,INITIALS_D,DATE_DIG,INITIALS_1,DATE_PROC,INITIALS_P,METHOD,Comment,HUC4_edit,Separate,SQMI,Shape__Area,Shape__Length
214,227,141219.735938,675120765.789,15498.7021644,24.216722135,3779,4100673,PRAIRIE CITY,Prairie City,C,6694,INFILTRATION GALLERY--LOW,GU,Infiltration Gallery--Low, ,0,PRAIRIES CITY,GRANT,AM,ANALYTICAL MODEL,Surface water DWSA for IG added by sda (08SEP2006),23,12,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00673,251, ,249,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100673,17070201,Upper John Day,170702010602,170702010802,John Day,2005/05/11 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,AM,"Added from GW wells (GU); sda 122016", ,JoinToRight,24.216722135,123602509.320313,60425.8049041716
215,228,141219.735938,675120765.789,15498.7021644,24.216722135,3779,4100673,PRAIRIE CITY,Prairie City,C,6695,INFILTRATION GALLERY--UPPER,GU,Infiltration Gallery--Upper, ,0,PRAIRIES CITY,GRANT,AM,ANALYTICAL MODEL,Surface water DWSA for IG added by sda (08SEP2006),23,12,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00673,248, ,248,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100673,17070201,Upper John Day,170702010602,170702010802,John Day,2005/05/11 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,AM,"Added from GW wells (GU); sda 122016", ,JoinToRight,24.216722135,123602509.320313,60425.8049041716
216,233,1070961.31458,30184390555.2,692941.030604,1082.72036046,3446,4100835,SHANGRI LA WATER DISTRICT,Shangri La Water District,C,2525,WELL,GW,Well, ,0,DEERHORN,LANE,CFR,CALCULATED FIXED RADIUS,DWSA delinated using Watershed tool in ArcGIS (BF - 10/29/18),39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00835,256, ,252,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100835,17090004,McKensie,170900040704,Willamette,Willamette,1999/11/24 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,2017/03/16 00:00:00+00,OHA,CFR,"Added from GW wells (GU); sda 122016", ,JoinToRight,1082.72036046,5452540486.89063,455186.95584707
217,235,18903.8991774,15366766.6449,352.773831775,0.551209112221,4011,4101139,MIDLAND WATER ASSOCIATION,Midland Water Association,C,11828,SPRING #2,GW,Spring #2, ,0,CLATSKANIE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01139,222,Yes,225,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101139,17080003,Lower Columbia-Clatskanie, , , ,2011/02/11 00:00:00+00,SDA,2011/02/11 00:00:00+00,SDA,2011/02/11 00:00:00+00,SDA,DRG_AI,"Delin (sda 11FEB2011); Approved Tom P(01APR2011).",done,JoinToRight,0.551209112221,2966236.4609375,8308.89277534621
218,236,518998.471972,8750921828.56,200894.325812,313.897384121,4293,4100236,"COTTAGE GROVE, CITY OF",City of Cottage Grove,C,11919,ROW RIVER, ,Row River IG,100341,146,COTTAGE GROVE,LANE, , , ,39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00236,21,YES,21,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100236,17090002,Coast Fork Willamette, , , ,2000/05/11 00:00:00+00,AECZ,2000/05/11 00:00:00+00,AECZ,2000/05/11 00:00:00+00,AECZ,DRG_AI,Prather Cr DWSA added (sda16APR2013)., ,JoinToRight,313.897384121,1554796824.10938,218756.555436068
219,239,739085.914292,6674163524.71,153218.324643,239.403632285,4125,4192152,CASCADE PACIFIC PULP LLC,CASCADE PACIFIC PULP LLC,NTNC,11653,WILLAMETTE RIVER, ,Willamette River,103883,130,HALSEY,LANE, , ,DWSA split using 'waterhsed' in ArcGIS at Chase Well #2 (BF - 8/2/18),39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=92152,4,YES,205,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4192152,17090003,Upper Willamette, , , ,2011/02/14 00:00:00+00,SDA,2011/02/14 00:00:00+00,SDA,2011/02/14 00:00:00+00,SDA,DRG_AI,"Pope&Talbot; Monroe removed (sda 04MAY2011).",part,JoinToRight,239.403632285,1202301849.79688,313879.863668415
220,242,846147.105354,18661926164.1,428420.587972,669.407168793,3957,4100326,GLIDE WATER ASSOCIATION,Glide Water Association,C,11700,North Umpqua River, ,North Umpqua River,100491,155,GLIDE,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00326,0,YES,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100326,17100301,North Umpqua, , ,Umpqua,2000/04/25 00:00:00+00,AECZ,2000/04/25 00:00:00+00,AECZ,2001/02/01 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,669.407168793,3281156466.95313,354682.455587926
221,244,16894.4915143,16944634.6726,388.996842317,0.607807566198,5052,4106169,OPAL CREEK ANCIENT FOREST CTR,Opal Creek Ancient Forest Ctr,NC,22545,FLUME CREEK, ,FLUME CREEK, ,0,PORTLAND,MARION, , ,DWSA delineated using the Wtaershed tool in ArcGIS (BF - 10/10/18),0,0, ,0,https://yourwater.oregon.gov/inventory.php?pwsno=06169,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4106169,17090005,North Santiam, , ,Willamette,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF, , , , ,0.607807566198,3132248.1953125,7261.16861963728
222,246,11286.7524873,4685816.43957,107.571973896,0.168081209234,3129,4190922,KELLY'S BRIGHTON MARINA,Kelly's Brighton Marina,NC,11876,N.F. MACMILLAN CREEK, ,N.F. MACMILLAN CREEK, ,0,ROCKAWAY BEACH,TILLAMOOK, , ,DWSA delineated using the Wtaershed tool in ArcGIS (BF - 10/10/18),0,0, ,0,https://yourwater.oregon.gov/inventory.php?pwsno=90922,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4190922,17100202,Nehalem, , ,North Coast,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF,1899/12/30 00:00:00+00, , , , , ,0.168081209234,891312.90625,4921.30026090275
223,248,435825.379514,5136039007.34,117907.703204,184.23078628,3956,4100323,"GLENDALE, CITY OF",City of Glendale,C,11858,Cow Creek, ,Cow Creek,100489,191,ROSEBURG,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00323,34,NO,173,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100323,17100302,South Umpqua, , , ,2003/01/23 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,2002/02/27 00:00:00+00,AECZ,DRG_AI,Fixed gap at Richter Mtn (sda27FEB2009), ,JoinToRight,184.23078628,886262693.304688,180986.467459226
224,249,34388.183472,50784873.2114,1165.86493002,1.82166395338,4472,4101483,ANGLERS COVE/SCHWC,Angler's Cove/SCHWC,C,18330,Rogue River, ,Rogue River, ,205,SHADY COVE,JACKSON, , , ,29,15,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01483,81,YES,194,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101483,17100307,Upper Rogue, , , ,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00, ,2018/10/10 00:00:00+00,BF, , , , ,1.82166395338,8716482.2734375,14240.7503404555
225,250,116485.709705,382767198.243,8787.16091177,13.7299389264,5211,4101520,HILAND WC - SHADY COVE,Hiland WC - Shady Cove,C,23354,Rogue River, ,Rogue River, ,0,SHADY COVE,JACKSON, , ,DWSA delineated using the Watershed tool in ArcGIS (BF - 10/10/18),29,15,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01520,0,"YES
",0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101520,17100307,Upper Rogue, , , ,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF,1899/12/30 00:00:00+00, , , , , ,13.7299389264,65655890.0078125,48238.8650166143
226,252,11326.7575999,4938070.07002,113.36294358,0.177129599367,2021,4100854,Swisshome Village,Swisshome Village,C,11497,Count Creek, ,Count Creek, ,0,Siwsshome,Lane, , ,"DWSA delinated by BF using ""Watershed' in ArcGIS (9/25/18)",0,0, ,10,https://yourwater.oregon.gov/inventory.php?pwsno=00854,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100854,17100206,Siuslaw, , ,Mid Coast,, ,, ,, , , , , ,0.177129599367,889313.0859375,4811.17221822543
227,253,12863.6107834,6850472.11473,157.265829125,0.24572785804,4014,4101361,RAINBOW ROCK CONDOMINIUMS,Rainbow Rock Condominiums,C,11761,Unnamed Creek, ,Unnamed Creek,101927,203,BROOKINGS,CURRY, , ,DWSA delineated using Watershed tool in ArcGIS (BF - 10/10/18),15,8,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01361,203,NO,11,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101361,17100312,Chetco, , , ,1899/12/30 00:00:00+00, ,1899/12/30 00:00:00+00, ,1899/12/30 00:00:00+00, , ,GW DWSA modified for surface water (sda 09JAN2017), , ,0.24572785804,1155509.9140625,5285.86159359112
228,255,9052.78223276,2476457.48277,56.8518684259,0.0888310444269,4016,4101449,MARSHLAND WATER ASSOCIATION,Marshland Water Association,C,23398,TRIBUTARY TO TANDY CREEK, ,Tributary to Tandy Creek, ,0,CLATSKANIE,COLUMBIA, , ,DWSA delineated with the Watershed tool in ArcGIS (BF - 10/10/18),9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01449,229, ,208,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101449,17080003,Lower Columbia-Clatskanie, , , ,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF,2018/10/10 00:00:00+00,BF, , , , ,0.0888310444269,478139.7578125,3982.38397649582
229,0,24724.8126597,33791319.4649,775.745055798,1.21210164984,3924,4105592,Belloni Boys Ranch,Belloni Boys Ranch,NTNC,11527,Belloni Boys Ranch, ,Davis Creek, ,0, ,COOS, , ,DWSA delineated using 'watershed' in ArcGIS (BF - 8/2/18),11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=05592,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4105592,17100304,Coos, , , ,1899/12/30 00:00:00+00, ,1899/12/30 00:00:00+00, ,1899/12/30 00:00:00+00, , , , , ,1.21210164984,5923343.7890625,10349.2015827639
230,0,603614.351926,13707134683.8,314673.772097,491.677768965,3915,4100851,"SWEET HOME, CITY OF",City of Sweet Home,C,23080,Intake - Foster Lake Dam, ,Intake - Foster Lake Dam,101322,115,SWEET HOME,LINN, , ,Sweet home DWSA split at Foster Lake intake using 'watershed' tool in ArcGIS (BF - 8/2/18),43,22,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00851,8,NO,157,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100851,17090006,South Santiam, , ,Wilamette,2000/01/24 00:00:00+00,KTS,2000/01/24 00:00:00+00,KTS,2001/01/24 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,491.677768965,2501876245.95313,257844.82565179
231,36,363704.132007,3814136862.19,87560.8842695,136.813881689,3879,4100157,CANBY UTILITY,Canby Utility,C,11873,SPRINGS GALLERY, ,Springs Gallery, ,69,CANBY,CLACKAMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00157,230,YES,86,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100157,17090009,Molalla-Pudding, , , ,2000/02/10 00:00:00+00,KTS,2000/02/10 00:00:00+00,KTS,2000/08/23 00:00:00+00,AECZ,DRG_AI,"New source 10/1998; New delineation added (sda).", ,JoinToRight,136.813881689,713516476.5,157273.229716839
232,235,18903.8991774,15366766.6449,352.773831775,0.551209112221,4011,4101139,MIDLAND WATER ASSOCIATION,Midland Water Association,C,11827,SPRING #1,GW,Spring #1, ,0,CLATSKANIE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01139,222,Yes,225,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101139,17080003,Lower Columbia-Clatskanie, , , ,2011/02/11 00:00:00+00,SDA,2011/02/11 00:00:00+00,SDA,2011/02/11 00:00:00+00,SDA,DRG_AI,"Delin (sda 11FEB2011); Approved Tom P(01APR2011).",done,JoinToRight,0.551209112221,2966236.4609375,8308.89277534621
233,238,201896.275337,1424960189.94,32712.71556,51.1136180691,4319,4100837,SPRINGFIELD UTILITY BOARD,Springfield Utility Board,C,11786,Thurston Well #2, ,Thurston Well #2, ,124,Springfield,LANE, , ,DWSA split using 'waterhsed' tool in ArcGIS at new intake/well (BF - 8/2/18),39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00287,2,NO,67,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100287,17090004,McKenzie, , , ,2000/10/02 00:00:00+00,AECZ,2000/10/02 00:00:00+00,AECZ,2000/10/02 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,51.1136180691,256761298.109375,85682.5497227555
234,0,11610.6675689,8073634.55125,185.345887188,0.289602948768,2069,4194929,ON THE RIVER RV PARK,On The River RV Park,NC,6192,WELL,GW,Well, ,0,MYRTLE CREEK,DOUGLAS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,0,https://yourwater.oregon.gov/inventory.php?pwsno=94929,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4194929,17100302,South Umpqua,171003021102,Willis Creek-South Umpqua River,Umpqua,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.289602948768,1406841.109375,4849.6550136235
235,0,11951.4683953,8935041.5264,205.121149373,0.320501795936,3189,4193973,LATGAWA METHODIST CHURCH CAMP,Latgawa Methodist Church Camp,NC,11588,LITTLE BUTTE CREEK,SW,Little Butte Creek, ,0, ,JACKSON, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=93973,226, ,232,http://www.deq.state.or.us/wq/dwp/swrpts.asp#41XXXXX,17100307,Upper Rogue,171003070805,Middle South Fork Little Butte Creek,Rogue,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.320501795936,1519212.5,4924.68012167523
236,0,12930.2531754,10002964.4352,229.637384003,0.358808412551,4392,4101091,USFS STEAMBOAT WORK CENTER,USFS Steamboat Work Center,NC,11782,NORTH UMPQUA RIVER,SW,North Umpqua River, ,0, ,DOUGLAS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01091,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp#4101091,17100301,North Umpqua,171003010806,Apple Creek-North Umpqua River,Umpqua,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.358808412551,1758076.8984375,5419.2006857238
237,0,12277.0361449,9173664.85371,210.599209102,0.329061264264,1317,4193438,TIMBER RIVER RV PARK,Timber River RV Park,NC,11470,NORTH UMPQUA RIVER,SW,North Umpqua River, ,0, ,DOUGLAS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=93438,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp#4193438,17100301,North Umpqua,171003011101,Bradley Creek-North Umpqua River,Umpqua,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.329061264264,1611517.828125,5146.95384825736
238,0,12229.1535285,9108487.95898,209.102947499,0.326723355509,4234,4194558,COOS CO PKS - WEST LAVERNE,Coos County Parks - West Laverne,NC,11603,NORTH FORK (COQUILLE RIVER),SW,North Fork (Coquille River), ,0, ,COOS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=94558,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp#4106169,17100305,Coquille,171003050403,Hudson Creek-North Fork Coquille River,South Coast,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.326723355509,1596621.7109375,5123.21046532805
239,0,11872.3122023,8761595.1524,201.139352591,0.314280238465,4979,4195332,MYRTLE TREE RV PARK,Myrtle Tree RV Park,NC,21831,COQUILLE RIVER,SW,Coquille River, ,0, ,COOS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=95332,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp#4195322,17100305,Coquille,171003050208,Dement Creek-South Fork Coquille River,South Coast,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.314280238465,1522773.140625,4952.8581119845
240,0,14030.4909279,12345607.5042,283.417283903,0.442839506156,672,4190476,LITTLE RIVER CHRISTIAN CAMP,Little River Christian Camp,NC,17756,WELL  (NEW),GU,Well  (New), ,0,WINSTON,DOUGLAS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=90476,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4190476,17100301,North Umpqua,171003011005,Middle Little River,Umpqua,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.442839506156,2162852.0859375,5872.5183214865
241,0,11988.2407587,8856181.19925,203.310758129,0.317673059617,1349,4193512,OK CORRAL,Ok Corral,NC,5122,WELL,GW,Well, ,0,GRANTS PASS,JOSEPHINE, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=93512,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4193512,17100310,Lower Rogue,171003100201,Pickett Creek-Rogue River,Rogue,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.317673059617,1514497.78125,4957.02859624502
242,0,12114.1662347,9019196.03266,207.053078732,0.32352043556,4142,4101265,ARRAH WANNA WATER COMPANY,Arrah Wanna Water Company,NC,11501,Crystal Creek,SW,Crystal Creek, ,0,Welches,CLACKAMAS, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01265,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101265,17080001,Lower Columbia-Sandy,170800010304,Lower Salmon River,Sandy,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.32352043556,1695730.96875,5252.42010754059
243,0,11947.6919349,8829323.5436,202.694188728,0.316709669929,3933,4194169,LAKESHORE WTR & DEVELOP CO-OP,Lakeshore Wtr & Develop Co-Op,NC,11664,HARRIS CREEK,SW,Harris Creek, ,0,JOSEPH,WALLOWA, , ,"Delinated using 1000 ft buffer (300 ft down; 2500 ft up) - BF 10/30/18",63,32,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=94169,227, ,233,http://www.deq.state.or.us/wq/dwp/swrpts.asp#4194169,17060105,Wallowa River,170601050109, , ,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,`, , , ,0.316709669929,1657649.9609375,5173.82035669032
244,32,77833.3831619,224918806.359,5163.44596045,8.06788431425,3940,4100169,CANYONVILLE CITY OF,City of Canyonville,C,11472,O'SHEA CREEK,SW,O'Shea Creek,100835,0,Canyonville,DOUGLAS, , ,Delineated using the Watershed toolin ArcGIS (BF - 10/30/18),0,0,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00169,37,YES,165,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100169,17100302,South Umpqua,171003020508,O'Shea Creek-South Umpqua River,Umpqua,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,bf,DRG_AI, ,N/A,JoinToRight,8.06788431425,38950366.78125,32390.9180425293
245,0,414037.925965,5310590765.35,121914.876212,190.491994105,4242,4100724,"ST HELENS, CITY OF",City of St Helens,C,18316,#3 RANNEY COLLECTOR,GU, , ,0,ST. HELENS,COLUMBIA, , ,"Delineated using Watershed tool in ArcGIS (BF - 10/30/18); clipped to HUC10",9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00724,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100724,17080003,Lower Columbia-Clatskanie, , , ,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,1899/12/30 00:00:00+00,BF, , , , ,190.491994105,1013887829.34375,180989.776334821
246,0,21959.0952661,18747346.2845,430.38157195,0.672471206258,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAA,Hidden,GW,Hidden, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.672471206258,3503899.3203125,9497.27043596897
247,0,4566.01915165,1002256.63319,23.0087383432,0.0359511536659,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAC,Elk Creek,GW,Elk Creek, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,0.0359511536659,187206.0703125,1974.22272831396
248,0,25976.0736909,33769387.4573,775.241564171,1.21131494417,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAE,Main Beaver,GW,Main Beaver, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,1.21131494417,6305667.8046875,11227.6380463378
249,0,30653.4953248,38069946.1881,873.969202672,1.36557687935,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAD,Coal Creek,GW,Coal Creek, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,1.36557687935,7106595.9609375,13253.3463240776
250,0,57669.8550467,128882331.6,2958.74304709,4.62303601167,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAB,West Beaver,GW,West Beaver, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,4.62303601167,24058905.453125,24919.712028706
251,0,96899.4845022,356548707.217,8185.2647708,12.789476206,3745,4100453,"LA GRANDE, CITY OF",City of La Grande,C,453UAF,Head Works,GW,Head Works, ,0,LA GRANDE,UNION, , ,Delineated using the Watershed tool in ArcGIS (BF - 10/30/18),0,0,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00453,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100453,17060104,Upper Grande Ronde,170601040301,Upper Beaver Creek,Grande Ronde,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,12.789476206,66507029.2265625,41860.1485043513
252,0,276882.444724,2741710017.3,62941.2530803,98.3457079507,71,4101246,YOUNG LIFE,Young Life Wash Family Ranch,C,2959,WELL #25 (WASC 004011),GU,Well #25 Wasc 004011), ,0,ANTELOPE,WASCO,CFR,CALCULATED FIXED RADIUS,Delinated using the Watershed tool in ArcGIS (BF - 10/30/18),65,33,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01246,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101246,17070204,Lower John Day,170702040406,John Day, ,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF, , , , ,98.3457079507,505667492.96875,118919.809743352
253,0,6993.33864482,2984142.10841,68.5067503446,0.107041797427,3101,4191167,MEADOWS UTILITIES LLC-MHM SPRING,Meadows Utilities Llc-Mhm Spring,NTNC,11869,TIMBERLINE TRAIL SPRING,GU,Timberline Trail Spring, ,0,Unknown,HOOD RIVER, , ,Delinated using the Watershed tool in ArcGIS (BF - 10/30/18),27,14,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=91167,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4191167,17070105,Middle Columbia-Hood,170701050501,Hood,Hood,2018/10/30 00:00:00+00,BF,2018/10/30 00:00:00+00,BF,3018/10/01 00:00:00+00,BF, , , , ,0.107041797427,561164.3046875,3034.31456906113
