OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
7377,1995,2834 NW 94th St & 2823 NW Golden Dr,,2017/02/17 22:03:12+00,2021/02/23 23:32:12+00,1995,1,19,"This shape tags the parcels impacted by the slide, and does not represent the slide's shape.  A slide occurred here, but the exact location and extent is unknown. Refer to attached documents.",2834 NW 94th St & 2823 NW Golden Dr,7377,291.65324878,76.2991140379731,291.654265629584
7378,96-97 Storm,2200 Blk 11th Ave W,,2017/02/22 19:13:44+00,2021/02/23 23:32:12+00,1997,1,2,This polygon does not represent a slide outline.  There was a rotational slide that affected the buildings at both properties.  Refer to overlapping slide point.,2219 11th Ave W,7378,6753.23224119,361.380657694439,6753.2298163401
7379,96-97 Storm,13021 12th Ave NW,,2017/02/22 21:30:37+00,2021/02/23 23:32:12+00,1997,1,9,"Slide in back yard (35+ ft from house).  Polygon does not represent specific size or location of slide, just affected property.",13021 12th Ave NW,7379,1908.77401711,179.631278063017,1908.77416565105
7380,1996,4423-4435 Brygger Dr W,,2017/02/24 19:46:19+00,2021/02/23 23:32:12+00,1996,2,20,"This shape tags the parcels impacted by sliding, but does not represent a slide outline.  Tension cracks and downslope creep on lots 4-9 along Brygger Dr W, damaging several residences that were constructed in part on a layer of fill.  A lawsuit followed.  Refer to attached files.","4423, 4425, 4429, 4433, 4435, lot 4, Brygger Dr W",7380,2551.88613756,377.755138362645,2551.89330994264
7381,SED 39-B,3821 & 3901 SW Barton St,,2017/02/24 22:10:09+00,2021/02/23 23:32:12+00,1999,2,25,"This polygon does not represent a slide outline.  Slide occurred on two residential properties, City right-of-way, and moved into Fauntleroy Park.","3901, 3821 SW Barton St",7381,1938.137096,188.056899092452,1938.13431840081
7382,1994,1612 Ferry Ave SW,,2017/02/27 18:00:44+00,2021/02/23 23:32:12+00,1994,12,21,This polygon does not represent a slide outline.  Refer to the slide point on 1612 Ferry Ave SW.  1612 Ferry is the same address as 4014 SW Massachusetts St.  This slide was litigated.,"1616 Ferry Ave SW, 1612 Ferry Ave SW, 3816 SW Massachusetts St, Duwamish Head Greenbelt",7382,25120.36906959,658.785254906281,25120.3725506683
7383,96-97 Storm,5940 Beach Drive SW,,2017/03/15 23:00:20+00,2021/02/23 23:32:12+00,1997,1,1,"This polygon does not represent a slide outline.  This slide began as a result of the 96-97 Storm and progressed through the spring.  Refer to S+W points 131, 132, 134.","5940, 5934 Beach Drive SW;  5933, 5937, 5945, 6005 Atlas Pl. SW",7383,10146.47601872,421.309589785592,10146.4762116444
7681,2006,2500 Dexter Ave N,,2017/03/16 15:59:00+00,2021/02/23 23:32:12+00,2006,,,Slide outline based on GeoEngineers sketch. Refer to the attached document. T.T,2500 Dexter Ave N & 2533 Westlake Ave N,7681,2076.82121871,222.295924728072,2076.82601634521
8001,1996,1605 Broadway Ave E,,2017/03/20 18:30:51+00,2021/02/23 23:32:12+00,1996,12,,"This polygon does not represent the landslide outline. Refer to the attached documents where a sketch is included by Geotech Consultants, Inc.","1605, 1613, 1615 Broadway Ave E; 1602, 1604 Lakeview Blvd E",8001,9718.08019826,425.269554657564,9718.07073305775
8019,"SED B-2-F, B-2-D, B-2-E",6000 Blk Atlas Pl SW,,2017/03/21 18:18:42+00,2021/02/23 23:32:12+00,1933,,,Landslides occurring from 1933-1934. Refer to the attached documents-- Terracon mapped part of the upper limit of 1933-1934 landslide in their slope stabilization plan.,,8019,226746.5237245,2918.66883548788,226746.534570004
8020,"2007, SED B-2-D","6067, 6053, 6049 Atlas Pl SW",,2017/03/21 18:19:41+00,2021/02/23 23:32:12+00,2007,12,3,Geometry from sketch in SED B-2-D. Slide initiated on steep slope. On-going private development on 6067. 18 cubic yds deposited onto Beach Dr SW.,"6067, 6053, 6049 Atlas Pl SW",8020,3319.89298548,231.285228484085,3319.89523902198
8321,SED B-2-F,,,2017/03/22 19:42:55+00,2021/02/23 23:32:12+00,1933,12,24,"This is not a slide outline. Earth movement included properties from the old mill site, which is approx. opposite and to the west of perhaps Lots 80 and 81, up to and including substantially Atlas Pl. Refer to attached documents.",,8321,41595.07779283,1199.64437432586,41595.0773805326
8322,96-97 Storm,1500 E Boston St,,2017/03/22 20:37:44+00,2021/02/23 23:32:12+00,1997,1,22,"This polygon does not represent the slide outline.  Slide began on 1500 E Boston St, causing cracking and settling of the house, and caused the slope to push on the property at 1415 E Interlaken.  Refer to overlapping slide point.","1500 E Boston St., 1415 E Interlaken Blvd",8322,420.05792545,92.1611843731701,420.058477061498
8337,96-97 Storm,5235 SW Jacobsen Rd,,2017/03/23 22:43:46+00,2021/02/23 23:32:12+00,1996,12,31,"This does not represent the slide's outline. Cracks, scarp, and structural damage were observed at 5235.  5233 had slope surface disturbance.  4810 was moved off its foundation.  4814 had slide debris 5' from the house and a bulge in the backyard. The toe bulge and head scarp extended onto the 4806 parcel. Refer to overlapping points and attached documents.","5235 SW Jacobsen Rd, 5233 SW Jacobsen Rd, 4806, 4810, 4814 54th Ave SW",8337,23439.15016035,630.868168892286,23439.1535807904
8651,1991,10455 Maplewood Pl SW,,2017/03/31 21:38:19+00,2021/02/23 23:32:12+00,1991,4,13,Slide outline based on GeoEngineers 1991 Geotechnical Report. Actual boundaries of slide may vary. Refer to attached files.,"10455 Maplewood Pl SW, 10447 47th Ave SW",8651,2501.46641113,238.533944725756,2501.46643082869
8658,"DCLU J87, SED A-1-A",3400 Blk SW Admiral Way,,2017/04/04 21:55:40+00,2021/02/23 23:32:12+00,1959,1,27,"This polygon does not represent a slide outline.  This major slide began in 1959 below SW Admiral Way, and extended north at least to SW Stevens St and downslope to Harbor Ave SW.  In 1961, the slide re-initiated and the scarp moved uphill to SW Admiral Way.  Homes at 3004-3012 34th Ave SW, 3400-3408 SW Admiral way were damaged or destroyed, as was the former Fauntleroy loop road.  Re-initiation occurred at Admiral Way following the 2001 Nisqually Earthquake (refer to overlapping point, S+W 1627)",,8658,295784.34975472,2651.09658304271,295784.361932183
8673,2001,3026 36th Ave SW,,2017/04/05 15:31:34+00,2021/02/23 23:32:12+00,2001,2,28,"This polygon does not represent the slide extent or initiation point.  A surficial slide occurred following the Nisqually Earthquake.  The east end and edges of the property were included, and cracks stretched to the parcel to the north.","3026, 3022 36th Ave SW",8673,543.94374738,102.137760288046,543.943972897185
8961,SED A-1-B,3300 Blk Admiral Way,,2017/04/13 20:17:33+00,2021/02/23 23:32:12+00,1998,1,25,This landslide complex was active during Jan 1998.  The extent of the complex was estimated from a site map in the PacRim Geotechnical Report.  Refer to Shannon and Wilson point 1491.,"3410, 3213 SW Hinds St, 33rd Ave SW, SW Admiral Way",8961,61189.47046954,1142.04540421189,61189.4575768937
8962,SED A-1-B,SW Admiral Way between SW Hanford and SW City View St,,2017/04/13 22:13:45+00,2021/02/23 23:32:12+00,1917,,,"This polygon does not represent slide shape. Slides have been occurring in this stretch regularly since before 1917, leading the City to acquire this property. In 1922, a slide was sluiced into the bay.  Springs have been encountered numerous times on this slope. Refer to surrounding points and polygons for specific events on private property.",,8962,64612.05887838,1608.65122563093,64612.042913593
9281,2001,3510-3570 S.W. Admiral Way,,2017/04/17 15:13:09+00,2021/02/23 23:32:12+00,2001,2,28,This polygon only tags parcels affected by the slide.  It does not delineate the slide shape or extent.  This was a Nisqually Earthquake event.  Ground fissures and separation from buildings were observed in the backyards (E side) of these properties.,3510-3570 S.W. Admiral Way,9281,3674.29693546,739.525202261126,3674.28640791359
9282,"SED B-2-C, B-2-D","Parcels 86, 87: 5962, 6029 Beach Drive SW",,2017/04/17 16:29:50+00,2021/02/23 23:32:12+00,1927,11,12,"Slide outline was estimated from a sketch attached to a 11/12/1927 field report.  This was a slump or set-down occurring in 1927 or prior.  Refer to files SED B-2-C, B-2-D.","Parcels 86, 87",9282,686.44449506,109.750086095961,686.444288476487
9283,"SED B-2-C, B-2-D","5960, 5962 Beach Dr SW",,2017/04/17 16:38:13+00,2021/02/23 23:32:12+00,1927,9,7,Estimated slide polygon based on sketch from 11/12/1927 field report in file SED B-2-C.  Refer to overlapping S&W point 135.  A claim was filed against the city for destabilizing the slope (B-2-D).,"84, 85",9283,2556.87789094,192.05623456526,2556.87878365477
9297,SED B-2-C,5923 Beach Drive SW,,2017/04/18 21:42:49+00,2021/02/23 23:32:12+00,1933,12,20,"This polygon does not represent the outline of the slide.  Shifting and sliding of the land occurred following a water main break.  The owners of the property filed claims against the City of Seattle.  Refer to overlapping point, S&W 130.","5923 Beach Dr SW (N 30 ft of Spring Hill Villa Tract 7), 5919 Beach Dr. SW",9297,373.67071076,111.61421061699,373.670790401836
9298,SED B-2-C,5915 Beach Drive SW,,2017/04/18 22:28:34+00,2021/02/23 23:32:12+00,1951,2,10,This polygon does not represent the slide outline.  A sewer line broke due to slide movement that impacted these properties.  Refer to overlapping S&W point 128.,"5915, 5916, 5919 Beach Drive SW",9298,3853.6339419,363.819763636439,3853.64255032322
9299,SED B-2-C ,"5909 Atlas Pl SW, 5916 Beach Drive SW",,2017/04/18 23:27:20+00,2021/02/23 23:32:12+00,1968,12,29,"This does not represent the slide outline, but does represent the general location of the slides as evidenced by a sketch in the report.  Two slides were reported: an upper slide that undermined the house at 5909 Atlas (Dec 29 1968), and a lower slide that ran into the house at 5916 Beach Dr (Jan 11 1969).  Refer to overlapping S&W point 129. Drainage along this slope remained an issue at least through 1970.","5909 Atlas Pl SW, 5916 Beach Drive SW, Parcel C.",9299,3056.9547219,286.614181968053,3056.95392875452
9300,J240,5948 Beach Dr SW,,2017/04/19 15:33:20+00,2021/02/23 23:32:12+00,1986,1,23,"This polygon does not represent the slide outline.  50ft bank of backyard came down from Atlas Pl. Above in a mud slide/debris flow.  Damage to house foundation. Refer to overlapping slide point, S&W 988.","5948 Beach Dr SW, 6005 Atlas Pl SW",9300,568.35334383,122.618920593714,568.355771056809
9302,"2001, SED 37-C","2410, 2418 37th Ave SW",,2017/04/19 16:17:33+00,2021/02/23 23:32:12+00,2001,28,1,"This polygon does not represent the slide outline.  Following the Nisqually earthquake, SEATRAN noted cracks on 37th in street and curb.  Structures at 2410 were being pulled away from retaining wall.  Refer to overlapping S&W point 1628.","2418, 2410 37th Ave SW, 37th Ave SW roadway in front of 2418.",9302,2035.69506254,194.657691107519,2035.69061279895
9303,SED 37-C,2418 37th Ave SW,,2017/04/19 16:17:49+00,2021/02/23 23:32:12+00,1965,4,29,This polygon does not represent the slide outline.  Refer to overlapping S&W point 877.,2418,9303,237.08592683,73.5160095916636,237.086041818567
9305,SED S-6 1983,1333 Sunset Ave SW,,2017/04/25 20:21:14+00,2021/02/23 23:32:12+00,1983,1,5,"This slide outline was estimated from a sketch in SED S-6. This ""mud flow-style"" landslide removed part of the rear yard and a portion of 45th Ave S.  Geotechnical reports say there used to be a ravine in the location of this property, which was covered with fill.  Borings have found up to 21ft of fill in places. Refer S&W record 776.","1333 Sunset Ave SW, 45th Ave SW",9305,3362.55431883,294.773439663175,3362.55477173304
9306,SED S-6 1939,1415 Sunset Ave SW,,2017/04/28 22:56:06+00,2021/02/23 23:32:12+00,1939,10,,"Settling of sidewalk and slope resulted in cracks and tilting in the concrete sidewalk, and in warping of the garage.  Engineers noted that ""small movements are continually taking place"" in this area.",1415 Sunset Ave SW (parcels 6-7),9306,531.12860799,109.745042277305,531.129714036068
9307,96-97 Storm,1366 Alki Ave SW,,2017/05/09 19:13:12+00,2021/02/23 23:32:12+00,1996,1,1,This polygon does not represent the slide's outline.  Refer to overlapping S&W point.,1366 Alki Ave SW,9307,2558.43147205,256.616856455519,2558.4373765878
9308,1916,1333 Sunset Ave SW,,2017/05/09 20:19:06+00,2021/02/23 23:32:12+00,,2,10,"This polygon represents several events beginning near 45th Ave SW and Sunset Ave SW, and extending down to residences on Alki. All properties touched by the polygon were impacted by one or more slides. Slides occurred at least in 1916, 1919, 1935, 1948, 1949, 1956, 1967. Refer to attached files and SED S-6, A-2-b, and C-3.","1300-1344 Alki Ave SW, 1333-1425 Sunset Ave SW",9308,184491.00628844,1850.15721642924,184491.007975176
9309,SED C-3 1948,1216 Alki Ave SW,,2017/05/09 22:01:30+00,2021/02/23 23:32:12+00,1948,,,"Month and day unknown. This slide outline was sketched on a map and labeled ""1948 Slide"": Topography Sketched in RE: Duwamish Head, 11-29-1946. from Comptroller's File 190973.","1216, 1210 Alki Ave SW",9309,4473.83124211,297.272141703265,4473.8304963837
9312,DCLU J262,1909 Sunset Ave SW,,2017/05/12 21:54:23+00,2021/02/23 23:32:12+00,1986,1,18,This polygon does not represent the outline of the slide. Extensive slide with much damage caused cracking in the NW corner of 1917 Sunset and damaged home at 1909 Sunset. Slide materials went into street below. Refer to overlapping S&W point and SED S-6.,"1909 Sunset Ave SW, 1917 Sunset Ave SW",9312,2203.28097289,200.8206365863,2203.27410069435
9313,2001,2415-2425 Prescott Ave SW,,2017/04/19 16:42:19+00,2021/02/23 23:32:12+00,2001,2,28,"This polygon does not represent the slide outline. Following the Nisqually Earthquake, observed major distress and ground fissures atop the N-facing slope at 2425, possible cracks in north yard area at 2417, and some slope cracks beyond the north patio of 2415.","2425, 2417, 2415 Prescott Ave SW",9313,1507.9182982,306.608935693229,1507.91767958087
9318,1996,10447 47th Ave SW,,2017/04/19 17:11:20+00,2021/02/23 23:32:12+00,1996,2,,"Rough estimate of slide outline. Refer to attached documents-- this slide is referred as ""Slide 3"" in the April 1997 GeoEngineers report.","10411, 10447 47th Ave SW",9318,1268.8909974,182.708788037012,1268.88938668643
9319,96-97 Storm,,,2017/04/25 21:06:55+00,2021/02/23 23:32:12+00,1996,12,31,This slide outline is an estimate drawn from detailed maps in two geotechnical reports. Refer to attached reports and sketches and  overlapping S&W point 777.  This mudflow impacted several properties.,"1333 Sunset Ave SW, 1401 Sunset Ave SW, 1310-1320 Alki Ave SW, 1028 California Ln SW",9319,36781.12691985,1521.39454970149,36781.1354276178
9320,1983,Maplewood Pl SW,,2017/05/05 19:09:45+00,2021/02/23 23:32:12+00,1983,8,,Estimated outline of surface slough based on 1985 Shannon & Wilson Report. Refer to attached documents.,,9320,1393.91941189,154.948087112515,1393.91942492434
9322,1951,,,2017/05/09 20:41:03+00,2021/02/23 23:32:12+00,1951,,,"Date unknown.  This does not represent the outline of the slide.  Photos in SED A-2-b show this sliding. Refer to initiation point S&W 770, 782.","1318, 1320, 1338, 1344, 1350, 1352, 1356, 1362 Alki Ave SW and 1429, 1439,1447, 1505 Sunset Ave SW ",9322,111536.3284078,1564.02640308389,111536.329333876
9323,SED C-3 ,California Ln SW,,2017/05/10 15:37:44+00,2021/02/23 23:32:12+00,1948,,,"This polygon does not represent the outline of the slide. A letter to the mayor in 1948 from the City of Seattle described this area as having been ""moving intermittently for a vast number of years with frequent somewhat prolonged periods when there was little or no visible movement."" and """"The houses at California Lane...have in nearly every instance moved to a degree ranging from minor to major."" In 1954: ""the appearance that the ground in general is subsiding, carrying the houses with it."" ",,9323,147395.60416875,2023.84432347483,147395.60096064
9324,SED A-2-B 1964,1356 Alki Ave SW,,2017/05/10 16:37:06+00,2021/02/23 23:32:12+00,1964,1,21,This polygon does not represent the slide's outline. Slide began upslope of property and covered the back 40-50ft of Lot 13. Refer to overlapping S&W point 779.,"1356 Alki Ave SW, Lot 13",9324,2347.8683768,246.98847630851,2347.86765966936
9325,1996,1541 Sunset Ave SW,,2017/05/12 21:35:15+00,2021/02/23 23:32:12+00,1996,2,29,"This polygon does not represent the slide's outline. Photo in SED C-3 shows bare dirt, disturbed ground, and vertical offset in the backyards of these residences. No other information found.","1541, 1531, 1527, 1529 Sunset Ave SW",9325,1708.95362016,248.721528546931,1708.95694329457
9326,SED C-3 1986,1031 California Ln SW,,2017/05/12 22:09:02+00,2021/02/23 23:32:12+00,1986,1,18,"This polygon does not represent the slide outline. Small slide at 1031 California Ln SW entirely on private property. Refer to sketch in the Jan 24, 1986 report in C-3 and the overlapping S&W point 744.","1031, 1027 California Ln SW",9326,991.51530521,155.807045205331,991.51609914229
