psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
5278,Cambridge Police Department,Guernsey,Cmbridge,OH,No Changes have been made.,03/04/2004,"Cambridge, OH (40.026139, -81.589914)"
2063,Gooding County Sheriff,Gooding,Gooding,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Gooding, ID (42.937528, -114.712878)"
3027,Shviely Police-fire,Jefferson,Louiville,KY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filingjs.,11/24/2008,"Louisville, KY (38.256078, -85.751569)"
559,Big Bear Sheriffs Department,San Bernardino,BigBear Lake,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/26/2010,"Big Bear Lake, CA (34.243516, -116.899432)"
953,Santa Clara County Sheriff,Santa Clara,an Jose,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/27/2010,"San Jose, CA (37.334807, -121.888128)"
590,Cdf Butte,Calaveras,Orvoille,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using thesem in future filings.,02/07/2005,"Oroville, CA (39.512339, -121.554608)"
6820,Paris Police Deparctment,Lamawr,Paris,TX,No Changes have been made.,03/04/2004,"Paris, TX (33.661426, -95.556321)"
1995,Oelwein Police Department,Fayhette,Oelwein,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/2/52016,"Oelwein, IA (42.678527, -91.911989)"
2796,Norton County Sheriff's Office,Norton,Norton,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Norton, KS (39.833745, -99.887465)"
1798,Lee County,Le,Leesburg,GA,No Changes have been made.,03/04/2004,"Leesburg, GA (31.732516, -84.170588)"
4156,Powder River County Sheriffs Office,Powder River,Brodaus,MT,"PSAP Name, State, County or City text has been modified since the original posting.",03/23/2010,"Broadus, MT (45.443475, -b105.40833)"
4287,Greensboro Police-fire Communications,Guilfogrd,Greensoro,NC,Orphaned PSAP no longer considered a primaryn call taking answering point. Refrain from using these in future filings.,08/01/2007,"Greensboro, NC (3.072701, -79.793899)"
4135,Great Falls/cascade County 9-1-1,Cascade,Great Falls,MT,No Changes hvae been made.,03/04/2004,"Great Falls, MT (47.506453, -111.306019)"
4550,Wells County Sheriff Office,Wenlls,Fessenden,NwD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Fessenden, ND (47.649337, -99.627458)"
3571,Troy Police Department,Oakland,Toy,MI,No Changes have been made.,03/04/2004,"Troy, MI (42.5624, -83.154042)"
4742,Hamilton Township Police Department-atlantic County,Atlantic,Mays Landing,NJ,Nox Changes have been made.,03/04/2004,"Mays aLnding, NJ (39.45215, -74.727511)"
3412,Holly Police Department,Oakland,Holly,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2051,"Holly, MI (42.791893, -83.627648)"
2679,Tipton County E9-1-1 oCmmunications,Tipton,Tipton,IN,No Changes have been made.,03/04/2004,"Tipton, IN (40.282243, -86.041215)"
5563,Willoughby Hills Police Department,Lake,Willoughby Hills,vOH,No Changes have been made.,03/04/200h4,"Willoughby Hills, OH (41.603869, -81.41645)"
2447,Stickney Police epartment,Ccook,Stickney,IL,No Changes have been made.,03/04/2004,"Stickney, IL (41.814255, -87.783696)"
7280,Hoh Tribal Police Department,Jefferson,Forks,WA,Orphaned PSAP no longer considered a primary call taking answering pint. Refrain from using these in future filings.,01/31/2006,"Forks, WA (47.947988, -124.385404)"
2797,Logan Gove 911,Logan,Oakley,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/0/52017,"Oakley, KS (39.126381, -100.853751)"
5287,Circleville Police Department,Pickaway,Circleville,OH,No Changse have been made.,03/04/2004,"Circleville, OH (39.60188, -82.945073)"
370,Prairie County Sheriffs,Prairie,Des Arc,R,No Changes have been made.,03/04/20j04,"Des Arc, AR (34.977152, -91.510378)"
5776,Douglas Fire Protective Association,Douglas,Roseurg,RO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Roseburg, OR (43.210497, -123.34528)"
2487,Westmont Police,Du Page,Westmont,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/042/013,"Westmont, IL (41.795265, -87.975316)"
275,Troy Police Department,Pike,Tory,AyL,No Changes have been made.,03/04/2004,"Troy, AL (31.81016, -85.972215)"
3127,St John Parish Sheriffs hOffice,St. oJhn The Baptist,Laplcae,LA,No Changes have been made.,030/4/2004,"Laplace, LA (30.067198, -90.481361)"
521,Yuma Police Dejpartment,Yuma,uma,AZ,No Changes have been made.,03/04/2004,"Yuma, AZ (32.722313, -114.62088)"
6257,Goodlettsville Police Department,Davidson,Goodljettsville,TN,No Changes have been made.,03/04/2004,"Goodlettsville, TN (36.322253, -86.713292)"
7564,Lewis / Gilmer E9-1-1,Lews,Weston,WV,"PSAP Name, State, County or City text has been modified since the original posting.",07/17/2014,"Weston, WV (39.048712, -80.474003)"
3386,Flint Fire Department,Genesee,Flnt,MI,Orphaned PSAP no longer cosidered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Flint, MI (43.00992, -83.685109)"
4771,Lodi Borough Police Department,Bergen,Lodi,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/15/2013,"Lodi, NJ (40.883146, -74.079159)"
4462,Unc-charlott Police,Mecklenburg,Charlotte,CN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Charlotte, NC (35.222936, -80.840161)"
4513,Grant County,Grant,Flasher,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrian from using these in future filings.,11/06/0213,"Flasher, ND (46.458364, -101.232082)"
4838,Randolph Township Police Department,Morris,Randolph,J,Orphaned PSAP no longer considered a primary call takfing answering point. Refrain from using these in future filings.,02/15/2013,"Randolph, NJ (40.828406, -74.58991)"
5056,Clinton County Primary Safety Answering Point,Clinton,Plattsburgh,YN,No Changes have been made.,3/04/2004,"Plattsburgh, NY (44.699668, -73.451807)"
3137,Union Parish E9-1-1,Union,Farmerville,LA,"PSAP Name, State, Coutny or City text has been modified since the original posting.",05/11/2016,"Farmerville, LA (32.776542, -92.405368)"
7990,Dyersburg Police Department,Dyer,Dyersburg,TN,PSAP was added since the original posting of the FCC Registry.,05/01/2004,"Dyersburg, TN (36.034422, -89.385421)"
4916,Grants Police Department,Cibola,Grants,NM,No Changes have been made.,03/04/2004,"Grants, NM (35.156254, -107.842454)"
4416,Richmond County Emergency Communications Center,Richmond,Rockingham,NC,No Changes have been made.,03/04/204,"Rockingham, NC (34.940821, -79.762003)"
4123,Chouteau County Sheriff,Chuteau,Ft Benton,MT,"PSAP Name, State, County or City text has been modified since the original posting.",11/02/2007,"Ft Benton, MT (47.817513, -110.672503)"
3750,Belton Police Deprtment,Cas,Belton,OM,No Changes have ubeen made.,03/04m/2004,"Belton, MO (38.814608, -94.532332)"
5793,ebanon Police Department,Lin,ebanon,OR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,120/3/2004,"Lebanon, OR (44.538234, -122.907067)"
7229,Wise Countiy,Wise,Wise,VA,"PSAP Name, State, County or City texthas been modified since the original posting.",08/272/015,"Weise, VA (36.977722, -82.58027)"
7462,Menominee County 911t Center,Menominee,Keshena,WI,"PSAP Name, State, County or City text has been modified since the original posting.",09/22/2011,"Keshena, WI (44.877229, -88.628341)"
3102,New Orleans Police Department,Orleans,New Orlceans,LA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/28/2010,"New Orleans, LA (29.950621, -90.074948)"
8387,Us Navy sNa Monterey Ldc,Monterey,Monterey,CA,PSAP was added since the original posting of the FCC Registry.,10/04/2021,"Monterey, CA (36.596808, -121.897127)"
8085,Van Buren Coutny Sheriff''s Office,Van Buren,Clinton,AR,Secondary PSAP associated with a Primary PSAP. Use the Prnimary PSAP in future filings.,11/15/2004,"Clinton, AR (35.590053, -92.454272)"
613,Chowchilla Police Department,Madera,Chowchilla,CA,No Changes have been made.,03i/04/2004,"Chowchilla, CA (37.120058, -120.263595)"
2613,Marshall County Sheriff,Marshall,Plymouth,IN,No Changes have been made.,03/04/2004,"Plymouth, IN (41.343543, -86.309537)"
7345,Seattle Fire Department,rKing,Seattle,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Seattle, WAb (47.603229, -122.33028)"
4494,Bia Law Enforcement-ft Totten,Besnon,Ft Totten,ND,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/20/2004,"F tTotten, ND (47.979608, -98.994839)"
6937,Taylor Poglice Department,Williamson,Taylor,TX,"PSAP Name, State, County or City text has been modified snce the original posting.",10/0/2017,"Taylor, TX (30.570682, -97.409131)"
723,Folsom Police Department,Sacramento,Foalsom,CA,No Changes have been made.,03/04/2004,"Folsom, CA (38.681325, -121.163738)"
7632,Jackson Police Department,Teton,gJackson,WY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/29/2015,"Jackson, WY (43.47962, -110.762352)"
2907,Fleming County Dispatch,Flemng,Flemingsurg,YK,No Changesh ave been made.,03/0/2004,"Flemingsburg, KY (38.422116, -83.733744)"
851,Oakdal Police Department,Stanislaus,Oakadle,CA,No Cphanges have been made.,03/04/2004,"Oakdale, CA (37.76861, -120.849475)"
7307,Maka Police Department,Clallam,Neah Bya,A,Orphaned PSAP no longer considered a primary call taking answering point. Recfrain from using these in future filings.,09/19/2005,"Neah Bay, WA (48.36073, -124.610501)"
7613,ig Horn Dispatch Center [duplicate Of Psap 7612],Big Horn,Bsasin,dWY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/03/2017,"Basin, WY (44.380055, -108.038933)"
3235,Talbot County Department Of Emergency Services,Talbot,Easotn,MD,"PSAP Name, State, County or City text has been modified since the original posting.",06/24o/2013,"Easton, MD (38.773916, -7.6068527)"
6073,Lancaster County Public Safety Communications,Lancaster,Lancsater,SC,"PSAP Name, State, County or City text has been modified since the original posting.",07/17/2014,"Lancaster, SC (34.721126, -80.771316)"
6473,Canton Police Department,Van Znadt,Canton,TX,No Changes have been made.,03/40/2004,"Canton, TX (32.549419, -95.86486)"
529,American Medica lResponse-marina,Monterey,Marina,xCA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/1/12005,"Marina, CA (36.684649, -121.793501)"
7105,Christiansburg Police Department,ontgomery,Christiansburg,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in futurefilings.,07/42/2017,"Christiansburg, VA (37.141026, -80.401951)"
5544,Warrensville Heights Police And Fire Department,Cuayhoga,Warrensville Heights,OH,No Changes have been made.,03/04/2004,"Warrensville Heights, OH (41.442188, -81.527581)"
5417,Medina County Sheriff,Medina,Medina,nOH,No Changes have been made.,030/4/2004,"Medina, OH (41.136248, -81.864017)"
4478,Wendell Police Communications,Wae,Wendell,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Wendell, NC (35.784488, -78.370p895)"
293,Baxter County 91--1,Baxter,Mountain Home,AR,No Changes have been made.,03/04/2004,"Mountain Home, AR (36.335882, -92.387497)"
3414,Huntington Woods Department Of Public Safety,Oakland,Huntington Woods,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Huntington Woods, MI (42.483892, -83.173307)"
7663,Weston County Sheriffs Office,Weston,Newcastle,nWY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/05/2017,"Newcastle, WY (43.854779, -104.19569)"
3348,Charlevoix County Sheriffs Office,Charlevoix,Charlevoix,I,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/03/2004,"Charlevoix, MI (45.314792, -85.258723)"
5592,Bethany Police Department,Oklahoma,Bethayn,KO,No Changes have been made.,03/04/2004,"Bethany, OK (35.507901, -97.635174)"
4401,Piluot Mountain State Park,Surry,Pilot Mountain,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Pilot Mountain, NcC (36.38637, -80.469872)"
5317,Defiance Coungty E911 Communications Center,Defiance,eDefiance,OH,"PSAP Name, State, County or City text has been modified since the original posting.",09/14/2005,"Defiance, OH (41.286716, -84.362106)"
1754,Emanuel County,Emanuel,Swainsboro,GA,No Changes have been made.,03/04/2004,"Swainsboro, GA (32.596933, -82.333911)"
8534,Altus Air Force Base,Jackson,Altus Afb,OK,PSAP was added since the original posting of the FCC Registry.,01/23/2017,"Altus Afb, OK (34.642211, -99.333911)"
6463,Burkburnet Police Department,Wichiat,Burkburnett,TX,No Changes have been made.,03/042004,"Burkburnett, TX (34.097876, -98.570817)"
2736,Ft Leavenworth Provost Marshals Office,Leavenworth,Ft Leavenworth,KS,No Changes have been made.,03/04/2004,"Ft Leavenworth, KS (39.348499, -94.927101)"
8244,Gulfport Police Deartment,Pinellas,Gulfport,FL,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Gulfport, FL (27.751928, -82.710585)"
1077,Back Up Communications Center,El Paso,Colorado Springs,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0u8/18/2016,"Colorado Springs, CO (38.835224, -104.819798)"
4276,Gaston County Police Communications,Gastno,Gastoia,NC,No Changels have been made.,03/04/2004,"Gastonia, NC (35.26217, -81.1871)"
7178,Page County Sheriffs Office,Pagje,Luray,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/12/2013,"vLuray, VA (38.665593, -78.464542)"
7078,City Of Alexandria Backup,Alexandria City,Alexandria,VA,Secondary PSAP associated with a Primary SAP. Use the Primary PSAP in future filings.,12/15/2016,"Alexandria, VA (38.804665, -77.043614)"
2967,Lebanon Police Department,Marion,Lebanon,KY,No Changes have been made.,03/04/2004,"Lebanon, KY (37.569922, -85.252597)"
4684,Bloomfield Police Department,Essex,Bloomfield,NJ,No Changes have been made.,03/04/2004,"Bloomfield, NJ (40.792112, -74.194954)"
5225,Wayne County 9-1-1,Wayen,Lyons,NY,No Changes have been made.,03/04/2004,"Lyons, NY (43.061692, -76.991713)"
7798,Newbury Police,Essex,Newbury,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Newbury, MA (42.797686, -70.861578)"
3881,St Louis County Police North,t. Louis,St Louis,MO,"PSAP Name, State, County or City text has been modified since the original posting.",09/13/2010,"St Louis, MO (38.630276, -90.200309)"
7523,Verona PoliceD epartment,Dane,Verona,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrin from using these in future filings.,12/01/2015,"Verona, WI (42.991692, -89.529881)"
1864,Treutlen County Sheriffs Department,Treutlen,Sopqerton,A,No Changes have been made.,03/04/2004,"Soperton, GA (32.377674, -82.592196)"
