X,Y,OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_WTLND_AREA_NM,AREA_ID,NWI_NHD_RCH_CD,ASMNT_APRCH,ACRES,AREA_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,LENTIC_TYPE,SPRING_TYPE,GEOL_STR_TYPE,PRMRY_LITHOLOGY,DISCHARGE_PERMANENCE,DEV_NOTES,LIVESTOCK_SEASON,COMMENTS,RPRN_WTLND_AREA_SAT,RATIONALE,FLUCTUATE_WTR_LVL_NOT_EXCSVE,RATIONALE_2,RPRN_WTLND_AREA_ENLRGE,RATIONALE_3,WTRSHD_NOT_CONTRIBUTE_DEGRADE,RATIONALE_4,WTR_QLTY_SFCNT,RATIONALE_5,SRFCE_SBSRFCE_FLOW_NOT_ALT,RATIONALE_6,STRCTRE_ACCOMMODATE,RATIONALE_7,DVRSE_AGE_DSTRBN_VEG,RATIONALE_8,DVRSE_CMPSTN_VEG,RATIONALE_9,SPCS_INDCT_MAINT_SOIL,RATIONALE_10,ROOT_WTHSTND_EVENT,RATIONALE_11,RPRN_PLANT_HIGH_VIGOR,RATIONALE_12,VEG_DSPTE_ENERGY,RATIONALE_13,HEAVE_NOT_PRSNT,RATIONALE_14,FVRBL_MICROSITE_CND_MAINT,RATIONALE_15,CHEM_NOT_AFFECT_PLANT,RATIONALE_16,SOIL_SAT_SFCNT,RATIONALE_17,WTR_PERCOLATION_RSTRCT,RATIONALE_18,RPRN_WTLND_AREA_IN_BAL,RATIONALE_19,SHORELINE_CHAR_DSPTE_EVENT,RATIONALE_20,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,FLOW_REGLTN,CHANNELIZATION,DEWATERING,DREDGING,LND_OWN,MINING,ROAD,SPRING_DEV,WTRSHD_CND,OIL_FLD_WTR_DISCH,AGMNT_FLOW,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL
325568.8448,4246617.1259,251,{8CDCDA3C-4926-405F-AE7D-311F9992C04C},C-289,2020/06/30 00:00:00+00,CO,COS06000,C-289,Zone 5,,COMPLETE_RECON,1,riparian area supported by spring,Helocrene in a swale,"Dugout stockpond fed by a helocrene in a swale, essentially dry now",SPRING_SEEP,HELOCRENE,,INTRUSIVE,INTERMITTENT,stockpond,,,YES,Standing water on minimal portion,YES,Standing water on minimal portion,YES,"Achieved potential, starting to shrink",NO,Heavy development in area,YES,Obligates present,NO,Earthen berm and hoof action present,NA,Not Applicable,YES,New and old growth of herbaceous species and willow,YES,Obligates present,YES,Obligates present,YES,Deep rooted sedges and rushes,NO,"They are green now but the water supply is dried on the surface, further drying is likely later in the season",YES,60% ground cover,NA,Not Applicable,YES,Willow shading springhead,YES,Not visible,NO,Very dry,YES,evidence of standing water,NO,Hoof action,NA,Not Applicable,PFC,,APPARENT,,PFC-LOW,LOW,"Willow, iris, bull rush, Arctic rush, water sedge, cinquefoil, yarrow, wild rose, FACW grasses, tall grasses, thistle, flowers",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Dry. Chipmunks, songbirds, flies, cows, deer, elk. Patchy, dead sagebrush in surrounding areas",,,,,2021/02/22 21:17:32+00,2022/01/13 15:44:18+00,{2CDEA231-D5CA-45EE-BD6F-9EEE9A85F264},,
324037.9259,4243426.38,252,{07148D02-1CC5-4503-9077-5C42E8370669},F-404,2020/07/06 00:00:00+00,CO,COS06000,F-404,Zone 5,,COMPLETE_RECON,2,riparian area supported by spring,"Helocrene emerging from a rock field, feeding a wet meadow system and pond downslope","Helocrene emerging from a rock field, possibly dugout and slightly bermed a long time ago and feeding what may be a wet meadow system downslope",SPRING_SEEP,HELOCRENE,,INTRUSIVE,PERENNIAL,Possibly dugout and bermed a long time ago,,,YES,Pond with presence of obligates,YES,Pond with presence of obligates,YES,Achieved potential. May be shrinking a bit,YES,"Off a closed road that hasn't been operational in quite some time, can't really see the road anymore",YES,Presence of obligates,NO,Some hoof action,NA,Not Applicable,YES/NO,"Herbaceous- new and old growth, no willow present but aspen were present",YES,Obligates present,YES,Ponding and presence of obligates,YES,Deep rooted sedges present,YES,Green and vigorous,YES,Nearly 100% ground cover with exception of bare soils from hoof action,NA,Not Applicable,YES,Aspens surrounding system,YES,Not visible,YES,Ponding that maintains numerous aspen and obligate species,YES,copious standing water,NO,Hoof action,NA,Not Applicable,PFC,,APPARENT,,PFC-UP,LOW,"Aspen, skunkweed, bull rush, dandelion, conifers, water loving grasses, water sedge, yarrow, pondweed, juniper",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Flies, dragonflies, robins, songbirds, grazing animals, butterflies, tadpoles, marmot? Large pond with seasonal drying around the edges. Possible impoundment at one time, not evident now",,,,,2021/02/22 21:17:32+00,2022/01/13 15:44:18+00,{24EDD172-DBB3-46F2-B791-41F9317C3D37},,
323731.8027,4251630.09,253,{B818F785-EEF0-4EC3-9FB8-5141FDF6DCF3},Sugar Creek Helocrene,2020/07/13 00:00:00+00,CO,COS06000,Z-500,Sugar Creek Helocrene,,COMPLETE_RECON,1,Wet meadow aside from lotic riparian area,"Helocrene in valley bottom, adjacent to stream with willow and mesic meadow",Same as potential description,SPRING_SEEP,HELOCRENE,,EXTRUSIVE,PERENNIAL,No development,,,YES,OBL vegetation present,YES,See comment 1,YES,"Has achieved extent, no upland species encroachment",YES,Not present,YES,Healthy riparian vegetation,NO,"Hoof action and hummocks are common, up to 1 foot tall",NA,Not Applicable,YES,"Young and old herb and woody, willow and alder are hedged",YES,High cover of OBL species,YES,Rationale Not Recorded,YES,"Evidence of stream flow into system, was able to withstand flow",YES,Hedged woody species,YES,Rationale Not Recorded,NA,Not Applicable,NO,Woody species are hedged and unable to provide shade despite their presence,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,NA,Not Applicable,PFC,"Overall not going to unravel, but hummocking and hedging of willows is common",APPARENT,,PFC-LOW,LOW,"CAUT, POPR, Salix, IRMI, TAOF. Not many forbs.",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/02/22 21:17:32+00,2022/10/31 15:35:36+00,{A3912948-B435-4E0A-9C47-0B42B9AC377B},,
351754.5232,4269821.1341,306,{2BFD9BD3-1137-4683-8243-CF8733DEB97B},B-975,2021/06/16 00:00:00+00,CO,COS06000,B-975,Cabin Alder Creek,,COMPLETE_RECON,4,,"Helocrene, swale, under 20 degrees, dense willow overstory, riparian herbaceous understory","Berm, trampling, grazed by livestock",SPRING_SEEP,HELOCRENE,,,PERENNIAL,,,,YES,"Standing water, evidence of fac wet vegetation, deep rich organic dark soils",NA,This system does not have a reservoir,YES,"Riparian vegetation has reached 20 feet from the swale, no evidence of upland species encroaching, willow recruitment,",YES,"No impairment of the riparian wetland area, trampling will be addressed later",YES,"vegetation is vigorous, and recruiting",NO,"Hoof action, berm, parallel trailing, hummocking present",NA,No impounding structure in this system. No indicators of erosion observed,YES,observed mature and young willows. New willow growth present. Herbaceous and woody are recruiting.,YES,"Evidence of more than 3 species: sedges, willows, and herbaceous species, woody riparian stabilizers.",YES,"FACW and OBL species present; see rationale 1",YES,"Stabilizing species are present, willow and sedges community",YES,See rationale 5,YES,"Stabilizing fac wet species are present, intermixed cover between benches, patchiness, 75 percent cover, heavy hoof action",NA,Not Applicable,YES,"Shading species are present, willow along the drainage",YES," chemicals affecting plants not present, see comment 5",YES,"Dark rich organic soil, see comment 1",YES,Standing water present,YES,See comment 13,NA,Not Applicable,PFC,Cheatgrass present. A few berms,APPARENT,,PFC-MID,,"Cheat grass, beaked sedge, Nebraska sedge, spike rush, at least 2 likely 3 willow species, woods rose,  cinquefoil, dandelion, corn lilly, geranium, yarrow, iris, cat tail, juncaceae, nettle, currant, juniper, forbs, high diversity",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"flushed 8 grouse, flying insects, cow, moths, butterflies, birds, elk and deer scat",,,,,2021/06/23 12:00:05+00,2022/01/11 23:34:46+00,{70B51FB3-AE43-4540-8811-849415FA157B},,
327658.1631,4277171.9431,307,{552A2A42-F5A6-41A6-BDB9-3B21D7FFDC79},C-228,2021/06/17 00:00:00+00,CO,COS06000,C-228,Antelope Creek,,COMPLETE_RECON,0.5,,"Helocrene located in draw, abundant woody vegetation, riparian vegetation across extent of valley bottom,","Capable of supporting woody vegetation, excavated pond with berm, adjacent road valley right confines extent of system.",SPRING_SEEP,HELOCRENE,,,PERENNIAL,"Exclosure fence has failed, berm and excavated pond",,,YES,"Ponding water, mature cotton woods and willow",YES,"Observed spike rush, mature trees",YES,Riparian vegetation up to road on valley right and berm,NO,BLM Road 3116 valley right alters natural surface flow patterns,YES,Species are vigorous and there is recruitment.,NO,"BLM road 3116 valley right, berm, excavated pond",YES,Well vegetated and no evidence of erosion,YES,"Multiple species of grasses, recruiting willows",YES,"Multiple species of grasses, rushes, willows, cottonwoods",YES,Species present are well foliated,YES,See species list with obligate and fac wet species,YES,See rationale 5,YES,"Ground cover greater than 70%, see species list",NA,Not Applicable,YES,Vigorous woody species,YES,"No evidence of water sheen, vigorous vegetation, no evidence on soil",YES,Ponding water present,YES,"Ponding water present, dark rich soils",YES,No observed erosion or accumulation of sediment,NA,Not Applicable,PFC,"Standing water, no evidence of erosion, vigorous vegetation",APPARENT,,PFC-MID,LOW,"canada thistle, wood rose, cheatgrass, narrow leaf cottonwood, two species of willow, kentucky blue grass, crested grass, lupine, iris, geranium, chamomile, spike rush, arctic rush, aster, yarrow, cinquefoil, three species of aster",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Deer scat, butterflies, wasps, caterpillars, chimpmunk
exclosure - side of fence up valley of springhead wire has been trampled and wire gate is down. t posts are intact.  Suggested supplies - two h braces, spool of wire, approx 300 sf exclosure",,,,,2021/06/23 12:00:05+00,2022/01/11 23:34:46+00,{47F854C9-632C-4EE4-8FEC-AD059A0576F5},,
325402.0683,4275708.379,308,{95A625D6-5C62-4E5C-93BB-52B09AB8726B},B-962,2021/06/17 00:00:00+00,CO,COS06000,B-962,Antelope Creek,,COMPLETE_RECON,2,,"Hillslope spring feeding riparian wetland in the valley bottom, sheet flow able to support mature willows, other woody species along with sedges, rushes, and forbs","Hillslope spring located outside the exclosure, spring feeds into bermed and heavy trailed landscape leading to channelizing, channelized flow terminated at the head cut",SPRING_SEEP,HILLSLOPE,,,PERENNIAL,Exclosure wire is drooping allowing for calves to enter and high fencing near the channel allows for calves to come underneath,,Sheet flow,YES,"observed a constant flow from the hillslope spring head, 10 to 15% is dry (below the head cut) water is pooling around the bermed area but flowing into a channelized spillway",YES,"Yes based on the observed species (check species list) 
Below the head cut willows no longer vigorous or even present in 2 meter sections instead currants, cinquefoil, and rose woods",NO,There is the presences of a gully and head cut in this system,NO,Trailing from livestock is delivering sediment into the riparian system near the hillslope spring head and the pool,YES,Vegetation is vigorous and recruiting,NO,"there is the presences of a berm, along with a head cut and gully. this area experiencing trailing and hoof action from livestock",YES,headcuts not present at the spillway,YES,"Mature and recruiting species of willow, rose wood,  currents",YES,Refer to species list,YES,"Sedges, rushes, willow, vegetation growing in the heavily saturated areas",YES,"Willow, woods rose, currents, sedges, rushes are present",YES,See rationale 5,YES,"there is roughly 70% cover at this site, erosion due to lack of veg is not present",NA,Not Applicable,YES,mature willow stands provide shading to much of the channel,YES,There is not presence of  chemicals effecting veg,YES,"See species list, dark rich soils, after the head cut saturation is no longer present",NO,A headcut is present preventing 10 % of the system to be saturated,NO,Excessive erosion and deposition in this system,NA,Not Applicable,FARU,"This system is partially within the exclosure but the spring head is not in the exclosure, willows are mature and recruiting",MONITORED,Head cut is stablized by woody material prevent up valley moveement,FAR-MID,MED,"Horsetail, beaked sedge, spiked rush, artic rush, two willow species, lupin, iris, geranium, delphinium, milk vetch, aster, star flower, yarrow, current, cinquefoil, wood rose, one and forb growing in water,  cheat grass above spring head",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Head cut is roughly at the down valley end of the exclosure at a break in willows,  drooping wires allowing livestock into exclosure, macroinvertebrates, flying insects, birds,  chipmunk, elk and deer scat",,,,,2021/06/23 12:00:05+00,2022/01/26 16:05:54+00,{F1AE82F2-EEE7-4FBB-B346-B961DA0CB0D7},,
324699.0799,4275417.2771,309,{2A7867C8-4926-4122-B8A0-8B665AE3A1DA},B-963,2021/06/17 00:00:00+00,CO,COS06000,B-963,Antelope Creek,,COMPLETE_RECON,0.25,,"Hillslope spring in backslope, entire system in backslope, riparian area fed by spring, gradual sloping surface","Presence of berm ponding below spring, exclosure surrounding spring head and upland area.",SPRING_SEEP,HILLSLOPE,,,PERENNIAL,"Exclosure surrounding spring head, pond and upland area. constructed berm forming pond.",,"Empty trough 0.1 miles down from spring head, trough is empty and cracked with aspens emerging through bottom.",YES,"Ponding water, sedges",YES,See species list,YES,Has achieved potential extent dictated by berm.,YES,Contributing area observed to be free from impairment,YES,"See species list, vegetation vigorous and recruiting",NO,"Berm, hoof action causing shear erosion.",NA,Not Applicable,YES,Woody and herbaceous vegetation is vigorous and recruiting,YES,"See species list, herbaceous and woody present",YES,See species list,YES,"Sedges, rushes, forbs",YES,See rationale 5,YES,Greater than 75% ground cover,NA,Not Applicable,YES,Conditions support woody overstory and herbaceous understory,YES,No observed presence,YES,"Ponding water, see species list, dark rich organic matter soils",YES,"Ponding water, no observed erosion",YES,No apparent excessive erosion or sediment deposition,NA,Not Applicable,PFC,"Springhead protected within exclosure, obligate vegetation",APPARENT,,PFC-MID,LOW,"Clover, dandelion, geranium, iris, sedges, spike rush, artic rush, delphinium, aspen, wood rose, cinquefoil, asters, yarrow, argentenia anseria",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Elk scat, mosquitos, bees, algae observed on water surface, song birds",,,,,2021/06/23 12:00:05+00,2022/01/13 15:44:18+00,{9FF8EB52-33A0-409E-820B-5D5EBD3A060B},,
346867.5268,4265971.6713,310,{EC4D4D14-159D-4753-8D8C-8C88734874B5},C-281,2021/06/21 00:00:00+00,CO,COS06000,C-281,Cabin Alder Creek,,COMPLETE_RECON,0.5,,"Helocrene sloping towards valley bottom, dispersed flow down valley, capable of supporting woody overstory and herbaceous understory of sedges rushes and grasses predominantly","Berm, gulley valley left where flow from meadow joins, road built up valley right",SPRING_SEEP,HELOCRENE,,,PERENNIAL,"Road directy above spring, berm",,,YES,Ponding water,YES,Sedges and cattails present,YES,Area has reached potential extent on valley right and appears to be expanding valley left,NO,Road interferes with natural drainage patterns and prevents runoff from reaching wetlands,YES,see species list,NO,"Spring has been bermed, road directly above spring head",YES,Water has safe corridor in spillway,YES,All species observed to be recruiting,YES,See species list,YES,Presence of OBL and FACW species,YES,established communities of stabilizing plants present,YES,see rationale 5,YES,nearly 100% ground cover,NA,Not Applicable,YES,Dense overstory of willow and juniper,NO,No observed chemical presence,YES,"Presence of OBL species, dark rich soil",YES,Ponding water,YES,No excessive erosion or deposition,NA,Not Applicable,PFC,"Well functioning spring, no concerns",APPARENT,,PFC-UP,LOW,"Two species of willow, cattail, sedges, spike rush, arctic rush, wood rose, Nebraska sedge, spike rush, common duckweed, field horsetail, yarrow, two species of aster, smooth brohme, juniper, booths willow",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Insects present, macroinvertebrates, butterflies, bees",,,,,2021/06/23 12:00:05+00,2022/01/11 23:34:46+00,{192BFF7E-C591-45B2-B0A2-EAB193AB51EF},,
346907.772,4268145.201,311,{0BCF85B8-F5B5-4482-ADFA-5C1E438CB4B5},C-278,2021/06/21 00:00:00+00,CO,COS06000,C-278,Cabin Alder Creek,,COMPLETE_RECON,5,,Helocrene in valley bottom confined by hill slope valley left capable of supporting woody overstory of willow and herbaceous understory,"Road valley right, berm along valley right, incised channel upstream and throughout system, headcut 50ft above spring head, woody overstory and herbaceous understory",SPRING_SEEP,HELOCRENE,,,PERENNIAL,"Road to valley right, berm valley right of spring head",,"See survey for most accurate coordinates. spring head is not within exclosure, trampling of spring head",YES,Ponding water,YES,Dark rich soils presence of mature willows,NO,Encroachment of upland species,YES,No impairment observed,YES,"Yes, species are vigorous and recruiting",NO,"Bermed, trailing, hoof action, hummocking",YES,Spillway allows for safe passage of flows,YES,species are recruiting,YES,"Smooth brome, willow, see species list",YES,See species list,YES,See species list,YES,Vigorous and recruiting,YES,Greater than 75% ground cover,NA,Not Applicable,YES,"Abundant woody overstory, spring head shaded",NO,None observed,YES,Dark rich organic soils,YES,Ponding water,YES,No excessive erosion or deposition,NA,Not Applicable,FARD,Extensive hoof action and trampling near springhead. One headcut and some actively eroding knickpoints.,APPARENT,Actively,FAR-MID,,"scouring rush horsetail, wood rose, smooth brohme, currant, cinquefoil, iris, lupine, fairy trumpet, anseria, yarrow, booths willow, rocky mountain willow, spike rush, two asters, arctic rush, dandelion",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Caterpillars, song birds, insects, bees, elk scat, ant hills",,,,,2021/06/23 12:00:05+00,2022/01/11 23:34:47+00,{11DF3C6B-757F-42F6-9966-CBCF01ED9CA3},,
339878.3574,4273815.2402,312,{76F82296-EA68-446B-B7F2-23EE2B7438CC},C-137,2021/06/22 00:00:00+00,CO,COS06000,C-137,Sheeps Gulch,,COMPLETE_RECON,0.75,,"Helocrene in valley bottom, confined by hill slope valley right, dispersed flow across narrow valley floor, capable of supporting woody overstory of willow and herbaceous understory","Road valley left and confined by hill slope valley right, spring in bottom of gully, hoof action at and around spring head, woody willow overstory herbaceous understory of predominantly forbs",SPRING_SEEP,HELOCRENE,,,PERENNIAL,Road valley left,,,YES,Ponding water,YES,"FACW and OBL species dominate, dark rich organic soil",NO,"Headcut directly above spring head, dewatering occurring above headcut, loss of soil moisture and deteriorating willows",YES,No impairment observed,YES,"See species list, species appear to be vigorous and recruiting",NO,"hoof action, gullies",YES,Clear safe passage for water observed,YES,Yes species appear to be recruiting,YES,"See species list, herbaceous and woody species present",YES,See rationale 1,YES,"Abundant willows throughout system, smooth brome,",YES,species appear vigorous,YES,Ground cover nearly 100%,NA,Not Applicable,YES,Dense overstory of willow and juniper,NO,No chemicals observed,YES,See rationale 1,YES,Ponded water present,YES,No excessive erosion or deposition,NA,Na,FARD,Hoof action at the spring head causing drop in water. Look at options for spring protection.,APPARENT,,FAR-MID,MED,"Currant, wood rose, iris, booths willow, coyote willow, rocky mountain willow, fairy trumpet, cinquefoil, two types of aster, yarrow, lupine, Canada thistle, spike rush, arctic rush, dandelion, watercress, delphinium, gentiana, argentina anseria, blue be",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Two types of butterfly, swarming insects, macroinvertebrates. spring head is not within exclosure and is subject to hoof action",,,,,2021/06/23 12:00:05+00,2022/01/11 23:24:11+00,{41124529-D4A0-4986-B6EE-26A982587152},,
