Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Patient Days by Payer,Total Patient Days,Total Patient Days Percent,Payer,LTC Patient Days,Location
2013,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,,,420,393,233,$2089.00,89687,2.3%,Other Payers,0,"LANCASTER, California
(34.697472, -118.144521)"
2013,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,Non-Profit,Comparable,,Rural,212,212,210,$2143.00,62872,3.4%,Other Payers,0,"APPLE VALLEY, California
(34.524024, -117.216839)"
2013,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,325,325,158,$1050.00,57522,1.8%,Other Payers,0,"LAGUNA HILLS, California
(33.612927, -117.710412)"
2012,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,648,548,$652.00,204550,0.3%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,369,343,189,$1544.00,69695,2.2%,Other Payers,0,"INGLEWOOD, California
(33.961767, -118.353336)"
2011,106190878,WHITE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,353,353,273,$795.00,93021,0.9%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106430905,STANFORD UNIVERSITY HOSPITAL,Santa Clara,Non-Profit,Comparable,Teaching,,613,474,474,$1280.00,146626,0.9%,Other Payers,0,"PALO ALTO, California
(37.445103, -122.160363)"
2013,106190762,ST. VINCENT MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,366,333,333,$588.00,50815,1.2%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106361318,SAN ANTONIO COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,279,279,279,$648.00,55025,1.2%,Other Payers,14563,"UPLAND, California
(34.099737, -117.650985)"
2014,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,,,281,236,236,$1045.00,70522,1.5%,Other Payers,0,"ALAMEDA, California
(37.765336, -122.241873)"
2011,106281078,ST. HELENA HOSPITAL,Napa,Non-Profit,Comparable,,,151,116,116,$1466.00,26118,5.6%,County/Other Indigent,0,"ST. HELENA, California
(38.50523, -122.470341)"
2015,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,District,Comparable,,,107,107,107,$896.00,17653,5.1%,Other Payers,0,"BRAWLEY, California
(32.978688, -115.539429)"
2011,106196168,EARL & LORRAINE MILLER CHILDRENS HOSPITAL,Los Angeles,Non-Profit,Comparable,,,324,324,210,$1381.00,73981,1.9%,Other Payers,0,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106340913,KAISER FDN HOSP - SACRAMENTO,Sacramento,Non-Profit,Kaiser Foundation Health,,,287,287,116,$830.00,40737,2%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106334025,KAISER FDN HOSP - RIVERSIDE,Riverside,Non-Profit,Kaiser Foundation Health,,,222,222,122,$559.00,40512,1.4%,Other Payers,0,"RIVERSIDE, California
(33.980534, -117.377025)"
2012,106190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,93,93,93,$473.00,12911,3.7%,Other Payers,0,"SAN DIMAS, California
(34.106678, -117.802753)"
2013,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,,,459,455,349,$2217.00,122114,1.8%,Other Payers,0,"MODESTO, California
(37.640735, -121.002435)"
2011,106342392,SIERRA VISTA HOSPITAL,Sacramento,Investor,Comparable,,,120,120,120,$480.00,34096,1.4%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106340913,KAISER FDN HOSP - SACRAMENTO,Sacramento,Non-Profit,Kaiser Foundation Health,,,287,240,109,$1001.00,37839,2.6%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,,,80,80,70,$211.00,25384,0.8%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,453,453,453,$914.00,98774,0.9%,Other Payers,0,"POMONA, California
(34.055118, -117.750048)"
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,San Luis Obispo,Non-Profit,Comparable,,,67,67,58,$490.00,12570,3.9%,Other Payers,1031,"ARROYO GRANDE, California
(35.124098, -120.576388)"
2010,106301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor,Comparable,,,219,219,219,$821.00,34557,2.4%,Other Payers,0,"ANAHEIM, California
(33.834492, -117.915638)"
2012,106150706,DELANO REGIONAL MEDICAL CENTER,Kern,Non-Profit,Comparable,,,156,156,156,$1052.00,28837,3.6%,Other Payers,18394,"DELANO, California
(35.767097, -119.249731)"
2010,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,SAN BERNARDINO,Investor,Comparable,,,102,102,102,$639.00,15126,4.2%,Other Payers,0,"MONTCLAIR, California
(34.077674, -117.693908)"
2013,106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,Investor,Comparable,,,156,156,67,$583.00,24810,2.3%,Other Payers,0,"INDIO, California
(33.718649, -116.218182)"
2012,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,,,30,30,30,$210.00,7612,2.8%,Other Payers,0,"OXNARD, California
(34.197663, -119.175947)"
2010,106301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,Investor,Comparable,,,122,118,104,$674.00,37725,1.8%,Other Payers,0,"COSTA MESA, California
(33.663857, -117.904765)"
2013,106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Investor,Comparable,,,118,118,63,$1761.00,23096,7.6%,Other Payers,0,"PASADENA, California
(34.14955, -118.141452)"
2011,106190818,VERDUGO HILLS HOSPITAL,Los Angeles,Non-Profit,Comparable,,,158,156,114,$590.00,29630,2%,Other Payers,0,"GLENDALE, California
(34.148138, -118.246437)"
2014,106361223,KAISER FDN HOSP - FONTANA,San Bernardino,Non-Profit,Kaiser Foundation Health,,,529,529,278,$2216.00,89867,2.5%,Other Payers,0,"FONTANA, California
(34.102893, -117.435765)"
2014,106560473,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,Ventura,Non-Profit,Comparable,,,242,242,125,$905.00,48118,1.9%,Other Payers,0,"VENTURA, California
(34.280832, -119.293107)"
2012,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,$687.00,26790,2.6%,Other Payers,25558,"COALINGA, California
(36.139801, -120.360264)"
2015,106580996,RIDEOUT MEMORIAL HOSPITAL,Yuba,Non-Profit,Comparable,,,219,219,135,$775.00,50711,1.5%,Other Payers,0,"MARYSVILLE, California
(39.141551, -121.587688)"
2010,106190430,KAISER FND HOSPITAL - BELLFLOWER,LOS ANGELES,Non-Profit,Kaiser Foundation Health,,,352,352,258,$482.00,18246,2.6%,Other Payers,0,"BELLFLOWER, California
(33.882076, -118.125256)"
2010,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Comparable,,,83,83,83,$825.00,25168,3.3%,Other Payers,0,"VICTORVILLE, California
(34.5121, -117.323632)"
2013,106334025,KAISER FDN HOSP - RIVERSIDE,Riverside,Non-Profit,Kaiser Foundation Health,,,222,222,140,$584.00,41408,1.4%,Other Payers,0,"RIVERSIDE, California
(33.980534, -117.377025)"
2014,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,302,302,302,$546.00,82129,0.7%,Other Payers,0,"PALO ALTO, California
(37.445103, -122.160363)"
2013,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,Teaching,,684,591,405,$1379.00,150802,0.9%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106540798,SIERRA VIEW MEDICAL CENTER,Tulare,District,Comparable,,,167,167,167,$220.00,35711,0.6%,Other Payers,0,"PORTERVILLE, California
(36.073039, -119.016146)"
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,Kern,Non-Profit,Comparable,,,222,222,151,$1359.00,56201,2.4%,Other Payers,0,"BAKERSFIELD, California
(35.373405, -119.018911)"
2013,106040937,OROVILLE HOSPITAL,Butte,Non-Profit,Comparable,,,153,153,133,$2025.00,38208,5.3%,Other Payers,5124,"OROVILLE, California
(39.512339, -121.554608)"
2013,106190323,GLENDALE ADVENTIST MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,515,462,310,$2200.00,104205,2.1%,Other Payers,0,"GLENDALE, California
(34.148138, -118.246437)"
2012,106190878,WHITE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,353,353,271,$658.00,97832,0.7%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,411,411,247,$904.00,88861,1%,Other Payers,0,"NORTHRIDGE, California
(34.228298, -118.535797)"
2011,106196035,KAISER FDN HOSP - BALDWIN PARK,Los Angeles,Non-Profit,Kaiser Foundation Health,,,269,254,178,$836.00,44644,1.9%,Other Payers,0,"BALDWIN PARK, California
(34.08538, -117.960355)"
2011,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,El Dorado,City/County,Psychiatric Health Facilities,,,10,10,10,$533.00,2617,20.4%,Other Payers,0,"PLACERVILLE, California
(38.729652, -120.799147)"
2014,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,76,54,$2100.00,17934,11.7%,Other Payers,17318,"PORTOLA, California
(39.812099, -120.464742)"
2013,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,,,265,265,123,$1340.00,49428,2.7%,Other Payers,0,"OXNARD, California
(34.197663, -119.175947)"
2012,106190159,TRI-CITY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,107,107,38,$171.00,13113,1.3%,Other Payers,0,"HAWAIIAN GARDENS, California
(33.829474, -118.081829)"
2010,106334018,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,District,Comparable,,,84,84,48,$608.00,17217,3.5%,Other Payers,0,"SUN CITY, California
(33.709202, -117.196404)"
2014,106370759,PARADISE VALLEY HOSPITAL,San Diego,Non-Profit,Comparable,,,291,291,291,$2945.00,58053,5.1%,County/Other Indigent,0,"NATIONAL CITY, California
(32.671538, -117.105196)"
2010,106391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Comparable,,,82,80,44,$441.00,15917,2.8%,Other Payers,0,"TRACY, California
(37.738534, -121.421127)"
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,221,$955.00,48663,2%,Other Payers,23952,"SUN VALLEY, California
(34.217499, -118.3694)"
2013,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,353,299,299,$650.00,57353,1.1%,Other Payers,0,"FREMONT, California
(37.550195, -121.980829)"
2014,106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,334,321,167,$453.00,53067,0.9%,Other Payers,0,"GLENDALE, California
(34.148138, -118.246437)"
2014,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,211,211,174,$559.00,32024,1.7%,Other Payers,0,"NAPA, California
(38.297242, -122.289405)"
2011,106190681,MIRACLE MILE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,17,17,17,$485.00,579,83.8%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,District,Comparable,,Rural,181,162,131,$1082.00,44418,2.4%,Other Payers,37276,"HOLLISTER, California
(36.852513, -121.402063)"
2010,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Comparable,,,343,325,314,$1082.00,80633,1.3%,Other Payers,35575,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2011,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,,,158,158,158,$566.00,42299,1.3%,Other Payers,0,"ENCINITAS, California
(33.044805, -117.292447)"
2010,106190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Comparable,,,166,166,138,$645.00,39849,1.6%,Other Payers,0,"TORRANCE, California
(33.836318, -118.340038)"
2011,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,84,84,48,$812.00,14761,5.5%,Other Payers,0,"SUN CITY, California
(33.709202, -117.196404)"
2014,106331164,DESERT REGIONAL MEDICAL CENTER,Riverside,Investor,Comparable,,,385,351,239,$538.00,87775,0.6%,Other Payers,0,"PALM SPRINGS, California
(33.830302, -116.546843)"
2014,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,91,91,71,$541.00,25663,2.1%,Other Payers,22111,"OJAI, California
(34.447966, -119.242981)"
2010,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,,,153,153,153,$842.00,17704,4.8%,Other Payers,0,"SHERMAN OAKS, California
(34.1511, -118.448303)"
2011,106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,Investor,Comparable,,,429,333,328,$1312.00,81924,1.6%,Other Payers,0,"SAN JOSE, California
(37.334807, -121.888128)"
2015,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,,,459,459,320,$644.00,121276,0.5%,Other Payers,0,"MODESTO, California
(37.640735, -121.002435)"
2012,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,389,299,299,$1292.00,59409,2.2%,Other Payers,0,"FREMONT, California
(37.550195, -121.980829)"
2012,106344021,HERITAGE OAKS HOSPITAL,Sacramento,Investor,Comparable,,,125,125,125,$863.00,36030,2.4%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2011,106070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,Non-Profit,Comparable,,,145,145,145,$688.00,30637,2.2%,Other Payers,0,"ANTIOCH, California
(38.016907, -121.813771)"
2014,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,$658.00,28634,2.3%,Other Payers,28059,"COALINGA, California
(36.139801, -120.360264)"
2013,106190170,CHILDREN'S HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Comparable,Teaching,,603,347,347,$1706.00,102642,1.7%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,Investor,Comparable,,,106,106,92,$768.00,17118,4.5%,Other Payers,0,"WATSONVILLE, California
(36.910233, -121.756873)"
2012,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,269,269,269,$1559.00,58068,2.7%,Other Payers,0,"SAN GABRIEL, California
(34.099203, -118.107229)"
2010,106190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,178,178,178,$903.00,33769,2.7%,Other Payers,0,"WHITTIER, California
(33.967318, -118.048051)"
2014,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-TORRANCE,Los Angeles,Non-Profit,Comparable,,,442,418,418,$621.00,89201,0.7%,Other Payers,23102,"TORRANCE, California
(33.836318, -118.340038)"
2015,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,580,580,352,$895.00,119239,0.8%,Other Payers,0,"PASADENA, California
(34.14955, -118.141452)"
2012,106190434,KAISER FDN HOSP - WEST LA,Los Angeles,Non-Profit,Kaiser Foundation Health,,,305,305,147,$1143.00,40933,2.8%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106500939,MEMORIAL HOSPITAL OF MODESTO,STANISLAUS,Non-Profit,Comparable,,,423,397,281,$1741.00,99179,1.8%,Other Payers,0,"MODESTO, California
(37.640735, -121.002435)"
2010,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Comparable,Teaching,,861,797,600,$3146.00,200135,1.6%,County/Other Indigent,0,"LOMA LINDA, California
(34.048261, -117.261123)"
2010,106100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Comparable,,,436,436,436,$632.00,107731,0.6%,Other Payers,0,"FRESNO, California
(36.731654, -119.785856)"
2013,106430837,O'CONNOR HOSPITAL,Santa Clara,Non-Profit,Comparable,,,358,260,202,$1481.00,52149,2.8%,Other Payers,7445,"SAN JOSE, California
(37.334807, -121.888128)"
2013,106341051,SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,Non-Profit,Comparable,,,754,754,430,$1840.00,159600,1.2%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,,Rural,51,51,40,$725.00,8458,8.6%,Other Payers,7076,"WEAVERVILLE, California
(40.732757, -122.940515)"
2011,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,650,580,$655.00,209533,0.3%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,245,245,134,$765.00,62447,1.2%,Other Payers,0,"TARZANA, California
(34.173302, -118.553101)"
2015,106301566,"ORANGE COUNTY GLOBAL MEDICAL CENTER, INC.",Orange,Investor,Comparable,,,228,228,228,$1200.00,34869,3.4%,Other Payers,0,"SANTA ANA, California
(33.749738, -117.869781)"
2013,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,84,84,48,$360.00,14826,2.4%,Other Payers,0,"SUN CITY, California
(33.709202, -117.196404)"
2011,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,135,135,$886.00,33760,2.6%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,District,Comparable,,,107,107,107,$1078.00,16847,6.4%,Other Payers,0,"BRAWLEY, California
(32.978688, -115.539429)"
2013,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,65,$611.00,17782,3.4%,Other Payers,0,"GLENDORA, California
(34.136001, -117.865485)"
2012,106190681,MIRACLE MILE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,17,17,17,$580.00,637,91.1%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,Non-Profit,Comparable,,,35,35,35,$1834.00,11378,16.1%,Other Payers,0,"STOCKTON, California
(37.957541, -121.292451)"
2012,106342344,KAISER FDN HOSP - SOUTH SACRAMENTO,Sacramento,Non-Profit,Kaiser Foundation Health,,,217,217,143,$2185.00,37779,5.8%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,414,307,257,$449.00,74989,0.6%,Other Payers,0,"BURBANK, California
(34.182052, -118.307476)"
2012,106444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,Investor,Comparable,,,106,106,92,$620.00,17891,3.5%,Other Payers,0,"WATSONVILLE, California
(36.910233, -121.756873)"
2010,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,366,333,333,$603.00,38672,1.6%,Other Payers,2824,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,Teaching,,881,825,557,$3967.00,196066,2%,County/Other Indigent,0,"LOMA LINDA, California
(34.048261, -117.261123)"
2015,106190422,TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,446,378,320,$1926.00,109273,1.8%,Other Payers,0,"TORRANCE, California
(33.836318, -118.340038)"
2012,106301209,HUNTINGTON BEACH HOSPITAL,Orange,Investor,Comparable,,,131,131,131,$1053.00,17776,5.9%,County/Other Indigent,0,"HUNTINGTON BEACH, California
(33.659775, -117.999313)"
2014,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,234,211,211,$472.00,51945,0.9%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106480989,KAISER FDN HOSP REHAB CENTER - VALLEJO,Solano,Non-Profit,Kaiser Foundation Health,,,248,248,145,$1132.00,46198,2.5%,Other Payers,0,"VALLEJO, California
(38.101088, -122.254959)"
2014,106190328,GLENDORA COMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,128,128,32,$249.00,10684,2.3%,Other Payers,0,"GLENDORA, California
(34.136001, -117.865485)"
2011,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,,Rural,87,87,49,$530.00,17908,3%,Other Payers,16486,"ALTURAS, California
(41.490967, -120.542538)"
2011,106331293,PARKVIEW COMMUNITY HOSPITAL,Riverside,Non-Profit,Comparable,,,193,193,110,$1367.00,37778,3.6%,Other Payers,0,"RIVERSIDE, California
(33.980534, -117.377025)"
2012,106190170,CHILDREN'S HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Comparable,Teaching,,603,347,347,$1372.00,99566,1.4%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106196405,PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,157,157,157,$1747.00,34993,5%,Other Payers,0,"PALMDALE, California
(34.576469, -118.116103)"
2015,106300032,CHILDREN'S HOSPITAL - ORANGE COUNTY,Orange,Non-Profit,Comparable,,,279,279,279,$441.00,62717,0.7%,Other Payers,0,"ORANGE, California
(33.791489, -117.853096)"
2010,106540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Comparable,,,163,163,163,$1975.00,43711,4.5%,Other Payers,0,"PORTERVILLE, California
(36.073039, -119.016146)"
2013,106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Riverside,Non-Profit,Comparable,,,106,106,106,$1142.00,28903,4%,Other Payers,0,"MURRIETA, California
(33.559752, -117.220777)"
2015,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Fresno,Non-Profit,Comparable,Teaching,,909,909,739,$1779.00,261787,0.7%,Other Payers,35772,"FRESNO, California
(36.731654, -119.785856)"
2010,106331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,District,Comparable,,Small,77,77,77,$998.00,12166,8.2%,Other Payers,0,"BANNING, California
(33.925467, -116.876725)"
2011,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,269,269,269,$1473.00,51563,2.9%,Other Payers,0,"SAN GABRIEL, California
(34.099203, -118.107229)"
2014,106334564,TEMECULA VALLEY HOSPITAL,Riverside,Investor,Comparable,,,140,140,140,$842.00,14270,5.9%,Other Payers,0,"TEMECULA, California
(33.493399, -117.148787)"
2012,106074097,KAISER FDN HOSP - ANTIOCH,Contra Costa,Non-Profit,Kaiser Foundation Health,,,150,146,106,$506.00,25001,2%,Other Payers,0,"ANTIOCH, California
(38.016907, -121.813771)"
2011,106571086,WOODLAND MEMORIAL HOSPITAL,Yolo,Non-Profit,Comparable,,,108,108,108,$502.00,17702,2.8%,Other Payers,0,"WOODLAND, California
(38.677493, -121.774715)"
2011,106390846,DAMERON HOSPITAL,San Joaquin,Non-Profit,Comparable,,,202,202,202,$929.00,39999,2.3%,Other Payers,0,"STOCKTON, California
(37.957541, -121.292451)"
2014,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,991,6,$649.00,17597,3.7%,Other Payers,0,"POMONA, California
(34.055118, -117.750048)"
