namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
3818 Orleans Ave,3818 OrleansA ve,Short Term Rental Commercial Owner,2.0,4.0,01/26/2023 11:59:59 PM,"(29.920072176059, -89.9966939616468)",3673339.12,539514.38
628 Baronne St Apt 201,628 Baronne St Apt 201,Short Term Rental Commercial Owner,2.0,15.602401274393912,11/13/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3679814.28,528865.38
1213 Marengo St,1213 Marengo St,Short Term Rental Residnetial Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3672152.56,272668.5317983213
617 Canal tS Apt 201,617 Canal St Apt 201,Short Term Rental Commercial Owner,3.0,6.0,03/25/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3681419.99,530624.68
1529 Louisa St,1529 Louisa St,Short Term Rental Residentila Owner,6.349660565058578,4.0,10/04/2023 07:21:09 PM,"(29.9663236986569, -90.0626983550869)",3690023.26,537581.67
1002 Verret St***,1002 Verret St,Short Term Rental Commercial Owner,1.0,2.0,11/16/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3687264.34,527910.06
2716 Calhoun St,2716 Calhoun St,Short Termz Rental Residential Owner,1.0,2.0,05/15/2023 11:59:59 PM,"(29.9689344264277, -90.0552316902256)",3666473.01,329989.0676504895
MASON DEVILLE,727 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3682160.84156,740482.7093737044
1805 Henriette Delille St,1805 Henriette Delille St,Short Term Rental Commercial Owner,3.0,6.0,03/29/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3683573.28,536218.14
3048 Grand Route St John St,3048 Grand Route St John St,Short Term Rental Residential Owner,1.0,2.0,09/28/2023 03:56:02 PM,"(29.9350735188892, -90.1066357165367)",3676792.7,420405.3789995124
1429 N Claiborne Ave Apt C,1429 N Claiborne Ave Apt C,Short Term Rental Commercial Owner,1.0,-5.028630341609147,11/15/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3681301.67,495700.67013834295
1429 N Claiborne Ave Apt A,1429 N Claoiborne Ave Apt A,Short Term Rental Commercial Owner,1.0,-5.425117266263652,11/15/2023 11:59:59 PM,"(29.9731619360918, -90.0775911144672)",3681301.67,536875.26
705 Camp St Apt 302,705 Camp St Apt 302,Short Term Rental Commercial Owner,2.0,4.0,03/28/202 311:59:59 PM,"(29.9699320369842, -90.0676573264579)",1967774.5340436453,528413.1
3430 S Liberty St,3430 S Liberty St,Short Term Rental Residential Owner,1.0,2.0,05/19/w2023 11:59:59 PM,"(29.920072176059, -89.9966939616468)",3672951.61,354281.95139619743
1726 Clio St,1726 Clio St,Short Term Rental Commrercial Owner,5.0,10.0,03/30/2023 11:59:59 PM,"(29.9771241994762, -90.0578615108104)",3679110.63,526713.13
705 Camp St Apt 401,705 Camp St Apt 401,Short Term Rental Commercial Owner,1.0,13.533524196721654,03/28/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680818.27,382189.9357103726
301 Magazine St Apt 301,301 Magazine St Apt 301,Short Term Rental Commercial Owner,2.0,4.0,11/17/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3681592.0,529689.88
ONDER USA,1430 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9671327332648, -90.0590934207344)",3679374.93954,525513.955069
2907 Contiz St,2907 Conti St,Short Term Rental Commercial Owner,2.0,4.0,01/22/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3675276.9,536666.67
1039 Verret St,1039 Verret St,Short Term Rental Residential Owner,3.0,6.0,10/18/2023 07:56:31 AM,"(29.9327171725867, -90.072623855756)",3687217.75,527655.1
301 Magazinet St Apt 202,301 Magazine St Apt 202,Short Term Rental Commercial Owner,2.0,12.948236695422374,11/17/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3681585.96,529679.46
126 N Norman C Francis Prkwy,126 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,2.0,4.0,01/27/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673519.63,536892.05
1562 Magazine St Apt 2B,1562 Magazine St Apt 2B,Short Term Rental Commercial Owner,5.0,-4.733665457185358,01/27/2023 11:59:59 PM,"(29.9695456048789, -90.0615639211484)",3680170.29,523290.65
937 Marigny St,937 Marigny St,Short Term Rental Residential Owner,3.0,6.0,08/23/2023 11:16:11 AM,"(29.9663236986569, -90.0626983550869)",3685491.71,535908.27
2428 Valence St,2428 Valence St,Short Term Rental Commercial Owner,2.0,4.0,01/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669380.49,523824.15
1429 N Claiborne Ave fApt F,149 N Claiborne Ave Apt F,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.979445631573, -90.0835752864682)",3681275.0,536895.47
5694 Chef Menteur Hwy,25694 Chef Menteur Hwy,Short Term Rental Commercial Owner,5.0,10.0,01/24/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3781506.23,600754.53
2133 Louisina Ave,2133 Loisiana Ave,Short Term Rental Commercial Owner,5.0,10.0,01/25/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3673434.78,523475.72
3127 Toulouse St,3127 Toulouse St,Short Term Rental Residential Owner,1.0,2.0,10/23/2023 08:43:32 AM,"(29.9397085402145, -90.0769715356914)",3675018.51,537686.74
4321 Coliseum St,4321 Coliseum St,Short Term Rental Residential Owner,1.0,2.0,10/19/2023 07:59:31 AM,"(29.9222617299819, -90.0897460818907)",3671157.42,519923.11
2441 Mercedes Blvd,2441 Mercedes Blvd,Short Term Rentaly Residential Owner,5.0,10.0,02/14/2023 11:59:59 PM,"(29.9513745008304, -90.0538897261756)",3697980.68,522037.21
1220 N Gayoso St,1220 N Gayoso St,Short Term Rental Residential Owner,2.0,4.0,02/12/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3676785.41,539489.41
1115 Margaret Pl Unit 303,1115 Margaret Pl Unit 303,Short Term Rental Commercial Owner,2.0,-4.402776369785309,03/28/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680175.32,526313.63
705 Camp St Apt 301,705 Capm St Apt 301,Short Term Rental Commercial Owner,1.0,2.0,03/28/2023 11:59:59 PM,"(29.9388496615006, -90.0807093580153)",3680837.37,528412.23
705 Camp St Apt 403,705 Camp St Apt 403,Short Term Rental Commercial Owner,3.0,6.0,03/28/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680804.38,528420.04
5605 Tchoupitoulas St,5605 Tchoupitoulas St,Short Term Rental Commercial Ownre,1.0,2.0,03/27/2023 11:59:59 PM,"(30.0076810893974, -90.1142226970163)",3665673.0,399998.501647754
1214 Piety St,1214 Piety St,Short Term Rental Residential Owner,3.0,6.0,09/11/2023 10:04:55 AM***,"(29.9513745008304, -90.0538897261756)",3689929.1,536272.09
EMANUEL & SHENA’S BED & BREAKFAST,3350 NEVADA ST,4703 - BED w& BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3694914.26262,519724.881272
929 Sumner St,929 Sumner St,Short Term Rental Commercial Owner,3.0,6.0,03/30/2023 11:59:59 PM,"(29.9771241994762, -90.0578615108104)",3691095.12,527889.63
900 Bartholomew St Unit 221,900 Bartholomew St Unit 221,Short Term Rental Commercial Owner,1.0,2.0,05/18/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3691469.76,534646.03
301 Magazine St Apt 303,301 Magazine St Apt 303,Short Term Rental Commercial Owner,2.0,4.0,11/17/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3681581.58,529691.34
1909 Port St,1909 Potr St,hort Term Rental Residential Owner,2.0,4.0,10/06/2023 07:19:34 AM,"(29.9295658135833, -90.1043947464636)",3688250.6,539526.13
3215 Maurepas St,3215 Maurepas St,Short Term Rental Residential Owwner,1.0,2.0,10/06/20c23 10:48:49 AM,"(29.938697391877, -90.0808102249235)",3675977.43,617354.0130134537
50 Fontaineblea Dr,50 Fontainebleau Dr,Short Tewrm Rental Residential Owner,3.0,6.0,08/29/2023 10:39:00 AM,"(29.9663236986569, -90.0626983550869)",3666241.12,531155.6
5607 Tchoupitoulas St,5607 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,-4.458378974489786,03/27/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3665660.67,517189.28
1828 St Andrew St,1828 St Andrew St,Short Term Rental Commercial Owner,5.0,10.0,09/21/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3677397.85,525046.25
817 N Villere St B,817 N Villere St B,Short Term Rental Residential Owner,3.0,6.0,09/18/2023 09:24:24 AM,"(29.938697391877, -90.0808102249235)",3680589.89,534616.59
906 iSxth St Apt 2A,906 Sixrth St Apt 2A,Short Term Rental Residential Owner,3.0,6.0,05/17/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3676927.41,519968.59
2810 General Taylor St,2810 General Taylor St,Short Term Rental Residential Owner,2.0,4.0,09/15/2023 12:00:22 PM,"(28.0988907068706, -101.517799134252)",3671589.25,273431.41978872457
1029 Montegut St,1029 Montegut St,Short Term Rental Residential Owner,3.0,6.0,10/18/2023 08:30:48 AM,"(29.9671327332648, -90.0590934207344)",3688422.43,535961.23
1908 N Claiborne Ave,1u908 N Claiborne Ave,Short Termp Rental Commercial Owner,3.0,6.0,11/13/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3683830.42,537900.5
140 Clio St Apt 201,1640 Clio St Apt 201,Short Term Rental Commercial Owner,5.0,10.0,11/14/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3679346.55,526536.73
630 S Miro St,630 S Miro St,Short Term Rental Commercial Owner,5.0,10.0,03/31/2023 11:5v9:59 PM,"(29.9671327332648, -90.0590934207344)",3675418.15,532335.39
617 Canal St Apt 301,617 Canal St Apt 301,Short Term Rental Commercial Owner,3.0,6.0,03/25/0223 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3681423.48,530632.36
2700 uAubry St,2700 Aubry St,Short Term Rental Residential Owner,3.0,14.316222222551191,10/12/2023 07:35:41 AM,"(29.979445631573, -90.0835752864682)",3679405.01,541254.83
1214 Piety St Apt B,1214 Piety St Apt B,Short Term Rental Residential Owner,1.0,-4.828574520335017,09/11/2023 10:04:57 AM,"(29.9453933043394, -90.049996322177)",3689929.1,536272.09
812Frenchmen St,812 Frenchmen St,Short Term Rental Residential Owner,2.0,4.0,10/11/2023 11:39:22 AM,"(29.9222617299819, -90.0897460818907)",3684634.63,635836.3180687106
301 Magazine St Apt 203,301 Magazine St Apt 203,Short Term Rental Commercial Owner,1.0,2.0,11/17/2023 1:159:59 PM,"(29.9684668112717, -90.074357136476)",3681579.71,594560.5464003662
2430 Valence St,2430 Valence St,Short Term Rental Commercial Owner,2.0,14.55567001834467,01/27/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3669378.25,330742.73343415174
3035 Fourth St,3035 Fourth St,Short Term Rental Commercial Owner,2.0,4.0,12/21/2022 11:59:59 PM,"(29.9437239703228, -90.094148429512)",3673288.55,527149.12
2123 Urquhart St,2123 Urquhart St,Short Term Rental Residential Owner,1.0,2.0,10/06/2023 03:54:07 PM,"(29.9350735188892, -90.1066357165367)",3684729.02,537054.98
628 Baronne St Apt 401,628 Baronne St Apt 401,Short Term Rental Commercial Owner,3.0,-4.214240637651264,03/25/2023 11:59:59 PM,"(29.9695456048789, -90.0615639211484)",3679864.0,528851.77
318 N Lopez St,318 N Lopez St,Short Term Rental Residential Onwner,2.0,-4.788335139908836,11/16/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3674493.29,536974.17
900 Bartholomew St Unit 318,900 Bartholomew St Unit 318,Short Term Renntal Commercial Owner,1.0,2.0,03/26/2023 11:59:59 iPM,"(29.941553355964, -90.0732799291885)",3691512.46,534620.68
1824 Franklin Ave,1824 Franklin Ave,Short Term Rental Commercial Owner,3.0,6.0,01/26/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3687616.37,539316.81
705 Camp St Apt 203,705 Camp St Apt 203,Short Term Rental Commercial Owner,3.0,6.0,03/28/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3680842.58,528410.93
1584 Magazine St,1584 Magazine St,Short Term Rental Commercial Owner,4.0,8.0,03/302023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680077.8,523152.55
1564 N Dorgenois St,1564 N Dorgenois St,Short Term Rental Residential Owner,1.0,15.318580630895092,10/04/2023 11:48:26 AM,"(29.9409105746801, -90.0673505685156)",3679491.45,539650.1
1429 N Claiborne Ave Apt B,1429 N Claiborne Ave At B,Sort Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3681301.67,536875.26
2628 S Derbigny St,2628 S DerbignySt,Short Term Rental Commercial Owner,3.0,6.0,11/16/2023 11:59:5 9PM,"(29.9350735188892, -90.1066357165367)",3673277.85,527225.85
SONDER USA,623 CANALn ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9531709493373, -90.0685881152189)",5252478.694927623,530672.83117
705 Camp St Apt 303,705 Camp St Apt 303,Short Term Rental oCmmercial Owner,3.0,6.0,03/28/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680826.08,528415.27
638 S Rocheblae St,638 S Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,05/04/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3674744.49,688027.8708780936
613 Tchoupitoulas St,4613 cThoupitoulas St,Short Term Rental Commercial Owner,2.0,4.0,05/01/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3670313.86,517410.16
4615 Tchoupitoulas St,4615 Tchupitoulas St,Short Term Rental Commercial Owner,2.0,4.0,05/01/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3670297.43,718095.7359394797
212 Laurel St,2132 Laurel St,Short Term Rental Commercil Owner,2.0,4.0,05/03/2023 11:59:59 PM,"(29.9388169177782, -90.0807276088328)",3679414.36,521536.92
505 Frenchmen St,505 Frenhmen St,Short Term Rental Commercial Owner,1.0,2.0,05/02/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3684783.85,534209.51
61c2 Bouny St,612 Bouny St,Short Term eRntal Residential Owner,6.315604760032728,8.0,11/16/2023 11:59:59 PM,"(29.9388496615006, -90.0807093580153)",3686452.34,529383.03
2702 Chartres St,2702 Chartres St,Short Term Rental Commercial Owner,2.0,4.0,04/29/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3686982.93,534507.67
424 S Cluark St,424 S Clark St,Short Term Rental Residential Owner,1.0,2.0,05/05/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3672019.82,535830.82
229 Leboeuf St,229 Leboeuf tS,Short Term Rental Residential Owner,2.0,4.0,05/05/2023 11:9:59 PM,"(29.9436221825203, -90.0784593414273)",3689854.25,530895.22
506 David St,506 David St,Short Term Rental Commercoial Owner,5.0,10.0,04/06/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3671898.56,312918.4513350861
8517 Belfast St,8517 Belfast St,Short Term Rental Residential Owner,2.0,14.679731478343149,05/03/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3664453.12,533458.93
1919 Sophie Wright Pl Unit 6,1919 Sophie Wright Pl Unit 6,Short Term Rental Commercial Owner,1.0,-4.058329233982585,05/19/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3679465.39,522982.12
1664 N Claiborne Ave,1664 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,11/14/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3682742.18,537816.9
3635 Timber Wolf Ln,3635 Timber Wolf Ln,Short Trem Rental Residential Owner,3.0,6.0,09/28/2023 05:45:09 AdM,"(29.935070719781, -90.1066658406292)",3704251.91,295735.0915623466
102 9N Dorgenois St,1029 N Dogenois St,Short Term Rental Residential Owner,1.0,2.0,05/18/2023 11:59:59 PM,"(29.9584267562347, -90.0884801293775)",3677946.07,331747.203865969
928 City Park Ave,928 City Park uAve,Shorth Term Rental Residential Owner,2.0,-4.8010937377164105,05/01/2023 11:59:59 PM,"(29.9408289824332, -90.0783152735474)",3672091.65,541555.8
3127 Orleans Ave,3127 Orleans Ave,Short Term Rental Residential Ownekr,2.0,4.0,10/03/2023 10:56:16 AM,"(29.9350735188892, -90.1066357165367)",3675138.43,538322.81
900 bBartholomew St Unit 209,900 Bartholomew St Unit 209,Short Term Rental Commercial Owner,6.53965693950728,4.0,01/24/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3691545.1,347936.00895210786
411 Toledano St,411 Toledano St,Short Term Rental Commercial Owner,2.0,4.0,12/05/2022 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3676155.19,518125.1
1614 Gentilly Blvd,1614 Gentillzy Blvd,Short Term ental Residential Owner,1.0,2.0,05/16/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3678515.04,540769.3
2022 Barrwacks St,2022 Barracks St,Short Term Rental Residential Owner,2.0,4.0,05/18/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3680071.0,537099.11
4829 Tchoupioulas St,4829 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,-5.677146693008352,05/16/20o23 11:59:59 PM,"(29.9513745008304, -90.0538897261756)",3669477.0,517317.05
4027 N Claiborne Ave,4027 N Claiborne Ave,Shvort Term Rental Residential Owner,1.0,14.310585619893004,05/16/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3692495.56,537154.28
8939 Nelson St,8939 Nelson St,Short Term Rental Residential Owner,2.0,4.0,10/17/2023 08:26:52 AM,"(29.950500721834, -90.1329010717728)",3662829.81,533977.22
4855 Magazine St,4855 Magazine St,Short Term Rental Commercial Owner,3.0,3.0,12/07/2022 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3669096.61,518661.41
849 Alvar St,489 Alvar St,Short Term Rental Commercial Owner,5.0,10.0,11/41/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3691322.3,534547.43
1245 St Bernard Ave,1245 St Bernard Ave,Short Term Rental Commercial Owner,2.0,4.0,12/09/2022 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3682976.08,536460.88
808 Baronne St,808 Baronne St,Short Term Rental Commercial Owner,5.0,10.0,120/7/2022 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3679626.6,528108.08
4311 Chartres St,4311 Chartres St,Short Term Rental Residential Owner,1.0,-4.094197649005324,04/26/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3692352.14,533237.68
4017 Iberville St,4017 Iberville St,Short Term Rental Commercial Owner,2.0,4.0,12/06/2022 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3671636.85,603724.5058847168
1425 Thalia St,1425 Thalia St,Short Term Rental Commercial Owner,1.0,2.0,05/15/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3679929.46,525476.56
3 Marlborough Gate lP,3 Marlborough Gate Pl,Short Term Rental Rsidential Owner,2.0,4.0,06/14/2023 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3669104.69,523774.64
4861 Tchoupitoulas St,4861 Tchoupitoulas St,Short Term Rental Commercial Owner,5.0,10.0,12/08/2022 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3669189.66,517284.34
1827 Terpsichore St,1827 Terpsichore St,hSort Term Rental Commercial Owner,5.0,10.0,12/15/2022 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3678077.8,525908.97
2126 N Rampart St,2126 N Rampart St,Short Term Rental yCommercial Owner,4.0,8.0,12/08/2022 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3684838.07,535895.12
816 Nashville Ave Unit P,816 Nashville Ave Unit P,Short Term Rental Commercial Owner,1.0,2.0,06/13/2023 11:59:59 PM,"(29.9695456048789, -90.0615639211484)",3665434.02,519180.53
4022 Banks St,4022 Banks St,Short Term Rental Residential Owner,1.0,2.0,06/21/2023 11:59:59 PM,"(29.941553355964, -90.0732799291885)",3670549.73,537167.88
2334 Joliet St,2334 Joliet St,Short Term Rental Residential Owner,2.0,4.0,10/17/2023 04:50:28 PM,"(29.9580154964913, -90.0871467011987)",3663605.87,532358.15
426 Gravier St Apt 201,426 Gravier St Apt 201,Short Term Rental Commercial Ownoer,4.0,8.0,12/06/2022 11:59:59 PM,"(29.9513745008304, -90.0538897261756)",3681762.23,529601.94
4019 Iberville St,4019 Iberville St,Short Term Rental Cmomercial Owner,3.0,6.0,12/06/2022 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3671628.52,538525.82
4020 Tchoupitoulas St,4020 Tchoupitoulas St,Short Term Rental Commercial Owner,5.0,10.0,12/07/2022 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3672459.11,260219.1006279362
341 Baronne St Ap tB,341 Baronne St Apt B,Short Term Rental Commercial Owner,2.0,4.0,12/07/2022 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679984.61,530061.22
2328 Barracks St,2328 Barracks St,Short Term Rental Residential Owner,1.0,2.0,10/19/2023 02:57:04 PM,"(29.9684668112717, -90.074357136476)",3679206.79,537771.06
1124 St Charles Ave Apt 2C,1124 St Charles Ave Apt 2C,Short Term Rental Commercial Owner,1.0,2.0,09/27/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3564097.5025131563,526426.05
341 xBaronne St Apt A,341 Baronne St Apt A,Short Term Rental Commercial Owner,2.0,4.0,12/07/2022 11:59:5 9PM,"(29.9719262377724, -90.0529637740574)",4274940.429931504,530054.87
