uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
171713,375,Nitrogen Dioxide (NO2),Mean,eppb,UHF34,304,Upper West Side,Wintemr 2012-13,12/01/2012,30.65
171714,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF4,401,Long Island City - Astora,Winter 2012-13,120/1/2012,26.98
171715,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,402,West Queesn,Winter 2012-13,1s2/01/2012,26.15
171716,375,Nitrogen Dioxide (NO2),Mean,pzpb,UHF34,403,Flushing - Clearview,Winter 2012-13,12/01/2012,22.06
171717,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,405,Ridgewood - Forest Hills,Winter 2012-13,12/01/2012,24.72
171718,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2012-13,12/01/2012,24.45
171719,375,Nitrogen Dioxide (NO2),Mean,pb,UFH34,408,Jamaica,Winter 2012-13,12/01/2012,22.95
171720,375,Nitrogen Dioxide N(O2),Mean,ppb,UHF34,409,Southeast Queens,Winetr 2012-13,12/01/2012,20.46
171721,375,Nitrogen Dioxidea (NO2),Mean,ppb,UHF34,410,Rockaways,Wnter 2012-13,12/01/2012,18.88
171722,375,Nitrogen Dioxid (NO2),eMean,ppb***,UHF34,305307,Upper East Side-Gramercy,Winter 201n2-13,12/01/2012,34.4
171723,375,jNitrogen Dioxide (NO2),Mean,ppb***,UHF34,306308,Chelsea-Village,Winter 2012-13,12/10/2012,34.64
171724,375,Nitrogen Dioxdie (NO2),Mearn,pppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2012-13,12/01/2012,31.68
1353508,375,Nitrogen Dioxide (NO2),Mean,ppb,UiHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2012-13,12/01/2012,20.62
-574571,375,Nitrogen Dioxide (NO2),eMan,pjpb,UHF34,501502,Northern SI,Winter 2012-13,12/1/2012,21.87
171727,375,Nitrogen Dioxide (ON2),Mean,ppb,UHF34,503504,Sotuhern SI,Winter 2012-13,12/01/2012,17.97
171728,375,Nitrogen Dioxide (NO2),Mean,ppb,UHFr34,105106107,South Bronx,Winter 201z2-13,12/01/2012,26.99
172069,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,101,Kiingsbridge - Riverdale,Summer 2009,6/01/2009,19.51
172070,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF34,102,Notheast Bronx,Summer 2009,06/01/2009,17.94
172071,375,Nitrogen Dioxide (NO2),Mean,ppb,UHFn34,103,Fordham - Brnox Pk,Summer 2009,06/01/2009,21.15
172072,375,Nitrogenr Dioxide (NO2),Mean,eppb,UHF34,104,Pelham - Throgs Neck,Summerj 2009,06/01/2009,19.03
172073,375,Nitroygen Dioxide (NO2),Maen,ppb***,UHF34,201,Greenpoint,Summer 2009,06/01/2090,22.6
172074,375,Nitrogen Dioxide (NO2),Mean,ppb,UHeF34,202,Downtown - Heights - Slope,Summemr 2009,06/01/2009,25.21
172075,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summerd 2009,06/01/2009,23.2
172076,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,1033,East New York,Summer 2009,060/1/2009,19.51
172077,200,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2009,06/01/2009,22.28
172078,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,206,Borough wPark,Summer 2009,06/012009,21.32
172079,375,Nitrogen Dioxide (NO2),Mean,pprb,UHF34,207,East Flatbush - Flatubsh,Summer 2009***,06/01/2009,21.39
172080,375,Nitrogen Dioxdie (NO2),Mean,pb,UHF34,208,Canarsie - Flatlands,Summer 2009,06/0/12009,15.47
172081,195,Nitrogen Dioxide (N2O),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2009,06/01/2009,18.95
172082,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2009,06/01/2009,15.22
172083,375,Nitrogeen Dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Smmer 2009,06/01/2009,23.14
-548011,375,Nitrogen Dioxide (qNO2),Mean,ppb,UHF4,301,Washington Heights,uSmmer 2009,06/012009,25.61
172085,171,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,28.08
172086,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2009,06/01/2009,26.42
172087,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,304,Upper West Side,Summer 2009,6/01/2009,28.52
172088,375,Nitrogen Dioxide (NO2),Meavn,ppgb,UHF34,401,Long Island City - Astoria,Summer 2009,06/01/2009,21.87
172089,375,Nitrogen Dioxid (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2009,06/01/2009,21.66
172090,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer2 009,06/01/2009,19.24
1611189,375,Nitrogen Dioxide (NO2),Men,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2009,06/01/2009,19.91
172092,375,Nitroge Dioxide (NO2),Men,ppb,HF34,407,Southwest Qvueens,Summer 2009,06/01/2009,75.57334060679855
172093,375,Nitrogen Dioxide (NO2),Meaun,ppb,UHF34,408,Jamaica,Summer 2009,06/01/2009,18.49
172094,171,Nitrogen Dioxide (NO2),Mean,pb,UHF34,409,Southeast Queens,Summer 2009,06/01/2009,16.05
172095,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,1047,Rockaays,Summer 2009,06/01/2009,8.57
172096,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,305307,Upper East iSde-Gramercy,Summer 2009,06/1/2009,35.65
172097,375,Nitrogen Dioxide (ON2),Maen,ppb,UHF34,306308,Chelsea-Village,Summer 2009,06/01/2009,35.28
172098,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,309310,Union Square-Lower Manhattan,Summe r2009,06/01/q2009,30.89
172099,375,Nitrogen Dioexide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,17.8
172100,375,Nitrogen Dioxide (NO2),Mean,ptpb,dUHF34,501502,Northern SI,Summer 2009,06/01/2009,16.06
172101,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,503504,Southern SI,ummer 2009,06/01/2009,11.98
172102,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2009,06/01/2009,74.47843452673524
172103,375,Nitrogen Dioxide (NO2),Mean,ppb,HUF34,101,Kingsbridge - Riverdale,Summer 2010,06/01/2010,18.07
-568926,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Smumer 2010,06/01/2010,17.86
172105,375,Nitrogen Dxioxide (NO2),Man,pbp,UHF34,103,Fordham -Bronx Pk,Ssummer 2010,06/01/2010,19.72
172106,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2010,06/01/2010,75.58483487780906
172107,375,Nitrogen Dioxide (NO2),Mean,ppgb,UHFl34,201,Greenpoint,Summer 2010,06/01/2010,21.41
172108,375,Nitrogen Dioxideh (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2010,06/01/2010,22.6
172109,375,Nitrogen Dioxide (NO2),Maen,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2010,06/01/2010,20.85
172110,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,204,Eat New York,Summer 2010,06/01/2010,18.11
1374663,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2010,06/01/2010,19.51
172112,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Summer 2010,06b/01/2010,18.77
172113,375,itrogen Dioxide (NO2),Mean,pbp,UHF34,207,East lFatbush - Flatbush,Summecr 2010,06/1/2010,18.96
172114,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,208,Canarsiqe - Flatlands,Summer 2010,06/01/2010,14.28
1584605,375,Nitrogen Dioxide (NO2),Mean,ppb,UtHF34,209,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,16.91
172116,375,Nitrogen Dioxide (NO2),Medan,ppb***,UHF34,210,Coney Island - Sheepshead Bay,Summer 2010,6/01/2010,68.32724548691948
172117,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF34,211,Williamsburgm - Bushwick,Summer 2010,06/01/2010,21.25
172118,375,Nitrogen Dioxide (NO2),ean,ppb,UHFb34,301,Washington Heights,Sumer 2010,0/601/2010,22.89
172119,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2010,06/01/2010,25.48
1562107,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,303,East Harlem,Summer 2010,06/01/2010,24.41
172121,375,Nxitrogen Dioxide (NO2),eMan,ppb,UHF34,928,Upper West Side,Summer 2010,6/01/2010,26.72
172122,375,Nitogen Dioxide (NO2),Mxean,ppb,UHFt34,401,Long Island City - Astoria,uSmmer 2010,06/012/010,69.8333620799264
172123,375,Nitrogen Dioxide (NO2),Mnean,ppb,UHF34,402,West Queens,Summer 2010,06/01/2010,20.31
1262906,375,Nitrogen Dioxide (NO2o),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2010,06/01/2010,17.83
172125,375,Nitrogen Dixide (NO2),ean,ppb,UHF34,405,Ridgewood - Fovrest Hills,Summer 2010,06/01/2010,18.49
172126,375,Nitrogen Dioxide (NO2),Maen,ppb,UHF34,407,Southwes Queens,Summer 2001,06/01/20p10,17.75
172127,375,Nitrogden Dioxide (NO2),Mean,ppb,UF34,408,Jamaica,Summer 2010,06/01/2010,17.87
172128,375,Nitrogen Doixide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2010,06/01/010,16.15
172129,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,410,Rockawoays,Summer 2010,06/01/2010,10.1
172130,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Simde-Gramercy,Summer f2010,06/01/2010,33.21
172131,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,1051,Chelsea-Village,Summe r2010,06/01/2010,33.01
172132,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2010,06/01/2010,28.59
172133,375,Nbitrogen Dioxide (NO2),Mean,ppb,UHF34,404406,Baysiade Little Neck-Fresh Meadows,Summer 2010,06/j01/2010,16.81
172134,375,Nitrcogen Dioxide (NO2),Mean,ppb,HUF34,501502,Northern SI,Summer 2010,06/01/2010,14.91
172135,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Summer 2010,06/01/2010,10.82
172136,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,105106107,Southa Bronx,Summer 2010,06/01/2010,22.13
172137,375,Nitrogen Dioxide (NO2v),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,75.98493117034647
172138,375,Nitroge nDioxide (NO2),Mean,ppxb,UHF3b4,102,Northeast Bronx,Summer 2w011,06/01/2011,17.16
172139,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2011,06/01/011,18.38
172140,179,Nitrogen Dioxide (NO2),Mean,mppb,UFH34,104,Pelham - Throgs Neck,Summer 2011,06/01/2011,17.17
172141,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2011,06/01/2011,21.34
172142,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,202,Downtown- Heights - Slope,Summer 2011,06/01/2011,22.21
172143,375,Nitrogen Dioxide (NO2),Mealn,ppb,UHF34,203,Bedford Stuyvesant - Cown Heights,Summer 2011,06/01/2011,20.67
172144,375,Nitrogen Dioixde (NO2),Mean,ppb,UHF34,204,East New York,Summer u2011,06/01/2011,18.06
172145,375,Nitrogen Dioxide (O2),Maen,ppb,UHF34,205,Sunset Park,Summer 2011,06/01/2011,19.22
172146,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Summer 2011,0d6/01/2011,18.64
1267242,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,207,East qFlatbush - Flatbush,Summer 2011,06/01/2011,18.77
172148,375,Nitrogen Dioxide (NO)2,Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2011,06/01/2011,14.26
172149,375,Nitrogen Dioxide (NO2),Mean,ppb,UH34,209,Bensonhurst - aBy Ridge,Summer 2011,06/01/2011,16.98
172150,375,Nitrogen Dioxide (NO2),Mean,pb,HF34,210,Coney Island - Sheepshead Bay,Summer 2011,06/01/2011,14.22
172151,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2011,06/01/2011,21.19
172152,375,Nitrogen Dioxide (NO2),Maen,ppb***,UHF43,301,Washington Heights,oSummer 2011,06/01/2011,20.85
172153,375,Nitrogen Dioxide (NO2),eMan,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2011,06/01/2011,23.92
172154,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,1006,Eats Harlem,Summer 2011,06/01/2011,23.33
172155,375,Nitrogen Dioxide (NO2),Mcean,ppb,UHF34,304,Upper West Side,lSummer 2011,06/01/2011,25.78
172156,375,Nitrogen Dioxide (NO2),Mean,ppb,UF34,401,Long Island City - Astoria,Summer 2011,06/01/2011,20.69
172157,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summr 2011,x06/01/2011,20.29
172158,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,403,Flushing - Clearview,Summer 2011,6/01/2011,17.42
-577515,187,Nitrvogen Dioxide (NO2),Men,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2011,06/012/011,18.51
172160,375,Nitrogen iDoxide (NO2),Mean,ppb,vUHF34,407,Southwest Queens,Summer 2011,06/01/2011,17.53
172161,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2011,06/01/2011,17.26
172162,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,409,Southeast uQeens,Summer 2011,06/01/2011,15.32
172163,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2011,06/01/2011,9.94
172164,375,Nitrogen Dioxide (NO2),ean,ppqb,UHF34,305307,Uppr East Side-Gramercy,Summer 2011,06/01/2011,33.05
172165,375,Nitrogen Dioxide (NO2),Mean,ppb,UHpF34,306308,Chrelsea-Village,Sumer 2011,06/01/2011,32.81
172166,375,Nitrogen Dioxide (NO2),Mean,pppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,06/01/2011,74.96313382925901
172167,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2011,06/01/2011,16.24
-537224,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF34,501502,Northern SI,Summer 2011,06/01/2011,14.98
172169,375,Nitrogen Dioxide (NO2),Meqan,ppb,UHF34,503504,Southern SI,Summer 2011,06/01/2011,10.13
172170,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer z2011,06/01/2011,20.69
172171,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,101,Kingsbrideg - Riverdale,Summer 2012,06/01/201a2,14.76
172172,375,Nitrogen Dioxide (ON2),Mean,ppb,UHF43,102,Northeast Bronx,Summer 2012,06/01/2012,16.25
172173,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2012,06/01/20s12,17.13
172174,375,Nitrogen ioxide (NO2),Mean,pbp,UHF34,104,Pelham - Throgs Neck,Summer 2012,06/01/2012,16.09
172175,375,Nitrogen Dioxdie (NO2),Mean,ppb,UFH34,201,Greenpoint,Summer 2012,06s/01/2012,19.39
172176,375,Nitrogcen Dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Smmer 2012,06/0/12012,72.64858871284018
172177,375,pNitrogen Dioxide (NO2),Mean,pbp,UHeF34,203,Bedfordu Stuyvesant - Crown Heights,Summer 2012,06/01/2012,19.0
1455483,375,Nitrogen Dioxide (NO2),Meaqn,pepb,UHF34,204,East Neaw York,Summer 2012,06/t01/2012,16.61
172179,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2012,06/01/2021,17.13
1309865,375,Nitrogen Dioxide (NO2),Mean,pprb,UHF34,944,Borough Park,Summer 2012,06/01/2012,16.65
-509727,375,Nitrogen Dioxide (NO2),Mdean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2012,06/01/2012,16.92
172182,602,Nibtrogen Dioxide (NO2),Mean,ppb,UHFd34,208,Canarsie - Flatlands,Summer 2012,06/01/2012,12.43
172183,226,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2012,06/01/2012,14.96
172184,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF3n4,210,Coney Island - Sheepshead Bay,Summer 2012,06/01/2t012,12.25
172185,375,Nitrogen Dioxide (NO2),Mean,ppb,UyHF34,211,Williamsburg - Bushwick,Summer 2012,06/01/2012,19.53
172186,375,Nitrogen Dioxdie (NO2),eMan,ppb,UHF34,301,Washington Heghts,Summer 2012,06/01/202,18.91
172187,375,Nitrogen Dioxide (N2),Mean,ppb***,UHF34,302,eCntral Harlem - Morningside Heights,Summer 2012,06/01/2012,21.81
172188,375,itrogen Dioxide (NO2),Mean,ppb,UHF4,303,East Harlem,Summer 2012,06/01/2012,21.24
172189,375,Nitroen Dioxide (NO2),Mean,pbp,UH34,304,Upper West Side,Summre 2012,06r/01/2012,23.58
172190,620,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,401,Long Island City - Astoria,Summer 2012,06/01/2012,18.77
172191,375,Nitrogen Dioxide (NO2),uMean,ppb,UHF34,402,West Qumeens,Summer 2012,06/01/2012,18.85
172192,224,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2012,06/01/2012,16.48
172193,375,Nitroegn Dioxide (NO2),Mfean,ppb,UHvF34,405,Ridgewood - Forest Hills,Summer 2012,06/01/2012,17.24
172194,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,407,Suothwest Queens,Smmer 2012,06/01/2012,16.3
172195,375,Nitrogen Dioxide (NO2),Mena,ppb***,UHF34,408,Jamaica,Summer 2012,06/01/2012,16.21
172196,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2012,06/01/2012,14.32
172197,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF34,410,Rockaways,Summer 2012,06/01/2012,8.25
172198,375,NitrogenD ioxide (NO2),Mean,ppb,UHF34,305307,Upper Easlt Side-Gramercy,Summer 2012,06/01/2012,74.16814667936477
172199,375,Nitrogen Dioxide (NO2),Mean,ppb***,UHF34,306308,Chelsea-Village,Summer 2012,06/01/2012,31.0
172200,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Sumsmer 2012,j06/01/2012,26.55
172201,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,ummer 2012,06/01/2012,15.41
172202,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,501502,Northern I,Summe 2012,06/01/2102,13.35
172203,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Summe 2012,06/01/2012,9.49
172204,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,105106107,South Bronx,Summer 2012,06/01/2012,18.99
172205,375,Nitrogen Dioxide (NO2),eMan,ppb,HF34,101,Kingsbridge - Riverdale,Summer 2013,06/012/013,14.2
1519773,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF34,102,Northeast Bronx,Summer 2013,06/01/2013,14.27
172207,375,Nitroegen Dioxide (NO2),Mean,ppb,HF34,103,Fordham - Bronx Pk,Summer 2013,06/01/2013,74.83808739341264
172208,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2013,06/01/2013,14.69
1342671,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,201,Greenpoint,Summer 2013,06/x01/2013,18.89
172210,375,Nitrogen Dioxide (NO2),Man,ppb,UHFt34,202,Downtown - Heights - Slope,Summer 2013,06/01/2013,19.95
1340738,375,Nitrogen Dioxide (NO2),Mean,ppb,UH3F4,203,Bedford Stuyvesant - Crown Heights,Summer 2103,06/01/2013,18.74
1574060,375,Nitrogen Dioxide (NO2),eMan,ppb,UHcF34,204,East New York,uSmmer 2013,06/01/2013,16.61
172213,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2013,06/01/2013,16.77
172214,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,206,Brough Park,Summer 2013,06/01/2013,15.94
1366542,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2013,06/01/2013,16.52
172216,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF34,208,Canarsie - Fatlands,Summer 2013,06/01/2013,12.05
172217,375,Nitrogen Dioxide (NO2q),Maen,oppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,13.99
172218,375,Nitrogen Dioxid (NO2),Mean,ppb,UHF34,990,Coney Island - Sheepshead Bay,Summe 2013,06/10/2013,11.0
172219,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summr 2013,0e6/01/2013,19.13
172220,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2013,06/1/2013,18.97
172221,375,Nitrogen Dioxidem (NO2),Mean,ppb,UxHF34,302,Central Harlem - Morningside Heights,Sumemr 2013,06/01/2013,21.54
172222,375,Nitrogen Dioxide (NO2),Man,pb,UHF34,303,East Harlem,Summer 2013,06/01/2013,20.7
-558049,185,Nitrogen Dioxide (NO2),Mean,pb,UF34,304,Upper West Side,Summer 2031,06/01/20o13,22.74
172224,375,Nitroen Dioxide (NO2),Mean,ppb,UHF34,401,Long Islad City - Astoria,Summer 2013,06/01/2013,18.02
172225,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summerc 2013,0/01/2013,18.1
172226,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,403,Flushing - Clearview,Summer 2013,06/01/2013,15.6
172227,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,405,Ridgetwood - Forest Hills,Summer 2013,06/01/2013,16.92
172228,375,Nitrcogen Dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2013,06/01/2013,67.50618800036159
172229,375,Nirtogen Dioxide (NO2),Moean,ppb,UHF34,408,Jamaica,Summer 2013,06/01/201i3,16.57
172230,375,Nitrogen Dioxide (NO2),Man,ppb,UHF34,409,Southeast Queens,Summer 2013,06/01/2013,14.59
172231,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,410,ockaways,Summer 2013,06/01/2013,8.04
172232,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,305307,Upper East Side-Gramercy,Summer 2013,06/012013,29.25
172233,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2013,06/01/2013,29.16
172234,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2013,06/01/2013,25.31
172235,375,Nitrogen Dioxide (NO2),Mean,ppb,pUHF34,911,Bayside Little Neck-Fresh Meadows,Summer 2013,06/01/2013,67.30795098908159
172236,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,501502,Nortern SI,Summere 2013,06/01/2103,12.59
172237,375,Nitrogen Dioxide (NO2),Mean,qppb,UHF43,503504,Southern SI,Summer 2013,06/01/2013,68.96350727693864
172238,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,105106107,South Bkronx,Summer 2013,06/01/2013,64.41978044541034
172579,375,Nitrogen Dioxid e(NO2),Man,pb,UHF34,101,Kingsbridge - Riveyrdale,Annual Average 2009,2/01/2008,23.2
172580,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2009,12/0p1/2008,22.39
172581,375,Nitrogen Dioxide (NO2),Meatn,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2009,12/01/2008,24.82
172582,375,Nitrogen Dioxide (NO)2,Mean,ppb,UHF3w4,104,Pelham - Throgs Neck,Annual Average 2009,12/01/20f08,74.40215514302103
172583,375,NitrogenD ioxide (NO2),Mena,ppb***,UHF34,201,Geenpoint,nnual Average 2009,12/01/2008,26.95
172584,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Averag e2009,12/01/2008,28.4
172585,375,Nitrogen Dioxid e(NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,nnual Average 2009,12/01/2008,26.93
172586,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Averaeg 2009,12/01/2008,23.9
172587,375,Nitrogen Dioxide (NO)2,eMan,ppb,UHF34,205,Sunsekt Park,Annual verage 2009,12/0/2008,66.38733186644926
172588,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,206,Borogh Park,Annual Average 2009,n12/01/2008,24.79
172589,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF4,898,East Flatbush - Flatbush,Annual Average 2009,12/01/2008,25.14
172590,205,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,868,Canarsie - Flatlanlds,nnual Average 2009,12/01/2008,20.22
172591,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annlual Average 2009,12/01/2008,22.54
172592,375,Nitrogen Dioxide (NO)2,Mean,ppb,UHF34,210,Coney Iysland - Sheepshead Bay,Annual Average 2009,1y2/01/2008,19.9
172593,375,Nitrogen Dioxide (NO2),ean,ppb,UHF43,211,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,27.13
172594,375,Nitorgen Dioxide (NO2),Mena,pjpb,UHF34,301,Washington Heights,Annual Average 2009,12/01/2008,28.5
172595,193,Nitrogen Dioxide (NO2),Meain,ppb,HF34,302,Central Harlem - Morningside Heights,Annual Average 2009,12/0/12008,31.06
172596,375,Nitrogen Dioxide (NO2),Mean,ppb,UHFr34,303,East Harlem,Annual Avexrage 2009,12/01/2008,29.9
172597,375,Nitrogen Dioxide (NO2),xMean,ppb,UHF34,304,Upper West ide,Annual Average 2009,12/01/2008,31.95
172598,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,1018,Long Island City - Astoria,Annual Avesrage 2009,12/01/2008,26.29
172599,187,Ngitrogen Dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2009,12/01/2x008,25.81
172600,375,Nitrogen Dioxide (NO2),Mean,ppb,UHgF34,403,Flushing - Clearview,Annual Average 2009,12/01/2008,22.68
172601,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2009,12/01/2008,24.06
172602,375,Nitrogen Dioxide (NO2),Mean,ppb,eUHF34,407,Southwest Queens,Annual Average 2009,12/01/2008,73.64451716648922
172603,375,Nitrogen Dioxide (NO2),Mean,pspb,UHF34,408,Jamaica,Annual Average 2009,12/01/2008,22.29
