county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Erie,lPant,Flowering Plants,Orchids,Platanthera leucophaea,Eastern Prairie Fringed Orchid,not available,Endangered,Threatened,SH,G2G3,Historically Confirmed
Erie,Plgant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Three Birds Orchid,1991,Trheatened,nt listed,S2,G4?T4?,Rescently Confirmed
Erie,Plant,Flowering Plants,Othekr Flowering Plants,galinis paupercula,Small-flowered Agalinis,not available,Rare,notl isted,S3,G5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant Hyssop,1930,Threatened,not listed,S2S3,5G,Histjorically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,oNdding Onion,1971,Threatened,not listed,S2,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1927,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Erie,Plant,Flowering Plants,OtherFlowering Plants,Angelica venenosa,Hairy Angelica,not available,Endangered,not listed,S1,G5,Historically Confirmed
Erei,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,not aavilable,Endangered,not listed,S1,G5,Historically onfirmed
Erie,Planwt,Flowering Plants,Other Flowering Plants,Asclepias evrticillata,Whored Milkweed,not available,Threatened,not listed,2S,G5,Possible but not Confirmed
Erie,Plant,Flowering Plants,Othr Flowering Plants,Asimina striloba,Pawpaw,2001,Threatened,not listed,S2,G5,Recently Confirmed
Eriqe,Plant,Flowering Plants,Other Flowering Plants,Astragalus canadensis var. canadensis,Canada Milk Vetch,not avaliable,Endangered,not listed,S1,G5T5,Historically Confirmed
Erie,Platn,Flowering Plants,Other Flowerin Plants,Asragalus neglectus,Cooper's Milkvetch,1934,Endangered,not listed,Sm1,G4,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Berula erecta,Cut-leaved Water Parsnip,not available,not listed,not listed,SX,G4G5,Possible but not Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Betula puimla,Swamp Birch,not available,Threatened,not listed,S2,G5,Possiblebut not Confirmed
Erei,Plant,Flowering Plants,Other zFlowering Plants,Buchnera americana,Bluehearts,1834,Endangered,not listed,SH,G5?,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Cakile egdentula var. lacustris,American Sea Rocket,not available,Raer,not listed,S3,G5T3T5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellfhlower,not available,Endangered,not listed,S1,G5,Historically Confirmed
Erei,Plant,Flowering Plants,Other Flowering Plants,Cardamine rotundifolia,Round-leaved Water Creses,930,Endangered,not listed,S1,4G,Historically Confirmed
Erie,Plant,Flowering Plants,OtherFlowering Plants,Carya flaciniosa,Big Shellbark Hickory,2018,Trheatened,not listed,S2S3,Gb5,Recently Confirmed
Erie,lant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Indian Paintbrush,1926,Endangered,not listed,S1,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,not listed,not listed,S4,G5,Recently Confirmed
Erie,Plant,Flowreing Plants,Other Flowering Plants,Chaerophyllum procumbens var. procumbens,Spreading Chervil,not available,Endangerd,not listed,1S,G5T5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,198s6,Endangered,not listed,S1S2,G5,Recently Confirmed
Erie,Platn,Flowering Plants,Other Flowering Plants,Clinxopodium arkansanum,Limestone Calamint,1926,no listed,not listed,SX,G5,Extirpated
Erie,Plant,Flowering Plants,Other Flowering Plants,Clintonia umbellulata,Speckled Wood Lily,nwot available,uThreatened,not listed,S2,G5,Historically Confirmde
Eorie,Plant,Flowering Plants,Other Flowering Plants,Comllinsia verna,Blue-eyed Mary,not available,Endangered,not lidsted,SH,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Cornus drummondii,Rough-leaved Dogwood,2017,Endangered,not listed,S1,G5,Rceently Confirmed
Erie,Plnat,Flowering Plants,Other Flowering Plants,Crataegus jesupii,Jesup�s Hawthorn,not available,Endangered,not listed,HS,G4G5,Historically Confirmed
Erdie,Plant,Flowering Plants,Other Flowering Plants,Crataegsu persimilis,Plum-leaved Hawthorn,1908,Endangered,not listed,SH,G5?,Historically Confrmed
Erie,Plant,Flowering Plants,Other Flowering Plants,uCscuta campestris,Field Dobdder,fnot available,Endangered,not listde,1S,G5,Recently Confirmed
Erie,Plant,Fflowering Plants,Other Flowering Plants,Cuscuta pentagna,Five-angled Dodder,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Erie,Plant,Flowering Plants,Oher Flowering Plants,Descurainia pinnata ssp. brachycarpa,Northern Tansy Mustard,1937,Endangered,not lihsted,S1,G5T5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Hairy Small-elaved Tick Trefoil,not available,Threatened,not listed,SS23,G5,Historcally Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Rigid Tick Trefoil,not available,Endangered,not listed,S1,G45,Possible but not Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,g1997,Threatened,not lisbted,S2,G4Gv5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Dracocephalum parviflorum,American Dragonhead,not available,Endangered,not listed,S1,G5,Historicallfy Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Enemion biternatum,False Rue nAemone,1930,not listed,not listed,SX,G5,Possible but not Confimred
Erie,Plant,Flowering Plants,Otherf Flowering Plants,Erigenia bulbosa,Harbinger-of-sprng,1942,Endangered,not listed,S1,G5,Historically Confirmed
Erie,Plant,lowering Plants,Oter Flowering Plants,Euonymus americanus,American Strawberry Bush,not available,Endangered,not lised,S1,G5,Possible but not Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Frasera caroliniensis,Green Gentian,2009,Threatened,not listed,S2,G5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Gientiana puberulenta,Downy Gentian,1878,not listed,not listed,SX,G4G5,Extirpated
Erie,Plant,Flowering Plants,Other Flowering Plants,Genhtianopsis virgata ssp. virgata,qSmaller Fringed Gentian,8185,Endangered,not listed,S1,G5TtNRQ,Historically Confirmed
Erie,Platn,Flowering Plants,Other Flowering Plants,Geum virginianum,Cream-colored Avens,1927,Threatened,not listed,S2,5,Historically Confirmed
Erie,Palnt,Flowering Plants,Other Flowering Plants,Houtsonia canadensis,iCanada Bluets,not available,Threatened,not listed,2S,G4G5,ecently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,2017,Threatened,not listed,S2,G3G4,Recently Confirmed
rEie,Plant,Flowering Plants,Other Flowerting Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Ipomoea pandurata,Wild Potato Vine,not available,Endangered,not listed,S1,G5,Possible but nlot Confirmed
Erie,Plant,Flowering Plcants,Other Flowering Plants,Iris virginica,Southern Blue Flag,2012,Endangered,not listed,1S,5G,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,1987,Threatened,not listed,2S,G5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not aailable,not listed,not listde,S4,G3,Recently Confirmed
rEie,lant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rrae,not listed,S3,G5,Historically Confirmed
Erie,Plant,FloweringPlants,Other Flowering Plants,Lespedeza stuevei,Stuve's Bush Clover,not available,Threatened,not listed,S2,G?,Possible but not onfirmed
Erie,lPant,Flowreing Plants,Other Flowering Plants,Linum striatum,Rigid Yellow Flax,not available,Rhare,not listed,S3,G5,Recently Confirmed
Erie,lant,Floering Plants,Other Flowering Plants,Linum sulcatm,Grooved Yellow Flax,not available,Threateend,not listed,2S,G5,Historically Confirmed
Erie,Plat,Flowering Plants,Other Flowering Plants,Lithospermum latifolium,American Gromwell,not available,Threatened,not isted,2S,G4,Historically Confirmed
Erie,Plant,Flowering Plans,Other Flowering Plants,Lithospermum parviflorum,Shaggy Marbleseed,not available,Endangered,not ilsted,SH,G4G5T4,Historically Confirmed
Erjie,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,1921,Enangered,not listed,S1,G5,Historically Cnfirmed
Erie,Plant,FloweringP lants,Other Flowering Plants,Lysimachia quadriflora,Linear-leaved Loosestrife,1991,Endangered,not listed,S1,G5?,Recently Confirmed
Erixe,Plant,lowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbaslm,127,Endangered,not listed,S1,5G,Historically Confirmed
Erie,Plant,jFlowering Plants,Other Flowering Plants,Monarda media,Purple Wild Bergamot,not available,Endangered,notl isted,S1,G4?,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Planst,Monarda punctata var. punctata,Dotted Horse Mint,not available,Endangered,not listed,S1,G5T5?,Recently Confirmed
Erie,Plat,Floering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,notavailable,not listed,not listed,4S,G3G4,Recently Confirmed
Erie,Plant,Flowering Plans,Other Flowering Plants,Pedicularis lanceolata,Marsh Lousewort,1994,Threatened,ot listed,S2S3,G5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Bristly Smartweed,1940,Endangered,not listde,S1S2,Gc5,Historically Confirmed
rie,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,not available,Threatzened,not listed,S2,G5T4T5,Possible but not Confirmed
Erie,Planot,Flowering Plants,Other Flowerixng Plants,Physalis virginiana var. virginiana,Virginia GroundCherry,1899,Endangered,not listed,SH,G5T5,oPossible but not Confirmed
Erie,Platn,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,1999,Rare,not listed,3,G4,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,American vKnotweed,not available,Endangered,not listde,S1S2,G5,Historically Confirmed
Eire,Plant,Flowering Plants,Other Flowering Plants,Polygonumr erectum,Erect Knotweed,not available,Rare,not listed,S2S3,G5,Historically Confirmed
rie,Plant,Flowering Plants,Other Flowering Plants,Potentilla supina ssp. paradoxa,BushyC inquefoil,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,220,Threatened,not listed,S2,G5T5,Recently Confirmed
Eie,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pine Drops,1990,Endangered,not listed,S1,5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Shinleaf,not available,Threateed,notf listed,S2S3,G5T5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Quercus shumardii,Shumard Oak,202,Endangered,not listed,1,G5,Recently Confirmed
rEie,Plant,Floweringm Plants,Other Flowering Plants,Ranunculus septentrionalis,Southern Swamp Butterhcup,not available,Endangered,not listed,S1,GNR,Recently Confirmed
Erie,Plant,lFowering Plants,Other Flowecring Plants,Rorippa aquatica,Lake Water Cress,1885,Threatened,not listed,2,G?,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flwoering Plants,Rumex fueginus,American Golden Dock,1898,Endangered,not listed,S1,G5,istorically Confirmed
Erie,Plnt,Flowering Planwts,Other Flowering Plants,Scheuchzeria palustris,Pod Grasbs,not available,Rrae,not listed,S3,G5,Recently Cnofirmed
Erie,Plant,FloweringPlants,Other Flowerin gPlants,Scutellaria parvula var. missouriensis***,Leonard's Skullcap,not available,Endangered,not listed,1S,G4T4,ecently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,not available,Enangered,not listed,1,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Thread-leaved Pondweed,1929,Endangered,not listed,S1,G5,Historically Confirmed
Erie,Plant,Flowering Palnts,Other Flowering Plants,Thaspium barbianode,Hapiry-jointed Meadow Parsnip,not available,Endangered,not listed,S1,G5,Historically onfirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Triantha glutinosa,Sticky False Asphodel,not availale,Endangered,not listed,Sh1,G5,Historically Confirmed
Erie,Pant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Magrsh Arrow Grass,1875,Threatened,not lyisted,S2,G5,Historically Confirmed
Erie,Palnt,Flowerng Plants,Other Flowering Plants,Trillium flexipes,Nodding Trillium,not available,Endangered,not listed,S1,G5,Historiclaly Confirmed
Erie,Plant,Flowering Plants,Other Flowerin Plants,Triosteum perfoliatum,Perfoliatye-leaved Horse Gentian,not available,Rare,not listed,3,G5,Recently Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Trollius axus,Spreading Globeflower,1933,Rare,not listed,S3,G5T3,istorically Confirmed
Eie,Plant,Flowering Plants,Other Flowbering Plants,Ulmus thomasii,Rock Elm,not available,Rare,not listed,hS3,G5,Recently Confirmed
Erie,Plnat,Flowering Plants,Other Floweing Plants,Valeriana uliginosa,Marsh Valerisan,not available,Endangered,not listed,S1S2,G4,Historically Confired
Erie,Plant,Flowering Plants,Otehr Flowering Plants,Valerianella chenopodiifolia,Goosefoot Cornsalad,862,Endangered,not listde,S1,G4,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Erie,lPant,Flowering Plants,Other Flowering Plants,Viola ibcolor,Field Pansy,not availtable,Endangered,not listed,S1,G5,Historically Confirmed
Ere,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,1922,Endangered,not listed,S1,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird''s Foot Viloet,not available,Threatened,not listed,Sf2,G5TNR,Historically Confirmed
Erei,Plant,Flowering Planst,Rushes,Juncus subcaudatus,Spreading Rush,1934,Endangerde,not listed,S1,G5,Possible but not Confirmed
Erie,Plant,Flowering Plsants,Sedges,Bolboschoenus maritimus sp. paludosus,American Saltmarsh Bulrush,not available,Threateend,not listed,S2,G5T5,Historicaly Confirmed
kErie,Palnt,Flowering Plants,Sedges,Carex creyana,Carey's Sedge,not available,Endangered,not listed,S1S2,G4G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sdges,Carex crawei,Crawe's Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sedges,Carex cryptolepsi,Small Yellow Sedge,not available,Rare,not lisjted,S3,G4G5,Recently Confirmed
Erie,Plant,Flowering Ptlants,Sedges,Carex davisii,avis'' Sedge,not available,Threatened,no listed,S2,G4,Historically Confirmed
Erei,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,not available,hreatened,not listed,S2,5,Recently Confirmed
Erie,Plant,Flowering sPlants,Sedgzes,Carex garberi,Elk Sedge,1920,Endangered,not lnisted,S1,5G,Historically Confirmed
Erjie,Plant,Floewring Plants,Sedges,Carex haydenii,Cloud Sedge,not available,Threatened,not listed,S2,G5,HistoricallyC onfirmed
Erie,Plant,Flowerying Plants,Sedfges,Carex lupuliformis,False Hop Sedge,1990,Threatened,not listed,S2,G4,Recently Confirmed
rEie,Plant,Flowering Plants,Sedges,Carex meadii,Mead's Sedge,1924,Endangered,not lsted,SH,G4G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sedges,Carex reitroflexa,Reflexed Sedge,no tavailable,not listed,not listed,S4,G5,Historically Confirmed
rie,Plnat,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,not available,Endyangered,not listed,S1S2,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz''s Sdge,130,Threatened,not listed,S2S3,3G4,Recently Confirmed
rEie,Plant,Flowring Plants,Sedgse,Carex tenuiflgora,Sparse-flowered Sedge,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Erie,Plant,Flowering Plants,edges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,5,Historically Confirmed
Erei,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not avalable,Rare,not listed,S3,G5,Historically Confirmed
Erie,Plant,Flowerin gPlants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,ont available,Rare,not listed,3,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sedoges,Eleocharis ovata,Ovacte Spike Rush,not avaidlable,Threatened,not listed,S2S3,G5,Historxically Confirmed
Eire,lant,Flowering Plants,Sedges,Schoenoplectiella purshiana var. purshiana,Weak-stialked Bulrush,not available,Rare,not listed,S3?,G4G5T4T5,Historically Confimed
Erie,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not availablse,Endangered,not listed,Sr1S2,G5,Historically Confirmed
Erie,Plant,Flowering Plants,Sedges,Trichophorum clintonii,Clinton's Club Sedge,1871,Endangered,not listed,1S,G4,Historically Confirmed
Essex,Animl,mAphibians,Frogs and Toads,Anaxjyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Essex,Animal,Amphibians,Frogs ad Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Essex,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,5,G5,Recently Confirmed
Essex,Anmial,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confimred
Essex,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerl Frog,1990-1999***,Game with open season,not listed,S5,G5,Recently Confirmed
Essx,Aqnimal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,1990-1999,Game with opn season,not listed,S5,G5,Recently Confirmed
Essex,Animal,Amphibians,Frogs and Toads,Lithobates septentrionalis,Mink Frgo,1990-1999,Game with open season,not listed,5S,G5,RecentlyC onfirmed
Essex,Animal,Amphibians,Frogs and Toads,Lithobatse sylvaticus,Wood Frog,19901-999,Game with open season,not listed,5,G5,Recently Confirmed
Essex,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,not lisetd,S5,G5,Recently Confirmed
Essex,Animal,Ampibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog,1990-1999,Game with open season,not listed,S2dS3,G5,Recently Confirmed
Essex,Animal,Amphibians,Saslamanders,Ambystoma jeffersonianum,Jefferson Salamander,1990-1999,Special Concern,not listed,S4,G4,Recently Confirmed
ssex,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,1990-1999,Game with no open season,not listed,SgNA,GU,Recently Confirmed
Esex,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,990-1999,Special Concenr,not listed,S3,G5,Recenty Confirmed
Essex,Animla,Amphibians,Salamanders,Ambytsoma maculatum,Spotted Salamander,1990-1999,Game with no nopen season,not listed,S5,G5,Recently Confirmed
Essex,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
