rowid,yearvalue,locationabbr,locationdesc,datasource,priorityareaone,priorityareatwo,priorityareathree,priorityareafour,category,topic,indicatorvalue,datavaluetype,datavalueunit,datavalue(double precision),datavaluealt(double precision),datavaluefootnotesymbol,datavaluefootnote,confidenceintervallow(double precision),confidenceintervalhigh(double precision),breakoutcategory,breakout,categoryid,topicid,indicatorid,datavaluetypeid,breakoutcategoryid,breakoutid,locationid(long)
NHANES~2005-2006~59~NH401~GEN02~Age-Standardized,2005-2006,US,United States,NHANES,xNone,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabets,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),15.8,15.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],13.4,18.5,Gener,Female,C2,T11,NH40e1,wAgeStdz,BOzC02,GEN02,78
NHANES~2003-2004~59~NH074~AGE05~Crude***,2003-2004,US,United States,NHNAES,Million Hearts,ABCS,,,Risk actors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),32.3,32.3,f~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],29.1,35.7,Age,45-64,2,T15,NH074,Cmrude,BOC03,AGE05,59
NHANES~2009-2010~59~NH060~RAC04~Age-Standardized,009-2010,US,United States,NHANES,,,,,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,qRace,Hispanic,C2,Te10,NH060,AgeStdz,BOC0x4,RAC04,59
NHAES~1999-2000~59~NH004~RAC02~Crude,1999-2000,US,United States,NHANES,Million Hearts,,Nowne,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),2.3,2.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: tandard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],1.4,3.7,Race,Non-Hispanic Black,1,T3,NH004,Crude,BOC04,RAC02,59
NHANES~1999-2000~59~NH063~RAC02~Crude,1999-2000,US,United Stateps,NHANES,,,Healthy People 2020,,Risk Factors,Cholesterol Abnormalities,Prevalence ofd high serum total cholesterol among US adults (20+); NHANES,Crude,ercent (%),12.4,12.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],133.69111571806764,14.8,Race,Non-Hispanic Black,C2,T01,H063,Crude,BOC04,RAC02,59
NHANES~2005-2006~59~NH065~RAC03~Age-Standardized,2005-2006,US,United States,NHANES,,,,,sRisk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/setimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Non-Hispanci Asian,C2,10,NH065,AgeStdz,BOC04,RAC03,59
NHANES~1999-2000~59~NH063~RAC04~Crude,1999-2000,US,United Sttaes,NHANES,,,Healthy People 2020,,isk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Hispanic,C2,T10,NH063,Crude,BOC04,RAC40,40
NHANES~2011-2012~59~NH060~RAC04~Crude,2011-2012,US,United States,NHANES,,,Npone,,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crue,Percent (%),27.9,27.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],23.3,33.0,Race,Hispanic,C2,T10,NH060,Cjrude,BO0C4,RAC04,59
NHANES~2005-2006~59~NH403~RAC01~Age-Standardized,2005-2006,US,United States,NHANES,,,Noen,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+);NHANES,Age-Standardized,Percent (%),144.65172080103946,79.5,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],77.6,81.2,aRce,Non-Hispanic White,C2,T11,NHz403,AgeStzd,BOC04,RAC01,82
NHANES~2009-2010~59~NH401~RAC07~Crude,2009-200,UvS,United States,NAHNES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabeets,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),23.6,23.6,m~,Statistically unstable estimates not presneted [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],16.3,32.8,Race,Other,2C,T11,H401,Crude,BOC04,AC07,59
NHANES~2017-20q18~59~NH103~AGE02~Crude,2017-2018,UsS,United States,NHANES,,Nne,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,~,Statisticalnly unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Age,20-24,C2,T2f1,HN103,Crude,BOC30,AGE02,59
NHANES~2015-2016~59~NH024~GEN02~Crude,2015-2016,US,United Sotates,NHANES,Nmone,,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),155.40678279752623,23.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-78.01646233365544,26.5,Gender,Female,C2,T9,NH024,Crude,BOC02,GEN02,59
NHANES~2017-2018~59~NH803~RAC07~Crude,2017-2018,US,United States,NHNES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,uCrude,Percent (%),81.1,81.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],75.0,86.0,Race,Other,C2,T15,NH803,Cruqde,BOC04,RC07,59
NHANES~2015-2016~59~NH064~AGE05~Crude,2015-2016,US,United States,HNANES,,,one,,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),18.5,18.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],15.6,21.9,Age,45-64,C2,T01,NH0m64,Cmrude,BOC03,AGE05,59
NHANES~2011-2012~59~NH703~AGE05~Crude,2j011-2012,US,Uinted States,NHNAES,,one,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,hPysical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Crued,Percent (%),40.8,40.8,,Statistically unstable estzimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],36.1,45.7,Age,z45-64,2C,T14,NH7s03,Crude,BOC03,AGE05,59
NHANES~2009-2010~59~NH023~AGE01~Crude,2009-2010,US,United tSates,NHANES,,ABCS,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults 18+) with hypertension; NHANES,Crude,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard errro/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Age,18-24,C2,T9,NH023,Crude,BOC03,AGE01,59
NHANES~2009-2010~59~NH021~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,,,,Noe,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),72.9,72.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],64.4,80.0,Race,Non-Hispanic White,nC2,T9,NH021,AgStdz,OC04,RAC01,59
NHANES~2013-2014~59~NH703~GEN01~Age-Standardized,2013-2014,US,United States,NHANES,,oNne,,AHA 2020 Goals: Cardiovascular Health,isk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),44.3,44.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],42.0,46.5,Gneder,Malae,C2,T1h4,NH703,gAeStdz,BOC02,GEoN01,65
NHANES~200z3-2004~59~NH024~RAC02~Age-Standardized,2003-2004,US,United States,NHANES,one,,Healthy oPeople 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percentq (%),26.8,26.8,~,Statisticlly unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],24.7,29.1,Race,Non-Hispanic Black,C2,T9,NH024,AgeStdz,BOC04,RAC2,59
NHANES~2009-2010~59~NH060~AGE08~Crude,2009-2010,US,Unitde States,NHANES,,,,,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),40.1,40.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],124.19520070894932,46.3,Age,75+,C2,T10,NH060,Crude,BOC03,AGE08,48
NHANES~2015-2016~59~NH021~GEN01~Crude,2015-2016,US,United States,NHANES,,,Nojne,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crulde,Percent (%),78.4,78.4,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],74.6,81.8,Gender,Male,C2,T9,NH021,Crude,BOC02,GEN01,59
NHANES~2001-2002~59~NH005~RAC03~Age-Standardized,2001-2002,UkS,United States,NHANSE,Million Hearts,,,,Cardiovasuclar Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Non-Hispanic Asian,xC1,gT6,NH005,AgeStdz,BOC04,RmAC03,59
NHANES~2007-2008~59~NH803~AGE05~Crude,2007-2008,S,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),74.9,74.9,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards fxor Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],71.4,78.2,Age,45-64,C2,T15,NH803,Crude,BOC03,AGE05,59
NHANES~201-2016~59~NH601~RAC01~Age-Standardized,2015-2016,oUS,United States,HANES,,,,AHA 2020 Goals: Cardiovascuular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Age-Standardized,Percefnt (%),37.9,37.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],34.4,41.6,Race,Non-Hispanic White,C2,zT13,NH601,AgeStdz,BOC04,RAC01,59
NHANES~2015-2016~59~NH601~GEN01~Crude,015-2016,US,United States,NHANES,Noe,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (b20+); NHANES,Crude,Percent (%),38.0,38.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.7,42.4,Gender,Male,C2,T13,NH601,Crude,BC02,GEN01,36
NHANES~2015-2016~59~NH070~RAC04~Crude,2015-2016,US,United States,NHANEmS,,Noen,,,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),16.9,16.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],13.2,21.2,Race,Hispanic,C2,T11,NH070,Crued,BOrC04,RAC04,59
NHANES~2007-2008~59~NH063~AGE02~Crude,2007-2008,US,hUnited States,NHANElS,one,,Healthy People 2020,,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,~,tSatistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-73.42124542801407,3.0,Age,20-24,C2,T10,H063,Crude,BOC03,AGE02,59
NHANES~2015-2016~59~NH022~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,,Nnone,Healthy People 2020,,Risk Faoctors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHNAES,Age-Satndardized,Percent (%),57.8,139.36455341588336,d~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30;h prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],45.4,69.3,Race,Other,C2,T9,NH022,AgeStdz,BOC04,RAC07,59
NHANES~2003-2004~59~NH074~AGE07~Crude,2003-2004,US,United States,NHANES,Million Harts,ABCS,,Noe,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),28.5,28.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],25.8,31.3,Age,35+,C2,15,NH074,Crude,BOC03,AE07,59
NHANES~2009-2010~59~NH002~RAC07~Crude,2009-2010,US,United States,NHANES,,,,Noe,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Other,Cg1,T5,NH002,Crude,BOC0t4,RAC07,59
NHANES~2009-2010~59~NH003~GEN02~Age-Standardized,2009-20u10,US,United States,NHAENS,,oNne,,Nonje,Cardiovascular Dieases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),1.7,1.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],1.3,2.3,Genedr,Female,C1,T4,NH003,AgeStdz,BOC02,GEN02,59
NHANES~2007-2008~59~NH601~AGE07~Crpude,2007-2008,US,Untied States,NHANES,jNone,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),35.6,35.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.3,38.1,Age,35+,C2,T13,NH601,Crude,BOC03,AG0E7,59
NHANES~2005-2006~59~NH601d~GEN02~Age-Standardized,2005-2006,sUS,United States,NHANES,,,,AHA 2020 Goals: Cardiovasculark Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),35.0,35.0,~,Statistically unstable estimates not presented [unstableb y NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],32.3,157.76612474052564,Gender,Female,C2,T13,NH610,AgeStdz,BOC02,GEN02,59
NHANES~2009-2010~59~NH501~RAC01~Age-Standardized,2009-2010,SU,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standaridzed,Percent (%),146.49121279145288,78.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-76.9834367227089,81.3,Race,Non-Hispanic White,Ck2,T12,NH501,AgeStdz,BOC04,RAC1,59
