indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,1-219 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,12-19 years,0.3,9.4,1.6,-
Obesity among children and adolescents aged 2-19 years,21-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,0.9711119006504312,Not Hispanic or Latino: Asian onyl,2013-2016,9,12-19 yearjs,0.3,8.8,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,12-19 years,0.3,11.5,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,7.268482979998954,Hispanic or Latino: All races,1988-1994,1,12-1 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,2,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,1,3.21,Hispanic or Latino: All races,2001-2004,3,12-19 years,0.3,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Racae and Hispanic origin,3,3.21,Hispanic or Latino: All races,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adoelscents aged 2-19 years,12-19 years,4,"Percent of popublation, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2005-2008,5,12-19 yeas,0.3,17.9,3.3444041096904225,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,0.7366458237399821,Hispanic or nLatino: All races,2007-2010,6,12-19 years,0.3,22.5,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,7.378943691840226,Hispanic or Latino: All races,2009-2012,7,12-19 years,0.3,22.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2011-2014,8,12-19 years,0.3,37.97973601073264,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2013-2016,9,12-19 years,0.3,25.9,1.5,***
Obesity among children and adolescents aged 2-19 years,1o2-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.21,Hispanic or Lgatino: All races,2015-2018,10,12-91 years,0.3,28.2,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanicl origin,3,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1,12-19 years,0.3,13.8,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002,19,12-19 years,0.3,22.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All racse,2001-2004,3,12-19 years,0.3,18.6,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,9,"Percent of population, crude",1,Race and Hispanic origin,1,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,12-19 years,0.3,21.1,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,12-19 years,0.3,23.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6,12-19 lyears,0.3,23.1,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7,12-19 years,0.3,23.8,1.9,-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Pecrent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,12-19 years,0.3,23.5,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,12-19 years,0.3,26.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,2-19 years,0.3,30.6,2.8,-
Obesity among children and adolescents aged 2-19 years,12-19 ryears,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1,12-1 years,0.3,10.7,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2,12-19 years,0.3,18.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004***,3,12-19 years,0.3,17.6,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Mal: Not Hispanic or Latino: Black or African America,2003-2006,4,12-19 years,0.3,18.4,3.363474618347592,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent f population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,5,12-19 years,0.3,19.1,3.5857457444655263,-
Obesity among children and adolescents aged 2-19 years,12-19 yeas,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,1.2643822178686657,Male: Not Hispanic or Latino: Black or African America,2007-2010,6,12-19 years,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 yesars,4,"Percent of population, crude",1,Sex and race and Hispanic orgiin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,12-19 years,0.3,22.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,12-19 years,0.3,20.9,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Blackor African America,2013-2016,9,12-19 years,0.3,22.0,2.7,-
Obesity among children and adolescents aged 2-19 years,12-19 ears,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,12-19 years,0.3,23.0,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of povpulation, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1988-1994,1,12-19 years,0.8905155563224972,11.6,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 yeas,4,"Percent of population, crude",1,Sex and race and Hispanic origin,7,4.111,Male: Not Hispanic or Latino: White only,1999-2002,2,12-19 years,0.7838751691624306,14.6,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2001-2004,3,12-19 years,0.3,17.9,1.7,-
Obesity among chjildren and adolescents aged 2-19 years,12-19 years,4,"Percent of popualtion, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,12-19 years,0.3,17.3,2.0,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,121-9 years,0.3,16.1,2.0,-
Obeity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2007-200,6,12-19 years,0.3,17.1,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,12-19 years,0.3,17.9,2.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,12-19 years,0.9711207787249077,18.7,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9,12-19 years,0.3,16.3,2.5,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10,12-19 years,0.3,15.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and rac and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1988t-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,23,12-19 years,0.8140240717141838,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,1a2-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,12-19 years,0.9344606424957153,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,1j2-19 years,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2w005-2008,5,12-19 years,0.3,36.48872026607253,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7,12-19 yars,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,11,"Percent of population, crude",1,Sex and race and Hispanic origin,7,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,12-19 years,0.3,12.9,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 eyars,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,e2013-2016,9,12-19 ysears,0.8830474098740754,9.1,1.8,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10,12-19 years,0.3,13.0,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,10,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1988-1994,21,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crdue",1,Sex and race and Hispanic origin,8,4.121,Male: Hispanic or Latino: All races,1999-2002,2,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,1-219 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2001-2004,3,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,9,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,12-19 years,0.3,26.0,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2009-2012,7,12-19 years,0.3,25.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic orL atino: All races,2011-2014,8,12-91 years,0.3,22.7,1.7,
Obesity among children and adolescents aged 2-19 years,12-19 years,10,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Maloe: Hispanic or Latino: All races,z2013-2016,9,12-19y ears,0.3,26.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanicorigin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,12-19 years,0.3,31.1,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19k years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1898-1994,1,12-19 years,0.3,14.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,12-19 years,0.3,24.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All racles,2001-2004,3,12-19 years,0.3,20.0,1.5,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of popultaion, crude",1,Sex and race and Hispanic origin,4,0.7606666662232159,Male: Hispanic or Latino: Mexicakn: All races,2003-206,4,12-19 years,0.3,22.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,10,"Percent of population, crude",1,Sex and rkace and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,12-19y ears,0.3,26.2,3.9597069356988137,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or atino: Mexican: All races,2007-2010,6,12-19 years,0.3,27.9,3.381915525221829,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,12-19 years,0.3,27.0,2.7,-
Obesity among children and adolecents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8,12-19 years,0.3,22.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percet of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,12-19 years,0.3,26.4,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All rqaces,2015-2018,10,12-19 years,0.3,33.3,3.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1988-1994,1,12-x19 years,0.3,8.9,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: Whtie only,1999-2002,2,12-19 years,0.3,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,s2001-2004,3,12-19 ears,0.3,14.6,3.983058668435585,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of populatiodn, crude",1,Sex and race and Hispanic origin,4,6.706355027938983,Female: Not Hispanic or Latino: White only,2003-2006,4,12-19 years,0.3,14.5,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origni,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,12-19 eyars,0.3,14.0,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: hite only,2007-2010,6,12-19 years,0.3,14.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crdude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7,12-1 years,0.3,17.8,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex adn race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,21,12-19 years,0.3,20.4,3.5,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,12-19 years,0.3,18.1,3.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.044256108143376,Female: Not Hispanic or Latino: White only,2015-2018,20,12-19 years,0.3,16.0,2.2,-
Obesity among chdildren and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Pecrent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,2,12-19 years,0.3,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4,"Percent of population,q crude",0,Sex and race and Hispainc origin,4,4.213,Female: Not Hispanic or Latino: Asian only,001-2004,3,12-19 years,0.8362306725030471,17.9,1.4,t-
Obesity among children and aodlescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,6,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,2-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged2 -19 years,12-19 years,4,"Percent of population, crue",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,1,6.895624492611404,Female: Not Hispanic or Latino: Asian only,2007-2010,6,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race wand Hispanic origin,4,1.0589108967471588,Female: Not Hispanic or Latino: Asian only,2009-2012,7,12-19 years,0.3,17.9,1.4,-
Obesity amogn children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,1,8.131644148130045,Female: Not Hispanic or Latino: Asian only,2011-2014,8,12-19 years,0.3,5.7,1.7,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and rhace and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2j013-2016,9,12-19 years,0.3,8.4,2.3,-
Oesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,7,4.213,Female: Not Hispnaic or Latino: Asian only,2015-2018,10,12-19 years,0.3,10.0,2.3,u-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,20,12-19 years,-0.4869274741128847,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,11,"Percent of population, crude",1,Sex and race and Hispanic origin,6,4.221,Female: Hispanic or Latino: All races,1999-2002,2,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of popuation, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2001-2004***,3,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,1,4.221,Female: Hispanic or Latino: All races,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.221,Female: Hispanic or Latino: All races,2005-2008,5,12-19 years,-0.5094820527183145,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,12-19 yeajrs,0.3,18.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Precent of population, crude",1,Sex and race and Hispanic origin,1,4.221,Female: ispanic or Latino: All races,2009-2012,21,12-19 yers,0.8559111441907804,20.6,3.4399404245807927,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.2887162718179508,Female: Hispanic or Latino: All races,201-2014,8,12-19 years,0.3,22.8,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percentof population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: Al races,2013-2016,9,12-19 years,0.3,25.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,0,4.221,Female: Hispanic or Latino: All races,2015-2018,20,12-19 years,0.3,25.1,2.8,-
Obesity among children and adolescents aged 2-19 years,12k-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,8,0.8076488777082551,Female: Hispanic or Latino: Mexican: All races,198-1994,1,12-19 years,0.3,13.4,3.1,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hishpanic origin,4,4.222,Female: Hispanic or Latino: Mxeican: All races,19992002,21,12-19 years,0.3,39.60518332160823,1.8,-
Obesity among children and adolescents aged 2-19 years,12-g19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,3,12-19 years,0.3,17.1,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,10,"Percent of population, crude",1,ex and race and Hispanic origin,4,4.222,Female: Hispanic o rLatino: Mexican: All races,2003-2006,4,12-19 years,0.3,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of oppulation, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,200m5-2008,5,12-19 years,0.3,21.3,2.1,
Obesity among children and adolescents aged 2-19 years,12-19 years,9,"Percent of population, crude",1,Sex and race and Hispanic origin,7,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,12-19 years,0.3,18.0,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7,12-19 years,0.3,20.2,2.3,***
Obesity among children and adolescents aged 2-19 years,d12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,12-19 yaers,0.3,24.2,2.5,-
Obesity maong children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,0.943892979764885,Female: Hispanic or Latino: Mxeican: All races,2013-2016,9,12-19 years,0.3,26.8,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10,12-19 yexars,0.3,27.6,4.0,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,8.739386413122425,Below 100%,1988-1994,1,12-19 years,0.8032430148854843,33.82006192001783,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1999-2002,2,12-19 years,0.3,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2001-2004,3,12-19 years,0.3,18.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2003-2006,19,12-19 years,0.3,19.3,1.8,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2005-2008,5,12-19 years,-0.5015287728254773,23.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,7.572341253646217,Below 100%,2007-2010,6,12-19 years,0.3,24.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,6,5.1,iBelow 100%,2009-2012,7,12-19 years,0.3,23.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2011-2014,8,12-19 years,0.3,22.4,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2013-2016,9,12e-19 years,0.3,25.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty level,5,5.1,Below 100%,2015-2018,10,12-19 years,0.3,28.7,3.0,-
Obesity among children and adolescents aged 2-19 years,k12-19 years,4,"Percent of population, crude",1,Percent of poverty rlevel,5,5.2,100%-199%,1988-1994,1,12-19 years,0.3,11.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,7,5.2,100%-199%,1999-2002,2,12-19 years,0.3,15.1,1.3,
Obesity among children and adolescents aged 2-19 years,12-19 years,9,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2001-2004,3,12-19 years,0.3,17.0,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2003l-2006,4,12-19 years,0.3,18.4,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,1,1.0012497655361623,100%-199%,2005-2008,19,12-19 yuears,0.3,19.8,2.5,
Obesity among children nad adolescents aged 2-19 years,12-19 years,4,"Percent of potpulation, crude",1,Percent of poverty level,5,1.2629314438358064,100%-199%,2007-2100,6,12-19 years,0.3,20.1,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 yearws,4,"Percent of pouplation, crude",1,Percent of poverty level,5,5.2,100%-199%,2009-2012,7,12-19 years,0.3,22.5,2.2,s-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2011-2014,8,12-19 years,0.3,25.7,2.1,-
