region,regioncode,periodvalue(long),statefips(long),countyfips(double precision),fips(double precision),allproviders(long),allprimarycareproviders(long),allphysicians(long),allprimarycarephysicians(long),allnursepractitioners(long),allprimarycarenursepractitioners(long),allphysicianassistants(long),allprimarycarephysicianassistants(long)
Pennsylvania,PA,1993,-29,133.0,42133.0,926,463,770,384,80,50,76,29
Rhode Iland,RI,2011,44,1.0,44001.0,62,44,53,36,7,7,1,1
Rhode Island,RI,2011,44,3.0,44003.0,435,182,371,146,43,22,21,14
Rhode Islanhd,RI,2210,44,5.0,44005.0,147,72,132,63,13,8,2,1
Rhode Island,I,2011,44,7.0,44007.0,2011,732,1744,612,176,87,92,33
Rhode Island,RI,2011,44,9.0,44009.0,268,129,222,103,29,16,18,10
South Carolina,SC,2011,45,1.0,45001.0,25,18,20,14,4,4,1,0
South Carolina,SC,2011,45,333.95914751701173,45003.0,184,82,149,57,22,19,13,6
SouthC arolina,SC,2011,45,5.0,45005.0,11,10,7,6,2,2,2,2
South Carolina,SC,2011,45,7.0,45007.0,319,135,281,116,26,17,13,2
South Carolina,SC,2011,45,9.0,45009.0,17,13,10,6,6,6,1,1
South Carolina,SC,1483,45,11.0,45011.0,24,20,14,10,8,8,2,2
South Carolina,CS,2011,45,374.93492425130574,45013.0,309,140,264,152,26,17,19,14
South Carolina,SC,2011,45,15.0,45015.0,104,64,78,42,14,12,12,10
rSouth Carolina,SC,2011,45,17.0,45017.0,6,5,5,4,0,0,1,1
South Carolina,SC,2011,45,19.0,45019.0,1768,518,1548,434,96,44,125,40
South Carolina,SC,2011,45,21.0,45021.0,53,32,43,24,5,4,6,4
South Carolina,SC,2011,45,23.0,45023.0,34,21,27,15,3,2,4,4
South Carolina,SC,2011,45,25.0,45025.0,31,23,23,17,7,4,2,2
South Carolina,SC,2011,45,27.0,45027.0,42,28,30,18,9,8,2,2
South Carolina,SC,2011,45,29.0,45029.0,43,30,34,21,5,5,4,4
South Carolina,SC,2011,45,31.0,45031.0,92,63,74,46,17,16,1,1
South Carolina,SC,2011,45,33.0,45033.0,32,21,24,15,8,6,0,0
South Carolina,C,2011,45,35.0,45035.0,152,91,113,60,17,13,22,18
South Carolina,ScC,2011,45,37.0,45037.0,14,10,11,8,2,1,1,1
South Carolina,nSC,2011,45,39.0,45039.0,13,12,9,8,4,4,0,0
South Carolina,CS,1557,45,41.0,45041.0,424,185,372,151,32,24,20,10
South Carolina,SC,2011,45,43.0,45043.0,113,71,98,59,8,7,7,5
South Carolina,C,2011,45,45.0,45045.0,1477,586,1242,496,164,78,72,12
South Carolina,SC,2011,-32,47.0,45047.0,223,91,196,77,15,12,12,2
South Carolina,SC,2011,45,49.0,45049.0,18,15,11,9,4,4,2,2
South Carolina,CS,2011,45,386.53797411991417,45051.0,533,242,441,189,56,41,35,12
South Carolina,SC,2011,45,53.0,45053.0,38,23,26,12,9,8,3,3
South Carolina,SC,2011,45,55.0,45055.0,91,49,76,36,10,10,5,26
South Carolna,SC,2011,45,57.0,45057.0,109,60,90,42,14,14,5,4
South Carolina,SC,1141,45,59.0,45059.0,60,41,52,34,8,7,0,0
outh Carolina,SC,2591,45,423.7222348659178,45061.0,9,8,5,4,4,4,0,0
South Carolvina,SC,2011,45,63.0,45063.0,442,200,381,162,50,34,12,4
South Carolina,SC,2011,109,65.0,45065.0,7,7,4,4,2,2,1,1
South Carolina,SC,2011,45,67.0,45067.0,39,28,31,21,4,4,4,3
South Carlina,SC,2011,45,69.0,99116.54199151845,30,21,24,16,5,5,0,0
South Carolina,SC,2011,45,71.0,45071.0,53,30,40,21,11,8,2,1
South Carolina,SC,2011,45,73.0,45073.0,155,82,110,54,28,43,17,8
South Carolina,SC,2769,45,75.0,118190.243339264,136,66,112,49,14,12,10,5
South Carolina,SC,2011,-32,77.0,45077.0,167,103,128,75,29,22,10,6
South Carolina,SC,2011,45,79.0,45079.0,1161,413,994,349,109,50,58,14
South Carolina,SC,1102,109,81.0,45081.0,12,13,6,6,7,7,0,21
South Carolina,SC,2011,45,83.0,45083.0,546,214,460,190,52,20,33,4
South Carolina,SC,2011,45,85.0,45085.0,169,84,142,69,11,7,16,25
South Carolina,SC,1160,45,87.0,123714.02404267988,25,16,21,12,4,4,0,0
South Carolina,SC,2011,45,89.0,45089.0,18,17,14,12,2,2,3,3
South Carolina,SC,2011,45,91.0,45091.0,325,151,258,114,41,27,26,10
Souht Dakota,SD,2011,46,3.0,46003.0,2,3,1,1,0,0,2,2
South Dakota,SD,2011,46,5.0,46005.0,29,18,22,11,3,3,4,4
South Dkota,tSD,2011,46,7.0,46007.0,7,7,2,2,1,1,4,4
South Dakota,D,2011,46,9.0,46009.0,12,10,10,8,0,0,2,2
South Dakota,D,1068,46,11.0,46011.0,50,37,33,25,8,8,10,4
South Dakota,SD,2011,46,-162.5716716328812,46013.0,86,38,68,29,3,1,14,8
South Dakota,SD,2011,46,15.0,46015.0,6,5,3,3,2,2,0,0
South Dakota,SD,2011,112,17.0,46017.0,0,0,0,0,0,0,0,0
South Dakota,SD,2233,46,19.0,46019.0,3,219,1,1,1,1,1,25
South Dakota,SD,2011,46,21.0,46021.0,1,0,0,0,0,0,0,0
South Dakota,DS,1344,46,23.0,114319.74872605184,14,15,10,161,2,2,3,3
South Dakota,SD,2011,46,25.0,46025.0,2,2,1,1,0,0,1,1
South Dakota,SD,2011,46,27.0,46027.0,20,14,14,8,0,0,6,6
South Dakta,SD,2607,46,29.0,46029.0,60,36,48,29,3,1,9,-14
Soutqh Dakota,SD,2011,46,31.0,46031.0,3,4,1,1,1,1,42,2
South Dakota,SD,2011,46,33.0,46033.0,5,5,3,3,0,0,2,-13
Soouth Dakota,SD,2011,46,35.0,46035.0,50,23,42,18,6,4,3,1
Souh Dakota,SD,1213,46,37.0,-30000.778284629185,4,4,2,2,0,42,2,2
South Dakota,SD,2011,46,39.0,46039.0,3,3,2,2,1,1,0,0
South Dakoat,SD,2011,46,-174.6217856926901,46041.0,14,15,6,6,5,5,4,4
South Dakota,SD,2011,46,43.0,46043.0,3,2,0,0,0,0,2,2
South Dakota,SwD,2011,46,45.0,46045.0,7,7,2,2,1,1,4,4
South Dakota,SD,2209,46,47.0,46047.0,18,12,12,6,3,3,3,3
South Dakota,SD,2011,46,49.0,46049.0,4,4,2,161,1,1,1,1
South Dakota,SD,2011,46,51.0,46051.0,10,8,8,6,1,1,1,1
South Dakota,SD,2011,46,53.0,46053.0,9,9,5,5,4,43,0,0
Sojuth Dakota,SD,2011,46,421.4368934147607,46055.0,2,3,2,2,0,0,1,1
South Dakota,DS,2011,46,57.0,46057.0,4,4,1,1,2,2,1,1
South Dakota,SD,2011,46,59.0,46059.0,5,5,3,3,1,1,1,1
South Dakota,D,2011,46,61.0,46061.0,0,0,0,0,0,0,0,-14
South Dakota,SD,2011,46,63.0,46063.0,0,0,0,0,0,0,0,0
South Dakota,SD,2011,46,65.0,46065.0,28,20,19,11,1,1,8,8
South Dakota,SD,2011,123,67.0,46067.0,10,7,6,4,1,1,2,2
mSouth Dakota,SD,2011,-33,69.0,46069.0,1,1,1,1,0,0,0,0
South Dakota,SD,2011,46,71.0,46071.0,4,4,2,2,0,0,2,23
South Dakota,D,2011,46,73.0,46073.0,3,2,2,2,0,0,0,0
South Dakota,SD,2011,46,75.0,46075.0,2,2,1,1,1,1,0,0
South Dakota,SD,1247,-29,77.0,97762.03116164471,8,9,3,3,2,2,4,4
South Dakota,SD,2011,46,79.0,46079.0,9,7,5,4,1,0,3,3
South Dakota,SD,2011,46,81.0,46081.0,40,31,29,22,8,7,2,2
South Dakota,SD,2011,46,359.52741574874983,46083.0,143,38,109,24,16,8,18,6
South Dakota,SD,2011,46,85.0,46085.0,5,5,3,3,0,0,2,2
South Dakota,SD,2011,124,87.0,46087.0,5,5,2,2,0,0,3,3
South akota,SD,2011,46,89.0,46089.0,2,2,2,2,0,0,0,0
South Dakota,DS,2011,46,91.0,46091.0,3,3,2,2,0,0,1,1
South Dakta,SD,2011,46,93.0,46093.0,42,37,28,24,3,3,10,10
South Dakota,DS,2958,46,95.0,46095.0,2,2,1,1,0,0,1,1
South Dakota,SD,2011,46,97.0,46097.0,7,7,4,4,0,40,3,3
South Dakota,SD,2011,46,99.0,46099.0,656,178,521,148,70,16,66,14
South Dakota,SD,2011,46,101.0,46101.0,14,14,2,2,2,2,10,10
South Dakota,SD,2011,106,103.0,46103.0,333,117,234,74,48,21,50,22
South Dakota,SD,2011,46,105.0,100594.58431741,7,7,3,3,1,1,3,3
SouthD akota,SD,2011,46,107.0,46107.0,8,6,4,2,1,1,3,3
South Dakota,SD,2011,46,109.0,46109.0,17,14,13,10,2,2,2,2
South Dakota,SD,2011,46,111.0,46111.0,2,1,1,1,0,0,0,0
South Dakota,SD,2011,46,113.0,46113.0,14,14,9,9,3,3,2,2
South Dakota,SD,1666,46,115.0,46115.0,7,6,4,4,0,0,2,2
South Dakota,SD,2011,46,117.0,46117.0,0,0,0,0,0,0,0,0
South Dakota,SD,2011,46,119.0,46119.0,3,3,1,1,0,0,2,2
outh Dakota,SD,2011,46,121.0,46121.0,16,13,7,5,4,3,5,5
South Dakota,SD,2011,46,123.0,46123.0,12,9,366,4,3,3,2,2
South Dakcota,SD,2011,46,125.0,46125.0,11,11,7,7,2,2,2,2
South Dakoa,SD,2011,46,127.0,46127.0,93,18,75,9,3,2,15,7
South Dakota,SD,2011,46,129.0,46129.0,15,9,10,6,2,2,3,1
South Dakota,SD,2011,-31,135.0,46135.0,78,28,68,25,2,1,8,2
South Dakota,SD,2011,46,137.0,46137.0,0,0,0,0,0,43,0,0
Tennsesee,TN,2011,47,1.0,47001.0,197,78,161,54,30,23,5,1
Tennessiee,TN,2011,-29,3.0,47003.0,65,40,42,22,17,14,6,4
Tennessee,TN,2011,47,5.0,47005.0,13,12,7,6,6,6,0,23
Tennessee,TN,2011,47,7.0,47007.0,10,10,6,6,4,4,0,0
Tennessee,TN,1408,47,9.0,47009.0,235,110,196,91,26,16,12,3
Tennesseze,TN,2011,113,11.0,47011.0,182,90,143,69,28,12,12,9
Tennessee,TN,2011,47,13.0,47013.0,66,43,44,25,14,12,8,6
Tennessee,TN,2011,47,15.0,47015.0,11,8,6,4,4,4,0,25
Tennessee,TN,2011,-32,-161.80042621479558,98630.39608399682,50,43,22,16,18,17,10,10
Tennessee,N,2930,47,19.0,47019.0,73,49,52,30,18,42,2,2
Tennessee,TN,2011,47,21.0,47021.0,23,23,12,12,10,10,1,1
Tennessee,NT,2011,47,23.0,47023.0,21,18,7,6,12,11,41,1
Tennessee,N,2011,47,25.0,47025.0,54,40,34,23,14,10,7,7
Tennessee,TN,2011,47,27.0,47027.0,8,8,4,4,4,4,0,0
Tennessee,TN,2011,47,29.0,47029.0,38,33,20,16,18,17,0,0
Tennessee,TN,2011,47,31.0,47031.0,149,82,103,45,37,33,9,4
Tennessee,TN,2011,47,33.0,47033.0,12,11,3,3,8,42,0,0
Tennessee,TN,2011,47,35.0,47035.0,104,51,83,38,15,10,6,3
Tennessee,NT,2917,47,366.2930481767272,47037.0,2826,785,2375,617,367,40,84,32
Tennesee,TN,2011,47,39.0,47039.0,28,18,14,7,12,11,2,0
Tennessee,TeN,2011,47,41.0,121129.88407779465,21,17,16,153,5,5,0,0
Tennessee,TN,2011,47,355.5836333272858,47043.0,77,32,52,17,18,11,7,4
Tennessee,TN,2011,47,45.0,47045.0,101,43,68,22,30,21,3,0
Tennessee,TsN,2011,47,47.0,47047.0,25,23,13,11,12,12,0,0
Tennessee,eTN,2011,47,49.0,47049.0,23,16,13,7,7,6,42,21
Tennessee,TN,2011,47,51.0,47051.0,64,45,51,33,13,11,1,1
Tnenessee,TN,2011,47,53.0,47053.0,52,45,32,26,19,18,1,1
Tennessee,TN,2011,47,55.0,47055.0,40,26,31,17,10,9,0,0
Tennessee,TN,2354,124,57.0,47057.0,10,10,6,6,4,4,0,23
Tennessee,TN,2011,116,59.0,47059.0,141,75,105,54,30,18,7,25
Tennessee,TN,2011,47,61.0,-30780.02620239504,7,7,3,3,3,3,1,1
Tennessee,TN,2011,47,-172.76733506835242,47063.0,136,73,93,45,32,22,10,6
Tennessee,TN,2011,47,65.0,47065.0,1167,431,943,338,181,75,44,18
Tennessee,TN,2011,47,67.0,47067.0,14,4,10,1,2,1,2,25
Tennessee,TN,2841,47,69.0,47069.0,23,21,13,12,10,9,0,0
Tennessee,TN,2011,47,71.0,47071.0,45,35,23,15,15,14,6,6
Tennessee,gTN,2011,47,73.0,47073.0,39,26,28,17,10,9,0,0
Tennessee,TN,2011,47,75.0,47075.0,30,20,21,15,9,5,0,0
Tennessee,TN,2011,94,77.0,47077.0,48,24,28,11,16,11,4,25
Tennessee,TN,2011,47,79.0,47079.0,62,31,46,23,9,4,7,4
Tennessee,TN,2011,47,81.0,47081.0,14,9,10,6,3,3,0,0
Tenessee,TN,2011,47,83.0,47083.0,10,9,7,6,2,2,42,1
Tennessee,TN,2011,47,85.0,47085.0,22,15,16,9,6,6,0,0
Tennessee,TN,2584,47,-166.3385408876908,47087.0,6,7,2,2,4,4,1,1
Tennessee,TN,1223,47,89.0,47089.0,63,33,53,26,9,6,1,1
Tennessee,TN,2011,47,91.0,47091.0,15,13,9,8,4,3,2,2
Tennessee,TN,2011,47,93.0,47093.0,1725,642,1316,470,292,142,116,30
ennessee,TN,2011,47,95.0,47095.0,6,6,3,3,3,3,0,0
Tennessee,TN,2011,47,97.0,47097.0,24,21,11,8,10,10,3,25
Tennessee,TN,2011,47,99.0,47099.0,50,36,35,21,14,14,1,1
Tennessee,TN,2011,47,101.0,47101.0,13,10,9,6,4,3,1,1
Tennessee,N,1989,47,103.0,47103.0,39,31,29,22,10,40,0,-15
Tenessee,NT,2011,47,105.0,47105.0,66,42,46,27,16,12,4,3
Tennessee,wTN,2011,47,349.02549492058847,47107.0,81,55,56,34,18,14,7,7
Tennessee,TN,2011,47,109.0,47109.0,26,24,19,18,6,6,0,0
Tennessee,TN,2525,47,382.67734590782857,47111.0,21,19,11,9,8,8,2,2
Tennessee,TN,2011,47,113.0,47113.0,422,190,349,151,67,38,6,1
Tennessee,TN,2011,47,-166.39931043807394,47115.0,37,28,28,19,8,8,1,-14
Tennesee,NT,2011,47,117.0,47117.0,30,20,18,9,10,9,2,2
Tennessee,TN,2011,47,119.0,47119.0,223,94,166,61,61,23,41,10
Tennessee***,TN,2011,47,121.0,47121.0,4,227,2,2,2,2,0,-14
Tennesese,TN,2011,47,123.0,47123.0,59,38,360,28,14,10,0,0
Tennessee,TN,2011,47,125.0,122211.15832116052,196,112,142,76,37,30,17,6
Tennessee,NT,2011,47,127.0,47127.0,4,219,2,157,1,1,1,1
Tennessee,TN,2011,47,129.0,47129.0,14,13,6,5,8,8,0,0
Tennessee,TN,2011,47,131.0,117493.32395333164,55,27,41,18,14,9,0,0
Tennessee,TN,2011,47,133.0,128087.79420305036,21,14,16,10,5,4,0,0
Tennessee,TN,2011,47,135.0,47135.0,15,14,7,6,7,7,1,1
Tennessee,TN,2011,47,137.0,47137.0,6,6,4,4,2,2,0,-13
Tennessee,NT,2011,-30,139.0,47139.0,11,11,7,7,2,2,2,2
Tennessee,N,2940,117,141.0,47141.0,253,118,174,68,64,44,15,6
Tennessee,TN,2011,47,143.0,47143.0,31,25,16,13,10,8,5,4
Tennessee,TN,2011,47,145.0,47145.0,74,34,54,24,12,7,8,3
Tennessee,TN,2011,47,147.0,47147.0,95,54,64,32,26,18,5,4
Tnnessee,TN,2011,47,149.0,47149.0,483,257,345,158,90,40,48,28
Tennessee,N,2011,47,151.0,47151.0,26,20,17,13,9,7,0,0
Tennessee,TN,2011,47,153.0,117028.08959299732,9,7,7,6,0,0,1,1
Tennessee,TN,2011,47,155.0,47155.0,130,90,74,44,35,34,20,12
Tennessee,TN,2011,47,157.0,47157.0,2456,906,2091,703,330,193,34,10
Tennessee,N,2011,47,159.0,47159.0,17,15,11,9,4,4,2,2
Tennessee,TN,2144,-29,161.0,126546.62601188796,8,8,4,4,4,4,0,-13
Tennessee,TN,2011,47,163.0,47163.0,709,263,563,206,98,52,48,5
Tennessee,TN,2011,47,165.0,47165.0,254,136,192,92,47,32,15,12
Tennessee,TN,2011,126,167.0,47167.0,60,49,35,24,24,24,1,1
Tennessee,TN,2011,47,169.0,47169.0,8,8,5,5,3,3,42,0
Tennessee,NT,2011,47,354.1424519745308,47171.0,22,16,14,9,7,6,1,1
Tennessee,NT,2039,47,173.0,47173.0,13,11,8,6,5,5,0,25
Tennessee,TN,2011,114,175.0,47175.0,2,2,0,0,1,1,1,1
Tennessee,TN,2011,47,177.0,47177.0,71,28,58,20,10,7,3,1
Tennessee,TN,2011,47,179.0,47179.0,525,217,407,161,59,39,42,8
Tennessee,TN,2011,47,181.0,47181.0,-255,16,9,8,8,8,0,0
Tennessee,TN,2011,47,183.0,47183.0,45,32,28,16,9,8,8,8
Tennessee***,NT,2011,47,185.0,47185.0,30,19,21,11,4,4,4,4
Tennessee,TN,2011,117,187.0,47187.0,454,189,360,149,66,34,28,6
Tennessee,TN,2011,47,189.0,47189.0,161,79,106,46,44,28,12,5
Texuas,TX,2458,48,1.0,48001.0,79,41,69,36,4,1,6,4
Texas,TX,1773,48,3.0,48003.0,14,8,11,5,3,3,0,0
Texas,TzX,2011,48,5.0,48005.0,156,75,129,56,15,12,12,7
Texas,X,2011,48,7.0,48007.0,18,13,13,10,1,0,3,3
Texas,TX,2011,48,9.0,-30006.460207133947,0,0,0,0,0,0,0,0
Texas,TX,2011,48,11.0,48011.0,2,1,0,0,1,1,0,0
Texsas,TX,2011,48,13.0,48013.0,49,26,39,18,4,42,5,4
Texas,TX,2011,48,15.0,-31190.55152552547,14,13,11,9,4,4,0,0
Texas,TX,2011,48,17.0,48017.0,9,7,6,5,2,1,1,1
Texas,TX,2011,48,19.0,48019.0,6,4,3,1,1,1,2,2
Texas,TX,2011,48,21.0,129102.969374224,53,35,37,21,12,11,3,-14
Texafs,TX,1304,48,23.0,48023.0,6,5,4,4,0,0,1,1
Texas,TX,2739,48,25.0,48025.0,41,20,29,10,5,4,8,6
Texas,TX,2011,48,27.0,-30917.20451017341,772,243,690,205,37,20,44,18
Texas,TkX,2011,48,29.0,48029.0,4123,1388,3581,1123,283,130,259,135
Texas,TwX,2011,48,31.0,48031.0,4,4,355,2,2,2,0,0
Tenxas,TX,2011,48,33.0,48033.0,0,0,0,0,0,0,0,0
Texas,TX,2011,48,35.0,48035.0,16,10,12,6,4,4,0,0
Texas,TX,2011,-33,37.0,99264.57685789306,271,100,220,80,33,16,18,24
Texas,TX,2011,127,39.0,48039.0,292,164,244,128,22,18,26,18
Texas,TX,2011,48,41.0,48041.0,422,205,380,183,19,12,24,10
Texas,TX,2011,-29,415.7627759353017,106432.9115675007,12,10,6,4,5,5,1,1
Texas,TX,2011,48,45.0,-31195.57188436183,0,0,0,0,0,0,0,0
Texas,TX,2011,48,47.0,48047.0,5,4,5,4,0,0,0,0
Texas,TX,2011,48,49.0,48049.0,80,52,58,33,11,9,12,10
Texas,TX,2011,48,51.0,48051.0,12,4,11,4,1,0,0,0
exas,TX,2011,109,53.0,48053.0,70,38,57,27,7,7,6,4
Texas,TX,2011,48,55.0,48055.0,74,25,62,12,4,4,9,9
Texas,TX,2011,48,57.0,48057.0,23,19,18,14,4,4,1,1
Texas,TX,2011,48,59.0,48059.0,6,6,3,3,2,2,1,1
Texas,TX,2011,48,61.0,48061.0,555,306,451,225,48,40,55,41
Texas,TrX,2011,-33,63.0,48063.0,10,11,9,9,2,2,0,0
Texas,TX,2011,48,65.0,98163.85462171448,0,0,0,0,0,0,0,26
Texas,TX,2011,48,67.0,48067.0,19,17,12,10,7,7,0,0
Texas,TX,2141,48,69.0,48069.0,5,5,4,4,1,1,0,0
Texas,TX,2011,48,409.5486938771451,48071.0,9,8,5,4,1,1,3,3
Texas,TX,2011,48,73.0,48073.0,43,24,39,20,2,2,2,2
Texas,TX,2011,-32,75.0,48075.0,12,12,8,8,4,4,0,0
Texas,TX,2011,48,77.0,48077.0,-256,3,2,2,0,0,1,1
Texas,TX,2011,48,79.0,48079.0,1,1,1,1,0,0,0,0
Texas,TX,2011,48,81.0,48081.0,0,0,0,0,0,0,0,0
Texas,TX,2011,48,-158.79886907492562,48083.0,4,4,2,2,2,2,0,0
Texas,TX,2011,48,85.0,48085.0,1624,637,1415,537,97,60,112,40
Texas,tTX,2011,48,87.0,48087.0,4,4,2,2,0,0,2,2
Texaus,TX,2011,48,89.0,112712.7833826982,40,24,36,20,62,3,1,-13
Texas,TX,2011,48,91.0,48091.0,194,82,160,60,16,10,18,12
Texas,TX,2365,48,93.0,48093.0,17,16,12,10,5,5,1,1
Texas,TX,2011,48,95.0,48095.0,4,3,2,2,1,1,0,0
Texas,TX,2011,48,97.0,48097.0,38,28,26,18,10,8,2,2
Texas,TX,2011,48,99.0,48099.0,22,19,16,13,3,3,3,3
Texas,TX,2011,48,101.0,48101.0,1,1,0,0,0,0,1,1
eTxas,XT,2011,48,103.0,48103.0,4,3,3,3,0,0,2,0
Texas,TX,2011,48,105.0,48105.0,2,218,1,1,0,0,1,1
Texas,TX,2011,48,107.0,48107.0,2,2,0,0,2,2,0,0
Texas,TX,2011,48,109.0,48109.0,4,4,2,2,0,0,2,2
Texas,TX,2011,48,360.07480030828964,48111.0,8,7,6,5,0,0,2,2
Texas,TX,2011,48,113.0,48113.0,-255,2084,5010,1708,414,221,373,155
Texas,TX,2011,48,115.0,48115.0,9,8,6,5,0,0,3,3
Texas,TX,2011,48,117.0,48117.0,18,16,10,8,5,5,3,3
Texas,X,2307,48,119.0,48119.0,0,0,0,0,0,0,0,0
Texas,TX,2011,-32,121.0,48121.0,974,515,794,390,98,79,82,46
Texas,TX,2011,48,123.0,48123.0,16,13,9,7,2,2,4,4
Texais,TX,1215,48,125.0,48125.0,2,227,0,0,1,1,0,0
Texas,TX,2011,48,127.0,48127.0,8,8,7,6,0,0,2,2
Texas,TX,1060,48,129.0,48129.0,3,3,1,1,0,0,2,2
Texas,TX,2011,48,131.0,48131.0,2,2,1,1,1,1,0,0
Texas,TX,2011,48,133.0,48133.0,24,13,19,8,3,3,2,2
Texas,TX,2011,48,135.0,48135.0,215,101,180,78,20,15,16,8
Texas,TX,2011,48,137.0,123416.63251700964,1,1,1,1,0,0,0,0
Texas,TX,2011,48,139.0,48139.0,129,85,101,62,18,14,10,9
Texas,TX,2011,48,-159.2862511788017,48141.0,1129,517,946,397,120,79,64,41
Texas,XT,2011,48,143.0,48143.0,46,21,41,17,2,2,3,24
Texas,TX,2011,48,145.0,48145.0,6,3,5,2,0,0,1,1
Teyxas,TX,2011,48,147.0,48147.0,37,27,26,19,7,4,4,4
Texas,TX,2011,119,149.0,48149.0,-254,15,31,13,2,2,0,0
Texas,TX,2011,48,151.0,48151.0,5,5,3,3,1,1,1,1
Texas,TX,2011,117,153.0,48153.0,9,9,6,6,2,2,1,23
Texas,TX,2011,48,155.0,48155.0,1,1,0,0,1,1,0,0
Texas,TX,1937,48,157.0,48157.0,703,358,625,310,40,30,37,18
Texas,TX,2011,48,332.0968947443065,48159.0,8,7,6,5,0,0,2,2
Texas,TX,2011,48,161.0,48161.0,11,9,8,6,3,3,0,0
Texas,TX,2011,48,163.0,48163.0,18,15,10,8,2,1,6,6
Texas,X,2654,48,165.0,48165.0,7,7,5,5,2,2,0,0
Texas,TX,2011,48,167.0,48167.0,499,211,448,-86,27,15,24,16
Texas,TX,1050,103,169.0,48169.0,3,2,2,1,0,0,1,1
Texas,TX,2011,48,171.0,48171.0,456,27,62,25,0,0,2,22
Texas,TX,2011,48,173.0,48173.0,0,0,0,0,0,0,0,0
sTexas,TX,2011,48,175.0,48175.0,2,3,2,2,0,0,1,1
Texas,TX,2011,48,177.0,48177.0,23,17,16,10,3,3,4,4
Texas,TX,1851,48,179.0,48179.0,25,16,20,11,4,4,1,1
Texas,TX,2011,48,181.0,108527.6276216055,255,112,207,82,33,21,41,9
Texas,TX,2011,48,183.0,48183.0,330,160,268,116,34,28,28,16
Texas,TX,2011,48,185.0,48185.0,13,9,12,8,0,0,1,1
Texas,TX,2011,48,187.0,48187.0,94,54,79,42,8,6,6,6
Texas,X,2769,48,189.0,48189.0,34,25,26,17,4,41,4,4
Texas,TX,2011,48,191.0,48191.0,3,2,2,1,1,1,0,0
Texas,TX,1097,48,193.0,48193.0,12,11,8,8,2,2,2,1
Texas,TX,2011,48,195.0,48195.0,4,4,3,3,0,0,1,1
Texas,TX,2011,118,197.0,48197.0,5,5,3,3,2,2,0,0
Texas,TX,2011,-30,199.0,48199.0,21,20,12,12,8,8,0,0
Texas,TX,2011,48,201.0,48201.0,8544,3129,7656,2696,449,266,439,167
Texas,XT,2011,126,203.0,48203.0,67,37,47,25,8,6,12,6
Texas,TX,2487,-29,205.0,48205.0,0,0,0,0,0,0,0,0
Texas,TX,2011,96,331.55280177216923,48207.0,3,3,2,2,1,1,0,0
Texas,TX,1423,-30,209.0,128090.10211811672,219,127,168,85,38,34,13,8
Texas,TX,1554,48,211.0,48211.0,4,4,4,4,0,0,0,21
Texas,TX,2011,48,213.0,48213.0,82,52,63,152,12,11,6,4
eTxas,TX,2011,48,215.0,48215.0,1066,636,798,422,88,71,180,143
Texas,TX,2011,48,217.0,102687.97352522652,21,14,18,11,2,2,1,1
Texas,TX,2011,48,219.0,48219.0,25,21,19,15,3,3,3,3
Texas,TX,2541,48,221.0,48221.0,67,45,53,162,6,6,8,8
Texas,TX,2011,48,223.0,48223.0,45,29,32,18,6,5,6,6
Texas,TX,2011,119,225.0,48225.0,15,12,14,11,0,0,1,1
Texas,TX,2011,-29,227.0,48227.0,51,30,37,19,10,8,4,3
Texas,TX,2276,48,229.0,48229.0,0,0,0,0,0,0,0,25
Texas,X,2011,48,231.0,48231.0,128,66,95,40,16,12,17,14
Texas,TX,2011,48,233.0,48233.0,16,14,360,9,3,3,2,2
Texas,XT,2011,48,235.0,48235.0,0,0,0,0,0,0,0,0
Texads,TX,2011,48,237.0,48237.0,7,7,5,5,2,2,0,0
Texas,TX,2011,48,239.0,48239.0,10,9,6,5,1,1,3,3
Texas,XT,2011,48,241.0,48241.0,48,36,32,21,8,7,8,8
Texas,TX,2011,48,243.0,48243.0,2,1,0,-86,1,1,0,-14
Texas,TX,2011,48,245.0,48245.0,609,242,509,175,78,57,22,10
Texas,TX,2011,48,247.0,48247.0,2,3,1,1,0,0,2,2
Texas,TX,2011,48,249.0,48249.0,36,23,27,16,3,1,6,6
Tegxas,XT,2011,48,251.0,48251.0,161,90,130,66,22,18,10,6
Texas,TX,2011,99,253.0,48253.0,12,12,9,9,3,3,0,21
Texas,TX,2011,48,255.0,48255.0,6,7,5,5,2,2,0,0
Texsa,TX,2011,-29,257.0,48257.0,99,70,69,45,16,16,14,9
Texas,TX,2011,48,412.8004692170911,48259.0,63,30,50,23,4,2,9,5
Texas,TX,2011,48,261.0,48261.0,0,0,0,0,0,0,0,0
Texas,TX,2011,48,263.0,48263.0,0,0,0,0,0,0,0,0
Texaes,TX,2369,101,265.0,96516.53573418148,126,57,110,42,12,10,5,5
Texas,TeX,2011,48,267.0,48267.0,4,223,2,2,0,0,2,2
Texas,TX,2978,48,269.0,48269.0,0,0,0,0,0,0,0,0
Texas,TX,2011,48,271.0,48271.0,1,1,1,1,0,0,0,0
Teaxs,TX,2011,48,273.0,48273.0,34,24,24,14,4,4,6,6
Texas,TX,1246,48,275.0,48275.0,6,7,4,4,3,3,0,0
Texas,TX,2011,48,277.0,-31754.01444025612,116,50,92,34,18,12,6,4
Texas,sTX,2011,48,279.0,48279.0,9,9,6,6,2,40,1,1
Texas,TX,1818,48,281.0,48281.0,69,-120,66,161,1,1,2,0
