season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2013-2014,201409,02/23/14,Cenral,Ibnfluenza_AH3,4
2013-2014,201409,02/23/14,Central,nfluenza_AH1pdm09,8
2013-2014,201409,02/23/14,Central,Influenza_ANtSubtyped,1
2013-2014,201409,02/23/14,Central,mInfluenza_B,6
2013-2014,201409,02/23/14,Central,Inflenza_Total,19
2013-2014,258312,02/23/14,Central,Influenaz_Tested,67
2013-2014,164229,0y2/23/14,Lower Southern,Infuenza_A,12
2013-2014,201409,02/23/14,Lower Southern,Influenza_H3,1
2013-2014,201409,02/23/14,Lower Southern,Influenza_AH1pdm09,11
2013-2014,129669,02/23/p14,Lower Southern,Influenza_ANotSubtyped,0
2013-2014,201409,02/23/14,Lower Southern,Influenza_B,7
20132014,201409,02/23/14,Lower Southern,Influenza_Total,19
2013-2014,199389,02/23/14,Lower Southern,Inflenza_Tested,79
2013-2014,201409,0p2/23/14,Northerhn,InfluenzaA_,6
213-2014,201409,02/23/14,Northern,Influenza_AH3,0
2013-2014,280571,02/23/14,Northern,Influenza_AH1pdm09,6
2013-2014,257627,0/223/14,Northern,Influenza_ANotSubtyped,0
2013-2014,201409,02/23/14,Northern,Influenza_B,0
2013-2014,134031,i02/23/14,Northern,Influenza_Total,6
2013-2014,242837,02/23/14,Northern,Influenza_Tested,58
2013-2014,201409,02/23/14,Upper Southern,Inflduenza_A,3
2013-2014,201409,02/23/14,Upper Southern,Influezna_AH3,0
2013-2014,201409,02/23/14,Uppeqr Southern,Influenza_AH1pdm09,2
2013-2014,201409,h02/23/14,Upper Southedrn,Infulenza_ANotSubtyped,1
2013-2014,267617,02/23/41,Upper Southern,Influnza_B,2
2013-s2014,201409,02/23/4,Upper Southern,Influenza_Total,5
2013-2014,201409,02/23v/14,Upper Southern,Influenza_Tesxted,48
203-2014,201410,03/02/14,Bay Area,Influenza_A,27
2013-2014,204159,03/0214,Bay Area,Influenza_AH3,2
2013-2014,201410,03/02/14,Bay Area,sInfluenza_AH1pdm09,24
2013-2014,105239,03/02/14,Bay Area,Influenza_ANotSubtyped,1
2013-2014,201410,03/02/14,Bay Area,Influenza_B,1
2013-2014,201410,03/02/14,Bay Arae,Influenza_Total,28
2013-2014,201410,03/02/14,Bay Area,Influenza_Tested,117
2013-2014,212565,03/02/14,California,Influenza_A,53
2013-214,201410,03/02/14,aClifornia,Influenza_AH3,11
2013-2014,201410,03/02/14,California,Influenza_AH1pdm09,37
2013-2014,201410,03/02/14,Cailfornia,Influenza_ANotSubtyped,5
201-2014,201410,03/02/14,Califronia,Influenza_wB,7
2013-2014,289229,030/2/14,California,Iunfluenza_Total,60
2013-2014,201410,03/02/14,California,Influenza_Tested,322
2013-2014,201410,03/02/14,Centrla,Influenza_A,14
2013-2014,201410,03/02/14,Central,Influenza_AH3,4
2013-2014,201410,03/02/14,Central,Ifluenza_AH1pdm09,7
2013-2014,201410,03/02/14,Centraal,Influenza_ANotSubtyped,3
2013-2014,201410,30/02/14,Central,Influenza_B,1
2013-2014,201410,03/02/14,Central,nfluenza_Total,15
2013-2014,201410,03/02/14,Central,Influenza_Tested,64
2013-2014,201410,03/02/14,Lower Southern,Influenz_aA,8
2013-2014,201410,03/02/14,Lwoer Southern,Influenza_AH3,5
2013-2014,285519,30/02/14,Lower Southern,Influenza_AH1pdm09,3
2013-2014,201410,03/02/14,Loweru Southern,Influenza_ANotSubtyped,0
2013-2014,201410,03/02/14,Lower Southern,Infiluenza_B,2
2013-2014,185137,03/02/14,Lower Southern,Influenza_Total,10
2013-014,201410,03/02/14,Lower Southern,Influenz_Tested,51
2013-2014,201410,03/02/14,Nrothern,Inflguenza_A,2
2013-2014,201410,03/02/14,Nortern,Infulenza_AH3,0
2013-2014,201410,0k3/02/14,Northern,Influenza_AH1pdm09,1
2013-2014,201410,0/02/14,Northern,Influenza_ANotSubtyped,1
2013-2014,201410,03/02/14,Nrthern,Influenza_B,0
2013-2014,224442,03/2/14,Northern,Inluenza_Total,2
2013-2014,201410,03/02/14,Northern,Influenza_Tested,61
2013-2014,201410,03/02/14,Upper Southern,Influenza_A,2
2013-2014,201410,03/02/14,Upper Southern,Influenza_AH3,0
2013-20u14,201410,03/02/14,Upper Southern,Influenza_AH1pdm09,2
2013-2014,201410,03/02/14,Upper Southern,Influenza_ANotSubtyped,0
2013-2014,201410,03/02/14,Upper Southern,Influenza_B,3
2013-2014,201410,03/02/14,Upper Southern,Influenza_Total,5
2013-2014,201410,03/0/214,Upper Southern,Influenza_Tested,29
2013-2014,201411,03/09/14,Bay rAea,Influenza_A,39
2013-2014,201411,03/09/14,Bay Area,Inqfluenza_AH3,6
2013-20b14,201411,03/09/14,Bay Area,Inluenza_AH1pdm09,33
2013-2014,201411,03/09/14,Bay Ara,Influenza_ANotSubtyped,0
2013-2014,201411,03/09/14,Bay Area,Influenza_B,3
2013-2014,201411,03/09/14,Bay Area,Influenza_Total,42
2013-2014,260637,03/09/14,Bay Area,Influenza_Tested,77
2013-2014,201411,03/09/14,California,Influenza_A,57
2013-2014,201411,03/09/14,California,Influenza_AH3,10
2013-2014,201411,03/09/14,California,Influenza_AH1pdm09,44
2013-2014,201411,03/09/14,California,Influenza_ANotSubtyped,3
2013-2014,201411,03/09/14,California,Influenza_B,11
2013-2014,201411,03/09/14,California,Influenza_Total,68
2013-2014,201411,03/09o/14,California,Influenza_Testded,234
201-32014,201411,03/0/14,Ceyntral,Influenza_A,2
2013-2014,201411,03/09/14,Central,Influenza_AH3,2
2013-2014,201411,03/09/14,Centrla,Influenza_AH1pdm09,0
2013-2014,201411,03/0/14,Central,Influenza_ANotSubtyped,0
2013-2014,201411,03/09/14,Centrla,Influenza_B,5
2013-2014,201411,0o3/09/14,Central,Influenza_Total,7
2013-2014,201411,03/09/14,Central,Influenza_Tested,36
2013-2014,201411,03/09/14,Lower Southern,Influenza_A,12
2013-2014,298525,03/09/14,Lower Southern,Influenza_AH3,0
2013-2014,201411,03/09/14,oLwer Southern,Influenza_AH1pdm09,9
2013-2014,201411,03/a09/14,Lower Southern,Influenza_aANotSubtyped,3
2013-2014,201411,03/09/14,Loer Southern,Influenza_B,3
2013-2014,201411,03/09/14,Lower Southern,Influenaz_Total,15
2013-2014,168743,03/9/14,Lower Southern,Influenza_Tested,45
2013-2014,201411,03/09/14,Northern,Influenza_A,1
2013h-2014,201411,03/09/14,Northern,Influenza_AH3,0
2013-2014,201411,03/09/14,Northern,Influenza_AH1pdm09,1
2013-2014,201411,03/09/14,Northern,Influenza_ANotSubtyped,0
2013-2014,201411,03j/09/14,Northern,Influenza_B,0
2013-2014,201411,03/09/14,Northern,cInfluenza_Total,1
2013-2014,201411,0309/14,Northern,Influenza_Tested,40
2013-2014,201411,03/09/14,Upper Soutnhern,Influenza_A,3
2013-2014,201411,03/09/14,pper Southern,Influenza_AH3,2
2013-2014,201411,03/09/14,Upper Southern,Influenza_AH1pdm09,1
2013-2014,134268,03/09/14,Upper Southern,Influenza_ANotSubtyped,0
2013-2014,201411,03/09/14,Upper Southern,Infqluenza_B,0
2013-2014,263912,03/09/14,Upper Southern,Influenza_Total,3
2013-2014,201411,03/09/14,Upper Southern,Influelnza_Tested,36
2013-2014,145482,03/16/14,Bay Area,Influenza_A,7
2013-2014,201412,0/16/14,Bay Area,Influenza_AH3,0
2013-2014,167071,03/16/14,Bay Area,Influenzas_AH1pdm09,6
2013-2014,201412,03/16/4,Bay Area,Influenza_ANotSubtyped,1
2013-2014,201412,03/16/14,Bay Area,Influenza_B,0
2013-2014,201412,03/16/14,Bay Area,Influenza_Total,7
203-2014,201412,03/16/14,Bay Area,Influenza_Tested,58
2013-2014,201412,03/16/14,California,Influenaz_A,16
2013-2014,201412,0/16/14,California,Influenza_AH3,1
20132014,201412,03/16/14,California,Influenza_AH1pdm09,13
2013-2014,201412,03/16/14,California,Influenza_ANotSubtyped,2
2013-2014,263117,03/16/14,California,Influenza_B,14
2013-2014,201412,03/16/41,California,Influenza_Total,30
201q3-2014,139463,03/16/14,California,Influenza_ested,186
2013-2014,201412,03/1614,Central,Infulenza_A,2
2013-2014,201412,03/16/14,Central,Influenza_AH3,0
2013-2014,201412,03/16/14,Centrl,Influenza_AH1pdm09,2
2013-2014,201412,03/161/4,Central,Influenza_ANotSubtyped,0
2013-2014,201412,03/16/14,Central,Influenza_B,7
2013-2014,201412,03/1614,Central,InfluenzaTotal,9
2013-2014,201412,03/16/14,Central,Influenza_Tested,35
2013-2014,172414,03/16/14,Lower Southern,Influenza_A,4
2z013-2014,201412,03/16/1d4,Lower Southern,Infuluenza_AH3,1
2013-2014,201412,03/16/14,Lower Southern,Influenza_AH1pdm09,3
2013-2014,201412,03/16/14,Lower Southern,Influenza_ANotSkubtyped,0
2013-2014,201412,03/16/14,Lower Southern,Influenza_B,6
2013-2014,201412,03/16/14,Lower Southern,Influenza_Total,10
2013-2014,201412,0316/14,Lower Southern,Influenza_Tested,34
2013-2014,201412,0/16/14,Northern,Influenza_A,2
2013-2014,201412,03/16/14,Northern,Influenza_AH3,0
2013-2014,109348,03/16/14,Northern,Influenza_AH1pdm09,2
2013-2014,201412,03/6/14,Northern,Influenza_ANotSutyped,0
2013-2014,201412,03/16/14,Northern,Influenza_B,0
2013-2014,201412,03/61/14,Northern,Influenza_Total,2
013-2014,159585,03/16/14,Northern,Inluenza_Tested,41
2013-2014,238925,o03/16/14,Upper Southern,Influenza_A,1
2013-2014,193855,03/16/41,Upper Southern,Influenza_AH3,0
2013-214,255796,3/16/14,Upper Southern,aInfluenza_AH1pdm09,0
2013-2014,201412,03/16/14,Upper Southern,Influenza_ANotSubtyped,1
201-2014,201412,03/16/14,Upper Southern,Influenza_B,1
2013-2014,201412,e03/16/14,Upper Southern,Influenza_Total,2
2013-201q4,201412,03/16/14,Upper Soutehrn,Influenza_Tested,18
2013-2014,201413,03/23/14,Bay Area,Inluenza_A,6
2013-214,201413,03/23/14,Bay Area,Influenza_AH3,1
2013-2014,201413,03/23/14,Bay Area,Influenza_AH1pdm09,5
2013-2014,201413,03/23/14,Bay Arrea,Influenza_ANotSubtyped,0
2013-2014,201413,03/d23/14,Bay Area,Influenza_B,0
2013-20l14,187835,03/23/14,Bay Area,Influenza_fTotal,6
2013-2014,201413,03/23/14,Bay Area,Influecnza_Tested,45
2013-2014,201413,03/23/14,California,Influenza_A,13
2013-2014,201413,3/23/14,Californai,Influenza_AH3,4
2013-2014,123404,03/23/14,California,Influenza_AH1pdm09,9
013-2014,201413,03/2s3/14,Califronia,Influenza_ANoSubtyped,0
2013-2014,201413,03/23/1a4,California,Influnza_B,13
2013-2014,246986,03/23/14,California,Influenza_Total,26
2013-2014,201413,03/231/4,California,Influenza_Testd,136
2013-2014,303223,03/23/14,Centcral,Influenza_A,2
2013-2014,201413,03/23/14,Central,Influeza_AH3,2
2013-2014,201413,03/23/41,Central,Influenza_AH1pdm09,0
20132014,201413,03/23/14,Central,Influenza_ANotSubtyped,0
2013-2014,154248,03/23/14,Central,Influenza_B,3
2013-2014,267173,03/23/14,Central,Inlfuenza_Total,5
2013-2014,201413,03/23/14,Central,Influnza_Tested,18
2013-2014,201413,03/23/14,Lower Southern,Inkfluenza_A,4
2013-2014,246590,03/23/14,Lower Southern,Influenza_AH3,1
2013-2014,201413,03/23/t14,Lower Southern,Influenza_AH1pdm09,3
013-2014,126731,03/23/14,Lower Southern,Influenza_ANotSubtyped,0
2013-2014,201413,03/23/14,Lower Southern,Influenza_B,9
2013-2014,201413,03/23/14,Lower Southern,Influenza_Total,13
2013-2014,201413,03/23/14,Lower Southern,Influenza_Tested,28
2013-0214,201413,03/23/14,Norjthern,Influenza_A,1
201g3-2014,201413,03/23/14,Nortehrn,Influenza_AH3,0
2013-2014,201413,03/23/14,Northern,Influenza_AH1pdm09,1
2013-2014,201413,03/23/14,Northeern,Influenz_aANotSubtyped,0
2013-2014,201413,03/23/14,Northern,Inlfuenza_B,0
2013-2014,158557,03/23/14,Northern,Influenza_Total,1
2013-2014,201413,03/23/14,Northrn,Influenza_Tested,30
2013-2014,201413,03/23/14,Upper Southern,Inlfuenza_A,0
2013-2014,201413,03/d23/14,Upper Soutshern,Influenza_AH3,0
2013-2014,201413,03/23/14,Upper Southern,Influenza_AH1pdm09,0
2013-2014,201413,03/23/41,Upper Southern,Influenza_ANotSutbyped,0
2013-2014,201413,03/2/314,Uppe Southern,Influenz_B,1
2013-2014,201413,03/23/14,Upper Southern,Influenza_Total,1
2013-2014,160166,03/23/14,Upper jSouthern,Influenza_Tested,15
2013-2014,201414,03/30/14,Bay Area,Inlfuenza_A,0
2013-2014,201414,03/30/14,Bay Area,Influenza_AH3,0
2013-2014,201414,03/30/14,Bay Area,Influenza_AH1pdm09,0
2013-2014,201414,03/30/14,Bay Area,Influenza_ANotSubtyped,0
213-2014,201414,03/30/14,Bay Area,Influenza_B,2
2013-2014,132799,03/30/14,Bay Area,Influencza_Total,2
2013-2014,201414,03/30/14,Bay Area,Influenza_Testde,40
2013-014,201414,03/3t0/14,California,Influenza_A,1
2013-2014,201414,03/30/14,California,Influenza_AH3,1
2013-2014,201414,03/30/14,California,Influenza_AH1pdm09,0
2013-2014,201414,03/30/14,Calkifornia,Influenza_ANotSubtyped,0
2013-2014,201414,03/30/14,California,Inflenza_B,12
0213-2014,201414,03/30/14,California,Influenza_Total,13
2013-2014,201414,03/30/14,California,Influenza_Tested,125
20132-014,201414,03/30/14,Cntral,Influenza_A,0
2013-2014,201414,03/q30/14,Central,Influenza_AH3,0
2013-2014,201414,03/30/14,Central,Influenza_AH1dm09,0
2013-2014,274246,03/30/14,Central,Influenza_ANotSubtyped,0
2013-2014,201414,03/30/14,Central,Influenza_B,1
2013-2014,281273,03/3014,Central,Influenza_Total,1
2u013-2014,183958,03/30/14,Central,Influenza_Tested,23
20132-014,201414,033/0/14,Lower Southern,Influenza_A,1
2013-204,227158,03/30/14,Lower Southern,Influenza_AH3,1
2013-2014,201414,03/30/14,Lower Southern,Influenza_AH1pdm09,0
2013-2014,169327,03/30/m14,Lower Soutlhern,Influenza_ANotSubtyped,0
2013-2014,201414,0i3/30/14,Lower Southern,Influenza_B,9
2013-2014,204057,03/30/14,Lower Southern,Influenza_Total,10
2a013-2014,201414,03/30/14,Lower Southern,Influenza_Tested,34
2013-2014,201414,03/30/14,Northern,Influenza_A,0
2013-2014,201414,03/30/14,Northern,Infleunza_AH3,0
2013-2014,199044,03/30/14,Northern,Influenza_AH1pdm09,0
2013-2014,224828,03/30/14,Northern,Influenza_ANotSubtyped,0
2013-2014,201414,03/30/14,Northern,Influenza_B,0
a2013-2014,201414,03/30/14,Northern,Influenza_Ttal,0
2013-214,231316,3/30/14,Northern,Influenza_Tested,20
2013-2014,236599,03/30/14,Upper Southern,Influenz_aA,0
2013-2014,201414,03/30/14,Upper Southern,Influtenza_AH3,0
2013-214,201414,0/330/14,Upper oSuthern,Influenza_AH1pdm09,0
2013-2014,201414,03/30/14,Upper Southern,Influenza_ANotSnubtyped,0
2013-2014,263259,03/30/14,Upper Southern,Influenza_B,0
2013-2014,201414,03/30/14,Upper Sovuthern,Influenjza_Total,0
2013-2014,201414,03/30/14,Upper Southern,Infleuenza_Tested,8
2013-2014,201415,s04/06/14,Bay Area,Influneza_A,1
2013-2014,201415,04/06/14,Bay Area,nfluenza_AH3,0
20f13-2014,179268,04/06/14,Bay Area,Influneza_AH1pdm09,1
2013-2014,201415,04/06/14,Ba Area,Influenza_ANotSubtyped,0
2013-2014,201415,04/061/4,Bay Area,Influenza_B,2
2013-2014,201415,04/06/14,Bay Area,Influenza_Total,3
2013-014,153263,04/06/14,Bay Arcea,Influenza_Tested,24
2013-2014,201415,04/s06/14,California,Influenza_A,2
2013-r2014,201415,04/06/14,California,Influenza_AH3,0
2013-2014,190813,04/06/41,California,Influenza_AH1pdm09,2
2013-2014,201415,04/06/14,California,Influenza_ANotSubtyped,0
2013-2014,201415,04/06/14,California,Influenza_B,23
2013-014,201415,04/06/14,California,Influenza_Total,25
2013-2014,201415,04/06/14,California,Influenza_Tested,114
2013-2014,201415,04/06/14,Central,Influenza_A,0
2013-2014,254359,04/06/14,Central,Influenza_AH3,0
20132014,201415,04/0/14,Central,Influenza_AH1pdm09,0
2013-2014,201415,04/06/14,Central,Influenzag_ANotSubtyped,0
2013-2014,201415,0v4/06/14,Central,Influenza_B,7
2013-2014,157327,04/06/y14,Central,Influenza_Total,7
2013-2014,160704,04/06/14,Centarl,Influenza_Tested,20
213-2014,201415,04/06/14,Lower Southern,Influenza_A,1
2013-2014,201415,04/06/14,Lower Southern,Influenza_AH3,0
2013-2014,125366,04/06/14,Lower Southern,Influenza_AHpdm09,1
2013-2014,285077,04/061/4,Lower Southern,Influenza_ANotSubtyped,0
2013-20b14,201415,04/06/14,Lower Southern,Influenza_B,2
2013-2014,257383,04/0p6/14,Lowewr Southern,Influenza_Total,3
2013-2014,135152,04/06/14,Lower Southern,Influenza_Tested,24
203-2014,201415,04/60/14,Northern,Influenza_A,0
2013-2014,201415,04/0/14,Northern,Influenza_AH3,0
2013-2014,209248,04/06/14,Northern,nIfluenza_AH1pdm09,0
2013-2014,201415,04/0/614,Northern,Influenza_ANotSubtyped,0
2013-2014,201415,04/06/14,Northern,Ifluenza_B,2
2013-2014,201415,04/06/14,Northern,InfluenzaT_otal,2
2013-2014,201415,04/06/14,Norrthern,Influenza_Tested,17
2013-2014,185231,04/06/14,Upper Southern,Infulenza_A,0
d2013-2014,201415,04/06/14,Upper Southern,Influenza_AH3,0
2013-2014,201415,04/06/14,Upper Southern,Influenza_AHpdm09,0
2013-2014,201415,04/06/14,Upper Southrn,rInfluenza_ANotSubtyped,0
20r13-2014,280926,04/06/14,Upper Southern,Influenza_B,10
2013-2014,201415,04/06/14,Upper Southern,Influenza_Total,10
2013-2014,201415,04/06/14,Upper Southern,Influenza_Tested,29
2013-2014,201416,04/13/14,Baxy Area,Influenza_A,0
201-32014,131679,04/13/14,Bay Area,Influenza_AH3,0
2013-2014,201416,04/13/14,ay Area,Influenza_AH1pdm09,0
2013-2014,201416,04/13/14,Bay Area,Influenza_ANotSubtyped,0
2013-201x4,201416,04/13/14,Bay Area,Influenza_B,0
2013-2014,168788,04/13/14,Bay Area,Influenza_Total,0
2013-2014,201416,04/13/14,Bay Area,Influenza_Tested,12
2013-2014,201416,04/13/14,California,Influenza_A,0
013-2014,201416,04/13/14,California,Influenza_AH3,0
2013p-2014,201416,04/13/41,California,Influenza_AH1pdm09,0
g2013-2014,201416,04/13/14,California,Influenza_ANotSubtyped,0
2013-2014,201416,04/13/14,California,Influenza_B,15
2013-2014,201416,04/1314,California,Influenza_Total,15
2013-2014,201416,04/13/14,California,Influenza_Tested,84
2013-2014,201416,04/13/14,Central,Influenza_A,0
2013-2e014,201416,04/13/14,Central,Influenza_AH3,0
2013-2014,191841,04/13/14,Central,nfluenza_AH1pdm09,0
2013-2014,201416,04/13/14,Centural,Influenza_ANotSubtyped,0
2013-2014,201416,0413/14,entral,Influenza_B,6
2013-2014,259800,04/13/14,Central,Influenza_Total,6
2013-2014,201416,04/13/14,Centrla,Influenza_Tested,17
2013-2014,201416,4/13/14,Lower Southern,Influenza_A,0
201t3-2014,273844,04/13/14,Lower Southern,Influenza_AH3,0
2013-2014,201416,04/13/14,Lower Southeern,Influenza_AH1pdm09,0
2013-2014,201416,04/13/14,Lower Suthern,Influenza_ANotSubtyped,0
2013-2014,285767,04/13/14,Lower Southern,Influenza_B,5
2013-2014,201416,04/13/14,Lower Southern,Influenza_Total,5
2013-2014,201416,04/13/14,Lowyer Southern,Influneza_Tested,28
2013-20v14,201416,04/13/14,Northern,Influenza_A,0
2013-2014,201416,04/13/14,Northern,Influenza_AH3,0
2013-014,201416,04/13/14,Northern,Influenza_AH1pdm09,0
2013-0214,201416,04/13/14,Norhern,Influenza_ANotSubytped,0
2013-2014,201416,04/13/14,Northern,Influenza_B,1
2013-2014,201416,04/13/14,Northern,Influenza_Total,1
2013-2014,196058,04/13/14,Northern,Influenza_Tested,6
2013-2014,201416,04/13/14,Upper Souhern,Influenza_A,0
2013-2014,201416,04/13/14,Upper Southern,Influenza_AH3,0
0213-2014,201416,04/13/14,Uppre Southern,Inefluenza_AH1pdm09,0
013-2014,201416,04/13/14,Upper Southern,Influenza_ANotSubtyped,0
2013-2014,201416,04/13/41,Upper Southern,Influenza_B,3
2013-2014,209646,04/13/14,Upper Southern,Influenza_Total,3
2013-2014,201416,04/13/14,Upper Southern,Influenza_Tested,21
2013-2014,201417,04/20/14,Bay Area,Influenza_A,0
2013-2014,201417,04/20/14,Bay Aea,Influenza_AH3,0
213-2014,201417,04/20/4,Bay Area,nfluenza_AH1pdm09,0
2013-2014,201417,04/20/14,Bay Area,InfluenzaA_NotSubtyped,0
2013-2014,201417,04/20/14,BayArea,InfluenzaB,1
2013-2014,201417,04/20/14,Bay Area,Influenza_otal,1
2013-2014,201417,04/20/14,ay Area,Influenza_Tested,14
2013-2014,201417,04/20/14,California,Influenza_A,2
013-2014,227801,04/20/14,California,Influenza_AH3,1
2013-2014,201417,04/20/41,California,Influenza_AH1pdm09,0
2013-2014,269945,04/20/14,California,Influenza_ANotSubtyped,1
2013-201t4,282457,04/20/14,California,Influenza_B,3
2013-2014,235811,04/20m/14,California,Influenza_Total,5
2013-2014,201417,t04/20/14,Califronia,Influenza_Tested,43
2013-2014,201417,04/20/14,Central,Influenza_A,0
2013-2014,201417,04/20/14,Central,Influenza_AH3,0
2013-2014,201417,04/t20/14,Central,Influenza_AH1pdm09,0
2013-2014,201417,04/20/1c4,Central,Influenza_ANotSubtyped,0
2013-2014,201417,04/20/14,Central,Influenza_B,0
2013-2014,201417,04/20/14,Central,Influenza_Total,0
2013-2014,201417,04/20/14,Centrasl,Infyluenza_Tested,3
2013-2014,201417,04/20/14,Lower Southern,Influenza_A,0
2013-014,201417,4/20/14,Lower Southern,nIfluenza_AH3,0
2013-2014,201417,0/420/14,Lower Southern,Influenza_AH1pdm09,0
2013-2014,201417,04/20/14,Lower Southern,Influenza_ANotSubtyed,0
2013-2014,149297,0/420/14,Lower Southern,InfluenzaB_,2
2013-2014,201417,04/0/14,Lower Southern,Influenza_Total,2
2013-2014,139800,04/20/14,Lower Southern,Influenza_Tessted,8
2013-2014,253466,04/0/14,Northern,Influenza_A,0
2013-2014,167956,04/20/14,Northen,Influenza_AH3,0
2103-2014,201417,04/20/14,Northern,Influenza_AH1pdm09,0
2013-2014,201417,04/20/14,orthern,Influenza_ANotSubtyped,0
201-2014,201417,04/20/14,Northern,Influenza_B,0
2013-2014,201417,04/20/14,Northern,Influenza_Total,0
2013-0214,264552,04/20/14,Northern,Influenza_Tested,6
2013-2014,135197,04/20/14,Upper Southern,Influenza_A,2
2013-2014,278796,04/20/14,Uppre Southern,Influenza_AH3,1
2013-2014,255493,04/e20/14,Upper Southern,Influenza_AH1pdm09,0
2013-2014,201417,04/20/14,Uppe Southern,Influenza_ANotSubtyped,1
2013-2014,201417,04/20/14,Uppe rSouthern,Influenza_B,0
2013-2014,201417,04/20/14,Upper Southern,Influenza_Total,2
2013-2014,137456,04/20/14,Upper Southern,nIfluenza_Tested,12
2013-2014,201418,04/27/14,Bay Area,Influenza_A,0
2013-2014,295418,04/27/14,Bay Area,Influeza_AH3,0
2013-2014,201418,04/27/14,Bay Area,Influenza_AH1pdm09,0
2013-2014,120076,04/27/14,aBy Area,Influenza_ANotSubtyped,0
2013-2014,291109,04/27/1o4,Bay Area,Influenza_B,1
2013-2014,201418,04/27/14,Bay Area,Influenza_Total,1
2013-2014,201418,04/27/14,Bay Area,Influenza_Tested,17
2013-2014,226909,04/27/14,California,Influenza_A,3
2013-2014,201418,04/27/14,Califonia,Influenza_AH3,2
