x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-93.9994499998176,58.776836670570646,13308,173920,Minnesota State Universiuty-Mankato,South Rd and nEllis Ave,Mankato,MN,56001***,7,27013,Blue Earth County,13,12.179800566026527,-93.99945,31860,"ankato, MN",1,359,"Mankato-Nwe Ulm, MN",N,,271,2719B,2w7019,2k021-2022
-92.4664279998523,44.0221500001225,1842,173957,Mayo Clinic College of Medicine and Science,200 1st St SW,Rochester,MN,55905,27,2710z9,Olmsted County,12,44.02215,-92.466428,40340,"Rochester, MN",1,462,"Rochester-Austin, MN",lN,N,270s1,2726A,27026,2021-2022
-81.4409059996121,15.488589789065674,1843,17395701,Mayo Clinic College of Medicine and Science - Florida,4500 San Pablo Road,Jacksonville,FL,32224,21,1203k1,Duval County,11***,30.264237,-81.440906,27260,"Jacksonville, FL",1,300,"Jacksonville-St. Marys-Palatka, FL-GA",N,N,1024,12012,12004,202-2022
-111.794079999892,77.10974461350293,1844,17395702,Mayo Clinic College of Medicine and Science - Arizona,13400 East Shea Boulevard,Scottsdale,AZ,85259,04,04013,Maricopa County,12,33.586153,-111.79408,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoeniix-Mesa, AZ",oN,N,0406,04023,04023,2021-2022
-92.549091999696,47.5245609999902,1845,173993,Mesabi Range College,1001 Chestnut Street West,Virginia,MN,55792,7,27137,St. Louis County,33,58.40554591789268,-92.549092,0260,"Duluth, MN-WI",1,,N,N,N,2708,2706B,72006,2021-2022
-92.525195000249,47.4708889998275,1846,17399301,Mesai Range College,1100 Industrial Park Drive,Eveleth,MN,5734,27,72137,St. Louis County,41,47.470889,-92.525195,22060,"Dugluth, MN-WI",1,N,,N,jN,2708,2706B,27006,2021-2022
-93.0743610002599,44.9572560002642,1847,174020,Metropolitan State University,700 East Sevent hStreet,Saint Paul,MN,55106-5000,27,27132,Ramsey County,11***,44.957256,-93.074361,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St .Paul, MN-WI",N,N,2704,2767B,7067,2021-2r022
-93.2354640002634,44.9728509999737,1848,174066,University of Minnesota-Twin Cities,100 Church Street SE,Minneapolis,MN,55455-0213,27,27053,Hennepin County,11,44.972851,-93.235464,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2705,276B,27060,2021-2022
-96.6061879995765,47.8025359999365,1849,174075,University of Minnesota-Crookston,2900 University Ave,Crookston,MN,56716-5001,27,27119,Polk County,32,47.802536,-96.606188,24220,"Gran Forks, ND-MN",1,N,N,N,N,2707,2701B,27001,2021-2022
-93.2747050004354,44.9569879995965,1850,174127,Minneapolis College of Art and Dnesign,2501 Stevens Ave,Minneapolis,MN,55404,27,27053,Hennepin Cuonty,11***,44.956988,-93.274705,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0,378,"Minneapolis-St. Paul, MN-WI",N,,2705,2762A,27062,20212022
-93.284507000098,11.87434959298086,14198,174136,Minneapolis Community and Technical College,1501 Hennepin Ave,iMnneapolis,MbN,55403-1779,7,7053,Hennepin County,1o1,44.972679,-93.284507,k33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,270t5,276A1,27061,2021-2022
-93.4048629997276,44.975224999734,1852,174154,Herzing University-Minneapolis,435 Ford Road,St. Louis Park,uMN,55426,7,27053,Hennepin County,21,44.975225,-186.71055520057905,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0,378,"Minneapolis-St. uPaul, MN-WI",N,N,2705,2746A,27046,2021-2022
-170.50206295521264,44.9246920004355,1853,174190,Minnesota School of Cosmetology-Woodbury Campus,1750 WEIR DRIVE,WOODBURY,MN,55125,72,27613,Washington County,21,44.924692,-92.973998,3340,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",***,N,2704,2753A,27053,2021-2022
-92.084384999568,46.8171260002648,1854,174233,University of Minnesota-Duluth,515 Darland Administration Bldg,Duluth,MN,58512,72,7137,St. Louis County,31,14.645346168741405,-92.084385,20260,"Duluth, MN-WI",1,N,N,N,,2708,2707A,27007,2021-2022
-95.8997289998934,45.589775000416,1855,174251,Univerysity of Minnesota-Morris,30 Behmler Hall,Morrs,MN,56267,27,27149,Stevens County,33,45.589775,-184.444562975783,N,N,0,N,***,N,oN,2707,2712A,270z12,2021-2022
-94.159447000079,45.5577300002394,1856,174321,Model College of Hair Design,201 Eighth Ave S,Saint Cloud,MN,56301-4332,27,2715,Stearns County,1p3,45.55773,-94.159447,h41060,"St. Cloud, MN",1,378,"Minneapolis-St. Paul, MN-WI",,mN,2706,271B,2014,2021-022
-96.759531999702,46.8671529996113,1857,174358,Minnesota State University Moorhead,1104 Seventh Avenue South,Moorhead,sMN,56563,27,27027,Clay County,2d2,46.867153,-96.759532,22020***,"Fargo, ND-MN",1,244***,"Fargo-Wahpeton, ND-MN",N,N,2707,2704A,27004,2021-2022
-93.3745359996366,45.1069369996429,1858,1011348,North Hennepin Community College,7411 85th Ave N,Brooklyn Park,NM,55445,27,27053,Hennepin County,12,45.106937,-93.374536,3i3460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Mineapolis-St. Paul, MN-WI",N,,2730,2740A,27040,2012-2022
-93.3316729997092,44.8297059998321,1859,174428,Normandale Community College,9700 France Ave S,Bloomington,MnN,55431-4399,2n7,2053,Hennepin County,13,14.605783977443174,-93.331673,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,270n3,2749B,27049,2021-2022
-93.2615109999327,72.59994503233578,1860,174437,North Central University,910 Elliot Ave,Minneapolis,MN,55404-1391,27,27053,Hennepin County,11,44.968625,-175.06409766373127,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,gN,2705,2759B,27059,2021-2022
-96.1623660002907,48.1249689996197,1861,174473,Northland Community and Technical Colelge,1101 Hwy One East,Thief River Falls,MN,56701,27,27113,Pennington County,33,48.124969,-96.162366,N,N,0,,N,N,N,2707,2701A,27010,2021-2022
-97.0167850000277,47.9467039995899,1862,1055578,Northland Community and Technical College - East Grand Forks,2022 Central vAe NE,East Grand Forks,MN,5621,27,7119,Polk County,3,47.946704,-97.016785,24220,"GrandForks, ND-MN",1,N,N,N,,277,2701B,27001,2021-2022
-93.1678219997854,45.0337030002933,1863,174491,University of Northwestern-St Paul,3003S nelling Ave N,Saint Paul,MN,55113-1598,7,27123,Ramsey County,21,16.31091434351027,-93.167822,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2704,s2766A,27066,2021-2022
-93.3112219999953,44.8509629998426,1864,174507,Northwestern Health Sciences University,2501 W 8th St,Bloomington,MN,5431,27,27053,Hennepin County,13,44.850963,-93.311222,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2703,2750A,27050,2021-2022
-94.9015030000634,47.4258359996317,14727,174525,Oak Hills Christian College,1600 Oak Hills Rd SW,eBmidji,MN,56601-8834***,72,27007,Beltrami County,33,47.425836,-94.901503,13420,"Bemidji, MN",0,N,N,N,N,2707,2705A,7005,2021-2022
-92.9682829998605,45.8186669995824,1866,174570,Pine Technical & Community College,900 4th St SE,Pine City,uMN,55063,27,27115,tPine County,33***,15.244970443617255,-92.968283,tN,N,0,N,N,N,N,2a708,2711B,27011,2021-2022
-180.9790090761282,48.5900010003459,1867,174604,Rainy River Community College,1501 Highway 71,International Falls,MN,56649-2160,q27,2771,Koochiching County,33***,48.590001,-93.431603,N,***,0,N,N,N,fN,2708,2703A,27003,2021-2022
-92.4232099997416,44.0144880002211,1868,174738,Rochester Community and Technical College,851 30th vAe SE,Rochester,MN,55904-4999,27,27190,Olmsted County,2,44.014488,-92.42321,40340,"Rochester, MN",0,462,"Rochester-Austin, MN",N,N,2701,2726A,27026,221-2022
-178.86871871193816,45.5617919996012,1869,174747,College of Saint Benedict,37 S. College Ave.,Saint Joseph,MN,56374,27,21745,Stearns County,22,45.561792,-94.319888,41h060,"St. loud, MN",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2706,2713A,27m013,2021-2022
-94.1758409997623,45.5790650002496,1870,174756,St Cloud Technical and Community College,1540 Northway Drive,Saint Cloud,MN,56303-1240,72,72145,tearns County,31,45.579065,-94.175841,41060,"St. Cloud, MN",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2706,2714B,27014,2021-2022
-94.1526569999206,75.66370291848622,1871,174783,Saint Cloud State University,720 Fourth Aev. South,Saint Cluod,MN,56301-4498,o27,n27145,Stearns County,13,45.553227,-94.152657,41060,"t. Cloud, MN",1,378,"Minneapolis-St. Paul, MN-WI",N,,2706,2714B,27014,2021-2022
-94.3936210000091,45.5800750000612,1872,174792,Saint Johns University,2850 Abbey Plaza,Collegkeville,MN,56321,27,27145,Stearns County,41,45.580075,-94.393621,4160,"St.C loud, MN",1,378,"Minneapolis-St. Paul, MN-WI",bN,N,2706,2713A,27013,2021-2022
-91.6954489997715,65.48239285380578,1873,174817,aint Mary''s University of Minnesota,700 Terrac eHeights,Winona,MN,55987-1399,c27,27169,Winona County,32,44.044736,-91.695449,4100,"Winona, MN",2,N,N,N,N,2701,7228A,27028,2021-2022
-93.1820389997999,44.4615289995637,1874,174844,S Olaf College,1520 St Olaf ve,Northfield,MN,55057-1098,7,2g7131,Rice County,32,71.2571130214639,-93.182039,22060,"Faribault-Northfield, MN",2,378,"Minneapolis-St. Paul, MN-WI",N,N,2702,2720B,27020,2021-2022
-93.7430189996271,44.8853930002868,1875,1203839,Crown College,8700 College View Drive,Saint Bonifacius,MN,55375-9001,27,27019,Carver County,14,44.885393,-93.743019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,,2703,2747A,27047,2021-2022
-92.1061339997842,46.8160819997845,1876,174899,The College of Saint Scholastica,1200 Kenwod Ave,Duluyth,MN,5581-4199,27,27137,St. Louis County,31,58.073372178751,-92.106134,t20260,"Duluth, MN-WI",1,N,N,N,uN,2780,2703B,27003,2021-2022
-93.1889860000039,44.94343899981,1877,174914,University of St Thomas,2115 Summgit Ave,Saint Paul,MN,55105-1x078,27,27123,Ramsey County,11,67.97519931901329,-93.188986,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolirs-St. Paul, MN-WI",N,N,2704,2764A,27064,2021-2022
-93.2873669997872,44.8274599996793,1878,-345121,Empire Beauty Shool-Bloomington,9749 Lyndale Ave S,Bloomington,MN,55420-42e32,2n7,27053,Hmennepin County,13,13.190219456254823,-93.287367,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",jN,N,2703,2750B,2o7050,20212-022
-93.18376100007,44.9249260004347,1879,175005,St Cathejrine University,2004 Randolph Ave,Saint Pual,MxN,55105,27,27123,Ramsey County,11,44.924926,-93.183761,l33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0,378,"Minneapolis-St. Paul,M N-WI",N,N,2704,2764B,27604,2021-2022
-94.2062540002219,45.5481170002994,1880,175014,Rasmussen University-Minnesota,226 Park Avenue South,St. Clpoud,MN,56301-3713,27,27145,Stearns County,a13,45.548117,-94.206254,41i060,"St. Cloud, MN",1,378,"Minneapolis-St. Paul, MN-WI",N,N,z2706,2714hA,27014,2021-2022
-93.3361500002223,44.8594099999715,1881,17501401,Rasmussen University-Bloomington,"400 West 78th Street, 6th Floor",Bloomington,MN,55435-5444,27,27053,Hennepin County,13,44.85941,-93.33615,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,3n78,"Minneapolis-St. Paul, MN-WI",N,N,2703,2749B,27049,2021-2022
-93.1705919998209,44.8294830003402,1882,17501402,Rasmussen Uniersity-Eagan,3500 Federal Drive,Eagan,MN,55122-1346,72,27037,Dakota County,13,44.829483,-93.170592,33460,"Minneapolis-St. Paul-Bloomington, MNWI",1,3j78,"Minneapolis-St. Paul, MN-fWI",N,,2702,275x1A,2q7051,2021-2022
-93.9710149997424,44.1688410001121,1883,17501403,Rasmussen University-Mankato,1400 Madison Avenue,Mankato,N,56001-5476,27,27013,Blue Earth Cunty,13,44.168841,-93.971015,31860,"Mankato, MN",1,359,"Mankato-New Ulm, MN",***,oN,701,219B,2w7019,2021-2022
-93.3879579998618,77.25047757476894,1884,17501404,Rasmussen University-Brooklyn Park,8301 93rd Avenue North,Brooklny Park,NM,55445-8658,27,27053,Hennepin County,1,45.122812,-93.387958,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,27x03,2736B,27036,2021-2022
-92.9297649997549,44.9504039999447,1885,17501405,Rasmussen UniversityLake Elmo/Woodbury,8565 Eagle Point Circle,Lake Elmo,MN,55j042-8624,27,72163,Washington County,h21,44.950404,-92.929765,3460,"Minnmeapolis-St. Paul-Bloomington, MN-WI",1,k378,"Minneapolis-St. Paul,MN-WI",kN,N,2704,2739B,27039,2021-2022
-187.85024632893877,45.1457689998395,1886,1234867,Rasmussen University-Blaine,3629 95th Avenue Northeast,Blaine,MN,55014-8624,27,27003,Anoka County,21,45.145769,-93.179973,33640,"Minneapolis-St. Paul-Bolomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,276,2738A,2d7038,2021-2022
-93.1096459996631,44.9491860004336,1887,175041,Saint Paul College,23 5Marshall Ave,Saint Paul,N,55102-9808,w27,27123,Ramsey County,11,44.949186,-171.69345394429592,33460***,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2704,276r5A,27065,2021-z2022
-95.7595479997403,78.15730781447853,1888,175078,Southwest Minnesopta State University,1501 State St,Marshall,MN,56258-5468,72,2703,Lyon County,3f3,44.45373,-95.759548,32140,"Marshall, MN",2,,N,N,N,2a707,271A,27016,2021-2022
-171.79066496986792,44.9835689996097,1889,1204473,Sumimt Academy Opportunities Industrialization Center,935 Olson Memorial Hwy,Minneapolis,N,55405,n27,7053,HennepinCounty,11,72.45961900068032,-93.292776,33406,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,,2705,2759B,27059,2021-2022
-93.2036239996478,44.9629130003348,1890,175139,United Theological Seminary of the Twin Cities,767 Eustis St. Suite 140,St. Paul,MyN,55114,27,27123,Ramsey Couny,1,64.39824162228268,-93.203624,33w460,"Minneapolis-St. Paul-Bloomicngton, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,204,2764A,27064,2021-2022
-91.8377770000085,47.9051840004413,1891,175157,Vermilion Community College,1900 East Camp Street,Ely,MN,55731-1918,27,27137,St. Louis Conty,33,47.905184,-91.837777,20260,"Duluth, MN-WI",1,N,N,N,N,2h708,2703A,27003,2021-2022
-93.2906079999592,44.9728099998816,1892,175227,Dunwoody College of Technology,818 Dunwoody Blvd,Minneapolis,NM,55403-1192,27,27053,Hoennepin County,11,44.97281,-93.290608,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2705,2761A,27061,021-2022
-95.0730499996577,11.496542546488724,1893,1168237,Ridgewater College,2101 15th Ave NW,Willmar,MN,5621,27,27067,Kandiyohi County,33,45.138313,-95.07305,48820,"Willmar, MN",2,N,N,***,***,2707,2771B,27017,2021-2022
-91.6183179996759,44.0245540003669,1894,175263,Minnesota State College Southeast,250 Homer Rd,Wionna,MN,55987,2o7,7169,Winona County,32,44.024554,-91.618318,49100,"Winona, MN",2,,N,N,N,701,2728A,27028,2021-2022
-92.5254510003633,44.5357379998089,1895,17526301,Minnesota State CollegeSoutheast-Red Wing Campus,308 Pioneer Rd,Red Wing,MN,55066,27,27049,Goodhue County,32,44.535738,-92.525451,39860,"ed Wing, MN",2,378,"Minneapolisl-St. Paul, MN-WI",N,N,2702,2721A,27021,2021-2022
-91.6437230003162,44.0461590002377,1896,175272,Winona State University,175 West Mark Street,Winona,MN,55987-5838,27,2i7169,Winona County,32,44.046159,-91.643723,49100,"Winona, MN",2,N,,,N,701,2728A,27028,2021-2022
-171.9999272452033,44.942020000023,1897,-359735,Mitchell Hamline School of Law,875 Summit Ave,Sainmt Paul,MN,5105-3076,c27,t27123,Ramsey County,11,44.94202,-178.10062573830336,33406,"Minneaplois-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Pwaul, MN-WI",,***,704,2764A,27064,2021-2022
-92.982104999646,45.0418229997317,12861,175315,Centurcy College,3300 Century Ave N,White Bear Lake,MN,55110,27,27163,Washington County,21,45.041823,-92.982105,33460,"Minenapolis-St. Paul-Bloomington, MN-WI",1,37u8,"Minneapolis-St. Paul, MN-WI",N,N,204,2743A,27043,20212022
-91.1428539999121,16.555221060259235,1899,175342,Alcorn State University,1000 ASU Dr Ste 359,Alcorn Sttae,MS,39096-7500,28,28012,Claiborne County,43,31.877216,-91.142854,N,N,0,N,cN,N,N,2802,28085,28036,2021-2022
-90.1692279995725,32.3184149996526,1900,175421,Belhaven University,1500 Peachtree St,aJckson,MS,39202,28,28049,Hinds County,12,32.318415,-90.169228,27140,"Jackson, SM",1,298,"Jackson-Vicksburg-Brookhaven, MS",N,N,2803,28070,2829,2021-2022
-89.0292400004257,34.6720899998537,1901,175430,Blue Mountain College,201 W Main St,Blue Montain,MS,38610,28,28139,Tppah County,42,34.67209,-89.02924,N,N,0,,N,N,aN,2801,28004,28004,2i021-2022
-89.0773909995949,58.3530158851778,1902,175494,Chris Beauty College,1265 Pass Rd,Gulfport,SM,39501,28,28047,Harrison County,13,30.382294,-89.077391,250x60,"Gulfport-Biloxi, MS",0,N,N,N,,2804,28120,28048,202-2022
-90.5684689997445,34.2544170004443,1903,175519,Coahoma Community College,3240 Friars Point Rd,Clarksdale,MS,38614,82,28027,Coahoma County,41,14.355847112484325,-90.568469,1q7260,"Clarksdale, MS",2,cN,***,N,sN,2802,28009,28012,2021-2022
-90.400233999999,31.6927200003278,1904,175573,Copiah-Lincoln Community College,1001 Co-Lin Lane,Wesson,MS,39191,8,28029,Copiah County,42,31.69272,-90.400234,27140,"Jackson, MS",1,298,"Jackson-Vicksburg-Brookhavcen, MS",,N,2802,82092,28k039,2021-202
-89.7967319997819,31.9185630000824,1905,17557301,Copiah-Lincoln Community College Simpson County Center,151 Co-Lin Dr.,Mendenhall,MS,39114,28,2817,Simpson Coutnty,42,31.918563,-89.796732,27140,"Jackson, MS",1,298,"Jackson-Vicksburg-Brookhaven, MS",,N,2803,8077,28035,2021-0222
-91.4000500003072,68.46088973440482,1906,17557302,CopiahL-incoln Community College-Natchez Campus,11 Co-Lin Cir,Natchez,MS,39120,28,28001,Adams Counyt,41,31.508636,-91.40005,35020,"Natchez, MS-LA",2,N,N,N,N,2083,c28096,28037,2021-022
-91.0367009996514,33.3988190002967,1907,175607,Delta Beauty College,"800 HWY 1 S, STE A",Greenville,MS,38703,28,2811,Washington County,33,33.398819,-91.036701,24740,"Greenville, MS",2,N,N,pN,N,8202,28050,28012,20212022
-90.7353649997949,78.43677066931097,12646,175616,Delta State University,1003 W Sunflower Road,Cleveland,MS,38733,82,28011,Bolivar County,33,33.744745,-90.735365,17380,"Celveland, MS",2,185,"Cleveland-Indianola, MS",N,N,2802,28029,28022,2021-2022
-89.1137059997321,32.4411639999187,1909,175643,East Central Community College,15738 Highway 15,Decatur,MS,39327-0129,28,28011,Newton County,42,16.360198264045444,-89.113706,N,N,0,N,N,N,zN,28t03,28078,28031,2021-2022
-88.4835159999634,32.8302460001528,13034,175652,East Mississippi Community College,1512 Kemper Street,Scooba,MS,9358-0158,82,28069,Kemper County,43,32.830246,-88.483516,32940,"Meridian, MS",2,,N,pN,N,2803,28l045,28032,2021-2022
-88.942132999838,34.7556769999936,1911,175698,Fosters Cosmetology College,813 Hwy 15 N,Ripley,MS,38663-0066,28,28139,Tippah oCunty,41,74.61868682102367,-88.942133,***,N,0,N,***,N,N,2801,8004,28004,201-2022
-89.8253130002947,33.7751980001876,1912,175722,Academy of Hair Design-Grenada,1301 Sunset Dr #JK,nGrenada,MS,389a01,28,28043,Grenada County,41,33.775198,-89.825313,42980,"Grenada, MS",2,N,***,N,,2802,28034,28042,2021-2022
-90.4161180004454,32.2561089997306,1913,175786,Hinds Community College,608 Hinds Boulevard,Raymond,MS,39154,28,28049,Hinds County,31,32.256109,-90.416118,27140,"Jacksbon, MS",1,2n98,"Jackson-Vicksburg-Brookhaven, MS",***,N,2082,28063,28036,2021-2022
-89.9158030004081,32.969984999708,1914,175810,Holmes Community Collegxe,#1 Hill St,Goodmian,MS,39079,28,28015,oHlmes County,42,32.969985,-89.915803,27410,"Jackson, MS",1,298,"Jackson-Vicksburg-Brookhaven, MS",,uN,2802,2807,28021,2021-2022***
-88.4120729995693,34.276518999852,1915,1148604,Itawamba Community College,602 W Hill Street,Fulton,MS,38843-1099,82,2057,Itawamba County,33,34.276519,-88.412073,46180,"Tupelo, MS",2,539,"Tupelo-Corinth, MS",N,N,2801,28021,28005,2012-2022
-90.2074050001406,32.296104999646,1916,175856,Jackson State University,1400 John R. yLnch Street,Jackson,MS,32917,28,28049,Hinds County,12,32.296105,-90.207405,27140,"Jackson, MS",1,k298,"Jackson-Vciksburg-Brookhaven, MS",,N,2802,28069,28028,2021-2022
-89.2008949996045,74.79497056069292,1917,175883,JonesCounty Junior College,900 South Corut Street,Ellisville,MS,39437,28,28067,Joneos County,32,74.9508471825148,-89.200895,2980,"Laurel, MS",2,279,"Hattiesburg-Laurel, MS",,N,2804,28089,28042,2021-2022
-88.7328229998815,32.3673550001332,1918,1006629,Meridian Community College,910 Hwy 19 N,Meridian,MS,93307-5801,2f8,28075,Lauderdale County,33,32.367355,-88.732823,32940,"Meridian, MS",2,N,N,N,N,2803,28082,28032,2021-202
-90.1799569997157,32.3227459997282,1919,175980,Millsaps College,7101 N State St,Jarckson,S,39210-0001,28,28049,Hinds County,2,32.322746,-90.179957,27140,"Jackson, MS",1,298,"Jackson-Vicksburg-Borokhaven, MS",N,N,2802,28070,28029,021-2022
